date,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualOtherNonCashItems,annualPurchaseOfInvestment,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,annualLongTermDebt,trailingPurchaseOfBusiness,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingPretaxIncome,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingStockBasedCompensation,annualTotalAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,annualDilutedAverageShares,quarterlyTotalNonCurrentAssets,annualNetIncome,quarterlyAccumulatedDepreciation,trailingDepreciationAndAmortization,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualPurchaseOfBusiness,trailingOtherIncomeExpense,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyInterestExpense,annualPretaxIncome,annualIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,annualFreeCashFlow,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyPretaxIncome,annualOtherIncomeExpense,trailingGrossProfit,annualOperatingIncome,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,trailingChangeInWorkingCapital,annualChangeInWorkingCapital,annualRepaymentOfDebt,quarterlyBasicAverageShares,annualTotalRevenue,quarterlyCapitalStock,trailingCostOfRevenue,trailingTotalRevenue,annualOtherCurrentLiabilities,annualBasicAverageShares,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualStockBasedCompensation,quarterlyTaxProvision,annualGoodwill,trailingNetIncome,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,annualInterestExpense,trailingChangesInAccountReceivables,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualCapitalExpenditure,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualOtherNonCurrentAssets,trailingNetIncomeContinuousOperations,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingNetOtherFinancingCharges,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,trailingInterestExpense,trailingEndCashPosition,trailingTaxProvision,quarterlyNetIncomeCommonStockholders,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualCurrentDeferredRevenue,quarterlyBasicEPS,annualOtherNonCurrentLiabilities,trailingOperatingIncome,annualCostOfRevenue,annualBeginningCashPosition,annualAccountsPayable,annualCurrentDebt,quarterlyChangesInAccountReceivables,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,annualNetPPE,annualTotalNonCurrentAssets,annualDilutedEPS,annualEbitda,quarterlyCurrentDeferredRevenue,annualGainsLossesNotAffectingRetainedEarnings,trailingChangeInAccountPayable,annualOtherCurrentAssets,trailingNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,annualNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyGoodwill,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,annualBasicEPS,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,trailingOperatingCashFlow,annualAccountsReceivable,annualOperatingCashFlow,quarterlyDilutedAverageShares,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualNetIncomeCommonStockholders,annualSaleOfInvestment,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualNonCurrentDeferredRevenue,annualChangeInInventory,quarterlyPurchaseOfInvestment,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,quarterlyDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,annualInventory,quarterlyInventory,trailingPurchaseOfInvestment,trailingOtherNonCashItems,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1970-01-01 00:00:01.230681600,,,,,450000000.0,0.0,,,,1993000000.0,8965000000.0,-66000000.0,,-591000000.0,-1894000000.0,504000000.0,1316000000.0,-497000000.0,53000000.0,15091000000.0,-653000000.0,,226674754.0,,-589000000.0,,721000000.0,,,,,-238000000.0,-2514000000.0,-525000000.0,,,,-271000000.0,138000000.0,,,-53000000.0,,2749000000.0,,-221000000.0,3670000000.0,634000000.0,-117000000.0,,-303000000.0,70000000.0,-63000000.0,,4806000000.0,,2795000000.0,6465000000.0,0.0,226674754.0,467000000.0,367000000.0,,13082000000.0,651000000.0,,18000000.0,,7185000000.0,-1258000000.0,65000000.0,,,,,18000000.0,,,,-126000000.0,701000000.0,86000000.0,-72000000.0,-288000000.0,,0.0,,,,,1616000000.0,-370000000.0,,2658000000.0,576000000.0,-1244000000.0,2115000000.0,1937000000.0,-491000000.0,,-314000000.0,467000000.0,,-20000000.0,446000000.0,,,,,,398000000.0,410000000.0,-649000000.0,,,-57000000.0,891000000.0,438000000.0,,786000000.0,1012000000.0,2057000000.0,402000000.0,1020000000.0,419000000.0,,,,5070000000.0,,,603000000.0,13477000000.0,-2.61,934000000.0,,-474000000.0,12000000.0,0.0,-1258000000.0,,,-6000000.0,,,36000000.0,,467000000.0,,,,,2015000000.0,-1248000000.0,-2.61,1614000000.0,,,-19000000.0,1142000000.0,,317000000.0,,,11067000000.0,,,-589000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.238457600,0.007133,2000000.0,-58000000.0,,,,-64000000.0,-34000000.0,81000000.0,,,,7000000.0,,,,,,,,,,,,,,,-98000000.0,,,,,,,,,164000000.0,,,,132000000.0,,-31000000.0,,4000000.0,,,,,467000000.0,,,,276545786.0,,,,,,,,,,,,,,0.0,,,,300000000.0,,4000000.0,,,,4000000.0,-56000000.0,,,,,,623000000.0,,,,,,,,,,,,,,,,,,,,,-121000000.0,1102000000.0,,117000000.0,,,,,2000000.0,,,,,0.007232,,,,,,,,,,,,506000000.0,,,,,,,,,,376000000.0,,,-161000000.0,,,7000000.0,,-88000000.0,49000000.0,411000000.0,,,,,,,,,,,,280379828.0,,,479000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,,-10000000.0,-108000000.0,,,,-68000000.0,185000000.0,-180000000.0,,,,-14000000.0,,,,,,,,,,,,,,,117000000.0,,,,,,,,,151000000.0,,,,137000000.0,,-12000000.0,,-44000000.0,,,,,411000000.0,,,,,,,,,,,,,,,,,,-25000000.0,,,,244000000.0,,-5000000.0,,,,-5000000.0,-24000000.0,,,,,,698000000.0,,,,,,,,,,,,,,,,,,,,,-3000000.0,1182000000.0,,176000000.0,,,,,-10000000.0,,,,,,,,,,,,,,,,,522000000.0,,,,,,,,,,386000000.0,,,-994000000.0,,,9000000.0,,-55000000.0,-71000000.0,387000000.0,,,,,,,,,,,,,,,484000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.254268800,,-527000000.0,-4000000.0,,,,-72000000.0,172000000.0,-86000000.0,,,,-468000000.0,,,,,,,,,,,,,,,100000000.0,,,,,,,,,168000000.0,,,,145000000.0,,-7000000.0,,-534000000.0,,,,,387000000.0,,,,,,,,,,,,,,,,,,-99000000.0,,,,-221000000.0,,7000000.0,,,,7000000.0,23000000.0,,,,,,706000000.0,,,,,,,,,,,,,,,,,,,,,-114000000.0,1227000000.0,,198000000.0,,,,,-527000000.0,,,,,,,,,,,,,,,,,508000000.0,,,,,,,,,,365000000.0,,,-83000000.0,,,1000000.0,,-78000000.0,-566000000.0,410000000.0,,,,,,,,,,,,,,,521000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,,44000000.0,-3000000.0,498000000.0,596000000.0,0.0,-78000000.0,194000000.0,-86000000.0,2798000000.0,8548000000.0,,47000000.0,-227000000.0,,562000000.0,1065000000.0,,,14600000000.0,,14600000000.0,273905810.0,12954000000.0,-491000000.0,-447000000.0,,116000000.0,107000000.0,514000000.0,514000000.0,-50000000.0,,,551000000.0,,164000000.0,-603000000.0,82000000.0,-1739000000.0,148000000.0,235000000.0,0.0,2785000000.0,-29000000.0,-668000000.0,,705000000.0,,410000000.0,,22000000.0,-1321000000.0,,4808000000.0,22000000.0,,,0.0,273905810.0,514000000.0,-271000000.0,1646000000.0,11788000000.0,,1624000000.0,14000000.0,-73000000.0,7056000000.0,,47000000.0,283000000.0,593000000.0,8000000.0,0.0,22000000.0,,8000000.0,104000000.0,-304000000.0,647000000.0,,-173000000.0,-447000000.0,758000000.0,,,-48000000.0,1000000000.0,,1523000000.0,-282000000.0,,,498000000.0,,2080000000.0,,,11788000000.0,-428000000.0,514000000.0,,,,260000000.0,1297000000.0,1040000000.0,214000000.0,82000000.0,,,,44000000.0,0.0,,1040000000.0,435000000.0,,551000000.0,,2023000000.0,467000000.0,1000000000.0,107000000.0,,,4757000000.0,4757000000.0,10164000000.0,544000000.0,593000000.0,12954000000.0,-1.79,606000000.0,435000000.0,-48000000.0,,0.0,,396000000.0,2798000000.0,21000000.0,-83000000.0,7056000000.0,-197000000.0,4000000.0,514000000.0,-6000000.0,-80000000.0,514000000.0,,1624000000.0,-1739000000.0,-1.79,1646000000.0,1065000000.0,8548000000.0,,,,517000000.0,,,10164000000.0,539000000.0,,-491000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,0.149797,42000000.0,-2000000.0,456000000.0,,,-53000000.0,-29000000.0,-32000000.0,,,,48000000.0,,,,,,,,,14343000000.0,,12825000000.0,,,,-82000000.0,101000000.0,410000000.0,410000000.0,,,,519000000.0,,162000000.0,,,-1697000000.0,141000000.0,,-14000000.0,,49000000.0,,,,,514000000.0,,,,276545786.0,,22000000.0,,,,,,,1518000000.0,,,1463000000.0,,-1000000.0,,,,352000000.0,569000000.0,5000000.0,0.0,,,5000000.0,-104000000.0,,,,,,676000000.0,,,-89000000.0,822000000.0,,,,,,,,,,,11524000000.0,,,,,,-148000000.0,1196000000.0,,135000000.0,105000000.0,,,,42000000.0,0.0,,,,0.151874,,,,,,,,,4687000000.0,,10061000000.0,541000000.0,,,,,435000000.0,,,,,400000000.0,2809000000.0,,-30000000.0,7033000000.0,,6000000.0,,-32000000.0,75000000.0,410000000.0,,,,,,1072000000.0,8470000000.0,,,,,280379828.0,,,520000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,0.264678,74000000.0,-4000000.0,435000000.0,,,-93000000.0,158000000.0,-65000000.0,,,,77000000.0,,,,,,,,,14194000000.0,,12648000000.0,,,,65000000.0,40000000.0,371000000.0,371000000.0,,,,509000000.0,,160000000.0,,,-1623000000.0,136000000.0,,-24000000.0,,88000000.0,,,,,410000000.0,,,,276748497.0,,22000000.0,,,,,,,1546000000.0,,,1448000000.0,,13000000.0,,,,384000000.0,578000000.0,4000000.0,0.0,,,4000000.0,-39000000.0,,,,,,742000000.0,,,-181000000.0,863000000.0,,,,,,,,,,,11389000000.0,,,,,,8000000.0,1270000000.0,,201000000.0,118000000.0,,,,74000000.0,0.0,,,,0.27,,,,,,,,,4618000000.0,,9941000000.0,541000000.0,,,,,427000000.0,,,,,405000000.0,2796000000.0,,-65000000.0,6968000000.0,,-1000000.0,,-122000000.0,46000000.0,371000000.0,,,,,,1033000000.0,8399000000.0,,,,,279585358.0,,,528000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.285804800,0.04,11000000.0,-18000000.0,425000000.0,,,-80000000.0,165000000.0,-43000000.0,,,,22000000.0,,,,,,,,,14427000000.0,,12801000000.0,,,,85000000.0,38000000.0,423000000.0,423000000.0,,,,531000000.0,,169000000.0,,,-1612000000.0,142000000.0,,-5000000.0,,23000000.0,,,,,371000000.0,,,,276651344.0,,22000000.0,,,,,,,1626000000.0,,,1450000000.0,,2000000.0,,,,334000000.0,583000000.0,4000000.0,0.0,,,4000000.0,52000000.0,,,,,,768000000.0,,,-95000000.0,910000000.0,,,,,,,,,,,11530000000.0,,,,,,-6000000.0,1289000000.0,,212000000.0,104000000.0,,,,11000000.0,0.0,,,,0.04,,,,,,,,,4649000000.0,,10080000000.0,556000000.0,,,,,398000000.0,,,,,414000000.0,2888000000.0,,-21000000.0,7068000000.0,,0.0,,-87000000.0,-21000000.0,423000000.0,,,,,,1016000000.0,8533000000.0,,,,,280176824.0,,,521000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,,3000000.0,-70000000.0,412000000.0,18000000.0,,-108000000.0,249000000.0,-123000000.0,2887000000.0,8464000000.0,,7000000.0,-365000000.0,,558000000.0,942000000.0,,,14429000000.0,,14429000000.0,279652586.0,12775000000.0,130000000.0,-562000000.0,,141000000.0,94000000.0,421000000.0,421000000.0,-55000000.0,,,520000000.0,-2000000.0,169000000.0,103000000.0,99000000.0,-1609000000.0,139000000.0,209000000.0,-12000000.0,2997000000.0,-57000000.0,-33000000.0,,791000000.0,,423000000.0,,35000000.0,-1232000000.0,,5126000000.0,22000000.0,,,0.0,276499073.0,421000000.0,-263000000.0,1654000000.0,11533000000.0,,1607000000.0,18000000.0,-60000000.0,7096000000.0,,-93000000.0,251000000.0,599000000.0,5000000.0,0.0,22000000.0,,5000000.0,-2000000.0,-183000000.0,660000000.0,,-94000000.0,-562000000.0,811000000.0,,,-96000000.0,962000000.0,,1648000000.0,-334000000.0,,,412000000.0,,2206000000.0,,,11533000000.0,154000000.0,421000000.0,,,,181000000.0,1371000000.0,1161000000.0,243000000.0,99000000.0,,,,3000000.0,0.0,,1161000000.0,452000000.0,,520000000.0,,2129000000.0,514000000.0,962000000.0,94000000.0,,,4607000000.0,4607000000.0,9926000000.0,568000000.0,599000000.0,12775000000.0,0.46,1321000000.0,452000000.0,-96000000.0,,0.0,,429000000.0,2887000000.0,7000000.0,-1116000000.0,7096000000.0,-46000000.0,2000000.0,421000000.0,-124000000.0,-133000000.0,421000000.0,,1607000000.0,-1609000000.0,0.47,1654000000.0,942000000.0,8464000000.0,,,,543000000.0,,,9926000000.0,560000000.0,,130000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.301529600,-0.55,-182000000.0,-212000000.0,383000000.0,,,-52000000.0,-52000000.0,125000000.0,,,,-180000000.0,,,,,,,,,14690000000.0,,13043000000.0,,,,-104000000.0,149000000.0,396000000.0,396000000.0,,,,550000000.0,,140000000.0,,,-1791000000.0,136000000.0,,-60000000.0,,-312000000.0,,,,,421000000.0,,,,331248626.0,,30000000.0,,,,,,,1647000000.0,,,1590000000.0,,-134000000.0,,,,-36000000.0,586000000.0,4000000.0,0.0,,1801000000.0,4000000.0,-25000000.0,,,,,,753000000.0,,,-48000000.0,889000000.0,-2000000.0,,,,,,,,,,10124000000.0,,,,,,-241000000.0,1302000000.0,,74000000.0,105000000.0,,,,-182000000.0,0.0,,,,-0.55,,,,,,,,,4610000000.0,,8534000000.0,679000000.0,,,,,447000000.0,,,,,543000000.0,4555000000.0,,-1751000000.0,7242000000.0,,-1000000.0,,-113000000.0,-247000000.0,396000000.0,,,,,,934000000.0,7050000000.0,,,,,331248626.0,,,549000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
