,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualNetPPE,trailingGrossProfit,annualOtherIntangibleAssets,quarterlyBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualChangeInInventory,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualInvestingCashFlow,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualOperatingExpense,quarterlyIncomeTaxPayable,trailingCapitalExpenditure,quarterlyGrossPPE,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,trailingNetIncomeContinuousOperations,trailingCashDividendsPaid,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyDilutedEPS,quarterlyStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyEbitda,annualNetOtherFinancingCharges,trailingStockBasedCompensation,annualInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingChangeInInventory,annualChangeInCashSupplementalAsReported,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualTotalRevenue,annualGoodwill,annualCapitalStock,annualStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,trailingFreeCashFlow,quarterlyCashDividendsPaid,annualDilutedEPS,quarterlyCurrentLiabilities,annualOperatingIncome,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,trailingChangeInAccountPayable,annualChangeInAccountPayable,annualAccountsPayable,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,annualTaxProvision,quarterlyRetainedEarnings,trailingTotalRevenue,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualBasicEPS,trailingEndCashPosition,trailingTaxProvision,trailingPretaxIncome,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,quarterlyDilutedAverageShares,annualCashAndCashEquivalents,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualNetIncome,annualCurrentDebt,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualLongTermDebt,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualOtherNonCashItems,annualTotalAssets,quarterlyOtherCurrentAssets,annualStockholdersEquity,annualCurrentLiabilities,quarterlyGoodwill,quarterlyBasicEPS,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyGrossProfit,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualDilutedAverageShares,quarterlyInventory,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualInvestmentsAndAdvances
670377600,48000000.0,4200000.0,18200000.0,,27900000.0,,,100000.0,,,4600000.0,,20800000.0,0.0,,10300000.0,,,37100000.0,600000.0,1300000.0,,18200000.0,,,,9100000.0,,-4400000.0,22100000.0,1400000.0,-200000.0,,0.0,-3900000.0,1900000.0,100000.0,,,,27900000.0,2700000.0,,-41700000.0,,,,,1000000.0,12900000.0,,,22100000.0,,4700000.0,,,-900000.0,-3900000.0,-100000.0,,,,2700000.0,4900000.0,,,,,2700000.0,7300000.0,,2400000.0,800000.0,,,,4900000.0,3500000.0,0.0,,15600000.0,4800000.0,,,0.0,3000000.0,,,,54500000.0,,,,,,,0.0667,21300000.0,7900000.0,,29400000.0,,800000.0,,,7300000.0,3400000.0,27400000.0,43478261.0,-1700000.0,48700000.0,2900000.0,2100000.0,8700000.0,,0.0,27400000.0,,,18500000.0,0.0667,,,,2900000.0,-40800000.0,,,5000000.0,48700000.0,,4500000.0,77400000.0,,33700000.0,700000.0,3700000.0,2900000.0,9100000.0,48000000.0,,700000.0,700000.0,1900000.0,,2700000.0,10500000.0,22000000.0,-100000.0,29400000.0,,77400000.0,2900000.0,28700000.0,21300000.0,,,11600000.0,2900000.0,2400000.0,-200000.0,0.0,,,,8700000.0,28700000.0,,22000000.0,,2700000.0,,,6900000.0,,,-400000.0,12500000.0,43478261.0,15600000.0,0.0,,,,,,,,,,,,,,,
678240000,,4300000.0,,,,44977511.0,,,100000.0,,,100000.0,,0.0,,,,,,600000.0,1500000.0,,18000000.0,,,,4300000.0,,-1000000.0,,1000000.0,-200000.0,,0.0,-3900000.0,2800000.0,,,,,26800000.0,,,,,,,,,,,,21900000.0,,1600000.0,,,,,0.0,,,,2500000.0,5100000.0,,,,,,6600000.0,,,,,0.02001,,,3200000.0,,,,,,,,,,,,,,,,,,,,16000000.0,,,29200000.0,,700000.0,,,,3600000.0,,,,,,,9500000.0,,,31300000.0,,,19200000.0,,,,,,,44977511.0,,,47300000.0,,1400000.0,76800000.0,,,900000.0,,,,47600000.0,,900000.0,900000.0,,,2800000.0,,,,,,,2300000.0,,,,0.02001,12400000.0,,,-300000.0,0.0,,,,,29500000.0,,25800000.0,,2700000.0,,,6800000.0,,,-500000.0,,,15500000.0,0.0,,,,,,,,,,,,,,,
686188800,,4500000.0,,,,51402870.0,,,100000.0,,,100000.0,,0.0,,,,,,800000.0,2000000.0,,12400000.0,,,,2400000.0,,-6000000.0,,1000000.0,-200000.0,,0.0,-3900000.0,2900000.0,,,,,26600000.0,,,,,,,,,,,,16300000.0,,500000.0,,,,,0.0,,,,3000000.0,5700000.0,,,,,,6700000.0,,,,,0.023345,,,3800000.0,,,,,,,,,,,,,,,,,,,,14800000.0,,,29800000.0,,800000.0,,,,3800000.0,,,,,,,10700000.0,,,26100000.0,,,20500000.0,,,,,,,51402870.0,,,40900000.0,,300000.0,71700000.0,,,1200000.0,,,,41900000.0,,1200000.0,1200000.0,,,2800000.0,,,,,,,2500000.0,,,,0.023345,13000000.0,,,200000.0,0.0,,,,,30800000.0,,21700000.0,,1600000.0,,,7500000.0,,,5400000.0,,,14900000.0,0.0,,,,,,,,,,,,,,,
694137600,,5200000.0,,,,56221889.0,,,9900000.0,,,9900000.0,,0.0,,,,,,1000000.0,2500000.0,,12500000.0,,,,200000.0,,8600000.0,,700000.0,-400000.0,,100000.0,-3900000.0,2500000.0,,,,,26500000.0,,,,,,,,,,,,16400000.0,,1900000.0,,,,,9800000.0,,,,3300000.0,5300000.0,,,,,,6100000.0,,-400000.0,100000.0,,0.02668,,,4100000.0,,,,22300000.0,,,,,,,,,,,,,,,,11600000.0,,,39300000.0,0.0,700000.0,,,,4400000.0,,,,,,,12200000.0,,,14500000.0,,,21400000.0,,,,,,,56221889.0,,,26100000.0,,1500000.0,80800000.0,,,1500000.0,,,,41500000.0,,1500000.0,1500000.0,,,2800000.0,,,,,,,2700000.0,,,,0.02668,12900000.0,,,-300000.0,-100000.0,,,,,54700000.0,,10100000.0,,1600000.0,,,8500000.0,,,-700000.0,,,15000000.0,0.0,,,,,,,,,,,,,,,
702000000,53700000.0,5600000.0,12600000.0,,38800000.0,,6400000.0,-300000.0,6400000.0,,6800000.0,6400000.0,32300000.0,0.0,,15600000.0,,,1600000.0,1300000.0,3000000.0,,12600000.0,,,700000.0,4400000.0,,0.0,17000000.0,400000.0,-500000.0,,0.0,-4400000.0,2300000.0,0.0,,,,38800000.0,3900000.0,,-2100000.0,,,,,-1300000.0,19700000.0,,,17000000.0,,2800000.0,,,-1300000.0,-4400000.0,-3500000.0,,,,3900000.0,8200000.0,,,,,1900000.0,7900000.0,,200000.0,-300000.0,,,,8200000.0,4700000.0,0.0,,15700000.0,100000.0,,,6300000.0,3100000.0,,,,84600000.0,,,,,,,0.10005,20500000.0,12600000.0,,39200000.0,300000.0,800000.0,,,7900000.0,4800000.0,15900000.0,52973513.0,-500000.0,36400000.0,3500000.0,3800000.0,14000000.0,,0.0,15900000.0,,,23500000.0,0.10005,,,,5300000.0,-6200000.0,,6400000.0,9100000.0,36400000.0,,2300000.0,92900000.0,,52300000.0,1700000.0,5500000.0,5300000.0,4400000.0,53700000.0,,1700000.0,1700000.0,2300000.0,,3900000.0,16700000.0,10100000.0,,39200000.0,200000.0,92900000.0,3500000.0,56500000.0,20500000.0,,,14000000.0,5300000.0,3000000.0,-5800000.0,-500000.0,,,,14000000.0,56500000.0,,10100000.0,,1900000.0,,,9500000.0,,,-6300000.0,22500000.0,52973513.0,15700000.0,0.0,,,,,,,,,,,,,,,
709862400,,7600000.0,,,,62968516.0,,,5400000.0,,,5400000.0,,6400000.0,,,,,,1500000.0,3600000.0,,12900000.0,,,,,,-4000000.0,,,-400000.0,,0.0,-4400000.0,8700000.0,,,,,32300000.0,,,,,,,,,,,,17300000.0,,3700000.0,,,,,-1000000.0,,,,4300000.0,11300000.0,,,,,,13800000.0,,,,,0.03335,,,5100000.0,,,,100000.0,,,,,,,,,,,,,,,,25100000.0,,,45900000.0,200000.0,800000.0,,,,6800000.0,,,,,,,16100000.0,,,15900000.0,,,28900000.0,,,,,,,62968516.0,,,41000000.0,,3300000.0,99800000.0,,,2100000.0,,,,53900000.0,,2100000.0,2100000.0,,,4000000.0,,,,,,,3500000.0,,,,0.03335,17000000.0,,,-200000.0,-700000.0,,,,,58800000.0,,10100000.0,,1800000.0,,,11900000.0,,,-600000.0,,,20000000.0,0.0,,,,,,,,,,,,,,,
717811200,,9800000.0,,,,61733839.0,,,2600000.0,,,2600000.0,,0.0,,,,,,2700000.0,6200000.0,,18400000.0,,,,4400000.0,,0.0,,,-600000.0,,0.0,-4400000.0,8900000.0,,,,,32000000.0,,,,,,,,,,,,22800000.0,,4200000.0,,,,,-2800000.0,,,,6800000.0,15800000.0,,,,,,19700000.0,,,,,0.056695,,,7800000.0,,,,0.0,,,,,,,,,,,,,,,,39900000.0,,,59300000.0,200000.0,1000000.0,,,,8900000.0,,,,,,,19600000.0,,,16100000.0,,,38700000.0,,,,,,,61733839.0,,,56000000.0,,3600000.0,118600000.0,,,3500000.0,,,,59300000.0,,3500000.0,3500000.0,,,4200000.0,,,,,,,5400000.0,,,,0.056695,22100000.0,,,-6500000.0,-600000.0,,,,,62600000.0,,10000000.0,,1900000.0,,,16600000.0,,,-7100000.0,,,31800000.0,0.0,,,,,,,,,,,,,,,
725760000,,10800000.0,,,,61397872.0,,,700000.0,,,700000.0,,0.0,,,,,,3200000.0,7500000.0,,21700000.0,,,,4700000.0,,4600000.0,,300000.0,-3900000.0,,0.0,-4400000.0,8400000.0,,,,,31800000.0,,,,,,,,,,,,26100000.0,,-2000000.0,,,,,-1900000.0,,,,7700000.0,15100000.0,,,,,,17500000.0,,,-400000.0,,0.070035,,,9000000.0,,,,1700000.0,,,,,,,,,,,,,,,,37300000.0,,,62200000.0,300000.0,1200000.0,,,,9500000.0,,,,,,,23800000.0,,,18400000.0,,,44100000.0,,,,,,,61397872.0,,,55700000.0,,-5900000.0,124100000.0,,,4300000.0,,,,61900000.0,,4300000.0,4300000.0,,,3800000.0,,,,,,,5600000.0,,,,0.070035,25600000.0,,,-600000.0,100000.0,,,,,68400000.0,,12800000.0,,1800000.0,,,18500000.0,,,-4500000.0,,,33100000.0,0.0,,,,,,,,,,,,,,,
733536000,65500000.0,9700000.0,22500000.0,,40100000.0,,300000.0,-100000.0,300000.0,,14000000.0,300000.0,65300000.0,0.0,,31600000.0,,,-300000.0,3200000.0,8000000.0,,22500000.0,,,-10300000.0,4800000.0,,-900000.0,29000000.0,600000.0,-900000.0,,-100000.0,-6500000.0,2900000.0,6400000.0,,,,40100000.0,4100000.0,,-19800000.0,,,,,-1500000.0,37900000.0,,,29000000.0,,8100000.0,,,-5800000.0,-6500000.0,-400000.0,,,,8600000.0,15000000.0,,,,,4400000.0,19100000.0,,1200000.0,200000.0,,,,15000000.0,9800000.0,-100000.0,,33100000.0,0.0,,,-6100000.0,2200000.0,,,,156200000.0,,,,,,,0.23345,38900000.0,27400000.0,,63300000.0,500000.0,1200000.0,,,19100000.0,8500000.0,16400000.0,62540158.0,-4700000.0,55300000.0,7800000.0,10500000.0,28600000.0,,0.0,16400000.0,,,44500000.0,0.23345,,,,14600000.0,-14000000.0,,300000.0,25100000.0,55300000.0,,7200000.0,128800000.0,,90900000.0,4800000.0,8200000.0,14600000.0,4800000.0,65500000.0,,4800000.0,4800000.0,2900000.0,,4100000.0,33700000.0,7900000.0,,63300000.0,1200000.0,128800000.0,7800000.0,73500000.0,38900000.0,,,26200000.0,14600000.0,4200000.0,-6700000.0,0.0,,,,28600000.0,73500000.0,,7900000.0,,4400000.0,,,18300000.0,,,-7600000.0,1800000.0,62540158.0,33100000.0,0.0,,,,,,,,,,,,,,,
741398400,,64700000.0,,,,139930035.0,,,1700000.0,,,1700000.0,,,,,,,,2800000.0,-1400000.0,,95500000.0,,,,47000000.0,,,,5400000.0,,,,-6500000.0,50200000.0,,,,,152900000.0,,,,,,,,,,,,102000000.0,,,,,,,,,,,5200000.0,13000000.0,,,,,,78900000.0,,,,,-0.030015,,,13900000.0,,,,,,,,,,,,,,,,,,,,138900000.0,,,187700000.0,,,,,,56000000.0,,,,,,,65100000.0,,,242300000.0,,,131800000.0,,,,,,,139930035.0,,,381200000.0,,,486300000.0,,,-4200000.0,,,,298600000.0,,-4200000.0,-4200000.0,,,59000000.0,,,,,,,20800000.0,,,,-0.030015,61900000.0,,,,-1200000.0,,,,,105100000.0,,183300000.0,,,,,69900000.0,,,,,,99700000.0,,,,,,,,,,,,,,,,
749347200,,42200000.0,,,,143406558.0,,,4700000.0,,,4700000.0,,0.0,,,,,,8400000.0,19400000.0,,96500000.0,,,,45400000.0,,-6800000.0,,5200000.0,-2300000.0,,1300000.0,-6500000.0,54700000.0,,,,,152100000.0,,,,,,,,,,,,103000000.0,,15200000.0,,,,,3100000.0,,,,24900000.0,14400000.0,,,,,,80300000.0,,,,,0.076705,,,27700000.0,,,,,,,,,,,,,,,,,,,,140100000.0,,,195900000.0,,1600000.0,,,,39400000.0,,,,,,,76100000.0,,,237900000.0,,,133500000.0,,,,,,,143406558.0,,,378000000.0,,12900000.0,499200000.0,,,11000000.0,,,,303300000.0,,11000000.0,11000000.0,,,60800000.0,,,,,,,19800000.0,,,,0.076705,66400000.0,,,-3300000.0,-300000.0,,,,,121200000.0,,177100000.0,,,,,67100000.0,,,-5600000.0,,,101600000.0,0.0,,,,,,,,,,,,,,,
757296000,296700000.0,50900000.0,94900000.0,,191900000.0,,18000000.0,-2200000.0,18000000.0,,29000000.0,18000000.0,278600000.0,0.0,,98600000.0,,,1300000.0,10600000.0,24300000.0,,94900000.0,,,-200000.0,28800000.0,,1200000.0,123900000.0,4900000.0,-3000000.0,,118200000.0,-29000000.0,9900000.0,3500000.0,,,,191900000.0,37000000.0,,-13700000.0,,,,,-3800000.0,199800000.0,,,123900000.0,,13600000.0,,,-10800000.0,-29000000.0,13300000.0,,,,25600000.0,54100000.0,,,,,22700000.0,30200000.0,,,,,,,54100000.0,33900000.0,0.0,,93500000.0,,,,14500000.0,20800000.0,,,,552600000.0,,,,,,,0.090045,113100000.0,78800000.0,,207900000.0,,8300000.0,,,30200000.0,42600000.0,155100000.0,150995931.0,-20700000.0,268200000.0,27100000.0,27700000.0,75700000.0,,0.0,155100000.0,,,147800000.0,0.09338,,,,28100000.0,-2900000.0,,18000000.0,55800000.0,268200000.0,,10600000.0,504600000.0,,274000000.0,-300000.0,18200000.0,14100000.0,28800000.0,296700000.0,,-300000.0,13700000.0,9900000.0,,37000000.0,180000000.0,95400000.0,-1300000.0,207900000.0,8300000.0,504600000.0,27100000.0,236400000.0,113100000.0,,,71300000.0,14100000.0,19800000.0,2700000.0,3400000.0,,,,75700000.0,236400000.0,,95400000.0,,22700000.0,,,76500000.0,,,-300000.0,123000000.0,156588372.0,93500000.0,0.0,,,,,,,,,,,,,,,
765072000,,46600000.0,,,,161658301.0,,,2600000.0,,,2600000.0,,18000000.0,,,,,,8900000.0,21300000.0,,95600000.0,,,,23500000.0,,-20200000.0,,2100000.0,-2300000.0,,1500000.0,-30600000.0,51500000.0,,,,,150100000.0,,,,,,,,,,,,126200000.0,,8200000.0,,,,,-15400000.0,,,,23200000.0,11600000.0,,,,,,68800000.0,,,,,0.076705,,,28400000.0,,,,,,,,,,,,,,,,,,,,103900000.0,,,195700000.0,,5200000.0,,,,41400000.0,,,,,,,88100000.0,,,138400000.0,,,140400000.0,,,,,,,161658301.0,,,242300000.0,,5900000.0,492900000.0,,,12400000.0,,,,297200000.0,,12400000.0,12400000.0,,,59100000.0,,,,,,,13400000.0,,,,0.076705,70600000.0,,,-100000.0,200000.0,,,,,250600000.0,,79300000.0,,,,,69800000.0,,,-2400000.0,,,100600000.0,0.0,,,,,,,,,,,,,,,
772934400,,46500000.0,,,,161457733.0,,,2700000.0,,,2700000.0,,0.0,,,,,,10200000.0,24200000.0,,98700000.0,,,,20900000.0,,-15900000.0,,1900000.0,-3600000.0,,1300000.0,-30600000.0,49200000.0,,,,,149500000.0,,,,,,,,,,,,129300000.0,,19700000.0,,,,,100000.0,,,,25500000.0,19200000.0,,,,,,66500000.0,,,,,0.08671,,,30500000.0,,,,,,,,,,,,,,,,,,,,106600000.0,,,203300000.0,,4900000.0,,,,41500000.0,,,,,,,102100000.0,,,126200000.0,,,141100000.0,,,,,,,161457733.0,,,232800000.0,,16100000.0,500700000.0,,,14000000.0,,,,297400000.0,,14000000.0,14000000.0,,,61200000.0,,,,,,,14600000.0,,,,0.08671,69100000.0,,,0.0,700000.0,,,,,267900000.0,,65000000.0,,,,,72000000.0,,,-3600000.0,,,105700000.0,0.0,,,,,,,,,,,,,,,
780883200,,46000000.0,,,,166716642.0,,,2300000.0,,,2300000.0,,0.0,,,,,,8800000.0,22600000.0,,90500000.0,,,,21800000.0,,-14600000.0,,1800000.0,-4100000.0,,500000.0,-30600000.0,45800000.0,,,,,142000000.0,,,,,,,,,,,,121100000.0,,18000000.0,,,,,-400000.0,,,,24600000.0,21900000.0,,,,,,62600000.0,,,,,0.083375,,,29600000.0,,,,,,,,,,,,,,,,,,,,106300000.0,,,220200000.0,,4900000.0,,,,41000000.0,,,,,,,113900000.0,,,111000000.0,,,129900000.0,,,,,,,166716642.0,,,217300000.0,,13900000.0,498500000.0,,,13900000.0,,,,278300000.0,,13900000.0,13800000.0,,,61600000.0,,,,,,,46600000.0,,,,0.083375,59300000.0,,,200000.0,-200000.0,,,,,281200000.0,,49400000.0,,,,,70600000.0,,,-3900000.0,,,91900000.0,0.0,,,,,,,,,,,,,,,
788832000,277900000.0,45500000.0,91100000.0,,176300000.0,,7300000.0,2300000.0,7300000.0,,63800000.0,7300000.0,277800000.0,0.0,,117500000.0,,,-103100000.0,10100000.0,25300000.0,,91100000.0,,,-7000000.0,9100000.0,,-52400000.0,123900000.0,2500000.0,-3800000.0,,-3400000.0,-32800000.0,10500000.0,18000000.0,,,,176300000.0,40900000.0,,30000000.0,,,,,29400000.0,180300000.0,,,123900000.0,,17900000.0,,,-13800000.0,-32800000.0,5000000.0,,,,26500000.0,62300000.0,,,,,24700000.0,25500000.0,,,,,,,62300000.0,31500000.0,-100000.0,,88900000.0,,,,-10700000.0,8000000.0,,,,524800000.0,,,,,,,0.37352,96900000.0,97500000.0,,196700000.0,,5000000.0,,,25500000.0,40500000.0,78400000.0,165988434.0,-5800000.0,175300000.0,21700000.0,37500000.0,133500000.0,,0.0,78400000.0,,,140100000.0,0.37352,,,,54100000.0,43500000.0,,7300000.0,91600000.0,175300000.0,,14100000.0,474600000.0,,247000000.0,21800000.0,50000000.0,62000000.0,9100000.0,277900000.0,-2100000.0,21800000.0,15200000.0,10500000.0,,40900000.0,160300000.0,12800000.0,-2700000.0,196700000.0,-5200000.0,474600000.0,21700000.0,299300000.0,96900000.0,,,68100000.0,62000000.0,20000000.0,43400000.0,1500000.0,,,,133500000.0,299300000.0,,12800000.0,,24700000.0,,,72000000.0,,,39900000.0,4300000.0,165988434.0,88900000.0,0.0,,,,,,,,,,,,,,,
796608000,,48300000.0,,,,162418791.0,,,3400000.0,,,3400000.0,,7300000.0,,,,,,8500000.0,21500000.0,,95400000.0,,,,30400000.0,,1400000.0,,1600000.0,-2700000.0,,600000.0,-35500000.0,21400000.0,,,,,173600000.0,,,,,,-38400000.0,,,,,,130900000.0,,7500000.0,,,,,-3800000.0,,,,22900000.0,22800000.0,,,,,,63400000.0,,2500000.0,4100000.0,,0.08004,,,27700000.0,,,,,,,,,,,,,,,,,,,,116600000.0,,,205900000.0,,4800000.0,,,,43500000.0,,,,,,,144500000.0,,,100900000.0,,,133100000.0,,,,,,,162418791.0,,,217500000.0,,4800000.0,496300000.0,,,13000000.0,,,,290400000.0,,13000000.0,13000000.0,,,69800000.0,,,,,,,21300000.0,,,,0.08004,61900000.0,,,-10200000.0,200000.0,,,,,278800000.0,,31100000.0,6500000.0,,,,71200000.0,,,-12900000.0,,,97100000.0,0.0,,,,,,,,,,,,,,,
804470400,,48600000.0,,,,158320840.0,,,6900000.0,,,6900000.0,,0.0,,,,,,8700000.0,21900000.0,,142100000.0,,,,24100000.0,,56700000.0,,2400000.0,-4000000.0,,1400000.0,-37600000.0,13900000.0,,,,,186100000.0,,,,,,,,,,,,179700000.0,,5200000.0,,,,,3400000.0,,,,26900000.0,20300000.0,,,,,,68200000.0,,-24500000.0,,,0.083375,,,32200000.0,,,,,,,,,,,,,,,,,,,,112600000.0,,,253500000.0,,5300000.0,,,,43300000.0,,,,,,,155700000.0,,,186300000.0,,,139900000.0,,,,,,,158320840.0,,,298900000.0,,1200000.0,595600000.0,,,13200000.0,,,,342100000.0,,13200000.0,13200000.0,,,45800000.0,,,,,,,20400000.0,,,,0.083375,64400000.0,,,-58500000.0,-2500000.0,,,,,292800000.0,,93900000.0,-17400000.0,46600000.0,,,75500000.0,,,-60300000.0,,,132100000.0,0.0,,,,,,,,,,,,,,,
812419200,,52000000.0,,,,158254206.0,,,4200000.0,,,4200000.0,,0.0,,,,,,6300000.0,15800000.0,,137200000.0,,,,12900000.0,,-16500000.0,,2600000.0,-5100000.0,,2000000.0,-137200000.0,12900000.0,,,,,185100000.0,,,,,,,,,,,,274400000.0,,22100000.0,,,,,-2600000.0,,,,17300000.0,15600000.0,,,,,,71500000.0,,2500000.0,,,0.06003,,,23700000.0,,,,,,,,,,,,,,,,,,,,100000000.0,,,244600000.0,3700000.0,6400000.0,,,,45600000.0,,,,,,,163200000.0,,,176800000.0,,,137300000.0,,,,,,,158254206.0,,,276800000.0,,17000000.0,579800000.0,,,9500000.0,,,,335200000.0,,9500000.0,9500000.0,,,44800000.0,,,,,,,21300000.0,,,,0.06003,68000000.0,,,-2300000.0,1000000.0,,,,,299100000.0,,90100000.0,2300000.0,41900000.0,,,69300000.0,,,-7300000.0,,,129600000.0,0.0,,,,,,,,,,,,,,,
820368000,345500000.0,52700000.0,140100000.0,,188400000.0,,4000000.0,-1600000.0,4000000.0,,67500000.0,4000000.0,302300000.0,0.0,,122200000.0,,,14000000.0,12500000.0,30800000.0,,140100000.0,,,-8200000.0,7600000.0,,-27600000.0,182800000.0,2500000.0,-5800000.0,,-12100000.0,-42700000.0,17000000.0,7300000.0,,,,188400000.0,47100000.0,,-85900000.0,,,0.0,,-1700000.0,201600000.0,,,182800000.0,,32700000.0,,,-17600000.0,-42700000.0,-300000.0,,,,33600000.0,84300000.0,,,,,38900000.0,31800000.0,,11600000.0,,,,,84300000.0,38600000.0,0.0,,125700000.0,,,,-3300000.0,9100000.0,,,,572000000.0,,,,,,,0.333333,123700000.0,100700000.0,,252200000.0,-1500000.0,5000000.0,,,31800000.0,47700000.0,154700000.0,162072000.0,-7900000.0,278400000.0,29200000.0,36100000.0,179200000.0,,0.0,154700000.0,,,161700000.0,0.333333,,,,54000000.0,-70700000.0,,4000000.0,90100000.0,278400000.0,,26900000.0,597700000.0,,269700000.0,18300000.0,49900000.0,54000000.0,7600000.0,345500000.0,-8100000.0,18300000.0,18300000.0,17000000.0,,47100000.0,180100000.0,68700000.0,-42700000.0,252200000.0,600000.0,597700000.0,29200000.0,315900000.0,123700000.0,,,75400000.0,54000000.0,21500000.0,300000.0,-300000.0,,,,179200000.0,315900000.0,,68700000.0,400000.0,38900000.0,,,86300000.0,,,-5400000.0,10500000.0,162191631.0,125700000.0,0.0,,,,,,,,,,,,,,,
