,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,annualInvestingCashFlow,quarterlyNetIncome,annualChangeInInventory,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,trailingCashDividendsPaid,quarterlyBasicEPS,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyTaxProvision,annualAccountsReceivable,quarterlyNetPPE,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyAccountsReceivable,quarterlyOperatingExpense,annualGrossProfit,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualOperatingCashFlow,annualNetPPE,annualInventory,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,trailingChangeInInventory,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,annualEbitda,annualDilutedEPS,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualOtherCurrentLiabilities,trailingPurchaseOfInvestment,annualBasicEPS,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyTotalAssets,trailingCapitalExpenditure,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,trailingTotalRevenue,trailingOtherIncomeExpense,annualOperatingIncome,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingInvestingCashFlow,annualAccountsPayable,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyCurrentDebt,trailingEndCashPosition,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualOperatingExpense,trailingDeferredIncomeTax,annualTaxProvision,annualCashAndCashEquivalents,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingCostOfRevenue,trailingChangesInAccountReceivables,trailingChangeInAccountPayable,annualDilutedAverageShares,annualTotalRevenue,annualCurrentAssets,quarterlyChangeInInventory,trailingOperatingExpense,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualOtherNonCurrentAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyEbitda,annualNetIncomeCommonStockholders,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyRetainedEarnings,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,annualCashDividendsPaid,annualCurrentDebt,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualLongTermDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualBasicAverageShares,annualBeginningCashPosition,annualTotalNonCurrentAssets,annualFreeCashFlow,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingTaxProvision,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
670377600,,,,,,,,,,,,,33100000.0,,,,,,,33100000.0,,,0.95,,,,,,,,,,,,,,,,,,,,,,,34421053.0,,,,,,,,,,,,,,,,,,,,,,,,,34421053.0,,,32700000.0,,,,,,,,,,,,,,,,,,,,,,0.95,,,422900000.0,,,,,,,,,,,,,,,,,,422900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,422900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,,,,,,,,,,,,4800000.0,,,,,,,4800000.0,,,0.11,,,,,,,,,,,,,,,,,,,,,,,35454545.0,,,,,,,,,,,,,,,,,,,,,,,,,35454545.0,,,3900000.0,,,,,,,,,,,,,,,,,,,,,,0.11,,,220700000.0,,,,,,,,,,,,,,,,,,220700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,220700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,,,,,,,,,,,,19100000.0,,,,,,,19100000.0,,,0.48,,,,,,,,,,,,,,,,,,,,,,,34583333.0,,,,,,,,,,,,,,,,,,,,,,,,,34583333.0,,,16600000.0,,,,,,,,,,,,,,,,,,,,,,0.48,,,220900000.0,,,,,,,,,,,,,,,,,,220900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,220900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,,,,,,,,,,,,,15300000.0,,,,,,,15300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162200000.0,1.91,,,,,,,,,,,,,1.91,,,,,,,,12800000.0,,,,,1162200000.0,,,,,,,,,,,,,,,,,,,,297700000.0,,,72300000.0,,,,,,,,,,,,,,,297700000.0,,,,,,,,34502618.0,1162200000.0,,,,,,,,,,,,,,,,,,297700000.0,65900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,72300000.0,34502618.0,,,,,,,,,,,,,,,,,,,,,,,
702000000,,,,,,,,,,,,,28000000.0,,,,,,,28000000.0,,,0.74,,,,,,,,,,,,,,,,,,,,,,,34459459.0,,,,,,,,,,,,,,,,,,,,,,,,,34459459.0,,,25500000.0,,,,,,,,,,,,,,,,,,,,,,0.74,,,373600000.0,,,,,,,,,,,,,,,,,,373600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,373600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,,,,,,,,,,,,18400000.0,,,,,,,18400000.0,,,0.26,,,,,,,,,,,,,,,,,,,,,,,58076923.0,,,,,,,,,,,,,,,,,,,,,,,,,58076923.0,,,15100000.0,,,,,,,,,,,,,,,,,,,,,,0.26,,,341700000.0,,,,,,,,,,,,,,,,,,341700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,341700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,,,,,,,,,,,,42200000.0,,,,,,,42200000.0,,,0.67,,,,,,,,,,,,,,,,,,,,,,,57761194.0,,,,,,,,,,,,,,,,,,,,,,,,,57761194.0,,,38700000.0,,,,,,,,,,,,,,,,,,,,,,0.67,,,380700000.0,,,,,,,,,,,,,,,,,,380700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,380700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,,,,,,,,,,,,,39300000.0,,,,,,,39300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556300000.0,2.2,,,,,,,,,,,,,2.2,,,,,,,,35800000.0,,,,,1556300000.0,,,,,,,,,,,,,,,,,,,,460200000.0,,,127900000.0,,,,,,,,,,,,,,,460200000.0,,,,,,,,52318182.0,1556300000.0,,,,,,,,,,,,,,,,,,460200000.0,115100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,127900000.0,52318182.0,,,,,,,,,,,,,,,,,,,,,,,
733536000,,,,,,,,,,,,,54800000.0,,,,,,,54800000.0,,,0.89,,,,,,,,,,,,,,,,,,,,,,,57865169.0,,,,,,,,,,,,,,,,,,,,,,,,,57865169.0,,,51500000.0,,,,,,,,,,,,,,,,,,,,,,0.89,,,579600000.0,,,,,,,,,,,,,,,,,,579600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,579600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,,,,,,,,,,,,30700000.0,,,,,,,30700000.0,,,0.47,,,,,,,,,,,,,,,,,,,,,,,58085106.0,,,,,,,,,,,,,,,,,,,,,,,,,58085106.0,,,27300000.0,,,,,,,,,,,,,,,,,,,,,,0.47,,,400400000.0,,,,,,,,,,,,,,,,,,400400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,400400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,,,,,,,,,,,,56800000.0,,,,,,,56800000.0,,,0.9,,,,,,,,,,,,,,,,,,,,,,,59333333.0,,,,,,,,,,,,,,,,,,,,,,,,,59333333.0,,,53400000.0,,,,,,,,,,,,,,,,,,,,,,0.9,,,419000000.0,,,,,,,,,,,,,,,,,,419000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,419000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757296000,,,,,,,,,,,,,35100000.0,,,,,,,35100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909400000.0,2.76,,,,,,,,,,,,,2.76,,,,,,,,31800000.0,,,,,1909400000.0,,,,,,,,,,,,,,,,,,,,510400000.0,,,177400000.0,,,,,,,,,,,,,,,510400000.0,,,,,,,,59384058.0,1909400000.0,,,,,,,,,,,,,,,,,,510400000.0,163900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,177400000.0,59384058.0,,,,,,,,,,,,,,,,,,,,,,,
765072000,,600000.0,,467500000.0,,-523500000.0,,,,,,,66100000.0,,-44500000.0,,,,176100000.0,66100000.0,1356300000.0,,1.02,-100000.0,1038500000.0,,27300000.0,,4213100000.0,,22900000.0,,100500000.0,201400000.0,179800000.0,,313300000.0,,,257600000.0,,,,,9300000.0,64803922.0,,,1200000.0,483000000.0,,,,,131600000.0,,,,,,,,,,,,,,,10500000.0,64803922.0,5037800000.0,,66100000.0,,,,,,,,4680600000.0,,,,,10500000.0,,120900000.0,,,31200000.0,-700000.0,,,1.02,,3408700000.0,101000000.0,152200000.0,,,-62400000.0,,,130900000.0,,280800000.0,,5952600000.0,,,,,,,538400000.0,,,,,,,,,,,24200000.0,,-33200000.0,,,10500000.0,,,356600000.0,,44000000.0,,,,,,145100000.0,,,,,93400000.0,478600000.0,,565000000.0,,-300000.0,,357200000.0,,,,,,,1629100000.0,-1739500000.0,,,2701200000.0,,,,,44800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,,40200000.0,,463300000.0,,103200000.0,,,,,,,30200000.0,,-63300000.0,,,,-22500000.0,30200000.0,1357000000.0,,0.44,217800000.0,1034600000.0,,16000000.0,,4232300000.0,,3700000.0,,125200000.0,182900000.0,174500000.0,,240900000.0,,,96800000.0,,,,,-8800000.0,68636364.0,,,10500000.0,483000000.0,,,,,-85800000.0,,,,,,,,,,,,,,,1700000.0,68636364.0,5053000000.0,,30200000.0,,,,,,,,4695600000.0,,,,,1700000.0,,217800000.0,,,28300000.0,-2500000.0,,,0.44,,3427500000.0,69800000.0,-97900000.0,,,6100000.0,,,123400000.0,,244300000.0,,6007500000.0,,,,,,,341100000.0,,,,,,,,,,,-22600000.0,,-33900000.0,,,1700000.0,,,-89500000.0,,43400000.0,,,,,,113100000.0,,,,,46200000.0,475000000.0,,582100000.0,,-23700000.0,,357400000.0,,,,,,,1625500000.0,-1775200000.0,,,2704500000.0,,,,,47600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,800000.0,,496200000.0,,-31600000.0,,,,,,,57700000.0,,-47100000.0,,,,81300000.0,57700000.0,1357000000.0,,0.88,219300000.0,1055400000.0,,34400000.0,,4247800000.0,,2400000.0,,136100000.0,162100000.0,170100000.0,,255000000.0,,,90800000.0,,,,,400000.0,65568182.0,,,1700000.0,483000000.0,,,,,34200000.0,,,,,,,,,,,,,,,2100000.0,65568182.0,5075800000.0,,57700000.0,,,,,,,,4744000000.0,,,,,2100000.0,,219300000.0,,,29200000.0,-1500000.0,,,0.88,,3426000000.0,118300000.0,-35600000.0,,,21300000.0,,,103800000.0,,288400000.0,,6054600000.0,,,,,,,379200000.0,,,,,,,,,,,-9900000.0,,-33900000.0,,,2100000.0,,,-49200000.0,,42700000.0,,,,,,160800000.0,,,,,92100000.0,498800000.0,,578100000.0,,-600000.0,,331800000.0,,,,,,,1649800000.0,-1806800000.0,,,2708600000.0,,,,,31500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,,600000.0,,500800000.0,1649400000.0,55700000.0,170400000.0,971000000.0,,,,128900000.0,33400000.0,-13200000.0,-82800000.0,-396200000.0,,,33900000.0,33400000.0,1357000000.0,,,308300000.0,971000000.0,-9000000.0,17800000.0,219800000.0,4298300000.0,,4900000.0,483000000.0,140100000.0,219800000.0,166100000.0,1055600000.0,217100000.0,656000000.0,,117300000.0,,268800000.0,4298300000.0,140100000.0,600000.0,,,,2100000.0,483000000.0,,535600000.0,2.82,,-48900000.0,,2746600000.0,,1500000.0,,2700000.0,-26500000.0,,308300000.0,,2.82,2700000.0,,283000000.0,2700000.0,,5189600000.0,,33400000.0,,,,,365200000.0,,33900000.0,4799100000.0,6088600000.0,,130600000.0,,2700000.0,,308300000.0,,,29900000.0,-4300000.0,,,,,3402500000.0,75900000.0,-54600000.0,,187400000.0,18400000.0,,,130600000.0,,242000000.0,,6088600000.0,-237700000.0,217100000.0,690400000.0,,95600000.0,2700000.0,359300000.0,,118600000.0,,,,,,65811966.0,1618000000.0,390500000.0,-4900000.0,,-33800000.0,42200000.0,,2700000.0,,500800000.0,-89000000.0,,40300000.0,-1790300000.0,,,,-16600000.0,116300000.0,187400000.0,,,-35900000.0,51200000.0,498400000.0,,656000000.0,,-1900000.0,,390500000.0,,5189600000.0,,3402500000.0,498400000.0,,1649400000.0,-1790300000.0,-134800000.0,308300000.0,2746600000.0,,562400000.0,27900000.0,1357000000.0,27900000.0,187400000.0,61617873.0,1200000.0,4799100000.0,31100000.0,,,,,,,,,,,,,,,,,,,,
796608000,,2700000.0,,508800000.0,,-55200000.0,,,,4200000.0,,,41600000.0,,-51200000.0,,,,136200000.0,41600000.0,1357100000.0,,0.62,-100000.0,1100200000.0,,22200000.0,,4306100000.0,,3100000.0,,121900000.0,214900000.0,169900000.0,,270700000.0,,,156800000.0,,,,,400000.0,67096774.0,,,2700000.0,483700000.0,,,,,85000000.0,,,,,,,,,,,,,,,3100000.0,67096774.0,5196600000.0,,41600000.0,,,,,,,,4814900000.0,,,,,3100000.0,,280100000.0,,,30900000.0,-2700000.0,,,0.62,,3536000000.0,90900000.0,66200000.0,,,-9500000.0,,,96200000.0,,260800000.0,,6134500000.0,,,,,,,417600000.0,,,,,,,,,,,17800000.0,,-33900000.0,,,3100000.0,,,-80600000.0,,43800000.0,,,,,,134800000.0,,,,,63800000.0,505400000.0,,646900000.0,,-28300000.0,,381700000.0,,,,,,,1660600000.0,-1828400000.0,,,2751800000.0,,,,,41800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,,45000000.0,,520300000.0,,75100000.0,,,,4400000.0,,,21700000.0,,-56000000.0,,,,12400000.0,21700000.0,1398600000.0,,0.3,298800000.0,1102000000.0,,9600000.0,,4319300000.0,,3500000.0,,140600000.0,178800000.0,180800000.0,,199400000.0,,,95000000.0,,,,,-600000.0,72333333.0,,,3100000.0,484400000.0,,,,,-43600000.0,,,,,,,,,,,,,,,2500000.0,72333333.0,5214200000.0,,21700000.0,,,,,,,,4839600000.0,,,,,2500000.0,,298800000.0,,,30700000.0,-6800000.0,,,0.3,,3562100000.0,57600000.0,-37600000.0,,,2200000.0,,,117800000.0,,238400000.0,,6185100000.0,,,,,,,333400000.0,,,,,,,,,,,-16400000.0,,-34500000.0,,,2500000.0,,,-88100000.0,,45000000.0,,,,,,102400000.0,,,,,31300000.0,492500000.0,,616000000.0,,-25400000.0,,374600000.0,,,,,,,1652100000.0,-1865800000.0,,,2810500000.0,,,,,52700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,-100000.0,,528000000.0,,-29300000.0,,,,18100000.0,,,71900000.0,,-59500000.0,,,,92100000.0,71900000.0,1341200000.0,,1.1,343600000.0,1099600000.0,,44100000.0,,4337700000.0,,2500000.0,,149900000.0,212000000.0,170100000.0,,236700000.0,,,110200000.0,,,,,-800000.0,65363636.0,,,2500000.0,487500000.0,,,,,32600000.0,,,,,,,,,,,,,,,1700000.0,65363636.0,5265700000.0,,71900000.0,,,,,,,,4865700000.0,,,,,1700000.0,,343600000.0,,,31200000.0,-4600000.0,,,1.1,,3558500000.0,143600000.0,-7400000.0,,,-1900000.0,,,101400000.0,,313700000.0,,6233700000.0,,,,,,,423900000.0,,,,,,,,,,,-8900000.0,,-34600000.0,,,1700000.0,,,-63600000.0,,44800000.0,,,,,,188500000.0,,,,,116000000.0,529500000.0,,681700000.0,,500000.0,,400000000.0,,,,,,,1707200000.0,-1896000000.0,,,2742900000.0,,,,,36400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,,-3700000.0,,712800000.0,1728000000.0,-3300000.0,179900000.0,1299800000.0,,109500000.0,,-294500000.0,46500000.0,1100000.0,-70100000.0,-12700000.0,,,66200000.0,46500000.0,1391300000.0,,,-100000.0,1299800000.0,-15400000.0,12700000.0,257300000.0,4356400000.0,,16800000.0,489200000.0,140800000.0,257300000.0,176200000.0,1061200000.0,171000000.0,539600000.0,,148900000.0,,306900000.0,4356400000.0,140800000.0,700000.0,,,,1700000.0,489200000.0,,544100000.0,2.71,,-3900000.0,,3090900000.0,,-300000.0,,2400000.0,-44100000.0,,-100000.0,,2.71,2400000.0,,270200000.0,2400000.0,,5490700000.0,,46500000.0,,,,,364100000.0,,25900000.0,5069200000.0,6282900000.0,,149200000.0,,2400000.0,,219500000.0,,,31100000.0,-1300000.0,,,,,3762700000.0,72200000.0,-61400000.0,,181700000.0,24200000.0,,,149200000.0,,248400000.0,,6282900000.0,-236800000.0,171000000.0,697100000.0,,88500000.0,2400000.0,397300000.0,,123900000.0,,,,,,66930693.0,1572100000.0,421500000.0,8600000.0,,-34900000.0,43900000.0,,2400000.0,,712800000.0,-62200000.0,136200000.0,46300000.0,-1926500000.0,,,,15000000.0,118600000.0,181700000.0,,,-40200000.0,59200000.0,540900000.0,,539600000.0,,9100000.0,,421500000.0,,5490700000.0,,3762700000.0,540900000.0,,1728000000.0,-1926500000.0,-137900000.0,219500000.0,3090900000.0,,510900000.0,21000000.0,1391300000.0,21000000.0,181700000.0,62157125.0,2700000.0,5069200000.0,70100000.0,,,,,,,,,,,,,,,,,,,,
828230400,,0.0,,1191800000.0,,392200000.0,,,,13500000.0,,,44800000.0,,-38400000.0,,,,127300000.0,44800000.0,1666200000.0,,0.66,358300000.0,1285900000.0,,19600000.0,,4346800000.0,,2200000.0,,107600000.0,270900000.0,239400000.0,,219900000.0,,,221300000.0,,,,,500000.0,67878788.0,,,2400000.0,592100000.0,,,,,88900000.0,,,,,,,,,,,,,,,3000000.0,67878788.0,5958800000.0,,44800000.0,,,,,,,,5538600000.0,,,,,3000000.0,,358300000.0,,,33700000.0,-452100000.0,,,0.66,,4108700000.0,94900000.0,55400000.0,,,-11300000.0,,,123600000.0,,334300000.0,,6311600000.0,,,,,,,555600000.0,,,,,,,,,,,31500000.0,,-35100000.0,,,3000000.0,,,-518900000.0,,44300000.0,,,,,,143100000.0,,,,,64400000.0,549700000.0,,701800000.0,,-28400000.0,,420200000.0,,,,,,,1850100000.0,-1964800000.0,,,3276400000.0,,,,,38700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,44300000.0,,1222400000.0,,67400000.0,,,,2600000.0,,,28700000.0,,-48500000.0,,,,-1800000.0,28700000.0,1341300000.0,,0.4,839800000.0,1290000000.0,,15000000.0,,4348300000.0,,6100000.0,,130000000.0,232000000.0,239600000.0,,160100000.0,,,122700000.0,,,,,-1400000.0,71750000.0,,,3000000.0,494100000.0,,,,,-50300000.0,,,,,,,,,,,,,,,1500000.0,71750000.0,5987300000.0,,28700000.0,,,,,,,,5570700000.0,,,,,1500000.0,,839800000.0,,,37000000.0,3800000.0,,,0.4,,4230100000.0,73800000.0,-73200000.0,,,5200000.0,,,132000000.0,,313400000.0,,6340900000.0,,,,,,,436100000.0,,,,,,,,,,,-22800000.0,,-35900000.0,,,1500000.0,,,-67100000.0,,44200000.0,,,,,,125900000.0,,,,,43700000.0,541200000.0,,1131900000.0,,-22400000.0,,416600000.0,,,,,,,1757200000.0,-1992600000.0,,,2969500000.0,,,,,53100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,-3900000.0,,1308300000.0,,11800000.0,,,,125500000.0,,,62900000.0,,-51100000.0,,,,106000000.0,62900000.0,1466500000.0,,0.87,-100000.0,1294800000.0,,37900000.0,,4349200000.0,,8800000.0,,154100000.0,232700000.0,239500000.0,,205500000.0,,,119100000.0,,,,,-500000.0,72298851.0,,,1500000.0,616100000.0,,,,,54900000.0,,,,,,,,,,,,,,,1000000.0,72298851.0,6083200000.0,,62900000.0,,,,,,,,5657500000.0,,,,,1000000.0,,646400000.0,,,40300000.0,-73800000.0,,,0.87,,4173200000.0,131600000.0,-1200000.0,,,6000000.0,,,111900000.0,,371100000.0,,6377000000.0,,,,,,,490200000.0,,,,,,,,,,,-17700000.0,,-41700000.0,,,1000000.0,,,-118300000.0,,49000000.0,,,,,,188200000.0,,,,,100800000.0,564200000.0,,963700000.0,,6600000.0,,425700000.0,,,,,,,1910000000.0,-2027800000.0,,,3082400000.0,,,,,37900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,,500000.0,,1796900000.0,1919600000.0,461900000.0,214200000.0,1235900000.0,,11600000.0,,-1207300000.0,32600000.0,13800000.0,-61500000.0,933300000.0,,,43800000.0,32600000.0,1681600000.0,,,100000.0,1235900000.0,-6600000.0,16600000.0,319000000.0,4356500000.0,,-2800000.0,618000000.0,135300000.0,319000000.0,287000000.0,1398400000.0,190800000.0,1352100000.0,,185300000.0,,275300000.0,4356500000.0,135300000.0,2700000.0,,,,1000000.0,618000000.0,,607200000.0,2.41,,-17700000.0,,3250700000.0,,1300000.0,,3700000.0,-632700000.0,,100000.0,,2.41,3700000.0,,258100000.0,3700000.0,,6647800000.0,,32600000.0,,,,,393000000.0,,14300000.0,6153400000.0,6502900000.0,,180500000.0,,3700000.0,,980700000.0,,,41600000.0,515500000.0,,,,,4728200000.0,92600000.0,-18300000.0,,169000000.0,,,,180500000.0,-100000000.0,379600000.0,,6502900000.0,-199500000.0,190800000.0,1005400000.0,,89100000.0,3700000.0,564900000.0,,152500000.0,,,,,,70673575.0,2046800000.0,494400000.0,22800000.0,,-34300000.0,40900000.0,,3700000.0,,1796900000.0,-503000000.0,153200000.0,76700000.0,-2146400000.0,,,0.0,,149900000.0,169000000.0,,,-37300000.0,49200000.0,562100000.0,,1352100000.0,,-588500000.0,,494400000.0,,6647800000.0,,4728200000.0,562100000.0,,1919600000.0,-2146400000.0,-147000000.0,980700000.0,3250700000.0,,648400000.0,36400000.0,1681600000.0,36400000.0,169000000.0,63833783.0,2400000.0,6153400000.0,75800000.0,,,,,,,,,,,,,,,,,,,,
859766400,,600000.0,,1825800000.0,,-54700000.0,,,,7400000.0,,,41000000.0,,-40900000.0,,,,116700000.0,41000000.0,1407500000.0,,0.61,1226700000.0,1231000000.0,,21500000.0,,4347200000.0,,8000000.0,,112900000.0,271500000.0,296100000.0,,224700000.0,,,226800000.0,,,,,-1400000.0,67213115.0,,,3700000.0,619300000.0,,,,,75800000.0,,,,,,,,,,,,,,,2300000.0,67213115.0,6588700000.0,,41000000.0,,,,,,,,6173000000.0,,,,,2300000.0,,1226700000.0,,,49500000.0,-22200000.0,,,0.61,,4656000000.0,103300000.0,44400000.0,,,,,,115200000.0,,399400000.0,,6445800000.0,,,,,,,626200000.0,,,,,,,,,,,18900000.0,,-34500000.0,,,2300000.0,,,-63500000.0,,60200000.0,,,,,,163500000.0,,,,,62500000.0,567900000.0,,1566600000.0,,-400000.0,,415700000.0,,,,,,,1932700000.0,-2098600000.0,,,2965600000.0,,,,,29000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,46600000.0,,1890500000.0,,62900000.0,,,,6600000.0,,,24300000.0,,-64700000.0,,,,28400000.0,24300000.0,1406700000.0,,0.36,1272700000.0,1269600000.0,,8000000.0,,4362800000.0,,19100000.0,,130900000.0,277700000.0,261700000.0,,197500000.0,,,128300000.0,,,,,-400000.0,67500000.0,,,2300000.0,620300000.0,,,,,-36300000.0,,,,,,,,,,,,,,,1900000.0,67500000.0,6702300000.0,,24300000.0,,,,,,,,6253300000.0,,,,,1900000.0,,1272700000.0,,,51800000.0,-4900000.0,,,0.36,,4774000000.0,64000000.0,-41200000.0,,,,,,153500000.0,,325700000.0,,6494000000.0,,,,,,,454000000.0,,,,,,,,,,,-19100000.0,,-35300000.0,,,1900000.0,,,-91600000.0,,70500000.0,,,,,,134600000.0,,,,,32300000.0,556800000.0,,1623700000.0,,-22000000.0,,449000000.0,,,,,,,1928300000.0,-2131200000.0,,,3028300000.0,,,,,38500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
