,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualRepaymentOfDebt,quarterlyPretaxIncome,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,annualDilutedEPS,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,annualDilutedAverageShares,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyOtherCurrentAssets,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,trailingCapitalExpenditure,quarterlyDilutedEPS,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualSellingGeneralAndAdministration,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingNetIncomeContinuousOperations,trailingOperatingExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyTotalRevenue,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,trailingStockBasedCompensation,quarterlyGrossPPE,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,trailingChangesInAccountReceivables,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,quarterlyNetPPE,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualInventory,trailingChangeInInventory,quarterlyEbitda,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,trailingChangeInWorkingCapital,annualNetOtherInvestingChanges,annualTotalRevenue,trailingChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,annualNetIncome,annualCurrentDebt,annualNonCurrentDeferredRevenue,annualTaxProvision,annualPretaxIncome,annualTotalAssets,quarterlyTotalAssets,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,annualOtherCurrentAssets,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualSaleOfInvestment,annualInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualBasicEPS,quarterlyDilutedAverageShares,annualCurrentAccruedExpenses,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,trailingPretaxIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingNetOtherInvestingChanges,annualNetPPE,quarterlyCostOfRevenue,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetIncomeCommonStockholders,trailingBasicAverageShares,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,trailingDilutedAverageShares
954460800,702169000.0,18686000.0,,,37449000.0,,,77400000.0,,60573000.0,,,,,,,7328000.0,1068180000.0,,,,53235000.0,,,-386372000.0,,,,,,0.00375,50463000.0,,85258000.0,,128184000.0,,,,,,,48224000.0,2284000.0,65130000.0,-4925000.0,,,-6083000.0,,,,,,54760000.0,504698000.0,,,,,,-73805000.0,,,46257000.0,35207000.0,,1227316000.0,,,,,,,,,,840944000.0,,157580000.0,,14043000.0,,2956560000.0,,42926000.0,0.004375,44449000.0,,,,7939000.0,,,,,,70801000.0,,42598000.0,,,,-19045000.0,372094000.0,,,,,,,273173000.0,391966000.0,28622000.0,,,,,,,,,,,1383951000.0,,23406000.0,,991985000.0,,,,,,,,,,0.0,,-74701000.0,35594000.0,,,,315771000.0,,132355000.0,,,,,16000000.0,,95780000.0,,,,,3078672000.0,,23406000.0,23406000.0,,,85258000.0,-92954000.0,35921000.0,,,,6677000.0,5182000.0,0.0,151948000.0,,,,,,,408918000.0,,,,,58599000.0,,,,,,,,,,
962323200,715896000.0,20528000.0,,,55861000.0,,,85258000.0,,61707000.0,,,,,,,-29773000.0,1110436000.0,,,,47394000.0,,,-418207000.0,,,,,,0.0225,52481000.0,,67436000.0,,123563000.0,,,,,,,29464000.0,1624000.0,75225000.0,-4725000.0,,,-12467000.0,,,,,,63481000.0,555546000.0,,,,,,-75761000.0,,,15828000.0,49967000.0,,1300682000.0,,,,,,,,,,882475000.0,,172231000.0,,20948000.0,,1492160000.0,,56127000.0,0.02375,-5468000.0,,,,-17822000.0,,,,,,83625000.0,,42132000.0,,,,-12280000.0,407007000.0,,,,,,,299937000.0,416092000.0,28049000.0,,,,,,,,,,,1455030000.0,,34913000.0,,1038938000.0,,,,,,,,,,0.0,,-7988000.0,33658000.0,,,,342069000.0,,135935000.0,,,,,7864000.0,,111674000.0,,,,,1551048000.0,,34913000.0,34913000.0,,,67436000.0,-96947000.0,35627000.0,,,,6505000.0,-30100000.0,4339000.0,181986000.0,,,,,,,443872000.0,,,,,63149000.0,,,,,,,,,,
970272000,750872000.0,21311000.0,,,11213000.0,374723000.0,-79092000.0,67436000.0,,68304000.0,0.0,0.06125,,,,1543992000.0,4698000.0,1148399000.0,132153000.0,4398000.0,182581000.0,49625000.0,,59353000.0,-446403000.0,,66419000.0,,1377162000.0,,,57017000.0,,70817000.0,1033312000.0,132153000.0,110202000.0,,,,,1484760000.0,15000000.0,-19960000.0,73653000.0,-22096000.0,,21410000.0,-10976000.0,252373000.0,,,,,86633000.0,581992000.0,,,94564000.0,,-316450000.0,-92684000.0,-118501000.0,-19495000.0,7468000.0,99961000.0,,1377162000.0,,-373232000.0,,,,,,,,930759000.0,,182581000.0,,9717000.0,750872000.0,,,61336000.0,,23040000.0,,0.0,,3381000.0,484925000.0,-18252000.0,-446403000.0,201656000.0,,140880000.0,341144000.0,27893000.0,2124000.0,68721000.0,19554000.0,-6051000.0,408503000.0,232552000.0,,-32747000.0,2169218000.0,,-10976000.0,313251000.0,459819000.0,27385000.0,,408503000.0,,,94564000.0,57017000.0,,66006000.0,160570000.0,1493131000.0,1493131000.0,70817000.0,1496000.0,,1033312000.0,6483000.0,,,1684293000.0,,73653000.0,,49625000.0,,0.0,,-17012000.0,40919000.0,,,,341144000.0,,81242000.0,107988000.0,,1148399000.0,,-7864000.0,,168265000.0,,142171000.0,70817000.0,0.06375,,,1496000.0,1496000.0,,,70817000.0,-90631000.0,21410000.0,459819000.0,76385000.0,,6483000.0,-19277000.0,-90647000.0,201656000.0,,27893000.0,,,,930759000.0,413727000.0,81242000.0,318574000.0,21311000.0,61336000.0,76385000.0,313251000.0,94564000.0,,,,,,,,
978220800,779337000.0,23078000.0,,,77770000.0,,,70817000.0,,75541000.0,,,,,,,-164000.0,1227702000.0,,,,52775000.0,,,-484991000.0,,,,,,0.03125,688000.0,,177441000.0,,227729000.0,,,,,,,38000000.0,-47000.0,84281000.0,56237000.0,,,-9136000.0,,,,,,162767000.0,667387000.0,,,,,,-78972000.0,,,20066000.0,71252000.0,,1445374000.0,,,,,,,,,,960383000.0,,256228000.0,,28775000.0,,1509160000.0,,50288000.0,0.0325,18267000.0,,,,106624000.0,,,,,,111916000.0,,28919000.0,,,,83795000.0,457501000.0,,,,,,,341197000.0,527291000.0,34877000.0,,,,,,,,,,,1601848000.0,,48995000.0,,1074557000.0,,,,,,,,,,0.0,,-35041000.0,40664000.0,,,,370116000.0,,91096000.0,,,,,1969000.0,,146793000.0,,,,,1574640000.0,,48995000.0,48995000.0,,,177441000.0,-76177000.0,22609000.0,,,,6310000.0,33220000.0,4805000.0,168438000.0,,,,,,,520594000.0,,,,,78349000.0,,,,,,,,,,
985996800,819207000.0,22585000.0,,,52414000.0,,,177441000.0,,81030000.0,,,,,1766000.0,,-10363000.0,1292210000.0,,,,0.0,,,-520078000.0,,,,,,0.005,53328000.0,,215180000.0,,266169000.0,,,,,,,26000000.0,-3170000.0,86233000.0,15485000.0,,,-16705000.0,,,,,,104510000.0,629288000.0,,,,,,-82725000.0,,,18350000.0,44687000.0,,1517663000.0,,,,,,,,,,997585000.0,,198546000.0,,20204000.0,,6082630944.0,,50989000.0,0.005,24164000.0,,,,37739000.0,,,,,,86750000.0,,31800000.0,,,,21785000.0,489708000.0,,,,,,,339873000.0,558023000.0,42433000.0,,,,,,,,,,,1668269000.0,,32210000.0,,1110246000.0,,,,,,,,,,0.0,,-17971000.0,42063000.0,,,,371673000.0,,90076000.0,,,,,-1969000.0,,125717000.0,,,,,6082630944.0,,32210000.0,32210000.0,,,215180000.0,-85059000.0,25643000.0,,,,6157000.0,16983000.0,6167000.0,151368000.0,,,,,,,503571000.0,,,,,75982000.0,,,,,,,,,,
993859200,833956000.0,22036000.0,,,74217000.0,,,215180000.0,,320112000.0,,,,,13547000.0,,4293000.0,1354661000.0,,,,0.0,,,-564315000.0,,,,,,0.03,66686000.0,,151991000.0,,273967000.0,,,,,,,14500000.0,-3118000.0,95272000.0,-17069000.0,,,-15760000.0,,,,,,71774000.0,662769000.0,,,,,,-93801000.0,,,24129000.0,-178002000.0,,1612454000.0,,,,,,,,,,1048139000.0,,0.0,,27460000.0,,1527776000.0,,121976000.0,0.03,10967000.0,,,,-63189000.0,,,,,,-132609000.0,,28634000.0,,,,-22027000.0,536465000.0,,,,,,,393624000.0,624794000.0,35651000.0,,,,,,,,,,,1782842000.0,,46757000.0,,1158048000.0,,,,,,,,,,0.0,,-84093000.0,45393000.0,,,,422258000.0,,87873000.0,,,,,9660000.0,,142110000.0,,,,,1577928000.0,,46757000.0,46757000.0,,,151991000.0,-159101000.0,22673000.0,,,,5961000.0,-38431000.0,6732000.0,189889000.0,,,218119000.0,,,,520659000.0,,,,,95943000.0,,,,,,,,,,
1001808000,791622000.0,21845000.0,,,84521000.0,458181000.0,25675000.0,151991000.0,,-640176000.0,0.0,0.115,,,9951000.0,1577396000.0,1152000.0,1375927000.0,220549000.0,42420000.0,0.0,0.0,,14821000.0,-605247000.0,,70817000.0,,1741031000.0,,,62684000.0,,113237000.0,1257114000.0,220549000.0,151416000.0,,,,,1522264000.0,61931000.0,267000.0,127905000.0,24774000.0,,19133000.0,-5408000.0,286302000.0,,,,,121775000.0,689536000.0,,,181210000.0,,-384215000.0,-128717000.0,-184187000.0,-19704000.0,-47724000.0,796054000.0,,1741031000.0,,-433053000.0,,,,,,,,1135784000.0,,0.0,,31273000.0,791622000.0,,,107312000.0,,6241000.0,,0.0,,-38754000.0,567396000.0,-6068000.0,-605247000.0,221253000.0,,845021000.0,470183000.0,24919000.0,76611000.0,59639000.0,79427000.0,-6942000.0,589713000.0,281094000.0,,-5082000.0,2648980000.0,,-5408000.0,445264000.0,593925000.0,38455000.0,,589713000.0,,,181210000.0,62684000.0,,107712000.0,288922000.0,1851039000.0,1851039000.0,113237000.0,53248000.0,,1257114000.0,5786000.0,,9951000.0,2081584000.0,,127905000.0,,0.0,,0.0,,-47082000.0,48967000.0,,,,470183000.0,,99485000.0,140431000.0,,1375927000.0,,-9660000.0,,155878000.0,-49788000.0,177087000.0,113237000.0,0.12,,244724000.0,53248000.0,53248000.0,,,113237000.0,-112716000.0,19133000.0,593925000.0,90425000.0,,5786000.0,-31476000.0,7971000.0,221253000.0,,24919000.0,244724000.0,,,1135784000.0,533658000.0,99485000.0,460826000.0,21845000.0,107312000.0,90425000.0,445264000.0,181210000.0,,,,,,,,
1009756800,821615000.0,21038000.0,,,108500000.0,,,113237000.0,,170906000.0,,,,,49342000.0,,-3685000.0,1500332000.0,,,,0.0,,,-654432000.0,,,,,,0.0425,58942000.0,,226833000.0,,308664000.0,,,,,,,113685000.0,-7805000.0,84525000.0,36692000.0,,,-18744000.0,,,,,,146640000.0,805335000.0,,,,,,-88964000.0,,,16905000.0,6585000.0,,1813894000.0,,,,,,,,,,1159462000.0,,0.0,,40145000.0,,1523228000.0,,81831000.0,0.045,22652000.0,,,-1829000.0,113596000.0,,,,,,60609000.0,,24599000.0,,,,57676000.0,658068000.0,,,,,,,439068000.0,650703000.0,41129000.0,,,,,,,,,,,1964446000.0,,68355000.0,,1313743000.0,,,,,,,,,,0.0,,-70764000.0,54024000.0,,,,463667000.0,,133243000.0,,,,,0.0,,177491000.0,,,,,1567996000.0,,68355000.0,68355000.0,,,226833000.0,-49728000.0,18990000.0,,,,5609000.0,44122000.0,19946000.0,176972000.0,,,246259000.0,,,,627844000.0,,,,,89713000.0,,,,,,,,,,
1017532800,874984000.0,20967000.0,,,50915000.0,,,226833000.0,,109827000.0,,,,,39231000.0,,-4059000.0,1584162000.0,,,,0.0,,,-705150000.0,,,,,,0.02,49523000.0,,161844000.0,,323290000.0,,,,,,,9418000.0,-3752000.0,99600000.0,-12415000.0,,,-20359000.0,,,,,,85416000.0,783217000.0,,,,,,-94643000.0,,,27967000.0,48780000.0,,1900547000.0,,,,,,,,,,1195397000.0,,0.0,,18838000.0,,1537384000.0,,161446000.0,0.02,37563000.0,,,0.0,-64989000.0,,,,,,102622000.0,,23664000.0,,,,-9227000.0,690144000.0,,,,,,,411776000.0,661802000.0,67314000.0,,,,,,,,,,,2019602000.0,,32077000.0,,1357800000.0,,,,,,,,,,1032000.0,,-89130000.0,53842000.0,,,,435440000.0,,141436000.0,,,,,0.0,,158607000.0,,,,,1591444000.0,,32077000.0,32077000.0,,,161844000.0,-178414000.0,17208000.0,,,,5424000.0,4550000.0,7459000.0,172306000.0,,,223422000.0,,,,624610000.0,,,,,85971000.0,,,,,,,,,,
1025395200,933164000.0,64665000.0,,,89165000.0,,,161844000.0,,89334000.0,,,,,44511000.0,,-1271000.0,1712088000.0,,,,0.0,,,-762280000.0,,,,,,0.035,706000.0,,209143000.0,,426416000.0,,,,,,,57849000.0,21867000.0,121993000.0,-20931000.0,,,-6788000.0,,,,,,137657000.0,835158000.0,,,,,,-85510000.0,,,49865000.0,87709000.0,,1986434000.0,,,,,,,,,,1224154000.0,,293796000.0,,32991000.0,,1552620000.0,,217273000.0,0.035,39896000.0,,,0.0,47299000.0,,,,,,142607000.0,,42666000.0,,,,52147000.0,746319000.0,,,,,,,461006000.0,818692000.0,46997000.0,,,,,,,,,,,2215760000.0,,56174000.0,,1397068000.0,,,,,,,,,,1031000.0,,-112752000.0,54898000.0,,,,503672000.0,,108249000.0,,,,,-3023000.0,,177043000.0,,,,,1604764000.0,,56174000.0,56174000.0,,,209143000.0,-141684000.0,36381000.0,,,,5254000.0,-45702000.0,8536000.0,218996000.0,,,,,,,658115000.0,,,,,93770000.0,,,,,,,,,,
1033344000,891040000.0,19902000.0,,,92806000.0,539866000.0,49193000.0,209143000.0,,87880000.0,1036000.0,0.135,,,42264000.0,1590104000.0,16008000.0,1726638000.0,402234000.0,61335000.0,0.0,0.0,,67430000.0,-814427000.0,,113237000.0,,2080183000.0,,,75605000.0,,174572000.0,1445198000.0,402234000.0,202161000.0,,,,,1542300000.0,42157000.0,-16398000.0,135994000.0,8495000.0,,22496000.0,-8581000.0,371886000.0,,,,,107972000.0,865198000.0,,,215073000.0,,-375474000.0,-106357000.0,-339968000.0,-41379000.0,-27307000.0,89590000.0,,2080183000.0,,-485340000.0,,,,,,,,1265756000.0,,0.0,,34339000.0,891040000.0,,,227662000.0,,7356000.0,,0.0,-50419000.0,-34571000.0,690611000.0,-6088000.0,-814427000.0,263174000.0,,147967000.0,566098000.0,28608000.0,102211000.0,107467000.0,11841000.0,1615000.0,804786000.0,318725000.0,,6993000.0,3288908000.0,,-8581000.0,537490000.0,847538000.0,46721000.0,,804786000.0,,,215073000.0,75605000.0,,126313000.0,341386000.0,2292736000.0,2292736000.0,174572000.0,58467000.0,,1445198000.0,5076000.0,,42264000.0,2598297000.0,,135994000.0,,0.0,,1036000.0,,-67322000.0,58377000.0,,,,566098000.0,,159540000.0,223109000.0,,1726638000.0,,3023000.0,,177470000.0,-52248000.0,221141000.0,174572000.0,0.14,,283627000.0,58467000.0,58467000.0,,,174572000.0,-115514000.0,22496000.0,847538000.0,97573000.0,,5076000.0,-44349000.0,13252000.0,263174000.0,,28608000.0,283627000.0,,,1265756000.0,687728000.0,159540000.0,477685000.0,19902000.0,227662000.0,97573000.0,537490000.0,215073000.0,,,,,,,,
1041292800,877167000.0,30330000.0,,,126941000.0,,,99677000.0,,100823000.0,,,,,91731000.0,,4736000.0,1791119000.0,,,,0.0,,,-868133000.0,,,,,,0.05,713000.0,,251461000.0,,456911000.0,,,,,,,85364000.0,-1649000.0,124616000.0,94686000.0,,,-10200000.0,,,,,,233748000.0,1003526000.0,,,,,,-93751000.0,,,-18323000.0,122445000.0,,2172025000.0,,,,,,,,,,1303892000.0,,0.0,,46968000.0,,1554608000.0,,205450000.0,0.0525,11789000.0,,,-29936000.0,151784000.0,,,,,,184007000.0,,31522000.0,,,,139997000.0,884759000.0,,,,,,,531311000.0,869042000.0,51649000.0,,,,,,,,,,,2353952000.0,,79973000.0,,1484910000.0,,,,,,,,,,1014000.0,,-60489000.0,61562000.0,,,,562833000.0,,150688000.0,,,,,0.0,,223268000.0,,,,,1596872000.0,,79973000.0,79973000.0,,,251461000.0,-64140000.0,25611000.0,,,,4897000.0,53407000.0,8211000.0,210114000.0,,,314251000.0,,,,780258000.0,,,,,111249000.0,,,,,,,,,,
1049068800,931054000.0,30706000.0,,,86764000.0,,,251461000.0,,101153000.0,,,,,67524000.0,,-7633000.0,1894545000.0,,,,0.0,,,-928382000.0,,,,,,0.01625,716000.0,,250401000.0,,506387000.0,,,,,,,29351000.0,5848000.0,144831000.0,-30369000.0,,,-8088000.0,,,,,,104799000.0,954206000.0,,,,,,-88260000.0,,,39967000.0,85525000.0,,2258287000.0,,,,,,,,,,1329905000.0,,0.0,,34713000.0,,3117704000.0,,255986000.0,0.01625,40349000.0,,,-208000.0,-1060000.0,,,,,,151372000.0,,32866000.0,,,,16539000.0,932186000.0,,,,,,,493516000.0,906970000.0,49796000.0,,,,,,,,,,,2420927000.0,,52051000.0,,1513957000.0,,,,,,,,,,726000.0,,-79832000.0,65847000.0,,,,526382000.0,,153346000.0,,,,,0.0,,186678000.0,,,,,3196976000.0,,52051000.0,52051000.0,,,250401000.0,-146374000.0,27421000.0,,,,4719000.0,7248000.0,6604000.0,203212000.0,,,280445000.0,,,,767528000.0,,,,,103142000.0,,,,,,,,,,
1056931200,925283000.0,31202000.0,,,111229000.0,,,250401000.0,,101172000.0,,,,,74648000.0,,-5910000.0,1976819000.0,,,,0.0,,,-995048000.0,,,,,,0.0425,719000.0,,263638000.0,,565306000.0,,,,,,,87021000.0,-8236000.0,180499000.0,12816000.0,,,11544000.0,,,,,,149032000.0,1036776000.0,,,,,,-77168000.0,,,-11113000.0,106114000.0,,2341573000.0,,,,,,,,,,1346525000.0,,0.0,,42815000.0,,1568288000.0,,301668000.0,0.0425,20160000.0,,,-31098000.0,13237000.0,,,,,,169359000.0,,28788000.0,,,,71864000.0,1000599000.0,,,,,,,598518000.0,1062892000.0,49325000.0,,,,,,,,,,,2604125000.0,,68414000.0,,1541233000.0,,,,,,,,,,948000.0,,-131235000.0,63245000.0,,,,627306000.0,,163506000.0,,,,,0.0,,207286000.0,,,,,1610656000.0,,68414000.0,68414000.0,,,263638000.0,-127292000.0,23298000.0,,,,4542000.0,-75736000.0,7917000.0,280239000.0,,,342652000.0,,,,829490000.0,,,,,107472000.0,,,,,,,,,,
1064880000,959103000.0,88286000.0,,,112968000.0,683984000.0,38396000.0,263638000.0,,1660166000.0,1045000.0,0.1675,,,73476000.0,1606592000.0,-9486000.0,2082427000.0,350011000.0,101230000.0,0.0,0.0,,30763000.0,-1049810000.0,,99677000.0,,2434712000.0,,,722000.0,,200907000.0,1805717000.0,350011000.0,1765470000.0,,,,,1563012000.0,67840000.0,-18776000.0,168984000.0,-43047000.0,,33217000.0,14248000.0,1964881000.0,,,,,78868000.0,1081014000.0,,,268346000.0,,-357282000.0,-98103000.0,-323331000.0,-64768000.0,20232000.0,112196000.0,,2434712000.0,,-499258000.0,,,,,,,,1384902000.0,,0.0,,43493000.0,959103000.0,,,149104000.0,,34885000.0,,0.0,-14468000.0,-62731000.0,2389594000.0,-22813000.0,-1049810000.0,342944000.0,,180813000.0,647319000.0,38616000.0,209165000.0,107183000.0,34086000.0,-19235000.0,1069683000.0,424713000.0,,-18293000.0,4075522000.0,,14248000.0,608703000.0,924029000.0,1614700000.0,,1069683000.0,,,268346000.0,722000.0,,167989000.0,436335000.0,2729746000.0,2729746000.0,200907000.0,69475000.0,,1805717000.0,4354000.0,,73476000.0,1685928000.0,,168984000.0,,0.0,,1045000.0,,-51775000.0,68617000.0,,,,647319000.0,,332529000.0,269576000.0,,2082427000.0,,0.0,,1772362000.0,-75710000.0,259271000.0,200907000.0,0.1725,,365521000.0,69475000.0,69475000.0,,,200907000.0,-161452000.0,33217000.0,924029000.0,114448000.0,,4354000.0,-49687000.0,17231000.0,342944000.0,,38616000.0,365521000.0,,,1384902000.0,-691348000.0,332529000.0,566447000.0,88286000.0,149104000.0,114448000.0,608703000.0,268346000.0,,,,,,,,
1072828800,999217000.0,88644000.0,,,178728000.0,,,200907000.0,,169200000.0,,,,,146151000.0,,691000.0,2246437000.0,,,,0.0,,,-1124190000.0,,,,,,0.0675,725000.0,,448312000.0,,665029000.0,,,,,,,31645000.0,-6861000.0,144748000.0,193072000.0,,,27333000.0,,,,,,378748000.0,1281191000.0,,,,,,-59127000.0,,,30495000.0,175520000.0,,2505486000.0,,,,,,,,,,1381296000.0,,0.0,,67917000.0,,1580228000.0,,216717000.0,0.07,30675000.0,,,,247405000.0,,,,,,249379000.0,,40577000.0,,,,319621000.0,1180494000.0,,,,,,,790044000.0,1224719000.0,113749000.0,,,,,,,,,,,3077058000.0,,110811000.0,,1852339000.0,,,,,,,,,,2533000.0,,-138022000.0,73859000.0,,,,830621000.0,,382399000.0,,,,,0.0,,344720000.0,,,,,1630580000.0,,110811000.0,110811000.0,,,448312000.0,-164813000.0,33873000.0,,,,4171000.0,39450000.0,10412000.0,305529000.0,,,498420000.0,,,,936471000.0,,,,,122809000.0,,,,,,,,,,
1080691200,1022859000.0,89004000.0,,,128206000.0,,,448312000.0,,180469000.0,,,,,105315000.0,,-8487000.0,2353359000.0,,,,0.0,,,-1197598000.0,,,,,,0.02375,729000.0,,370081000.0,,657634000.0,,,,,,,97673000.0,-3257000.0,157873000.0,-91510000.0,,,31125000.0,,,,,,85544000.0,1241068000.0,,,,,,-69616000.0,,,1539000.0,124521000.0,,2569601000.0,,,,,,,,,,1372003000.0,,0.0,,48718000.0,,3180456000.0,,287553000.0,0.025,42443000.0,,,,-78231000.0,,,,,,205327000.0,,48024000.0,,,,15928000.0,1259982000.0,,,,,,,694272000.0,1221288000.0,120784000.0,,,,,,,,,,,3095655000.0,,79488000.0,,1874367000.0,,,,,,,,,,6434000.0,,-184662000.0,80806000.0,,,,742296000.0,,413360000.0,,,,,0.0,,304990000.0,,,,,3292472000.0,,79488000.0,79488000.0,,,370081000.0,-165092000.0,37602000.0,,,,3988000.0,-2543000.0,12281000.0,307215000.0,,,430355000.0,,,,936078000.0,,,,,118587000.0,,,,,,,,,,
1088553600,1025289000.0,89259000.0,,,158231000.0,,,370081000.0,,130448000.0,,,,,124374000.0,,7796000.0,2449485000.0,,,,0.0,,,-1265655000.0,,,,,,0.06,732000.0,,383373000.0,,719113000.0,,,,,,,67946000.0,5579000.0,142149000.0,-56454000.0,,,26717000.0,,,,,,136371000.0,1318691000.0,,,,,,-92368000.0,,,-11433000.0,153807000.0,,2648713000.0,,,,,,,,,,1383058000.0,,0.0,,60127000.0,,1591768000.0,,335740000.0,0.0625,30227000.0,,,-41480000.0,13292000.0,,,,,,234116000.0,,55820000.0,,,,44003000.0,1358086000.0,,,,,,,718987000.0,1371691000.0,73357000.0,,,,,,,,,,,3224292000.0,,98104000.0,,1852601000.0,,,,,,,,,,7024000.0,,-94760000.0,80309000.0,,,,774807000.0,,380284000.0,,,,,0.0,,284255000.0,,,,,1649156000.0,,98104000.0,98104000.0,,,383373000.0,-111386000.0,44993000.0,,,,3803000.0,-78185000.0,13459000.0,385284000.0,,,451732000.0,,,,1034436000.0,,,,,122760000.0,,,,,,,,,,
