,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualRepaymentOfDebt,quarterlyPretaxIncome,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,annualDilutedEPS,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,annualDilutedAverageShares,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyOtherCurrentAssets,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,trailingCapitalExpenditure,quarterlyDilutedEPS,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualSellingGeneralAndAdministration,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingNetIncomeContinuousOperations,trailingOperatingExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyTotalRevenue,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,trailingStockBasedCompensation,quarterlyGrossPPE,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,trailingChangesInAccountReceivables,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,quarterlyNetPPE,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualInventory,trailingChangeInInventory,quarterlyEbitda,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,trailingChangeInWorkingCapital,annualNetOtherInvestingChanges,annualTotalRevenue,trailingChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,annualNetIncome,annualCurrentDebt,annualNonCurrentDeferredRevenue,annualTaxProvision,annualPretaxIncome,annualTotalAssets,quarterlyTotalAssets,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,annualOtherCurrentAssets,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualSaleOfInvestment,annualInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualBasicEPS,quarterlyDilutedAverageShares,annualCurrentAccruedExpenses,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,trailingPretaxIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingNetOtherInvestingChanges,annualNetPPE,quarterlyCostOfRevenue,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetIncomeCommonStockholders,trailingBasicAverageShares,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,trailingDilutedAverageShares
1356912000,700000.0,146600000.0,0.0,,621100000.0,,,1188600000.0,,513300000.0,,,,,785500000.0,,-5300000.0,5169300000.0,,,,178300000.0,,,-4341900000.0,,,,,,0.285,,,1852100000.0,,2459700000.0,,6600000.0,,,,,287900000.0,16700000.0,380800000.0,431000000.0,,,11900000.0,,,,,,1067300000.0,3799600000.0,,,,,,-242300000.0,,,-434000000.0,576100000.0,,7053000000.0,,,,,,,,,,2711100000.0,,169100000.0,,188700000.0,,1492200000.0,37400000.0,607600000.0,0.29,98300000.0,5600000.0,,-424800000.0,663500000.0,,,,,,784500000.0,,924200000.0,,,,825000000.0,5117300000.0,,,,,,,2390900000.0,4416000000.0,231900000.0,,,,400200000.0,,,,,,,8490100000.0,,432200000.0,,4074100000.0,,,,,,,,,,128000000.0,,-11600000.0,156800000.0,,-9600000.0,,3315100000.0,,183700000.0,,,,,48600000.0,534300000.0,1089400000.0,,,,,1522600000.0,,432400000.0,432200000.0,,,1852100000.0,28700000.0,84200000.0,,,,549600000.0,150100000.0,54500000.0,1093200000.0,,,460100000.0,-156100000.0,,,2710200000.0,,,,,469200000.0,,,,,,,,,,
1364688000,700000.0,267400000.0,-568800000.0,,588800000.0,,,1852100000.0,,495500000.0,,,,,667900000.0,,-4000000.0,5321400000.0,,,,256700000.0,,,-4433200000.0,,,,,,0.255,,,1223200000.0,,1697700000.0,,6100000.0,,,,,282000000.0,-23600000.0,355700000.0,-223800000.0,,,-17300000.0,,,,,,305200000.0,3555900000.0,,,,,,-242600000.0,,,-284500000.0,491600000.0,,7278500000.0,,,,,,,,,,2845300000.0,,170700000.0,,198100000.0,,1496600000.0,33500000.0,474500000.0,0.260858,42700000.0,5600000.0,,-163300000.0,-628900000.0,,,,,,756200000.0,,905600000.0,,,,62600000.0,5298600000.0,,,,,,,2269700000.0,3810200000.0,230300000.0,,,,863600000.0,,,,,,,8502800000.0,,390400000.0,,4692600000.0,,,,,,,,,,116500000.0,,-108300000.0,161300000.0,,-27600000.0,,3175300000.0,,179200000.0,,,,,28700000.0,468900000.0,987100000.0,,,,,1522600000.0,,390700000.0,390400000.0,,,1223200000.0,-641700000.0,90100000.0,,,,549600000.0,-11500000.0,52500000.0,1124500000.0,,,482000000.0,-157400000.0,,,2568800000.0,,,,,520000000.0,,,,,,,,,,
1372550400,800000.0,268800000.0,-8100000.0,,612400000.0,,,1223200000.0,,508200000.0,,,,,682000000.0,,12300000.0,5741500000.0,,,,302000000.0,,,-4473000000.0,0.0,,,,,0.275,,,1430800000.0,,2044300000.0,,6300000.0,4900000.0,,,,233300000.0,10800000.0,415200000.0,60400000.0,,,14500000.0,,,,,,665300000.0,3741700000.0,,,,,,-297300000.0,,,-65300000.0,551800000.0,,7460100000.0,,,,,,,,,,2987100000.0,,566400000.0,,194600000.0,,1502200000.0,34700000.0,613500000.0,0.278125,58500000.0,7100000.0,,0.0,207600000.0,,,,,,779900000.0,,890400000.0,,,,368000000.0,5558500000.0,,,,,,,2424400000.0,4239700000.0,249600000.0,,,,860900000.0,,,,,,,9062400000.0,,417800000.0,,4822700000.0,,,,,,,,,,104800000.0,,-375900000.0,161200000.0,,58000000.0,,3314800000.0,,186100000.0,,,,,33600000.0,488900000.0,1060000000.0,,,,,1523800000.0,,417800000.0,417800000.0,,,1430800000.0,-385400000.0,81000000.0,,,,549700000.0,-49800000.0,63400000.0,1173800000.0,,,507100000.0,-157400000.0,,,2681700000.0,,,,,506800000.0,,,,,,,,,,
1380499200,800000.0,274800000.0,-33500000.0,-35200000.0,-2052200000.0,453800000.0,-2532700000.0,1430800000.0,,499600000.0,357700000.0,0.005,,,653700000.0,1524600000.0,-30200000.0,4480200000.0,3233800000.0,1387100000.0,178500000.0,287700000.0,,-108200000.0,-4581600000.0,0.0,1188600000.0,,7782100000.0,,-0.82,,,2575700000.0,6045300000.0,3233800000.0,937900000.0,9100000.0,-48000000.0,,,1506400000.0,237000000.0,-1049800000.0,491700000.0,209100000.0,,,67000000.0,2016500000.0,,,-610400000.0,,870500000.0,3795000000.0,,,8800000.0,,-1151200000.0,-369000000.0,-785900000.0,152500000.0,675600000.0,587800000.0,,7782100000.0,,-1411200000.0,,,28100000.0,,,862900000.0,142300000.0,3200500000.0,-68300000.0,178500000.0,,-820100000.0,800000.0,1506400000.0,36700000.0,658100000.0,-0.817844,47700000.0,2788800000.0,147100000.0,0.0,1144900000.0,4223800000.0,-1045900000.0,-4581600000.0,1111200000.0,,-1866800000.0,7034400000.0,1657100000.0,1757100000.0,247200000.0,476700000.0,501500000.0,4130300000.0,2207300000.0,,-27200000.0,14892200000.0,,67000000.0,5377300000.0,5471400000.0,226200000.0,,4130300000.0,,862900000.0,8300000.0,,,-238700000.0,-229900000.0,11516700000.0,11516700000.0,2575700000.0,-1232000000.0,,6045300000.0,1299400000.0,-628900000.0,653700000.0,10668400000.0,,491700000.0,,287700000.0,,357700000.0,,-290100000.0,176300000.0,,67900000.0,,7034400000.0,,185300000.0,1040200000.0,554800000.0,4480200000.0,2807100000.0,36200000.0,554800000.0,1087400000.0,-588100000.0,655600000.0,2575700000.0,0.00551,1506400000.0,3312400000.0,-1232100000.0,-1232000000.0,,,2575700000.0,-412800000.0,,5471400000.0,561400000.0,,1299400000.0,63700000.0,-2703100000.0,1111200000.0,88700000.0,1657100000.0,3312400000.0,-158000000.0,,3200500000.0,2707600000.0,185300000.0,2908300000.0,274800000.0,658100000.0,561400000.0,5377300000.0,8300000.0,,,,,,,,
1388448000,800000.0,276100000.0,,,818800000.0,,,2575700000.0,,527200000.0,,,,,1013400000.0,,-19400000.0,4887400000.0,,,,271100000.0,,,-4704600000.0,,,,,,0.355,,,1545800000.0,,1702800000.0,,14500000.0,-26100000.0,,,,659400000.0,35700000.0,444200000.0,-2204500000.0,,,68700000.0,,,,,,-1401900000.0,4239600000.0,,,,,,-256100000.0,,,568900000.0,742200000.0,,7937600000.0,,,,,,,,,,3233000000.0,,186200000.0,,278100000.0,,1513000000.0,47800000.0,157000000.0,0.357369,61600000.0,700000.0,,-38500000.0,-1029900000.0,,,,,,1013400000.0,,2412700000.0,,,,-1658000000.0,4474200000.0,,,,,,,2953000000.0,3759400000.0,242600000.0,,,,862600000.0,,,,,,,10255200000.0,,540700000.0,,6495800000.0,,,,,,,,,,364800000.0,,-577200000.0,180100000.0,,-41800000.0,,5365700000.0,,205800000.0,,,,,-6800000.0,969300000.0,1269400000.0,,,,,1532400000.0,,540700000.0,540700000.0,,,1545800000.0,-193300000.0,,,,,2047900000.0,167900000.0,71300000.0,943300000.0,,,520800000.0,-195900000.0,,,2970200000.0,,,,,589800000.0,,,,,,,,,,
1396224000,800000.0,277200000.0,,,645200000.0,,,1545800000.0,,525900000.0,,,,,816300000.0,,5000000.0,4945100000.0,,,,286100000.0,,,-4840600000.0,,,,,,0.28,,,1190300000.0,,1489500000.0,,16700000.0,-2500000.0,,,,284500000.0,400000.0,472600000.0,-229100000.0,,,64300000.0,,,,,,418400000.0,3873800000.0,,,,,,-247500000.0,,,-411500000.0,584200000.0,,8118700000.0,,,,,,,,,,3278100000.0,,184500000.0,,218300000.0,,1508200000.0,43800000.0,299200000.0,0.283119,27900000.0,10700000.0,,-251600000.0,-355500000.0,,,,,,846000000.0,,2416400000.0,,,,170900000.0,4705400000.0,,,,,,,2733500000.0,3579000000.0,240600000.0,,,,860800000.0,,,,,,,10097000000.0,,427000000.0,,6518000000.0,,,,,,,,,,368400000.0,,-397700000.0,184100000.0,,32200000.0,,5149900000.0,,195900000.0,,,,,8600000.0,962600000.0,1110100000.0,,,,,1529200000.0,,426900000.0,427000000.0,,,1190300000.0,-355700000.0,,,,,2048000000.0,-11700000.0,59900000.0,954700000.0,,,551300000.0,-196400000.0,,,2763700000.0,,,,,590000000.0,,,,,,,,,,
1404086400,800000.0,278700000.0,0.0,,771500000.0,,,1190300000.0,,570100000.0,,,,,830800000.0,,-10000000.0,5068800000.0,,,,289400000.0,,,-4996400000.0,0.0,,,,,0.335,,,1019400000.0,,1196300000.0,,16400000.0,9600000.0,,,,314000000.0,-4000000.0,474500000.0,95100000.0,,,70900000.0,,,,,,850100000.0,4153700000.0,,,,,,-307600000.0,,,-453100000.0,695600000.0,,8370100000.0,,,,,,,,,,3373700000.0,,202600000.0,,259000000.0,,1502000000.0,51000000.0,176900000.0,0.341278,28100000.0,22100000.0,,-305100000.0,-170900000.0,,,,,,977700000.0,,2430600000.0,,,,542500000.0,4957700000.0,,,,,,,2883900000.0,3356900000.0,269400000.0,,,,861700000.0,,,,,,,10385300000.0,,512600000.0,,7028400000.0,,,,,,,,,,382500000.0,,-570300000.0,189800000.0,,6500000.0,,5314500000.0,,193000000.0,,,,,19400000.0,1374200000.0,1265700000.0,,,,,1522000000.0,,512500000.0,512600000.0,,,1019400000.0,-573900000.0,,,,,2048100000.0,-71000000.0,72900000.0,1025800000.0,,,602300000.0,-195500000.0,,,2888000000.0,,,,,580900000.0,,,,,,,,,,
1412035200,700000.0,273500000.0,0.0,0.0,924100000.0,3972200000.0,288500000.0,1019400000.0,,535100000.0,392200000.0,1.355,,,794500000.0,1526200000.0,5300000.0,5272000000.0,1843800000.0,-867300000.0,196100000.0,285600000.0,,-623300000.0,-5062100000.0,0.0,2575700000.0,,8581100000.0,,0.385,,,1708400000.0,6584200000.0,1843800000.0,991300000.0,16400000.0,-60700000.0,,,1499000000.0,653000000.0,-21900000.0,533700000.0,128700000.0,,,25300000.0,2158200000.0,,,0.0,,741200000.0,4180700000.0,,,2067700000.0,,-1160900000.0,-349700000.0,-1652500000.0,14300000.0,-327600000.0,770400000.0,,8581100000.0,,-817700000.0,,,64100000.0,,,856200000.0,183200000.0,3519000000.0,-79700000.0,196100000.0,,336600000.0,700000.0,1499000000.0,40600000.0,135400000.0,0.392195,22100000.0,2700000.0,30200000.0,-163400000.0,689000000.0,4950800000.0,10200000.0,-5062100000.0,1090900000.0,,1134900000.0,5479200000.0,2440500000.0,-553100000.0,139700000.0,-2209800000.0,391500000.0,5206600000.0,2792600000.0,,-19100000.0,16447800000.0,,25300000.0,3038700000.0,4168700000.0,238700000.0,,5206600000.0,,856200000.0,2068100000.0,,,1092000000.0,3159700000.0,10752900000.0,10752900000.0,1708400000.0,587800000.0,,6584200000.0,2048300000.0,-783100000.0,794500000.0,11497000000.0,,533700000.0,,285600000.0,,392200000.0,,-107300000.0,194400000.0,,63500000.0,,5479200000.0,,198900000.0,1910900000.0,833300000.0,5272000000.0,36200000.0,9000000.0,833300000.0,1305500000.0,-758600000.0,748400000.0,1708400000.0,1.379653,1521600000.0,564700000.0,587500000.0,587800000.0,,,1708400000.0,305200000.0,,4168700000.0,631000000.0,,2048300000.0,-70900000.0,84400000.0,1090900000.0,60400000.0,2440500000.0,564700000.0,-195300000.0,,3519000000.0,2875200000.0,198900000.0,607800000.0,273500000.0,135400000.0,631000000.0,3038700000.0,2068100000.0,,,,,,,,
1419984000,800000.0,555500000.0,-284300000.0,,1299500000.0,,,1708400000.0,,633800000.0,,,,,1230900000.0,,1800000.0,5775400000.0,,,,600500000.0,,,-5177600000.0,,,,,,0.65,,,1857000000.0,,1953100000.0,,16300000.0,-9300000.0,,,,184900000.0,100000000.0,547700000.0,507700000.0,,,-97000000.0,,,,,,1425200000.0,4803200000.0,,,,,,-291800000.0,,,-668300000.0,862700000.0,,8999900000.0,,,,,,,,,,3822300000.0,,217200000.0,,315000000.0,,1500800000.0,51900000.0,96100000.0,0.655051,64100000.0,-382100000.0,,-215000000.0,148600000.0,,,,,,1532100000.0,,2635800000.0,,,,1133400000.0,5832200000.0,,,,,,,3557500000.0,4546100000.0,298400000.0,,,,1584900000.0,,,,,,,12351100000.0,,983100000.0,,7805000000.0,,,,,,,,,,587400000.0,,-133100000.0,216300000.0,,-20800000.0,,6193300000.0,,382200000.0,,,,,-277900000.0,628400000.0,1496500000.0,,,,,1516800000.0,,984500000.0,983100000.0,,,1857000000.0,-522500000.0,,,,,2048400000.0,92000000.0,443400000.0,1018300000.0,,,615700000.0,-239500000.0,,,3306700000.0,,,,,664900000.0,,,,,,,,,,
1427760000,1500000.0,547000000.0,0.0,,761900000.0,,,1857000000.0,,656500000.0,,,,,1018500000.0,,-19700000.0,6008700000.0,,,,355100000.0,,,-5297900000.0,,,,,,0.33,,,1750400000.0,,1849800000.0,,16900000.0,-4800000.0,,,,133100000.0,-40000000.0,601300000.0,-135700000.0,,,-116900000.0,,,,,,575700000.0,4563500000.0,,,,,,-314800000.0,,,-307100000.0,722600000.0,,9195600000.0,,,,,,,,,,3897700000.0,,215500000.0,,266300000.0,,1500500000.0,52300000.0,99400000.0,0.33,47000000.0,19200000.0,,-131400000.0,-106600000.0,,,,,,1006700000.0,,2658800000.0,,,,260900000.0,6083000000.0,,,,,,,3521200000.0,4245400000.0,305900000.0,,,,1592200000.0,,,,,,,12190700000.0,,494900000.0,,7945300000.0,,,,,,,,,,610300000.0,,-148900000.0,227900000.0,,69000000.0,,6180000000.0,,395200000.0,,,,,17400000.0,662100000.0,1379100000.0,,,,,1516500000.0,,495600000.0,494900000.0,,,1750400000.0,-350300000.0,,,,,2048500000.0,-52400000.0,54900000.0,1061100000.0,,,790900000.0,-240100000.0,,,3184400000.0,,,,,655600000.0,,,,,,,,,,
1435622400,1500000.0,525800000.0,0.0,,945000000.0,,,1750400000.0,,656600000.0,,,,,1024600000.0,,-16000000.0,5856500000.0,,,,413800000.0,,,-5454100000.0,,,,,,0.41,549800000.0,,2080500000.0,,2175200000.0,,19100000.0,-17300000.0,,,,118100000.0,-15900000.0,603200000.0,-107500000.0,,,-131100000.0,,,,,,778300000.0,4881200000.0,,,,,,-336900000.0,,,-21400000.0,878300000.0,,9431800000.0,,,,,,,,,,3977700000.0,,1239300000.0,,318500000.0,,1498500000.0,52000000.0,94700000.0,0.42,35800000.0,14100000.0,,-574700000.0,330100000.0,,,,,,1213200000.0,,2961300000.0,,,,441400000.0,5945000000.0,,,,,,,4049200000.0,4760700000.0,288500000.0,,,,1560600000.0,,,,,,,12868800000.0,,626700000.0,,8108100000.0,,,,,,,,,,613900000.0,,-184800000.0,249100000.0,,5500000.0,,7010500000.0,,443300000.0,,,,,-90900000.0,749500000.0,1534900000.0,,,,,1515700000.0,,626500000.0,626700000.0,,,2080500000.0,-419600000.0,,,,,2347400000.0,-103900000.0,60300000.0,1166000000.0,,,735400000.0,-240100000.0,,,3346300000.0,,,,,672700000.0,,,,,,,,,,
1443571200,1500000.0,520400000.0,0.0,-610100000.0,896500000.0,4907300000.0,579400000.0,2080500000.0,,666100000.0,625300000.0,1.82,,,983800000.0,1513400000.0,40700000.0,5818000000.0,1611400000.0,-178300000.0,1208600000.0,334200000.0,,-2256500000.0,-5553500000.0,,1708400000.0,,9641800000.0,,,,,1530100000.0,8093400000.0,1611400000.0,1196700000.0,18200000.0,-51400000.0,,,1495900000.0,183300000.0,-22900000.0,684200000.0,14300000.0,,,-199400000.0,2613000000.0,,,-284300000.0,,969900000.0,4914800000.0,,,2759300000.0,,-1303700000.0,-360200000.0,-567400000.0,-207900000.0,-1259700000.0,887500000.0,,9641800000.0,,-1520300000.0,,,70500000.0,,,1575400000.0,209800000.0,4088300000.0,-82800000.0,1208600000.0,,244000000.0,1500000.0,,53600000.0,81300000.0,,44900000.0,8300000.0,-322000000.0,-515000000.0,-550400000.0,5964100000.0,21200000.0,-5553500000.0,1306400000.0,,1155200000.0,6626300000.0,2972800000.0,2445400000.0,191800000.0,278800000.0,609700000.0,5974800000.0,3351100000.0,,6800000.0,19162700000.0,,-199400000.0,3653500000.0,4352700000.0,303900000.0,,5974800000.0,,1575400000.0,2757400000.0,,,1143700000.0,3903000000.0,12446100000.0,12446100000.0,1530100000.0,652500000.0,,8093400000.0,2347500000.0,-928600000.0,983800000.0,13198600000.0,,684200000.0,,334200000.0,,625300000.0,,-100600000.0,240500000.0,,84000000.0,,6626300000.0,,415900000.0,619400000.0,664500000.0,5818000000.0,-340500000.0,29400000.0,664500000.0,1553600000.0,-1436100000.0,933800000.0,1530100000.0,1.84,,682400000.0,652500000.0,652500000.0,,,1530100000.0,-227900000.0,,4352700000.0,719000000.0,,2347500000.0,-143600000.0,20800000.0,1306400000.0,137700000.0,2972800000.0,682400000.0,-208900000.0,,4088300000.0,3361200000.0,415900000.0,3749100000.0,520400000.0,81300000.0,719000000.0,3653500000.0,2757400000.0,,,,,,,,
1451520000,1500000.0,509100000.0,0.0,,1049600000.0,,,1530100000.0,,687200000.0,,,,,1448800000.0,,1000000.0,5981500000.0,,,,340800000.0,,,-5665800000.0,,,,,,0.46,399800000.0,,2263500000.0,,2379900000.0,,16500000.0,-65100000.0,,,,86100000.0,225200000.0,648000000.0,446000000.0,,,-225100000.0,,,,,,1636000000.0,5373500000.0,,,,,,-331800000.0,,,-528700000.0,993900000.0,,9788300000.0,,,,,,,,,,4122500000.0,,1686300000.0,,361900000.0,,1485900000.0,57300000.0,116400000.0,0.46,48400000.0,17400000.0,,-245800000.0,733400000.0,,,,,,1313400000.0,,2540000000.0,,,,1304200000.0,6164000000.0,,,,,,,4420100000.0,4727700000.0,305500000.0,,,,1572300000.0,,,,,,,12943500000.0,,687600000.0,,8215800000.0,,,,,,,,,,592100000.0,,-145600000.0,247300000.0,,-28200000.0,,6960100000.0,,416900000.0,,,,,-34300000.0,656500000.0,1681100000.0,,,,,1503300000.0,,687700000.0,687600000.0,,,2263500000.0,-360100000.0,,,,,1947900000.0,60600000.0,64100000.0,1242600000.0,,,691000000.0,-297000000.0,,,3692400000.0,,,,,764400000.0,,,,,,,,,,
1459382400,1500000.0,515200000.0,0.0,,860400000.0,,,2263500000.0,,717900000.0,,,,,1203500000.0,,11100000.0,5094600000.0,,,,429100000.0,,,-5843800000.0,,,,,,0.39,548900000.0,,1294400000.0,,1417600000.0,,18300000.0,25300000.0,,,,166000000.0,35000000.0,662700000.0,-342100000.0,,,-189200000.0,,,,,,549500000.0,4993200000.0,,,,,,-336400000.0,,,-934300000.0,798600000.0,,10090700000.0,,,,,,,,,,4246900000.0,,1443900000.0,,285400000.0,,1464500000.0,51300000.0,123200000.0,0.392694,31200000.0,6500000.0,,-1338700000.0,-969100000.0,,,,,,1140700000.0,,3071800000.0,,,,213100000.0,5241200000.0,,,,,,,4351200000.0,3883500000.0,330500000.0,,,,1625000000.0,,,,,,,12519400000.0,,575100000.0,,8635900000.0,,,,,,,,,,624200000.0,,-433400000.0,262000000.0,,11000000.0,,7423000000.0,,401200000.0,,,,,19200000.0,937400000.0,1516500000.0,,,,,1486600000.0,,575000000.0,575100000.0,,,1294400000.0,-592700000.0,,,,,2447600000.0,-45300000.0,65600000.0,1293100000.0,,,744000000.0,-294800000.0,,,3476700000.0,,,,,743700000.0,,,,,,,,,,
1467244800,1500000.0,526700000.0,0.0,,1073400000.0,,,1294400000.0,,708500000.0,,,,,1216600000.0,,-8800000.0,5721800000.0,,,,467500000.0,,,-5942600000.0,,,,,,0.51,399800000.0,,2141800000.0,,2316300000.0,,21800000.0,300000.0,,,,169300000.0,84500000.0,675700000.0,1400000.0,,,-128600000.0,,,,,,1081400000.0,5238000000.0,,,,,,-361500000.0,,,368900000.0,939800000.0,,10301800000.0,,,,,,,,,,4359200000.0,,1455200000.0,,318900000.0,,1466400000.0,49800000.0,174500000.0,0.514253,41300000.0,-13800000.0,,-5900000.0,847400000.0,,,,,,1354100000.0,,3864000000.0,,,,719900000.0,5702000000.0,,,,,,,4245200000.0,4856200000.0,323400000.0,,,,1705100000.0,,,,,,,13833200000.0,,754100000.0,,8977000000.0,,,,,,,,,,661600000.0,,-443700000.0,258900000.0,,13500000.0,,8109200000.0,,391100000.0,,,,,20800000.0,1172100000.0,1648300000.0,,,,,1479300000.0,,754500000.0,754100000.0,,,2141800000.0,-605300000.0,,,,,3202400000.0,-31000000.0,82500000.0,1325100000.0,,,691300000.0,-293000000.0,,,3589700000.0,,,,,747300000.0,,,,,,,,,,
1475193600,1500000.0,516300000.0,0.0,0.0,1215200000.0,5310000000.0,318200000.0,2141800000.0,,773200000.0,689700000.0,1.9,,,1171200000.0,1486700000.0,21600000.0,5884000000.0,2263200000.0,598700000.0,1417200000.0,350000000.0,,-1750000000.0,-6039500000.0,,1530100000.0,,10573300000.0,,0.54,400000000.0,,2128800000.0,9569000000.0,2263200000.0,1360600000.0,24700000.0,-16100000.0,,,1460500000.0,287200000.0,-79000000.0,730600000.0,247700000.0,,,-108400000.0,2886800000.0,,,0.0,,1308200000.0,5711200000.0,,,2818900000.0,,-1440300000.0,-410600000.0,-1585700000.0,-67500000.0,-655900000.0,1121500000.0,,10573300000.0,,-2222900000.0,,,81300000.0,,,1719600000.0,218100000.0,4533800000.0,-55600000.0,1417200000.0,,413500000.0,1500000.0,1460500000.0,59700000.0,134400000.0,0.546161,39800000.0,28900000.0,8400000.0,-405200000.0,-13000000.0,6740500000.0,265700000.0,-6039500000.0,1378500000.0,,1501800000.0,8438800000.0,3891900000.0,3134800000.0,160700000.0,353000000.0,897600000.0,5949800000.0,3853700000.0,,24900000.0,21315900000.0,,-108400000.0,4546900000.0,4760500000.0,401200000.0,,5949800000.0,,1719600000.0,2817700000.0,400000000.0,,1379700000.0,4198600000.0,14329500000.0,14329500000.0,2128800000.0,800900000.0,,9569000000.0,3202200000.0,-1178000000.0,1171200000.0,14575400000.0,,730600000.0,,350000000.0,,689700000.0,,-563000000.0,261900000.0,,50600000.0,,8438800000.0,,417700000.0,708600000.0,1496200000.0,5884000000.0,39000000.0,2700000.0,1496200000.0,1894700000.0,-1995600000.0,1030100000.0,2128800000.0,1.921246,1478400000.0,754800000.0,801700000.0,800900000.0,,,2128800000.0,-664800000.0,,4760500000.0,768800000.0,,3202200000.0,-51800000.0,105900000.0,1378500000.0,46900000.0,3891900000.0,754800000.0,-293200000.0,,4533800000.0,3816500000.0,417700000.0,4575100000.0,516300000.0,134400000.0,768800000.0,4546900000.0,2817700000.0,,,,,,,,
