date,quarterlyNetIncome,annualInvestingCashFlow,annualBasicEPS,trailingInvestingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,annualLongTermDebt,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,trailingPurchaseOfBusiness,annualDepreciationAndAmortization,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualTotalAssets,trailingCashDividendsPaid,trailingNetIncome,quarterlyInventory,annualGoodwill,quarterlyOtherIncomeExpense,annualCurrentLiabilities,quarterlyTaxProvision,annualRetainedEarnings,quarterlyNetPPE,trailingChangeInInventory,annualInventory,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,trailingOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,annualCapitalStock,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,trailingRepaymentOfDebt,annualOperatingIncome,quarterlyCapitalStock,trailingGrossProfit,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,annualAccountsPayable,annualOperatingCashFlow,annualRepaymentOfDebt,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,annualNetPPE,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedAverageShares,trailingTotalRevenue,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyTotalAssets,annualDilutedEPS,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyCurrentDebt,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualPretaxIncome,quarterlyChangesInAccountReceivables,annualSellingGeneralAndAdministration,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualAccumulatedDepreciation,annualCapitalExpenditure,trailingOperatingExpense,annualRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,trailingNetOtherFinancingCharges,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,annualInterestExpense,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualFreeCashFlow,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyOperatingExpense,quarterlyPretaxIncome,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,annualChangeInWorkingCapital,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,annualTaxProvision,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingTaxProvision,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualOtherNonCashItems,annualBasicAverageShares,quarterlyOtherNonCurrentLiabilities,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCostOfRevenue,trailingOtherNonCashItems,annualCashDividendsPaid,trailingDepreciationAndAmortization,annualCurrentDebt,quarterlyDilutedEPS,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1999-12-31,,-101600073.1,0.123247,-2404999000.0,,,,,,,,976308002.5,279102932.8,,,-30846000.0,107700143.0,1877866000.0,55001367.5,-8300124.6,2222918719.0,-614363000.0,1147705000.0,,,,356703881.0,,109700519.8,,-108342000.0,92100082.2,,,,3895500000.0,,,499004066.6,,,,,,856506659.2,,,,,-3810568000.0,254402236.9,,6028598000.0,236312000.0,,72801483.0,302702701.9,,1703414388.0,,-17900853.9,892808461.2,362102379.9,367603416.1,487356320.0,89102232000.0,-31799155.3,93800042.7,,856506659.2,240302458.7,-2681845000.0,2560312000.0,,0.123247,,,,-1198362000.0,1765715691.7,,29197945.9,,,2036773000.0,242472000.0,,,,,,,101099978.9,,203401623.0,,,,,,-872907230.5,-76401081.9,3991825000.0,,239794000.0,-1187889000.0,205000845.1,311101766.0,,4335704000.0,60399866.4,,1125109412.7,1166191000.0,856506659.2,,,4673000.0,3751656000.0,,,,,951818000.0,,,,,441403288.6,,,,363302246.2,,60399866.4,1399544.2,,591746000.0,134501954.1,-500094.2,,,226301620.0,,334003561.9,,565504002.9,,,1097809306.3,,43801416.1,-24799635.4,266162000.0,1147705000.0,83073634000.0,,,,,,40700112.5,2707611000.0,720006127.2,,,711675000.0,60399866.4,,,,1798.9,487356320.0,,415103370.6,,1137910385.1,22928000.0,-38100702.0,1053048000.0,190102355.3,,,,,,,,,,,,,,,,
2000-03-31,36674400.0,,,,,144951200.0,487356320.0,-43660000.0,,64616800.0,-87320000.0,,,66363200.0,36674400.0,,,,,,,,,75095200.0,,10478400.0,,24449600.0,,684588800.0,,,,33181600.0,265452800.0,,-61124000.0,,,,,,,298634400.0,,0.074069,,20956800.0,,,,434853600.0,,,857482400.0,,,,,796358400.0,,,,,,,,,487356320.0,,,,,1889604800.0,,,829540000.0,,,,796358400.0,,22703200.0,130980000.0,,,-10478400.0,,36674400.0,,,,,,,,,132726400.0,277677600.0,76841600.0,,,,,,,,,618225600.0,,,48899200.0,,,,,,,,,431360800.0,-12224800.0,1531592800.0,,3492800.0,796358400.0,-40167200.0,69856000.0,,,,,,,,,,,,,,-17464000.0,,144951200.0,,,,83827200.0,61124000.0,,,,,,,,62870400.0,855736000.0,,345787200.0,,,,,1060064800.0,272438400.0,,,66363200.0,-847004000.0,,,,47152800.0,,,,,,,,0.074069,,,,,,,,,,,,,,,
2000-06-30,32526180.0,,,,,153595850.0,487356320.0,-43076480.0,,65052360.0,-48205750.0,,,74583580.0,32526180.0,,,,,,,,,77701430.0,,9035050.0,,23491130.0,,704733900.0,,,,34333190.0,262016450.0,,-14770420.0,,,,,,,325261800.0,,0.068779,,22411440.0,,,,435489410.0,,,796358400.0,,,,,782435330.0,,,,,,,,,487356320.0,,,,,1924465650.0,,,858329750.0,,,,782435330.0,,31507100.0,108420600.0,,,-18433760.0,19877110.0,32526180.0,,,,,,,,,139139770.0,276472530.0,75894420.0,,,,,,,,,603541340.0,,,54210300.0,,,,,,,,,464401570.0,-18494370.0,1581133750.0,,121220.0,782435330.0,-41148250.0,76621740.0,,,,,,,,,,,,,,-11448160.0,,178893990.0,,,,84929470.0,56017310.0,,,,,,,,57824320.0,890855930.0,,354173960.0,,,,,1066135900.0,249367380.0,,,66859370.0,-876399850.0,,,,57824320.0,,,,,,,,0.068779,,,,,,,,,,,,,,,
2000-09-30,35610696.33,,,,,156244994.95,487356320.0,-43799203.41,,73922105.51,-9014926.94,,,76314046.97,35610696.33,,,,,,,,,79922665.46,,10802851.4,,26607091.17,,714197521.84,,,,34309192.39,276477412.75,,23480312.32,,,,,,,354228446.99,,0.072173,,23050861.21,,,,434020224.66,,,782435330.0,,,,,804323904.45,,,,,,,,,487356320.0,,,,,1981950846.92,,,870442516.79,,,,804323904.45,,32514843.56,114731443.64,,,-20803078.32,17304840.63,35610696.33,,,,,,,,,137808251.46,274375834.15,68618384.78,,,,,,,,,632176964.76,,,56615421.39,,,,,,,,,492036698.45,-18994224.83,1608290171.84,,-513269.82,133536885.13,-43818807.71,79666282.6,,,,,,,,,,,,,,-18900596.64,,199555949.01,,,,81192830.07,62217787.5,,,,,,,,53815160.08,907952007.82,,374905030.83,,,,,1111508330.13,257271933.93,,,85821833.46,-894092650.0,,,,64118425.69,,,,,,,,0.072173,,,,,,,,,,,,,,,
2000-12-31,-65931807.31,-181339770.0,0.08024,,,276884380.0,,-21555736.59,,99444390.0,8048376.94,1045141040.0,290533610.0,20625753.03,-65931807.31,,118943290.0,,27298460.0,1949890.0,2265772180.0,,,99444390.0,,-149152560.63,321731850.0,-62320470.48,452374480.0,785805670.0,,99444390.0,,27298460.0,290533610.0,,-25581492.32,,547919090.0,138442190.0,,,138442190.0,445294476.72,861851380.0,,,52524188.79,,,179389880.0,547919090.0,,,133536885.13,87745050.0,237886580.0,,1961589340.0,861851380.0,-118943290.0,785805670.0,308082620.0,42897580.0,487356320.0,,-33148130.0,99444390.0,,861851380.0,-136492300.0,,,2265772180.0,0.08024,,1062690050.0,,,1392221460.0,861851380.0,74095820.0,-929983.56,134542410.0,,,-24380581.68,14085182.41,-65931807.31,,,,50697140.0,,220337570.0,,,129909269.72,42897580.0,87745050.0,-606415790.0,-152091420.0,,,,,276884380.0,349030310.0,713659740.0,,38997800.0,25646500.98,1203082130.0,,861851380.0,,,,,,575203746.44,4865924.83,1392221460.0,,-36248880.18,861851380.0,-56205512.29,87920139.77,-77995600.0,,,-33458022.43,391927890.0,,38997800.0,-27298460.0,,,58496700.0,-74095820.0,,-8734053.36,85795160.0,452374480.0,,,528420190.0,104262768.74,-128252277.79,1062690050.0,,103344170.0,-44847470.0,,,,57492880.85,1045141040.0,,391927890.0,,11699340.0,,713659740.0,1203082130.0,321731850.0,,38997800.0,103344170.0,-606415790.0,,1949890.0,487356320.0,74095820.0,939846980.0,,1433169150.0,,-56546810.0,,134542410.0,,,,,,,,,,,,,,,,
2001-03-31,19824630.29,,,,,179432713.6,479126440.0,-48263676.21,,10012986.25,23329716.72,,,51366078.22,19824630.29,,,,,,,,,82807937.53,,701450.28,,13518072.68,,672872676.0,,,6808830.65,25434067.56,295384176.86,,28638223.16,,,,,,163011416.15,395113519.91,,0.041367,,22929197.27,,,,434464014.63,,,892056403.77,,,,,892056403.77,,,,,,,,,479126440.0,,,,,2089509970.65,,,852305389.6,,,,892056403.77,,3102402.01,205566066.47,,,-15722012.14,38949975.27,19824630.29,,,,,,,,,115750121.05,285070259.78,154401330.46,,,,,,,,,763790591.15,,,46860775.65,,,,,,,,,510863640.96,-34444672.7,672872676.0,,1402900.56,920694626.93,-46059736.75,69789972.92,,,,-900627.52,,,,,,,,,,-18924002.77,,181736241.68,,,,68889345.4,33342702.97,,,,,,,,55873545.76,901268351.12,,393810207.97,,,,,1237204581.05,369980383.18,,,99328823.6,,,,,72991963.55,,,,,,,,0.041367,,,,,,,,,,,,,,,
2001-06-30,38865507.3,,,,,179609290.5,488809192.0,-53229968.79,,27417735.6,-19770213.42,,,85144541.78,38865507.3,,,,,,,,,79078334.4,,8466326.4,,15969963.9,,667739252.1,,,4447737.25,22704339.6,276389539.5,,1087297.84,,,,,,167296655.1,405396522.0,,0.079523,,22959714.73,,,,417422351.7,,,920694626.93,,,,,859085343.3,,,,,,,,,488809192.0,,,,,2058533460.3,,,847348542.6,,,,859085343.3,,31914572.99,217898963.1,,,15817614.04,35210402.1,38865507.3,,,,,,,,,138338172.6,273310269.0,134489640.3,,,,,,,,,751530982.5,,,77155179.9,,,,,,,,,543734694.6,-8558395.9,667739252.1,,1000486.74,859276547.1,-64284865.55,100114894.63,,,,44383928.92,,,,,,,,,,-13111526.93,,213952605.6,,,,61182992.7,54835471.2,,,,,,,,57432285.6,904685226.3,,371724643.5,,,,,1211184917.7,379806339.0,,,105724584.9,,,,,72630764.4,,,,,,,,0.079523,,,,,,,,,,,,,,,
2001-09-30,45694790.5,,,,,184044938.5,485609192.0,-56008814.5,,10012318.0,-273454632.8,,,175188784.5,45694790.5,,,,,,,,,82738814.0,,-10209044.0,,15556885.0,,689415913.0,,,409801.6,26444116.0,288754940.5,,-152425598.0,,,,,,171211155.5,434883531.0,,0.094077,,26640858.0,,,,421855610.5,,,859276547.1,,,,,715570117.0,,,,,,,,,485609192.0,,,,,1967524027.0,,,873460851.5,,,,715570117.0,,119179970.0,194059845.0,,,779311.1,66987791.5,45694790.5,,,,,,,,,165767540.0,154101170.5,169267192.0,,,,,,,,,767875936.5,,,86528378.0,,,,,,,,,600651071.0,9849560.6,689415913.0,,122988.7,715663303.0,-54159749.7,113169236.0,,,,70752380.6,,,,,,,,,,-201496351.8,,199210960.0,,,,79239162.0,61251675.5,,,,,,,,61251675.5,775167741.0,,394536581.5,,,,,1094063175.5,373339355.0,,,124543089.0,,,,,79337525.0,,,,,,,,0.094077,,,,,,,,,,,,,,,
2001-12-31,28049373.0,-206684700.0,0.272365,,,197395500.0,,11197559.5,,18578400.0,-69160670.5,798871200.0,290287500.0,27356395.5,28049373.0,,92892000.0,,23223000.0,-6966900.0,1950732000.0,,,95214300.0,,-29216624.0,322799700.0,8593022.5,,708301500.0,,95214300.0,,23223000.0,290287500.0,,-83984623.0,620054100.0,434270100.0,148627200.0,90569700.0,,148627200.0,469370992.5,654888600.0,,,20362230.0,,,329766600.0,434270100.0,,,715663303.0,88247400.0,339055800.0,,2285143200.0,34834500.0,-30189900.0,708301500.0,422658600.0,366923400.0,487600000.0,,-55735200.0,18578400.0,,654888600.0,-339055800.0,,,1950732000.0,0.272365,,905697000.0,,,1216885200.0,654888600.0,76635900.0,38553955.0,125404200.0,,,-12486413.0,-17212211.5,28049373.0,,,,185784000.0,,229907700.0,,,169574216.5,366923400.0,88247400.0,-508583700.0,-146304900.0,,,,,197395500.0,257775300.0,712946100.0,,132371100.0,119665820.5,1045035000.0,,34834500.0,,,,,,638945209.0,-20259392.0,1216885200.0,,-58261576.0,654888600.0,-42180348.0,140636954.5,-206684700.0,90569700.0,,-116557982.0,390146400.0,,132371100.0,,,,123081900.0,-11611500.0,620054100.0,-10309618.5,192750900.0,,,,587541900.0,49908396.0,36642395.5,905697000.0,,23223000.0,-53412900.0,,,,56361717.5,798871200.0,,390146400.0,,53412900.0,,712946100.0,1045035000.0,322799700.0,,132371100.0,23223000.0,-508583700.0,,-2322300.0,487600000.0,76635900.0,861573300.0,,1697601300.0,,-243841500.0,,125404200.0,,,,,,,,,,,,,,,,
2002-03-31,23447680.8,,,,,200555874.4,488211496.0,-28157744.0,,79760937.6,-62560616.8,,,44108592.8,23447680.8,,,,,,,,,78511465.6,,6439243.2,,28733393.6,,677586434.4,,,4611890.4,23159856.0,270131384.0,,-45645889.6,,,,,,176436602.4,429461376.0,,0.048068,,27387980.0,,,,416968887.2,,,630401016.8,,,,,584755127.2,,,,,,,,,488211496.0,,,,,1849017752.0,,,878142308.8,,,,584755127.2,,15950848.8,97635080.8,,,-1249472.0,13358194.4,23447680.8,,,,,,,,,127522004.8,351333676.8,75149047.2,,,,,,,,,620887180.0,,,51989191.2,,,,,,,,,556983380.8,-23255797.6,1166219234.4,,290056.0,584755127.2,-27196096.8,79377171.2,,,,,,,,,,,,,,-22198208.8,,23831447.2,,,,75532813.6,52181074.4,,,,,,,,58042436.8,792134011.2,,368342114.4,,,,,970875443.2,252545065.6,,,131172248.0,-488632800.0,,,,75050874.4,,,,,,,,0.048068,,,,,,,,,,,,,,,
