,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,trailingInterestExpense,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualDilutedAverageShares,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualDilutedEPS,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,annualSellingGeneralAndAdministration,trailingChangeInCashSupplementalAsReported,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,annualBasicAverageShares,quarterlyCurrentDebt,annualGrossPPE,quarterlyDilutedEPS,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyInterestExpense,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOtherNonCashItems,trailingStockBasedCompensation,quarterlyGrossPPE,annualChangeInInventory,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualInterestExpense,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualPurchaseOfInvestment,annualTotalRevenue,quarterlyBasicAverageShares,annualCapitalStock,trailingOperatingExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualAccumulatedDepreciation,annualInventory,annualDeferredIncomeTax,quarterlyEbitda,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyRetainedEarnings,annualRetainedEarnings,trailingFreeCashFlow,trailingNetIncome,annualGainsLossesNotAffectingRetainedEarnings,annualTotalAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualEndCashPosition,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualCostOfRevenue,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,annualOperatingIncome,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingEndCashPosition,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualStockholdersEquity,quarterlyDilutedAverageShares,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualBasicEPS,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,quarterlyChangeInInventory,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetPPE,quarterlyCashDividendsPaid,annualSaleOfInvestment,annualCommonStockIssuance,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,trailingChangeInInventory,annualIncomeTaxPayable,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingPurchaseOfInvestment,quarterlyIncomeTaxPayable,trailingDilutedEPS,annualCurrentDebt,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualInvestmentsAndAdvances
1104451200,,92197000.0,417000.0,373881000.0,,36447000.0,75326000.0,77731000.0,-285625000.0,,115746000.0,,,,700712000.0,39129000.0,42763000.0,40420000.0,-866660000.0,,115746000.0,115746000.0,,3.59,4821000.0,,,-2482000.0,227768000.0,,44967000.0,868999000.0,41466000.0,,1668953000.0,,,,209000.0,,77728000.0,1104000.0,153592000.0,1644000.0,23950000.0,-7879000.0,26511000.0,-9984000.0,,,1668953000.0,-3042000.0,-324000.0,,389780000.0,225285000.0,,7769000.0,205601000.0,198544000.0,,-293101000.0,102207000.0,,23549000.0,,39129000.0,1075000.0,,,,,,674929000.0,,417000.0,,29656000.0,802293000.0,-540000.0,637453000.0,0.0,,,,-866660000.0,9742000.0,66849000.0,113262000.0,307808000.0,,7165000.0,,,261732000.0,,460031000.0,460031000.0,,,-9984000.0,1105446000.0,236447000.0,143002000.0,,404734000.0,-293703000.0,,73193000.0,,36447000.0,4821000.0,115746000.0,246318000.0,48075000.0,,1105446000.0,37476000.0,,153592000.0,,247673000.0,868999000.0,360334000.0,,,26511000.0,35534000.0,,700712000.0,,,21739000.0,404734000.0,,3.7,-1254000.0,196148000.0,0.0,77362000.0,92726000.0,126208000.0,115746000.0,48075000.0,48075000.0,,236447000.0,22465000.0,,,225285000.0,,-656000.0,9742000.0,118420000.0,1580000.0,21739000.0,44967000.0,143002000.0,22465000.0,77362000.0,2396000.0,,-79762000.0,115746000.0,802293000.0,,,9023000.0,360658000.0,261732000.0,,153592000.0,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,115746000.0,418000.0,,,,,67817000.0,-3093000.0,,,,,,745611000.0,,,,-903704000.0,,113025000.0,113025000.0,,,7943000.0,,,,,,44967000.0,,,,,1.0,,,188000.0,,67353000.0,623000.0,,690000.0,17312000.0,-4641000.0,30034000.0,-10234000.0,,,1780041000.0,,,,,,,,-96716000.0,191707000.0,,,96428000.0,,-2721000.0,,0.0,,,,,,,,41749000.0,,,24452000.0,876337000.0,,,,,,,,,,105438000.0,-288000.0,,,,,280201000.0,1.04,503396000.0,,,,,,232587000.0,134541000.0,,,,,62729000.0,,38561000.0,,,,43365000.0,,1160353000.0,,,,,,927766000.0,,,,,38085000.0,,,43218000.0,,6462000.0,414742000.0,,,,179062000.0,0.0,,,,,43365000.0,43365000.0,,,,,37516000.0,241640000.0,,0.0,14034000.0,111709000.0,-4292000.0,,,,96118000.0,66991000.0,12645000.0,,-99772000.0,113025000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,113025000.0,846000.0,,,,,82651000.0,25366000.0,,,,,,2303606000.0,,,,-957034000.0,,57305000.0,57305000.0,,,29657000.0,,,,,,730399000.0,,,758000.0,,0.98,,,3771000.0,,92849000.0,-57210000.0,,6287000.0,18807000.0,-29511000.0,39510000.0,-18133000.0,,,3741041000.0,,,,,,,,-125074000.0,252458000.0,,,102778000.0,,-55720000.0,,104022000.0,,,,,,,,51967000.0,,,30174000.0,2784007000.0,,,,,,,,,,146869000.0,-22296000.0,,,,,1377802000.0,1.01,555873000.0,,,,,,342477000.0,316252000.0,,,,,77015000.0,,161640000.0,,,,52477000.0,,3997660000.0,,,,,,3655183000.0,,,,,54020000.0,,,53655000.0,,140777000.0,1694054000.0,,,,235046000.0,-1370000.0,,,,,52477000.0,52477000.0,572489000.0,,,,,643673000.0,,-17430000.0,24290000.0,142197000.0,,,,,208042000.0,171962000.0,17412000.0,,-101288000.0,57305000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,57305000.0,849000.0,,,,,100081000.0,-54476000.0,,,,,,2426941000.0,,,,-1032735000.0,,27473000.0,27473000.0,,,25462000.0,,,,,,716818000.0,,,,,0.76,,,3302000.0,,187593000.0,-120777000.0,,7625000.0,-3475000.0,1236000.0,61113000.0,-17125000.0,,,3858424000.0,,,,,,,,-178374000.0,404377000.0,,,218269000.0,,-29832000.0,,176639000.0,,,,,,,,82284000.0,,,36006000.0,2825689000.0,0.0,,,,,,,,,269648000.0,39895000.0,,,,,1193710000.0,0.78,619948000.0,,,,,,351746000.0,427854000.0,,,,,9643000.0,,122257000.0,,,,64075000.0,,4048505000.0,,,,,,3696759000.0,,,,,80388000.0,,,84840000.0,,154252000.0,1621564000.0,,,,300709000.0,-44000.0,,,,,64075000.0,64075000.0,438396000.0,,,,,633057000.0,,-167956000.0,32520000.0,113116000.0,,,,,250193000.0,190102000.0,103668000.0,,-127324000.0,27473000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,27473000.0,835000.0,862602000.0,,117223000.0,-54099000.0,265906000.0,26430000.0,,61647000.0,,,,2595453000.0,136395000.0,67000000.0,115746000.0,-1131848000.0,,61647000.0,61647000.0,,4.9,25454000.0,,,-142780000.0,38456000.0,,717391000.0,3751307000.0,64761000.0,,4095723000.0,,,,-4318000.0,,250210000.0,-84016000.0,328325000.0,1165000.0,80246000.0,13043000.0,81947000.0,-15781000.0,,,4095723000.0,-27293000.0,-631549000.0,,367971000.0,717790000.0,,-261380000.0,-231385000.0,270080000.0,,-497453000.0,287259000.0,,34174000.0,,136395000.0,7921000.0,,,,,,1118622000.0,,835000.0,,97498000.0,2963875000.0,0.0,967327000.0,-1516000.0,,,,-1131848000.0,34784000.0,112890000.0,340963000.0,55874000.0,,-19873000.0,,,1187464000.0,,788356000.0,788356000.0,,,-15781000.0,4180335000.0,429028000.0,397418000.0,,1584882000.0,-5773000.0,,10826000.0,,117223000.0,25454000.0,61647000.0,516455000.0,168408000.0,,4180335000.0,151295000.0,,328325000.0,352451000.0,599356000.0,3751307000.0,73185000.0,,,81947000.0,90753000.0,,2595453000.0,,,70041000.0,1584882000.0,,5.07,-2130000.0,373332000.0,-102000.0,179076000.0,188130000.0,263246000.0,61647000.0,168408000.0,168408000.0,352451000.0,429028000.0,66965000.0,,,717790000.0,,31634000.0,34784000.0,123122000.0,,70041000.0,717391000.0,397418000.0,66965000.0,179076000.0,-103252000.0,,-169069000.0,61647000.0,2963875000.0,,,15767000.0,704734000.0,1187464000.0,,328325000.0,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,61647000.0,837000.0,,,,,173694000.0,-6198000.0,,,,,,2710020000.0,,,,-1201390000.0,,50675000.0,50675000.0,,,23641000.0,,,,,,716988000.0,,,,,1.29,,,6490000.0,,157558000.0,-11024000.0,,2584000.0,46681000.0,898000.0,69093000.0,81000.0,,,4355898000.0,,,,,,,,-218963000.0,335250000.0,,,228015000.0,,-10972000.0,,115144000.0,,,,,,,,82633000.0,,,63543000.0,3154508000.0,-10281000.0,,,,,,,,,248186000.0,9052000.0,,,,,1220234000.0,1.33,891848000.0,,,,,,391667000.0,408229000.0,,,,,10885000.0,,106968000.0,,,,110151000.0,,4338483000.0,,,,,,3946816000.0,,,,,90628000.0,,,85242000.0,,75320000.0,1628463000.0,,,,282617000.0,0.0,,,,,110151000.0,110151000.0,351506000.0,,,,,761760000.0,,16407000.0,41100000.0,125059000.0,,,,,261003000.0,223992000.0,52633000.0,,-227963000.0,50675000.0,,-3327000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,50675000.0,838000.0,,,,,131958000.0,-8885000.0,,,,,,2792520000.0,,,,-1309202000.0,,5389000.0,5389000.0,,,16996000.0,,,,,,,,,,,0.98,,,1787000.0,,132164000.0,48993000.0,,62000.0,61636000.0,-2092000.0,52897000.0,114000.0,,,4667964000.0,,,,,,,,-327565000.0,313381000.0,,,233769000.0,,-45286000.0,,109401000.0,,,,,,,,82046000.0,,,49092000.0,3358762000.0,-735000.0,,,,,,,,,226937000.0,-93796000.0,,,,,1321634000.0,1.01,971376000.0,,,,,,328249000.0,341128000.0,,,,691432000.0,12086000.0,,118027000.0,,,,82866000.0,,4455282000.0,,,,,,4127033000.0,,,,,94773000.0,,,84861000.0,,76839000.0,1662762000.0,,,,257708000.0,53000000.0,,,,,82866000.0,82866000.0,403560000.0,,,,,800047000.0,,2391000.0,43754000.0,125544000.0,,,,,251005000.0,178830000.0,55673000.0,,-328048000.0,5389000.0,,-3334000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,5389000.0,839000.0,,,,,148704000.0,49717000.0,,,,,,2906685000.0,,,,-1409821000.0,,8084000.0,8084000.0,,,32642000.0,,,,,,,,,,,1.11,,,1388000.0,,130985000.0,-6276000.0,,69000.0,66285000.0,-26329000.0,53650000.0,20409000.0,,,4919267000.0,,,,,,,,-261157000.0,322882000.0,,,215352000.0,,2695000.0,,99594000.0,,,-4502000.0,,,,,82052000.0,,,54747000.0,3509446000.0,0.0,,,,,,,,,235889000.0,-45805000.0,,,,,1389773000.0,1.15,1062011000.0,,,,,,354221000.0,307397000.0,,,,691432000.0,13069000.0,,122436000.0,,,,93957000.0,,4603855000.0,,,,,,4249634000.0,,,,,104904000.0,,,84311000.0,,48756000.0,1697170000.0,,,,267088000.0,0.0,,,,,93957000.0,93957000.0,399613000.0,,,,,867724000.0,,20965000.0,46233000.0,136103000.0,,,,,256206000.0,154153000.0,55794000.0,,-206381000.0,8084000.0,,-3345000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,8084000.0,840000.0,903931000.0,,133687000.0,-56599000.0,89968000.0,-560000.0,,5048000.0,,,,2976143000.0,96184000.0,84090000.0,61647000.0,-1494317000.0,,5048000.0,5048000.0,,4.11,64356000.0,,,35461000.0,50531000.0,,,4412993000.0,82066000.0,,5170951000.0,,,,2246000.0,,73231000.0,43091000.0,345719000.0,1443000.0,45937000.0,-11800000.0,56241000.0,31081000.0,,,5170951000.0,-11812000.0,-1030791000.0,,534207000.0,921665000.0,,74784000.0,-223106000.0,295631000.0,,-1009802000.0,201283000.0,,-3036000.0,,96184000.0,5692000.0,,43214000.0,,,,1267144000.0,,840000.0,,31223000.0,3676634000.0,0.0,1041744000.0,0.0,,,691432000.0,-1494317000.0,39397000.0,220539000.0,179320000.0,-21823000.0,,-39323000.0,,,1499019000.0,,1117402000.0,1117402000.0,,,31081000.0,4829750000.0,416757000.0,354588000.0,,1853607000.0,34074000.0,691432000.0,12523000.0,-13358000.0,133687000.0,64356000.0,5048000.0,544324000.0,58745000.0,,4829750000.0,225400000.0,,345719000.0,443667000.0,507537000.0,4412993000.0,-152372000.0,,,56241000.0,106089000.0,,2976143000.0,,15261000.0,44927000.0,1853607000.0,,4.21,-11016000.0,234331000.0,0.0,202163000.0,198605000.0,396394000.0,5048000.0,58745000.0,58745000.0,443667000.0,416757000.0,306458000.0,,,921665000.0,,-3877000.0,39397000.0,161100000.0,,44927000.0,,354588000.0,306458000.0,202163000.0,61300000.0,,-247410000.0,5048000.0,3676634000.0,-3352000.0,,4158000.0,878419000.0,1499019000.0,,345719000.0,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,5048000.0,844000.0,,,,,101795000.0,-2303000.0,,,,,,3019473000.0,,,,-1598955000.0,,7351000.0,7351000.0,,,28785000.0,,,,,,,,,,,0.77,,,4074000.0,,104064000.0,70159000.0,,7524000.0,37167000.0,-28929000.0,49436000.0,8336000.0,,,5415210000.0,,,,,,,,-252371000.0,306875000.0,,,186469000.0,,2303000.0,,95670000.0,,,5261000.0,,,,,82222000.0,,,37167000.0,3816255000.0,,,,,,,,,,212948000.0,-65902000.0,,,,,1590753000.0,0.79,1178635000.0,,,,,,382761000.0,321449000.0,,,,691432000.0,15321000.0,,136622000.0,,,,64628000.0,,4931675000.0,,,,,,4548914000.0,,,,,108884000.0,,,84393000.0,,41227000.0,1912202000.0,,,,248625000.0,0.0,,,,,64628000.0,64628000.0,508720000.0,,,,,945411000.0,,-1462000.0,42001000.0,144561000.0,,,,,300147000.0,176343000.0,58250000.0,,-254325000.0,7351000.0,,-3365000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,7351000.0,844000.0,,,,,124646000.0,-16379000.0,,,,,,3096339000.0,,,,-1707429000.0,,19411000.0,19411000.0,,,35469000.0,,,,,,,,,,,0.93,,,5399000.0,,120795000.0,-29970000.0,,493000.0,45939000.0,21780000.0,52887000.0,13915000.0,,,5642049000.0,,,,,,,,-220858000.0,342084000.0,,,258086000.0,,12060000.0,,102572000.0,,,4997000.0,,,,,82282000.0,,,45939000.0,3934620000.0,,,,,,,,,,233592000.0,37228000.0,,,,,1619036000.0,0.96,1253973000.0,,,,,,397914000.0,355079000.0,,,,691432000.0,14556000.0,,133663000.0,,,,78707000.0,,5070454000.0,,,,,,4672540000.0,,,,,112797000.0,,,84836000.0,,46488000.0,1974115000.0,,,,277049000.0,-6098000.0,,,,,78707000.0,78707000.0,487540000.0,,,,,997833000.0,,3685000.0,40358000.0,156254000.0,,,,,294717000.0,199620000.0,65035000.0,,-216056000.0,19411000.0,,-3382000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,19411000.0,836000.0,,,,,115546000.0,10706000.0,,,,,,3135684000.0,,,,-1820727000.0,,23000.0,23000.0,,,49135000.0,,,,,,,,,,,0.87,,,4284000.0,,116447000.0,-112000.0,,880000.0,42390000.0,13361000.0,42027000.0,13849000.0,,,5902832000.0,,,,,,,,-280262000.0,343753000.0,,,248614000.0,,-19388000.0,,103029000.0,,,4924000.0,,,,,81568000.0,,,42390000.0,4082105000.0,-36643000.0,,,,,,,,,234081000.0,-31648000.0,,,,,1705928000.0,0.9,1323815000.0,,,,,,393436000.0,372349000.0,,,,691432000.0,13722000.0,,134228000.0,,,,73156000.0,,5213961000.0,,,,,,4820525000.0,,,,,117634000.0,,,84025000.0,,46988000.0,2078277000.0,,,,274067000.0,-1000.0,,,,,73156000.0,73156000.0,526349000.0,,,,,1045351000.0,,-2799000.0,36750000.0,157620000.0,,,,,292218000.0,227293000.0,69686000.0,,-267890000.0,23000.0,,-3348000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,23000.0,836000.0,998445000.0,,115554000.0,118002000.0,202638000.0,-8583000.0,,137441000.0,,,,3259287000.0,131513000.0,84632000.0,5048000.0,-1988492000.0,,137441000.0,123050000.0,,4.09,76470000.0,,,15412000.0,66669000.0,,,4798217000.0,81819000.0,,6050808000.0,,,,4529000.0,,191752000.0,-41359000.0,346469000.0,989000.0,42011000.0,2798000.0,52671000.0,7626000.0,,,6050808000.0,-32180000.0,-1021456000.0,,636126000.0,1076223000.0,,-1282000.0,-267965000.0,438454000.0,,-875396000.0,301511000.0,,123027000.0,,131513000.0,18286000.0,,4527000.0,,,-16000000.0,1431166000.0,,836000.0,,72660000.0,4062316000.0,0.0,1172780000.0,-6113000.0,,,691432000.0,-1988492000.0,29642000.0,167507000.0,314228000.0,33546000.0,,9010000.0,14391000.0,,1678936000.0,,1448763000.0,1448763000.0,,,7626000.0,5362794000.0,564577000.0,424571000.0,,2103507000.0,-16559000.0,691432000.0,23070000.0,-13429000.0,115554000.0,76470000.0,123050000.0,544625000.0,129978000.0,,5362794000.0,258386000.0,,346469000.0,487159000.0,536654000.0,4798217000.0,-26776000.0,,,52671000.0,122476000.0,,3259287000.0,,19709000.0,44469000.0,2103507000.0,,4.23,-42266000.0,373039000.0,-14000.0,240387000.0,198156000.0,461791000.0,123050000.0,129978000.0,129978000.0,487159000.0,564577000.0,315327000.0,,,1076223000.0,,19584000.0,29642000.0,181287000.0,,44469000.0,,424571000.0,315327000.0,240387000.0,65415000.0,14391000.0,-137125000.0,123050000.0,4062316000.0,-3334000.0,1424000.0,9886000.0,994680000.0,1678936000.0,,346469000.0,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,123050000.0,839000.0,,,,,233416000.0,-8994000.0,,,,,,3398042000.0,,,,-2060047000.0,,156651000.0,147287000.0,,,10489000.0,,,,,,,,,,,1.76,,5000000.0,3814000.0,,235616000.0,-2837000.0,,2116000.0,55663000.0,-19455000.0,72294000.0,-4328000.0,,,6307898000.0,,,,,,,,-284281000.0,477076000.0,,,315245000.0,,24237000.0,,152247000.0,,,3869000.0,,,,,81286000.0,,,83581000.0,4247851000.0,,,,,,,,,,361172000.0,30964000.0,,,9364000.0,,1741201000.0,1.84,1593627000.0,,,,,,564704000.0,459205000.0,,,,691432000.0,13859000.0,,132310000.0,,,,149835000.0,,5598448000.0,,,,,,5033744000.0,,,,,125556000.0,,,85200000.0,,94461000.0,2200406000.0,,,,406674000.0,0.0,,,,,149835000.0,149835000.0,486968000.0,,,,,1121923000.0,,-1207000.0,40785000.0,171058000.0,,,,,355976000.0,234664000.0,70402000.0,,-288171000.0,147287000.0,,-4953000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,147287000.0,840000.0,,,,,355772000.0,8994000.0,,,,,,3621265000.0,,,,-2060047000.0,,176194000.0,168801000.0,,,5679000.0,,,,,,,,,,,2.68,,2061000.0,3095000.0,,355032000.0,5774000.0,,10845000.0,68799000.0,-53326000.0,107697000.0,-10498000.0,,,6556788000.0,,,,,,,,-377872000.0,616383000.0,,,382307000.0,,21514000.0,,201374000.0,,,4228000.0,,,,,81474000.0,,,126464000.0,4496741000.0,,,,,,,,,,488233000.0,4435000.0,,,7393000.0,,1802106000.0,2.81,1817902000.0,,,,,,695253000.0,545901000.0,,,,691432000.0,16327000.0,,136959000.0,,,,229308000.0,,5969272000.0,,,,,,5274019000.0,,,,,133201000.0,,,85589000.0,,85846000.0,2348007000.0,,,,544309000.0,-50000.0,,,,,229308000.0,229308000.0,486778000.0,,,,,1178369000.0,,1783000.0,74874000.0,189277000.0,,,,,418464000.0,236830000.0,72074000.0,,-366567000.0,168801000.0,,-5021000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,168801000.0,842000.0,,,,,-367855000.0,-43253000.0,,,,,,3403424000.0,,,,-1988492000.0,,206516000.0,201383000.0,,,14211000.0,,,,,,,,,,,-2.85,,2227000.0,7795000.0,,285116000.0,-5063000.0,,-30000.0,-162794000.0,28982000.0,62793000.0,4167000.0,,,6120900000.0,,,,,,,,-364566000.0,576549000.0,,,443157000.0,,32582000.0,,160063000.0,,,661915000.0,,,,,81572000.0,,,-135726000.0,4132408000.0,,,,,,,,,,432548000.0,78591000.0,,,5133000.0,,1648494000.0,-2.85,1580728000.0,,,,,,674331000.0,527122000.0,,,,691432000.0,15168000.0,,133958000.0,,,,-232129000.0,,5579040000.0,,,,,,4904709000.0,,,,,147432000.0,,,81572000.0,,80869000.0,2175616000.0,,,,498684000.0,0.0,,,,,-232129000.0,-232129000.0,486587000.0,,,,,1027949000.0,,-1322033000.0,112972000.0,213568000.0,,,,,336089000.0,304266000.0,77865000.0,,-405512000.0,201383000.0,,-5033000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,-105708000.0,201383000.0,841000.0,-850830000.0,,255122000.0,-121837000.0,-1651631000.0,82388000.0,,3715000.0,,,,2349365000.0,0.0,81478000.0,123050000.0,-4776617000.0,,3715000.0,1213000.0,,-11.07,63148000.0,,,-2231091000.0,54590000.0,,,3649989000.0,81478000.0,,7637718000.0,,,1391000.0,-14007000.0,,-65015000.0,109519000.0,-901685000.0,210000.0,-556470000.0,-31932000.0,101157000.0,-955000.0,,,7704738000.0,-155222000.0,-1646532000.0,,858917000.0,499634000.0,,107393000.0,-619813000.0,300339000.0,,-1596718000.0,226779000.0,,-200170000.0,,0.0,32064000.0,,-530682000.0,,,0.0,1970347000.0,,841000.0,,-602932000.0,2928121000.0,,1669666000.0,-158000.0,,10090000.0,691432000.0,-4709597000.0,186062000.0,-594802000.0,-2154319000.0,-393034000.0,,-75731000.0,2502000.0,,1345979000.0,,526998000.0,526998000.0,,,-955000.0,4164933000.0,514944000.0,469589000.0,,1815568000.0,39135000.0,691432000.0,9321000.0,-20040000.0,255122000.0,249210000.0,1213000.0,-1430298000.0,-1048699000.0,,4164933000.0,300681000.0,,-901685000.0,591223000.0,810749000.0,3649989000.0,-279044000.0,,,101157000.0,,,2349365000.0,,139330000.0,30436000.0,1815568000.0,,-11.07,0.0,219999000.0,-108000.0,263994000.0,-528613000.0,,1213000.0,-1048699000.0,-1048699000.0,591223000.0,514944000.0,259082000.0,,,499634000.0,,-909549000.0,186062000.0,285014000.0,,30436000.0,,469589000.0,259082000.0,263994000.0,80340000.0,2502000.0,-536468000.0,1213000.0,2928121000.0,-5033000.0,10679000.0,13141000.0,1367488000.0,1345979000.0,,-901685000.0,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,1213000.0,842000.0,,,,,-779061000.0,3824000.0,,,,,,1854033000.0,,,,-5591584000.0,,4568000.0,2958000.0,,,60604000.0,,,,,,,,,,,-6.05,,923000.0,8267000.0,,19730000.0,119958000.0,,0.0,-269752000.0,-50665000.0,35579000.0,-720000.0,,,7779649000.0,,,,,,,,-205516000.0,209179000.0,,,82556000.0,,1745000.0,,0.0,,,14013000.0,,,,,83948000.0,,,-284961000.0,2188065000.0,,,,2257000.0,,,,,,-681128000.0,-122960000.0,,,1610000.0,,1208359000.0,-6.05,11128000.0,,,,,,451834000.0,298168000.0,,,,691432000.0,10019000.0,,260540000.0,,,,-494100000.0,,3360560000.0,,,,,,2908726000.0,,,,,,,,83948000.0,,29229000.0,1506527000.0,,,,144950000.0,-2000.0,,,,,-494100000.0,-494100000.0,712672000.0,,,,,235147000.0,,-796037000.0,208027000.0,125220000.0,,,,,,178230000.0,64229000.0,,-200769000.0,2958000.0,,-5040000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
