date,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,annualDilutedAverageShares,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOperatingIncome,annualNetOtherInvestingChanges,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyGoodwill,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,quarterlyTotalAssets,annualTotalAssets,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,trailingTotalRevenue,annualOtherCurrentAssets,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualCostOfRevenue,quarterlyDilutedEPS,annualLongTermDebt,annualNetIncome,annualAccountsPayable,trailingInvestingCashFlow,annualDilutedEPS,trailingOperatingIncome,trailingEndCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherNonCashItems,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualOtherNonCurrentAssets,annualOperatingCashFlow,trailingNetOtherInvestingChanges,annualNetPPE,annualOtherIntangibleAssets,annualCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyBasicEPS,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualSellingGeneralAndAdministration,quarterlyCurrentDebt,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingCashDividendsPaid,trailingBeginningCashPosition,annualGoodwill,annualInterestExpense,trailingNetIncome,annualStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,trailingCostOfRevenue,quarterlyTaxProvision,annualChangesInAccountReceivables,annualCapitalStock,annualBasicEPS,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualGrossProfit,annualInventory,annualAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyEbitda,annualDeferredIncomeTax,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,trailingBasicEPS,annualRetainedEarnings,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlyCurrentAccruedExpenses,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1997-12-31,143644000.0,,-17277000.0,0.0,-13547000.0,34007716.0,,-347000000.0,7786000.0,-1261000.0,752522000.0,,,,,1723000000.0,,2000.0,1268000.0,18000000.0,,149619000.0,,3408000.0,33301000000.0,0.0,0.0,,740042000.0,,0.0,2140000.0,86415000.0,-1996000000.0,0.06,2930000000.0,679000000.0,,,,205000000.0,,34007716.0,,,,,,1103000.0,5975000.0,,,1165000.0,2000.0,,,,3194000000.0,,,,,115427000.0,3092000000.0,96319000.0,,,,30234000.0,,,,1806000.0,-12869000.0,-45000000.0,32386000.0,,113410000.0,2140000.0,,-359000000.0,,-21000000.0,8951000.0,,,,,30234000.0,2773000000.0,3239000000.0,,,-402000.0,2000.0,,0.0,415000000.0,,14321000.0,,404000.0,,679000000.0,36289000.0,,0.0,,34192000.0,-1369000000.0,639000000.0,,,3529000.0,,574000000.0,-446000000.0,,,,-582000000.0,4694000.0,0.0,2989000000.0,25000000.0,309000000.0,,,,101000000.0,-678000.0,51000000.0,309000000.0,,2140000.0,,,,-16450000.0,,-1854000.0,72000000.0,-1157000000.0,29000000.0,,4516000.0,2982000000.0,,,,30062000000.0,,,,0.06,,,,,-3679000.0,12480000.0,18909000.0,-3903000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,332600000.0,,3000000.0,244700000.0,5500000.0,94185432.0,,,5500000.0,-200000.0,176400000.0,,,,,,,0.0,,,,610200000.0,,,,1200000.0,,,168900000.0,,175000000.0,4200000.0,135700000.0,,0.27,,,,,,,,94185432.0,,,,,,,277600000.0,,,1200000.0,5500000.0,,,,,,,,,166900000.0,,,,,,175100000.0,,,,65300000.0,8400000.0,,378000000.0,,157500000.0,4200000.0,,,,,6700000.0,,,,,100000.0,,,,,5500000.0,5500000.0,,21800000.0,,,200000.0,,0.0,,,378800000.0,,,,443300000.0,,,,,800000.0,,,,,,,,2000000.0,,,,,,,,,-2900000.0,,,,4200000.0,,,,-14800000.0,,-3100000.0,,,,,1400000.0,,,,,,,,,0.27,,,,,-244500000.0,7500000.0,37700000.0,-800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,181200000.0,,,,,1500000.0,,,,,,169100000.0,187000000.0,2200000.0,,,,,,633300000.0,,11300000.0,,,,,446300000.0,,0.185,,,,,,,,200000.0,2800000.0,,,350300000.0,,67800000.0,,,,,,,-100000.0,19900000.0,,,61081081.0,11300000.0,11300000.0,,181000000.0,-3400000.0,0.0,24600000.0,,,,-300000.0,13100000.0,,,,-5900000.0,435900000.0,,,,,,,,,,5500000.0,,,,,,5000000.0,,,,0.185,283000000.0,,,-600000.0,,,,,-3200000.0,,700000.0,,,,,700000.0,,,,700000.0,3200000.0,,4100000.0,,,-10000000.0,151400000.0,,,,,,,,,455800000.0,4300000.0,,,,,381700000.0,,,14900000.0,-2800000.0,,-5700000.0,,,,,,,,,13600000.0,378500000.0,,,,,,,200000.0,,-4800000.0,,,,,61081081.0,17700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,290700000.0,,,,,9200000.0,,,,,,409600000.0,413300000.0,5800000.0,,,,,,1006800000.0,,12100000.0,,,,,593500000.0,,0.19,,,,,,,,1300000.0,3900000.0,,,700300000.0,,90000000.0,,,,,,,5500000.0,26200000.0,,,63684211.0,12100000.0,12100000.0,,289400000.0,-143400000.0,12100000.0,55700000.0,,,,-100000.0,-14300000.0,,,,-13800000.0,836300000.0,,,,,,,,,,0.0,,,,,,9600000.0,,,,0.19,306500000.0,,,-141600000.0,,,,,-6400000.0,,2100000.0,,,,,12100000.0,,,,12100000.0,4700000.0,,22700000.0,,,-4800000.0,370500000.0,,,,,,,,,862500000.0,11200000.0,,,,,509900000.0,,,16600000.0,-2000000.0,,143700000.0,,,,,,,,,16400000.0,503500000.0,,,,,,,0.0,,11400000.0,,,,,63684211.0,20500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,335100000.0,,,,,-190300000.0,,,,,,507500000.0,522200000.0,7300000.0,,,,,,1148300000.0,,12100000.0,,,,,626100000.0,,0.19,,,,,,,,11900000.0,4700000.0,,,842600000.0,,83100000.0,,,,,,,-9100000.0,33300000.0,,,63684211.0,12100000.0,12100000.0,,323200000.0,-34300000.0,3200000.0,92200000.0,,,,-2900000.0,-36500000.0,,,,-14900000.0,1227500000.0,,,,,,,,302400000.0,,12100000.0,,,,,,12000000.0,,,,0.19,305700000.0,,,142000000.0,,,,,-10500000.0,,3000000.0,,,,,3200000.0,,,,3200000.0,6600000.0,,30900000.0,,,-32800000.0,447900000.0,,,,,,,,3300000.0,1260800000.0,-14000000.0,,,,,553500000.0,,,21300000.0,-176300000.0,,39300000.0,,,,,,,,,28700000.0,543000000.0,,,,,,,,300000.0,-8900000.0,,,,,63684211.0,26000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,1030000000.0,392500000.0,-5700000.0,76500000.0,-295900000.0,63266000.0,-116300000.0,,70800000.0,-100000.0,4701900000.0,-300000.0,637500000.0,739000000.0,7000000.0,,,53800000.0,,109400000.0,1223000000.0,1223000000.0,-138800000.0,,,103600000.0,-51700000.0,484000000.0,4591600000.0,,373500000.0,-103300000.0,485400000.0,,-1.605,,,19000000.0,5900000.0,,,1030000000.0,63266000.0,40700000.0,,,,,,193000000.0,21400000.0,31000000.0,17300000.0,53800000.0,,-137300000.0,-138800000.0,,373500000.0,-5000000.0,53800000.0,72700000.0,739000000.0,,,-149100000.0,72500000.0,,392500000.0,,-17100000.0,2091900000.0,40700000.0,-106200000.0,,443300000.0,,637500000.0,-103300000.0,193300000.0,,3200000.0,,88100000.0,,,,12900000.0,19000000.0,,,,193000000.0,48300000.0,53800000.0,100000.0,42700000.0,,,340500000.0,-11600000.0,5500000.0,103600000.0,,454900000.0,,-152400000.0,53800000.0,484000000.0,,,53800000.0,6600000.0,22200000.0,109400000.0,,,41900000.0,485400000.0,,,39500000.0,,,,,-300000.0,2122900000.0,-107700000.0,,-189700000.0,,,454900000.0,-101800000.0,,18100000.0,-8600000.0,34800000.0,163200000.0,-186100000.0,,,,,21100000.0,,,42700000.0,443300000.0,,,,193300000.0,-1.605,,,51200000.0,50600000.0,17700000.0,110300000.0,72700000.0,-11600000.0,,24000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,285616000.0,,,,,-30543000.0,,,,,,509022000.0,562936000.0,8626000.0,,,,,,1036713000.0,,60155000.0,,,,,473777000.0,,0.855,,,,,,,,12516000.0,10138000.0,,,794638000.0,,32979000.0,,,,,,,-14229000.0,36552000.0,,,68772000.0,64300000.0,60155000.0,,273100000.0,216902000.0,7193000.0,52848000.0,,,,48188000.0,-18163000.0,,,502895000.0,-11184000.0,962767000.0,,,,,,,,241278000.0,,53768000.0,,,,,,18764000.0,,,,0.855,242075000.0,,,0.0,,,,,-14774000.0,,0.0,,,,,7193000.0,,,,7193000.0,9158000.0,,,,,-47489000.0,480559000.0,,,,,,,,797000.0,999319000.0,-28345000.0,,,,,455572000.0,,,17788000.0,-2198000.0,,-235132000.0,,,,,,,,,28463000.0,440798000.0,,,,,,,-2961000.0,,-46575000.0,,,,,68772000.0,27926000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,276821000.0,,,,,18587000.0,,,,,,310141000.0,350003000.0,7949000.0,,,,,,819309000.0,,6061000.0,,,,,469306000.0,,0.085,,,,,,,,9571000.0,4661000.0,,,586962000.0,,29289000.0,,,,,,,-10300000.0,32774000.0,,,68772000.0,17063000.0,6061000.0,,267250000.0,1409000.0,1600000.0,32333000.0,,,,0.0,20656000.0,,,316070000.0,-15789000.0,706193000.0,,,,,,,,231679000.0,,7193000.0,,,,,,12610000.0,,,,0.085,232347000.0,,,0.0,,,,,-18368000.0,,0.0,,,,,1600000.0,,,,1600000.0,6150000.0,,3000000.0,,,3542000.0,282478000.0,,,,,,,,668000.0,738967000.0,21937000.0,,,,,458385000.0,,,20164000.0,-3350000.0,,-28939000.0,,,,,,,,,24663000.0,440017000.0,,,,,,,7673000.0,,-5593000.0,,,,,68772000.0,24825000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,293600000.0,,,,,-3021000.0,,,,,,370536000.0,408470000.0,9911000.0,,,,,,886841000.0,,4516000.0,,,,,478371000.0,,0.065,,,,,,,,1600000.0,5349000.0,,,664136000.0,,39530000.0,,,,,,,-761000.0,32560000.0,,,68772000.0,4516000.0,4516000.0,,292000000.0,-1939000.0,3272000.0,22287000.0,,,,-6600000.0,10046000.0,,,382911000.0,-16296000.0,724366000.0,,,,,,,,220134000.0,,1600000.0,,,,,,15260000.0,,,,0.065,222705000.0,,,0.0,,,,,-23641000.0,,0.0,,,,,3272000.0,,,,3272000.0,6478000.0,,,,,-13078000.0,346634000.0,,,,,,,,2571000.0,756926000.0,-1082000.0,,,,,462482000.0,,,17300000.0,-1939000.0,,4693000.0,,,,,,,,,23902000.0,438841000.0,,,,,,,2131000.0,,1672000.0,,,,,68772000.0,22649000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,671802000.0,321009000.0,-100011000.0,,-46114000.0,68772000.0,-31137000.0,,69339000.0,-657000.0,6641187000.0,3200000.0,350793000.0,397904000.0,14335000.0,,,3426000.0,,1300000.0,885801000.0,885801000.0,6770000.0,,,0.0,-59565000.0,487897000.0,6506504000.0,,320000000.0,77502000.0,328542000.0,,1.1,,,1009000.0,4375000.0,,,671802000.0,68772000.0,47252000.0,,,,,7663000.0,213999000.0,18542000.0,32797000.0,24523000.0,3426000.0,,6770000.0,6770000.0,,320000000.0,-5371000.0,3426000.0,46780000.0,397904000.0,,347698000.0,-363000.0,-24493000.0,,321009000.0,347698000.0,-16296000.0,4113178000.0,47252000.0,-33511000.0,,440645000.0,,350793000.0,77502000.0,210799000.0,,3272000.0,,93862000.0,,,,18710000.0,1009000.0,,,,213999000.0,-50342000.0,3426000.0,-657000.0,20951000.0,,,-227832000.0,-26974000.0,53768000.0,0.0,,467619000.0,,41225000.0,3426000.0,487897000.0,,,3426000.0,6905000.0,40821000.0,1300000.0,,,-42986000.0,328542000.0,,,65344000.0,,,,,3200000.0,4145975000.0,-26021000.0,,-12603000.0,,,467619000.0,92649000.0,,14087000.0,-5116000.0,-11954000.0,31546000.0,211001000.0,,,,,28691000.0,,,20951000.0,440645000.0,,,,210799000.0,1.1,,820000.0,,154000.0,-6748000.0,134683000.0,46780000.0,-26974000.0,,18462000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
