date,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,annualBasicAverageShares,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyCurrentAssets,annualTotalAssets,quarterlyCurrentLiabilities,trailingPretaxIncome,trailingCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlyGoodwill,annualRetainedEarnings,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualOperatingIncome,annualCurrentDebt,annualEndCashPosition,annualPretaxIncome,annualNetIncome,annualNonCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualCashDividendsPaid,annualFreeCashFlow,trailingTaxProvision,quarterlyDilutedAverageShares,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualIncomeTaxPayable,annualBasicEPS,quarterlyPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualDilutedAverageShares,quarterlyInterestExpense,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyBasicEPS,annualCurrentAccruedExpenses,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCurrentAssets,quarterlyCashDividendsPaid,quarterlyOperatingExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyAccountsReceivable,annualNetPPE,annualDilutedEPS,annualNetIncomeCommonStockholders,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualEbitda,annualRepaymentOfDebt,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,trailingGrossProfit,quarterlyBasicAverageShares,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCapitalStock,quarterlySaleOfInvestment,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyCurrentDebt,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,trailingOtherNonCashItems,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingSellingGeneralAndAdministration,annualCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,annualChangeInInventory,trailingNetOtherFinancingCharges,quarterlyOperatingCashFlow,annualInvestingCashFlow,trailingDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCapitalExpenditure,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyDilutedEPS,annualTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,trailingCashDividendsPaid,trailingOperatingExpense,annualInterestExpense,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyNetPPE,annualAccumulatedDepreciation,annualGoodwill,quarterlyRetainedEarnings,quarterlyTaxProvision,annualNetOtherFinancingCharges,annualDeferredIncomeTax,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualInventory,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyChangeInAccountPayable,trailingInterestExpense,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingBasicEPS,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingStockBasedCompensation,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyOtherShortTermInvestments
1970-01-01 00:00:00.883526400,,-8000000.0,,,-26000000.0,,,158855000.0,,2440000000.0,,7842300000.0,,3146000000.0,26000000.0,79000000.0,1343000000.0,5001900000.0,647900000.0,,680500000.0,7792000000.0,,1375900000.0,,570300000.0,802100000.0,25000000.0,462000000.0,638100000.0,468900000.0,498100000.0,,3124000000.0,,-722300000.0,-114900000.0,706000000.0,,,133000000.0,,2.951748,,1227600000.0,-1803000000.0,,294300000.0,158855000.0,,249900000.0,,,,165000000.0,2840400000.0,-1134000000.0,,,,171600000.0,,,,,,,,2990000000.0,402000000.0,,,1220700000.0,,,,,,280300000.0,,,,6176300000.0,2.951748,468900000.0,748000000.0,3503700000.0,,1498200000.0,305200000.0,,1052000000.0,-16900000.0,,-500000000.0,,,,152600000.0,4317000000.0,,2440000000.0,217700000.0,,244300000.0,,-1647000000.0,,,470000000.0,-1111000000.0,,,-44200000.0,72000000.0,6176300000.0,,,6621600000.0,616600000.0,,706000000.0,,,468900000.0,2440000000.0,,,,,,,143000000.0,,-174000000.0,2914700000.0,759700000.0,1193000000.0,432900000.0,,,-12000000.0,,-240900000.0,181000000.0,,,-862900000.0,,-25900000.0,,1804500000.0,,3716800000.0,,,61000000.0,-412000000.0,1193000000.0,119800000.0,,3475000000.0,,,,,,,1164500000.0,203800000.0,,,173000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.915062400,51900000.0,,,,,,,158400000.0,,,,8364100000.0,,,,95300000.0,,5129700000.0,-950900000.0,,1042900000.0,,,1489200000.0,,49500000.0,736000000.0,20200000.0,49500000.0,599100000.0,362400000.0,474700000.0,,,,0.0,608200000.0,,,,,,2.287879,,1389200000.0,,,-195000000.0,158400000.0,,304900000.0,,,,180500000.0,3234400000.0,,,,,236700000.0,,,,,,,,,458700000.0,,,753200000.0,,,,,,395000000.0,,,,7035400000.0,2.287879,362400000.0,679900000.0,3617500000.0,,1512200000.0,215200000.0,,1040900000.0,-25700000.0,,,,,,0.0,,,,-412500000.0,,462000000.0,,,,,,,,,-18400000.0,,7035400000.0,,,7610900000.0,591600000.0,,,,,362400000.0,,,,,,,,,,,2780500000.0,881100000.0,,-100100000.0,,,,,-992300000.0,,,,-71700000.0,,-35100000.0,,1812500000.0,,3516500000.0,,,,,,118500000.0,,,,,,,,,-74700000.0,155700000.0,,,194600000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.946598400,-41900000.0,,,,,,,347200000.0,,,,8764600000.0,,,,67800000.0,,5626600000.0,-790400000.0,,959800000.0,,,1646000000.0,,54700000.0,261700000.0,15600000.0,40000000.0,98900000.0,66900000.0,458300000.0,,,,-150000000.0,406100000.0,,,,,,0.192684,,1134800000.0,,,316100000.0,347200000.0,,315800000.0,,,,139300000.0,3138000000.0,,,,,32000000.0,,,,,,,,,503800000.0,,,793400000.0,,,,,,360300000.0,,,,7471600000.0,0.192684,66900000.0,672900000.0,4365200000.0,,1261400000.0,529300000.0,,577500000.0,-20100000.0,,,,,,0.0,,,,-9500000.0,,49500000.0,,,,,,,,,-26200000.0,,7471600000.0,,,7971200000.0,,,,,,66900000.0,,,,,,,,,,,3234700000.0,904000000.0,,393200000.0,,,,,-1075600000.0,,,,-266800000.0,,-26300000.0,,1812500000.0,,3496400000.0,,,,,,136600000.0,,,,,,,,,328300000.0,16000000.0,,,176100000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,-1000000.0,,,,,,,347200000.0,,,,8808200000.0,,,,84300000.0,,5245400000.0,22600000.0,,1366600000.0,,,2276300000.0,,120300000.0,845200000.0,3100000.0,120300000.0,655100000.0,532300000.0,64900000.0,,,,-180500000.0,90500000.0,,,,,,1.533122,,1023500000.0,,,-299300000.0,347200000.0,,333000000.0,,,,105200000.0,3562800000.0,,,,,122800000.0,,,,,,,,,495300000.0,,,829400000.0,,,,,,484300000.0,,,,7389300000.0,1.533122,532300000.0,676600000.0,4060700000.0,,1184700000.0,50000000.0,,1178200000.0,-900000.0,,,,,,0.0,,,,80300000.0,,40000000.0,,,,,,,,,-23100000.0,,7389300000.0,,,7978800000.0,,,,,,532300000.0,,,,,,,,,,,2809900000.0,937700000.0,,-59400000.0,,,,,-536900000.0,,,,-586100000.0,,-11300000.0,,1812500000.0,,3655100000.0,,,,,,167000000.0,,,,,,,,,-477800000.0,111600000.0,,,131000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.001808000,,,,,,5442639931.1,118425369.9,,8493058007.8,,1144407346.2,,1157621536.7,,,,,,,,,,,,,,,,,,,,136244385.9,,9637465354.0,,,,158300000.0,,,,,,,,776218768.7,,,50953223.5,,,,,,,,-14414762.5,116022646.2,780722493.4,,6600261467.8,806250445.4,136244385.9,,136244385.9,0.860779,,,,1035191627.3,3631229535.1,,,551181025.5,,,,,,,559490247.5,,,,,,,,,3037203886.2,,,,,,,,,,158300000.0,,,105511322.4,,105511322.4,,,287102576.5,,,,114621452.3,,,,1113674282.7,,,,6806927.3,,,,,,472898992.0,899147863.3,229541467.9,,,1040698461.5,,,,,,,,7686807562.4,,,,,,,,,,,,,0.860779,,110116147.9,,,,,,,,149458576.4,7686807562.4,,,1517500892.2,13214190.5,,,315131193.6,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,4200000.0,,178314190.5,,,5524900000.0,2084983587.2,158455598.0,8637500000.0,,1215500000.0,9853000000.0,1190600000.0,,,125500000.0,,6715500000.0,7600000.0,,1606800000.0,,,3709000000.0,2530253626.2,-1557573.5,-1671936951.4,38200000.0,556900000.0,547000000.0,410400000.0,,110784619.8,,9853000000.0,-150000000.0,165100000.0,,,101107310.6,,,2.59,,1028800000.0,,0.0,-205905635.4,158455598.0,66449165.7,377400000.0,94900000.0,287903716.0,,94900000.0,3137500000.0,,-51063594.3,102300000.0,-1137184704.0,136600000.0,6715500000.0,607100000.0,110784619.8,558457573.5,110784619.8,,,,464100000.0,1095500000.0,3709000000.0,1215500000.0,158383.5,1114964999.5,,556900000.0,-194382755.5,607100000.0,1600000.0,3810368.1,464100000.0,7935500000.0,2.59,410400000.0,758500000.0,5524900000.0,5314082.7,1190600000.0,0.0,3137500000.0,-1294536951.4,-1221200000.0,105511322.4,,558457573.5,,31826279.2,0.0,,,,436600000.0,558457573.5,120300000.0,558457573.5,,-1216994838.6,-1557573.5,,,,125500000.0,-101716674.8,,12012065491.7,1114100000.0,1407644.4,8637500000.0,,38200000.0,,,,410400000.0,,,947798883.2,-2252149703.5,,73272382.5,1028800000.0,,46306785.7,,2840283325.2,1095500000.0,,267700000.0,12012065491.7,28779692.7,,398320501.5,-589600000.0,,247579361.1,-4076565491.7,-593400000.0,-220006311.0,-7610368.1,-502418484.8,1114100000.0,,3698600000.0,0.0,,,,,209600000.0,31287480.0,,168001535.4,7935500000.0,-4076565491.7,,1606800000.0,57216915.6,-758300000.0,134800000.0,-2151042392.9,,102300000.0,451515527.4,1168346373.8,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.017532800,,,-27836539.2,,,5112802311.0,612178911.0,,8489592447.6,,1239676852.8,,1525736859.0,,,,,,,,,,,,,,,,,,,,136574217.0,,9729269300.4,,,,159500000.0,93720177.6,,,,,,,716813220.0,,,64382367.0,,,1595.4,,,,,-16421452.2,121855056.6,264335444.4,,6638539170.0,573227220.0,136574217.0,,136574217.0,0.740585,,,,1077269919.0,3318719172.0,,-20226481.2,88211261.4,,502739257.2,-62879500.2,,,,523666119.0,,,,,,,,,3090730130.4,,,557608254.0,,,,-3503498.4,,,158400000.0,,,502739257.2,,502739257.2,,-4605919.8,91416420.0,,,,123456838.2,,,,0.0,901401.0,,,453776431.2,,,400445.4,,,,876514355.4,176124183.0,,-98724947.4,1020497610.0,,-43654930.2,,,,,,11986741155.6,,,32440863.6,,,-24430360.2,-4070375928.0,,-60277402.8,,128262183.0,,0.740585,,51462817.8,,,,,,,,95321959.2,7916365227.6,,,1559883205.2,-41252257.8,,,269844360.6,,,-54868996.8,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.025395200,,,57745037.7,,,4620766441.1,620953052.0,,8502954945.1,,998924078.2,,1630918864.2,,,,,,,,,,,,,,,,,,,,169314192.5,,9501879023.3,,,,159500000.0,-5498852.2,,,,,,,682376119.4,,,62025343.8,,,-188094154.3,,,,,63330276.0,125655237.1,304906990.2,,6251685305.3,596665799.9,169314192.5,,169314192.5,1.06387,,,,1122673627.6,2815716694.1,,-47115.8,85109564.0,,321767687.6,-80942887.4,,,,459466931.8,,,,,,,,,3250193718.0,,,502739257.2,,,,4005395.4,,,158400000.0,,,321767687.6,,321767687.6,,-395646291.4,92034221.7,,,,125956375.3,,,,0.0,,,,621655707.8,,,502969.2,,,,925860042.2,219797426.2,,96817738.8,961488645.6,,93134369.9,,,,,,11986293507.7,,,141791919.5,,,-188141270.1,-4080004362.5,,-84046881.8,,-25989262.5,,1.06387,,47774510.8,,,,,,,,221102358.4,7906289145.2,,,1712614007.7,51788165.9,,,304906990.2,,,-127292238.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,,,-5125709.7,,,4770087260.4,125712694.8,,8657987184.0,,857504478.6,,1466781346.8,,,,,,,,,,479566949.4,,,,,,,,,,65254681.8,,9515491662.6,,,,159000000.0,186387963.4,,,,,,,666936824.4,,,58559331.6,,,-190935817.7,,,,,-53562801.6,122215123.8,790950699.0,,6236868607.2,602881309.8,65254681.8,,65254681.8,0.409715,,,,1169287950.6,2933862485.4,,-40284346.6,567505877.4,,127811237.4,-253201886.2,,,,515342104.2,,,,,,,,,3278623055.4,,,321767687.6,,,,-11194471.2,,,158500000.0,,,127811237.4,,127811237.4,,-4866441.2,92136013.2,,,,122215123.8,,,,0.0,,,,422806368.6,,,995266.8,,,,916663393.8,223444821.6,,-120607707.0,1004102668.8,,-213653.9,,,,,,12117484625.4,,,237881011.3,,,-231220164.3,-4062378751.2,,-243006721.0,,288146287.1,,0.409715,,39872309.4,,,,,,,,111322688.4,8055105874.2,,,1750284459.0,46068006.6,,,409832785.0,,,-246541039.2,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,0.0,,183717211.2,,,4776600000.0,945929240.4,158466454.0,8751500000.0,,909300000.0,9660800000.0,1497800000.0,,,122300000.0,,6274400000.0,8000000.0,,1856900000.0,,-310392081.0,2922100000.0,1334659274.4,-1083295.0,-478159274.4,400800000.0,284900000.0,605900000.0,496000000.0,,125857057.6,,9660800000.0,-80800000.0,208500000.0,,,93090711.2,,,3.13,,984200000.0,,0.0,-18693751.2,159000000.0,57628181.8,367700000.0,92200000.0,-20466149.0,,92200000.0,3386400000.0,,-1504788.6,108900000.0,6355108.4,109900000.0,6274400000.0,510000000.0,125857057.6,285983295.0,125857057.6,,,,443000000.0,1200100000.0,2922100000.0,909300000.0,-20242056.4,1102585143.8,,284900000.0,-174675726.2,510000000.0,2000000.0,4015851.6,443000000.0,8149300000.0,3.13,496000000.0,784200000.0,4776600000.0,-20477367.6,1497800000.0,0.0,3386400000.0,-110459274.4,-405700000.0,127811237.4,,285983295.0,,18692574.2,0.0,,,,-272000000.0,285983295.0,556900000.0,285983295.0,,-581347.6,-1083295.0,,,,122300000.0,-8400000.0,,12336872700.4,1116100000.0,3016545.6,8751500000.0,1135403839.8,400800000.0,,,101318.6,496000000.0,,,952284348.8,-1096230035.4,,122514915.6,984200000.0,,49734214.2,,2809100000.0,1200100000.0,,-484500000.0,12336872700.4,-6625681.2,,372086205.6,-571700000.0,,-40708205.4,-4187572700.4,-575700000.0,-188368994.4,-8015851.6,-409112958.8,1116100000.0,,3665600000.0,0.0,,,,,242200000.0,21180378.6,,179296268.6,8149300000.0,-4187572700.4,,1856900000.0,53439211.0,-405700000.0,99000000.0,-1003139324.2,,108900000.0,156702274.0,2330940725.6,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.049068800,,,-126261935.15,,,5024901998.35,222684178.6,,8736731060.2,,1141754331.9,,1380658676.15,,,,,,,,,,445466910.85,,,,,,,,,,102431074.2,,9878485392.1,,,,159100000.0,98825775.75,,,,,,,643119933.3,,,59676441.5,,,367868414.55,,,,,66383973.5,121554895.15,657236640.45,,6405560674.5,623394493.8,102431074.2,,102431074.2,0.650829,,,,1252294753.45,3129487311.6,,-20225562.5,538885474.4,,506345118.5,-182833201.2,,,,447270295.55,,,,,,,,,3472924717.6,,,285262804.45,,,,-1201766.15,,,158500000.0,,,506345118.5,,506345118.5,,-3605298.45,-1470.95,,,,122456587.5,,,,0.0,901692.35,,,374677442.1,,,,,,,879920819.05,118351166.05,,-45058140.4,936493556.05,,21227279.45,,,,,,12290357978.6,,,56271192.25,,,347642852.05,-4177021412.2,,-182533127.4,,141980506.85,,0.640816,,69487678.0,,,,,,,,126361959.75,8113336566.4,,,1941473073.15,23930885.55,,,217176941.8,,,221082314.05,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.056931200,,,-62742907.35,,,5006277688.75,633907148.75,,8823501023.75,,649398257.5,,968765651.25,,,,,,,,,,,,,,,,,,,,29070456.25,,9472899281.25,,,,159300000.0,99534060.5,,,,,,,671225217.5,,,54216842.5,,,-361028467.05,,,,,-139214807.5,122314675.0,285569846.25,,5975043340.0,635214266.25,29070456.25,,29070456.25,0.181059,,,,1221241782.5,3113810688.75,,-20411932.5,93746956.25,,50093036.25,-183408350.05,,,,403760715.0,,,,,,,,,3497855941.25,,,506345118.5,,,,-6241466.35,,,158500000.0,,,50093036.25,,50093036.25,,-370180032.8,1358.75,,,,123019866.25,,,,0.0,,,,16898773.75,,,,,,,919476995.0,191822890.0,,-73937108.35,915554283.75,,-31788843.2,,,,,,12384527970.0,,,107285621.5,,,-381440399.55,-4196241212.5,,-170028528.85,,147009313.15,,0.181059,,36312593.75,,,,,,,,-1608760.0,8188286757.5,,,1959157167.5,-30679216.25,,,291356950.5,,,-457565957.8,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.064880000,,,27544499.45,,,5370138973.9,123592077.15,,8913862146.4,,1003529288.1,,997833259.65,,,,,,,,,,475686522.8,,,,,,,,,,94717895.5,,9917391434.5,,,,159400000.0,99581180.9,,,,-7350949.55,,,653732955.8,,,56150614.5,,,314380431.6,,,,,-11290848.15,108305507.55,779924073.65,,6367972233.55,661524680.1,94717895.5,,94717895.5,0.59948,,,,1272295196.25,3444110821.85,,-19909627.6,571605428.8,,359687800.8,-192673649.75,,,,446512763.25,,,,,,,,,3549419200.95,,,50093036.25,,,,-3148600.55,,,158600000.0,,,359687800.8,,359687800.8,,-889461.25,89023216.5,,,,122194046.95,,,,0.0,,,,10191046.4,,,497920.1,,,,903516150.8,208318644.85,,-7094660.35,947477183.45,,43432816.3,,,,,,12420420116.45,,,209718599.1,,,294470804.0,-4168082650.15,,-182174099.65,,170697124.9,,0.58944,,40165029.8,,,,,,,,140877182.2,8252337466.3,,,2020546328.95,46159286.7,,,307899825.75,,,311518461.55,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,-53600000.0,,-199239656.95,,,5327300000.0,720316228.9,158844622.0,9232900000.0,,724200000.0,9957100000.0,954600000.0,,,87700000.0,,6281900000.0,-12000000.0,,2174800000.0,,-69314501.6,3348900000.0,1151442563.25,-427998.0,-410025168.25,13900000.0,134700000.0,440500000.0,398700000.0,,172896531.5,,9957100000.0,-80800000.0,-360700000.0,,,103858982.85,,,2.51,-8312387.95,907000000.0,,0.0,-720925255.25,158844622.0,50446525.65,401800000.0,105600000.0,3979620.9,,105600000.0,3675200000.0,,1109793.05,106400000.0,245522674.95,41800000.0,6281900000.0,907300000.0,172896531.5,135127998.0,172896531.5,,,,395700000.0,1307200000.0,3348900000.0,724200000.0,-20252877.4,1172499197.55,,134700000.0,-161584799.0,907300000.0,2000000.0,,395700000.0,8220000000.0,2.51,398700000.0,325900000.0,5327300000.0,-77444542.5,954600000.0,0.0,3675200000.0,-8225168.25,-376600000.0,359687800.8,,135127998.0,,-1408166.95,0.0,,,,-150200000.0,135127998.0,284900000.0,135127998.0,,-1925207.5,-427998.0,,,,87700000.0,-82217395.0,,12534148195.5,1118100000.0,,9232900000.0,1395213895.5,13900000.0,,,1300984.9,398700000.0,,,965838903.85,-926976522.6,,72489909.1,907000000.0,,-871252.55,,2919282605.0,1307200000.0,,244400000.0,12534148195.5,2508257.25,,-47375412.85,-720500000.0,,-16273256.5,-4314148195.5,-686600000.0,-151864244.1,-21900000.0,-1180612200.15,1118100000.0,,3660700000.0,0.0,,,,,218700000.0,47450127.75,,175130657.5,8220000000.0,-4314148195.5,,2174800000.0,2234126.0,323200000.0,32000000.0,-823117539.75,,106400000.0,-225234817.8,2509257436.75,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.080691200,,,-37574407.5,,,5584058998.0,,,9340096129.0,,920923888.5,,1006994121.0,,,,,,,,,,672330872.5,,,,,,,,,,23546103.0,,10261020017.5,,,,159300000.0,106109916.5,,,,-1503502.0,,,713013481.25,,,54107672.5,,,182862116.5,,,,,-17935569.75,135568830.25,,,6591053119.0,1021322074.5,23546103.0,,23546103.0,0.150298,,,,1308791919.75,3562253597.0,,-20239450.0,772128446.25,,261317584.5,-139075249.25,,,,436664819.5,,,,,,,,,3669966898.5,,,134966903.75,,,,,,,158700000.0,,,261317584.5,,261317584.5,,-11623227.0,87372654.25,,,,91180036.5,,,,0.0,,,,21742952.0,,,400846.25,,,,888359402.0,116230955.75,,-15229529.0,948177490.75,,16031221.5,,,,,,12627806843.75,,,102803263.5,,,162622666.5,-4309032789.25,,-140377671.0,,164926546.75,,0.150298,,37073678.25,,,,,,,,44186399.25,8318774054.5,,,2161479948.25,20640296.25,,,222340872.25,,,126350680.75,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.088553600,,,60686256.0,,,5455560017.0,,,9480252863.5,,964796996.25,,1245764566.25,,,,,,,,,,684733091.75,,,,,,,,,,84109269.75,,10445049859.75,,,,158900000.0,110142332.5,,,,-908507.25,,,735379923.0,,,57378737.0,,,28250.25,,,,,-30247320.0,137670891.5,,,6701324583.25,1023382408.25,84109269.75,,84109269.75,0.532593,,,,1358915821.75,3361264272.25,,-20459016.25,787433091.75,,306893652.75,-185304465.0,,,,430395498.25,,,,,,,,,3743725276.5,,,261317584.5,,,,,,,158700000.0,,,306893652.75,,306893652.75,,-837703.5,89836953.75,,,,89635841.25,,,,0.0,,,,271320873.75,,,303047.5,,,,1009615587.25,222182495.5,,7089835.75,940880697.75,,49889433.75,,,,,,12778409374.0,,,250918764.5,,,-20430766.0,-4321538918.75,,-190232508.5,,254615580.25,,0.532593,,33562994.75,,,,,,,,134052207.25,8456870455.25,,,2231463855.0,49942937.5,,,332324828.0,,,45184874.25,,,,,,,,,,,,,,,,,,,,,,,
