,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyGoodwill,trailingCommonStockIssuance,trailingPretaxIncome,annualEndCashPosition,annualCurrentDebt,annualTaxProvision,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualCurrentDeferredRevenue,annualTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,annualDilutedEPS,annualPretaxIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,annualCashDividendsPaid,annualCostOfRevenue,trailingPurchaseOfInvestment,annualLongTermDebt,annualNetIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,annualBasicAverageShares,trailingEndCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualSaleOfInvestment,annualInvestmentsAndAdvances,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyEndCashPosition,annualCurrentAssets,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualNetPPE,annualOperatingCashFlow,annualOtherIntangibleAssets,annualNetIncomeCommonStockholders,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualBeginningCashPosition,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualTotalNonCurrentAssets,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,annualSellingGeneralAndAdministration,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,annualOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingOperatingExpense,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,annualPurchaseOfInvestment,quarterlyNetPPE,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualTotalRevenue,annualChangesInAccountReceivables,annualCapitalStock,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,annualGrossProfit,annualInventory,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,trailingBasicAverageShares,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualOtherShortTermInvestments,trailingStockBasedCompensation,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBasicEPS
1025395200,,4056251000.0,,,,,95827000.0,,225129000.0,,617144000.0,,,630847000.0,,,791720000.0,,,,,,,6164743000.0,,,86116000.0,0.43054,,,,5533896000.0,,,,,,,,,,,,180503000.0,83993000.0,0.0,,4673395000.0,,248577000.0,5759000.0,,,,,,,-177498000.0,505062000.0,,,,,86116000.0,86116000.0,196302496.0,3617991000.0,-116776000.0,257757000.0,,,399549000.0,,-887000.0,,22787000.0,,,496875000.0,,,,,525294000.0,,,,,,11244000.0,341492000.0,,,,278626000.0,144296000.0,0.43628,301409000.0,,,,,1425360000.0,,13098000.0,,,,-643014000.0,,-1450373000.0,,48456000.0,,,,,,,,,399549000.0,399549000.0,58470000.0,,32554000.0,,62968000.0,87715000.0,-6516000.0,,,,,,,,,,-24590000.0,1030356000.0,225701000.0,,5659587000.0,,200587816.0,,-129874000.0,-50868000.0,,203653000.0,,,,,,,,,4209214000.0,,0.0,,,,54607000.0,,16755000.0,-860000.0,,58057000.0,,,,,,287646000.0,,,,,,,,,,,,,,,,,,,,
1033344000,,3948847000.0,,,,,99653000.0,,291142000.0,,599655000.0,,,594205000.0,,,809751000.0,,,,,,,6114734000.0,,,101042000.0,0.510907,,,,5520529000.0,,,,,,,,,,,,178411000.0,90789000.0,0.0,,4548502000.0,,231015000.0,5010000.0,,,,,,,-1286000.0,559117000.0,,,,,101042000.0,101042000.0,192654748.0,3533263000.0,-81974000.0,237173000.0,,,378855000.0,,-1915000.0,,22479000.0,,,476753000.0,,,,,574673000.0,,,,,,11178000.0,399549000.0,,,,272426000.0,166144000.0,0.522388,330314000.0,,,,,1497105000.0,,-1404000.0,,,,-841969000.0,,-1502386000.0,,52006000.0,,,,,,,,,378855000.0,378855000.0,60744000.0,,32534000.0,,10340000.0,90368000.0,-29444000.0,,,,,,,,,,-27374000.0,1133790000.0,180223000.0,,5704713000.0,,196866904.0,,-80570000.0,-118943000.0,,228803000.0,,,,,,,,,4202327000.0,,0.0,,,,61405000.0,,1943000.0,7496000.0,,-20694000.0,,,,,-35120000.0,319592000.0,,,,,,,,,,,,,,,,,,,,
1041292800,4839000000.0,4212545000.0,197776228.0,-55769000.0,48695000.0,369810000.0,55647000.0,780041000.0,260297000.0,21225000.0,626455000.0,-415000.0,260297000.0,686237000.0,,,925315000.0,,,415884000.0,61716000.0,197292000.0,,6350049000.0,,6350049000.0,53879000.0,,1.188289,535900000.0,,5663812000.0,61659000.0,,2122172000.0,,3763066000.0,235029000.0,,111365000.0,,193731304.0,,185818000.0,75518000.0,-25000.0,,4839000000.0,-223357000.0,260045000.0,4894000.0,,0.0,4894000.0,140129000.0,1471008000.0,,-3534000.0,460038000.0,415884000.0,331696000.0,,453374000.0,53879000.0,52324000.0,,3763066000.0,-238656000.0,263661000.0,,,415884000.0,686237000.0,-3041000.0,,22743000.0,,4212545000.0,453374000.0,626455000.0,,,260045000.0,528516000.0,4202331000.0,738579000.0,271227000.0,235029000.0,,10971000.0,378855000.0,-2757995000.0,1111737000.0,,271227000.0,86641000.0,,310732000.0,185818000.0,,,,1471008000.0,59283000.0,7228000.0,415884000.0,0.0,,-933397000.0,-173274000.0,-1558981000.0,,61659000.0,356601000.0,5761312000.0,0.0,-3921000.0,,5663812000.0,,,415884000.0,415884000.0,59624000.0,,61716000.0,,-148700000.0,111365000.0,118373000.0,,,263661000.0,-162431000.0,1234180000.0,,,,1.211251,-415000.0,988554000.0,139075000.0,-368769000.0,5761312000.0,,,324643000.0,-83428000.0,137462000.0,,149306000.0,,-510039000.0,,240220000.0,,925315000.0,,-64000.0,4202331000.0,,0.0,4136393000.0,,10971000.0,31799000.0,,337000.0,42397000.0,,41898000.0,-1558981000.0,-13288000.0,2014221000.0,22743000.0,-84937000.0,224824000.0,89886000.0,,,,,,,,,,,,,,,,,,,
1049068800,,4078070000.0,,,,,129872000.0,,333282000.0,,597664000.0,,,593907000.0,,,929383000.0,,,,,,,6274299000.0,,,81080000.0,0.424799,,,,5680392000.0,,,,,,,,,,,,196574000.0,85578000.0,-56000.0,,4675734000.0,,264199000.0,4941000.0,,,,,,,-968000.0,510408000.0,,,,,81080000.0,80796000.0,188987838.0,3614527000.0,-82557000.0,266969000.0,,,346572000.0,,685000.0,,21316000.0,,,478203000.0,,,,,557927000.0,,,,,,10966000.0,415884000.0,,,,270027000.0,133057000.0,0.43054,319162000.0,,,,,1553611000.0,,5125000.0,,,,-673503000.0,,-1625914000.0,,62571000.0,,,,,,,,,346572000.0,346572000.0,58874000.0,,11588000.0,,36547000.0,107873000.0,2396000.0,,,,,,,,,,-380000.0,1068335000.0,217498000.0,,5837756000.0,,191734972.0,,-87626000.0,-204490000.0,,191246000.0,,,,,,,,,4211842000.0,,0.0,,,,49101000.0,,4326000.0,12334000.0,,-69312000.0,,,,,-8120000.0,276824000.0,,,,,,,,,,,,,,,,,,,,
1056931200,,4065437000.0,,,,,78224000.0,,398022000.0,,628045000.0,,,619217000.0,,,957629000.0,,,,,,,6380042000.0,,,76684000.0,0.396096,,,,5760825000.0,,,,,,,,,,,,192507000.0,84617000.0,-17000.0,,4693482000.0,,297288000.0,5284000.0,,,,,,,-1449059000.0,503751000.0,,,,,76684000.0,77934000.0,189505212.0,3592821000.0,-146434000.0,280109000.0,,,360991000.0,,2669000.0,,21455000.0,,,515672000.0,,,,,576469000.0,,,,,,11001000.0,346572000.0,,,,268828000.0,127773000.0,0.407577,320439000.0,,,,,1640751000.0,,-32774000.0,,,,-278576000.0,,-1666295000.0,,63622000.0,,,,,,,,,360991000.0,360991000.0,58208000.0,,1617000.0,,38813000.0,110756000.0,-5894000.0,,,,,,,,,,-19236000.0,1080220000.0,191867000.0,,5898091000.0,,192269766.0,,-113643000.0,-46906000.0,,183312000.0,,,,,,,,,4231796000.0,,0.0,,,,45431000.0,,12749000.0,-4931000.0,,18131000.0,,,,,-9817000.0,267929000.0,,,,,,,,,,,,,,,,,,,,
1064880000,,4060198000.0,,,,,124245000.0,,464473000.0,,625468000.0,,,589710000.0,,,950978000.0,,,,,,,6450151000.0,,,99483000.0,0.516648,,,,5860441000.0,,,,,,,,,,,,207593000.0,86453000.0,-17000.0,,4685666000.0,,592409000.0,3954000.0,,,,,,,-4194000.0,544550000.0,,,,,99483000.0,98446000.0,189989488.0,3554489000.0,-171025000.0,298116000.0,,,321916000.0,,559000.0,,21910000.0,,,516079000.0,,,,,594730000.0,,,,,,11012000.0,360991000.0,,,,267628000.0,159848000.0,0.522388,326705000.0,,,,,1713343000.0,,-96725000.0,,,,-661331000.0,,-1667076000.0,,66976000.0,,,,,,,,,321916000.0,321916000.0,58556000.0,,1649000.0,,6057000.0,107740000.0,9210000.0,,,,,,,,,,-16707000.0,1139280000.0,216084000.0,,5712548000.0,,192924758.0,,-91839000.0,-72325000.0,,217845000.0,,,,,,,,,4045472000.0,,0.0,,,,59626000.0,,2724000.0,17022000.0,,-23268000.0,,,,,0.0,304298000.0,,,,,,,,,,,,,,,,,,,,
1072828800,4790415000.0,4207453000.0,192322026.0,-46284000.0,34085000.0,331954000.0,-387000.0,726298000.0,466662000.0,-131489000.0,582962000.0,-17214000.0,466662000.0,684637000.0,,,907506000.0,,,409942000.0,1632000.0,172201000.0,,6578844000.0,,6578844000.0,35376000.0,,1.52124,475718000.0,,5894207000.0,68323000.0,-66219000.0,2301791000.0,,3671889000.0,292623000.0,,117941000.0,,189829224.0,,204890000.0,85909000.0,-4244000.0,,4790415000.0,-17937000.0,567786000.0,8001000.0,,48640000.0,8001000.0,26005000.0,1738440000.0,,1443404000.0,466537000.0,409942000.0,342557000.0,,463389000.0,35376000.0,35311000.0,,3671889000.0,-121595000.0,330674000.0,,,409942000.0,684637000.0,-20074000.0,,23286000.0,,4207453000.0,463389000.0,582962000.0,,-33186000.0,567786000.0,577756000.0,4095895000.0,737233000.0,315019000.0,292623000.0,,11089000.0,321916000.0,-4210248000.0,1068855000.0,,315019000.0,55860000.0,,331822000.0,204890000.0,,,,1738440000.0,13577000.0,-7115000.0,409942000.0,0.0,,-2596838000.0,-247983000.0,-1701290000.0,,68323000.0,396365000.0,5797185000.0,31084000.0,-16161000.0,,5894207000.0,,,409942000.0,409942000.0,58781000.0,899885000.0,1632000.0,,-127701000.0,117941000.0,98575000.0,,,330674000.0,-29149000.0,1294633000.0,,,,1.544202,-17214000.0,1044293000.0,111784000.0,-405279000.0,5797185000.0,,,291954000.0,-112171000.0,75738000.0,,134715000.0,,-521611000.0,,234419000.0,,907506000.0,,-4334000.0,4095895000.0,,0.0,4322722000.0,,11089000.0,17890000.0,,14286000.0,1580000.0,,88026000.0,-1701290000.0,-10817000.0,2020931000.0,23286000.0,0.0,220624000.0,104287000.0,,,,,,,,,,,,,,,,,,,
1080691200,,4118859000.0,,,,,105676000.0,,513563000.0,,660003000.0,,,618391000.0,228256000.0,,922542000.0,,,,,,,6662201000.0,,,81731000.0,0.419059,,,,6043810000.0,,,,,,,,,,,,209265000.0,84372000.0,0.0,,4778862000.0,,577236000.0,8485000.0,,,,,,,-2908000.0,515726000.0,,,,,81731000.0,81731000.0,192844626.0,3580095000.0,-244183000.0,329499000.0,,,357121000.0,,2241000.0,,20385000.0,,,535245000.0,,,-33489000.0,,593440000.0,,,,,,11243000.0,409942000.0,,,-77585000.0,353470000.0,132027000.0,0.424799,327694000.0,,,,,1851536000.0,,-1599000.0,,,,-452308000.0,,-1741313000.0,,70014000.0,,,,,,,,,357121000.0,357121000.0,58246000.0,,1652000.0,,17108000.0,123106000.0,-2897000.0,,,,,,,,,,-14363000.0,1109166000.0,270675000.0,,5923390000.0,,196173588.0,,-164999000.0,-82597000.0,,188032000.0,,,,,,,,,4182077000.0,,0.0,,,,48206000.0,,51901000.0,90361000.0,,-52821000.0,,,,,0.0,272404000.0,,,,,,,,,,,,,,,,,,,,
1088553600,,4097850000.0,,,,,-94559000.0,,516434000.0,,690802000.0,,,667482000.0,239504000.0,,994244000.0,,,,,,,6693622000.0,,,90237000.0,0.453502,,,,6026140000.0,,,,,,,,,,,,200700000.0,89367000.0,0.0,,4788652000.0,,379603000.0,8419000.0,,,,,,,-829000.0,540627000.0,,,,,90237000.0,90237000.0,194551786.0,3563949000.0,-172537000.0,333201000.0,,,393192000.0,,1857000.0,,21090000.0,,,540856000.0,,,-34091000.0,,588379000.0,,,,,,11191000.0,357121000.0,,,,353400000.0,145397000.0,0.464983,338233000.0,,,,,1871380000.0,,-254481000.0,,,,-1143622000.0,,-1777275000.0,,70865000.0,,,,,,,,,393192000.0,393192000.0,58854000.0,,1662000.0,,-10816000.0,148284000.0,1972000.0,,,,,,,,,,-14059000.0,1129006000.0,98643000.0,,6067749000.0,,197844166.0,,-193202000.0,-98771000.0,,202394000.0,,,,,,,,,4290474000.0,,0.0,,,,53225000.0,,10668000.0,-72117000.0,,36071000.0,,,,,-53375000.0,291761000.0,,,,,,,,,,,,,,,,,,,,
1096502400,,5517001000.0,,,,,318322000.0,,598517000.0,,796147000.0,,,696103000.0,248953000.0,,1311199000.0,,,,,,,8303952000.0,,,118785000.0,0.608496,,,,7607849000.0,,,,,,,,,,,,200272000.0,88283000.0,-334000.0,,6313148000.0,,807847000.0,6624000.0,,,,,,,3567574000.0,623199000.0,,,,,118785000.0,110679000.0,193389872.0,4956007000.0,-1745811000.0,360722000.0,,,401970000.0,,1271000.0,,23110000.0,,,663454000.0,,,-36702000.0,,686458000.0,,,,,,11196000.0,393192000.0,,,,843857000.0,180684000.0,0.614237,365383000.0,,,,,1958098000.0,,-1659608000.0,,,,-702295000.0,,-1708585000.0,,66493000.0,,,0.0,,,,,,401970000.0,401970000.0,78403000.0,,1661000.0,,112253000.0,131032000.0,32803000.0,,,,,,,,,,-12217000.0,1309657000.0,404191000.0,,6346907000.0,,195997646.0,,-85869000.0,1353752000.0,,257816000.0,,,,,,,,,4638322000.0,,0.0,,,,73643000.0,,1860000.0,52067000.0,,20778000.0,,,,,0.0,350373000.0,,,,,,,,,,,,,,,,,,,,
1104451200,6517902000.0,5763876000.0,196614314.0,32319000.0,89970000.0,136801000.0,-192638000.0,791108000.0,638437000.0,12249000.0,754026000.0,-9032000.0,638437000.0,787158000.0,247570000.0,,1354738000.0,,,488960000.0,1788000.0,209101000.0,,8585614000.0,,8585614000.0,76956000.0,,1.871412,528789000.0,,7798456000.0,30073000.0,-141319000.0,2406714000.0,,5151121000.0,367709000.0,,174532000.0,,193644204.0,,199294000.0,99542000.0,1000.0,,6517902000.0,-53375000.0,831236000.0,6150000.0,,,6150000.0,3622000.0,2035197000.0,,-3572787000.0,536265000.0,488960000.0,361564000.0,,577706000.0,76956000.0,59872000.0,,5151121000.0,-134124000.0,413461000.0,,,488960000.0,787158000.0,4114000.0,,25573000.0,,5763876000.0,577706000.0,754026000.0,,-37037000.0,831236000.0,652800000.0,4744977000.0,790998000.0,861355000.0,367709000.0,,11273000.0,401970000.0,-3425717000.0,1152672000.0,,861355000.0,92774000.0,,371306000.0,199294000.0,,,,2035197000.0,91018000.0,1927937000.0,488960000.0,0.0,,-1127492000.0,1356537000.0,-1775661000.0,,30073000.0,397942000.0,6520638000.0,,9483000.0,,7798456000.0,,,488960000.0,488960000.0,76299000.0,924756000.0,1788000.0,,-86226000.0,174532000.0,50550000.0,,,413461000.0,-1654374000.0,1350504000.0,,,,1.900115,-9032000.0,1189065000.0,17489000.0,-654197000.0,6520638000.0,,,329525000.0,-210127000.0,184153000.0,,164959000.0,,-2296655000.0,,271802000.0,,1354738000.0,,-333000.0,4744977000.0,,0.0,4548326000.0,,11273000.0,34027000.0,,25541000.0,-66689000.0,,86990000.0,-1775661000.0,-8950000.0,2141612000.0,25573000.0,0.0,264501000.0,82428000.0,,,,,,,,,,,,,,,,,,,
1112227200,,5641900000.0,,,,,33600000.0,,704700000.0,,786700000.0,,,710400000.0,254200000.0,,1354300000.0,,,,,,,8630200000.0,,,103800000.0,0.516648,,,,7919800000.0,,,,,,,,,,,,200400000.0,99800000.0,,,6428600000.0,,831800000.0,,,,,,,,246500000.0,606200000.0,,,,,103800000.0,93400000.0,195975000.0,5025200000.0,-209400000.0,416300000.0,,,436300000.0,,-2300000.0,,23300000.0,,,635700000.0,,,-37300000.0,,651000000.0,,,,,,11400000.0,489000000.0,,,0.0,857900000.0,151400000.0,0.528129,373400000.0,,,,,2168200000.0,,11900000.0,,,,-1522400000.0,,-1838200000.0,,30100000.0,,,,,,,,,436300000.0,436300000.0,79100000.0,,1800000.0,,48300000.0,149200000.0,3000000.0,,,,,,,,,,-3100000.0,1257200000.0,254900000.0,,6714000000.0,,199981600.0,,-221300000.0,-116400000.0,,232800000.0,,,,,,,,,4875800000.0,,0.0,,,,63800000.0,,49200000.0,-2200000.0,,-52700000.0,,,,,,332600000.0,,,,,,,,,,,,,,,,,,,,
1120089600,,12092900000.0,,,,,-407600000.0,,761100000.0,,1520600000.0,,,1350200000.0,303300000.0,,4300100000.0,,,,,,,19433600000.0,,,105800000.0,0.482204,,,,18083400000.0,,,,,,,,,,,,404900000.0,114400000.0,,,13613500000.0,,877900000.0,,,,,,,,671400000.0,705800000.0,,,,,105800000.0,84200000.0,213743400.0,10443600000.0,-1183600000.0,1244400000.0,,,643000000.0,,3200000.0,,62500000.0,,,1199900000.0,,,-37700000.0,,761500000.0,,,,,,18300000.0,436300000.0,,,-1562200000.0,899000000.0,140600000.0,0.493685,479000000.0,,,,,5786400000.0,,29400000.0,,,,-2834800000.0,,-1950000000.0,,140200000.0,,,,,,,,,643000000.0,643000000.0,89400000.0,,7300000.0,,-158400000.0,313400000.0,-38100000.0,,,,,,,,,,-15000000.0,1467300000.0,-151100000.0,,13956400000.0,,218272600.0,,-256500000.0,1553200000.0,,226800000.0,,,,,,,,,12006400000.0,,0.0,,,,53400000.0,,41700000.0,-174800000.0,,206700000.0,,,,,,341200000.0,,,,,,,,,,,,,,,,,,,,
1128038400,,13166300000.0,,,,,-110100000.0,,863200000.0,,1530300000.0,,,1361600000.0,484400000.0,,2424700000.0,,,,,,,20637300000.0,,,169000000.0,0.522388,,,,19275700000.0,,,,,,,,,,,,382500000.0,166500000.0,,,14696600000.0,,1027100000.0,,,,,,,,1013600000.0,1147200000.0,,,,,169000000.0,161700000.0,318089200.0,10556600000.0,-403200000.0,2227200000.0,,,585600000.0,,900000.0,,59700000.0,,,1259200000.0,,,-66500000.0,,1186400000.0,,,,,,18400000.0,643000000.0,,,-5600000.0,2508600000.0,264200000.0,0.533869,732300000.0,,,,,5908100000.0,,-28500000.0,,,,-4543900000.0,,-2055000000.0,,173700000.0,,,2300000.0,,,,,,585600000.0,585600000.0,151600000.0,,7200000.0,,-81100000.0,263900000.0,-19800000.0,,,,,,,,,,-14800000.0,2333600000.0,256800000.0,,15370300000.0,,322444200.0,,-366900000.0,78100000.0,,414900000.0,,,,,,,,,13315300000.0,,0.0,,,,101700000.0,,11300000.0,22200000.0,,-57400000.0,,,,,0.0,589900000.0,,,,,,,,,,,,,,,,,,,,
1135987200,14820900000.0,13222500000.0,261648400.0,-280300000.0,106700000.0,-544600000.0,-60500000.0,979700000.0,654400000.0,159000000.0,1598400000.0,-16100000.0,654400000.0,1629100000.0,432300000.0,,3135500000.0,,,724400000.0,7000000.0,322400000.0,,20517600000.0,,20517600000.0,-142200000.0,,0.901263,503200000.0,,18888500000.0,219800000.0,-208200000.0,3694100000.0,,11038800000.0,236400000.0,,365200000.0,,257816000.0,,336300000.0,153100000.0,-1000000.0,,14820900000.0,0.0,1128400000.0,26100000.0,,,26100000.0,219300000.0,5665100000.0,,-1951800000.0,957700000.0,724400000.0,533800000.0,,1226200000.0,-142200000.0,-75800000.0,,11038800000.0,-502800000.0,1847400000.0,,,724400000.0,1629100000.0,2900000.0,,59500000.0,,13222500000.0,1226200000.0,1598400000.0,,-66700000.0,1128400000.0,1095100000.0,12580600000.0,614900000.0,2017900000.0,236400000.0,,18400000.0,585600000.0,-11525800000.0,1526100000.0,-374700000.0,2017900000.0,-53000000.0,,852600000.0,336300000.0,,,,5665100000.0,235400000.0,146200000.0,724400000.0,0.0,,-2624700000.0,1956100000.0,-2192800000.0,,219800000.0,489000000.0,14773400000.0,,4700000.0,,18888500000.0,,,724400000.0,724400000.0,161000000.0,1474100000.0,7000000.0,,-89100000.0,365200000.0,24800000.0,,,1847400000.0,-1942500000.0,2437200000.0,,,,0.918485,-16100000.0,2052800000.0,254300000.0,-1159500000.0,14773400000.0,,,263500000.0,-314800000.0,441200000.0,,105100000.0,,-2299000000.0,,481200000.0,,3135500000.0,,-5500000.0,12580600000.0,,0.0,7111000000.0,,18400000.0,1200000.0,,4500000.0,374100000.0,,138800000.0,-2192800000.0,-20300000.0,3416900000.0,59500000.0,0.0,271400000.0,-30100000.0,,,,,,,,,,,,,,,,,,,
1143763200,,13027400000.0,,,,,-80400000.0,,769700000.0,,1656600000.0,,,1591800000.0,498900000.0,,3135400000.0,,,,,,,20554700000.0,,,182400000.0,0.562572,,,,18962900000.0,,,,,,,,,,,,346600000.0,165600000.0,-14700000.0,,14684000000.0,,1086300000.0,,,,,,,,10100000.0,1189000000.0,,,,,182400000.0,177600000.0,319134400.0,10840400000.0,-202300000.0,1840400000.0,,,627500000.0,,200000.0,,58000000.0,,,1283400000.0,,,-66800000.0,,1167900000.0,,,,,,18500000.0,724400000.0,,,,1997800000.0,289100000.0,0.574053,735900000.0,,,,,5835200000.0,,94500000.0,,,,-1309200000.0,,-2296200000.0,,237100000.0,,,49400000.0,,,,,,627500000.0,627500000.0,164200000.0,,2100000.0,,-68500000.0,371100000.0,-2400000.0,,,,,,,,,,-14500000.0,2356900000.0,306100000.0,,15039600000.0,,324225306.0,,-386500000.0,-214900000.0,,453100000.0,,,,,,,,,12743400000.0,,0.0,,,,108200000.0,,28700000.0,29000000.0,,-96900000.0,,,,,,628600000.0,,,,,,,,,,,,,,,,,,,,
1151625600,,12939600000.0,,,,,-298800000.0,,831200000.0,,1786400000.0,,,1590600000.0,522400000.0,,3243200000.0,,,,,,,20721600000.0,,,128600000.0,0.396096,,,,19131000000.0,,,,,,,,,,,,355100000.0,168500000.0,13800000.0,,14726000000.0,,718700000.0,,,,,,,,18400000.0,1195100000.0,,,,,128600000.0,128700000.0,320528000.0,10662500000.0,-296700000.0,1922000000.0,,,636900000.0,,-59500000.0,,62400000.0,,,1241300000.0,,,-67100000.0,,1178800000.0,,,,,,18500000.0,627500000.0,,,,2008900000.0,210000000.0,0.401837,763400000.0,,,,,5939100000.0,,41500000.0,,,,-2748100000.0,,-2453600000.0,,228600000.0,,,0.0,,,,,,636900000.0,636900000.0,162200000.0,,175000000.0,,1400000.0,370100000.0,13200000.0,,,,,,,,,,-12200000.0,2373900000.0,386700000.0,,15613800000.0,,325928200.0,,-685500000.0,-83200000.0,,431700000.0,,,,,,,,,13160200000.0,,0.0,,,,77700000.0,,21600000.0,13900000.0,,9400000.0,,,,,,609700000.0,,,,,,,,,,,,,,,,,,,,
1159574400,,13037100000.0,,,,,-191300000.0,,933900000.0,,2017600000.0,,,1685800000.0,584000000.0,,3239500000.0,,,,,,,21178400000.0,,,177200000.0,0.54535,,,,19492600000.0,,,,,,,,,,,,364300000.0,181300000.0,0.0,,15054700000.0,,703900000.0,,,,,,,,-4520300000.0,1268700000.0,,,,,177200000.0,178300000.0,321050600.0,10725500000.0,-550200000.0,1947300000.0,,,671900000.0,,-3900000.0,,60700000.0,,,1283000000.0,,,-74400000.0,,1243800000.0,,,,,,18600000.0,636900000.0,,,0.0,1965900000.0,278300000.0,0.551091,822900000.0,,,,,6072600000.0,,32600000.0,,,,-1198200000.0,,-2596400000.0,,261700000.0,,,0.0,,,,,,671900000.0,671900000.0,165700000.0,,368600000.0,,-22200000.0,366000000.0,24600000.0,,,,,,,,,,-47100000.0,2512500000.0,391500000.0,,16179700000.0,,324534600.0,,-582800000.0,197300000.0,,445800000.0,,,,,,,,,13583300000.0,,0.0,,,,94200000.0,,4900000.0,29800000.0,,35000000.0,,,,,,632100000.0,,,,,,,,,,,,,,,,,,,,
