date,annualNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualEbitda,quarterlyStockholdersEquity,trailingChangeInCashSupplementalAsReported,annualDilutedAverageShares,quarterlyCapitalStock,annualGrossPPE,trailingNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualInterestExpense,quarterlyOtherIntangibleAssets,trailingCapitalExpenditure,annualCapitalStock,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,annualSellingGeneralAndAdministration,annualCapitalExpenditure,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingInterestExpense,trailingRepaymentOfDebt,annualDilutedEPS,annualBasicEPS,trailingNetOtherFinancingCharges,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,annualOtherNonCashItems,annualNetIncomeContinuousOperations,annualInventory,annualAccumulatedDepreciation,trailingTaxProvision,annualNetOtherFinancingCharges,annualCurrentDebt,annualStockBasedCompensation,annualCostOfRevenue,annualBeginningCashPosition,trailingOperatingExpense,annualGrossProfit,quarterlyOtherCurrentLiabilities,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,trailingCashDividendsPaid,quarterlyNetPPE,quarterlyRetainedEarnings,annualChangeInInventory,trailingFreeCashFlow,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingNetIncome,trailingBeginningCashPosition,quarterlyBasicEPS,annualNetOtherInvestingChanges,quarterlyGoodwill,annualChangeInWorkingCapital,annualRetainedEarnings,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualNetIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,annualOtherShortTermInvestments,annualCommonStockIssuance,annualPretaxIncome,quarterlyTotalAssets,annualGoodwill,annualFreeCashFlow,annualTotalRevenue,annualOtherCurrentAssets,annualOperatingIncome,trailingCommonStockIssuance,annualInvestingCashFlow,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingInvestingCashFlow,annualAccountsPayable,annualTaxProvision,annualTotalAssets,trailingSaleOfInvestment,trailingPurchaseOfInvestment,annualStockholdersEquity,annualLongTermDebt,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyOtherNonCurrentAssets,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,trailingEndCashPosition,quarterlyInventory,annualBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualCurrentAssets,annualOtherNonCurrentAssets,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,trailingPretaxIncome,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1970-01-01 00:00:00.938649600,195230000.0,,0.0,-78002000.0,100202000.0,284781000.0,,-186138000.0,696831255.0,,,322899000.0,,,,-394287000.0,43318000.0,584757000.0,,,2527465000.0,,183230000.0,-92425000.0,809172000.0,,,,88945000.0,-3461202000.0,0.28,0.291,26443000.0,-14868000.0,366205000.0,10942000.0,195242000.0,165718000.0,,93677000.0,56313000.0,77526000.0,,1066179000.0,70589000.0,1886822000.0,417884000.0,,190015000.0,1886822000.0,,3624000.0,525962000.0,-309378000.0,,,12196000.0,190470000.0,7469191000.0,,,,322899000.0,1001610000.0,,-1908000.0,,-871000.0,,-2150000.0,,195230000.0,-56313000.0,,,2000000.0,0.0,200955000.0,,,170828000.0,1484063000.0,2262000.0,227869000.0,2388000.0,-90761000.0,154511000.0,,,-1000000.0,-229381000.0,194869000.0,5725000.0,1305691000.0,131737000.0,-141872000.0,775045000.0,195800000.0,9996656000.0,,170791000.0,170897000.0,56912000.0,,326538000.0,,13808000.0,,815472000.0,,670382953.0,-62382000.0,640643000.0,199424000.0,263253000.0,496519000.0,-1131000.0,744563000.0,172897000.0,,459882000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.970272000,210319000.0,,0.0,-88127000.0,-53474000.0,294925000.0,,,733544044.0,,,,,,,,45697000.0,,,,,,218388000.0,-206359000.0,971272000.0,,,,,,0.287,0.297,,-23539000.0,,8007000.0,210184000.0,184687000.0,,,87118000.0,170219000.0,,1249665000.0,170791000.0,,441463000.0,,210075000.0,,,3605000.0,564053000.0,,,,-18969000.0,,,,,,,,,-1507000.0,,-84998000.0,,,,210319000.0,-87118000.0,,,2000000.0,97764000.0,212362000.0,,,-10660000.0,1691128000.0,6278000.0,231388000.0,,-241667000.0,232995000.0,,,-17802000.0,,211358000.0,2043000.0,1517776000.0,,,948904000.0,125949000.0,,,117317000.0,117405000.0,63537000.0,,434499000.0,,0.0,,,,707471040.0,,,129554000.0,195699000.0,546504000.0,-3139000.0,868833000.0,119405000.0,-29823000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.001808000,212266000.0,,0.0,-153436000.0,14098000.0,331478000.0,,,717988196.0,,,,,,,,45463000.0,,,,,,231265000.0,-178467000.0,1073160000.0,,,,,,0.296,0.302,,-3056000.0,,27214000.0,212803000.0,197807000.0,,,85857000.0,323933000.0,,1312939000.0,117317000.0,,466717000.0,,210239000.0,,,3605000.0,595366000.0,,,,-13120000.0,,,,,,,,,-670000.0,,-51024000.0,,,,212266000.0,-85857000.0,,,2110000.0,6269000.0,213022000.0,,,82485000.0,1779656000.0,20132000.0,256478000.0,,-175723000.0,220249000.0,,,-23034000.0,,191326000.0,756000.0,1655154000.0,,,1058356000.0,20728000.0,,,131415000.0,131630000.0,75000000.0,,571033000.0,,,,,,705733290.0,,,24333000.0,260952000.0,581994000.0,-10066000.0,940098000.0,133740000.0,-21384000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,228632000.0,,0.0,-425255000.0,181042000.0,333871000.0,,,722008253.0,,,,,,,,46008000.0,,,,,,239356000.0,-97677000.0,1109678000.0,,,,,,0.317,0.323,,-47242000.0,,8688000.0,228572000.0,208264000.0,,,90662000.0,155009000.0,,1426193000.0,131415000.0,,512422000.0,,260640000.0,,,3594000.0,672738000.0,,,,-6564000.0,,,,,,,,,-2581000.0,,-16936000.0,,,,228632000.0,-90662000.0,,,2110000.0,11138000.0,229730000.0,,671000.0,209937000.0,1938615000.0,12842000.0,251782000.0,,-126310000.0,284238000.0,,,-3191000.0,,240181000.0,1098000.0,1936019000.0,,,1261548000.0,272210000.0,,,312457000.0,312466000.0,82089000.0,,396934000.0,,,,,,707149446.0,,,275804000.0,307614000.0,826341000.0,-6421000.0,944671000.0,314576000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.064880000,308247000.0,10710000.0,0.0,-840753000.0,70224000.0,416747000.0,,,1588902062.0,,,,,,,,,,,,,,326860000.0,-169965000.0,1498255000.0,,,,,,0.194,0.197,,-223125000.0,,266771000.0,309939000.0,320497000.0,,,-13588000.0,146045000.0,,1855421000.0,312457000.0,,654056000.0,,351265000.0,,,3594000.0,962077000.0,,,,-45613000.0,,,,,,,,,9723000.0,,-28791000.0,,,,308247000.0,-153821000.0,,,,21504000.0,311843000.0,,209494000.0,210762000.0,2509477000.0,1634000.0,302791000.0,,-366906000.0,6416000.0,,,-10909000.0,,306285000.0,1904000.0,2575097000.0,,,1602310000.0,504364000.0,,,382681000.0,382751000.0,113956000.0,,454119000.0,,7834000.0,,,,1564705584.0,,,507958000.0,380727000.0,1076842000.0,0.0,1120654000.0,382751000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.096502400,307645000.0,14545000.0,0.0,-558074000.0,83169000.0,417913000.0,,,1619065257.0,,,,,,,,52274000.0,,,,,,345350000.0,-155444000.0,1631040000.0,,,,,,0.187,0.188,,-82005000.0,,-3699000.0,303337000.0,358159000.0,,,-10702000.0,188552000.0,,2070732000.0,382681000.0,,649295000.0,,357097000.0,,,3888000.0,1156255000.0,,,,-36894000.0,,,,,,,,,0.0,,-85178000.0,1272604000.0,,,307645000.0,-147806000.0,,,576000.0,10550000.0,310997000.0,,199171000.0,149150000.0,2720027000.0,25152000.0,292198000.0,,-208732000.0,123320000.0,,,-112559000.0,,348759000.0,3352000.0,2924280000.0,,,1753480000.0,598335000.0,,,465850000.0,465856000.0,125715000.0,,539487000.0,,94499000.0,,,,1616907456.0,,,616768000.0,304594000.0,1293240000.0,-12576000.0,1086559000.0,466432000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.128038400,310126000.0,17987000.0,0.0,-1874515000.0,-60457000.0,322170000.0,,,1713403315.0,,,,,,,,,,,,,,373837000.0,-218703000.0,1771324000.0,,,,,,0.181,0.191,,,,240586000.0,315530000.0,407766000.0,,,-25023000.0,158561000.0,,2427728000.0,465850000.0,,727107000.0,,536474000.0,,,3817000.0,1190354000.0,,,,-49607000.0,,,,,,,,,-2605000.0,,-48518000.0,,,,310126000.0,-151761000.0,,,,0.0,320921000.0,,188106000.0,153420000.0,3154835000.0,42647000.0,190633000.0,,-235213000.0,,,,-20289000.0,,424130000.0,5391000.0,3132608000.0,,,1924267000.0,601324000.0,,,405393000.0,380516000.0,131537000.0,,585213000.0,,,,,,1623696335.0,,,605141000.0,372123000.0,1361284000.0,158103000.0,1209320000.0,380516000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.159574400,353591000.0,45249000.0,0.0,-618236000.0,-170887000.0,334286000.0,,,1683766667.0,,,,,,,,,,,,,,454142000.0,-301627000.0,2093594000.0,,,,,,0.21,0.218,,,,342086000.0,340835000.0,419581000.0,,,-18287000.0,193978000.0,,2815959000.0,405393000.0,,841420000.0,,636925000.0,,,7523000.0,1242223000.0,,,,-14484000.0,,,,,,,,,-70848000.0,,12688000.0,,,,353591000.0,-160708000.0,,,400000.0,,375604000.0,,188535000.0,170250000.0,3657379000.0,24000000.0,204495000.0,,-420034000.0,,,,-56344000.0,,506597000.0,9257000.0,3378792000.0,,,2091320000.0,528330000.0,,,234506000.0,210506000.0,129791000.0,,706370000.0,,345000.0,,,,1621977064.0,,,535853000.0,471877000.0,1285198000.0,150604000.0,1251578000.0,210906000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.191110400,359432000.0,200000000.0,24032000.0,-1665370000.0,165169000.0,456528000.0,,,1663628986.0,,,,,,,,,,,,,,533720000.0,-324612000.0,2627762000.0,,,,,,0.02,0.02,,-8759000.0,,373718000.0,359432000.0,498691000.0,,,389709000.0,154186000.0,,3143553000.0,234506000.0,,970537000.0,,652839000.0,,,8150000.0,1826968000.0,,,,-71387000.0,,,,,,,,,-68298000.0,,-133668000.0,,,,368932000.0,-176991000.0,,,,,386647000.0,,190636000.0,54268000.0,4114090000.0,27125000.0,317698000.0,,-406380000.0,806000.0,,,-18223000.0,,622227000.0,17715000.0,4320772000.0,,,2419378000.0,806973000.0,,,2000.0,383617000.0,138830000.0,,811845000.0,,105000.0,,,,1663628986.0,,,1015123000.0,378880000.0,1693010000.0,715222000.0,1429725000.0,383617000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.222732800,468664000.0,,0.0,-2995880000.0,53523000.0,693001000.0,,,1773462196.0,,,,,,,,53682000.0,,,,,,749036000.0,-355925000.0,2795700000.0,,,,,,0.271,0.282,,-86354000.0,,73760000.0,490744000.0,728522000.0,,,26246000.0,606597000.0,706000.0,3729539000.0,402200000.0,,1190398000.0,,650798000.0,,,11141000.0,1860126000.0,,,,-218997000.0,,,,,,,,,-23950000.0,,-318594000.0,,,,468664000.0,-185481000.0,,,,0.0,515429000.0,,193086000.0,-108864000.0,4919937000.0,81214000.0,539600000.0,,-155020000.0,890601000.0,,,-74420000.0,,637749000.0,24685000.0,4968675000.0,,,2780603000.0,551493000.0,,,464003000.0,442528000.0,153401000.0,,1297492000.0,,5946000.0,,,,1663628986.0,,,562634000.0,247061000.0,2172975000.0,18996000.0,1536824000.0,442528000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
