date,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualGoodwill,quarterlyCurrentAccruedExpenses,trailingNetIncome,annualTotalAssets,trailingPretaxIncome,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyDilutedEPS,annualAccountsReceivable,annualCashDividendsPaid,quarterlyFreeCashFlow,quarterlyLongTermDebt,annualPretaxIncome,annualPurchaseOfInvestment,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualNetIncome,trailingSaleOfInvestment,annualFreeCashFlow,annualAccountsPayable,annualIncomeTaxPayable,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualDilutedAverageShares,annualOtherCurrentAssets,annualOtherNonCashItems,annualDilutedEPS,annualNonCurrentDeferredRevenue,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualOperatingIncome,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyInvestingCashFlow,annualTaxProvision,quarterlyCurrentDebt,trailingEndCashPosition,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,trailingOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingOperatingIncome,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualBasicAverageShares,quarterlyInventory,quarterlyGrossProfit,quarterlyOperatingExpense,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualCommonStockIssuance,annualNetPPE,annualSaleOfInvestment,annualChangeInAccountPayable,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,trailingNetOtherInvestingChanges,annualEbitda,annualRepurchaseOfCapitalStock,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,trailingInterestExpense,annualGrossPPE,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualBeginningCashPosition,annualInterestExpense,trailingChangesInAccountReceivables,annualOtherNonCurrentLiabilities,quarterlyChangeInInventory,annualSellingGeneralAndAdministration,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,annualTotalNonCurrentAssets,trailingGrossProfit,trailingDeferredIncomeTax,quarterlyBasicEPS,annualCapitalExpenditure,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,trailingCapitalExpenditure,trailingRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualNetOtherFinancingCharges,annualChangeInInventory,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,trailingChangeInInventory,annualInventory,trailingNetOtherFinancingCharges,quarterlyEbitda,trailingTaxProvision,annualCurrentDeferredRevenue,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,trailingResearchAndDevelopment,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,annualCurrentDebt,annualCapitalStock,trailingOtherNonCashItems,annualGrossProfit,quarterlyPretaxIncome,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualBasicEPS,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,trailingCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyRetainedEarnings,trailingOperatingExpense,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyTaxProvision,quarterlyNetPPE,trailingCashDividendsPaid,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingPurchaseOfBusiness,trailingDilutedEPS
1993-12-31,,-16800000.0,,,,,-616000000.0,23300000.0,-793000000.0,,-900000.0,,,-600000.0,,,4100000.0,,,-196000000.0,3900000.0,5000000.0,-2400000.0,3300000.0,,-396000000.0,,,-1100000.0,,,21400000.0,-10000000.0,,-4800000.0,89116000.0,1200000.0,100000.0,-0.04,,0.0,,8498000000.0,-200000.0,,,,4500000.0,,200000.0,,849000000.0,700000.0,2700000.0,,,-1314000000.0,,1586000000.0,,,,,-401000000.0,,,,1232000000.0,,,89116000.0,,,,1000000.0,1100000.0,,2700000.0,,,3100000.0,14400000.0,,,-2100000.0,21400000.0,6800000.0,46000000.0,500000.0,-100000.0,800000.0,,,-146000000.0,1635000000.0,16100000.0,-616000000.0,3900000.0,,1000000.0,,2000000.0,800000.0,270000000.0,0.0,,8500000.0,,5700000.0,16500000.0,6181000000.0,-375000000.0,,-300000.0,,,,,,,,-257000000.0,-5871000000.0,,,2500000.0,-400000.0,,,99000000.0,3900000.0,,2129000000.0,,-202000000.0,,-168000000.0,,-185000000.0,,,,,478000000.0,3900000.0,2100000.0,11100000.0,200000.0,,119000000.0,9000000.0,,1329000000.0,,,,2512000000.0,,,,9200000.0,25900000.0,,-0.04,-1700000.0,,,,-608000000.0,2317000000.0,,,,,,,,-400000.0,,,,973000000.0,,4949000000.0,,,,,,,,,,,,,
1994-03-31,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,2500000.0,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,,,,,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,2500000.0,,,,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,,,,,,,,50000000.0,,,,,,,,,,,,,,,,,
1994-06-30,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,-2000000.0,,,-2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,,,,,,,-2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,1300000.0,,,,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000.0,,,,,,,,40000000.0,,,,,,,,,,,,,,,,,
1994-09-30,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,400000.0,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,,,,,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,5300000.0,,,,,,5300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300000.0,,,,,,,,50000000.0,,,,,,,,,,,,,,,,,
1994-12-31,16900000.0,-6400000.0,,,,,,25600000.0,,,-2000000.0,,,,,9800000.0,9900000.0,,25600000.0,,9500000.0,,1400000.0,4700000.0,,,,400000.0,-3000000.0,,400000.0,9800000.0,,0.0,7700000.0,75833333.0,100000.0,-100000.0,0.02,,0.0,9800000.0,,2900000.0,,,,8100000.0,,400000.0,1500000.0,,800000.0,2800000.0,,,,,,0.0,17900000.0,,,,400000.0,,,,,,75833333.0,500000.0,,,0.0,2700000.0,,2800000.0,,,100000.0,14200000.0,200000.0,,2600000.0,9800000.0,8700000.0,,3700000.0,,200000.0,,,,,16400000.0,,9500000.0,7700000.0,1900000.0,,2600000.0,600000.0,,0.0,,9300000.0,2700000.0,7600000.0,16900000.0,,,,-1200000.0,,,,,2800000.0,2800000.0,100000.0,,,,4700000.0,-100000.0,-500000.0,,,,400000.0,5100000.0,,,,500000.0,,-9300000.0,,,,,-2200000.0,,9500000.0,4300000.0,17300000.0,1500000.0,,,13000000.0,,,,16400000.0,,,8100000.0,8700000.0,,10100000.0,17900000.0,,0.02,-2200000.0,,,,,,,-9300000.0,1900000.0,,,,,300000.0,,,,,-6400000.0,,,,,14200000.0,,,,,,,,,
1995-03-31,16800000.0,,,1200000.0,,,,,,,,0.02,,,500000.0,4700000.0,,,25200000.0,,,,,,,,300000.0,1200000.0,,2000000.0,1200000.0,,,4900000.0,,,,,,,,9600000.0,,,0.0,0.0,,,-100000.0,,700000.0,,,,,100000.0,,99400000.0,,0.0,15900000.0,,,,1200000.0,,,,,,,100000.0,4300000.0,2900000.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,9300000.0,,,,,,,,,2700000.0,,,,,0.02,,,2800000.0,,,3800000.0,3800000.0,700000.0,,,,4300000.0,,,,,,,5500000.0,,-100000.0,,,,1700000.0,,,,0.0,-2200000.0,,,,,,,,,1300000.0,,,16300000.0,,,6300000.0,8400000.0,,,,,,,,600000.0,,,,1000000.0,1400000.0,1300000.0,600000.0,,-900000.0,,,,99400000.0,,,-5200000.0,,,,100000.0,14100000.0,,,,,,,,,
1995-06-30,26057588.726817,,6405217.34067,,,,,,,,,0.01,,,1174090.895857,7933735.115148,,,60776778.175677,,,,,,,,282292.485515,400000.0,,,400000.0,,,4294407.080676,,,,,,,,12228142.195824,,,7424229.190322,,,,-409505.924826,,2256383.381372,,,,,,,99460000.0,,1e-06,46219466.03779,,,,400000.0,,,,,,,3857687.71654,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,14557312.137886,,,,,,,,,6186857.658601,,,,,0.01,,,0.0,0.0,,24310711.270271,24310711.270271,145573.121379,,,655079.046204,5604565.173086,,,,,,,2600000.0,,-409505.924826,,,,2882292.485515,,,,2547529.62413,-2256383.381372,,,,,,,,,,,,22127114.449587,,,33991323.841965,34719189.44886,,,,,,,,1583596.820683,,,,3585553.323434,2600000.0,26130375.287507,,,972786.56069,,,,99460000.0,,,-582292.485515,,,,,19870731.068215,,,,,,,,,
1995-09-30,26059067.219029,,6384842.680446,,,,,,,,,0.01,,,17406194.788731,7943932.172182,,,60656005.464237,,,,,,,,308615.795477,1000000.0,,,1000000.0,,,4231814.334715,,,,,,,,12175746.506897,,,24054523.586796,,,,-7582910.960855,,2227270.702481,,,,,,,100000000.0,,74242.35675,46104503.54136,,,,1000000.0,,,,,1039392.994491,,3860602.550967,,,,,,,,,,,,,,,,,,,,-2672724.842977,,,,,,,14551501.922877,,,,,,,-2891084.525045,,6162115.610197,,,,,0.01,,,7424229.190322,0.0,,24203008.300295,24203008.300295,148484.713499,,,668181.210744,5642419.112952,,,,,,,3000000.0,,-4910186.117878,,,,3308615.795477,,,,1758527.067333,-2301513.05923,,,,,,,,,,,,22124222.311312,,,33928757.034463,34596938.245207,,,,,,,,22316380.906609,,,,16647760.706886,3000000.0,26059067.21903,,,,298425.223057,,20856279.062333,100000000.0,,,-593938.853994,,,,,19822709.252082,,,,,,,,,
1995-12-31,26200000.0,-600000.0,,,,,,60900000.0,,,-7900000.0,,,,9419714.315412,8000000.0,6100000.0,,60900000.0,,5900000.0,,28500000.0,5600000.0,,,309091.719008,3200000.0,-10500000.0,,3200000.0,8000000.0,,4200000.0,14600000.0,99972000.0,100000.0,-100000.0,0.0575,,0.0,12200000.0,,2600000.0,0.0,,,34100000.0,-2407583.114319,200000.0,2200000.0,,1200000.0,24300000.0,,,,,,2700000.0,46300000.0,,,,3200000.0,,,,,-1039392.994492,99972000.0,3900000.0,,,2700000.0,3600000.0,,24300000.0,,,700000.0,19900000.0,,,31100000.0,12200000.0,34700000.0,,3800000.0,,21500000.0,-5227275.157023,,,,23200000.0,,5900000.0,14600000.0,26300000.0,,2800000.0,100000.0,,4200000.0,-1127275.157023,12600000.0,3600000.0,3600000.0,26200000.0,,,,-2600000.0,,24054523.586796,,,24300000.0,24300000.0,100000.0,,,,5600000.0,0.0,-3800000.0,,,,300000.0,9200000.0,,2819692.042704,,3900000.0,,-8490908.280992,,,,-4006056.691463,-3300000.0,,5900000.0,4200000.0,20600000.0,2200000.0,,,16400000.0,,,,23200000.0,,,34100000.0,34700000.0,,13800000.0,46300000.0,,0.0575,-3300000.0,,6600022.272708,,,,266685.96968,-8800000.0,26300000.0,,,,328788.216254,24100000.0,3534867.180424,,,,-600000.0,,,,,19900000.0,,,,,,,,,
1996-03-31,27300000.0,,,5900000.0,,,,,,,,0.05,,,4500000.0,7300000.0,,,68400000.0,,,,,,,,500000.0,4700000.0,,3500000.0,4700000.0,,,1500000.0,,,,,,,,8800000.0,,,0.0,200000.0,,,-1600000.0,,2800000.0,,,,,,,94000000.0,,2500000.0,49200000.0,,,,4700000.0,,,,,100000.0,,5300000.0,11000000.0,6000000.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,19200000.0,,,,,,,-1400000.0,,3600000.0,,,,,0.05,,,24300000.0,,,28400000.0,28400000.0,500000.0,,,,4700000.0,,,,,,,16900000.0,,-1600000.0,,,,5500000.0,,,,-100000.0,-3300000.0,,,,,,,,,5100000.0,,,24500000.0,,,40400000.0,41100000.0,,,,,,,,6100000.0,,,,4100000.0,5000000.0,32900000.0,2000000.0,,-100000.0,,,1000000.0,94000000.0,,,4100000.0,,,,400000.0,21200000.0,,,,,,,,,
1996-06-30,28500000.0,,,6700000.0,,,,,,,,0.06,,,-5800000.0,6900000.0,,,67100000.0,,,,,,,,500000.0,5800000.0,,3300000.0,5800000.0,,,0.0,,,,,,,,6900000.0,,,0.0,200000.0,,,-1800000.0,,2800000.0,,,,,,,96666667.0,,2600000.0,42600000.0,,,,5800000.0,,,,,0.0,,7300000.0,11600000.0,5800000.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,24500000.0,,,,,,,-2100000.0,,3500000.0,,,,,0.06,,,0.0,,,21900000.0,21900000.0,800000.0,,,,6600000.0,,,,,,,18300000.0,,-1800000.0,,,,6300000.0,,,,-300000.0,-3300000.0,,,,,,,,,6000000.0,,,25700000.0,,,35700000.0,38600000.0,,,,,,,,-4000000.0,,,,-6500000.0,5800000.0,26300000.0,2000000.0,,200000.0,,,-10400000.0,96666667.0,,,9900000.0,,,,200000.0,22400000.0,,,,,,,,,
1996-09-30,32400000.0,,,6400000.0,,,,,,,,0.07,,,-3100000.0,6900000.0,,,66600000.0,,,,,,,,500000.0,6300000.0,,2600000.0,6300000.0,,,-100000.0,,,,,,,,6800000.0,,,0.0,100000.0,,,-4400000.0,,2300000.0,,,,,,,90000000.0,,5100000.0,35700000.0,,,,6300000.0,,,,,100000.0,,9800000.0,11400000.0,4900000.0,,,,,,,,,,,,,,,,,,-2500000.0,,,,,,,30900000.0,,,,,,,-2400000.0,,3400000.0,,,,,0.07,,,0.0,,,16000000.0,16000000.0,700000.0,,,,8500000.0,,,,,,,17800000.0,,-1900000.0,,,,7000000.0,,,,-400000.0,-3300000.0,,,,,,,,,6500000.0,,,27200000.0,,,28900000.0,34200000.0,,,,,,,,-1200000.0,,,,-5900000.0,6500000.0,18100000.0,1800000.0,,,100000.0,,-8000000.0,90000000.0,,,16200000.0,,,,200000.0,23900000.0,,,,,,,,,
1996-12-31,32000000.0,22700000.0,,4200000.0,,,,58600000.0,,,-3700000.0,,,,-7900000.0,4700000.0,23400000.0,,58600000.0,,22700000.0,,-12300000.0,5500000.0,,,500000.0,5900000.0,-10400000.0,1300000.0,5900000.0,4700000.0,,0.0,36900000.0,101512000.0,3600000.0,600000.0,0.23,,0.0,4700000.0,,23500000.0,0.0,-500000.0,,17000000.0,-2600000.0,700000.0,2300000.0,,2000000.0,4500000.0,,,,,,3700000.0,21700000.0,,,,5900000.0,,,,,-100000.0,101512000.0,8100000.0,9700000.0,3400000.0,3700000.0,3400000.0,,4500000.0,,,200000.0,24900000.0,,,-5600000.0,4700000.0,26600000.0,,25500000.0,,-19800000.0,-1200000.0,,,,29600000.0,,22700000.0,36900000.0,9200000.0,,24300000.0,300000.0,,0.0,1400000.0,10200000.0,3400000.0,200000.0,32000000.0,,,,-6700000.0,,0.0,,,4500000.0,4500000.0,3600000.0,,,,5500000.0,0.0,-4500000.0,,,,-3000000.0,13900000.0,,-1400000.0,,8100000.0,,6800000.0,,,,-2200000.0,-4700000.0,,22700000.0,23200000.0,66400000.0,2300000.0,,,43200000.0,5800000.0,,,29600000.0,,,17000000.0,26600000.0,,19700000.0,21700000.0,7500000.0,0.23,-4700000.0,,-6500000.0,,,,-11500000.0,6300000.0,9200000.0,1600000.0,,,0.0,-30900000.0,-13500000.0,,,,22700000.0,,,,-100000.0,24900000.0,,,,,,,,,
1997-03-31,31900000.0,,,4100000.0,,,,,,,,0.06,,,-600000.0,4000000.0,,,61200000.0,,,,,,,,700000.0,5600000.0,,2600000.0,5600000.0,,,0.0,,,,,,,,4000000.0,,,0.0,0.0,,,-800000.0,,2000000.0,,,,,,,93333333.0,,7100000.0,18800000.0,,,,5600000.0,,,,,0.0,,9700000.0,12300000.0,6400000.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,42400000.0,,,,,,,,,,,,,,0.06,,,4500000.0,,,3000000.0,3000000.0,3800000.0,,,,5800000.0,,,,,,,16400000.0,,-800000.0,,,,6600000.0,,,,-900000.0,-4700000.0,,,,,,,,,5900000.0,,,29500000.0,,,14800000.0,29300000.0,,,,,,,,200000.0,,,,-1500000.0,5900000.0,7000000.0,3100000.0,,-6100000.0,,,,93333333.0,,,28300000.0,,,,300000.0,24800000.0,,,,,,,,,
1997-06-30,32600000.0,,,3900000.0,,,,,,,,0.07,,,-5000000.0,3700000.0,,,66100000.0,,,,,,,,700000.0,7100000.0,,4100000.0,7100000.0,,,-200000.0,,,,,,,,3500000.0,,,0.0,100000.0,,,-1400000.0,,2000000.0,,,,,,,101428571.0,,7400000.0,16300000.0,,,,7100000.0,,,,,300000.0,,9000000.0,14600000.0,7100000.0,,,,,,,,,,,,,,,,,,-500000.0,,,,,,,49800000.0,,,,,,,,,,,,,,0.07,,,0.0,,,-2600000.0,-2600000.0,5700000.0,,,,3900000.0,,,,,,,18500000.0,,-900000.0,,,,8200000.0,,,,-100000.0,-4700000.0,,,,,,,,,7500000.0,,,29900000.0,,,12800000.0,33500000.0,,,,,,,,-4100000.0,,,,-5600000.0,7500000.0,6900000.0,2300000.0,,-11800000.0,,,,101428571.0,,,35300000.0,,,,400000.0,25200000.0,,,,,,,,,
