date,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,trailingNetIncomeCommonStockholders,annualTotalNonCurrentAssets,annualRepaymentOfDebt,annualOtherIncomeExpense,annualNetPPE,annualEbitda,trailingGrossProfit,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,quarterlyBasicEPS,annualGrossPPE,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,annualInvestmentsAndAdvances,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingOtherNonCashItems,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyInterestExpense,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,trailingOperatingExpense,annualCapitalExpenditure,quarterlyTotalRevenue,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNetPPE,quarterlyOperatingIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualBasicEPS,trailingInterestExpense,trailingBeginningCashPosition,annualInterestExpense,annualChangesInAccountReceivables,quarterlyTaxProvision,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualCapitalStock,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,annualGrossProfit,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualStockBasedCompensation,annualGoodwill,annualNetOtherFinancingCharges,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInWorkingCapital,annualOperatingIncome,quarterlyGoodwill,annualDilutedEPS,annualNetOtherInvestingChanges,trailingNetIncome,trailingCostOfRevenue,trailingFreeCashFlow,annualTotalAssets,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyCurrentLiabilities,annualEndCashPosition,trailingPretaxIncome,annualDilutedAverageShares,annualCashDividendsPaid,trailingTotalRevenue,annualLongTermDebt,trailingTaxProvision,annualNetIncome,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualOtherCurrentAssets,trailingInvestingCashFlow,annualAccountsPayable,quarterlyPurchaseOfInvestment,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,annualSellingGeneralAndAdministration,annualOtherNonCashItems,annualOtherNonCurrentAssets,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,annualTaxProvision,quarterlySellingGeneralAndAdministration,quarterlyOtherIncomeExpense,annualRetainedEarnings,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,quarterlyLongTermDebt,annualBasicAverageShares,annualOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualNetIncomeCommonStockholders,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualChangeInAccountPayable,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,trailingRepurchaseOfCapitalStock,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,annualInventory,annualSaleOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingSaleOfInvestment,annualCommonStockIssuance,quarterlyCommonStockIssuance,trailingDilutedEPS,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,quarterlySaleOfInvestment,annualCurrentDebt,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,quarterlyCurrentDebt,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1970-01-01 00:00:01.388448000,,,,,235000000.0,,-4551000000.0,81000000.0,,659000000.0,828000000.0,,21000000.0,,,,,,,359000000.0,,,27000000.0,-237000000.0,,-51000000.0,,,253000000.0,-39000000.0,,,,-913000000.0,,,7000000.0,,,,-31000000.0,,,245000000.0,147000000.0,349000000.0,65000000.0,-24000000.0,398000000.0,-184000000.0,,-17000000.0,,-200000000.0,,,,,,,-215000000.0,16000000.0,0.727273,131000000.0,415000000.0,162000000.0,5000000.0,,-1000000.0,,,,2333000000.0,,,,679000000.0,14000000.0,,,,413000000.0,9000000.0,,,,,241000000.0,,22000000.0,330000000.0,,0.727273,2000000.0,237000000.0,1892000000.0,261000000.0,,,-467000000.0,,48000000.0,267000000.0,198000000.0,-103000000.0,2720000000.0,,22000000.0,144000000.0,,1654000000.0,,-909000000.0,,,256000000.0,,363000000.0,,,,430000000.0,251000000.0,,,,,,,,103000000.0,68000000.0,,246000000.0,,,,,104000000.0,,,,,498000000.0,,,198000000.0,440000000.0,,144000000.0,,,28000000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,,,74000000.0,,,7908000000.0,-14000000.0,43000000.0,6911000000.0,720000000.0,,0.0,-6000000.0,,,42000000.0,,,,,,,48000000.0,,,,,8318000000.0,,,,,126000000.0,,,,,-1407000000.0,,,-5000000.0,,,,181000000.0,315000000.0,,,,-171000000.0,,,,-120000000.0,,,,,2517000000.0,,-401000000.0,,0.888889,,,174000000.0,-9000000.0,,-5000000.0,,,,2513000000.0,,,,755000000.0,85000000.0,,,805000000.0,-58000000.0,,,7121000000.0,,,,-51000000.0,1000000.0,440000000.0,,0.888889,30000000.0,,,,9714000000.0,,,,42000000.0,,198000000.0,-351000000.0,,4228000000.0,,176000000.0,,1758000000.0,0.0,,182000000.0,,345000000.0,,,,,,,298000000.0,,,,,,,,67000000.0,-1000000.0,14000000.0,248000000.0,42000000.0,,,2617000000.0,117000000.0,,,,99000000.0,,1806000000.0,,198000000.0,516000000.0,,176000000.0,6837000000.0,284000000.0,35000000.0,,,,52000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.427760000,,42000000.0,,,,,,,,,,,,156000000.0,-1298000000.0,,1842000000.0,-687000000.0,,,,,,,,,0.742424,,,,,198000000.0,,,-34000000.0,39000000.0,,,,46000000.0,,-541000000.0,-66000000.0,,,,,,,,613000000.0,,198000000.0,,89000000.0,,,57000000.0,,,,,,,,,,8000000.0,,27000000.0,,,,7000000.0,,269000000.0,,,,,,,,,,,23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67000000.0,147000000.0,,,,,,,159000000.0,-38000000.0,0.742424,,,,,,147000000.0,148000000.0,,,35000000.0,145000000.0,,,,,,,,,,,,,102000000.0,69000000.0,480000000.0,,,,,454000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,,69000000.0,,,,,,,,,,,,106000000.0,-112000000.0,,25000000.0,-51000000.0,,,,,,,,,,,,,,,,,10000000.0,-12000000.0,,,,46000000.0,,7000000.0,-53000000.0,,,,,,,,719000000.0,,,,120000000.0,,,146000000.0,,,,,,,,,,60000000.0,,-14000000.0,,,,3000000.0,,224000000.0,,,,,,,,,,,67000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72000000.0,45000000.0,,,,,,,246000000.0,28000000.0,,,,,,,45000000.0,46000000.0,,,28000000.0,6000000.0,,,,,,,,,,,,,100000000.0,55000000.0,-141000000.0,,,,,473000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.443571200,,55000000.0,,,,,,,,,,,,81000000.0,-1000000.0,,-1000000.0,-1000000.0,,,,,,,,,,,,,,,,,19000000.0,35000000.0,,,,47000000.0,,-120000000.0,-43000000.0,,,,,,,,681000000.0,,,,164000000.0,,,122000000.0,,,,,,,,,,45000000.0,,-1000000.0,,,,4000000.0,,201000000.0,,,,,,,,,,,121000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73000000.0,32000000.0,,,,,,,212000000.0,-119000000.0,,,,,,,32000000.0,36000000.0,,,17000000.0,5000000.0,,,,,,,,,,,,,90000000.0,54000000.0,-42000000.0,,,,-71000000.0,469000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,,54000000.0,98000000.0,2821000000.0,,9468000000.0,-883000000.0,159000000.0,8676000000.0,890000000.0,,0.0,30000000.0,74000000.0,0.0,72000000.0,-14000000.0,-144000000.0,-1677000000.0,,0.0,72000000.0,42000000.0,,72000000.0,,,10353000000.0,,,52000000.0,,104000000.0,,-2000000.0,-32000000.0,,-1677000000.0,171000000.0,47000000.0,-1411000000.0,-61000000.0,-64000000.0,,299000000.0,383000000.0,,,,-226000000.0,675000000.0,,,230000000.0,146000000.0,-63000000.0,8676000000.0,118000000.0,2502000000.0,10353000000.0,-715000000.0,,1.474747,,,186000000.0,-25000000.0,5000000.0,-1000000.0,18000000.0,0.0,,2688000000.0,34000000.0,,196000000.0,826000000.0,-7000000.0,,,617000000.0,-22000000.0,,6657000000.0,6990000000.0,,82000000.0,,-63000000.0,30000000.0,443000000.0,617000000.0,1.474747,1852000000.0,,,,9787000000.0,319000000.0,,333000000.0,72000000.0,,198000000.0,-81000000.0,,4040000000.0,,292000000.0,98000000.0,1862000000.0,0.0,,171000000.0,0.0,293000000.0,9468000000.0,,9787000000.0,75000000.0,68000000.0,,417000000.0,6990000000.0,,104000000.0,19000000.0,209000000.0,26000000.0,,96000000.0,48000000.0,19000000.0,287000000.0,72000000.0,68000000.0,69000000.0,2821000000.0,118000000.0,16000000.0,3000000.0,,122000000.0,,319000000.0,4040000000.0,198000000.0,519000000.0,2502000000.0,292000000.0,6657000000.0,333000000.0,-16000000.0,91000000.0,72000000.0,-67000000.0,52000000.0,,122000000.0,0.0,466000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.459382400,,72000000.0,,2884000000.0,,,,,,,,,,37000000.0,0.0,,14000000.0,0.0,-1762000000.0,,0.0,116000000.0,,,116000000.0,,0.111111,,,,49000000.0,198000000.0,,,-15000000.0,-4000000.0,,,178000000.0,46000000.0,,-1000000.0,-65000000.0,,,,,,,,661000000.0,,198000000.0,,95000000.0,-54000000.0,8662000000.0,95000000.0,,10424000000.0,,,,,,,,14000000.0,,44000000.0,0.0,,,2000000.0,,156000000.0,,,,,,,,6650000000.0,,,30000000.0,,,,,616000000.0,,,,,,,392000000.0,,328000000.0,,,,,,,,,100000000.0,,,,,,,9446000000.0,,9838000000.0,73000000.0,22000000.0,,,6978000000.0,,98000000.0,21000000.0,184000000.0,-1000000.0,0.111111,,,,,,22000000.0,23000000.0,,,16000000.0,-12000000.0,,,,,4045000000.0,,,2488000000.0,,,,,89000000.0,116000000.0,-49000000.0,,,133000000.0,,477000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,,116000000.0,,2931000000.0,,,,,,,,,,101000000.0,0.0,,0.0,-2000000.0,-1826000000.0,,0.0,198000000.0,,,198000000.0,,0.30303,,,,47000000.0,198000000.0,,,-13000000.0,-2000000.0,,,189000000.0,46000000.0,,18000000.0,-63000000.0,,,,,,,,725000000.0,,198000000.0,,124000000.0,-54000000.0,8612000000.0,141000000.0,,10438000000.0,,,,,,,,39000000.0,,82000000.0,0.0,,,5000000.0,,221000000.0,,,,,,,,6632000000.0,,,61000000.0,,,,,615000000.0,,,,,,,486000000.0,,340000000.0,,,,,,,,,100000000.0,,,,,,,9393000000.0,,9879000000.0,74000000.0,60000000.0,,,6972000000.0,,99000000.0,20000000.0,234000000.0,20000000.0,0.30303,,,,,,60000000.0,62000000.0,,,19000000.0,5000000.0,,,,,4046000000.0,,,2470000000.0,,,,,93000000.0,198000000.0,-63000000.0,,,155000000.0,,491000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,,198000000.0,,4094000000.0,,,,,,,,,,63000000.0,0.0,,0.0,-993000000.0,-1876000000.0,,0.0,346000000.0,,,346000000.0,,0.171717,,,,45000000.0,198000000.0,,,-24000000.0,-17000000.0,,,177000000.0,49000000.0,,115000000.0,-42000000.0,,,,,,,,671000000.0,,198000000.0,,75000000.0,-51000000.0,8573000000.0,110000000.0,,10449000000.0,,,,,,,,26000000.0,,148000000.0,0.0,,,8000000.0,,185000000.0,,,,,,,,5621000000.0,,,33000000.0,,,,,605000000.0,,,,,,,624000000.0,,277000000.0,,,,,,,,,100000000.0,,,,,,,9345000000.0,,9969000000.0,73000000.0,34000000.0,,,5898000000.0,,100000000.0,22000000.0,204000000.0,1108000000.0,0.171717,,,,,,34000000.0,37000000.0,,,21000000.0,2000000.0,,,,,3058000000.0,,,2448000000.0,,,,,94000000.0,346000000.0,-42000000.0,,,156000000.0,0.0,467000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,,346000000.0,94000000.0,3872000000.0,,9296000000.0,-3680000000.0,-33000000.0,8541000000.0,702000000.0,,0.0,221000000.0,20000000.0,0.0,293000000.0,0.0,-2685000000.0,-1872000000.0,,0.0,293000000.0,72000000.0,,293000000.0,,0.085859,10413000000.0,,,44000000.0,198000000.0,81000000.0,,-14000000.0,-17000000.0,,-1872000000.0,167000000.0,40000000.0,0.0,-102000000.0,-57000000.0,,139000000.0,385000000.0,,,,-227000000.0,670000000.0,,198000000.0,-210000000.0,105000000.0,-67000000.0,8541000000.0,87000000.0,2437000000.0,10413000000.0,30000000.0,,0.671717,,,181000000.0,-9000000.0,3000000.0,0.0,-53000000.0,0.0,,2727000000.0,24000000.0,,140000000.0,818000000.0,-66000000.0,,,604000000.0,975000000.0,,5543000000.0,6011000000.0,,48000000.0,,-67000000.0,-40000000.0,433000000.0,604000000.0,0.671717,14000000.0,,,,9834000000.0,538000000.0,,468000000.0,293000000.0,,198000000.0,-180000000.0,,3012000000.0,,133000000.0,94000000.0,1909000000.0,0.0,,167000000.0,0.0,172000000.0,9296000000.0,,9834000000.0,80000000.0,17000000.0,,221000000.0,6011000000.0,,81000000.0,26000000.0,196000000.0,-152000000.0,0.085859,85000000.0,39000000.0,26000000.0,300000000.0,293000000.0,17000000.0,17000000.0,3872000000.0,82000000.0,29000000.0,-28000000.0,,130000000.0,,538000000.0,3012000000.0,198000000.0,399000000.0,2437000000.0,133000000.0,5543000000.0,468000000.0,-1000000.0,109000000.0,293000000.0,-56000000.0,44000000.0,,130000000.0,-180000000.0,474000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,2000000.0,337000000.0,,6020000000.0,,,,,,,,,,69000000.0,-1000000.0,,1000000.0,,-1943000000.0,,28000000.0,318000000.0,,,318000000.0,,11.65,,,,43000000.0,202000000.0,,,-2288000000.0,9000000.0,,,174000000.0,30000000.0,,-124000000.0,-37000000.0,,,,,,,,684000000.0,,213000000.0,,141000000.0,-60000000.0,8516000000.0,94000000.0,,10459000000.0,,,,,,,,-2281000000.0,,-19000000.0,0.0,,,1000000.0,,169000000.0,,,,,,,,3360000000.0,,2258000000.0,104000000.0,,,,,604000000.0,,,,,,,567000000.0,,509000000.0,,,,,,,,,202000000.0,,,,,-1000000.0,,9273000000.0,,9840000000.0,70000000.0,2350000000.0,,,3869000000.0,,82000000.0,28000000.0,182000000.0,-14000000.0,11.02,,,,,,2350000000.0,2350000000.0,,,18000000.0,5000000.0,,,,,2998000000.0,,,146000000.0,,,,,88000000.0,318000000.0,-37000000.0,,,180000000.0,-110000000.0,502000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,2000000.0,318000000.0,,6049000000.0,,,,,,,,,,96000000.0,0.0,,0.0,,-2017000000.0,,22000000.0,306000000.0,,,306000000.0,,0.52,,,,43000000.0,214000000.0,,,-24000000.0,-39000000.0,,,178000000.0,31000000.0,,-96000000.0,-49000000.0,,,,,,,,733000000.0,,215000000.0,,133000000.0,-53000000.0,8495000000.0,123000000.0,,10512000000.0,,,,,,,,-19000000.0,,-12000000.0,0.0,,,2000000.0,,200000000.0,,,,,,,,3331000000.0,,2277000000.0,84000000.0,,,,,605000000.0,,,,,,,565000000.0,,485000000.0,,,,,,,,,194000000.0,,,,,0.0,,9252000000.0,,9817000000.0,73000000.0,112000000.0,,,3816000000.0,,87000000.0,22000000.0,215000000.0,-4000000.0,0.52,,,,,,112000000.0,115000000.0,,,19000000.0,3000000.0,,,,,3014000000.0,,,123000000.0,,,,,92000000.0,306000000.0,-49000000.0,,,188000000.0,-92000000.0,518000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,2000000.0,306000000.0,,6070000000.0,,,,,,,,,,61000000.0,0.0,,0.0,0.0,-2091000000.0,,23000000.0,357000000.0,,,357000000.0,,0.48,,,,42000000.0,214000000.0,,,-48000000.0,44000000.0,,,178000000.0,32000000.0,,-95000000.0,-39000000.0,,,,,,,,688000000.0,,215000000.0,,184000000.0,-45000000.0,8464000000.0,89000000.0,,10555000000.0,,,,,,,,-44000000.0,,51000000.0,0.0,,,3000000.0,4000000.0,167000000.0,,,,,,,,3299000000.0,,2286000000.0,145000000.0,,,,,606000000.0,,,,,,,583000000.0,,481000000.0,,,,,,,,,210000000.0,,,,,0.0,,9220000000.0,,9803000000.0,74000000.0,103000000.0,,,3780000000.0,,85000000.0,23000000.0,183000000.0,-3000000.0,0.48,,,,,,103000000.0,105000000.0,,,20000000.0,3000000.0,,,,,3015000000.0,,,74000000.0,,,,,94000000.0,357000000.0,-39000000.0,,,158000000.0,-92000000.0,505000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,2000000.0,357000000.0,232000000.0,6011000000.0,,9125000000.0,-55000000.0,11000000.0,8311000000.0,697000000.0,,0.0,29000000.0,59000000.0,0.0,364000000.0,20000000.0,-55000000.0,-2047000000.0,,0.0,364000000.0,350000000.0,,364000000.0,,,10358000000.0,,,41000000.0,,84000000.0,,-18000000.0,60000000.0,,-2047000000.0,215000000.0,31000000.0,-1000000.0,-144000000.0,-60000000.0,,2631000000.0,419000000.0,,,,-185000000.0,686000000.0,,,-165000000.0,195000000.0,-45000000.0,8311000000.0,90000000.0,65000000.0,10358000000.0,-459000000.0,,12.38,,,124000000.0,4000000.0,-2000000.0,-1000000.0,9000000.0,0.0,2000000.0,2791000000.0,20000000.0,3000000.0,161000000.0,815000000.0,-2378000000.0,,14000000.0,606000000.0,-18000000.0,,3258000000.0,3752000000.0,2229000000.0,135000000.0,,-45000000.0,74000000.0,396000000.0,606000000.0,12.21,2000000.0,,,,9714000000.0,589000000.0,,494000000.0,379000000.0,,214000000.0,-386000000.0,,2945000000.0,,2625000000.0,232000000.0,1976000000.0,0.0,,215000000.0,0.0,468000000.0,9125000000.0,,9714000000.0,71000000.0,59000000.0,,285000000.0,3752000000.0,,84000000.0,83000000.0,235000000.0,3000000.0,,68000000.0,26000000.0,83000000.0,288000000.0,364000000.0,60000000.0,61000000.0,6011000000.0,-2346000000.0,11000000.0,0.0,2229000000.0,125000000.0,,589000000.0,2945000000.0,211000000.0,653000000.0,65000000.0,2617000000.0,3258000000.0,494000000.0,20000000.0,145000000.0,379000000.0,-40000000.0,41000000.0,,125000000.0,-92000000.0,451000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
