date,annualTotalAssets,annualNetIncome,trailingPretaxIncome,annualCashDividendsPaid,annualLongTermDebt,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,annualPretaxIncome,trailingNetIncome,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,trailingChangeInWorkingCapital,annualStockholdersEquity,annualOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualTotalRevenue,annualDepreciationAndAmortization,annualAccountsReceivable,trailingCommonStockIssuance,annualInvestingCashFlow,annualRetainedEarnings,annualDilutedAverageShares,annualPurchaseOfInvestment,trailingEndCashPosition,quarterlyInventory,trailingStockBasedCompensation,trailingTotalRevenue,annualEndCashPosition,trailingOperatingIncome,annualDilutedEPS,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualBasicEPS,quarterlyCurrentDebt,annualOperatingIncome,annualCurrentLiabilities,annualNetPPE,annualOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,annualInterestExpense,trailingBeginningCashPosition,trailingCapitalExpenditure,annualNetIncomeCommonStockholders,trailingOperatingExpense,annualCurrentAssets,annualOtherNonCurrentAssets,annualEbitda,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,annualGrossPPE,quarterlyAccountsPayable,annualAccumulatedDepreciation,annualOtherIntangibleAssets,trailingRepurchaseOfCapitalStock,annualOtherCurrentLiabilities,trailingOperatingCashFlow,annualCapitalStock,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,trailingGrossProfit,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,annualBasicAverageShares,annualTaxProvision,annualInventory,quarterlyNetPPE,trailingTaxProvision,annualChangeInInventory,trailingCostOfRevenue,annualNetOtherFinancingCharges,annualCurrentDebt,annualStockBasedCompensation,annualOtherCurrentAssets,trailingDepreciationAndAmortization,trailingNetIncomeContinuousOperations,annualGrossProfit,trailingChangeInInventory,annualOtherNonCashItems,annualTotalNonCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,trailingOtherNonCashItems,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualFreeCashFlow,annualBeginningCashPosition,annualCostOfRevenue,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,quarterlyDepreciationAndAmortization,quarterlyGoodwill,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,annualSaleOfInvestment,quarterlyFreeCashFlow,annualGoodwill,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,trailingSaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingCashDividendsPaid,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyLongTermDebt,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,trailingInterestExpense,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
2011-03-31,1876511000.0,509270000.0,,,,48231000.0,316317000.0,613526000.0,,1876511000.0,0.0,-156105000.0,94134000.0,0.0,,,1352693000.0,94134000.0,18298000.0,28100000.0,4901364000.0,79177000.0,48231000.0,,35171000.0,,2812861849.0,-4802000.0,,802185000.0,,,524280000.0,,0.181,443103000.0,18298000.0,524280000.0,0.182,,608267000.0,505520000.0,205465000.0,,618414000.0,254416000.0,523818000.0,618414000.0,,,524280000.0,24062000.0,0.0,105891000.0,91364000.0,,,,509270000.0,,1560194000.0,105891000.0,687444000.0,280253000.0,,1645172000.0,582709000.0,254416000.0,-377244000.0,,,0.0,,280253000.0,,115097000.0,348000.0,1352693000.0,,,,2792062499.0,104256000.0,802185000.0,205465000.0,,-239026000.0,,-391277000.0,,3183000.0,91364000.0,,,2211880000.0,,0.0,316317000.0,348000.0,523818000.0,,,,582709000.0,1560194000.0,505520000.0,443103000.0,392580000.0,2689484000.0,,1603613000.0,509270000.0,-377244000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,,,,45887000.0,392901000.0,,,2129640000.0,0.0,,27017000.0,0.0,,,,,20529000.0,,,,,,,,,,,1108084000.0,,,,,,,,427716000.0,,,,,,,454733000.0,,815650000.0,,,,,,,121437000.0,0.0,,,,,,,,,280855000.0,,,,420157000.0,,,,,,,,,325000.0,1313990000.0,,,,,,,264299000.0,,,,,,,,,,,,,,,,,,,,1736739000.0,795121000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,2466500000.0,689709000.0,,-435688000.0,,70477000.0,470733000.0,834793000.0,,2466500000.0,0.0,-190313000.0,35621000.0,0.0,,,1630824000.0,35621000.0,27946000.0,14017000.0,6405121000.0,117093000.0,70477000.0,,-182150000.0,,2824491187.0,0.0,,1191059000.0,,,562998000.0,,0.244,639477000.0,27946000.0,562998000.0,0.246,,788519000.0,807730000.0,332753000.0,,598619000.0,450686000.0,835676000.0,598619000.0,,,562998000.0,58513000.0,0.0,5552000.0,0.0,,,,689709000.0,,1995767000.0,5552000.0,905612000.0,281467000.0,,2108162000.0,758962000.0,450686000.0,-426209000.0,,,0.0,,281467000.0,,35656000.0,4163000.0,1630824000.0,,-247182000.0,,2808638314.0,145084000.0,1191059000.0,332753000.0,,-388874000.0,,-421671000.0,,6510000.0,0.0,,,2896681000.0,,-6419000.0,470733000.0,4163000.0,835676000.0,,,,758962000.0,1995767000.0,807730000.0,392295000.0,524280000.0,3508440000.0,,2108162000.0,689709000.0,-426209000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,,,,66263000.0,547340000.0,,,2481396000.0,339879000.0,,36635000.0,0.0,,,,,30746000.0,,,,,,,,,,,1320776000.0,,,,,,,,371532000.0,,,,,,,408167000.0,,870779000.0,,,,,,,5552000.0,0.0,,,,,,,,,282175000.0,,,,397118000.0,,,,,,,,,3709000.0,1610617000.0,,,,,,,377636000.0,,,,,,,,,,,,,,,,668505000.0,,,459643000.0,1934056000.0,840033000.0,,,,,,,-82007000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,2797241000.0,825634000.0,,-522385000.0,,92968000.0,563159000.0,994678000.0,,2797241000.0,317255000.0,-170452000.0,209092000.0,0.0,,,1975474000.0,209092000.0,30002000.0,13344000.0,7669798000.0,172638000.0,92968000.0,,-357291000.0,,2821311952.0,,,1234976000.0,,,542963000.0,,0.292,846245000.0,30002000.0,542963000.0,0.293,,926065000.0,791765000.0,343195000.0,,752055000.0,411231000.0,821767000.0,752055000.0,,,542963000.0,-173471000.0,0.0,5552000.0,0.0,,,,825634000.0,,2234082000.0,5552000.0,1098703000.0,282691000.0,,2632279000.0,852455000.0,411231000.0,-509260000.0,,,317255000.0,,282691000.0,,-20087000.0,1501000.0,1975474000.0,,-191757000.0,,2821311952.0,169044000.0,1234976000.0,343195000.0,,-43917000.0,,13344000.0,,27928000.0,0.0,,,3558344000.0,,-7509000.0,563159000.0,1501000.0,821767000.0,,,,852455000.0,2234082000.0,791765000.0,654488000.0,562998000.0,4111454000.0,,2632279000.0,825634000.0,-509260000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,,61099000.0,557812000.0,,,2957172000.0,390693000.0,,42882000.0,0.0,,,,,44352000.0,,,,,,,,,,,1558602000.0,,,,,,,,554266000.0,,,,,,,597148000.0,,1007693000.0,,,,,,,5552000.0,0.0,,,,,,,,,283226000.0,,,,444100000.0,,,,,,,,,510000.0,1949479000.0,,,,,,,340093000.0,,,,,,,,,,,,,,,,975082000.0,,,,2399360000.0,963341000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,3237427000.0,935235000.0,,-652193000.0,,52118000.0,624494000.0,1125963000.0,,3237427000.0,301816000.0,-145250000.0,570560000.0,0.0,,,2325129000.0,570560000.0,55019000.0,47152000.0,8756105000.0,187980000.0,52118000.0,,-617720000.0,1301588000.0,2846677000.0,-361468000.0,,1373213000.0,,,418780000.0,,0.329,1021080000.0,55019000.0,418780000.0,0.33,80000000.0,1003548000.0,857279000.0,405436000.0,,989340000.0,391574000.0,912298000.0,989340000.0,,,418780000.0,-361468000.0,0.0,5552000.0,0.0,305000.0,,,935235000.0,,2612933000.0,5552000.0,1314248000.0,284306000.0,,3069439000.0,1037880000.0,391574000.0,-632444000.0,,,301816000.0,,284306000.0,,-116745000.0,293000.0,2325129000.0,,-267826000.0,,2834224000.0,190728000.0,1373213000.0,405436000.0,,-138237000.0,,5241000.0,80000000.0,23283000.0,0.0,,,4072987000.0,,-12457000.0,624494000.0,293000.0,912298000.0,1301588000.0,,,1037880000.0,2612933000.0,857279000.0,753254000.0,542963000.0,4683118000.0,,3069439000.0,935235000.0,-632444000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,48147000.0,601243000.0,,,3400281000.0,336383000.0,,398082000.0,0.0,,,,,57536000.0,,,,,,,,,,,1601698000.0,,,,,,,,582684000.0,,80000000.0,,,,,980766000.0,,1146291000.0,,,,,,,5552000.0,93222000.0,,,,,,,,,284455000.0,,,,522719000.0,,,,,,,,,0.0,2253990000.0,,,,,,,373103000.0,,,,,,,,,,,,,,,,1228893000.0,,,,2799038000.0,1088755000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,3390073000.0,838811000.0,,-668471000.0,,51492000.0,543082000.0,1009492000.0,,3390073000.0,328190000.0,47748000.0,643976000.0,0.0,,,2474508000.0,643976000.0,54760000.0,7566000.0,8992837000.0,162533000.0,51492000.0,,-202992000.0,1472411000.0,2847631000.0,,,1382775000.0,,,519702000.0,,0.295,1069606000.0,54760000.0,519702000.0,0.295,0.0,872591000.0,860805000.0,351493000.0,,1163678000.0,496196000.0,915565000.0,1163678000.0,-8531000.0,,519702000.0,-73416000.0,0.0,5552000.0,643976000.0,458000.0,,,838811000.0,,2846991000.0,5552000.0,1172483000.0,284468000.0,,3166656000.0,1100397000.0,496196000.0,-748904000.0,,,328190000.0,,284468000.0,-80000000.0,116918000.0,251000.0,2474508000.0,,-149893000.0,,2843383000.0,170681000.0,1382775000.0,351493000.0,,-70987000.0,,198000.0,0.0,13062000.0,643976000.0,,,4039247000.0,,-17704000.0,543082000.0,251000.0,915565000.0,1472411000.0,,,1100397000.0,2846991000.0,860805000.0,919713000.0,418780000.0,4953590000.0,,3166656000.0,838811000.0,-748904000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,48792000.0,511235000.0,,,3159580000.0,335491000.0,,25946000.0,0.0,,,,,56480000.0,,,,,,,,,,,1600771000.0,,,,,,,,757580000.0,,,,,,,783526000.0,,978782000.0,,,,,,,5552000.0,179041000.0,,,,,,,,,284468000.0,,,,527267000.0,,,,,,,,,517000.0,2180798000.0,,,,,,,321514000.0,,,,,,,,,,,,,,,,1214187000.0,,,,2648345000.0,922302000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,2971503000.0,383470000.0,,-553202000.0,,79150000.0,503901000.0,470455000.0,,2971503000.0,321307000.0,-37010000.0,393244000.0,0.0,,,2288286000.0,393244000.0,49919000.0,0.0,7845875000.0,123291000.0,79150000.0,,146047000.0,1186328000.0,2855282000.0,,,1102385000.0,,,685763000.0,,0.134,578922000.0,49919000.0,685763000.0,0.134,,340256000.0,633298000.0,321089000.0,,1079007000.0,261495000.0,683217000.0,1079007000.0,0.0,,685763000.0,250732000.0,0.0,5552000.0,531759000.0,0.0,,,383470000.0,,2467602000.0,5552000.0,593746000.0,289213000.0,,3005753000.0,1114533000.0,261495000.0,-793444000.0,,,321307000.0,,289213000.0,0.0,171965000.0,432000.0,2288286000.0,,-117035000.0,,2854155000.0,86985000.0,1102385000.0,321089000.0,,183073000.0,,198000.0,,5738000.0,531759000.0,,,3346009000.0,,-9380000.0,503901000.0,432000.0,683217000.0,1186328000.0,,,1114533000.0,2467602000.0,633298000.0,461887000.0,519702000.0,4499866000.0,,3005753000.0,383470000.0,-793444000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,57561000.0,472376000.0,,,3379460000.0,338233000.0,,289970000.0,0.0,,,,,51064000.0,,,,,,,,,,,1366314000.0,,,,,,,,986270000.0,,,,,,,1276240000.0,,1003824000.0,,,,,,,5552000.0,426776000.0,,,,,,,,,289213000.0,,,,564115000.0,,,,,,,,,0.0,2375636000.0,,,,,,,297016000.0,,,,,,,,,,,,,,,,1282731000.0,,,,2907084000.0,952760000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,2929077000.0,326705000.0,,-381077000.0,,67076000.0,448542000.0,405398000.0,,2929077000.0,291792000.0,-112444000.0,513024000.0,0.0,,,2219166000.0,513024000.0,59335000.0,-5343000.0,7746152000.0,102977000.0,67076000.0,,-194422000.0,831175000.0,2929070000.0,,,1221794000.0,,,455701000.0,,0.112,356723000.0,59335000.0,455701000.0,0.112,,288776000.0,650576000.0,284242000.0,,968725000.0,313913000.0,709911000.0,968725000.0,-5343000.0,,455701000.0,-119780000.0,0.0,5552000.0,668956000.0,,,,326705000.0,,2480535000.0,5552000.0,391753000.0,299444000.0,,2940042000.0,1100777000.0,313913000.0,-816535000.0,,,291792000.0,,299444000.0,,-223845000.0,327000.0,2219166000.0,,-81881000.0,,2927021000.0,78693000.0,1221794000.0,284242000.0,,-160590000.0,,274000.0,,9217000.0,668956000.0,,,3228818000.0,,-10105000.0,448542000.0,327000.0,709911000.0,831175000.0,,,1100777000.0,2480535000.0,650576000.0,274842000.0,685763000.0,4517334000.0,,2940042000.0,326705000.0,-816535000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,73635000.0,492848000.0,,,3216931000.0,364569000.0,,606819000.0,0.0,,,,,60282000.0,,,,,,,,,,,1222404000.0,,,,,,,,590845000.0,,,,,,,1197664000.0,,873616000.0,,,,,,,5552000.0,606819000.0,,,,,,,,,299444000.0,,,,409526000.0,,,,,,,,,247000.0,2343315000.0,,,,,,,335980000.0,,,,,,,,,,,,,,,,941576000.0,,,,2724083000.0,813334000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,3577048000.0,440120000.0,,-222892000.0,,145417000.0,496698000.0,560611000.0,,3577048000.0,,144407000.0,915802000.0,,,,2482840000.0,915802000.0,56727000.0,63000.0,8017613000.0,101267000.0,145417000.0,,-546217000.0,,3009874000.0,,,1337263000.0,,,449558000.0,,0.146,748214000.0,56727000.0,449558000.0,0.146,,450230000.0,1037481000.0,340166000.0,,1365360000.0,619702000.0,1094208000.0,1365360000.0,0.0,,449558000.0,,,5552000.0,1495000.0,,,,440120000.0,,3080350000.0,5552000.0,551497000.0,303885000.0,,2923636000.0,1140063000.0,619702000.0,-799897000.0,,,,,303885000.0,,-20618000.0,268000.0,2482840000.0,,-153546000.0,,3009172000.0,95368000.0,1337263000.0,340166000.0,,-126104000.0,,214000.0,,1065000.0,1495000.0,,,3373866000.0,,-11837000.0,496698000.0,268000.0,1094208000.0,,,,1140063000.0,3080350000.0,1037481000.0,594668000.0,455701000.0,4643747000.0,,2923636000.0,465243000.0,-799897000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,,,,97163000.0,529696000.0,,,3708890000.0,,,819539000.0,,,,,,52519000.0,,,,,,,,,,,1713705000.0,,,,,,,,339696000.0,,,,,,,1159235000.0,,1054045000.0,,,,,,,5552000.0,,,,,,,,,,304003000.0,,,,561047000.0,,,,,,,,,0.0,2654845000.0,,,,,,,350375000.0,,,,,,,,,,,,,,,,,,,,3179194000.0,1001526000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,3406480000.0,470752000.0,,-441971000.0,,112701000.0,518133000.0,563448000.0,,3406480000.0,,-260229000.0,589512000.0,,,,2486608000.0,589512000.0,56332000.0,5704000.0,8375900000.0,111285000.0,112701000.0,,211337000.0,759018000.0,3061179000.0,,,1413726000.0,,,551134000.0,,0.154,346233000.0,56332000.0,551134000.0,0.154,,439728000.0,863540000.0,351100000.0,,1140646000.0,471499000.0,919872000.0,1140646000.0,-9618000.0,,551134000.0,,,5552000.0,,,,,470752000.0,,2888347000.0,5552000.0,551013000.0,309560000.0,,2978070000.0,1172235000.0,471499000.0,-821135000.0,,,,,309560000.0,,111921000.0,214000.0,2486608000.0,,-133580000.0,,3060494000.0,91380000.0,1413726000.0,351100000.0,,-120725000.0,,236000.0,,2004000.0,,,,3417798000.0,,-20690000.0,518133000.0,214000.0,919872000.0,759018000.0,,,1172235000.0,2888347000.0,863540000.0,212653000.0,449558000.0,4958102000.0,,2978070000.0,472068000.0,-821135000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,,82437000.0,1997008000.0,,,4586829000.0,,,239986000.0,,,,,,989003000.0,,,,,,,,,,,1491778000.0,,,,,,,,548709000.0,,,,,,,788695000.0,,2169886000.0,,,,,,,5552000.0,,,,,,,,,,309560000.0,,,,231437000.0,,,,,,,,,480000.0,2416943000.0,,,,,,,1832045000.0,,,,,,,,,,,,,,,,698299000.0,,,1832045000.0,2589821000.0,1180883000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
