date,annualTotalAssets,annualNetIncome,trailingPretaxIncome,annualCashDividendsPaid,annualLongTermDebt,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,annualPretaxIncome,trailingNetIncome,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,trailingChangeInWorkingCapital,annualStockholdersEquity,annualOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualTotalRevenue,annualDepreciationAndAmortization,annualAccountsReceivable,trailingCommonStockIssuance,annualInvestingCashFlow,annualRetainedEarnings,annualDilutedAverageShares,annualPurchaseOfInvestment,trailingEndCashPosition,quarterlyInventory,trailingStockBasedCompensation,trailingTotalRevenue,annualEndCashPosition,trailingOperatingIncome,annualDilutedEPS,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualBasicEPS,quarterlyCurrentDebt,annualOperatingIncome,annualCurrentLiabilities,annualNetPPE,annualOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,annualInterestExpense,trailingBeginningCashPosition,trailingCapitalExpenditure,annualNetIncomeCommonStockholders,trailingOperatingExpense,annualCurrentAssets,annualOtherNonCurrentAssets,annualEbitda,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,annualGrossPPE,quarterlyAccountsPayable,annualAccumulatedDepreciation,annualOtherIntangibleAssets,trailingRepurchaseOfCapitalStock,annualOtherCurrentLiabilities,trailingOperatingCashFlow,annualCapitalStock,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,trailingGrossProfit,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,annualBasicAverageShares,annualTaxProvision,annualInventory,quarterlyNetPPE,trailingTaxProvision,annualChangeInInventory,trailingCostOfRevenue,annualNetOtherFinancingCharges,annualCurrentDebt,annualStockBasedCompensation,annualOtherCurrentAssets,trailingDepreciationAndAmortization,trailingNetIncomeContinuousOperations,annualGrossProfit,trailingChangeInInventory,annualOtherNonCashItems,annualTotalNonCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,trailingOtherNonCashItems,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualFreeCashFlow,annualBeginningCashPosition,annualCostOfRevenue,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,quarterlyDepreciationAndAmortization,quarterlyGoodwill,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,annualSaleOfInvestment,quarterlyFreeCashFlow,annualGoodwill,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,trailingSaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingCashDividendsPaid,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyLongTermDebt,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,trailingInterestExpense,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
2002-03-31,1094152000.0,-71175000.0,279764000.0,-66771000.0,,,,-64196000.0,231361000.0,,,,,,474544000.0,-152431000.0,792178000.0,,,2099000.0,1537411000.0,,23784000.0,0.0,-30529000.0,,268584906.0,0.0,551295000.0,,3654000.0,7722807000.0,656119000.0,185209000.0,-0.265,179876000.0,79562000.0,,-0.265,,11337000.0,216033000.0,110394000.0,0.0,,62743000.0,,656970000.0,,1070000.0,656970000.0,10756000.0,79169000.0,,,289000.0,339696000.0,-125526000.0,-71175000.0,2892967000.0,956501000.0,1070000.0,70530000.0,,211599000.0,,,,,26187000.0,0.0,143114000.0,600465000.0,131833000.0,-4250000.0,64517000.0,,,3078176000.0,-42186000.0,231361000.0,268584906.0,9652000.0,216644000.0,,48393000.0,,4644631000.0,-15908000.0,,,82887000.0,532667000.0,231371000.0,662026000.0,190894000.0,,137651000.0,393000.0,295595000.0,,-6255000.0,474939000.0,,,,137690000.0,593053000.0,875385000.0,2892967000.0,650689000.0,-73848000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,1098259000.0,65463000.0,,-76066000.0,,,,92787000.0,,,,,,,,,742990000.0,,,0.0,1641385000.0,,13134000.0,,-466116000.0,,2533358344.0,-70544000.0,,,,,270293000.0,,0.255,195921000.0,76728000.0,,0.255,,84015000.0,278541000.0,89306000.0,-11800000.0,,89314000.0,,650913000.0,,37723000.0,650913000.0,-362694000.0,76728000.0,,,237000.0,,,65463000.0,,971230000.0,37723000.0,128483000.0,,,,,,,,,157125000.0,,126668000.0,-186000.0,-386205000.0,,,,-33243000.0,,2533358344.0,36237000.0,215880000.0,,,,,-39758000.0,,,33891000.0,,,729275000.0,,,127029000.0,0.0,355269000.0,,,,,,,162678000.0,656119000.0,912110000.0,,645260000.0,56550000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,1217121000.0,151075000.0,,-89141000.0,,,,185162000.0,,,,,,,,,849584000.0,,,28564000.0,1883334000.0,,15653000.0,,173640000.0,,2586128344.0,0.0,,,,,492957000.0,,0.59,112222000.0,86059000.0,,0.595,,161696000.0,281478000.0,98347000.0,0.0,,72587000.0,,704954000.0,,1070000.0,704954000.0,216070000.0,83972000.0,,,2000.0,,,151075000.0,,1098429000.0,1070000.0,194603000.0,,,,,,,,,176738000.0,,129306000.0,0.0,225283000.0,,,,-42518000.0,,2586128344.0,34087000.0,262152000.0,,,,,-2000.0,,,35181000.0,,,804314000.0,,,118692000.0,2087000.0,367537000.0,,,,,,,69704000.0,270293000.0,1079020000.0,,642618000.0,151075000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,1367509000.0,216607000.0,,-196580000.0,,,,260167000.0,,,,,,,,,911259000.0,,,,2313706000.0,,20075000.0,,-93423000.0,,2625539394.0,,,,,,452339000.0,,0.0825,208066000.0,97503000.0,,0.083,,223020000.0,358747000.0,131802000.0,,,120712000.0,,743134000.0,,870000.0,743134000.0,-29453000.0,96211000.0,,,0.0,,,216607000.0,,1217765000.0,870000.0,262522000.0,,,,,,,,,197930000.0,,132349000.0,,-39872000.0,,,,-64388000.0,,2609722892.0,43560000.0,363684000.0,,,,,42065000.0,,,110947000.0,,,991889000.0,,,149744000.0,1292000.0,456250000.0,,,,,,,143678000.0,492957000.0,1321817000.0,,768869000.0,216607000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,1371640000.0,185171000.0,,-226619000.0,5585000.0,,,222610000.0,,,,,,,,,913827000.0,,,,2620586000.0,,22091000.0,,104639000.0,,2703226277.0,,,,,,590678000.0,,0.0685,226264000.0,27861000.0,,0.0695,,600469000.0,429952000.0,161012000.0,,,233382000.0,,590678000.0,,,590678000.0,203349000.0,17218000.0,,,,,,185171000.0,,1121964000.0,72579000.0,664750000.0,,,,,,,,,188241000.0,,134711000.0,,137979000.0,,,,-99425000.0,,2664330935.0,37439000.0,359824000.0,,,,,33695000.0,,,105018000.0,,,1145091000.0,,,249676000.0,5058000.0,457813000.0,,,,,,,126839000.0,452339000.0,1475495000.0,,544622000.0,185171000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,1422580000.0,221793000.0,,-230005000.0,6340000.0,,,271504000.0,,,,,,,,,950590000.0,,,,2889237000.0,,30824000.0,,-58106000.0,150829000.0,2721386503.0,,,,,,569985000.0,,0.0815,234262000.0,26889000.0,,0.082,,247288000.0,445101000.0,147371000.0,,,241573000.0,,569985000.0,,,569985000.0,-756000.0,17856000.0,,,,,,221793000.0,,1173364000.0,85162000.0,247288000.0,,,1066188000.0,,,,,,203423000.0,,136862000.0,,-21447000.0,,,,-57766000.0,,2704792683.0,49711000.0,384034000.0,,,,,32402000.0,,,125862000.0,,,1272148000.0,,,249216000.0,2693000.0,471990000.0,,,,,,,176496000.0,590678000.0,1617089000.0,,1024860000.0,221793000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,1443124000.0,348213000.0,,-233881000.0,3946000.0,,,347555000.0,,,,,,,,,1108493000.0,,,,3221429000.0,,28265000.0,,-266023000.0,206948000.0,2752671937.0,,,,,,424381000.0,,0.1265,328320000.0,9600000.0,,0.1265,,303053000.0,325031000.0,120976000.0,,,325031000.0,,424381000.0,,,424381000.0,-74125000.0,4629000.0,,,,,,348213000.0,,1220768000.0,98755000.0,303053000.0,,,1090195000.0,,,,,,0.0,,137894000.0,,-154151000.0,,,,-58991000.0,,2752671937.0,71302000.0,470543000.0,,,,,17433000.0,,,227262000.0,,,1389480000.0,,,222356000.0,1025000.0,334631000.0,,,,,,,269329000.0,569985000.0,1831949000.0,,1086427000.0,276253000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,1415182000.0,315951000.0,,-290050000.0,,,,383311000.0,,,,-28229000.0,,,,,1122749000.0,,,3881000.0,3608990000.0,65264000.0,106736000.0,,127587000.0,234815000.0,2761022792.0,,,,,,584633000.0,,0.1145,334498000.0,14710000.0,,0.1145,,370115000.0,277723000.0,114774000.0,,,144475000.0,,584633000.0,,,584633000.0,191399000.0,0.0,,,,,,315951000.0,,1195902000.0,91849000.0,435379000.0,,,1234895000.0,375143000.0,,-260369000.0,,,0.0,,138125000.0,,175916000.0,,,,-75069000.0,,2761022792.0,67360000.0,468670000.0,,,1873000.0,,0.0,,1943000.0,35863000.0,,,1576866000.0,,371615000.0,219280000.0,1256000.0,292433000.0,,,,,,,259429000.0,424381000.0,2032124000.0,,1206751000.0,315951000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,1582277000.0,381095000.0,,,,104407000.0,268403000.0,464944000.0,,1582277000.0,0.0,-40658000.0,,0.0,,,1195870000.0,,18786000.0,26670000.0,4111345000.0,63174000.0,104407000.0,,-287065000.0,264822000.0,2768259120.0,,,563159000.0,,,392580000.0,,0.137,414655000.0,18786000.0,392580000.0,0.1375,,458532000.0,367621000.0,133856000.0,,392580000.0,175912000.0,386407000.0,392580000.0,,,392580000.0,-217865000.0,0.0,119379000.0,253728000.0,,,,381095000.0,,1313874000.0,119379000.0,521706000.0,139131000.0,,1381027000.0,,175912000.0,,,,0.0,,139131000.0,,-205690000.0,3660000.0,1195870000.0,,-74112000.0,,2768259120.0,83849000.0,563159000.0,133856000.0,,-94489000.0,,-359950000.0,,,253728000.0,,,1814864000.0,,0.0,268403000.0,3660000.0,386407000.0,264822000.0,,,,1313874000.0,367621000.0,340543000.0,584633000.0,2296481000.0,,1356332000.0,381095000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,,,36251000.0,281068000.0,,,1678254000.0,0.0,,46383000.0,0.0,,,,,16529000.0,,,,,,,,,,,778877000.0,,,,,,,,456273000.0,,,,,,,502656000.0,,556759000.0,,,,,,,93327000.0,0.0,,,,,,,,,139636000.0,,,,298489000.0,,,,,,,,,312000.0,1121495000.0,,,,,,,173593000.0,,,,,,,,,,,,,,,,125677000.0,,,,1397186000.0,540230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
