,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualBeginningCashPosition,trailingInterestExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingStockBasedCompensation,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyAccumulatedDepreciation,annualInvestingCashFlow,annualCapitalExpenditure,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,annualOperatingExpense,annualTotalRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualCapitalStock,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualInterestExpense,trailingBeginningCashPosition,quarterlyGrossPPE,annualChangesInAccountReceivables,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,trailingCostOfRevenue,trailingCashDividendsPaid,quarterlyPurchaseOfBusiness,annualGoodwill,quarterlyRetainedEarnings,annualInventory,quarterlyTaxProvision,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyEbitda,trailingOperatingExpense,quarterlyStockBasedCompensation,annualDeferredIncomeTax,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualTotalAssets,quarterlyTotalAssets,annualRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingPretaxIncome,trailingChangeInWorkingCapital,quarterlyGoodwill,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualCostOfRevenue,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,annualOperatingIncome,trailingPurchaseOfInvestment,annualPretaxIncome,trailingCommonStockIssuance,annualCashDividendsPaid,annualCurrentDebt,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualIncomeTaxPayable,annualNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,annualOtherNonCashItems,annualCashAndCashEquivalents,quarterlyInterestExpense,annualDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualTaxProvision,quarterlyInventory,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCurrentAccruedExpenses,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyChangeInInventory,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualNetPPE,annualCurrentLiabilities,annualEbitda,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualBasicEPS,trailingBasicEPS,quarterlyBasicEPS,trailingChangeInAccountPayable,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,annualDilutedEPS,annualDilutedAverageShares,trailingDilutedEPS,annualBasicAverageShares
678240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406800000.0,,406800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53600000.0,53600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451700000.0,,451700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53500000.0,53500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,,,,197600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,208100000.0,,,,482500000.0,,482500000.0,,,,,,,,,,,,,,,,,,,,,1789000000.0,,,,,,,,,,,,,,,,,,,,,,,,482500000.0,,,,,,,,,,,,,,,,,,,,,208100000.0,,,,,,,,,,,,1789000000.0,,,,,,,45000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47600000.0,47600000.0,,,,,,,,,,,,,,,,,,,,,1789000000.0,,,,,,,,,,,,,,,,,,,,,,,
702000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471300000.0,,471300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54300000.0,54300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436600000.0,,436600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500000.0,41500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487800000.0,,487800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54700000.0,54700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,,,,201100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,210700000.0,,,,475200000.0,,475200000.0,,,,,,,,,,,,,,,,,,,,,1870900000.0,,,,,,,,,,,,,,,,,,,,,,,,475200000.0,,,,,,,,,,,,,,,,,,,,,210700000.0,,,,,,,,,,,,1870900000.0,,,,,,,58200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60100000.0,60100000.0,,,,,,,,,,,,,,,,,,,,,1870900000.0,,,,,,,,,,,,,,,,,,,,,,,
733536000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492300000.0,,492300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58600000.0,58600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467300000.0,,467300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44200000.0,44200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495000000.0,,495000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59100000.0,59100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757296000,,,,210100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,218700000.0,,,,525500000.0,,525500000.0,,,,,,,,,,,,,,,,,,,,,1980100000.0,,,,,,,,,,,,,,,,,,,,,,,,525500000.0,,,,,,,,,,,,,,,,,,,,,218700000.0,,,,,,,,,,,,1980100000.0,,,,,,,54800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56800000.0,56800000.0,,,,,,,,,,,,,,,,,,,,,1980100000.0,,,,,,,,,,,,,,,,,,,,,,,
765072000,1647400000.0,,,,,30800000.0,,,,,20900000.0,,,,,,,53800000.0,,,,65200000.0,139000000.0,,,17500000.0,,1647400000.0,,20900000.0,,,-68100000.0,,,127300000.0,,504500000.0,,,,,,,,,67800000.0,-5000000.0,,,,-2046200000.0,,,,-139900000.0,,,,3500000.0,180700000.0,207900000.0,,,655000000.0,,,5173900000.0,,106900000.0,,353600000.0,,,,,,,47100000.0,,-900000.0,3127700000.0,188400000.0,,,,,,61100000.0,,,112600000.0,,166100000.0,261900000.0,189900000.0,,4279000000.0,,,4632600000.0,,,,,,,,1401300000.0,,,,,,,,,,,,,,57900000.0,,,,,,,,,,,,207900000.0,,,25600000.0,,0.0,,,20900000.0,-37300000.0,338400000.0,,,77600000.0,1400000.0,,,59800000.0,59800000.0,,2985200000.0,621100000.0,787300000.0,,,,,,,-45000000.0,211100000.0,7300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,1568000000.0,,,,,13400000.0,,,,,14200000.0,,,,,,,,,,,68400000.0,116600000.0,,,20900000.0,,1568000000.0,,14200000.0,,,-66600000.0,,,88600000.0,,462900000.0,,,,,,,,,-59800000.0,-8500000.0,,,,-2093900000.0,,,,-31500000.0,,,,-6800000.0,77900000.0,258500000.0,,,662000000.0,,,5227400000.0,,-4700000.0,,363400000.0,,,,,,,28500000.0,,0.0,3133500000.0,149300000.0,,,,,,60600000.0,,,11300000.0,,146000000.0,240700000.0,186700000.0,,4161300000.0,,,4524700000.0,,,,,,,,1370200000.0,,,,,,,,,,,,,,-35100000.0,,,,,,,,,,,2182900000.0,258500000.0,,,26400000.0,,-100000.0,,,14200000.0,-53200000.0,316900000.0,,,94100000.0,-70300000.0,,,-33200000.0,-33200000.0,,2956700000.0,609100000.0,743700000.0,,,,,,,-46100000.0,228300000.0,-16500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,1581600000.0,,,,,-5400000.0,,,,,44000000.0,,,,,,,,,,,68100000.0,109000000.0,,,14200000.0,,1581600000.0,,44000000.0,,,-63000000.0,,,126300000.0,,491400000.0,,,,,,,,,69300000.0,-2000000.0,,,,-2147100000.0,,,,-85000000.0,,,,29800000.0,183300000.0,247000000.0,,,746000000.0,,,5281900000.0,,103600000.0,,421900000.0,,,,,,,43800000.0,,0.0,3134800000.0,188800000.0,,,,,,62600000.0,,,120300000.0,,160300000.0,343800000.0,213400000.0,,4157900000.0,,,4579800000.0,,,,,,,,1338000000.0,,,,,,,,,,,,,,57900000.0,,,,,,,,,,,2141800000.0,247000000.0,,,27500000.0,,0.0,,,44000000.0,-68400000.0,331100000.0,,,96400000.0,3200000.0,,,59800000.0,59800000.0,,2998200000.0,605600000.0,746900000.0,,,,,,,-46200000.0,204800000.0,-2300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,1592900000.0,2253200000.0,239800000.0,135800000.0,32500000.0,-8000000.0,,15100000.0,,,32500000.0,,,,17500000.0,,,,,,564500000.0,67800000.0,138800000.0,,-79400000.0,44000000.0,,409800000.0,5329200000.0,32500000.0,4248000000.0,143500000.0,-66000000.0,,,129600000.0,,523000000.0,,,,,,,100000.0,,7800000.0,-38700000.0,632900000.0,-318400000.0,4100000.0,-2180100000.0,-232900000.0,-263700000.0,,-62000000.0,,877500000.0,1982000000.0,-11400000.0,124500000.0,239800000.0,409800000.0,,687200000.0,108000000.0,,5329200000.0,,87800000.0,,394500000.0,,,,,618600000.0,80800000.0,30700000.0,-2180100000.0,300000.0,3149100000.0,193000000.0,,,-54200000.0,1349500000.0,85100000.0,63600000.0,,,58500000.0,30800000.0,160100000.0,262400000.0,213400000.0,,4248000000.0,,4642500000.0,4642500000.0,618600000.0,3049600000.0,143500000.0,,,,564500000.0,1340200000.0,,632500000.0,67800000.0,,,1340200000.0,472000000.0,,293600000.0,,-183500000.0,239800000.0,302700000.0,55100000.0,,32500000.0,,,,,,,,138800000.0,2253200000.0,239800000.0,247900000.0,32500000.0,28600000.0,,200000.0,1592900000.0,,32500000.0,-74000000.0,362900000.0,,150100000.0,80800000.0,-13700000.0,,,57100000.0,57100000.0,262400000.0,3049600000.0,632900000.0,772600000.0,,,,394500000.0,213400000.0,,-46200000.0,233300000.0,15600000.0,,,,,-600000.0,3149100000.0,687200000.0,719700000.0,566400000.0,772600000.0,,,,,,,,,,,,,,,,,,,,,
796608000,1607300000.0,,,,,-9100000.0,,,,,66700000.0,,,,,,,,,,,66200000.0,89800000.0,,,32500000.0,,1607300000.0,,66700000.0,,,-41800000.0,,,141700000.0,,491700000.0,,,,,,,,,27500000.0,-8100000.0,,,,-2248500000.0,,,,-58600000.0,,,,34200000.0,143700000.0,188800000.0,,,644200000.0,,,5376300000.0,,109800000.0,,407200000.0,,,,,,,47900000.0,,-100000.0,3127800000.0,205100000.0,,,,,,63400000.0,,,101900000.0,,144800000.0,318200000.0,195000000.0,,4279900000.0,,,4687100000.0,,,,,,,,1389800000.0,,,,43900000.0,,,,,,,,,,60000000.0,,,,,,,,,,,,188800000.0,,,29400000.0,,0.0,,,66700000.0,-50900000.0,346900000.0,,,79300000.0,-4900000.0,,,61900000.0,61900000.0,,3079800000.0,618300000.0,787300000.0,,,,,,,-46200000.0,205200000.0,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,1609200000.0,,,,,5700000.0,,,,,52600000.0,,,,,,,,,,,143800000.0,86900000.0,,,66700000.0,,1609200000.0,,52600000.0,,,-49400000.0,,,117600000.0,,445200000.0,,,,,,,,,-2100000.0,3600000.0,,,,-2299200000.0,,,,-100400000.0,,,,-7000000.0,137100000.0,234500000.0,,,671900000.0,,,5406600000.0,,87900000.0,,435700000.0,,,,,,,38000000.0,,,3107400000.0,180300000.0,,,,,,62700000.0,,,87700000.0,,133900000.0,303100000.0,160900000.0,,4234900000.0,,,4670600000.0,,,,,,,,1381100000.0,,,,44600000.0,,,,,,,,,,47300000.0,,,,,,,,,,,2282900000.0,234500000.0,,,29800000.0,,-74500000.0,,,52600000.0,-43700000.0,311300000.0,,,78400000.0,-2000000.0,,,49900000.0,49200000.0,,3061400000.0,608400000.0,793100000.0,,,,,,,-47400000.0,193700000.0,-4300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,1624400000.0,,,,,-1000000.0,,,,,140100000.0,,,,,,,,,,,66400000.0,99500000.0,,,52600000.0,,1624400000.0,,140100000.0,,,-55400000.0,,,131500000.0,,478700000.0,,,,,,,,,71300000.0,-2100000.0,,,,-2364800000.0,,,,-48700000.0,,,,87500000.0,192600000.0,160600000.0,,,691300000.0,,,5468200000.0,,103000000.0,,470000000.0,,,,,,,41200000.0,,,3103400000.0,199600000.0,,,,,,68100000.0,,,137200000.0,,142200000.0,383800000.0,190500000.0,,4235800000.0,,,4705800000.0,,,,,,,,1395800000.0,,,,54900000.0,,,,,,,,,,59900000.0,,,,,,,,,,,2284900000.0,160600000.0,,,28000000.0,,74600000.0,,,140100000.0,-56400000.0,336500000.0,,,73000000.0,-2500000.0,,,61800000.0,61800000.0,,3081400000.0,602600000.0,799000000.0,,,,,,,-47300000.0,205000000.0,5400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,1638600000.0,2264700000.0,151300000.0,225700000.0,96400000.0,-8700000.0,,71000000.0,,,96400000.0,,,,25400000.0,,,,,210200000.0,566000000.0,75500000.0,145500000.0,,-5900000.0,140100000.0,,410000000.0,5533600000.0,96400000.0,4252300000.0,233300000.0,-74100000.0,,,93300000.0,,468700000.0,,,,,,,0.0,,10000000.0,-24100000.0,627500000.0,-319100000.0,7600000.0,-2433400000.0,-233800000.0,-220700000.0,,-111400000.0,,835100000.0,1870600000.0,-43700000.0,150500000.0,151300000.0,410000000.0,,663000000.0,115700000.0,,5533600000.0,,65400000.0,,418100000.0,,,,,662600000.0,68000000.0,11200000.0,-2433400000.0,,3100200000.0,156400000.0,,,-30700000.0,1315200000.0,106700000.0,63100000.0,,,76400000.0,-13100000.0,134600000.0,318800000.0,178200000.0,,4252300000.0,,4670400000.0,4670400000.0,662600000.0,3031800000.0,233400000.0,,,,566000000.0,1350100000.0,,555400000.0,75500000.0,69700000.0,,1350100000.0,480100000.0,,367900000.0,,-188300000.0,151300000.0,403200000.0,60500000.0,,96400000.0,,,,,,,,145500000.0,2264700000.0,151300000.0,257300000.0,96400000.0,29200000.0,,-200000.0,1638600000.0,,96400000.0,-82800000.0,334100000.0,,134600000.0,68000000.0,-1500000.0,,,54200000.0,62500000.0,318800000.0,3031800000.0,627500000.0,830900000.0,,,,418100000.0,178200000.0,,-47400000.0,240800000.0,5000000.0,,,,,-200000.0,3100200000.0,663000000.0,737400000.0,623900000.0,830900000.0,,,,,,,,,,,,,,,,,,,,,
828230400,1643500000.0,,,,,-17000000.0,,,,,82500000.0,,,,,,,,,,,109200000.0,114600000.0,,,96400000.0,,1643500000.0,,82500000.0,,,-39900000.0,,,138600000.0,,465900000.0,,,,,,,,,12700000.0,-29100000.0,,,,-2500500000.0,,,,-67200000.0,,,,-14000000.0,110100000.0,187300000.0,,,686500000.0,,,5572100000.0,,111600000.0,,432100000.0,,,,,,,45500000.0,,-15700000.0,3071600000.0,202400000.0,,,,,,63800000.0,,,70200000.0,,130900000.0,337500000.0,173200000.0,,4252700000.0,,,4684800000.0,,,,,,,,1333400000.0,,,,45600000.0,,,,,,,,,,66100000.0,,,,,,,,,,,,187300000.0,,,27000000.0,,100000.0,,,82500000.0,-56900000.0,335000000.0,,,67200000.0,-100000.0,,,66100000.0,66100000.0,,3041300000.0,681300000.0,880600000.0,,,,,,,-45500000.0,196400000.0,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,1645400000.0,,,,,-4900000.0,,,,,131400000.0,,,,,,,,,,,79600000.0,137400000.0,,,82500000.0,,1645400000.0,,131400000.0,,,-45800000.0,,,111600000.0,,471000000.0,,,,,,,,,400000.0,6000000.0,,,,-2479700000.0,,,,-60700000.0,,,,49000000.0,160400000.0,100000.0,,,695000000.0,,,5600600000.0,,84400000.0,,462200000.0,,,,,,,37000000.0,,0.0,3120900000.0,197100000.0,,,,,,85500000.0,,,114600000.0,,135800000.0,324000000.0,180900000.0,,4279100000.0,,,4741300000.0,,,,,,,,1332700000.0,,,,52300000.0,,,,,,,,,,47400000.0,,,,,,,,,,,2299300000.0,186400000.0,,,26800000.0,,-100000.0,,,131400000.0,-50700000.0,335200000.0,,,70300000.0,-1500000.0,,,47400000.0,47400000.0,,3095900000.0,657800000.0,878500000.0,,,,,,,-45400000.0,223600000.0,-3200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,1662700000.0,,,,,8300000.0,,,,,192500000.0,,,,,,,,,,,66200000.0,120700000.0,,,131400000.0,,1662700000.0,,192500000.0,,,-58500000.0,,,133600000.0,,507600000.0,,,,,,,,,33100000.0,-6200000.0,,,,-2546600000.0,,,,-54500000.0,,,,61100000.0,165800000.0,100000.0,,,616000000.0,,,5646800000.0,,109000000.0,,527200000.0,,,,,,,46300000.0,,0.0,3100200000.0,208500000.0,,,,,,74900000.0,,,107300000.0,,152700000.0,378200000.0,204600000.0,,4232900000.0,,,4760100000.0,,,,,,,,1443300000.0,,,,59000000.0,,,,,,,,,,62700000.0,,,,,,,,,,,2381200000.0,69900000.0,,,27900000.0,,0.0,,,192500000.0,-50200000.0,354900000.0,,,63900000.0,2900000.0,,,62700000.0,62700000.0,,3097400000.0,643000000.0,853300000.0,,,,,,,-45500000.0,221300000.0,6400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,1673200000.0,2403800000.0,69900000.0,230900000.0,173100000.0,-5100000.0,,76700000.0,,,173100000.0,,,,96400000.0,,,,,262100000.0,566500000.0,80700000.0,175800000.0,,9200000.0,192500000.0,,395100000.0,5704500000.0,173100000.0,4145500000.0,230900000.0,-64700000.0,,,103200000.0,,549000000.0,,,,,,,100000.0,,-79400000.0,22400000.0,561800000.0,-255200000.0,4500000.0,-2630100000.0,-227600000.0,-208900000.0,,-72800000.0,,909200000.0,1993500000.0,-19400000.0,123100000.0,69900000.0,395100000.0,,507800000.0,106700000.0,,5704500000.0,,77900000.0,,503700000.0,,,,,711600000.0,63400000.0,23100000.0,-2630100000.0,0.0,3074400000.0,179700000.0,,,-6900000.0,1396000000.0,-33200000.0,76400000.0,,,58400000.0,-18700000.0,178100000.0,214900000.0,186500000.0,,4145500000.0,,4649200000.0,4649200000.0,711600000.0,2976000000.0,230900000.0,,,,566500000.0,1479300000.0,,597500000.0,80700000.0,105100000.0,,1479300000.0,486800000.0,,382700000.0,,-181800000.0,69900000.0,350500000.0,54800000.0,,173100000.0,,,,,,,,175800000.0,2403800000.0,69900000.0,300600000.0,173100000.0,24900000.0,,100000.0,1673200000.0,,173100000.0,-69800000.0,370900000.0,,151800000.0,63400000.0,7800000.0,,,54800000.0,54800000.0,214900000.0,2976000000.0,561800000.0,839300000.0,,,,503700000.0,186500000.0,,-45400000.0,267700000.0,500000.0,,,,,-15700000.0,3074400000.0,507800000.0,787500000.0,559400000.0,839300000.0,,,,,,,,,,,,,,,,,,,,,
859766400,1610200000.0,,,,,1200000.0,,,,,131200000.0,,,,,,,,,,,57100000.0,121000000.0,,,173100000.0,,1610200000.0,,131200000.0,,,-34100000.0,,,93700000.0,,508000000.0,,,,,,,,,19900000.0,2200000.0,,,,-2707600000.0,,,,-156600000.0,,,,-41800000.0,147700000.0,-100000.0,,,457200000.0,,,5733500000.0,,73300000.0,,425300000.0,,,,,,,24400000.0,,-66300000.0,3025900000.0,171500000.0,,,,,,77800000.0,,,113600000.0,,195400000.0,235700000.0,183800000.0,,4159000000.0,,,4584300000.0,,,,,,,,1522300000.0,,,,44600000.0,,,,,,,,,,48900000.0,,,,,,,,,,,,53500000.0,,,25600000.0,,0.0,,,131200000.0,-32900000.0,312600000.0,,,53200000.0,4700000.0,,,48900000.0,48900000.0,,2974100000.0,572300000.0,910400000.0,,,,,,,-45600000.0,218900000.0,10200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,1622400000.0,,,,,-36400000.0,,,,,112800000.0,,,,,,,,,,,53700000.0,120200000.0,,,131200000.0,,1622400000.0,,112800000.0,,,-50900000.0,,,127900000.0,,501500000.0,,,,,,,,,-11400000.0,300000.0,,,,-2782600000.0,,,,-70000000.0,,,,-18400000.0,138800000.0,-100000.0,,,483800000.0,,,5770000000.0,,98900000.0,,452400000.0,,,,,,,42500000.0,,0.0,2987400000.0,205500000.0,,,,,,77600000.0,,,87900000.0,,150500000.0,261800000.0,227200000.0,,4152600000.0,,,4605000000.0,,,,,,,,1510500000.0,,,,51200000.0,,,,,,,,,,56400000.0,,,,,,,,,,,2435600000.0,55900000.0,,,27700000.0,,-100000.0,,,112800000.0,-87300000.0,351000000.0,,,58700000.0,-1600000.0,,,56400000.0,56400000.0,,2982600000.0,567100000.0,962000000.0,,,,,,,-45400000.0,223100000.0,-5400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,1643100000.0,,,,,-3000000.0,,,,,143100000.0,,,,,,,,,,,67100000.0,145900000.0,,,112800000.0,,1643100000.0,,143100000.0,,,-56500000.0,,,142400000.0,,581100000.0,,,,,,,,,34200000.0,800000.0,,,,-2871000000.0,,,,-101700000.0,,,,30200000.0,191500000.0,57600000.0,,,567000000.0,,,5821300000.0,,112100000.0,,532200000.0,,,,,,,47000000.0,,0.0,2950300000.0,221800000.0,,,,,,79200000.0,,,135000000.0,,212600000.0,317500000.0,255000000.0,,4133300000.0,,,4665500000.0,,,,,,,,1465500000.0,,,,52300000.0,,,,,,,,,,65100000.0,,,,,,,,,,,2393200000.0,57600000.0,,,25900000.0,,200000.0,,,143100000.0,-59500000.0,368500000.0,,,67000000.0,-4800000.0,,,65100000.0,65100000.0,,3022400000.0,560400000.0,977400000.0,,,,,,,-44400000.0,226100000.0,-8300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
