,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyDilutedAverageShares,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualBasicEPS,annualOtherIncomeExpense,trailingGrossProfit,annualRepaymentOfDebt,annualEbitda,annualNetPPE,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,quarterlyNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,annualGrossPPE,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingSellingGeneralAndAdministration,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyBasicEPS,annualDilutedAverageShares,quarterlyBasicAverageShares,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualInvestingCashFlow,quarterlyGrossPPE,trailingNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingInterestExpense,trailingCashDividendsPaid,annualInventory,quarterlyTaxProvision,annualGoodwill,trailingNetIncome,quarterlyNetPPE,trailingBeginningCashPosition,annualChangeInCashSupplementalAsReported,annualDilutedEPS,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,annualCommonStockIssuance,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,trailingChangeInWorkingCapital,annualChangeInWorkingCapital,annualOperatingIncome,quarterlyFreeCashFlow,annualTotalRevenue,trailingChangeInAccountPayable,annualNetOtherInvestingChanges,trailingTotalRevenue,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalAssets,annualTotalAssets,trailingTaxProvision,annualNetIncome,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCostOfRevenue,annualOtherCurrentAssets,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,annualCashDividendsPaid,quarterlyPurchaseOfInvestment,annualPretaxIncome,quarterlyGrossProfit,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualCashAndCashEquivalents,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingPretaxIncome,annualDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,quarterlyOtherIncomeExpense,annualOperatingCashFlow,quarterlyDilutedEPS,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCashDividendsPaid,annualBasicAverageShares,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualRetainedEarnings,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,annualStockBasedCompensation,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualCurrentDeferredRevenue,trailingEndCashPosition,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,trailingStockBasedCompensation,annualOtherIntangibleAssets,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,quarterlyRetainedEarnings,trailingBasicEPS
1080691200,,,,17500000.0,,500000.0,,,,,,,263800000.0,,7500000.0,,285500000.0,,,,-17500000.0,,0.0,,,,,2300000.0,,,2300000.0,,,,100000.0,,,,,,100000.0,700000.0,,,,,21700000.0,,,,0.75,,17500000.0,,,13400000.0,,,-1100000.0,,,,-500000.0,,,,,,,,,,,,,0.0,,,,-5200000.0,,,-500000.0,,,,,,14500000.0,,,,,13400000.0,,,,,,500000.0,,,700000.0,2300000.0,,,,300700000.0,,,,,13700000.0,,298400000.0,,,,,0.0,,,,,,,,,,,,0.0,,15200000.0,,,,,,13700000.0,13700000.0,,,-17500000.0,2300000.0,,14500000.0,,,,,,,14300000.0,,0.75,,,,,-10100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,17500000.0,,500000.0,,,,,,,266800000.0,,2300000.0,,288700000.0,,,,-15100000.0,,0.0,,,,,2100000.0,,,2100000.0,,,,100000.0,,,,,,100000.0,900000.0,,,,,21900000.0,,,,0.74,,17500000.0,,,14100000.0,,,800000.0,,,,-500000.0,,,,,,,,,,,,,0.0,,,,-200000.0,,,-500000.0,,,,,,25500000.0,,,,,14100000.0,,,,,,500000.0,,,900000.0,2100000.0,,,,315100000.0,,,,,13600000.0,,313000000.0,,,,,0.0,,,,,,,,,,,,0.0,,26400000.0,,,,,,13600000.0,13600000.0,,,-15100000.0,2100000.0,,25500000.0,,,,,,,14200000.0,,0.74,,,,,-10200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,17500000.0,,300000.0,,,,,,,269200000.0,,2100000.0,,290500000.0,,,,4000000.0,,0.0,,,,,1900000.0,,,1900000.0,,,,200000.0,,,,,,-100000.0,700000.0,,,,,21300000.0,,,,0.68,,17500000.0,,,12500000.0,,,-16700000.0,,,,-300000.0,,,,,,,,,,,,,0.0,,,,-200000.0,,,-300000.0,,,,,,19500000.0,,,,,12500000.0,,,,,,300000.0,,,700000.0,1900000.0,,,,310700000.0,,,,,12600000.0,,308800000.0,,,,,0.0,,,,,,,,,,,,0.0,,20200000.0,,,,,,12600000.0,12600000.0,,,4000000.0,1900000.0,,19500000.0,,,,,,,13100000.0,,0.68,,,,,-10700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,,,,329600000.0,600000.0,2.99,57500000.0,,,-1900000.0,,287400000.0,,1900000.0,,294900000.0,0.0,2500000.0,-10800000.0,-20800000.0,,0.0,,,,7500000.0,2500000.0,,,2500000.0,,0.0,,100000.0,6500000.0,,,,,0.0,700000.0,,,,,7500000.0,1900000.0,,,,17500000.0,,55100000.0,,15200000.0,,,6200000.0,-49400000.0,,,-600000.0,,,,,,,,,,-5000000.0,2.99,,0.0,,287400000.0,,600000.0,500000.0,,-600000.0,,0.0,,,55200000.0,30000000.0,7500000.0,,100000.0,-1900000.0,15200000.0,,,-49400000.0,,,600000.0,,,7200000.0,2500000.0,,37200000.0,,332100000.0,332100000.0,,55100000.0,2500000.0,15200000.0,6500000.0,329600000.0,30000000.0,,0.0,,0.0,,700000.0,-41800000.0,,,,,,,1900000.0,,0.0,,37200000.0,,,,294900000.0,2500000.0,15200000.0,15200000.0,,,-20800000.0,2500000.0,,30000000.0,,,,,,2500000.0,15900000.0,55200000.0,,,30000000.0,,7200000.0,-10800000.0,17500000.0,,55100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,,17500000.0,,500000.0,,,,,,,290000000.0,,2500000.0,,297500000.0,,,,4100000.0,,0.0,,,,,2600000.0,,,2600000.0,,,,300000.0,30000000.0,,,,,-200000.0,,,,,,7500000.0,,,,0.72,,17500000.0,,,13200000.0,,,-17200000.0,,,,-500000.0,,,,,,,,,,,,,0.0,,,,100000.0,,,-500000.0,,,,,,,,,,,13200000.0,,,,,,500000.0,,,30500000.0,2600000.0,,,,328000000.0,,,,,13400000.0,,325400000.0,,,,,,,,,,,,,,,,,0.0,,30500000.0,,,,,,13400000.0,13400000.0,,,4100000.0,2600000.0,,,,,,,,,14200000.0,,0.72,,,,,-10700000.0,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,17500000.0,,500000.0,,,,,,,288900000.0,,2600000.0,,296300000.0,,,,7500000.0,,0.0,,,,,3200000.0,,,3200000.0,,,,200000.0,24000000.0,,,,,,700000.0,,,,,7400000.0,,,,0.52,,17500000.0,,,9900000.0,,,-16800000.0,,,,-500000.0,,,,,,,,,,,,,0.0,,,,600000.0,,,-500000.0,,,,,,,,,,,9900000.0,,,,,,500000.0,,,24700000.0,3200000.0,,,,321000000.0,,,,,9700000.0,,317800000.0,,,,,,,,,,,,,,,,,0.0,,24700000.0,,,,,,9700000.0,9700000.0,,,7500000.0,3200000.0,,,,,,,,,10400000.0,,0.52,,,,,-10800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,17500000.0,,500000.0,,,,,,,293000000.0,,3200000.0,,300300000.0,,,,0.0,,0.0,,,,,1400000.0,,,1400000.0,,,,300000.0,20000000.0,,,,,,,,,,,7300000.0,,,,0.81,,17500000.0,,,12900000.0,,,-14700000.0,,,,-500000.0,,,,,,,,,,,,,0.0,,,,-1800000.0,,,-500000.0,,,,,,,,,,,12900000.0,,,,,,500000.0,,,20800000.0,1400000.0,,,,321100000.0,,,,,14800000.0,,319700000.0,,,,,,,,,,,,,,,,,0.0,,20800000.0,,,,,,14800000.0,14800000.0,,,0.0,1400000.0,,,,,,,,,15600000.0,,0.81,,,,,-10700000.0,,,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,,,,313400000.0,500000.0,2.7,53200000.0,,,-2000000.0,,294400000.0,,1400000.0,,301600000.0,0.0,2300000.0,-66000000.0,4100000.0,,0.0,,,,2500000.0,2300000.0,,,2300000.0,,,,200000.0,13500000.0,,,,,-200000.0,,,,,,7200000.0,2000000.0,,,,17500000.0,,50200000.0,,14100000.0,,,-17300000.0,15700000.0,,,-500000.0,,,,,,,,,,-200000.0,2.7,,0.0,,294400000.0,,900000.0,1000000.0,,-500000.0,,0.0,,,50100000.0,,7200000.0,,-100000.0,-2000000.0,14100000.0,,,15700000.0,,,500000.0,,,14100000.0,2300000.0,,14100000.0,,315700000.0,315700000.0,,50200000.0,2300000.0,12300000.0,13500000.0,313400000.0,,,0.0,,,,,-43000000.0,,,,,,,2000000.0,,0.0,,14100000.0,,,,301600000.0,2300000.0,12300000.0,12300000.0,,,4100000.0,2300000.0,600000.0,,,,,,,2300000.0,13000000.0,50100000.0,,,,,14100000.0,-10800000.0,17500000.0,,50200000.0,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,,17500000.0,,600000.0,,,,,,,296100000.0,,2300000.0,,303200000.0,,,,2500000.0,,0.0,,,,,1800000.0,,,1800000.0,,,,200000.0,13500000.0,,,,,-100000.0,,,,,,7100000.0,,,,0.67,,17500000.0,,,12300000.0,,,-10700000.0,,,,-600000.0,,,,,,,,,,,,,0.0,,,,-500000.0,,,-600000.0,,,,,,,,,,,12300000.0,,,,,,600000.0,,,14000000.0,1800000.0,,,,317200000.0,,,,,12400000.0,,315400000.0,,,,,,,,,-4600000.0,,,,,,,,0.0,,14000000.0,,,,,,12400000.0,12400000.0,,,-2100000.0,1800000.0,,,,,,,,,13200000.0,,0.67,,,,,-10700000.0,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,17500000.0,,700000.0,,,,,,,,,1800000.0,,301200000.0,,,,11700000.0,,0.0,,,,,800000.0,,,800000.0,,,,4200000.0,1000000.0,,,,,1000000.0,,,,,,301200000.0,,,,0.47,,17500000.0,,,10100000.0,,,283700000.0,,,,-700000.0,,,,,,,,,,,,,0.0,,,,-1000000.0,,,-700000.0,,,,,,307000000.0,,,,,10100000.0,,,,,,700000.0,,,2500000.0,800000.0,,,,610700000.0,,,,,9000000.0,,609900000.0,,,,,0.0,,,,-306500000.0,,,,,,,,294500000.0,,309500000.0,,,,,,9000000.0,9000000.0,,,-294800000.0,800000.0,,307000000.0,,,,,,,13900000.0,,0.47,,,,,-10800000.0,,,,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,17500000.0,,500000.0,,,,,,,0.0,,800000.0,,302300000.0,,,,2200000.0,,0.0,,,,,7000000.0,,,7000000.0,,,,5400000.0,,,,,,3600000.0,,,,,,200000.0,,,,0.65,,17500000.0,,,15700000.0,,,-11700000.0,,,,-500000.0,,,,,,,,,,,,,0.0,,,,6200000.0,,,-400000.0,,,100000.0,,,307000000.0,,,,,15700000.0,,,,,,500000.0,,,5100000.0,7000000.0,,,,614400000.0,,,,,12000000.0,,607400000.0,,,,,0.0,,,,0.0,,,,,,,,0.0,,312100000.0,,,,,,12000000.0,12000000.0,,,2200000.0,7000000.0,,307000000.0,,,,,,,17900000.0,,0.65,,,,,-10700000.0,,,,5100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,,,,771300000.0,2000000.0,2.39,63200000.0,,,-2700000.0,127000000.0,295600000.0,,7000000.0,,303900000.0,0.0,4000000.0,337600000.0,9900000.0,,0.0,,,,2300000.0,4000000.0,,,4000000.0,,0.0,127000000.0,5300000.0,4700000.0,,,,,-4200000.0,3300000.0,,,,,8300000.0,3800000.0,,,,17500000.0,,44700000.0,-408300000.0,8000000.0,,,76300000.0,-382000000.0,127000000.0,,-2000000.0,,,,,,79200000.0,,127000000.0,,1700000.0,2.39,,0.0,,295600000.0,,-3000000.0,15100000.0,,-1100000.0,,0.0,900000.0,,46100000.0,463400000.0,8300000.0,,300000.0,-3800000.0,8000000.0,,,26300000.0,,,900000.0,,79200000.0,9300000.0,6500000.0,,472700000.0,,777800000.0,777800000.0,,44700000.0,4000000.0,11300000.0,4700000.0,771300000.0,463400000.0,,0.0,,0.0,,3300000.0,-43500000.0,-97200000.0,,,,,565100000.0,2700000.0,,0.0,565100000.0,472700000.0,,,,303900000.0,4000000.0,11300000.0,11300000.0,,1100000.0,-87300000.0,4000000.0,1300000.0,463400000.0,,,,2500000.0,,6500000.0,18200000.0,46100000.0,,,463400000.0,2500000.0,9300000.0,-11300000.0,17500000.0,,44700000.0,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,,24600000.0,,3600000.0,,,,,,,0.0,,4000000.0,,918400000.0,,,,3300000.0,,0.0,,,,,9200000.0,,,9200000.0,,,,8100000.0,4700000.0,,100000.0,,,1000000.0,3000000.0,,,,,300000.0,,,,0.73,,24600000.0,,,15700000.0,-600000.0,,720000000.0,,126000000.0,,3300000.0,6900000.0,,,,,,,126000000.0,,,,,0.0,,,607300000.0,5200000.0,,,5000000.0,,,1700000.0,,,587400000.0,,,,,15100000.0,,,,,,2000000.0,,79100000.0,11600000.0,12600000.0,,,,1518600000.0,,,,,20000000.0,,1506000000.0,,,,,0.0,,,,-733300000.0,,6900000.0,,,1300900000.0,,,0.0,,599000000.0,,,,,,20000000.0,20000000.0,,,-730500000.0,9200000.0,,587400000.0,,,,,,,24800000.0,,0.73,,,3400000.0,,-11300000.0,,,,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,34900000.0,,3700000.0,,,,,,,0.0,,9200000.0,,916700000.0,,,,19800000.0,,0.0,,,,,7500000.0,,,7500000.0,,,,8700000.0,4700000.0,,,,,-700000.0,2500000.0,,,,,6100000.0,,,,0.45,,34900000.0,,,25700000.0,-4000000.0,,-32600000.0,,127400000.0,,3000000.0,6700000.0,,,,,,,127400000.0,,,,,0.0,,,-300000.0,-1700000.0,,,4600000.0,,,1600000.0,,,580000000.0,,,,,21700000.0,,,,,,2200000.0,,79100000.0,10300000.0,10700000.0,,,,1508300000.0,,,,,17700000.0,,1497600000.0,,,,,0.0,,,,-10500000.0,,6700000.0,,,1291100000.0,,,0.0,,590300000.0,,,,,,17700000.0,17700000.0,,,5200000.0,7500000.0,,580000000.0,,,,,,,23400000.0,,0.45,,,3200000.0,,-24900000.0,,,,3100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,34900000.0,,3800000.0,,,,,,,0.0,,7500000.0,,908700000.0,,,,-23100000.0,,0.0,,-60100000.0,,,14200000.0,,,14200000.0,,,,8700000.0,4700000.0,,,,,400000.0,3900000.0,,,,,-1400000.0,,,,0.64,,34900000.0,,,26800000.0,-1100000.0,,-24100000.0,,186800000.0,,2900000.0,6700000.0,,,,,,,126700000.0,,,,,0.0,,,0.0,6700000.0,,,4600000.0,,,1700000.0,,,581000000.0,,,,,25700000.0,,,,,,2200000.0,,79100000.0,13100000.0,19100000.0,,,,1504200000.0,,,,,24600000.0,,1485100000.0,,,,,0.0,,,,3300000.0,,6700000.0,,,1279300000.0,,,0.0,,594100000.0,,,,,,24600000.0,24600000.0,,,4000000.0,14200000.0,,581000000.0,,,,,,,30400000.0,,0.64,,,4900000.0,,-25100000.0,,,,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,,27200000.0,,1481600000.0,3900000.0,2.51,111100000.0,,,18900000.0,134100000.0,892300000.0,,14200000.0,,900100000.0,0.0,6800000.0,625600000.0,0.0,,0.0,,-61700000.0,,4000000.0,6800000.0,,,6800000.0,,9900000.0,195800000.0,9700000.0,6000000.0,,12500000.0,-61700000.0,,2200000.0,4800000.0,,,,,7800000.0,15000000.0,,,,34900000.0,,89000000.0,-744400000.0,30400000.0,-8700000.0,-14400000.0,-37700000.0,-721400000.0,195800000.0,,3000000.0,6900000.0,,,,,81700000.0,,134100000.0,,2800000.0,2.51,,0.0,,892300000.0,0.0,-7400000.0,35200000.0,,5000000.0,,0.0,1700000.0,607000000.0,84200000.0,578700000.0,7800000.0,,2900000.0,12200000.0,21700000.0,27200000.0,,0.0,,,1900000.0,,81700000.0,13800000.0,11000000.0,,592500000.0,,1492600000.0,1492600000.0,,89000000.0,6800000.0,26700000.0,6000000.0,1481600000.0,568800000.0,,0.0,,9900000.0,,4800000.0,-86700000.0,-3900000.0,,6900000.0,,37400000.0,1265800000.0,8300000.0,,0.0,1265800000.0,592500000.0,,,,900100000.0,6800000.0,26700000.0,26700000.0,,6700000.0,-100000.0,6800000.0,3000000.0,568800000.0,,,,4200000.0,,11000000.0,32500000.0,98600000.0,,,578700000.0,4200000.0,13800000.0,-25400000.0,34900000.0,,89000000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,,34900000.0,,1600000.0,,,,,,,900100000.0,,7500000.0,,894200000.0,,,,-3400000.0,,0.0,,-61700000.0,,,1600000.0,,,1600000.0,,,,7600000.0,4600000.0,,,,,500000.0,5300000.0,,,,,-5900000.0,,,,0.89,,34900000.0,,,35600000.0,-4500000.0,,-33600000.0,,198900000.0,,3100000.0,6900000.0,,,,,,,137200000.0,,,,,0.0,-200000.0,,,-5900000.0,,,4800000.0,,,1700000.0,,,582900000.0,,,,,31100000.0,,,,,,,,81700000.0,13500000.0,5100000.0,,,,1490600000.0,,,,,33600000.0,,1485500000.0,,,,,22100000.0,,,,,,4700000.0,,,1266600000.0,,,0.0,,596400000.0,,,,,,33600000.0,33600000.0,,,-7900000.0,1600000.0,,560800000.0,,,,,,,38100000.0,,0.89,,,3500000.0,,-25600000.0,,2200000.0,,3600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,34900000.0,,4000000.0,,,,,,,892100000.0,,1600000.0,,899800000.0,,,,27900000.0,,0.0,,-65000000.0,,,1100000.0,,,1100000.0,,,,7500000.0,4500000.0,,,,,-4800000.0,2000000.0,,,,,7700000.0,,,,0.47,,34900000.0,,,16200000.0,-900000.0,,-43700000.0,,201400000.0,,4200000.0,8200000.0,,,,,,,136400000.0,,,,,0.0,,,,-500000.0,,,6000000.0,,,1800000.0,,,554900000.0,,,,,15300000.0,,,,,,2300000.0,,81700000.0,8700000.0,4700000.0,,,,1463400000.0,,,,,19200000.0,,1458700000.0,,,,,10300000.0,,,,,,8200000.0,,,1240600000.0,,,0.0,,563600000.0,,,,,,19200000.0,19200000.0,,,27000000.0,1100000.0,,544600000.0,,,,,,,22500000.0,,0.47,,,3600000.0,,-27400000.0,,,,2200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,34900000.0,,4100000.0,,,,,,,892600000.0,,1100000.0,,898000000.0,,,,-27300000.0,,0.0,,-66800000.0,,,11000000.0,,,11000000.0,,,,7700000.0,4500000.0,,,,,4100000.0,2200000.0,,,,,5400000.0,,,,0.72,,34900000.0,,,34500000.0,-1000000.0,,-30800000.0,,202400000.0,,4100000.0,8200000.0,,,,,,,135600000.0,,,,,500000.0,,,,9900000.0,,,6100000.0,,,2000000.0,,,552600000.0,,,,,33500000.0,,,,,,2300000.0,,81700000.0,10700000.0,14700000.0,,,,1461300000.0,,,,,28300000.0,,1446600000.0,,,,,11000000.0,,,,,,8200000.0,,,1229300000.0,,,0.0,,563300000.0,,,,,,28300000.0,28300000.0,,,6200000.0,11000000.0,,541600000.0,,,,,,,31900000.0,,0.72,,,3700000.0,,-27800000.0,,,,3500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,,144700000.0,,1436700000.0,-5000000.0,2.75,-7400000.0,,-40600000.0,145200000.0,134200000.0,,,11000000.0,,-910500000.0,11800000.0,8400000.0,-145200000.0,42100000.0,,0.0,,-68500000.0,,7500000.0,8400000.0,,,8400000.0,,0.0,202700000.0,400000.0,4400000.0,,,-68500000.0,,-1200000.0,2200000.0,,,,,-34900000.0,6900000.0,0.0,,,34900000.0,,107700000.0,0.0,27300000.0,-400000.0,-6800000.0,-37100000.0,32500000.0,202700000.0,,126400000.0,130900000.0,,,,,81700000.0,,134200000.0,,900000.0,2.75,,11800000.0,,,,-2600000.0,23200000.0,,128300000.0,,0.0,1900000.0,,106800000.0,552400000.0,-34900000.0,,-1400000.0,137800000.0,26900000.0,154200000.0,,39300000.0,,,,,81700000.0,20500000.0,11800000.0,,572900000.0,,1448500000.0,1448500000.0,,107700000.0,8400000.0,14800000.0,4400000.0,1436700000.0,532400000.0,9500000.0,0.0,,0.0,,2200000.0,-108600000.0,,,121400000.0,1219300000.0,,1500000.0,,,0.0,1500000.0,572900000.0,,,1219300000.0,-910500000.0,8400000.0,26600000.0,26600000.0,,7400000.0,7200000.0,8400000.0,2100000.0,532400000.0,,,,3400000.0,,11800000.0,-99900000.0,113600000.0,,,552400000.0,3400000.0,20500000.0,-27800000.0,34900000.0,,95900000.0,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,,34900000.0,,1800000.0,,,,,,,,,8400000.0,,0.0,,,,8500000.0,,0.0,,-70300000.0,,,13000000.0,,,13000000.0,,,,7300000.0,4400000.0,600000.0,,,,1500000.0,2200000.0,,,,,-33600000.0,,,,0.82,,34900000.0,,,28200000.0,-100000.0,,-27700000.0,,202800000.0,,39100000.0,43500000.0,,,,,,,132500000.0,,,,,12000000.0,,,,4600000.0,,,41000000.0,,,1900000.0,,,550900000.0,,,,,28100000.0,,,,,,,,81700000.0,21500000.0,15800000.0,,,,1453400000.0,,,,,28500000.0,,1437600000.0,,,,,0.0,,,,-4300000.0,,40900000.0,,,1400000.0,,0.0,0.0,,572400000.0,,,1222000000.0,,,31800000.0,31800000.0,,,4100000.0,13000000.0,,532400000.0,,,,,,,35100000.0,,0.82,,,2800000.0,,-27700000.0,,2600000.0,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,34900000.0,,1700000.0,,,,,,,,,13000000.0,,0.0,,,,19000000.0,,0.0,,-72100000.0,,,22800000.0,,,22800000.0,,,,7000000.0,4400000.0,,,,,-1700000.0,2200000.0,,,,,-28300000.0,,,,0.31,,34900000.0,,,21100000.0,-200000.0,,-30100000.0,,203100000.0,,2400000.0,8200000.0,,,,,,,131000000.0,,,,,10800000.0,,,,9800000.0,,,4300000.0,,,1900000.0,,,544900000.0,,,,,20900000.0,,,,,,,,81700000.0,18800000.0,25700000.0,,,,1435900000.0,,,,,10800000.0,,1410200000.0,,,,,0.0,,,,0.0,,4100000.0,,,1200000.0,,,0.0,,563700000.0,,,1196300000.0,,,10800000.0,10800000.0,,,18800000.0,22800000.0,,530100000.0,,,,,,,18300000.0,,0.31,,,2900000.0,,-27800000.0,,4100000.0,,1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,,41200000.0,,3700000.0,,,,,,,,,22800000.0,,0.0,,,,7900000.0,,0.0,-17100000.0,-110200000.0,,,5200000.0,,,5200000.0,,,,6600000.0,4400000.0,,,,,2500000.0,4300000.0,,,,,-27500000.0,,,,0.65,,41200000.0,,,45600000.0,-1800000.0,,240100000.0,,431600000.0,,10300000.0,17500000.0,,,,,,,321400000.0,,,,,12100000.0,,,,-17600000.0,,,17800000.0,,,7500000.0,,,747100000.0,,,,,43800000.0,,,,,,,,130200000.0,23200000.0,12000000.0,,,,1692200000.0,,,,,26800000.0,,1680200000.0,,,,,0.0,,,,-38100000.0,,14000000.0,,,1200000.0,,,80000000.0,,770300000.0,,,1227400000.0,,,27400000.0,27400000.0,,,-303300000.0,5200000.0,,733100000.0,,,,,,,,,0.65,,,6800000.0,,-30800000.0,,3500000.0,,2400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
