date,annualFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCurrentAssets,annualDilutedAverageShares,quarterlyCurrentLiabilities,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,trailingCostOfRevenue,annualCostOfRevenue,annualTotalRevenue,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,annualNetOtherInvestingChanges,trailingEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualTaxProvision,annualTotalAssets,annualEndCashPosition,annualDilutedEPS,annualCurrentDebt,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingTotalRevenue,annualLongTermDebt,annualNetIncome,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingOperatingIncome,annualPretaxIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingTaxProvision,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,annualOtherNonCurrentAssets,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,annualBasicAverageShares,annualAccountsReceivable,annualStockholdersEquity,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,annualDepreciationAndAmortization,annualCashAndCashEquivalents,trailingPretaxIncome,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyInventory,annualCurrentAssets,annualOperatingCashFlow,annualEbitda,annualNetIncomeCommonStockholders,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualTotalNonCurrentAssets,annualNetPPE,trailingGrossProfit,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualCapitalStock,trailingOperatingCashFlow,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,annualChangeInCashSupplementalAsReported,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherNonCashItems,quarterlyCurrentDebt,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualGrossPPE,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyNonCurrentDeferredRevenue,trailingOperatingExpense,quarterlyAccountsPayable,annualPurchaseOfInvestment,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,trailingInterestExpense,annualBasicEPS,annualCapitalExpenditure,annualInvestingCashFlow,trailingNetIncome,annualChangeInInventory,annualNetOtherFinancingCharges,annualGoodwill,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualGrossProfit,annualInventory,annualAccumulatedDepreciation,annualCurrentDeferredRevenue,quarterlyOperatingIncome,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyBasicEPS,trailingResearchAndDevelopment,trailingNetOtherFinancingCharges,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyNetIncomeContinuousOperations,trailingCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyChangeInInventory,quarterlyCommonStockIssuance,trailingOtherNonCashItems,annualInvestmentsAndAdvances,quarterlyDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,trailingPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyCapitalExpenditure,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,trailingBasicEPS,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyNetIncome,quarterlyGrossProfit,annualOtherIncomeExpense,quarterlyPretaxIncome,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,trailingBasicAverageShares,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems,quarterlyOperatingExpense
1970-01-01 00:00:01.167523200,230369000.0,0.0,,,3137712574.0,,265811000.0,,,14291290000.0,5555752000.0,7883692000.0,1303088000.0,2074340000.0,,550360000.0,217903000.0,,,29476000.0,4606570000.0,841123000.0,0.046553,714511000.0,,-1177260000.0,,22017900000.0,,146070000.0,76316000.0,,1592271000.0,175546000.0,-1621194000.0,467846000.0,608840000.0,2129816000.0,0.0,122312000.0,,,3137712574.0,,2532230000.0,,,,841123000.0,1921729000.0,762743000.0,,,1840389000.0,517062000.0,208610000.0,146070000.0,2018080000.0,56260000.0,841123000.0,,111181000.0,2766181000.0,2059412000.0,7726610000.0,-17351752000.0,,55685000.0,,28385000.0,2075677000.0,1312889000.0,,,789171000.0,,157974000.0,-80052000.0,683149000.0,,,,,-772589000.0,,,575000.0,,6282453000.0,2062129000.0,,6134339000.0,,-436364000.0,29818000.0,146070000.0,45118000.0,0.046553,-286693000.0,-114829000.0,1312889000.0,,-244259000.0,,-1046655000.0,297955000.0,33064000.0,,,1312889000.0,,,2327940000.0,502716000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,858800000.0,1993618000.0,,,3159257027.0,,542949000.0,,,,5742097000.0,8656777000.0,,1770252000.0,,126018000.0,,,,60461000.0,6955079000.0,3411868000.0,0.13421,296175000.0,,,,,,424005000.0,0.0,,,484466000.0,,471218000.0,,2411034000.0,,158438000.0,,,3159257027.0,,5184827000.0,,,,3411868000.0,,1099380000.0,,,4340251000.0,1136469000.0,524825000.0,424005000.0,1754766000.0,15486000.0,3411868000.0,,56258000.0,2614828000.0,1889691000.0,,,,8673000.0,,33370000.0,,,,,962852000.0,,2570745000.0,,841123000.0,,,,,,,,6813000.0,,,2371731000.0,,,,0.0,0.0,424005000.0,,0.13421,-277669000.0,-109867000.0,,,-449475000.0,,,,40359000.0,,,,,,2914680000.0,567087000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,360490000.0,284409000.0,,4202124000.0,3763366027.0,1376483000.0,519551000.0,5956000.0,171909000.0,,6085853000.0,9241571000.0,,1382439000.0,,-30000000.0,,2922857000.0,7124981000.0,98307000.0,7124981000.0,3272859000.0,0.091385,8562000.0,0.0,,5956000.0,,,343841000.0,10803000.0,,,442148000.0,,513003000.0,,2693941000.0,,0.0,,1382439000.0,3763366027.0,,5742542000.0,,0.0,359897000.0,3272859000.0,,171909000.0,,551467000.0,4202124000.0,810560000.0,878714000.0,343841000.0,1376483000.0,5956000.0,3272859000.0,8383000.0,8383000.0,2922857000.0,2128889000.0,,,34047000.0,,5742542000.0,34047000.0,,,-526008000.0,0.0,5685000.0,-2198838000.0,22402000.0,,3411868000.0,10803000.0,3272859000.0,3969000.0,8562000.0,,3272859000.0,4327727000.0,0.0,4327727000.0,,2636167000.0,5956000.0,,513003000.0,-255118000.0,-71800000.0,343841000.0,,0.091385,-450070000.0,-784954000.0,,12918000.0,0.0,,,,76669000.0,2128889000.0,5685000.0,,,-112844000.0,3155718000.0,551467000.0,-2198838000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,,,,4574468000.0,,1913079000.0,,4597000.0,0.0,,,,,,,,,3450155000.0,8024623000.0,,,,,,,,,,,,,0.0,,,,,,,,,,1917676000.0,,,,,0.0,,,,,,467359000.0,,,,,,,,13211000.0,,,,,,34047000.0,,6106947000.0,,,,,,,,,,,51004000.0,3550217000.0,,50000000.0,,3340217000.0,,,,,,4597000.0,,585338000.0,,,,,,,,,,,,,,,2249215000.0,0.0,,210000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,415203000.0,0.0,,4492591000.0,3765447803.0,1679619000.0,756369000.0,20358000.0,,,5491943000.0,9108610000.0,,1699977000.0,,0.0,,3661212000.0,8153803000.0,191589000.0,8153803000.0,3359788000.0,0.187168,0.0,-171909000.0,,3239000.0,,,704882000.0,0.0,0.0,,896471000.0,,1649187000.0,,2927346000.0,,0.0,108041000.0,1699977000.0,3765447803.0,,6453826000.0,,0.0,322556000.0,3384415000.0,,,,687988000.0,4492591000.0,946678000.0,1222893000.0,704882000.0,1679619000.0,20358000.0,3384415000.0,12878000.0,12878000.0,3661212000.0,2359028000.0,,,34047000.0,0.0,6453826000.0,34047000.0,,,-58562000.0,17119000.0,0.0,-2424091000.0,90214000.0,,3272859000.0,0.0,3384415000.0,-60012000.0,0.0,,3384415000.0,4783119000.0,17119000.0,4783119000.0,,2860298000.0,3239000.0,,1649187000.0,-57844000.0,-232336000.0,704882000.0,,0.187168,-531475000.0,-675993000.0,,-137157000.0,0.0,,,,3866000.0,2359028000.0,0.0,,,25078000.0,3616667000.0,687988000.0,-2424091000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,,4894184000.0,,2442618000.0,,25829000.0,,,,,,,,,,4021671000.0,8915855000.0,,,,,,,,,,,,,0.0,,,,,,,,,,2468447000.0,,,,,0.0,,,,,,661062000.0,,,,,,,,11929000.0,,,,,,34047000.0,,6447408000.0,,,,,23950000.0,,,,,,2908000.0,3554427000.0,,,,2451427000.0,,,,,,1879000.0,,2357682000.0,,,,,,,,,,,,,,,2602629000.0,0.0,,1103000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,-758484000.0,,,4401669000.0,3765447803.0,2903897000.0,558237000.0,17251000.0,,,8547727000.0,12590784000.0,,2921148000.0,,0.0,,5179016000.0,9580685000.0,163397000.0,9580685000.0,2427362000.0,0.137843,165639000.0,-352458000.0,,0.0,,,519068000.0,4673000.0,0.0,,682465000.0,,2675626000.0,,3615630000.0,,0.0,78140000.0,2921148000.0,3765447803.0,400995000.0,6659537000.0,,0.0,371895000.0,2427362000.0,,,400995000.0,1139147000.0,4401669000.0,620873000.0,1058965000.0,519068000.0,2903897000.0,17251000.0,2427362000.0,10705000.0,10705000.0,5179016000.0,3376495000.0,,,34047000.0,0.0,6659537000.0,34047000.0,,,0.0,17251000.0,0.0,-2678600000.0,-928801000.0,,3359788000.0,4673000.0,2427362000.0,-92083000.0,165639000.0,,2427362000.0,6055095000.0,17251000.0,6055095000.0,,3484820000.0,0.0,,2675626000.0,-82511000.0,-24494000.0,519068000.0,,0.137843,-1379357000.0,-1362855000.0,,-459715000.0,0.0,,,,4605000.0,3376495000.0,0.0,,,-136038000.0,4043057000.0,1139147000.0,-2678600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,,,4598859000.0,,4981146000.0,,254503000.0,0.0,,,,,,,,,7331600000.0,11930459000.0,,,,,,,,,,,,,0.0,,,,,,,,,,5235649000.0,,,,86840000.0,0.0,,,,,,1005642000.0,,,,,,,,9083000.0,,,,,,34047000.0,,6694810000.0,,,,,167663000.0,,,,,,25711000.0,2675826000.0,,1675404000.0,,2675826000.0,,,,,,,,1233340000.0,,,,,,,,,,,,,,,5061006000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,-2074853000.0,,,4617020000.0,3765447803.0,5086579000.0,261243000.0,1839918000.0,,,11989317000.0,16931929000.0,,6926497000.0,,0.0,,9120372000.0,13737392000.0,84451000.0,13737392000.0,2369050000.0,0.082878,1584217000.0,-155712000.0,,,,1511915000.0,311940000.0,17608000.0,0.0,,396391000.0,,1195779000.0,,4840584000.0,,0.0,39975000.0,6926497000.0,3765447803.0,513305000.0,6810895000.0,1511915000.0,0.0,530263000.0,2369050000.0,,,513305000.0,1274163000.0,4617020000.0,1338406000.0,957798000.0,311940000.0,5086579000.0,1839918000.0,2369050000.0,1280209000.0,1280209000.0,9120372000.0,5579385000.0,,,34047000.0,0.0,6810895000.0,34047000.0,,,-1451618000.0,165181000.0,0.0,-3037541000.0,-56117000.0,,2427362000.0,17608000.0,2369050000.0,-37782000.0,1584217000.0,,2369050000.0,8616926000.0,165181000.0,8616926000.0,,4681369000.0,,,1195779000.0,0.0,-840574000.0,311940000.0,,0.082878,-3413259000.0,-4144052000.0,,-145043000.0,0.0,,,,31144000.0,5579385000.0,0.0,,,659562000.0,4942612000.0,1274163000.0,-3037541000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,,,6184191000.0,,6694478000.0,,2055247000.0,0.0,,,,,,,,,9853201000.0,16037392000.0,,,,,,,,,,,,,0.0,,,,,,,,,,8749725000.0,,,,1705346000.0,0.0,,,,,651306000.0,955418000.0,,,,,,,,1348420000.0,,,,,,34047000.0,,7287667000.0,,,,,163198000.0,,,,,,26290000.0,3816596000.0,,2398246000.0,,3816596000.0,,,,,,,,1497205000.0,,,,,,,,,,,,,,,6346037000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
