date,trailingTaxProvision,trailingEndCashPosition,annualBasicAverageShares,annualTaxProvision,annualNetOtherFinancingCharges,annualEndCashPosition,annualCurrentDebt,trailingCostOfRevenue,annualDilutedEPS,trailingTotalRevenue,annualOtherCurrentAssets,trailingOperatingIncome,trailingNetIncomeContinuousOperations,annualBasicEPS,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualNetIncomeContinuousOperations,annualCostOfRevenue,trailingFreeCashFlow,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyAccountsReceivable,annualTotalAssets,annualLongTermDebt,annualBeginningCashPosition,annualNetIncome,quarterlyOtherCurrentAssets,annualCashDividendsPaid,annualCurrentAssets,annualEbitda,annualNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,annualCommonStockIssuance,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,annualOtherIntangibleAssets,annualSaleOfInvestment,annualOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualAccountsReceivable,trailingOperatingCashFlow,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,quarterlyLongTermDebt,annualDilutedAverageShares,annualRetainedEarnings,quarterlyStockholdersEquity,annualChangeInInventory,quarterlyInventory,quarterlyNetPPE,trailingDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualOperatingCashFlow,annualOtherNonCashItems,annualNetPPE,annualCurrentLiabilities,annualTotalNonCurrentAssets,annualGrossProfit,trailingChangeInInventory,annualInventory,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,trailingOtherNonCashItems,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,trailingNetIncome,quarterlyTotalAssets,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,annualPretaxIncome,trailingPurchaseOfInvestment,annualInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,quarterlyCapitalStock,trailingChangeInWorkingCapital,annualOperatingIncome,trailingRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,annualRepaymentOfDebt,annualCapitalExpenditure,trailingGrossProfit,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,annualChangesInAccountReceivables,quarterlyOtherNonCashItems,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,trailingNetOtherFinancingCharges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyFreeCashFlow,trailingBasicEPS,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,annualGoodwill,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyGoodwill,quarterlyPretaxIncome,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,quarterlyInterestExpense,trailingNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,quarterlyTaxProvision,quarterlyEbitda,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,annualStockBasedCompensation,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,trailingDeferredIncomeTax,annualChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualDeferredIncomeTax,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,trailingDilutedEPS,quarterlyOperatingExpense,trailingResearchAndDevelopment,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,annualInvestmentsAndAdvances,quarterlyTotalRevenue,annualCurrentDeferredRevenue
,,,3992100000.0,1012000.0,0.0,75055000.0,,,0.005,,0.0,,,0.005,7855000.0,0.0,-415823000.0,747759000.0,36248000.0,37862000.0,0.0,13336000.0,1477154000.0,37862000.0,37862000.0,,986047000.0,,,20121000.0,209712000.0,,75055000.0,11184000.0,15851000.0,2213736000.0,,63775000.0,20121000.0,0.0,-20552000.0,986047000.0,55176000.0,20121000.0,0.0,,19095000.0,,,,841777000.0,,0.0,2175874000.0,15851000.0,,,,56046000.0,,3992100000.0,747759000.0,2175874000.0,-3457000.0,5107000.0,1061331000.0,,916832000.0,75055000.0,,59053000.0,-33202000.0,1061331000.0,37862000.0,1227689000.0,12466000.0,,5107000.0,916832000.0,,,,,0.0,,-415823000.0,0.0,,,2213736000.0,,,,21133000.0,,,1227689000.0,841777000.0,-19506000.0,27907000.0,,,1477154000.0,,51239000.0,,-870000.0,,,7855000.0,51239000.0,-20915000.0,222178000.0,,-22805000.0,,27907000.0,-27302000.0,11199000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,744236000.0,,,,,1458458000.0,35894000.0,35894000.0,,991695000.0,,,,,,,,12908000.0,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,,2172247000.0,,3179000.0,1035239000.0,,920165000.0,84885000.0,,,,,,,,,,,,,,,,,-423219000.0,9750000.0,,,2208141000.0,,,,,,,1216446000.0,835280000.0,,0.0,,,,,51239000.0,,,,,12309000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3992100000.0,880000.0,0.0,198348000.0,,,0.0011,,0.0,,,0.0011,15374000.0,0.0,-437432000.0,746941000.0,-25699000.0,40962000.0,0.0,15278000.0,1523938000.0,40962000.0,40962000.0,,950425000.0,,,4317000.0,195587000.0,,198348000.0,1536000.0,14609000.0,2215907000.0,,75055000.0,4317000.0,0.0,-5135000.0,950425000.0,41679000.0,4317000.0,0.0,,20810000.0,,,154068000.0,687709000.0,,0.0,2174945000.0,14609000.0,,,,57594000.0,,3992100000.0,746941000.0,2174945000.0,1928000.0,3179000.0,1086506000.0,,886057000.0,198348000.0,,71448000.0,-26928000.0,1086506000.0,40962000.0,1265482000.0,-637000.0,,3179000.0,886057000.0,,,,,0.0,,-437432000.0,0.0,,,2215907000.0,,,,5197000.0,,,1265482000.0,687709000.0,11070000.0,24790000.0,,,1523938000.0,,51239000.0,,-15915000.0,,,15374000.0,51239000.0,-16076000.0,194950000.0,,-97147000.0,,24790000.0,56732000.0,123045000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,756953000.0,,,,,1543148000.0,28350000.0,28350000.0,,936829000.0,,,,,,,,11862000.0,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,,2184971000.0,,5372000.0,1100472000.0,,863435000.0,101372000.0,,,,,,,,,,,,,,,,,-442676000.0,0.0,,,2213321000.0,,,,,,,1276492000.0,762063000.0,,0.0,,,,,1878209000.0,,,,,11257000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3992100000.0,1912000.0,13205000.0,201618000.0,6346000.0,,0.0005,,40114000.0,,,0.0005,199440000.0,78855000.0,-495749000.0,655125000.0,-125235000.0,333871000.0,70473000.0,33505000.0,1836180000.0,333871000.0,255016000.0,,1040653000.0,,,-12738000.0,1210353000.0,,201618000.0,-36014000.0,139297000.0,2524144000.0,35903000.0,264989000.0,1862000.0,40114000.0,0.0,1040653000.0,62028000.0,1862000.0,0.0,,33397000.0,,658000.0,265634000.0,433316000.0,,78855000.0,2151547000.0,139297000.0,,,,66735000.0,35903000.0,3992100000.0,655125000.0,2151547000.0,-5234000.0,30953000.0,1340431000.0,,634934000.0,201618000.0,6346000.0,56908000.0,-37904000.0,1340431000.0,255016000.0,1483491000.0,-3542000.0,,30953000.0,634934000.0,658000.0,,,,0.0,-135615000.0,-495749000.0,70473000.0,,,2524144000.0,,,,-10826000.0,,6119000.0,1483491000.0,433316000.0,-1173000.0,0.0,,,1836180000.0,,1878209000.0,,-37047000.0,,,199440000.0,1878209000.0,0.0,1206811000.0,-6346000.0,-182143000.0,,0.0,-120462000.0,-63119000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,595744000.0,,,,,1521169000.0,305138000.0,230415000.0,,1131548000.0,,,,,,,,156639000.0,,,,,40114000.0,,,,,0.0,,,,,,,,74723000.0,,,,,,,32728000.0,,,2092069000.0,,26346000.0,1227028000.0,,717769000.0,204304000.0,6346000.0,,,,,,,,,,1241000.0,,,,,,-294141000.0,0.0,,,2430212000.0,,,,,,,1298664000.0,513465000.0,,38495000.0,,,,,1878209000.0,,,,,174693000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3992100000.0,7625000.0,0.0,154978000.0,6346000.0,,-0.0166,,353302000.0,,,-0.0166,170252000.0,70833000.0,-297275000.0,547687000.0,-157105000.0,296231000.0,121714000.0,47640000.0,1589251000.0,296231000.0,225398000.0,,851813000.0,,,-81537000.0,1030329000.0,,154978000.0,84090000.0,110531000.0,2353225000.0,29567000.0,201618000.0,-66334000.0,353302000.0,-41104000.0,851813000.0,-5074000.0,-66334000.0,0.0,,36424000.0,,1349000.0,165534000.0,378376000.0,,70833000.0,2035380000.0,110531000.0,,,,62074000.0,29567000.0,3992100000.0,547687000.0,2035380000.0,14713000.0,16240000.0,1291976000.0,,533354000.0,154978000.0,6346000.0,19296000.0,-141187000.0,1291976000.0,225398000.0,1501412000.0,-30555000.0,,16240000.0,533354000.0,1349000.0,,,,0.0,-40485000.0,-297275000.0,121714000.0,,,2353225000.0,,,,-73912000.0,,6764000.0,1501412000.0,378376000.0,27305000.0,0.0,,,1589251000.0,,1878209000.0,,-78195000.0,,,170252000.0,1878209000.0,-100293000.0,999774000.0,-6346000.0,-176401000.0,,0.0,-6867000.0,-43040000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,507457000.0,,,,,1508683000.0,273815000.0,206930000.0,,913720000.0,,,,,,,,97569000.0,,,,,218289000.0,,,,,0.0,,,,,,,,66885000.0,,,,,,,26446000.0,,,1990564000.0,,14601000.0,1264220000.0,,581815000.0,209621000.0,6346000.0,,,,,,,,,,1983000.0,,,,,,-244463000.0,0.0,,,2281512000.0,,,,,,,1367792000.0,372194000.0,,0.0,,,,,1878209000.0,,,,,152197000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3992100000.0,1324000.0,0.0,283243000.0,6346000.0,,-0.0575,,108000.0,,,-0.0575,152651000.0,69272000.0,-434073000.0,318108000.0,-80771000.0,278099000.0,0.0,35025000.0,1539446000.0,278099000.0,208827000.0,,855008000.0,,,-242114000.0,888555000.0,,283243000.0,144178000.0,87067000.0,2074342000.0,23277000.0,154978000.0,-229579000.0,108000.0,0.0,855008000.0,-174155000.0,-229579000.0,0.0,,34376000.0,,2502000.0,135971000.0,395134000.0,,69272000.0,1788437000.0,87067000.0,,,,60378000.0,23277000.0,3992100000.0,318108000.0,1788437000.0,-1756000.0,17996000.0,1105373000.0,,678377000.0,283243000.0,6346000.0,15724000.0,-53518000.0,1105373000.0,208827000.0,1219334000.0,-47094000.0,,17996000.0,678377000.0,2502000.0,,,,0.0,-12961000.0,-434073000.0,0.0,,,2074342000.0,,,,-240790000.0,,6257000.0,1219334000.0,395134000.0,11660000.0,0.0,,,1539446000.0,,1878209000.0,,-82119000.0,,,152651000.0,1878209000.0,-49740000.0,841461000.0,-6290000.0,-96495000.0,,0.0,134054000.0,135793000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,305627000.0,,,,,1548138000.0,328812000.0,266042000.0,,897942000.0,,,,,,,,108553000.0,,,,,111000.0,,,,,0.0,,,,,,,,62770000.0,,,,,,,20294000.0,,,1782507000.0,,16040000.0,1089369000.0,,701628000.0,285436000.0,6346000.0,,,,,,,,,,2416000.0,,,,,,-458769000.0,0.0,,,2119197000.0,,,,,,,1221255000.0,416192000.0,,0.0,,,,,1878209000.0,,,,,184217000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3992100000.0,5719000.0,74869000.0,199074000.0,6346000.0,,0.0081,,,,,0.0081,170652000.0,57375000.0,-466979000.0,,5889000.0,355052000.0,,28438000.0,1597681000.0,355052000.0,297677000.0,,928807000.0,,,40002000.0,940108000.0,,199074000.0,,91699000.0,2188946000.0,17153000.0,283243000.0,32271000.0,,-20487000.0,928807000.0,104968000.0,32271000.0,,,37169000.0,,3145000.0,38211000.0,528921000.0,,57375000.0,1817028000.0,91699000.0,,,,52722000.0,17153000.0,3992100000.0,,1817028000.0,-1307000.0,19303000.0,1130702000.0,,727995000.0,199074000.0,6346000.0,104968000.0,-19130000.0,1130702000.0,297677000.0,1260139000.0,66287000.0,,19303000.0,727995000.0,3145000.0,,,,,-16358000.0,-466979000.0,,,,2188946000.0,,,,45721000.0,,6525000.0,1260139000.0,528921000.0,22141000.0,,,,1597681000.0,,1878209000.0,,37849000.0,,,170652000.0,1878209000.0,-165713000.0,1006395000.0,-6124000.0,-99079000.0,,,-235775000.0,-90681000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1650958000.0,331838000.0,279483000.0,,894759000.0,,,,,,,,25096000.0,,,,,,,,,,,,,,,,,,52355000.0,,,,,,,14053000.0,,,1836947000.0,,13927000.0,1158731000.0,,702682000.0,224859000.0,6346000.0,,,,,,,,,,2949000.0,,,,,,-492227000.0,,,,2185645000.0,,,,,,,1290886000.0,477823000.0,,,,,,,1878209000.0,,,,,145722000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
