date,trailingTaxProvision,trailingEndCashPosition,annualBasicAverageShares,annualTaxProvision,annualNetOtherFinancingCharges,annualEndCashPosition,annualCurrentDebt,trailingCostOfRevenue,annualDilutedEPS,trailingTotalRevenue,annualOtherCurrentAssets,trailingOperatingIncome,trailingNetIncomeContinuousOperations,annualBasicEPS,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualNetIncomeContinuousOperations,annualCostOfRevenue,trailingFreeCashFlow,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyAccountsReceivable,annualTotalAssets,annualLongTermDebt,annualBeginningCashPosition,annualNetIncome,quarterlyOtherCurrentAssets,annualCashDividendsPaid,annualCurrentAssets,annualEbitda,annualNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,annualCommonStockIssuance,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,annualOtherIntangibleAssets,annualSaleOfInvestment,annualOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualAccountsReceivable,trailingOperatingCashFlow,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,quarterlyLongTermDebt,annualDilutedAverageShares,annualRetainedEarnings,quarterlyStockholdersEquity,annualChangeInInventory,quarterlyInventory,quarterlyNetPPE,trailingDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualOperatingCashFlow,annualOtherNonCashItems,annualNetPPE,annualCurrentLiabilities,annualTotalNonCurrentAssets,annualGrossProfit,trailingChangeInInventory,annualInventory,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,trailingOtherNonCashItems,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,trailingNetIncome,quarterlyTotalAssets,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,annualPretaxIncome,trailingPurchaseOfInvestment,annualInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,quarterlyCapitalStock,trailingChangeInWorkingCapital,annualOperatingIncome,trailingRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,annualRepaymentOfDebt,annualCapitalExpenditure,trailingGrossProfit,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,annualChangesInAccountReceivables,quarterlyOtherNonCashItems,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,trailingNetOtherFinancingCharges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyFreeCashFlow,trailingBasicEPS,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,annualGoodwill,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyGoodwill,quarterlyPretaxIncome,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,quarterlyInterestExpense,trailingNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,quarterlyTaxProvision,quarterlyEbitda,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,annualStockBasedCompensation,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,trailingDeferredIncomeTax,annualChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualDeferredIncomeTax,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,trailingDilutedEPS,quarterlyOperatingExpense,trailingResearchAndDevelopment,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,annualInvestmentsAndAdvances,quarterlyTotalRevenue,annualCurrentDeferredRevenue
1970-01-01 00:00:01.530316800,6914000.0,220830000.0,2600000000.0,166000.0,-124057000.0,19237000.0,34500000.0,911098000.0,0.046,1002775000.0,2080000.0,62080000.0,72693000.0,0.046,478559000.0,62395000.0,,,110283000.0,575597000.0,0.0,-1289000.0,,,,38420000.0,,,29597000.0,118952000.0,129968000.0,-37118000.0,23841000.0,3422000.0,,985405000.0,62354000.0,15027000.0,118952000.0,,-2162000.0,485090000.0,118836000.0,118952000.0,,,10490000.0,73393000.0,,,,,,409808000.0,,108150000.0,64283000.0,,,,2600000000.0,,,,,,54053000.0,,,,112941000.0,112941000.0,467093000.0,513202000.0,500315000.0,117547000.0,2113000.0,1490000.0,23841000.0,,41000.0,-4858000.0,-23468000.0,0.0,,,,79607000.0,64283000.0,,-15294000.0,7077000.0,285436000.0,119118000.0,-117293000.0,,,,,,-145268000.0,-64606000.0,,-186967000.0,,1742000.0,118836000.0,-6241000.0,,,,,247515000.0,0.0,-2658000.0,91677000.0,0.0,17466000.0,4188000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2745589000.0,202000.0,1649272000.0,1370421000.0,72699000.0,,0.051,,2080000.0,,,0.051,42468000.0,167053000.0,,,89209000.0,282422000.0,0.0,13260000.0,,,,,,,,140889000.0,154447000.0,,1372033000.0,5072000.0,,1988965000.0,167026000.0,19237000.0,140889000.0,,-252301000.0,1405647000.0,134510000.0,140889000.0,,,13945000.0,,,,,,,1706543000.0,,,,,,,2745589000.0,,,,,,,,,,203258000.0,203258000.0,548724000.0,115369000.0,583318000.0,147770000.0,,2931000.0,1372033000.0,,27000.0,,,0.0,,,,,,,,,,141091000.0,,,,,,,,,,,,,134510000.0,,,,,,302217000.0,-140000000.0,-114049000.0,,0.0,-108967000.0,1351262000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3997128000.0,293000.0,-3272000.0,260483000.0,0.0,,0.087,,3692000.0,,,0.087,42396000.0,107228000.0,-279192000.0,,140103000.0,149912000.0,0.0,-12224000.0,940762000.0,149912000.0,42684000.0,,1406685000.0,0.0,,347134000.0,182647000.0,,1369812000.0,-1131728000.0,12230000.0,2148823000.0,107200000.0,1370421000.0,347134000.0,3692000.0,-51346000.0,1406685000.0,380110000.0,347134000.0,,0.0,18961000.0,,,,,,107228000.0,1998911000.0,12230000.0,,,28000.0,26379000.0,107200000.0,3997128000.0,,1998911000.0,2228000.0,703000.0,661570000.0,,1369812000.0,1369812000.0,0.0,320004000.0,-63268000.0,661570000.0,42684000.0,742138000.0,273325000.0,,703000.0,1369812000.0,,28000.0,,,,,-279192000.0,0.0,,,2148823000.0,,,,347427000.0,,6304000.0,742138000.0,,-501000.0,0.0,,,940762000.0,,51239000.0,,285549000.0,,,42396000.0,51239000.0,,455972000.0,-132800000.0,-179901000.0,,0.0,-1241228000.0,-1108642000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32042000.0,32014000.0,,1298958000.0,,,,,,,,,,,,,3692000.0,,,,,0.0,,,,,,,,28000.0,,,,,28000.0,,0.0,,,2001646000.0,,390000.0,656734000.0,,1267687000.0,1267687000.0,,,,,,,,,,,,,,,,,,0.0,,,2033688000.0,,,,,,,734730000.0,,,0.0,,,,,51239000.0,,,,,31681000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3992100000.0,172000.0,0.0,238381000.0,,,0.027,,3692000.0,,,0.027,12374000.0,0.0,-304665000.0,,-41512000.0,41732000.0,422847000.0,15303000.0,1120461000.0,41732000.0,41732000.0,,784044000.0,0.0,,106394000.0,127015000.0,,753058000.0,3692000.0,10371000.0,2075461000.0,0.0,260483000.0,106394000.0,3692000.0,-71718000.0,784044000.0,138278000.0,106394000.0,,,16550000.0,,,194652000.0,,,0.0,2033729000.0,10371000.0,,,0.0,31237000.0,0.0,3992100000.0,,2033729000.0,703000.0,0.0,815796000.0,,753058000.0,753058000.0,,143401000.0,-22280000.0,815796000.0,41732000.0,1291417000.0,102091000.0,,0.0,753058000.0,,0.0,,,,,-304665000.0,422847000.0,,,2075461000.0,,,,106566000.0,,475000.0,1291417000.0,,-2181000.0,0.0,,,1120461000.0,,51239000.0,,86788000.0,,,12374000.0,51239000.0,,229106000.0,-107200000.0,-184913000.0,,0.0,13444000.0,-22073000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41038000.0,41038000.0,,1067807000.0,,,,,,,,35604000.0,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,,2066579000.0,,,960784000.0,,1032203000.0,1032203000.0,,,,,,,,,,,,,,,,,,0.0,,,2107617000.0,,,,,,,1039810000.0,,,0.0,,,,,51239000.0,,,,,40801000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3992100000.0,754000.0,0.0,146182000.0,,,0.0319,,5192000.0,,,0.0319,37233000.0,0.0,-330560000.0,,-193080000.0,37943000.0,32655000.0,-1413000.0,1359580000.0,37943000.0,37943000.0,,1049658000.0,,,127541000.0,163544000.0,,1007523000.0,35836000.0,,2163486000.0,,238381000.0,127541000.0,5192000.0,-35861000.0,1049658000.0,171533000.0,127541000.0,0.0,,15655000.0,,,,,,0.0,2125543000.0,,,,,43238000.0,,3992100000.0,,2125543000.0,0.0,,1029020000.0,,1007523000.0,1007523000.0,,141706000.0,-13946000.0,1029020000.0,37943000.0,1113828000.0,114952000.0,,,1007523000.0,,,,,0.0,,-330560000.0,32655000.0,,,2163486000.0,,,,128295000.0,,0.0,1113828000.0,,-11181000.0,0.0,,,1359580000.0,,51239000.0,,116365000.0,,,37233000.0,51239000.0,,278496000.0,0.0,-334786000.0,,0.0,-198401000.0,-92556000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,721927000.0,,,,,,29568000.0,29568000.0,,880304000.0,,,,,,,,32566000.0,,,,,8512000.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,,2150075000.0,,3022000.0,1078794000.0,,832698000.0,832698000.0,,,,,,,,,,,,,,,,,,163478000.0,,,2179643000.0,,,,,,,1299339000.0,,,0.0,,,,,51239000.0,,,,,28713000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3992100000.0,654000.0,0.0,63775000.0,,,0.023,,5184000.0,,,0.023,38730000.0,0.0,-377879000.0,748190000.0,-91276000.0,39823000.0,12000000.0,-15169000.0,1476971000.0,39823000.0,39823000.0,,946655000.0,,,91724000.0,198678000.0,,71275000.0,36000000.0,,2216030000.0,,146182000.0,91724000.0,5184000.0,-41019000.0,946655000.0,151247000.0,91724000.0,0.0,,17808000.0,,,,820862000.0,,0.0,2176207000.0,,,,,53321000.0,,3992100000.0,748190000.0,2176207000.0,-1650000.0,1650000.0,1099092000.0,,892137000.0,71275000.0,,132765000.0,-22643000.0,1099092000.0,39823000.0,1269375000.0,82757000.0,,1650000.0,892137000.0,,,,,0.0,,-377879000.0,12000000.0,,,2216030000.0,,,,92378000.0,,,1269375000.0,820862000.0,-7717000.0,0.0,,,1476971000.0,,51239000.0,,97926000.0,,,38730000.0,51239000.0,-44438000.0,281435000.0,,-224041000.0,,0.0,-174363000.0,-82617000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1476094000.0,31993000.0,31993000.0,,951853000.0,,,,,,,,15613000.0,,,,,62341000.0,,,,,0.0,,,,,,,65355000.0,0.0,,,,,,,,,,2175783000.0,,4365000.0,1087898000.0,,885147000.0,75130000.0,,,,,,,,,,,,,,,,,-388196000.0,11250000.0,,,2207776000.0,,,,,,,1255923000.0,810017000.0,,0.0,,,,,51239000.0,,,,2124544000.0,6083000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
