date,annualCapitalExpenditure,annualDilutedAverageShares,quarterlyGrossPPE,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,trailingInterestExpense,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyStockBasedCompensation,quarterlyEbitda,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyDilutedEPS,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualDilutedEPS,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,annualInterestExpense,annualRepaymentOfDebt,quarterlyChangeInInventory,quarterlyOperatingExpense,trailingGrossProfit,trailingResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualBasicAverageShares,annualOtherCurrentAssets,trailingCostOfRevenue,annualGrossProfit,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,annualTaxProvision,quarterlyRetainedEarnings,annualInventory,trailingTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalNonCurrentAssets,quarterlyPretaxIncome,annualChangeInWorkingCapital,quarterlyNetPPE,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,annualChangeInInventory,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCostOfRevenue,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,annualInvestingCashFlow,annualPretaxIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,trailingNetIncome,quarterlyBasicEPS,annualLongTermDebt,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualStockholdersEquity,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,annualSaleOfInvestment,annualGoodwill,annualCommonStockIssuance,annualRetainedEarnings,annualStockBasedCompensation,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,annualCapitalStock,annualAccountsReceivable,trailingOperatingIncome,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualOtherIncomeExpense,annualNetPPE,trailingTotalRevenue,annualEbitda,annualOperatingIncome,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyCurrentDebt,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,annualIncomeTaxPayable,quarterlyNetIncomeCommonStockholders,annualBasicEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,trailingBeginningCashPosition,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,trailingCommonStockIssuance,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingChangesInAccountReceivables,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,annualOtherShortTermInvestments,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
1970-01-01 00:00:00.725760000,,,2000000.0,,,,,,,1400000.0,700000.0,,,-400000.0,,,,,,,,,18900000.0,,800000,,,,0.0075,,,0.0,,4100000.0,0.0,-100000.0,,,,100000.0,3400000.0,,,,,,,,,,19900000.0,2900000.0,3300000.0,,,-5100000.0,,,,,31728000.0,,,,,1400000.0,,100000.0,-100000.0,700000,,,6800000,,,,-600000.0,,,,,,,,500000.0,,400000.0,,700000.0,,,700000.0,,,,,0.0075,,,1500000.0,,100000.0,,,,,,2700000.0,,,,,,,,,,100000.0,2000000.0,,,,,12100000.0,,,,12100000.0,,0.0,,,100000.0,,,,,,,,,0.0,,,,,,,,,700000.0,,1900000.0,21800000.0,400000.0,100000.0,0.0,,,2900000.0,400000.0,31728000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.733536000,-1000000.0,34136000.0,2300000.0,,,,,,-700000.0,2100000.0,600000.0,13300000.0,,-100000.0,,100000.0,,,,28800000.0,,,26900000.0,,1300000,,18900000.0,100000.0,,2500000.0,1900000.0,0.0,0.02,5400000.0,0.0,-300000.0,,,,100000.0,4200000.0,,,,,,34136000.0,600000.0,,16000000.0,28800000.0,4000000.0,4100000.0,,100000.0,-3900000.0,1800000.0,,,,,,2100000.0,,-2200000.0,1600000.0,2500000.0,6900000.0,-300000.0,1200000,-500000.0,4000000.0,8800000,2500000.0,-300000.0,,-700000.0,-1600000.0,,,13700000.0,,1000000.0,10700000.0,1100000.0,,7800000.0,,1100000.0,-1000000.0,2600000.0,1100000.0,,,30900000.0,,,,,1900000.0,,6800000.0,,26900000.0,,4000000.0,,3400000.0,,400000.0,,,20700000.0,-3900000.0,,,,100000.0,1800000.0,,,,26700000.0,19900000.0,,700000.0,,19900000.0,2100000.0,0.0,19900000.0,400000.0,100000.0,19200000.0,0.0,300000.0,1600000.0,,2700000.0,2300000.0,,0.0,19900000.0,0.0,,,2300000.0,,,,1100000.0,0.02,2100000.0,30900000.0,400000.0,100000.0,100000.0,,,4000000.0,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.741398400,,,2500000.0,,,,,,,1600000.0,900000.0,,,-1700000.0,,,,,,,,,29500000.0,,1600000,,,,0.0175,,,0.0,,5500000.0,0.0,-300000.0,,,,-100000.0,4000000.0,,,,1400000.0,,,,,,29800000.0,3500000.0,3900000.0,600000.0,,-1900000.0,,,,,34144000.0,,,1600000.0,,1700000.0,,400000.0,-300000.0,1500000,,,9100000,,,,-800000.0,,,,,,,,800000.0,,800000.0,,2200000.0,,,1000000.0,,,,,0.0175,,,1900000.0,,400000.0,,,,,,3600000.0,,,,,,,,,,100000.0,1900000.0,,,,,20700000.0,,,,20700000.0,,,,,100000.0,,,,,,,,,19900000.0,,,,,,,,,2200000.0,,3200000.0,33000000.0,500000.0,1000000.0,0.0,,,3500000.0,500000.0,34144000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.749347200,,,3400000.0,,,,,,,2000000.0,1300000.0,,,-900000.0,,,,,,,,,30800000.0,,1900000,,,,0.0075,,,0.0,,6400000.0,0.0,-900000.0,,,,0.0,4700000.0,,,,-300000.0,,,,,,31100000.0,4100000.0,4600000.0,700000.0,,-600000.0,,,,,34424000.0,,,1800000.0,,2400000.0,,200000.0,-900000.0,1700000,,,10500000,,,,-1000000.0,,,,,,,,100000.0,,-500000.0,,1100000.0,,,1100000.0,,,,,0.0075,,,2100000.0,,200000.0,,,,,,4100000.0,,,,,,,,,,100000.0,2000000.0,,,,,20100000.0,,,,20100000.0,,,,,200000.0,,,,,,,,,0.0,,,,,,,,,1100000.0,,3800000.0,34900000.0,500000.0,900000.0,0.0,,,4100000.0,-800000.0,34424000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.757296000,,,4900000.0,,,,,,,2800000.0,1400000.0,,,200000.0,,,,,,,,,32200000.0,,2300000,,,,0.01,,,-900000.0,,7600000.0,0.0,-1600000.0,,,,-500000.0,5500000.0,,,,0.0,,,,,,33900000.0,6200000.0,5300000.0,900000.0,,800000.0,,,,,34452000.0,,,2300000.0,,3200000.0,,-100000.0,-700000.0,2100000,,,12000000,,,,-1700000.0,,,,,,,,1700000.0,,0.0,,1400000.0,,,1400000.0,,,,,0.01,,,3400000.0,,0.0,,,,,,4400000.0,,,,,,,,,,200000.0,3100000.0,,,,,20100000.0,,,,20100000.0,,,,,100000.0,,,,,,,,,0.0,,,,,,,,,1400000.0,,4500000.0,38400000.0,500000.0,800000.0,0.0,,,6200000.0,1000000.0,34452000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.765072000,-2700000.0,34740000.0,5100000.0,1400000.0,,,,,-1400000.0,3500000.0,19400000.0,19900000.0,,-2000000.0,,1100000.0,,,,37500000.0,,,35200000.0,,3000000,,-17100000.0,0.0,,6300000.0,3700000.0,0.0,0.075,9100000.0,0.0,-18400000.0,,,,-500000.0,6400000.0,,,,-1000000.0,,34740000.0,19400000.0,,28600000.0,37500000.0,7200000.0,6100000.0,1100000.0,3400000.0,2400000.0,3700000.0,,,,,300000.0,5200000.0,2700000.0,-4400000.0,3700000.0,5100000.0,700000.0,-800000.0,2700000,-1100000.0,7500000.0,14300000,6300000.0,200000.0,,-1400000.0,,,,20600000.0,,19900000.0,17200000.0,300000.0,-26900000.0,-17400000.0,0.0,1600000.0,-21200000.0,8500000.0,1600000.0,,300000.0,42700000.0,,,,100000.0,3700000.0,,900000.0,,35200000.0,,7200000.0,,5200000.0,,700000.0,8400000.0,,1500000.0,2400000.0,,,300000.0,200000.0,3700000.0,,,,45800000.0,2700000.0,300000.0,2900000.0,,2700000.0,3500000.0,,2700000.0,400000.0,300000.0,1200000.0,0.0,600000.0,3700000.0,,8700000.0,8000000.0,,0.0,2700000.0,0.0,,,5100000.0,,-26000000.0,,1600000.0,0.08,5200000.0,42700000.0,400000.0,1100000.0,0.0,,0.0,7500000.0,-500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.772934400,,,9800000.0,,,3100000.0,,,,2000000.0,15800000.0,,,-900000.0,,,,,,,,,36800000.0,,2800000,,,,0.0125,,,0.0,,8400000.0,0.0,-1100000.0,,,,-900000.0,5800000.0,,,,,,,,,,33900000.0,5800000.0,4200000.0,1000000.0,,4200000.0,,,,,34780000.0,400000.0,,2800000.0,,7600000.0,,0.0,-4200000.0,2600000,,,13000000,,,,-2200000.0,,,,,,,,1100000.0,,-100000.0,100000.0,1800000.0,,,1800000.0,,,,,0.0125,,,3800000.0,1400000.0,100000.0,,,,,,4600000.0,,,,,,,,,300000.0,200000.0,4600000.0,,,,,2700000.0,,,,2700000.0,,,,,200000.0,,,,,,,,,2700000.0,,,,,,,,,1800000.0,,9100000.0,43000000.0,500000.0,1000000.0,100000.0,,,6200000.0,-3100000.0,34780000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.780883200,,,11200000.0,,,3500000.0,,,,4200000.0,15500000.0,,,-1500000.0,,,,,,,,,38800000.0,,3300000,,,,0.015,,,0.0,,9700000.0,0.0,-3500000.0,,,,300000.0,6700000.0,,,,,,,,,,34600000.0,8100000.0,4800000.0,1100000.0,,6100000.0,,,,,34780000.0,900000.0,,3000000.0,,8800000.0,,1500000.0,-1500000.0,3000000,,,15200000,,,,-2400000.0,,,,,,,,700000.0,,-1200000.0,100000.0,1900000.0,,,1900000.0,,,,,0.015,,,2900000.0,1700000.0,0.0,,,,,,5500000.0,,,,,,,,500000.0,300000.0,200000.0,4300000.0,,,,,1400000.0,,,,1400000.0,,,,,300000.0,,,,,,,,,0.0,,,,1000000.0,,,,,1900000.0,,13200000.0,47800000.0,500000.0,3900000.0,0.0,,,9000000.0,-800000.0,34780000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.788832000,,,11900000.0,,,2900000.0,,,,3700000.0,13900000.0,,,-3300000.0,,,,,,,,,41900000.0,,3800000,,,,0.0175,,,0.0,,10700000.0,0.0,1600000.0,,,,-200000.0,7200000.0,,,,,,,,,,35500000.0,7000000.0,5200000.0,1400000.0,,8500000.0,,,,,35036000.0,900000.0,,3800000.0,,9800000.0,,-700000.0,-1300000.0,3500000,,,16500000,,,,-2100000.0,,,,,,,,-700000.0,,200000.0,600000.0,2400000.0,,,2400000.0,,,,,0.0175,,,3300000.0,1700000.0,800000.0,,,,,,5800000.0,,,,,,,,,300000.0,100000.0,4500000.0,,,,,1700000.0,,,,1700000.0,,,,,300000.0,,,,,,,,,0.0,,,,,,,0.0,,2400000.0,,14300000.0,49800000.0,500000.0,4000000.0,0.0,,,7900000.0,-2000000.0,35036000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.796608000,-8800000.0,35044000.0,13600000.0,-100000.0,,4100000.0,,,-2400000.0,4800000.0,15700000.0,20600000.0,,900000.0,,4700000.0,,,,39000000.0,,,44600000.0,,4400000,,-1100000.0,0.0,,8700000.0,4700000.0,-2500000.0,-0.1525,12700000.0,0.0,-3900000.0,,,,100000.0,8700000.0,,,,,6700000.0,35044000.0,15700000.0,,41600000.0,39000000.0,9500000.0,6400000.0,1500000.0,5100000.0,11200000.0,4400000.0,,,,,800000.0,15900000.0,4100000.0,-4800000.0,11200000.0,8700000.0,-100000.0,-1800000.0,4000000,-700000.0,10300000.0,19600000,8700000.0,-3800000.0,,-2400000.0,,,,28500000.0,,2700000.0,22700000.0,3900000.0,-9200000.0,0.0,0.0,2600000.0,-6900000.0,13800000.0,2600000.0,,800000.0,54900000.0,,,,,4700000.0,1900000.0,0.0,,44600000.0,,9500000.0,,6900000.0,,1200000.0,13600000.0,,900000.0,11200000.0,,,800000.0,100000.0,4400000.0,,,,64300000.0,1600000.0,800000.0,5000000.0,,1600000.0,4800000.0,,1600000.0,,400000.0,700000.0,0.0,600000.0,11200000.0,,14300000.0,13100000.0,,0.0,1600000.0,-2500000.0,,,13600000.0,,-3700000.0,,2600000.0,-0.1525,15900000.0,54900000.0,,4700000.0,-100000.0,,0.0,10300000.0,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.804470400,,,15500000.0,,,500000.0,,,,3800000.0,16400000.0,,,-2300000.0,,,,,,,,,50200000.0,,4200000,,,,0.0175,,,100000.0,,12800000.0,0.0,-3100000.0,,,,-300000.0,9000000.0,,,,-300000.0,,,,,,38800000.0,7200000.0,6700000.0,1600000.0,,13600000.0,,,,,35616000.0,700000.0,,4100000.0,,13100000.0,,2900000.0,-2400000.0,3800000,,,19800000,,,,-2400000.0,,,,,,,,300000.0,,0.0,,2500000.0,,,2500000.0,,,,,0.0175,,,3400000.0,1900000.0,2900000.0,,,,,,7000000.0,,,,,,,,,,200000.0,3900000.0,,,,,1600000.0,,,,1600000.0,,,,,400000.0,,,,,,,,,1600000.0,,,,,,,-1300000.0,,2500000.0,,19300000.0,58100000.0,,6200000.0,0.0,,,7900000.0,-2100000.0,35616000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.812419200,,,15900000.0,,,2800000.0,,,,3400000.0,17600000.0,,,-1300000.0,,,,,,,,,53600000.0,,5000000,,,,0.04,,,-100000.0,,13800000.0,0.0,-1900000.0,,,,200000.0,9200000.0,,,,100000.0,,,,,,43700000.0,8900000.0,6800000.0,1900000.0,,16600000.0,,,,,35702000.0,700000.0,,4800000.0,,13500000.0,,0.0,-1000000.0,4600000,,,21600000,,,,-2400000.0,,,,,,,,2100000.0,,300000.0,,2900000.0,,,2900000.0,,,,,0.04,,,5500000.0,2000000.0,600000.0,,,,,,7800000.0,,,,,,,,,,200000.0,3700000.0,,,,,2000000.0,,,,2000000.0,,,,,400000.0,,,,,,,,,0.0,,,,,,,-3600000.0,,2900000.0,,19500000.0,63200000.0,,6000000.0,0.0,,,9600000.0,1100000.0,35702000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.820368000,,,17100000.0,,,6200000.0,,,,5800000.0,18000000.0,,,-4600000.0,,,,,,,,,57300000.0,,6100000,,,,0.045,,,-400000.0,,15600000.0,0.0,-600000.0,,,,-3200000.0,10000000.0,,,,100000.0,,,,,,49600000.0,12100000.0,7300000.0,2300000.0,,20000000.0,,,,,35714000.0,600000.0,,5800000.0,,14700000.0,,100000.0,-1600000.0,5600000,,,24200000,,,,-2400000.0,,,,,,,,-500000.0,,-1100000.0,,3500000.0,,,3500000.0,,,,,0.045,,,6300000.0,2200000.0,100000.0,,,,,,8600000.0,,,,,,,,,,200000.0,6900000.0,,,,,900000.0,,,,900000.0,,,,,500000.0,,,,,,,,,0.0,,,,,,,-4800000.0,,3500000.0,,20400000.0,70000000.0,,5700000.0,0.0,,,12700000.0,-2100000.0,35714000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.828230400,-10000000.0,39008000.0,23200000.0,-700000.0,,7200000.0,,,-4000000.0,10700000.0,15300000.0,28700000.0,,-200000.0,,13800000.0,,,,52400000.0,,,62400000.0,,6800000,,-1500000.0,0.0,,12800000.0,8700000.0,-4700000.0,0.33,16800000.0,0.0,-5500000.0,,,,-3600000.0,10500000.0,,,,0.0,8300000.0,39008000.0,15300000.0,,59100000.0,52400000.0,19400000.0,7800000.0,2500000.0,8200000.0,24000000.0,10700000.0,,,,,3600000.0,33000000.0,6400000.0,-8400000.0,19200000.0,12800000.0,1200000.0,-5000000.0,6300000,-6900000.0,23000000.0,25600000,12800000.0,-4600000.0,,-4000000.0,,,,38800000.0,,1600000.0,32100000.0,3500000.0,-12700000.0,-700000.0,,3900000.0,-11100000.0,21000000.0,3900000.0,,,85400000.0,,,,-100000.0,8700000.0,2200000.0,1200000.0,,62400000.0,,19400000.0,,8800000.0,,1800000.0,16700000.0,,4800000.0,24000000.0,,,,200000.0,10700000.0,,,,91200000.0,200000.0,3600000.0,5400000.0,,200000.0,10700000.0,,200000.0,,500000.0,4200000.0,0.0,800000.0,19200000.0,,22100000.0,20300000.0,,0.0,200000.0,-5100000.0,,,23200000.0,,-3000000.0,,3900000.0,0.33,33000000.0,85400000.0,,13800000.0,0.0,,,23000000.0,-1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.836092800,,,138900000.0,,,4100000.0,,,,30000000.0,26300000.0,,-100000.0,2000000.0,,,,,,,,,237400000.0,,20600000,,,,-0.54,,,0.0,,51000000.0,0.0,-400000.0,,,,-4100000.0,34100000.0,,,,-100000.0,,,,,,373500000.0,250600000.0,26100000.0,-2000000.0,,28500000.0,,,,,66290000.0,69600000.0,,-73600000.0,,75500000.0,,2000000.0,-3500000.0,16900000,,,127900000,,,,-63400000.0,,,,,,,,500000.0,,2000000.0,,-71600000.0,,,-71600000.0,,,,,-0.54,,,120300000.0,4300000.0,2000000.0,,,,,,76900000.0,,,,,,,,,,-88900000.0,77800000.0,,,,,142800000.0,,,,142800000.0,,,,,3700000.0,,,,,,,,,140800000.0,,,1600000.0,100300000.0,,,-1000000.0,,-71600000.0,,184100000.0,557600000.0,71700000.0,36900000.0,100000.0,,,320200000.0,-3000000.0,66290000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.844041600,,,141600000.0,,,3000000.0,,,,33800000.0,23200000.0,,-300000.0,-10900000.0,,,,,,,,,260400000.0,,23300000,,,,0.085,,,1000000.0,,56800000.0,0.0,-2100000.0,,,,-1000000.0,37000000.0,,,,200000.0,,,,,,292800000.0,150900000.0,27600000.0,8900000.0,,40100000.0,,,,,67172000.0,68600000.0,,20400000.0,,78100000.0,,-88100000.0,-3100000.0,19800000,,,138500000,,,,-63500000.0,,,,,,,,3800000.0,,-86100000.0,,11500000.0,,,11500000.0,,,,,0.085,,,116100000.0,5900000.0,11600000.0,,,,,,81700000.0,,,,,,,,,,900000.0,80900000.0,,,,,56700000.0,,,,56700000.0,,,,,3500000.0,,,,,,,,,0.0,,,300000.0,1000000.0,,,-3000000.0,,11500000.0,,187100000.0,479900000.0,74600000.0,34400000.0,-100000.0,,,219500000.0,700000.0,67172000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.851990400,,,168100000.0,,,0.0,,,,35700000.0,22600000.0,,500000.0,-7300000.0,,,,,,,,,289500000.0,,25600000,,,,0.095,,,-75000000.0,,63500000.0,0.0,-80700000.0,,,,2000000.0,41600000.0,,,,-200000.0,,,,,,294100000.0,151700000.0,32500000.0,8800000.0,,53600000.0,,,,,68370000.0,112800000.0,,22300000.0,,94200000.0,,55600000.0,-5600000.0,21900000,,,151000000,,,,-73900000.0,,,,,,,,2800000.0,,-21900000.0,69700000.0,13500000.0,,,13500000.0,,,,,0.095,,,114600000.0,5400000.0,12500000.0,,,,,,87500000.0,,,,,,,,43100000.0,,700000.0,88800000.0,,,,,34800000.0,,,,34800000.0,,,,,3700000.0,,,,,,,,,0.0,,,200000.0,1400000.0,,,-100000.0,,13500000.0,,259900000.0,554000000.0,132100000.0,33600000.0,3400000.0,,,264500000.0,-2800000.0,68370000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.859766400,-20500000.0,67356000.0,177200000.0,-12200000.0,,6100000.0,,,-74300000.0,39300000.0,36400000.0,125500000.0,-12300000.0,1300000.0,,17200000.0,,-11400000.0,,300000000.0,,,294700000.0,,31400000,,-120200000.0,5100000.0,,-30600000.0,119400000.0,-100000.0,-0.455,77100000.0,0.0,-5200000.0,,2900000.0,,8200000.0,51300000.0,,,,200000.0,22000000.0,67356000.0,36400000.0,,248400000.0,300000000.0,158700000.0,39300000.0,10000000.0,25700000.0,69500000.0,78800000.0,,,,,86100000.0,239500000.0,25900000.0,-14900000.0,102900000.0,-30600000.0,-14800000.0,-8300000.0,25800000,5100000.0,244800000.0,170500000,-30600000.0,-4200000.0,,-74300000.0,,,,164000000.0,,140800000.0,339500000.0,9200000.0,-7000000.0,-14200000.0,50200000.0,15900000.0,-88400000.0,-4900000.0,15900000.0,,,539500000.0,,,35900000.0,100000.0,119400000.0,6400000.0,1700000.0,,294700000.0,,158700000.0,,93400000.0,,16500000.0,13200000.0,,27800000.0,69500000.0,,35900000.0,,1000000.0,78800000.0,,,,587900000.0,20600000.0,86100000.0,16300000.0,,20600000.0,39300000.0,,20600000.0,119400000.0,5600000.0,-45300000.0,0.0,-86300000.0,102900000.0,,100900000.0,84400000.0,,0.0,20600000.0,-74100000.0,800000.0,,177200000.0,,-2900000.0,,15900000.0,-0.455,239500000.0,539500000.0,119400000.0,17200000.0,1700000.0,,50200000.0,244800000.0,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.867628800,,,184756000.0,,-2386000.0,1957000.0,,,,35661000.0,0.0,,,-5712000.0,,,-5137000.0,,,,,,306000000.0,,24328000,,,,0.085,,,0.0,,66834000.0,24429000.0,-5042000.0,,,,-4114000.0,47099000.0,,,,,,,,,,295970000.0,147148000.0,41143000.0,7526000.0,,81260000.0,,,,,139824000.0,85841000.0,,19273000.0,,107245000.0,,-1438000.0,-6999000.0,19735000,,,155134000,,,,-77511000.0,,,,,,,,9395000.0,,3853000.0,49987000.0,11747000.0,,,11747000.0,,,,,0.085,,,0.0,5956000.0,364000.0,1020000.0,,156181000.0,,,88300000.0,111487000.0,,,,,,,35854000.0,,0.0,82876000.0,,,,,24429000.0,,,,25449000.0,,,,,4593000.0,,,,,,,,229877000.0,20576000.0,,,522000.0,,,,,,11747000.0,,243019000.0,538989000.0,118479000.0,2433000.0,621000.0,,,232989000.0,2396000.0,139824000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.875577600,,,280865000.0,,0.0,87000.0,,,,39492000.0,0.0,,,-24673000.0,,,-5559000.0,,,,,,324534000.0,,31176000,,,,0.11,,,-126505000.0,,78187000.0,35815000.0,-97564000.0,,,,-3095000.0,52547000.0,,,,,,,,,,334601000.0,195523000.0,46573000.0,9773000.0,,96569000.0,,,,,140540000.0,203493000.0,,25082000.0,,199360000.0,,113622000.0,-6723000.0,25640000,,,173383000,,,,-81505000.0,,,,,,,,-4250000.0,,11386000.0,49764000.0,15309000.0,,,15309000.0,,,,,0.11,,,0.0,5974000.0,3260000.0,933000.0,,177402000.0,,,95196000.0,150231000.0,,,,,,,153729000.0,,0.0,86896000.0,,,,,35815000.0,,,,36748000.0,,,,,5536000.0,,,,,,,,233524000.0,24429000.0,,,873000.0,5800000.0,,,,,15309000.0,,388949000.0,723550000.0,179288000.0,4299000.0,387000.0,,,399016000.0,-10973000.0,140540000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.883526400,,,283707000.0,,-7665000.0,50000.0,,,,43906000.0,0.0,,541000.0,-21871000.0,,,-6245000.0,,,,,,335509000.0,,38362000,,,,0.13,,,0.0,,84048000.0,16601000.0,-8098000.0,,,,-5466000.0,52088000.0,,,,,,,,,,338644000.0,195024000.0,46099000.0,11600000.0,,114739000.0,,,,,135616000.0,202964000.0,,29770000.0,,204443000.0,,-10734000.0,-15655000.0,31960000,,,186639000,,,,-79264000.0,,,,,,,,304000.0,,-19214000.0,49760000.0,18170000.0,,,18170000.0,,,,,0.135,,,0.0,5989000.0,1021000.0,883000.0,,195175000.0,,,102591000.0,149018000.0,,,,,,,153204000.0,,0.0,92362000.0,,,,,16601000.0,,,,17484000.0,,,,,6402000.0,,,,,,,,227015000.0,35815000.0,,,2453000.0,2100000.0,,,,,18170000.0,,394853000.0,733497000.0,179819000.0,4819000.0,135000.0,,,397988000.0,-15351000.0,140472000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
