date,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualCapitalExpenditure,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyDilutedEPS,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyIncomeTaxPayable,trailingInterestExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyEbitda,quarterlyChangeInInventory,quarterlyStockBasedCompensation,annualCurrentAssets,annualTotalRevenue,annualDilutedEPS,quarterlyOtherNonCashItems,annualDilutedAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualInterestExpense,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,quarterlyRetainedEarnings,annualFreeCashFlow,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyStockholdersEquity,trailingFreeCashFlow,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,annualTaxProvision,annualBasicAverageShares,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalAssets,trailingTaxProvision,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,trailingDepreciationAndAmortization,annualCurrentDebt,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyOtherNonCurrentAssets,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualStockholdersEquity,annualLongTermDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicEPS,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingPurchaseOfBusiness,annualChangeInInventory,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualGoodwill,quarterlyTaxProvision,trailingNetIncome,annualStockBasedCompensation,quarterlyOtherIncomeExpense,annualRetainedEarnings,quarterlyInventory,quarterlyNetPPE,annualInventory,annualCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualAccountsReceivable,trailingOperatingCashFlow,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,quarterlyBeginningCashPosition,annualOperatingIncome,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualEbitda,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,annualNetOtherInvestingChanges,trailingTotalRevenue,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalAssets,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,annualAccountsPayable,trailingInvestingCashFlow,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualPretaxIncome,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingChangeInInventory,trailingBasicEPS
1970-01-01 00:00:01.577750400,-150000000.0,,,,,,,,48000000.0,-186900000.0,,2493000000.0,1379000000.0,-978900000.0,81700000.0,,2493000000.0,-828000000.0,56400000.0,72600000.0,,,3843000000.0,-22000000.0,,,,,,402000000.0,,,,,,,,579000000.0,2297800000.0,0.007347,,491668624.0,-740900000.0,,,,56400000.0,24900000.0,,,,0.0,,,,176400000.0,,,-579000000.0,,,14800000.0,1379000000.0,60509000000.0,,,,-6280000000.0,,,,22100000.0,491668624.0,-513400000.0,,,0.0,209000000.0,56400000.0,,,,2121400000.0,,0.0,,,993000000.0,13700000.0,,,,-267000000.0,,,,,513400000.0,232300000.0,,,0.0,,-1959000000.0,,,47900000.0,-789000000.0,,,1379000000.0,,,292600000.0,,,298900000.0,227500000.0,,,,,7676000000.0,,,,,-5452000000.0,0.0,,,,,,,,,8600000.0,4147000000.0,399900000.0,,94700000.0,-626000000.0,-7738000000.0,128400000.0,,,,,64656000000.0,213800000.0,0.0,,72600000.0,,-660000000.0,2990000000.0,,1588000000.0,,586800000.0,-853000000.0,,,,1654000000.0,,0.007347,,5259000000.0,144000000.0,-1021100000.0,,,78500000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,61700000.0,-222400000.0,,,,61900000.0,101600000.0,,,,116000000.0,125700000.0,,,,,,,,,,,,,,,,,,759800000.0,2802000000.0,0.016714,,551525691.0,293300000.0,,,,116000000.0,21100000.0,,,,0.0,,,,289300000.0,,,605800000.0,,,12600000.0,,,,,,,,,,68800000.0,551525691.0,598600000.0,,,1365600000.0,,116000000.0,,,,2512700000.0,,0.0,,,,8200000.0,,,,,,,,,767000000.0,220700000.0,,,0.0,,,,,61900000.0,,,,,,,402800000.0,,,465600000.0,305300000.0,,,,,,,,,,,0.0,,,,,,,,,18100000.0,,543900000.0,,187700000.0,,,227600000.0,,,,,,297100000.0,0.0,,125700000.0,,,,,,,766300000.0,,,,,,,0.016714,,,,10700000.0,,,184800000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,78900000.0,-292200000.0,,,,222900000.0,142500000.0,,,,176000000.0,195200000.0,,,,,,,,,,,,,,,,,,919900000.0,3647500000.0,0.030375,,618841298.0,618000000.0,,,,176000000.0,41500000.0,,,,0.0,,,,405100000.0,,,1080700000.0,,,14100000.0,,,,,,,,,,77900000.0,618841298.0,953600000.0,,,2000600000.0,,176000000.0,,,,3242400000.0,,0.0,,,,9200000.0,,,,,,,,,1047000000.0,528700000.0,,,0.0,,,,,79000000.0,,,,,,,443700000.0,,,452000000.0,335600000.0,,,,,,,,,,,0.0,,,,,,,,,32800000.0,,857800000.0,,262600000.0,,,326200000.0,,,,,,326400000.0,0.0,,195200000.0,,,,,,,1150000000.0,,,,,,,0.030375,,,,10300000.0,,,253900000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,101000000.0,-394200000.0,,,,317500000.0,187900000.0,,,,155000000.0,165600000.0,,,,,,,,,,,,,,,,,,934300000.0,3713000000.0,0.028704,,622882398.0,781100000.0,,,,155000000.0,77400000.0,,,,0.0,,,,419400000.0,,,1319100000.0,,,20400000.0,,,,,,,,,,49300000.0,622882398.0,1051400000.0,,,2253400000.0,,155000000.0,,,,3293600000.0,,0.0,,,,10500000.0,,,,,,,,,1202000000.0,644700000.0,,,0.0,,,,,126700000.0,,,,,,,551900000.0,,,459000000.0,270300000.0,,,,,,,,,,,0.0,,,,,,,,,50300000.0,,1001600000.0,,231500000.0,,,318400000.0,,,,,,259800000.0,0.0,,165600000.0,,,,,,,1395800000.0,,,,,,,0.028704,,,,9700000.0,,,204300000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,126100000.0,-500500000.0,,,,256200000.0,222400000.0,,,,110200000.0,271300000.0,,,,,,,,,,,,,,,,,,1246200000.0,4292000000.0,0.020093,,645425796.0,652900000.0,,,,110200000.0,95100000.0,,,,0.0,,,,358200000.0,,,1303700000.0,,,183700000.0,,,,,,,,,,48000000.0,645425796.0,1099900000.0,,,2549900000.0,,110200000.0,,,,3933800000.0,,0.0,,,,11500000.0,,,,,,,,,1450000000.0,477800000.0,,,0.0,,,,,166200000.0,,,,,,,554800000.0,,,485700000.0,447000000.0,,,,,,,,,,,0.0,,,,,,,,,117400000.0,,1047500000.0,,135800000.0,,,232100000.0,,,,,,435500000.0,0.0,,271300000.0,,,,,,,1548000000.0,,,,,,,0.020093,,,,8900000.0,,,158200000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.007032,,,,,1261500000.0,1261500000.0,,,,,,,,1261500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713326430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007032,,25700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713326430.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.00586,,,,,1208200000.0,1208200000.0,,,,,,,,1208200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713326430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00586,,22900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713326430.0,,,,,,,,,,,,,,,,,
,,,,,,,,,117300000.0,-592400000.0,,,,273000000.0,223800000.0,942700000.0,,,117700000.0,344000000.0,,,,,,-3575700000.0,1163000000.0,1678700000.0,,,,,,,-3575700000.0,,,1233400000.0,4907000000.0,0.019925,,713388245.0,693400000.0,,,,117700000.0,68100000.0,,,584300000.0,0.0,,,,392100000.0,693400000.0,,1359300000.0,,,25400000.0,,,,,1650000000.0,,,,1233400000.0,47100000.0,713388245.0,942700000.0,,249300000.0,2592700000.0,,117700000.0,25400000.0,-592400000.0,,4514900000.0,,0.0,8200000.0,,,12000000.0,,,,,273000000.0,,,,1650000000.0,475000000.0,,,0.0,33700000.0,,,,210200000.0,,,,,,,584300000.0,487700000.0,1086300000.0,487700000.0,249300000.0,237300000.0,210200000.0,,475000000.0,,,,,,,0.0,,,,,,,,,64600000.0,,1086300000.0,,168300000.0,,,274800000.0,,,,,,237300000.0,0.0,,344000000.0,2592700000.0,,,,,1359300000.0,1678700000.0,,,344000000.0,12000000.0,,344000000.0,0.019925,,,,8200000.0,,,164800000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.008615,,,,,1076700000.0,1076700000.0,,,,,,,,1076700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714502003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008615,,31600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714502003.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.011076,,,,,1162200000.0,1162200000.0,,,,,,,,1162200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714502003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011076,,49200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714502003.0,,,,,,,,,,,,,,,,,
