date,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualCapitalExpenditure,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyDilutedEPS,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyIncomeTaxPayable,trailingInterestExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyEbitda,quarterlyChangeInInventory,quarterlyStockBasedCompensation,annualCurrentAssets,annualTotalRevenue,annualDilutedEPS,quarterlyOtherNonCashItems,annualDilutedAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualInterestExpense,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,quarterlyRetainedEarnings,annualFreeCashFlow,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyStockholdersEquity,trailingFreeCashFlow,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,annualTaxProvision,annualBasicAverageShares,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalAssets,trailingTaxProvision,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,trailingDepreciationAndAmortization,annualCurrentDebt,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyOtherNonCurrentAssets,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualStockholdersEquity,annualLongTermDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicEPS,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingPurchaseOfBusiness,annualChangeInInventory,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualGoodwill,quarterlyTaxProvision,trailingNetIncome,annualStockBasedCompensation,quarterlyOtherIncomeExpense,annualRetainedEarnings,quarterlyInventory,quarterlyNetPPE,annualInventory,annualCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualAccountsReceivable,trailingOperatingCashFlow,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,quarterlyBeginningCashPosition,annualOperatingIncome,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualEbitda,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,annualNetOtherInvestingChanges,trailingTotalRevenue,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalAssets,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,annualAccountsPayable,trailingInvestingCashFlow,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualPretaxIncome,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingChangeInInventory,trailingBasicEPS
,,,,,,,,,,,,,,,,,,,,,0.008615,,,,,1190200000.0,1190200000.0,,,,,,,,1190200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715227215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008615,,31600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715227215.0,,,,,,,,,,,,,,,,,
,,,,,,,,,130200000.0,-702300000.0,,,,473400000.0,246700000.0,1163700000.0,,,163900000.0,418800000.0,,,,,,-3188600000.0,1309600000.0,1828200000.0,,,,,,,-3188600000.0,,,1367800000.0,4738800000.0,0.031998,,715616864.0,834900000.0,,,,163900000.0,88800000.0,,,625900000.0,0.0,,,,487300000.0,834900000.0,,1599300000.0,,,26500000.0,,,,,1803400000.0,,,,1367800000.0,105100000.0,715616864.0,1163700000.0,,328800000.0,2967100000.0,,163900000.0,26500000.0,-702300000.0,,4251500000.0,,0.0,7600000.0,,,11900000.0,,,,,473400000.0,,,,1803400000.0,569300000.0,,,0.0,51500000.0,,,,258000000.0,,,,,,,625900000.0,551600000.0,1125900000.0,551600000.0,328800000.0,316900000.0,258000000.0,,569300000.0,,,,,,,0.0,,,,,,,,,117100000.0,,1125900000.0,,240600000.0,,,357100000.0,,,,,,316900000.0,0.0,,418800000.0,2967100000.0,,,,,1599300000.0,1828200000.0,,,418800000.0,11900000.0,,418800000.0,0.031998,,,,7600000.0,,,269000000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.01163,,,,,1285800000.0,1285800000.0,,,,,,,,1285800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719205396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01163,,50500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719205396.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.018091,,,,,1328000000.0,1328000000.0,,,,,,,,1328000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691678232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018091,,67300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691678232.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.015507,,,,,1331500000.0,1331500000.0,,,,,,,,1331500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691678232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015507,,55600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691678232.0,,,,,,,,,,,,,,,,,
,,,,,,,,,143800000.0,-845300000.0,,,,489300000.0,282300000.0,1239500000.0,,,239400000.0,595400000.0,,,,,,-3591800000.0,1390700000.0,2160400000.0,,,,,,,-3591800000.0,,,1511000000.0,5336000000.0,0.067841,,729841846.0,876300000.0,,,,239400000.0,93800000.0,,,722000000.0,0.0,,,,635800000.0,876300000.0,,1804400000.0,,,32300000.0,,,,,2075900000.0,,,,1511000000.0,156400000.0,729841846.0,1239500000.0,,363200000.0,3315400000.0,,239400000.0,32300000.0,-845300000.0,,4700200000.0,,0.0,5100000.0,,,12700000.0,,,,,489300000.0,,,,2075900000.0,570200000.0,,,0.0,66000000.0,,,,301000000.0,,,,,,,722000000.0,521600000.0,1315100000.0,521600000.0,363200000.0,350500000.0,301000000.0,,570200000.0,,,,,,,0.0,,,,,,,,,136100000.0,,1315100000.0,,353500000.0,,,492000000.0,,,,,,350500000.0,0.0,,595400000.0,3315400000.0,,,,,1804400000.0,2160400000.0,,,595400000.0,12700000.0,,595400000.0,0.067841,,,,5100000.0,,,395800000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.022388,,,,,1371000000.0,1371000000.0,,,,,,,,1371000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731609066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022388,,64900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731609066.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.018317,,,,,1464900000.0,1464900000.0,,,,,,,,1464900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735931643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018317,,49500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735931643.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.022388,,,,,1431700000.0,1431700000.0,,,,,,,,1431700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735931643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022388,,72600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735931643.0,,,,,,,,,,,,,,,,,
,,,,,,,,,158800000.0,-989300000.0,,,,633900000.0,314700000.0,1494400000.0,,,265400000.0,465100000.0,,,,,,-3886800000.0,1507000000.0,2467800000.0,,,,,,,-3886800000.0,,,1749700000.0,5774600000.0,0.079374,,735931643.0,997100000.0,,,,265400000.0,70500000.0,,,801000000.0,0.0,,,,695500000.0,997100000.0,,2112400000.0,,,49600000.0,,,,,2367700000.0,,,,1749700000.0,212500000.0,735931643.0,1494400000.0,,497300000.0,3862100000.0,,265400000.0,49600000.0,-989300000.0,,5079100000.0,,0.0,4500000.0,,,13700000.0,,,,,633900000.0,,,,2367700000.0,657500000.0,,,0.0,78400000.0,,,,335100000.0,,,,,,,801000000.0,784300000.0,1478500000.0,784300000.0,497300000.0,483600000.0,335100000.0,,657500000.0,,,,,,,0.0,,,,,,,,,167500000.0,,1478500000.0,,380800000.0,,,536700000.0,,,,,,483600000.0,0.0,,465100000.0,3862100000.0,,,,,2112400000.0,2467800000.0,,,465100000.0,13700000.0,,465100000.0,0.079374,,,,4500000.0,,,477900000.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.023507,,,,,1587700000.0,1587700000.0,,,,,,,,1587700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740816063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023507,,83000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740816063.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.027781,,,,,1654200000.0,1654200000.0,,,,,,,,1654200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698963472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027781,,97300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698963472.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.027781,,,,,1681200000.0,1681200000.0,,,,,,,,1681200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720086248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027781,,98000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720086248.0,,,,,,,,,,,,,,,,,
