,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,annualDilutedAverageShares,trailingSaleOfInvestment,annualPretaxIncome,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,trailingPurchaseOfBusiness,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,annualCurrentLiabilities,annualStockBasedCompensation,annualStockholdersEquity,trailingStockBasedCompensation,annualTotalAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCashFlowFromContinuingFinancingActivities,annualDilutedEPS,trailingChangeInWorkingCapital,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,annualPurchaseOfInvestment,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualChangeInAccountPayable,annualAccountsPayable,trailingOtherIncomeExpense,annualOperatingIncome,annualOperatingCashFlow,trailingOperatingIncome,quarterlyOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,trailingRepaymentOfDebt,annualEndCashPosition,quarterlyBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingTotalRevenue,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualNetPPE,quarterlyCashAndCashEquivalents,trailingNetOtherInvestingChanges,quarterlyCapitalStock,annualBasicAverageShares,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,trailingBeginningCashPosition,annualSellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyBasicEPS,annualAccumulatedDepreciation,annualCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualInterestExpense,annualRepaymentOfDebt,annualTotalRevenue,trailingChangeInAccountPayable,trailingGrossProfit,quarterlyOtherNonCashItems,annualGrossProfit,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetPPE,annualChangeInWorkingCapital,annualTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyOperatingIncome,trailingNetIncome,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualOperatingExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,annualNetIncomeContinuousOperations,annualCostOfRevenue,trailingSellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualCurrentDeferredRevenue,trailingChangeInInventory,annualIncomeTaxPayable,annualInventory,annualGoodwill,annualResearchAndDevelopment,trailingCashDividendsPaid,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingBasicEPS,trailingDeferredIncomeTax,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualChangeInInventory,quarterlyIncomeTaxPayable,trailingDilutedEPS,annualCashDividendsPaid,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,quarterlyGoodwill
985996800,-16660000.0,,,-17927000.0,-22996000.0,235385000.0,,,,,,-0.49,,,996000.0,27082000.0,,,1433000.0,,,,,,,,32146000.0,10492000.0,58617000.0,,,,,20501000.0,,,,-7052000.0,,,,715310000.0,,,,,,,25648000.0,,102309000.0,,,,21975000.0,,,,,46801000.0,,,,250365000.0,14980000.0,,,250365000.0,,470000.0,,,,50000.0,,,8683000.0,1026395000.0,,,-22996000.0,13615000.0,,,0.0,1349674000.0,,,821273000.0,-174966000.0,,,,,965165000.0,,0.0,-42628000.0,,46842000.0,,,,,-0.49,,,,,,,,,,,,,,,528401000.0,,0.0,17137000.0,250365000.0,-158306000.0,,,,20810000.0,,,,,,,20733000.0,,-17573000.0,,10641000.0,323279000.0,,,84466000.0,,,354000.0,-112671000.0,,736807000.0,910471000.0,,,,,52956000.0,-158306000.0,,-4838000.0,,,,,,-54694000.0,410351000.0,,,,,,,,46801000.0,,,,,,,,,,,,,,,,,,,,,,,
993859200,23920000.0,,,-23321000.0,-23321000.0,-99490000.0,,,,,,-0.5,,,1325000.0,40149000.0,,,1041000.0,,,,,,,,34324000.0,12331000.0,65032000.0,,,,,18465000.0,,,,-7400000.0,,,,771968000.0,,,,,,,29127000.0,,116870000.0,,,,25656000.0,,,,,47105000.0,,,,150875000.0,250365000.0,,,150875000.0,,475000.0,,,,713000.0,,,11954000.0,1183636000.0,,,-23321000.0,10600000.0,,,0.0,1414182000.0,,,899697000.0,-145092000.0,,,,,1141497000.0,,0.0,41082000.0,,54746000.0,,,,,-0.5,,,,,,,,,,,,,,,514485000.0,,0.0,19960000.0,150875000.0,-169012000.0,,,,23431000.0,,,,,,,,,-22843000.0,,10759000.0,230546000.0,,,107939000.0,,,478000.0,-135992000.0,,791758000.0,1056166000.0,,,,,57755000.0,-169012000.0,,-5696000.0,,,,,,-85331000.0,45602000.0,,,,,,,,47105000.0,,,,,,,,,,,,,,,,,,,,,,,
1001808000,7581000.0,,,-49118000.0,-49118000.0,-80428000.0,,,,,,-1.03,,,1481000.0,27918000.0,,,379000.0,,,,,,,,37109000.0,18490000.0,51668000.0,,,,,18895000.0,,,,-31959000.0,,,,778383000.0,,,,,,,54553000.0,,115987000.0,,,,27759000.0,,,,,47600000.0,,,,70447000.0,150875000.0,,,70447000.0,,479000.0,,,,289000.0,,,14099000.0,1230290000.0,,,-49118000.0,10243000.0,,,0.0,1381107000.0,,,911088000.0,-80271000.0,,,,,1207922000.0,,0.0,3516000.0,,65632000.0,,,,,-1.03,,,,,,,,,,,,,,,470019000.0,,0.0,-870000.0,70447000.0,-87852000.0,,,,25924000.0,,,,,,,,,-48710000.0,,10009000.0,150817000.0,,,112329000.0,,,408000.0,-185110000.0,,798759000.0,1104060000.0,,,,,63033000.0,-87852000.0,,-28629000.0,,,,,,-103862000.0,-157000.0,,,,,,,,47600000.0,,,,,,,,,,,,,,,,,,,,,,,
1009756800,-1841000.0,,-530273000.0,-29710000.0,-29710000.0,-56543000.0,47437000.0,,-118422000.0,,18429000.0,,,,1149000.0,43997000.0,845088000.0,,397000.0,-134145000.0,80465000.0,113701000.0,,450644000.0,,1429011000.0,41075000.0,13046000.0,56796000.0,516197000.0,-2.64,,-214820000.0,18429000.0,56796000.0,,,-7794000.0,487000.0,,,845088000.0,,56293000.0,,-23567000.0,13000000.0,,12479000.0,864666000.0,117087000.0,3250000.0,117087000.0,,5075000.0,13904000.0,,,13904000.0,,,,56898000.0,13904000.0,70447000.0,-54205000.0,1198559000.0,13904000.0,,487000.0,47437000.0,0.0,1253253000.0,365000.0,13904000.0,,12973000.0,1336724000.0,,,-29710000.0,21078000.0,,,0.0,1429011000.0,1149000.0,,978367000.0,413329000.0,,,,,1253253000.0,,11333000.0,125970000.0,,56293000.0,,,41342000.0,,,-54694000.0,92287000.0,,,21078000.0,,,,43997000.0,,-125145000.0,,,13046000.0,450644000.0,-1076000.0,0.0,42541000.0,13904000.0,-115103000.0,1654000.0,0.0,,28075000.0,,47709000.0,,242894000.0,,,,98240000.0,-29296000.0,,9933000.0,92287000.0,13000000.0,,113701000.0,,,414000.0,-214820000.0,,864666000.0,1198559000.0,127940000.0,1336724000.0,,11333000.0,69150000.0,,,15596000.0,,-2.64,978367000.0,-125145000.0,365000.0,-54694000.0,60401000.0,121807000.0,,,14980000.0,-120076000.0,144654000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,-33392000.0,,,-83229000.0,-83229000.0,18372000.0,,,,,,-1.7,,,6311000.0,27901000.0,,,75000.0,,,,,,,,35920000.0,10216000.0,49092000.0,,,,,18475000.0,,,,-62040000.0,,,,947223000.0,,,,,,,35427000.0,,92374000.0,,,,34055000.0,,,,,49010000.0,,,,32276000.0,13904000.0,,,32276000.0,,504000.0,,,,188000.0,,,13216000.0,1315847000.0,,,-83229000.0,44117000.0,,,0.0,1422547000.0,,,1048756000.0,-79487000.0,,,,,1333316000.0,,11167000.0,-33089000.0,,38442000.0,,,,,-1.7,,,,,,,,,,,,,,,373791000.0,,0.0,26652000.0,32276000.0,-46095000.0,,,,28024000.0,,,,,,,,,-82650000.0,,9374000.0,106700000.0,,,76747000.0,,,579000.0,-298049000.0,,972009000.0,1179356000.0,,,,,63944000.0,-46095000.0,,-7403000.0,,,,,,-153960000.0,97859000.0,,,,,,,,49010000.0,,,,,,,,,,,,,,,,,,,,,,,
1025395200,24006000.0,,,-47336000.0,-47336000.0,-962000.0,,,,,,-0.94,,,1660000.0,51782000.0,,,137000.0,,,,,,,,40273000.0,16218000.0,47626000.0,,,,,18475000.0,,,,-29488000.0,,,,959742000.0,,,,,,,33190000.0,,4925000.0,,,,32479000.0,,,,,50392000.0,,,,31314000.0,32276000.0,,,31314000.0,,505000.0,,,,124000.0,,,13576000.0,1221128000.0,,,-47336000.0,47312000.0,,,-65000.0,1322686000.0,,,1076229000.0,-880000.0,,,,,1340780000.0,,10927000.0,13055000.0,,28228000.0,,,,,-0.94,,,,,,,,,,,,,,,246457000.0,,0.0,28624000.0,31314000.0,-24886000.0,,,,29335000.0,,,,,,,,,-46836000.0,,8998000.0,101558000.0,,,96352000.0,,,500000.0,-425979000.0,,979877000.0,1168891000.0,,,,,69608000.0,-24886000.0,,-3855000.0,,,,,,-171889000.0,-82000.0,,,,,,,,50392000.0,,,,,,,,,,,,,,,,,,,,,,,
1033344000,-14343000.0,,,-31673000.0,-31673000.0,11035000.0,,,,,,-0.62,,,1832000.0,42265000.0,,,47000.0,,,,,,,,39216000.0,14337000.0,45684000.0,,,,,18475000.0,,,,-9675000.0,,,,1009024000.0,,,,,,,35361000.0,,4660000.0,,,,34839000.0,,,,,50745000.0,,,,42349000.0,31314000.0,,,42349000.0,,511000.0,,,,2603000.0,,,14249000.0,1212244000.0,,,-31673000.0,53192000.0,,,-1126000.0,1323978000.0,,,1108399000.0,-27850000.0,,,,,1352322000.0,,16334000.0,-18810000.0,,19863000.0,,,,,-0.62,,,,,,,,,,,,,,,215579000.0,,0.0,27310000.0,42349000.0,-13507000.0,,,,27832000.0,,,,,,,,,-31115000.0,,8983000.0,111734000.0,,,79068000.0,,,558000.0,-457652000.0,,1029331000.0,1154392000.0,,,,,67048000.0,-13507000.0,,-7529000.0,,,,,,-197930000.0,38885000.0,,,,,,,,50745000.0,,,,,,,,,,,,,,,,,,,,,,,
1041292800,25283000.0,,-98010000.0,-30333000.0,-30333000.0,18792000.0,50308000.0,,-192190000.0,,18429000.0,,,,3537000.0,5957000.0,834885000.0,,70000.0,,135713000.0,262591000.0,,185473000.0,,1304915000.0,36706000.0,15081000.0,36292000.0,143693000.0,-5.43,,-487985000.0,18429000.0,36292000.0,,,23476000.0,512000.0,,12427000.0,834885000.0,,39729000.0,,-25373000.0,1554000.0,,33952000.0,856851000.0,4321000.0,329000.0,4321000.0,,34340000.0,61141000.0,,,61141000.0,,,,110473000.0,61141000.0,42349000.0,-77729000.0,1140625000.0,61141000.0,,512000.0,50308000.0,5369000.0,1362354000.0,189397000.0,61141000.0,,15129000.0,1191316000.0,,,-30333000.0,46370000.0,,,1191000.0,1304915000.0,3537000.0,,1119442000.0,6392000.0,,,-103379000.0,,1362354000.0,,10425000.0,19415000.0,,39729000.0,,,35605000.0,,,-221729000.0,113599000.0,,,46370000.0,,,,5957000.0,,-273165000.0,,,15081000.0,185473000.0,47237000.0,5369000.0,52638000.0,61141000.0,-13522000.0,383000.0,0.0,,27369000.0,,56171000.0,,264674000.0,,,,112560000.0,-31587000.0,,8249000.0,113599000.0,-101825000.0,,262591000.0,,,-1254000.0,-487985000.0,,856851000.0,1140625000.0,-19429000.0,1191316000.0,,10425000.0,64075000.0,-18891000.0,,-6583000.0,,-5.43,1119442000.0,-273165000.0,189397000.0,-221729000.0,7031000.0,137933000.0,,,13904000.0,-192573000.0,152114000.0,,,12427000.0,,,,,,,,,,,,,,,,,,,,,,
1049068800,-4821000.0,,,-33210000.0,-33755000.0,-13284000.0,,,,,,-0.66,,,5055000.0,16392000.0,,,,,,,,,,,31654000.0,15294000.0,28163000.0,,,,,18429000.0,,,,-1384000.0,,,14422000.0,969102000.0,,,,,,,34540000.0,,3874000.0,,,,31673000.0,,,,,51130000.0,,,,47857000.0,61141000.0,,,47857000.0,,512000.0,,,,60066000.0,,,22758000.0,1172221000.0,,,-33755000.0,46413000.0,,,0.0,1264624000.0,,,1112637000.0,-10954000.0,,,,,1365639000.0,,0.0,-5273000.0,,13877000.0,,,,,-0.66,,,,,,,,,,,,,,,151987000.0,,0.0,23700000.0,47857000.0,-8436000.0,,,,26567000.0,,,,,,,794000.0,,-32689000.0,,8483000.0,92403000.0,,,120051000.0,,,521000.0,-521740000.0,,992586000.0,1121934000.0,,,,,58221000.0,-6133000.0,,-7973000.0,,,,,,-243705000.0,-27000.0,,,,,,,,51130000.0,,,,,,,,,,,,,,,,,,,,,,,
1056931200,-2781000.0,,,-45448000.0,-56408000.0,-25817000.0,,,,,,-1.1,,,4182000.0,36262000.0,,,,,,,,,,,27504000.0,13968000.0,26304000.0,,,,,16457000.0,,,,-15538000.0,,,11619000.0,888130000.0,,,,,,,38227000.0,,3019000.0,,,,17906000.0,,,,,51133000.0,,,,22040000.0,47857000.0,,,22040000.0,,512000.0,,,,6558000.0,,,23236000.0,958156000.0,,,-56408000.0,57113000.0,,,-7565000.0,1084518000.0,,,988700000.0,-5738000.0,,,,,1113511000.0,,42708000.0,4520000.0,,11524000.0,,,,,-1.1,,,,,,,,,,,,,,,95818000.0,,-20000000.0,6636000.0,22040000.0,119326000.0,,,,22871000.0,,,,,,,14154000.0,,-45013000.0,,7242000.0,126362000.0,,,79931000.0,,,435000.0,-578148000.0,,908769000.0,898024000.0,,,,,50375000.0,-2957000.0,,-15356000.0,,,,,,-215487000.0,-142362000.0,,,,,,,,51133000.0,,,,,,,,,,,,,,,,,,,,,,,
1064880000,-12694000.0,,,-32588000.0,-19666000.0,13245000.0,,,,,,-0.38,,,3904000.0,15003000.0,,,18000.0,,,,,,,,29815000.0,21991000.0,18929000.0,,,,,,,,,-1549000.0,,,10349000.0,867598000.0,,,,,,,29049000.0,,2709000.0,,,,22238000.0,,,,,52394000.0,,,,35285000.0,22040000.0,,,35285000.0,,541000.0,,,,13042000.0,,,22944000.0,935722000.0,,,-19666000.0,54028000.0,,,-1266000.0,1036687000.0,,,945247000.0,-15815000.0,,,,,1113965000.0,,8479000.0,-4914000.0,,13360000.0,,,,,-0.38,,,,,,,,,,,,,,,91440000.0,,-11760000.0,15920000.0,35285000.0,30839000.0,,,,22560000.0,,,,,,,,,-32155000.0,,7933000.0,100965000.0,,,73745000.0,,,433000.0,-585466000.0,,871502000.0,878985000.0,,,,,52375000.0,-3121000.0,,-6489000.0,,,,,,-234980000.0,-4900000.0,,,,,,,,52394000.0,,,,,,,,,,,,,,,,,,,,,,,
1072828800,-9512000.0,,155456000.0,-53155000.0,-51168000.0,-26947000.0,52204000.0,,-162116000.0,,,,,,3838000.0,24311000.0,859220000.0,,-9000.0,,94715000.0,76047000.0,,43877000.0,,982982000.0,33103000.0,17709000.0,19414000.0,-178451000.0,-3.3,,-636634000.0,,19414000.0,,,-25049000.0,550000.0,,11137000.0,859220000.0,,11352000.0,,-40360000.0,-29808000.0,,34965000.0,863058000.0,2408000.0,31000.0,2408000.0,,22898000.0,23538000.0,15200000.0,,8338000.0,,,,54355000.0,23538000.0,35285000.0,-43520000.0,856213000.0,8338000.0,,550000.0,52204000.0,-18732000.0,1110973000.0,11538000.0,8338000.0,,22391000.0,914055000.0,,,-51168000.0,55434000.0,,,7917000.0,982982000.0,3838000.0,,939105000.0,-12437000.0,,,-15136000.0,,1110973000.0,,395000.0,-7191000.0,,11352000.0,-296925000.0,,31244000.0,,,-254760000.0,68927000.0,,,55434000.0,,,,24311000.0,,-172171000.0,,,17709000.0,43877000.0,-52803000.0,13028000.0,12463000.0,8338000.0,13727000.0,1820000.0,-936000.0,,24530000.0,,90778000.0,,212060000.0,,,,92229000.0,-52703000.0,,7859000.0,68927000.0,-44944000.0,,76047000.0,,,452000.0,-636634000.0,,863058000.0,856213000.0,-12858000.0,914055000.0,15200000.0,395000.0,57633000.0,-2925000.0,,-10435000.0,,-3.3,939105000.0,-172171000.0,11538000.0,-254760000.0,-31162000.0,132589000.0,,,61141000.0,-163936000.0,119831000.0,,,11137000.0,,,,,,,,,,,,,,,,,,,,,,
1080691200,2485000.0,,,-48010000.0,-47922000.0,10826000.0,,,,,,-0.86,,,3887000.0,9430000.0,,,,,,,,,,,32865000.0,16835000.0,16083000.0,,,,,,,,,-22318000.0,,,9591000.0,898590000.0,,,,,,,28071000.0,,2155000.0,,,,28111000.0,,,,,55684000.0,,,,19164000.0,8338000.0,,,19164000.0,,565000.0,,,,2458000.0,,,21085000.0,891533000.0,,,-47922000.0,52373000.0,,,0.0,954222000.0,,,951756000.0,491000.0,,,,,1110714000.0,,901000.0,-663000.0,,10965000.0,,,,,-0.86,,,,,,,,,,,,,,,2466000.0,,-31000.0,24476000.0,19164000.0,-1666000.0,,,,24436000.0,,,,,,,,,-47734000.0,,7322000.0,62689000.0,,,49279000.0,,,276000.0,-684556000.0,,902477000.0,837005000.0,,,,,57301000.0,-1994000.0,,-3635000.0,,,,,,-273709000.0,10007000.0,,,,,,,,55684000.0,,,,,,,,,,,,,,,,,,,,,,,
1088553600,12546000.0,,,-22767000.0,-23246000.0,2664000.0,,,,,,-0.41,,,4192000.0,16514000.0,,,,,,,,,,,29847000.0,17141000.0,16827000.0,,,,,,,,,-2046000.0,,,10216000.0,889573000.0,,,,,,,29198000.0,,1888000.0,,,,27941000.0,,,,,56933000.0,,,,21828000.0,19164000.0,,,21828000.0,,569000.0,,,,3254000.0,,,18473000.0,869469000.0,,,-23246000.0,51036000.0,,,96000.0,934460000.0,,,953425000.0,11156000.0,,,,,1108744000.0,,731000.0,4701000.0,,12535000.0,,,,,-0.41,,,,,,,,,,,,,,,-18965000.0,,4430000.0,25243000.0,21828000.0,3084000.0,,,,26500000.0,,,,,,,,,-22493000.0,,7096000.0,64991000.0,,,59660000.0,,,274000.0,-707802000.0,,893765000.0,816545000.0,,,,,56347000.0,-1390000.0,,-2698000.0,,,,,,-292199000.0,-12966000.0,,,,,,,,56933000.0,,,,,,,,,,,,,,,,,,,,,,,
1096502400,-970000.0,,,-21472000.0,-24010000.0,-832000.0,,,,,,-0.42,,,4287000.0,8327000.0,,,11000.0,,,,,,,,30701000.0,16688000.0,15157000.0,,,,,,,,,-2247000.0,,,12824000.0,884775000.0,,,,,,,28040000.0,,1626000.0,,,,28246000.0,,,,,57776000.0,,,,20996000.0,21828000.0,,,20996000.0,,597000.0,,,,3251000.0,,,18292000.0,850612000.0,,,-24010000.0,50784000.0,,,0.0,915485000.0,,,942957000.0,-2196000.0,,,,,1109817000.0,,203000.0,-7163000.0,,12805000.0,,,,,-0.42,,,,,,,,,,,,,,,-27472000.0,,-50000.0,28248000.0,20996000.0,-1457000.0,,,,28042000.0,,,,,,,,,-21194000.0,,7374000.0,64873000.0,,,53895000.0,,,278000.0,-731811000.0,,889062000.0,798202000.0,,,,,58743000.0,-1226000.0,,2000.0,,,,,,-311615000.0,1595000.0,,,,,,,,57776000.0,,,,,,,,,,,,,,,,,,,,,,,
1104451200,155000.0,,1326000.0,-51810000.0,-52103000.0,48631000.0,58420000.0,,-143313000.0,,,,,,30456000.0,6742000.0,924456000.0,,2019000.0,,120701000.0,51003000.0,,-88671000.0,,917244000.0,41557000.0,14997000.0,21125000.0,45747000.0,-2.52,,-829357000.0,,21125000.0,,,-14584000.0,649000.0,,10810000.0,924456000.0,,15204000.0,,-23631000.0,14216000.0,,41311000.0,954912000.0,1365000.0,2126000.0,1365000.0,,36403000.0,69627000.0,,,69627000.0,,,,97070000.0,69627000.0,20996000.0,-41211000.0,745831000.0,69627000.0,,649000.0,58420000.0,8835000.0,1115021000.0,3250000.0,69627000.0,,17691000.0,801072000.0,,,-52103000.0,53876000.0,,,0.0,917244000.0,30456000.0,,1005915000.0,-2449000.0,,,-7214000.0,,1115021000.0,,10000.0,-5385000.0,,15204000.0,,,35979000.0,,,-369190000.0,116172000.0,,,53876000.0,,,,6742000.0,,-147280000.0,,,14997000.0,-88671000.0,61289000.0,4486000.0,19068000.0,69627000.0,1365000.0,710000.0,0.0,,23976000.0,,75542000.0,,231482000.0,,,,102801000.0,-51927000.0,,14327000.0,116172000.0,7002000.0,,51003000.0,,,-117000.0,-829357000.0,,954912000.0,745831000.0,-8510000.0,801072000.0,,10000.0,65533000.0,-2604000.0,,-17335000.0,,-2.52,1005915000.0,-147280000.0,3250000.0,-369190000.0,47111000.0,126432000.0,,,8338000.0,-144023000.0,128681000.0,,,10810000.0,,,,,,,,,,,,,,,,,,,,,,
1112227200,15998000.0,,,-21543000.0,-21713000.0,-50610000.0,,,,,,-0.33,,,31912000.0,9209000.0,,,278000.0,,,,,,,,31294000.0,13472000.0,13292000.0,,,,,,,,,-1567000.0,,,10145000.0,879091000.0,,,,,,,29057000.0,,1108000.0,,,,29750000.0,,,,,65260000.0,,,,19017000.0,69627000.0,,,19017000.0,,656000.0,,,,3250000.0,,,17346000.0,797425000.0,,,-21713000.0,53490000.0,,,0.0,854036000.0,,,958339000.0,12868000.0,,,,,1124256000.0,,10000.0,6493000.0,,11260000.0,,,,,-0.33,,,,,,,,,,,,,,,-104303000.0,,-234000.0,27703000.0,19017000.0,-13000000.0,,,,27010000.0,,,,,,,,,-21297000.0,,7200000.0,56611000.0,,,47336000.0,,,246000.0,-851070000.0,,911003000.0,742827000.0,,,,,58304000.0,-3130000.0,,-2047000.0,,,,,,-381429000.0,-53608000.0,,,,,,,,65260000.0,,,,,,,,,,,,,,,,,,,,,,,
1120089600,1766000.0,,,-26376000.0,-26255000.0,2105000.0,,,,,,-0.38,,,33253000.0,4958000.0,,,1485000.0,,,,,,,,34679000.0,14381000.0,16371000.0,,,,,,,,,-15382000.0,,,10913000.0,826796000.0,,,,,,,28796000.0,,865000.0,,,,29591000.0,,,,,70330000.0,,,,21122000.0,19017000.0,,,21122000.0,,743000.0,,,,3250000.0,,,10427000.0,791098000.0,,,-26255000.0,54591000.0,,,75439000.0,857137000.0,,,907050000.0,-2299000.0,,,,,1137571000.0,,0.0,-9650000.0,,13499000.0,,,,,-0.38,,,204000.0,,,,,,,,,,,,-49913000.0,,-69000.0,29364000.0,21122000.0,-9595000.0,,,,28569000.0,,,,,,,,,-26045000.0,,7112000.0,66039000.0,,,47001000.0,,,331000.0,-877325000.0,,860049000.0,735642000.0,,,,,63248000.0,-4065000.0,,-227000.0,,,,,,-401929000.0,9934000.0,,,,,,,,70330000.0,,,,,,,,,,,,,,,,,,,,,,,
1128038400,18379000.0,,,-14447000.0,-14444000.0,2355000.0,,,,,,-0.19,,,34203000.0,9648000.0,,,76680000.0,,,,,,,,35005000.0,14114000.0,21076000.0,,,,,,,,,4000.0,,,12275000.0,844011000.0,,,,,,,28382000.0,,25982000.0,,,,28402000.0,,,,,74487000.0,,,,23477000.0,21122000.0,,,23477000.0,,752000.0,,,,3250000.0,,,16258000.0,806960000.0,,,-14444000.0,56147000.0,,,-75439000.0,885929000.0,,,932598000.0,12167000.0,,,,,1146473000.0,,0.0,4292000.0,,15097000.0,,,,,-0.19,,,8483000.0,,,,,,,,,,,,-46669000.0,,419000.0,31036000.0,23477000.0,-28372000.0,,,,31016000.0,,,,,,,,,-14093000.0,,6725000.0,78969000.0,,,54384000.0,,,354000.0,-891769000.0,,878214000.0,724831000.0,,,,,66021000.0,-6212000.0,,2634000.0,,,,,,-421642000.0,12348000.0,,,,,,,,74487000.0,,,,,,,,,,,,,,,,,,,,,,,
1135987200,13624000.0,,-99283000.0,-32282000.0,-32297000.0,22457000.0,73823000.0,,-92544000.0,14996000.0,,,,,34570000.0,7478000.0,784392000.0,,-73757000.0,,115956000.0,52143000.0,,81431000.0,,952536000.0,38974000.0,15544000.0,17533000.0,25823000.0,-1.28,,-924066000.0,,17533000.0,-34628000.0,,-20145000.0,856000.0,,11838000.0,784392000.0,,17283000.0,,4245000.0,49767000.0,,29559000.0,818962000.0,31491000.0,4686000.0,31491000.0,,28213000.0,65711000.0,19777000.0,,45934000.0,,,,120201000.0,65711000.0,23477000.0,-29688000.0,728333000.0,45934000.0,,856000.0,73823000.0,-12000.0,1170390000.0,,45934000.0,,15313000.0,820348000.0,,,-32297000.0,60524000.0,,,223694000.0,952536000.0,34570000.0,14460000.0,871105000.0,7383000.0,,,-19648000.0,,1170390000.0,,0.0,-2430000.0,,17283000.0,,,28178000.0,,,-442057000.0,132188000.0,14460000.0,,60524000.0,,,,7478000.0,,-94709000.0,,,15544000.0,81431000.0,-23693000.0,-128000.0,32099000.0,45934000.0,-48316000.0,2104000.0,223694000.0,,33445000.0,,66745000.0,,259991000.0,,,,120039000.0,-31109000.0,,7141000.0,132188000.0,30119000.0,,52143000.0,,,1173000.0,-924066000.0,,818962000.0,728333000.0,-1295000.0,820348000.0,19777000.0,0.0,72419000.0,-6241000.0,,3886000.0,,-1.28,871105000.0,-94709000.0,,-442057000.0,57149000.0,115794000.0,,,69627000.0,-94648000.0,139952000.0,,,11838000.0,,,,,,,,,,,,,,,,,,,,,,
