date,quarterlyOperatingIncome,annualBasicAverageShares,trailingNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualOperatingExpense,annualCurrentAccruedExpenses,quarterlyGrossPPE,quarterlyGrossProfit,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,annualCurrentAssets,trailingCostOfRevenue,annualChangesInAccountReceivables,annualTotalRevenue,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualInterestExpense,trailingBeginningCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualBasicEPS,quarterlyRepurchaseOfCapitalStock,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyEbitda,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,annualOtherNonCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,annualFreeCashFlow,annualRetainedEarnings,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,trailingFreeCashFlow,quarterlyBasicEPS,quarterlyGoodwill,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCashDividendsPaid,annualOtherCurrentAssets,annualCostOfRevenue,annualBeginningCashPosition,quarterlyOtherCurrentAssets,annualNetIncome,annualCurrentDebt,annualTaxProvision,annualTotalAssets,quarterlyRepaymentOfDebt,annualDilutedEPS,annualSellingGeneralAndAdministration,trailingTaxProvision,annualTotalNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualDepreciationAndAmortization,trailingPurchaseOfBusiness,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualChangeInInventory,annualStockBasedCompensation,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,annualCapitalStock,trailingCashDividendsPaid,annualGoodwill,trailingNetIncome,quarterlyNetPPE,annualGrossProfit,quarterlyPretaxIncome,quarterlyAccountsReceivable,annualInventory,quarterlyTaxProvision,annualOtherIntangibleAssets,trailingChangeInInventory,annualNetPPE,annualCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualOperatingCashFlow,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingPretaxIncome,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualRepaymentOfDebt,trailingTotalRevenue,trailingPurchaseOfInvestment,annualCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,quarterlyDilutedEPS,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlySaleOfInvestment,trailingInvestingCashFlow,annualAccountsPayable,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance
2002-06-30,23870000.0,352192000.0,,-9848000.0,,744000.0,-5042000.0,25819000.0,171380000.0,,,,346354000.0,99365000.0,237560000.0,114067000.0,,,165668000.0,85827000.0,-42764000.0,,93962000.0,287588000.0,,,719403000.0,-4621000.0,,,,159428000.0,1124000.0,,93962000.0,-12509000.0,0.2425,0.0,,14363000.0,-146971000.0,,-4969000.0,105509000.0,30692000.0,85827000.0,,6240000.0,,,14968000.0,,-17247000.0,260356000.0,165668000.0,363808000.0,99365000.0,6240000.0,57313000.0,20802000.0,,65173000.0,105509000.0,287588000.0,0.0,90197000.0,,,,,,90197000.0,2625000.0,3615000.0,,0.0,236041000.0,3691000.0,0.0,85827000.0,34244000.0,47325000.0,440571000.0,,0.235,346354000.0,,152983000.0,3610000.0,260356000.0,1666000.0,585000.0,,0.0,,,,25494000.0,,,,136404000.0,-16638000.0,,,-55977000.0,17306000.0,17306000.0,,1094000.0,,26583000.0,-146971000.0,-13625000.0,14968000.0,,0.0,30925000.0,,,17684000.0,3615000.0,895000.0,,,,90589000.0,483362000.0,25204000.0,30925000.0,136404000.0,8937000.0,22395000.0,,90589000.0,159428000.0,4827000.0,,107937000.0,162502000.0,2625000.0,12958000.0,76278000.0,,,22395000.0,152983000.0,93962000.0,90271000.0,0.0,,0.0,-1451000.0,,,,,38311000.0,,,133336000.0,440571000.0,17306000.0,,93962000.0,-1451000.0,,-3373000.0,,6822000.0,,137008000.0,,,25819000.0,237560000.0,,,895000.0,,34244000.0,93962000.0,93962000.0,,,,,,,,,,,,,,
2002-09-30,37608000.0,,,,,-24144000.0,-70000.0,32547000.0,192791000.0,,,,,,244070000.0,131224000.0,,,171595000.0,,,,,,,,,-16320000.0,,,,164420000.0,,,44033000.0,-13034000.0,,-49947000.0,,,,,,93474000.0,44088000.0,,,,,367968000.0,,,,238891000.0,,,96751000.0,7175000.0,61567000.0,,,,,267920000.0,0.0,93616000.0,,0.0625,22249000.0,,,93616000.0,3640000.0,,,,,,26154000.0,,,,,,,,,,-44529000.0,,,,,0.0,,,,,,,,152724000.0,,,,,22480000.0,22480000.0,354916000.0,0.0,,7634000.0,-146971000.0,-13034000.0,39081000.0,,0.0,,,,-49929000.0,3535000.0,,,,,97099000.0,,37773000.0,45009000.0,,13977000.0,,,,,4620000.0,,,,,-5400000.0,93962000.0,,,,158429000.0,,,,,,,,,,,,,0.06,,426349000.0,22480000.0,,,-4192000.0,,,,6480000.0,,,,,,,,,879000.0,,35122000.0,44033000.0,44033000.0,,,,,,,,,,,,,,
2002-12-31,102600000.0,,,,,27589000.0,-19000.0,34205000.0,308523000.0,,,,,,251375000.0,216842000.0,,,213100000.0,,,,,,,,,16816000.0,,,,205529000.0,,,171141000.0,-13897000.0,,0.0,,,,,,155905000.0,109627000.0,,,,,367724000.0,,,,336051000.0,,,128740000.0,7571000.0,91681000.0,,,,,400188000.0,0.0,114242000.0,,0.175,22371000.0,,,114242000.0,4036000.0,,,,,,25855000.0,,,,,,,,,,22109000.0,,,,,0.0,,,,,,,,135908000.0,,,,,62431000.0,62431000.0,355912000.0,0.0,,118896000.0,-146971000.0,-13917000.0,40327000.0,,0.0,,,,127108000.0,3535000.0,,,,,104404000.0,,102710000.0,67284000.0,,38003000.0,,,,,14647000.0,,,,,104979000.0,44033000.0,,,,167102000.0,,,,,,,,,,,,,0.17,,567290000.0,62431000.0,,,-3683000.0,,,,7027000.0,,,,,,,,,900000.0,,42584000.0,171141000.0,171141000.0,,,,,,,,,,,,,,
2003-03-31,52747000.0,,,,,-7562000.0,0.0,29660000.0,220396000.0,,,,,,256341000.0,159807000.0,,,182013000.0,,,,,,,,,-88000.0,,,,175030000.0,,,192263000.0,-12116000.0,,0.0,,,,,,187758000.0,60163000.0,,,,,372984000.0,,2144000.0,,377630000.0,,,112345000.0,6983000.0,60589000.0,,,,,404632000.0,0.0,107060000.0,,0.0875,,,,107060000.0,3448000.0,,,,,,29670000.0,,,,,,,,,,-4841000.0,,,,,0.0,,,,,,,,135996000.0,,,,,31853000.0,31853000.0,360924000.0,0.0,,38079000.0,-146971000.0,-12116000.0,43001000.0,,0.0,,,,21122000.0,3535000.0,,,,,109370000.0,,53091000.0,46703000.0,,19644000.0,,,,,4717000.0,,,,,25963000.0,171141000.0,,,22373000.0,174744000.0,,,,,,,,,,,,,0.085,,579376000.0,31853000.0,,,-5774000.0,,,,7416000.0,,,,,,,,,905000.0,,33025000.0,192263000.0,192263000.0,,,,,,,,,,,,,,
2003-06-30,50807000.0,359116000.0,,-49947000.0,,-8038000.0,8867000.0,26637000.0,231516000.0,,,,433667000.0,108273000.0,291838000.0,169556000.0,,,168568000.0,146628000.0,-57112000.0,,229176000.0,448538000.0,,,953226000.0,-7811000.0,,,,161461000.0,695000.0,,229176000.0,-18038000.0,0.4075,0.0,,0.0,-173291000.0,,8778000.0,217622000.0,60115000.0,146628000.0,,7107000.0,,,19057000.0,1279000.0,-12155000.0,426929000.0,168568000.0,371684000.0,108273000.0,7107000.0,61960000.0,28395000.0,,164512000.0,217622000.0,448538000.0,0.0,118749000.0,,,,,,118749000.0,3572000.0,3535000.0,,0.0,275797000.0,93962000.0,0.0,146628000.0,26551000.0,90585000.0,617652000.0,,0.395,433667000.0,,169114000.0,-2064000.0,426929000.0,6639000.0,,,0.0,,,,30231000.0,,,,143807000.0,-7403000.0,,,-57085000.0,29864000.0,29864000.0,,0.0,,57015000.0,-173291000.0,-18045000.0,19057000.0,,0.0,35470000.0,,,36913000.0,3535000.0,915000.0,,,,118547000.0,677429000.0,51247000.0,35470000.0,143807000.0,18961000.0,22398000.0,,118547000.0,161461000.0,4411000.0,,221624000.0,273993000.0,3572000.0,38970000.0,192263000.0,,,22398000.0,169114000.0,229176000.0,135214000.0,0.0,,0.0,-7007000.0,,,,,-29325000.0,,,244821000.0,617652000.0,29864000.0,,229176000.0,-7007000.0,,0.0,,9308000.0,,243762000.0,,,26637000.0,291838000.0,,,915000.0,,26551000.0,229176000.0,229176000.0,,,,,,,,,,,,,,
2003-09-30,71625000.0,,,,,-37496000.0,-90000.0,41537000.0,258375000.0,,,,,,298410000.0,187909000.0,,,186572000.0,,,,,,,,,-32987000.0,,,,178125000.0,,,255357000.0,-14196000.0,,,,,,,,259951000.0,80470000.0,,,,,381918000.0,,,,493069000.0,,,108240000.0,8447000.0,70466000.0,,,,,529441000.0,-1000.0,116284000.0,,0.115,,,,116284000.0,5027000.0,,,,,,37431000.0,,,,,,,,,,11941000.0,,,,,0.0,,,,,,,,176794000.0,,,,,42329000.0,42329000.0,367176000.0,0.0,,28435000.0,-173291000.0,-14196000.0,27150000.0,,0.0,,,,26181000.0,3420000.0,,,,,125119000.0,,72030000.0,59859000.0,,27008000.0,,,,,10259000.0,,,,,14239000.0,229176000.0,,,22780000.0,175049000.0,,,,,,,,,,,,,0.11,,704490000.0,42329000.0,,,-10312000.0,,,,8845000.0,,,,,,,,,1843000.0,,28348000.0,255357000.0,255357000.0,,,,,,,,,,,,,,
2003-12-31,160704000.0,,,,,16643000.0,-65000.0,55176000.0,411513000.0,,,,,,305644000.0,305143000.0,,,241478000.0,,,,,,,,,19568000.0,,,,232784000.0,,,372775000.0,-15791000.0,,,,,,,,306480000.0,170382000.0,,,,,383970000.0,,,,589669000.0,,,143061000.0,8694000.0,106370000.0,,,,,676001000.0,1000.0,144439000.0,,0.26,,,,144439000.0,5274000.0,,,,,,51548000.0,,,,,,,,,,-40954000.0,,,,,0.0,,,,,,,,157226000.0,,,,,95438000.0,95438000.0,370462000.0,0.0,,174164000.0,-173291000.0,-15847000.0,29880000.0,,0.0,,,,117418000.0,3420000.0,,,,,132353000.0,,161170000.0,94452000.0,,60445000.0,,,,,7801000.0,,,,,158317000.0,255357000.0,,,23048000.0,185281000.0,,,,,,,,,,,,,0.25,,861282000.0,95438000.0,,,-6896000.0,,,,9678000.0,,,,,,,,,1864000.0,,34547000.0,372775000.0,372775000.0,,,,,,,,,,,,,,
2004-03-31,100869000.0,,,,,6103000.0,-16000.0,39670000.0,313073000.0,,,,,,307797000.0,237517000.0,,,202684000.0,,,,,,,,,3392000.0,,,,194178000.0,,,445343000.0,-11546000.0,,0.0,,,,,,364791000.0,112885000.0,,,,,387138000.0,,4960000.0,,673628000.0,,,141129000.0,8506000.0,75556000.0,,,,,724812000.0,0.0,136648000.0,,0.155,,,,136648000.0,5086000.0,,,,,,46978000.0,,,,,,,,,,-15454000.0,,,,,0.0,,,,,,,,153834000.0,,,,,58311000.0,58311000.0,374012000.0,0.0,,99568000.0,-173291000.0,-11547000.0,29222000.0,,0.0,,,,72568000.0,3420000.0,,,,,134506000.0,,101637000.0,78657000.0,,38114000.0,,,,,5714000.0,,,,,88021000.0,372775000.0,,,23119000.0,186847000.0,,,,,,,,,,,,,0.15,,911659000.0,58311000.0,,,-5776000.0,,,,12016000.0,,,,,,,,,1878000.0,,13379000.0,445343000.0,445343000.0,,,,,,,,,,,,,,
2004-06-30,111267000.0,372120000.0,,-54954000.0,,19196000.0,11817000.0,44771000.0,338145000.0,,,,545617000.0,135353000.0,356106000.0,259513000.0,,,206174000.0,261748000.0,-67693000.0,,262720000.0,705616000.0,,,1321106000.0,-8079000.0,,,,181938000.0,808000.0,,262720000.0,-327825000.0,0.705,0.0,171723000.0,0.0,-207582000.0,,11646000.0,430461000.0,123582000.0,261748000.0,,24236000.0,,,151125000.0,-14053000.0,4446000.0,782286000.0,206174000.0,385558000.0,135353000.0,24236000.0,78632000.0,34141000.0,,380874000.0,430461000.0,705616000.0,-301723000.0,148246000.0,,,,,,148246000.0,5025000.0,3420000.0,,0.0,331024000.0,229176000.0,0.0,261748000.0,1814000.0,167866000.0,1028658000.0,,0.68,545617000.0,,323042000.0,-1198000.0,782286000.0,3372000.0,,,0.0,,,,42854000.0,,,15791000.0,161913000.0,-18106000.0,,,-369358000.0,65670000.0,65670000.0,,0.0,,146400000.0,-207582000.0,-26103000.0,151125000.0,15791000.0,0.0,55724000.0,,-301723000.0,-182623000.0,3420000.0,1896000.0,,,,148524000.0,990082000.0,112820000.0,55724000.0,161913000.0,42299000.0,23393000.0,,148524000.0,181938000.0,10367000.0,171723000.0,448567000.0,487319000.0,5025000.0,120297000.0,445343000.0,,,23393000.0,323042000.0,434443000.0,33544000.0,0.0,,0.0,-7097000.0,,,,,-45665000.0,,,447657000.0,1028658000.0,65670000.0,,262720000.0,-7097000.0,,0.0,,12315000.0,,444465000.0,,,44771000.0,356106000.0,,,1896000.0,,1814000.0,262720000.0,434443000.0,,,,,,,,,,,,,,
2004-09-30,11435000.0,,,,,-37706000.0,-5168000.0,60469000.0,344065000.0,,,,,,360412000.0,258174000.0,,,269500000.0,,,,,,,,,-42566000.0,,,,244990000.0,,,224814000.0,-39667000.0,,-94927000.0,,,,,,412980000.0,24855000.0,,,,,389492000.0,,,,790071000.0,,,161272000.0,24510000.0,85891000.0,,,,,795864000.0,0.0,246739000.0,,0.18,,,,146739000.0,21240000.0,,,,,,63890000.0,,,,,,,,,,-56107000.0,,,,,0.0,,,,,,,,204479000.0,,,,,67725000.0,67725000.0,377982000.0,0.0,,57868000.0,-207582000.0,-16787000.0,130710000.0,,0.0,,,,-37906000.0,3270000.0,,,,,152830000.0,,113945000.0,85607000.0,,43299000.0,,,,,17535000.0,217074000.0,,,,41081000.0,262720000.0,,,23286000.0,306826000.0,,,,,,,,,,,,,0.175,,1102690000.0,67725000.0,,,-9386000.0,,,,13420000.0,,,87500000.0,,,,,,1886000.0,-110398000.0,23249000.0,224814000.0,441888000.0,,,,,,,,,,,,,,
2004-12-31,223135000.0,,,,,32618000.0,703000.0,68489000.0,531759000.0,,,,,,379541000.0,402968000.0,,,370183000.0,,,,,,,,,13623000.0,,,,337983000.0,,,296728000.0,-209989000.0,,0.0,,,,,,547103000.0,237431000.0,,,,,390514000.0,,,,987462000.0,,,218883000.0,32200000.0,128791000.0,,,,,910878000.0,0.0,179833000.0,,0.355,,,,179833000.0,28930000.0,,,,,,71644000.0,,,,,,,,,,47254000.0,,,,,0.0,,,,,,,,190856000.0,,,,,134123000.0,134123000.0,379354000.0,0.0,,234649000.0,-207582000.0,-29670000.0,300583000.0,,0.0,,,,71914000.0,3270000.0,,,,,171959000.0,,226604000.0,121749000.0,,86109000.0,,,,,19892000.0,229901000.0,,,,204979000.0,224814000.0,,,23716000.0,496258000.0,,,,,,,,,,,,,0.345,,1407136000.0,134123000.0,,,-8020000.0,,,,14296000.0,,,42500000.0,,,,,,1910000.0,-222819000.0,50611000.0,296728000.0,526629000.0,,,,,,,,,,,,,,
2005-03-31,145831000.0,,,,,-13496000.0,13506000.0,49964000.0,415939000.0,,,,,,397357000.0,324673000.0,,,309538000.0,,,,,,,,,10042000.0,,,,241188000.0,,,216905000.0,10281000.0,,-170044000.0,,,,,,478576000.0,161285000.0,,,,,391609000.0,,,,913502000.0,,,169759000.0,68350000.0,91266000.0,,,,,838450000.0,0.0,178842000.0,,0.24,,,,178842000.0,65080000.0,,,,,,78315000.0,,,,,,,,,,-195949000.0,,,,,0.0,,,,,,,,180814000.0,,,,,89239000.0,89239000.0,379695000.0,0.0,,105845000.0,-207582000.0,-17282000.0,225030000.0,,0.0,,,,-79823000.0,3270000.0,,,,,189775000.0,,150776000.0,83630000.0,,57296000.0,,,,,3241000.0,278786000.0,,,,88563000.0,296728000.0,,,23517000.0,438322000.0,,,,,,,,,,,,,0.23,,1276772000.0,89239000.0,,,-10251000.0,,,,15454000.0,,,75059000.0,,,,,,3766000.0,-47496000.0,21465000.0,216905000.0,495691000.0,,,,,,,,,,,,,,
2005-06-30,141409000.0,378670000.0,,-264971000.0,,77407000.0,-65288000.0,64985000.0,418660000.0,,,,688961000.0,185502000.0,421082000.0,324956000.0,,,314356000.0,388652000.0,-94592000.0,,154566000.0,709360000.0,,,1710423000.0,-3605000.0,,,,265780000.0,,,154566000.0,-132457000.0,1.03,0.0,228485000.0,-72927000.0,-217220000.0,,-56247000.0,576141000.0,155272000.0,388652000.0,,48576000.0,,,153891000.0,,58823000.0,1032776000.0,314356000.0,390191000.0,185502000.0,48576000.0,93704000.0,46835000.0,,449671000.0,576141000.0,709360000.0,-228431000.0,183547000.0,,,,,,183547000.0,40794000.0,3270000.0,,0.0,399652000.0,262720000.0,0.0,388652000.0,12442000.0,235277000.0,1347132000.0,,1.0,688961000.0,,637772000.0,-75783000.0,1032776000.0,,,,-72927000.0,,,,57033000.0,,330703000.0,4512000.0,184419000.0,-22506000.0,,,-371832000.0,97565000.0,97565000.0,,0.0,,145901000.0,-217220000.0,-30853000.0,153891000.0,4512000.0,0.0,65399000.0,,-379530000.0,-62339000.0,3270000.0,3784000.0,,,,203862000.0,1310771000.0,146245000.0,65399000.0,184419000.0,48573000.0,248499000.0,,203862000.0,265780000.0,6167000.0,228485000.0,544263000.0,678843000.0,40794000.0,115048000.0,216905000.0,,,248499000.0,637772000.0,383051000.0,-108154000.0,0.0,,0.0,-12164000.0,,,,,-280585000.0,,,637570000.0,1347132000.0,97565000.0,,154566000.0,-12164000.0,,0.0,,13863000.0,,621810000.0,125644000.0,,64985000.0,421082000.0,,,3784000.0,1183000.0,12442000.0,154566000.0,383051000.0,,,,,,,,,,,,,,
2005-09-30,145109000.0,,,,,-39083000.0,-2560000.0,70250000.0,448951000.0,,,,,,431390000.0,341361000.0,,,335019000.0,,,,,,,,,-30832000.0,,,,285561000.0,,,108290000.0,-101564000.0,,-29973000.0,,,,,,550455000.0,159098000.0,,,,,389972000.0,,,,1166752000.0,,,210274000.0,49458000.0,107590000.0,,,,,863548000.0,0.0,196252000.0,,0.25,,,,196252000.0,46358000.0,,,,,,95761000.0,,,,,,,,,,654000.0,,,,,0.0,,,,,,,,215251000.0,,,,,93615000.0,93615000.0,379551000.0,0.0,,54634000.0,-217220000.0,-21885000.0,179299000.0,,0.0,,,,-46276000.0,3100000.0,,,,,214170000.0,,150996000.0,104906000.0,,57381000.0,,,,,38202000.0,339340000.0,,,,32749000.0,154566000.0,,,244754000.0,638223000.0,,,,,,,,,,,,,0.24,,1501771000.0,93615000.0,,,-17140000.0,,,,13989000.0,,,50000000.0,,,,,,3805000.0,-129679000.0,5037000.0,108290000.0,447630000.0,,,,,,,,,,,,,,
2005-12-31,273942000.0,,,,,85130000.0,-4781000.0,87732000.0,650336000.0,,,,,,446834000.0,504676000.0,,,399187000.0,,,,,,,,,10209000.0,,,,347653000.0,,,185125000.0,-187420000.0,,-65525000.0,,,,,,663191000.0,291578000.0,,,,,390620000.0,,,,1359976000.0,,,246514000.0,51534000.0,145660000.0,,,,,1180982000.0,0.0,230734000.0,,0.46,,,,230734000.0,48434000.0,,,,,,106883000.0,,,,,,,,,,-42043000.0,,,,,0.0,,,,,,,,205042000.0,,,,,174174000.0,174174000.0,380837000.0,0.0,,249014000.0,-217220000.0,-28937000.0,115568000.0,,0.0,,,,76835000.0,3100000.0,,,,,229614000.0,,280932000.0,123045000.0,,106758000.0,,,,,15112000.0,560887000.0,,,,220077000.0,108290000.0,,,232999000.0,578181000.0,,,,,,,,,,,,,0.45,,1759163000.0,174174000.0,,,-24846000.0,,,,17636000.0,,,165500000.0,,,,,,3827000.0,-323983000.0,13407000.0,185125000.0,746012000.0,,,,,,,,,,,,,,
2006-03-31,165436000.0,,,,,-24813000.0,16107000.0,54841000.0,497859000.0,,,,,,486782000.0,389769000.0,,,359584000.0,,,,,,,,,-5423000.0,,,,296147000.0,,,184412000.0,-117160000.0,,-18301000.0,,,,,,754735000.0,181845000.0,,,,,391453000.0,,,,1514846000.0,,,239300000.0,63437000.0,108090000.0,,,,,1277889000.0,0.0,224333000.0,,0.28,223674000.0,,,224333000.0,60337000.0,,,,,,118652000.0,,,,,,,,,,76022000.0,,,,,80392000.0,,,,,,,,210465000.0,,,,,108846000.0,108846000.0,383739000.0,0.0,,97709000.0,-217220000.0,-48741000.0,93517000.0,,0.0,,,,-713000.0,3100000.0,,,,,269562000.0,,175554000.0,110415000.0,,66708000.0,,,,,25332000.0,653945000.0,,,,48968000.0,185125000.0,,,9788000.0,596541000.0,,,,,,,,,,,,,0.28,,1874430000.0,108846000.0,,,-6391000.0,,,,16409000.0,,,420203000.0,,,,,,3849000.0,-488622000.0,2006000.0,184412000.0,838357000.0,,,,,,,,,,,,,,
2006-06-30,180117000.0,379635000.0,,-600271000.0,,83790000.0,-31709000.0,79819000.0,514355000.0,,,,874275000.0,261835000.0,515343000.0,403073000.0,,,437786000.0,494277000.0,-133876000.0,,143388000.0,974482000.0,,,2111501000.0,-23029000.0,,,,341824000.0,,,143388000.0,225189000.0,1.3,-486472000.0,394177000.0,99337000.0,-216812000.0,,-22943000.0,417087000.0,197198000.0,494277000.0,,95962000.0,,,29612000.0,-33014000.0,105024000.0,1188734000.0,437786000.0,388495000.0,261835000.0,95962000.0,111282000.0,86550000.0,,462727000.0,417087000.0,974482000.0,0.0,222956000.0,,,227811000.0,,,222956000.0,61207000.0,3100000.0,,0.0,472622000.0,154566000.0,0.0,494277000.0,170000.0,302950000.0,1626520000.0,,1.27,874275000.0,,652038000.0,-461459000.0,1188734000.0,-44870000.0,,,18945000.0,,,,65115000.0,,1148618000.0,31655000.0,233494000.0,-49075000.0,,,-180955000.0,117642000.0,117642000.0,,0.0,,195246000.0,-216812000.0,-34313000.0,29612000.0,31655000.0,0.0,84361000.0,,-1195934000.0,-41024000.0,3100000.0,3698000.0,,227811000.0,,298531000.0,1638879000.0,189745000.0,84361000.0,233494000.0,72103000.0,12007000.0,,298531000.0,341824000.0,7904000.0,394177000.0,596603000.0,829719000.0,61207000.0,160933000.0,184412000.0,,,12007000.0,652038000.0,537565000.0,-11178000.0,0.0,,0.0,-7260000.0,,,,,-426826000.0,,,797227000.0,1626520000.0,117642000.0,,143388000.0,-7260000.0,,0.0,,17081000.0,,764604000.0,512915000.0,,79819000.0,515343000.0,,,3698000.0,-253650000.0,170000.0,143388000.0,537565000.0,,,,,,,,,,,,,,
2006-09-30,197666000.0,,,,,-61004000.0,-6671000.0,86173000.0,553851000.0,,,,,,537808000.0,424680000.0,,,484388000.0,,,,,,,,,-67361000.0,,,,394943000.0,,,95552000.0,-3059000.0,,-149999000.0,,,,,,402708000.0,216498000.0,,,,,373672000.0,,3972000.0,,1192112000.0,,,301155000.0,89445000.0,129171000.0,,,,,1023407000.0,0.0,227014000.0,,0.34,222777000.0,,,227014000.0,86580000.0,,,,,,148137000.0,,,,,,,,,,-125522000.0,,,,,-9112000.0,,,,,,,,300855000.0,,,,,125616000.0,125616000.0,368171000.0,0.0,,80745000.0,-216812000.0,-36268000.0,97363000.0,,0.0,,,,-47836000.0,2865000.0,,,,,320996000.0,,204255000.0,118082000.0,,78639000.0,,,,,26379000.0,360781000.0,,,,44477000.0,143388000.0,,,11957000.0,653093000.0,,,,,,,,,,,,,0.34,,1676500000.0,125616000.0,,,-7379000.0,,,,18832000.0,,,303650000.0,,,,,,3668000.0,-270564000.0,7615000.0,95552000.0,456333000.0,,,,,,,,,,,,,,
2006-12-31,361987000.0,,,,,98242000.0,-819000.0,82094000.0,836387000.0,,,,,,546136000.0,644476000.0,,,518001000.0,,,,,,,,,51278000.0,,,,424657000.0,,,265335000.0,-231503000.0,,0.0,,,,,,630181000.0,382071000.0,,,,,375496000.0,,-82000.0,,1482898000.0,,,328019000.0,93344000.0,191911000.0,,,,,1338707000.0,0.0,282489000.0,,0.62,221226000.0,,,282489000.0,90479000.0,,,,,,144108000.0,,,,,,,,,,56388000.0,,,,,14424000.0,,,,,,,,249577000.0,,,,,227473000.0,227473000.0,368138000.0,0.0,,344898000.0,-216812000.0,-37540000.0,99703000.0,,0.0,,,,169783000.0,2865000.0,,,,,329324000.0,,369875000.0,125099000.0,,142402000.0,,,,,35035000.0,554588000.0,,,,307358000.0,95552000.0,,,11939000.0,662192000.0,,,,,,,,,,,,,0.61,,2000899000.0,227473000.0,,,-6068000.0,,,,20084000.0,,,335564000.0,,,,,,3691000.0,-529527000.0,14544000.0,265335000.0,819923000.0,,,,,,,,,,,,,,
