,annualNetPPE,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualGrossProfit,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualDilutedEPS,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,quarterlyDilutedEPS,annualPurchaseOfBusiness,annualBeginningCashPosition,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualBasicAverageShares,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,annualOperatingExpense,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualAccumulatedDepreciation,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,trailingPurchaseOfInvestment,annualChangesInAccountReceivables,trailingInterestExpense,trailingNetIncomeContinuousOperations,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,trailingChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyBasicEPS,annualGoodwill,annualCapitalStock,annualStockBasedCompensation,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingCommonStockIssuance,annualOperatingIncome,annualOtherShortTermInvestments,quarterlyCurrentAssets,trailingFreeCashFlow,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualOtherCurrentAssets,quarterlyRetainedEarnings,trailingTotalRevenue,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,trailingEndCashPosition,trailingTaxProvision,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualInvestmentsAndAdvances,annualNetIncome,annualCurrentDebt,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualLongTermDebt,annualBasicEPS,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualTotalAssets,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,trailingChangeInInventory,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,annualInventory,quarterlyAccountsPayable,trailingGrossProfit,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualDeferredIncomeTax,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingDeferredIncomeTax,trailingCostOfRevenue,quarterlyChangeInInventory,annualChangeInInventory,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingChangeInAccountPayable,annualAccountsPayable
851990400,343293000.0,27901000.0,,7605000.0,6244000.0,,54886000.0,6244000.0,,,,206000.0,2.01,69119000.0,,1817000.0,39776000.0,17196000.0,,,,343293000.0,,,6000000.0,,,-36524000.0,,5700000.0,-321000.0,-45808000.0,,,,,,6426000.0,,7605000.0,,,17196000.0,,,,,-94844000.0,17701000.0,,,,,18586000.0,,-18621000.0,2818000.0,,,-200000.0,,,,-8474000.0,,,,,,,,,,,-4981000.0,-33608000.0,,,-182000.0,20800000.0,,-9794000.0,,,,,1817000.0,,,,-10622000.0,,55426000.0,,,,73127000.0,96000.0,3493000.0,6100000.0,1108000.0,,5897000.0,251829000.0,,,91400000.0,,6244000.0,,,19427000.0,,,34590000.0,-76223000.0,,,251829000.0,18265000.0,634836000.0,,,9090000.0,36265000.0,49610000.0,34590000.0,6000000.0,,-42322000.0,9090000.0,9090000.0,,,,4008000.0,236469000.0,2.01,,,,696000.0,,634836000.0,,383007000.0,,,34590000.0,20977000.0,13693000.0,,,,,,91400000.0,383007000.0,,,236469000.0,49610000.0,,,,,,,20656000.0,30500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,-3600000.0,,,,,,,,,6200000.0,,,,,,,,,,,418300000.0,,,98400000.0,,,85000000.0,,5300000.0,-78200000.0,-100000.0,,,,0.53,,,,7200000.0,,,,,,,,,,,,,,8900000.0,,,-600000.0,,,,,,,23600000.0,,,,,,,,,,,27200000.0,,,,,,,,,18867925.0,0.53,,,,,,-11700000.0,,,,,,,-4700000.0,3600000.0,,1100000.0,,,,,,101400000.0,,,,,20000000.0,,,,,,,322200000.0,-69300000.0,725500000.0,,,10000000.0,,,,,,,10000000.0,10000000.0,,,,,,,,,,,18867925.0,,,,,,,-16300000.0,,,,,,,,403300000.0,,,212400000.0,,,,,,,,-94500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,-4300000.0,,,,,,,,,,,,,,,,,,,,415700000.0,,,50900000.0,,,-10400000.0,,6100000.0,-1300000.0,-59400000.0,,,,0.53,,,,6800000.0,,,,,,,,,,,,,,21000000.0,,,-2700000.0,,,,,,,26800000.0,,,,,,,,,,,31100000.0,,,,,,,,,18867925.0,0.53,,,,,,-12300000.0,,,,,,,5800000.0,4300000.0,,1200000.0,,,,,,112300000.0,,,,,22500000.0,,,,,,,272200000.0,19700000.0,731600000.0,,,10000000.0,,,,,,,10900000.0,10900000.0,,,,,,,,,,,18867925.0,,,,,,,-11900000.0,,,,,,,,459400000.0,,,204900000.0,,,,,,,,-13200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,-4300000.0,,,,,,,,,,0.0,,,,,,,,,,418400000.0,,,6500000.0,,,40700000.0,,6300000.0,-6500000.0,-1200000.0,,,,0.55,,,,6400000.0,,,,,,,,,,,,,,9100000.0,,,,,,,,,,27900000.0,,,,,,,,,,,32200000.0,,0.0,,,,,,,19090909.0,0.55,,,,,,-13700000.0,,,,,,,-7000000.0,4300000.0,,1200000.0,,,,,,124100000.0,,,,,23600000.0,,,,,,,319700000.0,2600000.0,781000000.0,,,10500000.0,,,,,,,11800000.0,11800000.0,,,,,,,,,,,19090909.0,,,,,,,-40100000.0,,,,,,,,461300000.0,,,302000000.0,,,,,,,,-46600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,512907000.0,33746000.0,,5981000.0,500000.0,,60431000.0,500000.0,,,,-4778000.0,2.16,86184000.0,,59447000.0,123183000.0,19137000.0,,,,512907000.0,,,58300000.0,,,7883000.0,,6700000.0,-98877000.0,184392000.0,,,,,,6244000.0,,5981000.0,,,19085000.0,,,,,-189358000.0,21546000.0,,,,,21431000.0,,-184877000.0,,,,-4400000.0,,,,-9026000.0,,,,,,,,,,,-4316000.0,123692000.0,-57500000.0,,-5744000.0,24400000.0,,-6578000.0,,,,,59447000.0,,,,-13731000.0,,69274000.0,,,,90820000.0,7083000.0,4710000.0,1800000.0,1136000.0,,-2562000.0,347887000.0,,,136200000.0,,500000.0,,,24720000.0,,,44851000.0,-4481000.0,,,347887000.0,-77446000.0,816108000.0,,,10805000.0,-124446000.0,60520000.0,44851000.0,58300000.0,,-51431000.0,12151000.0,12151000.0,,,,4636000.0,329751000.0,2.16,,,,1183000.0,,816108000.0,,468221000.0,,,41305000.0,63819000.0,16910000.0,,,,,,136200000.0,468221000.0,,,329751000.0,60520000.0,,,,,,,-35058000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,,-5100000.0,,,,,,,,,500000.0,-100000.0,,,,,,,,,,606100000.0,,,189800000.0,,,118100000.0,,7600000.0,-98000000.0,800000.0,,,,0.55,,,,5700000.0,,,,,,,,,,,,,,7100000.0,,,2300000.0,,,,,,,31400000.0,,,,,,,,,,,36500000.0,,,,,,,,,19636364.0,0.55,,,,,,-14100000.0,,,,,,,-10100000.0,5100000.0,,1400000.0,,,,,,148400000.0,,,,,26300000.0,,,,,,,474500000.0,-90900000.0,941400000.0,,,10800000.0,,,,,,,12100000.0,12100000.0,,,,,,,,,,,19636364.0,,,,,,,-24900000.0,,,,,,,,466900000.0,,,271400000.0,,,,,,,,-122900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,-5800000.0,,,,,,,,,,-47000000.0,,,,,,,,,,621000000.0,,,11300000.0,,,-21400000.0,,8100000.0,-20100000.0,-177700000.0,,,,0.53,,,,5300000.0,,,,,,,,,,,,,,23500000.0,,,100000.0,,,,,,,33600000.0,,,,,,,,,,,39500000.0,,,,,,,,,19636364.0,0.53,,,,,,-15200000.0,,,,,,,-25400000.0,5900000.0,,1300000.0,,,,,,191300000.0,,,,,27800000.0,,,,,,,412800000.0,3400000.0,936900000.0,,,40900000.0,,,,,,,42900000.0,42900000.0,,,,,,,,,,,19636364.0,,,,,,,18100000.0,,30200000.0,,,,,,524100000.0,,,382800000.0,,,,,,,,-2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,-5800000.0,,,,,,,,,,2900000.0,,,,,,,,,,553500000.0,,,14300000.0,,,-12000000.0,,8100000.0,-200000.0,126000000.0,,,,0.53,,,,4800000.0,,,,,,,,,,,,,,8700000.0,,,,,,,,,,34300000.0,,,,,,,,,,,40000000.0,,-125000000.0,,,,,,,20377358.0,0.53,,,,,,-15900000.0,,,,,,,20100000.0,5700000.0,,1400000.0,,,,,,204500000.0,,,,,28500000.0,,,,,,,409700000.0,8500000.0,929700000.0,,,10800000.0,,,,,,,13200000.0,13200000.0,,,,,,,,,,,20377358.0,,,,,,,1100000.0,,,,,,,,520000000.0,,,382100000.0,,,,,,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,586993000.0,43607000.0,,4422000.0,1877000.0,,69713000.0,1877000.0,,,,-146112000.0,3.39,103374000.0,,109506000.0,173273000.0,20041000.0,,,,586993000.0,,,123000000.0,,,88573000.0,,8100000.0,-39174000.0,239498000.0,,,,,,500000.0,,4422000.0,,,20034000.0,,,,,-241609000.0,26907000.0,,,,,30413000.0,,-157474000.0,,,,-4000000.0,,,,-17469000.0,,,,761000.0,,,,,,,-12626000.0,188598000.0,-50000000.0,,1377000.0,31900000.0,,-190312000.0,,,,,109506000.0,,,761000.0,-15968000.0,,81831000.0,,,,108738000.0,17550000.0,4843000.0,,1265000.0,,-3980000.0,526883000.0,,,212400000.0,,1877000.0,,,26138000.0,,,49971000.0,-121906000.0,,,526883000.0,-8761000.0,1032645000.0,,,35815000.0,-87761000.0,41753000.0,76209000.0,123000000.0,,-61168000.0,38209000.0,11971000.0,,,,5365000.0,504759000.0,3.39,,-3545000.0,,2150000.0,,1032645000.0,,505762000.0,,,68015000.0,-116206000.0,21543000.0,,,,,,212400000.0,505762000.0,,,504759000.0,41753000.0,,,,,,37771000.0,-117609000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,-5600000.0,,,,,,,,,1900000.0,-100000.0,,,,,,,,,,618800000.0,,,176200000.0,,,29500000.0,,10100000.0,-33900000.0,1600000.0,,,,0.52,,,,4000000.0,,,,,,,-8700000.0,,,,,,,15300000.0,,,-300000.0,,,,,,,35600000.0,,,,,,,,,,,41900000.0,,,,,,,,,20000000.0,0.52,,,,,,-16500000.0,,,,,,,-3800000.0,6300000.0,,1500000.0,,,,,,225300000.0,,,,,30000000.0,,,,,,,569900000.0,-18600000.0,1065800000.0,,,10400000.0,,,,,,,12800000.0,12800000.0,,,,,,,,,,,20000000.0,,,,,,,-11200000.0,,,,333700000.0,,,,495900000.0,,,381700000.0,,,,,,,,-45100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,-5900000.0,,,,,,,,,,-100000.0,,,,,,,,,,657700000.0,,,205500000.0,,,13000000.0,,10400000.0,-34100000.0,0.0,,,,0.53,,,,3600000.0,,,,,,,0.0,,,,,,,22600000.0,,,-1500000.0,,,,,,,36700000.0,,,,,,,,,,,41900000.0,,,,,,,,,20000000.0,0.53,,,,,,-16200000.0,,,,,,,4400000.0,5200000.0,,1500000.0,,,,,,238300000.0,,,,,30800000.0,,,,,,,610200000.0,-11500000.0,1104200000.0,,,10600000.0,,,,,,,13000000.0,13000000.0,,,,,,,,,,,20000000.0,,,,,,,-4000000.0,,,,,,,,494000000.0,,,381100000.0,,,,,,,,-37100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,-6500000.0,,,,,,,,,,-100000.0,,,,,,,,,,652300000.0,,,195100000.0,,,-26100000.0,,11000000.0,-5400000.0,700000.0,,,,0.5,,,,3200000.0,,,,,,,0.0,,,,,,,16700000.0,,,100000.0,,,,,,,37800000.0,,,,,,,,,,,44200000.0,,,,,,,,,20000000.0,0.5,,,,,,-16300000.0,,,,,,,-2100000.0,6400000.0,,1400000.0,,,,,,250600000.0,,,,,31300000.0,,,,,,,594200000.0,11300000.0,1085100000.0,,,10000000.0,,,,,,,12400000.0,12400000.0,,,,,,,,,,,20000000.0,,,,,,,15900000.0,,,,,,,,490900000.0,,,381000000.0,,,,,,,,9500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,678598000.0,48231000.0,,3013000.0,4105000.0,,74312000.0,4105000.0,,,-1500000.0,-44378000.0,0.51,116255000.0,,109488000.0,-29447000.0,19877000.0,,,,678598000.0,,,247981000.0,,,-45847000.0,,10866000.0,-6444000.0,42724000.0,,,,,-79844000.0,1877000.0,,3013000.0,,,19877000.0,,,,594000.0,-42637000.0,30331000.0,,,,,19712000.0,,-79844000.0,3928000.0,,,,,,,-17956000.0,,,,2550000.0,,,,,,,-11645000.0,45024000.0,,,2228000.0,42366000.0,,-44678000.0,,,,,109488000.0,,,2550000.0,-16287000.0,,92044000.0,,,,122375000.0,35044000.0,6311000.0,,1620000.0,,-3114000.0,556770000.0,,,232105000.0,,4105000.0,,,30275000.0,,,49678000.0,117051000.0,,,556770000.0,13268000.0,1013851000.0,,,-20960000.0,-5532000.0,61705000.0,19671000.0,247981000.0,,-65287000.0,-18529000.0,11478000.0,,,,6120000.0,293971000.0,0.51,,-8106000.0,,33544000.0,,1013851000.0,,457081000.0,,,10040000.0,116351000.0,24211000.0,,,,,,232105000.0,457081000.0,,,293971000.0,61705000.0,,,,,,,30063000.0,,,4105000.0,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,7633000.0,,,,,,2509000.0,,,4105000.0,-73000.0,,,,558439000.0,,,,,,687025000.0,,,177000000.0,,,-1732000.0,,10966000.0,,349000.0,,,,0.03,,,,2847000.0,,,,,,,0.0,,,,,,,14227000.0,,,-1596000.0,,,,,,,18484000.0,,,,2224000.0,-1271000.0,,,,,,24394000.0,,,,,,,,,19982000.0,0.03,,,,,,-12408000.0,,,,,,,6570000.0,5910000.0,,1723000.0,,,,,,235123000.0,,,,,26117000.0,,,,,,,565978000.0,14227000.0,1013996000.0,,,610000.0,,,,,,,3018000.0,610000.0,,,,,,,,,,,19982000.0,,,,,,,-14091000.0,,,,,,,,448018000.0,,,375279000.0,58075000.0,,,,,,,-14091000.0,,,2509000.0,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,7614000.0,,,,,,24721000.0,,,2509000.0,-75000.0,,,,558362000.0,,,,,,673605000.0,,,177000000.0,,,-2465000.0,,,,18000.0,,,,0.63,,,,2681000.0,,,,,,,0.0,,,,,,,7224000.0,,,22212000.0,,,,,,,15791000.0,,,,1351000.0,-5132000.0,,,,,,21609000.0,,,,,,,,,20129000.0,0.63,,,,,,-2408000.0,,,,,,,-8550000.0,5818000.0,,1796000.0,,,,,,250211000.0,,,,,23405000.0,,,,,,,567293000.0,7224000.0,1027541000.0,,,12680000.0,,,,,,,15088000.0,4637000.0,,,,,,,,,,,20129000.0,,,,,,,-13440000.0,,,,,,,,460248000.0,,,552204000.0,58171000.0,,,,,,,17453000.0,,,24721000.0,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,73300000.0,,,,,,4276000.0,,,24721000.0,-146340000.0,,,,646620000.0,,,,,,627895000.0,,,191641000.0,,,-28347000.0,,9846000.0,,10789000.0,,,,-3.53,,,,,,,,,,,-100000000.0,,,,,,,-20640000.0,,,-20431000.0,,,,,,,-5289000.0,,,,-394000.0,-21369000.0,,,,,,368000.0,,,,,,,,,20064000.0,-3.53,,,,,,-7437000.0,,,,,,,60165000.0,5657000.0,,1830000.0,,,,,,185119000.0,,,,,68011000.0,,,,,,,487654000.0,-20640000.0,964689000.0,,,-70798000.0,,,,,,,-65093000.0,-15135000.0,,,,,,,,,,,20064000.0,,,,,,,59449000.0,,-109000.0,,10676000.0,,,,477035000.0,,,458363000.0,898889000.0,,,,,,,28556000.0,,,4276000.0,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,620672000.0,136496000.0,,,7172000.0,9989000.0,19492000.0,7172000.0,7172000.0,,4276000.0,5029000.0,-3.32,-3870000.0,,209504000.0,-47438000.0,20052000.0,,,,620672000.0,,,125000000.0,,,-14894000.0,710542000.0,,,-6530000.0,,-89870000.0,,,,4105000.0,,,,,20052000.0,,,,0.0,31013000.0,302928000.0,,710542000.0,-89870000.0,,18681000.0,,,2882000.0,,,-20442000.0,,,,-56376000.0,,,,-30000.0,27792000.0,,,,,,-50496000.0,4626000.0,0.0,,3067000.0,42400000.0,,-141459000.0,,,,,209504000.0,,,-30000.0,-7393000.0,,-27135000.0,,,,275793000.0,-12421000.0,5880000.0,4674000.0,1794000.0,,20000.0,484138000.0,,,182548000.0,,7172000.0,,,80120000.0,,,-59546000.0,31013000.0,7172000.0,,484138000.0,18681000.0,948451000.0,,,-8978000.0,19492000.0,53242000.0,-49557000.0,125000000.0,,-29646000.0,-2570000.0,-56566000.0,,,,6425000.0,326392000.0,-3.32,,-100000000.0,,45764000.0,,948451000.0,,464313000.0,,,-66485000.0,-905000.0,23265000.0,,,10497000.0,,,182548000.0,464313000.0,,,326392000.0,53242000.0,,10497000.0,,,,,-905000.0,100000000.0,,7172000.0,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,55879000.0,,,,,,6931000.0,6931000.0,,7172000.0,-18778000.0,,,,647710000.0,,,,,,615838000.0,-1702000.0,,195641000.0,,,-9184000.0,,9672000.0,,-406000.0,,,,0.469745,,,,,,,,,,,,,,,,,,10459000.0,,,-241000.0,,,,,,,13298000.0,,,,-384000.0,1221000.0,,,,,,18839000.0,,,,,,,,,20013000.0,0.469745,,,,,,0.0,,,,,,,-548000.0,5541000.0,,2349000.0,,,,,,187041000.0,,,,,69177000.0,,,,,,,478196000.0,10459000.0,946673000.0,,,9401000.0,,,,,,,4493000.0,9401000.0,,,,,,,,,,,20013000.0,,,,,,,-1516000.0,,867000.0,,14547000.0,,,,468477000.0,,,442614000.0,879383000.0,,,,,,,-1516000.0,,359000.0,6931000.0,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,72806000.0,,,,,,10795000.0,10795000.0,,6931000.0,-19921000.0,,,,652724000.0,,,,,,605129000.0,-1772000.0,,198641000.0,,,-17238000.0,,,,-317000.0,,-97707000.0,,-0.95,,,,,,,,,,,,,,,702836000.0,,,-3692000.0,,,3864000.0,,,,,,,-7152000.0,,,,-192745000.0,1887000.0,,,,,,-1648000.0,,,,,,,,,20013000.0,-0.95,,,,,,0.0,,,,,,,5319000.0,5504000.0,,3155000.0,,,,,,173128000.0,,,,,65654000.0,,,,,,,462119000.0,-3692000.0,921814000.0,,,-18942000.0,,,,,,,-13913000.0,-16395000.0,,,,,,,,,,,20013000.0,,,,,,,23895000.0,,,,17032000.0,,,,459695000.0,,,425693000.0,55709000.0,,,,,,,24794000.0,,-3155000.0,10795000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,58308000.0,,,,,,14145000.0,14145000.0,,10795000.0,-22656000.0,,,,652734000.0,,,,,,599509000.0,-4646000.0,,203641000.0,,,199000.0,,9124000.0,,17855000.0,,-101861000.0,,-0.34,,,,,,,,,,80000.0,,,,,701370000.0,,,681000.0,,,3350000.0,,,,,,,8527000.0,,,,-1491000.0,767000.0,,,,,,14042000.0,,,,,,,,,20071000.0,-0.34,,,,,,0.0,,,,,,,-3519000.0,5515000.0,,2203000.0,,,,,,171272000.0,,,,,66835000.0,,,,,,,454606000.0,681000.0,911265000.0,,,-6885000.0,,,,,,,-1856000.0,-597000.0,,,,,,,,,,,20071000.0,,,,,,,1925000.0,,-1259000.0,,6881000.0,,,,456659000.0,,,426037000.0,47818000.0,,,,,,,2470000.0,,-980000.0,14145000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,584810000.0,52724000.0,,,11445000.0,-677000.0,15908000.0,11445000.0,11445000.0,,14145000.0,15087000.0,-1.83,39967000.0,,214342000.0,-40924000.0,20038000.0,,,,584810000.0,11029000.0,,193689000.0,,,-14701000.0,684848000.0,8231000.0,,-19836000.0,,-100038000.0,,,,7172000.0,,,,,20038000.0,,,,,29289000.0,239717000.0,,684848000.0,-100038000.0,,8460000.0,,-2000.0,-2700000.0,,,2909000.0,,,,3228000.0,,,,-1818000.0,-7452000.0,,,,,,8734000.0,-2704000.0,,,4273000.0,36270000.0,,-46268000.0,,,,,214342000.0,,,-1818000.0,0.0,,17901000.0,,,,257618000.0,15890000.0,5506000.0,-3820000.0,2676000.0,,-3577000.0,440149000.0,,,165891000.0,,11445000.0,,,55952000.0,,,-19046000.0,29291000.0,11445000.0,,440149000.0,8458000.0,890839000.0,,,-10409000.0,15906000.0,50791000.0,-16657000.0,193689000.0,,0.0,-5381000.0,-5680000.0,,,,10383000.0,413172000.0,-1.83,,0.0,,17142000.0,,890839000.0,,450690000.0,,,-36651000.0,4987000.0,22066000.0,-2767000.0,,4565000.0,,,165891000.0,450690000.0,,,413172000.0,50791000.0,,4565000.0,,,,,3541000.0,,-44000.0,11445000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,31329000.0,,,,,,44559000.0,44559000.0,,11445000.0,-49251000.0,,,,697037000.0,,,,,,581840000.0,-1398000.0,,194076000.0,,,21483000.0,,8166000.0,-501000.0,56712000.0,,-105113000.0,,-0.02,,,,,,,,,,,,,,,686953000.0,,,10190000.0,,,33114000.0,,,,,,,12595000.0,,,,-989000.0,2064000.0,,,,,,17921000.0,,,,,,,,,27421000.0,-0.02,,,,,,,,,,,,,-1629000.0,5326000.0,,1719000.0,,,,,,170348000.0,,,,,43924000.0,,,,,,,414332000.0,9689000.0,914958000.0,,,-572000.0,,,,,,,4457000.0,-572000.0,,,,,,,,,,,27421000.0,,,,,,,1942000.0,,28000.0,,1667000.0,,,,500626000.0,,,391577000.0,50179000.0,,,,,,,1441000.0,,-1658000.0,44559000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,27455000.0,,,,,,254301000.0,9136000.0,,44559000.0,-61863000.0,,,,697061000.0,,,,,,570467000.0,6668000.0,,207690000.0,,,-50971000.0,,7110000.0,249000.0,-2613000.0,,-108510000.0,,-0.15,,,,,,,,,,,,,,,678977000.0,,,13805000.0,,,-35423000.0,,,,,,,6949000.0,,,,-894000.0,-1869000.0,,,,,,12301000.0,,,245165000.0,,,,,,37129000.0,-0.15,,,,,,,,,,,,,10834000.0,5352000.0,,1770000.0,,,,,,169808000.0,,,,,34404000.0,,,,,,,357205000.0,14054000.0,857410000.0,,,-5569000.0,,,,,,,-540000.0,-463000.0,,,,,,,,,,,37129000.0,,,,,,,701000.0,,754000.0,,3027000.0,,,,500205000.0,,,337901000.0,48391000.0,,,,,,,1743000.0,,-1561000.0,9136000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,34457000.0,,,,,,229826000.0,5480000.0,,9136000.0,-276000.0,,,,697084000.0,,,,,,563079000.0,10935000.0,,189800000.0,,,-30113000.0,,,,-11830000.0,,-112681000.0,,-0.35,,,,,,,,,,6308000.0,,,,,675760000.0,,,9656000.0,,,-3656000.0,,,,,,,-3575000.0,,,,-1801000.0,-2152000.0,,,,,,1723000.0,,,224346000.0,,,,,,37133000.0,-0.35,,,,,,,,,,,,,14372000.0,5298000.0,,1576000.0,,,,,,161946000.0,,,,,30882000.0,,,,,,,332394000.0,9908000.0,823853000.0,,,-12891000.0,,,,,,,-7862000.0,-7862000.0,,,,,,,,,,,37133000.0,,,,,,,9989000.0,,,,2051000.0,,,,491459000.0,,,319508000.0,41713000.0,,,,,,,16801000.0,,-522000.0,5480000.0,,,,,,,,,,,,,,,,,,,,,,,,,
