,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyBasicAverageShares,annualOperatingExpense,annualCashAndCashEquivalents,trailingDeferredIncomeTax,quarterlyTotalRevenue,annualTaxProvision,annualInterestExpense,annualChangesInAccountReceivables,trailingCostOfRevenue,annualCurrentAssets,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingChangeInAccountPayable,trailingChangesInAccountReceivables,annualTotalRevenue,trailingOperatingExpense,quarterlyChangeInInventory,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,trailingFreeCashFlow,trailingNetIncome,quarterlyPurchaseOfBusiness,annualTotalAssets,quarterlyCurrentAssets,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,annualCashDividendsPaid,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualCurrentDebt,annualCostOfRevenue,annualOtherCurrentAssets,quarterlyDilutedEPS,annualNetIncome,quarterlyOtherCurrentAssets,annualBeginningCashPosition,annualLongTermDebt,annualSellingGeneralAndAdministration,annualFreeCashFlow,annualTotalNonCurrentAssets,trailingTaxProvision,trailingDepreciationAndAmortization,annualStockholdersEquity,annualBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyNetIncome,trailingStockBasedCompensation,annualChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,trailingCashDividendsPaid,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyNetPPE,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyTaxProvision,annualCapitalStock,quarterlyInventory,annualBasicEPS,annualGrossProfit,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualNetPPE,annualOperatingCashFlow,annualSaleOfInvestment,annualInventory,quarterlyDilutedAverageShares,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,annualRepaymentOfDebt,trailingNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyFreeCashFlow,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,quarterlyBasicEPS,trailingPretaxIncome,trailingInterestExpense,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,annualPretaxIncome,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,annualDilutedEPS,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingInvestingCashFlow,annualAccountsPayable,annualIncomeTaxPayable,trailingEndCashPosition,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingChangeInInventory,trailingBasicEPS
1356912000,,133604000.0,1299853000.0,182783000.0,593804000.0,,,-49896000.0,707476000.0,-236981000.0,218590000.0,-9345000.0,,265007000.0,-50656000.0,167752000.0,121581000.0,,276245000.0,210019000.0,,2970876000.0,364658000.0,0.0,-88107000.0,,1672290000.0,,-354479000.0,,,11359113000.0,,,145613000.0,-73569000.0,-367000.0,38304000.0,-112080000.0,,210019000.0,-320381000.0,7649000.0,18868000.0,67636000.0,61732000.0,-115156000.0,-14442000.0,593804000.0,50880000.0,,67636000.0,2218229000.0,1232217000.0,415770000.0,213000.0,2218229000.0,,,,2804225000.0,1672290000.0,,1299853000.0,1504372000.0,84986000.0,822215000.0,-275353000.0,-115156000.0,67636000.0,-64075000.0,253646000.0,10407548000.0,50135000.0,,593804000.0,50135000.0,373669000.0,,276245000.0,409686000.0,1131935000.0,,,1504372000.0,161557000.0,64129000.0,,-10721000.0,7649000.0,5028000.0,-583631000.0,1415000.0,,256392000.0,,,45113000.0,38090000.0,-11765000.0,-264338000.0,193186000.0,256392000.0,-359066000.0,,-62936000.0,114187000.0,0.0,,45113000.0,,149851000.0,1412136000.0,282166000.0,84986000.0,159378000.0,16133000.0,,3.68,951565000.0,1412136000.0,1232217000.0,167752000.0,59381000.0,2752286000.0,822215000.0,149851000.0,460342000.0,0.0,,,982084000.0,272955000.0,16133000.0,713410000.0,-489688000.0,,161946000.0,181421000.0,,67636000.0,,-9345000.0,-163650000.0,210019000.0,,,,,114187000.0,419000.0,210019000.0,210019000.0,958462000.0,210019000.0,,256392000.0,,2804225000.0,675320000.0,,3.67,,283142000.0,1131935000.0,,265007000.0,982084000.0,12009000.0,,707476000.0,121581000.0,,253646000.0,,,,0.0,,,,,,,,,,,,,,,,,,,
1364688000,,168706000.0,1340875000.0,-209951000.0,,27303000.0,,51238000.0,758729000.0,,243077000.0,-11574000.0,,,,,9964000.0,160637000.0,,,,2994267000.0,,,,,,,40000.0,,,,,,182513000.0,-84510000.0,,5115000.0,-56473000.0,,159900000.0,-10134000.0,,,,,,,,,,91448000.0,2265084000.0,1249427000.0,168646000.0,43000.0,,,,,,1690579000.0,,,1489685000.0,74371000.0,825201000.0,,,945000.0,-871017000.0,,,,0.64,,60853000.0,,,,,,,,,,18627000.0,,,31636000.0,7403000.0,,22627000.0,,103343000.0,,,,,-10177000.0,,-58050000.0,103343000.0,,,-50119000.0,56959000.0,,,70101000.0,,150896000.0,,-60000.0,74371000.0,65303000.0,,,,,1469826000.0,,37705000.0,,2751190000.0,,,,,,160690000.0,,210019000.0,16057000.0,,,,,-68227000.0,,,,,,,,0.64,,,,,159900000.0,,,159900000.0,,103343000.0,,2830560000.0,,,,-74267000.0,,1139981000.0,,,989085000.0,13807000.0,,,,,390629000.0,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,182476000.0,1422480000.0,-16601000.0,,-1310000.0,,49243000.0,807972000.0,,266593000.0,-14979000.0,,,,,51919000.0,159818000.0,,,,3288262000.0,,,,,,,103000.0,,,,,,196621000.0,-49533000.0,,4770000.0,-56558000.0,,150017000.0,6790000.0,,,,,,,,,,91493000.0,2320398000.0,1330987000.0,181887000.0,64000.0,,,,,,1782968000.0,,,1499065000.0,84117000.0,826288000.0,,,944000.0,-1151000000.0,,,,0.7,,62065000.0,,,,,,,,,,-129867000.0,,,31708000.0,2895000.0,,1201000.0,,111872000.0,,,,,-12400000.0,,116321000.0,111872000.0,,,-9883000.0,60950000.0,,,69928000.0,,153327000.0,,-589000.0,84117000.0,70015000.0,,,,,1570886000.0,,37926000.0,,3021669000.0,,,,,,159917000.0,,159900000.0,15974000.0,,,,,103921000.0,,,,,,,,0.7,,,,,150017000.0,,,150017000.0,,111872000.0,,2921545000.0,,,,-124402000.0,,1138577000.0,,,985250000.0,14145000.0,,,,,365652000.0,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,176355000.0,1903005000.0,-5630000.0,,2703000.0,,2745000.0,810742000.0,,258918000.0,-11895000.0,,,,,23899000.0,156924000.0,,,,3316665000.0,,,,,,,89000.0,,,,,,190455000.0,-566588000.0,,971000.0,-54099000.0,,129723000.0,-11545000.0,,,,,,,,,,596774000.0,2374011000.0,1306231000.0,173720000.0,114000.0,,,,0.0,,1753441000.0,,,988563000.0,82563000.0,828214000.0,,,887000.0,-935652000.0,,,,0.69,,58721000.0,,,,,,,,,,-134914000.0,,,31880000.0,2599000.0,,1425000.0,,107737000.0,,,,,-11659000.0,,124658000.0,107737000.0,,500000000.0,-20294000.0,53184000.0,,,74691000.0,,155693000.0,,-2635000.0,82563000.0,65983000.0,,,,,1564997000.0,,41820000.0,,3057747000.0,,,,,,157044000.0,,150017000.0,15251000.0,,,,,112999000.0,,,,,,,,0.69,,,,,129723000.0,,,129723000.0,,107737000.0,,2891568000.0,,,,1201000.0,,1138127000.0,,,982434000.0,14100000.0,,,,,350000000.0,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,155113000.0,1863094000.0,56947000.0,415904000.0,-3470000.0,,-55738000.0,755007000.0,-792283000.0,240846000.0,-10620000.0,,300795000.0,-48206000.0,43046000.0,11681000.0,,326784000.0,162047000.0,,3152882000.0,257457000.0,,-87316000.0,,1664485000.0,,87000.0,,,12752076000.0,,,169943000.0,-91652000.0,26282000.0,-1762000.0,-53127000.0,,162047000.0,-13970000.0,16101000.0,15166000.0,593113000.0,47488000.0,-140092000.0,25226000.0,415904000.0,-175235000.0,,593113000.0,2413833000.0,1269981000.0,149108000.0,0.0,2413833000.0,,,0.0,2802818000.0,1664485000.0,,1863094000.0,939724000.0,85733000.0,829073000.0,-220257000.0,-140092000.0,911000.0,-1086000000.0,375000000.0,11742642000.0,52857000.0,,415904000.0,52857000.0,210019000.0,500000000.0,326784000.0,299571000.0,1138333000.0,,,939724000.0,156915000.0,-118750000.0,,319000.0,16101000.0,2269000.0,19126000.0,1029000.0,,92952000.0,,,70618000.0,56882000.0,-13970000.0,-364904000.0,164848000.0,92952000.0,-28859000.0,500000000.0,32324000.0,69117000.0,,,70618000.0,,160703000.0,1449581000.0,-6005000.0,85733000.0,56156000.0,15020000.0,,2.65,1009434000.0,1449581000.0,1269981000.0,43046000.0,9094000.0,2912036000.0,829073000.0,160703000.0,347777000.0,0.0,,,977630000.0,129723000.0,15020000.0,739532000.0,-4043669000.0,,157080000.0,150878000.0,,911000.0,,-10620000.0,-47972000.0,162047000.0,,,,,69117000.0,221000.0,162047000.0,162047000.0,673361000.0,162047000.0,,92952000.0,,2802818000.0,682650000.0,,2.65,110152000.0,-9289000.0,1138333000.0,,300795000.0,977630000.0,14830000.0,,755007000.0,11681000.0,,375000000.0,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,156971000.0,1978571000.0,-109640000.0,,6757000.0,,88052000.0,843061000.0,,236938000.0,-10957000.0,,,,,44905000.0,148517000.0,,,,3142585000.0,,,,,,,-1476000.0,,,,,,171520000.0,-8264000.0,,4793000.0,-52420000.0,,142813000.0,-12327000.0,,,,,,,,,,598082000.0,2454598000.0,1380489000.0,150840000.0,268000.0,,,,,,1823082000.0,,,981597000.0,79967000.0,829097000.0,,,912000.0,-1190000000.0,,,,0.63,,68235000.0,,,,,,,,,,-21431000.0,,,31448000.0,4686000.0,,4253000.0,,93187000.0,,,,,-12595000.0,,14440000.0,93187000.0,,500000000.0,-19234000.0,60148000.0,,,76587000.0,,163957000.0,,-6131000.0,79967000.0,57653000.0,,,,,1612034000.0,,35947000.0,,2905647000.0,,,,,,149008000.0,,162047000.0,14851000.0,,,,,1845000.0,,,,,,,,0.63,,,,,142813000.0,,,142813000.0,,93187000.0,,2960168000.0,,,,-168723000.0,,1137086000.0,,,973129000.0,14549000.0,,,,,410000000.0,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,200382000.0,2027005000.0,-35221000.0,,-863000.0,,33057000.0,876113000.0,,282051000.0,-11699000.0,,,,,25682000.0,147826000.0,,,,3502918000.0,,,,,,,128000.0,,,,,,215182000.0,-44476000.0,,11630000.0,-52489000.0,,144215000.0,-6229000.0,,,,,,,,,,596007000.0,2520710000.0,1430998000.0,194130000.0,0.0,,,,,,1909201000.0,,,1010101000.0,81669000.0,828774000.0,,,224000.0,-1220000000.0,,,,0.8,,65199000.0,,,,,,,,,,-106020000.0,,,31252000.0,2731000.0,,945000.0,,118596000.0,,,,,-6229000.0,,113928000.0,118596000.0,,500000000.0,1402000.0,60864000.0,,,75502000.0,,160268000.0,,0.0,81669000.0,75534000.0,,,,,1699787000.0,,50286000.0,,3220867000.0,,,,,,147974000.0,,142813000.0,14772000.0,,,,,107699000.0,,,,,,,,0.8,,,,,144215000.0,,,144215000.0,,118596000.0,,3037106000.0,,,,-92611000.0,,1127905000.0,,,967637000.0,14800000.0,,,,,400000000.0,,,6252000.0,,,,,,,,,,,,,,,,,,,,
1412035200,,203337000.0,1923067000.0,20878000.0,,-4993000.0,,-53984000.0,822129000.0,,282943000.0,-20623000.0,,,,,13961000.0,146646000.0,,,,3467362000.0,,,,,,,68000.0,,,,,,217430000.0,-74366000.0,,17138000.0,-52681000.0,,127716000.0,-6152000.0,,,,,,,,,,593865000.0,2593010000.0,1329202000.0,197133000.0,160000.0,,,,0.0,,1824716000.0,,,1018717000.0,79606000.0,826550000.0,,,218000.0,-1118000000.0,,,,0.85,,56366000.0,,,,,,,,,,-181043000.0,,,30920000.0,2396000.0,,1004000.0,,124981000.0,,,,,-6312000.0,,176954000.0,124981000.0,,500000000.0,-16499000.0,54965000.0,,,71653000.0,,156936000.0,,0.0,79606000.0,72152000.0,,,,,1640634000.0,,39959000.0,,3184419000.0,,,,,,146856000.0,,144215000.0,14664000.0,,,,,170642000.0,,,,,,,,0.85,,,,,127716000.0,,,127716000.0,,124981000.0,,2941784000.0,,,,54364000.0,,1117068000.0,,,960132000.0,14093000.0,,,,,345000000.0,,,6204000.0,,,,,,,,,,,,,,,,,,,,
1419984000,,187728000.0,2167323000.0,71991000.0,449711000.0,-4018000.0,,-26874000.0,795255000.0,-164703000.0,266699000.0,-28610000.0,,313688000.0,-29502000.0,45365000.0,4616000.0,145856000.0,320213000.0,128940000.0,,3357202000.0,273720000.0,24987000.0,-137102000.0,,2105459000.0,,142000.0,,,13470067000.0,,,201295000.0,-37597000.0,6074000.0,14300000.0,-57418000.0,,128940000.0,-364188000.0,19108000.0,11942000.0,591463000.0,40251000.0,-161217000.0,-3117000.0,449711000.0,-51992000.0,,591463000.0,2648539000.0,1575860000.0,181328000.0,-359822000.0,2648539000.0,,,0.0,3214338000.0,2105459000.0,,2167323000.0,1047015000.0,78971000.0,825038000.0,-215008000.0,-161217000.0,223000.0,-1065000000.0,605000000.0,12401436000.0,45540000.0,0.77,449711000.0,45540000.0,162047000.0,500000000.0,320213000.0,483924000.0,1108879000.0,,,1047015000.0,147202000.0,164857000.0,,-1138000.0,19108000.0,2129000.0,0.0,-128000.0,,112947000.0,,,66961000.0,57009000.0,-4366000.0,-143637000.0,208104000.0,112947000.0,-388896000.0,500000000.0,1224000.0,78601000.0,,,66961000.0,,152471000.0,1571591000.0,0.0,78971000.0,68381000.0,14646000.0,,3.06,1068631000.0,1571591000.0,1575860000.0,45365000.0,47861000.0,3090503000.0,825038000.0,152471000.0,513426000.0,,,146650000.0,956408000.0,127716000.0,14646000.0,805427000.0,-4593000000.0,,147542000.0,203738000.0,,223000.0,,-28610000.0,-33107000.0,128940000.0,,0.77,,,78601000.0,-359394000.0,128940000.0,128940000.0,723431000.0,128940000.0,,112947000.0,,3214338000.0,748418000.0,,3.05,69868000.0,0.0,1108879000.0,,313688000.0,956408000.0,13567000.0,,795255000.0,4616000.0,,605000000.0,,,6400000.0,,,,,,,,,,,,,,,,,,,,
1427760000,,181925000.0,2251204000.0,-42506000.0,,426000.0,,21105000.0,858257000.0,,269966000.0,-41808000.0,,,,,52797000.0,146204000.0,,,,3300890000.0,,,,,,,429000.0,,,,,,198168000.0,-40340000.0,,15336000.0,-57335000.0,,135783000.0,-15959000.0,,,,,,,,,,600108000.0,2697680000.0,1651096000.0,172320000.0,359850000.0,,,,-369143000.0,,1846915000.0,,,1058020000.0,88041000.0,1097267000.0,,,230000.0,-2000000000.0,,,,0.73,,59705000.0,,,,,,,,,,-67833000.0,,,35360000.0,6914000.0,,4842000.0,,106476000.0,,,,,-6666000.0,,100395000.0,106476000.0,,500000000.0,6843000.0,66535000.0,,,77256000.0,,191141000.0,,0.0,88041000.0,65844000.0,,,,,1651427000.0,,47479000.0,,3030924000.0,,,,,,146383000.0,,128940000.0,14583000.0,,,,,93729000.0,,,,,,,,0.73,,,,,135783000.0,,,135783000.0,,106476000.0,,3309224000.0,,,,-27599000.0,,1462309000.0,,,1271168000.0,16243000.0,,,,,630000000.0,,,9605000.0,,,,,,,,,,,,,,,,,,,,
1435622400,,229095000.0,2292163000.0,-21394000.0,,-2206000.0,,35786000.0,894046000.0,,320019000.0,-37678000.0,,,,,25536000.0,145515000.0,,,,3545088000.0,,,,,,,9000.0,,,,,,245534000.0,-49915000.0,,15683000.0,-57182000.0,,171451000.0,-13040000.0,,,,,,,,,,597345000.0,2777703000.0,1694818000.0,223201000.0,-101000.0,,,,0.0,,1944339000.0,,,1111851000.0,90924000.0,1097579000.0,,,228000.0,-1868000000.0,,,,0.94,,66459000.0,,,,,,,,,,-105899000.0,,,38797000.0,2944000.0,,1198000.0,,137208000.0,,,,,-12939000.0,,150801000.0,137208000.0,,500000000.0,35668000.0,61185000.0,,,74394000.0,,190849000.0,,0.0,90924000.0,85993000.0,,,,,1706429000.0,,49708000.0,,3225069000.0,,,,,,145679000.0,,135783000.0,14513000.0,,,,,137862000.0,,,,,,,,0.94,,,,,171451000.0,,,171451000.0,,137208000.0,,3404014000.0,,,,-60064000.0,,1459675000.0,,,1268826000.0,16439000.0,,,,,630000000.0,,,5894000.0,,,,,,,,,,,,,,,,,,,,
1443571200,,232711000.0,2181202000.0,48124000.0,,-6576000.0,,-33854000.0,860192000.0,,324498000.0,-44073000.0,,,,,21215000.0,144578000.0,,,,3419253000.0,,,,,,,21000.0,,,,,,249542000.0,-68804000.0,,12493000.0,-56931000.0,,143087000.0,-10997000.0,,,,,,,,,,599943000.0,2860204000.0,1581259000.0,226152000.0,174000.0,,,,2035000.0,,1856211000.0,,,1131363000.0,91787000.0,1097740000.0,,,211000.0,-1715000000.0,,,,0.96,,61330000.0,,,,,,,,,,-224477000.0,,,42017000.0,3178000.0,,1258000.0,,139432000.0,,,,,-13206000.0,,213247000.0,139432000.0,,500000000.0,-28364000.0,60885000.0,,,76144000.0,,190244000.0,,0.0,91787000.0,86720000.0,,,,,1651794000.0,,45841000.0,,3094755000.0,,,,,,144782000.0,,171451000.0,14411000.0,,,,,200041000.0,,,,,,,,0.96,,,,,143087000.0,,,143087000.0,,139432000.0,,3312565000.0,,,,48612000.0,,1456354000.0,,,1266110000.0,16831000.0,,,,,530000000.0,,,6559000.0,,,,,,,,,,,,,,,,,,,,
1451520000,,214579000.0,2046553000.0,98491000.0,509699000.0,-8739000.0,,-76309000.0,783883000.0,-225674000.0,302587000.0,-37946000.0,,379139000.0,-44642000.0,55475000.0,12573000.0,143484000.0,358760000.0,168229000.0,,3210853000.0,313082000.0,35529000.0,107560000.0,,1730698000.0,,6950000.0,,,13476084000.0,,,231475000.0,-66615000.0,8548000.0,14149000.0,-64167000.0,,168229000.0,-14450000.0,12772000.0,15557000.0,597956000.0,-53272000.0,-188265000.0,-17095000.0,509699000.0,82715000.0,,597956000.0,2922620000.0,1448597000.0,201108000.0,106000.0,2922620000.0,,,-2725000.0,3184358000.0,1730698000.0,,2046553000.0,1137805000.0,88008000.0,1108337000.0,-235615000.0,-188265000.0,217000.0,-1405000000.0,450000000.0,12259014000.0,56849000.0,0.88,509699000.0,56849000.0,128940000.0,500000000.0,358760000.0,673694000.0,1453660000.0,,,1137805000.0,144967000.0,-209532000.0,,7409000.0,12772000.0,2521000.0,-369833000.0,1250000.0,,126583000.0,,,78105000.0,66409000.0,-11831000.0,-607741000.0,253893000.0,126583000.0,-54446000.0,500000000.0,25142000.0,86298000.0,,,78105000.0,,190874000.0,1505620000.0,0.0,88008000.0,74525000.0,14345000.0,,3.52,1217070000.0,1505620000.0,1448597000.0,55475000.0,57661000.0,2908266000.0,1108337000.0,190874000.0,718336000.0,,,144144000.0,1262786000.0,143087000.0,14345000.0,924719000.0,-6988000000.0,,145349000.0,242062000.0,,217000.0,,-37946000.0,39289000.0,168229000.0,,0.88,,,86298000.0,360029000.0,168229000.0,168229000.0,822781000.0,168229000.0,,126583000.0,,3184358000.0,858310000.0,,3.51,146611000.0,0.0,1453660000.0,,379139000.0,1262786000.0,16896000.0,,783883000.0,12573000.0,,450000000.0,,,13471000.0,,,,,,,,,,,,,,,,,,,,
1459382400,,198952000.0,1970439000.0,-62482000.0,,15350000.0,,-22783000.0,761085000.0,,285838000.0,-34396000.0,,,,,32589000.0,143525000.0,,,,3073943000.0,,,,,,,180000.0,,,,,,215827000.0,-46529000.0,,15179000.0,-63888000.0,,179406000.0,-18595000.0,,,,,,,,,,598384000.0,2977710000.0,1372055000.0,190180000.0,-770000.0,,,,0.0,,1705716000.0,,,1191806000.0,86886000.0,1109392000.0,,,208000.0,-1460000000.0,,,,0.83,,63070000.0,,,,,,,,,,-76590000.0,,,37035000.0,6990000.0,,13827000.0,,118963000.0,,,,,-17825000.0,,104150000.0,118963000.0,,500000000.0,11177000.0,70393000.0,,,79653000.0,,195920000.0,,0.0,86886000.0,71217000.0,,,,,1463240000.0,,47135000.0,,2788105000.0,,,,,,143658000.0,,168229000.0,14303000.0,,,,,86325000.0,,,,,,,,0.83,,,,,179406000.0,,,179406000.0,,118963000.0,,3162245000.0,,,,42295000.0,,1456529000.0,,,1260609000.0,16875000.0,,,,,470000000.0,,,8772000.0,,,,,,,,,,,,,,,,,,,,
1467244800,,233747000.0,2086230000.0,-32668000.0,,1654000.0,,75626000.0,836721000.0,,323964000.0,-37973000.0,,,,,42094000.0,142998000.0,,,,3299741000.0,,,,,,,186000.0,,,,,,251931000.0,-19720000.0,,10606000.0,-63632000.0,,207083000.0,-25786000.0,,,,,,,,,,594773000.0,3057158000.0,1491457000.0,227482000.0,365000.0,,,,0.0,,1879102000.0,,,1262840000.0,90217000.0,1108761000.0,,,221000.0,-1365000000.0,,,,1.0,,69388000.0,,,,,,,,,,-87075000.0,,,41230000.0,5142000.0,,1277000.0,,143090000.0,,,,,-26151000.0,,143111000.0,143090000.0,,500000000.0,27677000.0,78929000.0,,,75937000.0,,211905000.0,,0.0,90217000.0,84392000.0,,,,,1602631000.0,,62994000.0,,2975777000.0,,,,,,143216000.0,,179406000.0,14283000.0,,,,,116960000.0,,,,,,,,1.0,,,,,207083000.0,,,207083000.0,,143090000.0,,3349070000.0,,,,-136325000.0,,1469968000.0,,,1258063000.0,18184000.0,,,,,465000000.0,,,6265000.0,,,,,,,,,,,,,,,,,,,,
1475193600,,211267000.0,2394395000.0,-27581000.0,,4828000.0,,40667000.0,897694000.0,,301579000.0,-37455000.0,,226470000.0,,,10753000.0,142611000.0,,,,3355754000.0,,,,,,,200000.0,,,,,,228924000.0,-63053000.0,,4841000.0,-63609000.0,,224449000.0,-247668000.0,,,,,,,,,,594597000.0,3122577000.0,1799798000.0,203841000.0,-330000.0,,,,-220203000.0,,1967549000.0,,,1269667000.0,90312000.0,1275390000.0,,,223000.0,-1315000000.0,,,,0.9,,60414000.0,,,,,,,,,,135441000.0,,,44626000.0,3871000.0,,2103000.0,,129028000.0,,,,,-27135000.0,,129567000.0,129028000.0,,500000000.0,17366000.0,77394000.0,,,75531000.0,,226470000.0,,0.0,90312000.0,74813000.0,,,,,1682686000.0,,70779000.0,,3054175000.0,,,,,,142883000.0,,207083000.0,14190000.0,,,,,102432000.0,,,,,,,,0.9,,,,,224449000.0,,,224449000.0,,129028000.0,,3664062000.0,,,,-43783000.0,,1696513000.0,,,1470043000.0,17657000.0,,,,,725000000.0,,,7426000.0,,,,,,,,,,,,,,,,,,,,
1483142400,,193565000.0,2394723000.0,4469000.0,513384000.0,-6823000.0,,-12838000.0,886543000.0,-190332000.0,301211000.0,-61442000.0,,450045000.0,-91437000.0,70408000.0,15472000.0,141711000.0,375061000.0,247666000.0,,3414975000.0,298566000.0,25581000.0,-132898000.0,,1972914000.0,,1341000.0,,,13144413000.0,,,215518000.0,-61030000.0,18462000.0,6939000.0,-54301000.0,,247666000.0,-20939000.0,16829000.0,19271000.0,584193000.0,80672000.0,-217092000.0,15009000.0,513384000.0,-118262000.0,,584193000.0,3190578000.0,1810530000.0,190447000.0,-613000.0,3190578000.0,,,0.0,3652570000.0,1972914000.0,,2394723000.0,1257847000.0,107646000.0,1232796000.0,-245430000.0,-217092000.0,222000.0,-2170000000.0,740000000.0,11931821000.0,49245000.0,0.86,513384000.0,49245000.0,168229000.0,500000000.0,375061000.0,437971000.0,1679656000.0,,,1257847000.0,142706000.0,-99076000.0,,1907000.0,16829000.0,3268000.0,-220203000.0,1255000.0,,122303000.0,,,65122000.0,74669000.0,-20326000.0,-127300000.0,152580000.0,122303000.0,-312988000.0,500000000.0,23217000.0,82052000.0,,,65122000.0,,232953000.0,1676003000.0,0.0,107646000.0,68144000.0,14126000.0,,3.6,1212592000.0,1676003000.0,1810530000.0,70408000.0,37565000.0,3113764000.0,1232796000.0,232953000.0,529408000.0,,,142164000.0,1446703000.0,224449000.0,14126000.0,912200000.0,-6310000000.0,,142991000.0,132254000.0,,222000.0,,-61442000.0,79437000.0,247666000.0,,0.86,,,82052000.0,-1348000.0,247666000.0,247666000.0,811950000.0,247666000.0,,122303000.0,,3652570000.0,837531000.0,,3.59,4915000.0,0.0,1679656000.0,,450045000.0,1446703000.0,21953000.0,,886543000.0,15472000.0,,740000000.0,,,3118000.0,,,,,,,,,,,,,,,,,,,,
