,annualOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyGrossProfit,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualCapitalExpenditure,annualDilutedEPS,annualOtherNonCurrentAssets,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualBasicAverageShares,annualChangesInAccountReceivables,trailingInterestExpense,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,annualNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualBasicEPS,trailingNetIncomeCommonStockholders,annualTotalRevenue,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,annualInterestExpense,quarterlyInvestingCashFlow,quarterlyCurrentAssets,quarterlyPretaxIncome,annualGrossProfit,trailingFreeCashFlow,quarterlyOperatingExpense,quarterlyRetainedEarnings,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,annualChangeInWorkingCapital,annualOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,annualChangeInInventory,trailingTaxProvision,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,annualNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualCashDividendsPaid,annualCostOfRevenue,annualBeginningCashPosition,annualCurrentDebt,annualNetIncome,annualFreeCashFlow,annualDilutedAverageShares,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,annualStockholdersEquity,quarterlyCapitalExpenditure,annualLongTermDebt,annualDepreciationAndAmortization,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualRetainedEarnings,quarterlyAccountsReceivable,annualInventory,quarterlyTaxProvision,annualCurrentLiabilities,quarterlyLongTermDebt,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,annualCapitalStock,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyCostOfRevenue,annualCommonStockIssuance,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOperatingIncome,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualRepaymentOfDebt,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualEbitda,quarterlyBeginningCashPosition,quarterlyDilutedEPS,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,trailingPretaxIncome,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,annualPretaxIncome,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,trailingGrossProfit,annualNonCurrentDeferredRevenue,annualGoodwill,trailingSellingGeneralAndAdministration,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlyGoodwill,trailingStockBasedCompensation,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingCapitalExpenditure,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingCostOfRevenue,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
662601600,,,,,,,,,,,,,,-6.07,,850300000.0,,,81383855.0,,,850300000.0,,,,,,,,,,,,850300000.0,-494000000.0,,-6.07,,2977000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-494000000.0,,,,,,,-494000000.0,,81383855.0,,-638900000.0,-638900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2977000000.0,,,,,,,,,,,,,2977000000.0,,,,,,,,,,,,,,,,,,,,,,,-638900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670377600,,,,,,,,,,,,,,,,977000000.0,,,,,,977000000.0,,,,,,,,80468750.0,,,,977000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.56,,,,,,,,,,,,-206000000.0,-206000000.0,,,80468750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.56,,,,,,,,,,,,,,,,,,,,,-206000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,,,,,,,,,,,,,,,635000000.0,,,,,,635000000.0,,,,,,,,81578947.0,,,,635000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,31000000.0,31000000.0,,,81578947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,31000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,,,,,,,,,,,,,,,614000000.0,,,,,,614000000.0,,,,,,,,80555556.0,,,,614000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,29000000.0,29000000.0,,,80555556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,29000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,,,,,,,,,,,,,,-3.26,,716000000.0,,,80368098.0,,,716000000.0,,,,,,,,,,,,716000000.0,-262000000.0,,-3.26,,2941000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-262000000.0,,,,,,,-262000000.0,,80368098.0,,-115000000.0,-115000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2941000000.0,,,,,,,,,,,,,2941000000.0,,,,,,,,,,,,,,,,,,,,,,,-115000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702000000,,,,,,,,,,,,,,,,967000000.0,,,,,,967000000.0,,,,,,,,79687500.0,,,,967000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,51000000.0,51000000.0,,,79687500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,,,,,,,,,,,,,,,664000000.0,,,,,,664000000.0,,,,,,,,82352941.0,,,,664000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,14000000.0,14000000.0,,,82352941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,,,,,,,,,,,,,,,599000000.0,,,,,,599000000.0,,,,,,,,76923077.0,,,,599000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,10000000.0,10000000.0,,,76923077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,,,,,,,,,,,,,,-3.72,,843000000.0,,,79838710.0,,,843000000.0,,,,,,,,,,,,843000000.0,-297000000.0,,-3.72,,3073000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-297000000.0,,,,,,,-297000000.0,,79838710.0,,-372000000.0,-372000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073000000.0,,,,,,,,,,,,,3073000000.0,,,,,,,,,,,,,,,,,,,,,,,-372000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733536000,,,,,,,,,,,,,,,,1009000000.0,,,,,,1009000000.0,,,,,,,,80000000.0,,,,1009000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,72000000.0,72000000.0,,,80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,72000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,,,,,,,,,,,,,,,742000000.0,,,,,,742000000.0,,,,,,,,80000000.0,,,,742000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,24000000.0,24000000.0,,,80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,24000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,,,,,,,,,,,,,,,758000000.0,,,,,,758000000.0,,,,,,,,80000000.0,,,,758000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,32000000.0,32000000.0,,,80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,32000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757296000,,,,,,,,,,,,,,1.9,,936000000.0,,,81578947.0,,,936000000.0,,,,,,,,,,,,936000000.0,155000000.0,,1.9,,3482000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,155000000.0,,,,,,,155000000.0,,81578947.0,,27000000.0,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3482000000.0,,,,,,,,,,,,,3482000000.0,,,,,,,,,,,,,,,,,,,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765072000,,1042000000.0,,,8707000000.0,527000000.0,,-1000000.0,,,,5783000000.0,,,,175000000.0,,,,,,1142000000.0,202000000.0,212000000.0,179000000.0,17000000.0,,70000000.0,-7000000.0,84782609.0,,,,283000000.0,,,,,,,,-15000000.0,,-156000000.0,573000000.0,126000000.0,,,352000000.0,,,108000000.0,1042000000.0,,,,,,981000000.0,,,,-4105000000.0,0.92,,,,,,,,,,,,78000000.0,78000000.0,380000000.0,,84782609.0,1650000000.0,284000000.0,-209000000.0,,,-114000000.0,,,,,,162000000.0,2000000.0,4602000000.0,,129000000.0,,48000000.0,,2498000000.0,206000000.0,706000000.0,,,,15000000.0,,,495000000.0,,615000000.0,,,,,,,,,,70000000.0,,,,,70000000.0,,,55000000.0,0.92,,,6252000000.0,,,,,,-35000000.0,284000000.0,,,48000000.0,266000000.0,0.0,,,6825000000.0,,,78000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,,-1000000.0,,,8858000000.0,277000000.0,,0.0,,,,5949000000.0,,,,108000000.0,,,,,,796000000.0,213000000.0,173000000.0,-72000000.0,32000000.0,,45000000.0,-14000000.0,85714286.0,,,,187000000.0,,,,,,,,-16000000.0,,-180000000.0,642000000.0,53000000.0,,,169000000.0,-630000000.0,,79000000.0,1058000000.0,,,,,,1094000000.0,,,,-4173000000.0,0.35,,4297000000.0,,,,,,,,,,30000000.0,30000000.0,64000000.0,,85714286.0,1680000000.0,391000000.0,118000000.0,,,-154000000.0,,,,,,264000000.0,0.0,4685000000.0,,160000000.0,,23000000.0,,2531000000.0,4000000.0,741000000.0,,,,2000000.0,,,490000000.0,,519000000.0,,,,,,,,1000000.0,,45000000.0,,,,,45000000.0,,,70000000.0,0.35,,,6365000000.0,,,,,,-13000000.0,391000000.0,,,48000000.0,-90000000.0,0.0,,,7007000000.0,,,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,-3000000.0,,,8996000000.0,297000000.0,,-1000000.0,,,,6076000000.0,,,,126000000.0,,,,,,767000000.0,198000000.0,149000000.0,-150000000.0,12000000.0,,26000000.0,-14000000.0,86956522.0,,,,211000000.0,,,,,,,,-18000000.0,,-181000000.0,670000000.0,67000000.0,,,171000000.0,-608000000.0,,85000000.0,1085000000.0,,,,,,1275000000.0,,,,-4244000000.0,0.46,,4241000000.0,,,,,,,,,,40000000.0,40000000.0,-20000000.0,,86956522.0,1739000000.0,639000000.0,182000000.0,,,-147000000.0,,,,,,383000000.0,0.0,4752000000.0,,112000000.0,,27000000.0,,2496000000.0,7000000.0,750000000.0,,,,-19000000.0,,,438000000.0,,470000000.0,,,,,,,,1000000.0,,26000000.0,,,,,26000000.0,,,45000000.0,0.46,,,6491000000.0,,,,,,-29000000.0,639000000.0,,,52000000.0,-167000000.0,0.0,,,7161000000.0,,,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,755000000.0,,-4299000000.0,,9125000000.0,303000000.0,,0.0,,56000000.0,-2000000.0,6277000000.0,-575000000.0,2.08,1728000000.0,96000000.0,,830000000.0,85645933.0,,,914000000.0,243000000.0,250000000.0,55000000.0,-5000000.0,,79000000.0,-17000000.0,,0.0,575000000.0,51000000.0,276000000.0,179000000.0,403000000.0,2.09,,3619000000.0,,,-18000000.0,205000000.0,-192000000.0,830000000.0,38000000.0,1259000000.0,,207000000.0,-595000000.0,6554000000.0,158000000.0,1107000000.0,12000000.0,250000000.0,,6277000000.0,104000000.0,1221000000.0,,,,-4299000000.0,,179000000.0,4503000000.0,,-67000000.0,2360000000.0,28000000.0,403000000.0,179000000.0,37000000.0,86057692.0,-709000000.0,31000000.0,31000000.0,188000000.0,,,1728000000.0,403000000.0,57000000.0,430000000.0,1107000000.0,-160000000.0,2817000000.0,,7384000000.0,,763000000.0,347000000.0,7000000.0,4826000000.0,-595000000.0,154000000.0,347000000.0,7000000.0,1221000000.0,2817000000.0,6000000.0,763000000.0,-102000000.0,,154000000.0,53000000.0,,1000000.0,575000000.0,,611000000.0,223000000.0,79000000.0,,504000000.0,,243000000.0,,1000000.0,8000000.0,79000000.0,,4826000000.0,,612000000.0,79000000.0,,956000000.0,26000000.0,,79000000.0,148000000.0,6554000000.0,,,-52000000.0,,9125000000.0,-25000000.0,403000000.0,79000000.0,4503000000.0,58000000.0,28000000.0,0.0,,,7384000000.0,283000000.0,,31000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796608000,,1000000.0,,,9231000000.0,422000000.0,,,,,,6135000000.0,,,,206000000.0,,,,,,1119000000.0,214000000.0,215000000.0,103000000.0,29000000.0,,48000000.0,-15000000.0,86868687.0,,,,338000000.0,,,,,,,,-18000000.0,,-326000000.0,598000000.0,140000000.0,,,216000000.0,-527000000.0,,132000000.0,1209000000.0,,,,,,1027000000.0,,,,-4405000000.0,0.99,,,,,,,,,,,,86000000.0,86000000.0,306000000.0,,86868687.0,1920000000.0,315000000.0,-11000000.0,,,-287000000.0,,,,,,186000000.0,1000000.0,4826000000.0,,149000000.0,,54000000.0,,2890000000.0,33000000.0,782000000.0,,,,-31000000.0,,,498000000.0,,697000000.0,,,,,,,,1000000.0,,48000000.0,,,,,48000000.0,,,79000000.0,0.99,,,6746000000.0,,,,,,-24000000.0,315000000.0,,,60000000.0,19000000.0,0.0,,,7344000000.0,,,86000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,,1000000.0,,,9357000000.0,303000000.0,,,,,,6259000000.0,,,,124000000.0,,,,,,837000000.0,247000000.0,168000000.0,-56000000.0,28000000.0,,45000000.0,-14000000.0,89189189.0,,,,233000000.0,,,,,,,,-19000000.0,,-182000000.0,650000000.0,58000000.0,,,179000000.0,-513000000.0,,109000000.0,1229000000.0,,,,,,1215000000.0,,,,-4493000000.0,0.37,,4479000000.0,,,,,,,,,,33000000.0,33000000.0,75000000.0,,89189189.0,1974000000.0,490000000.0,104000000.0,,,-149000000.0,,,,,,268000000.0,1000000.0,4864000000.0,,169000000.0,,25000000.0,,2857000000.0,6000000.0,797000000.0,,,,-3000000.0,,,478000000.0,,534000000.0,,,,,,,,1000000.0,,45000000.0,,,,,45000000.0,,,48000000.0,0.37,,,6838000000.0,,,,,,-20000000.0,490000000.0,,,60000000.0,-74000000.0,0.0,,,7488000000.0,,,33000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,-8000000.0,,,9539000000.0,338000000.0,,,,,,6417000000.0,,,,149000000.0,,,,,,869000000.0,263000000.0,135000000.0,-118000000.0,8000000.0,,37000000.0,-13000000.0,87037037.0,,,,260000000.0,,,,,,,,-23000000.0,,-272000000.0,742000000.0,79000000.0,,,189000000.0,-489000000.0,,111000000.0,1439000000.0,,,,,,1380000000.0,,,,-4578000000.0,0.54,,4470000000.0,,,,,,,,,,47000000.0,47000000.0,8000000.0,,87037037.0,2153000000.0,681000000.0,256000000.0,,,-91000000.0,,,,,,368000000.0,-2000000.0,4961000000.0,,202000000.0,,32000000.0,,2864000000.0,109000000.0,801000000.0,,,,-8000000.0,,,436000000.0,,531000000.0,,,,,,,,1000000.0,,37000000.0,,,,,37000000.0,,,45000000.0,0.54,,,7114000000.0,,,,,,-168000000.0,681000000.0,,,61000000.0,-83000000.0,0.0,,,7856000000.0,,,47000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,798000000.0,1469000000.0,-4627000000.0,,9701000000.0,338000000.0,,0.0,,75000000.0,-1000000.0,6674000000.0,-535000000.0,2.26,2159000000.0,124000000.0,,910000000.0,89867841.0,,,1069000000.0,357000000.0,254000000.0,160000000.0,10000000.0,,56000000.0,-22000000.0,,0.0,605000000.0,-23000000.0,249000000.0,204000000.0,548000000.0,2.27,,3890000000.0,,,-24000000.0,243000000.0,-236000000.0,910000000.0,57000000.0,1401000000.0,,214000000.0,,7233000000.0,125000000.0,1469000000.0,89000000.0,254000000.0,,6674000000.0,130000000.0,1510000000.0,,,,-4627000000.0,,204000000.0,4593000000.0,,-84000000.0,2489000000.0,79000000.0,548000000.0,204000000.0,147000000.0,90265487.0,-1016000000.0,38000000.0,38000000.0,293000000.0,,,2159000000.0,548000000.0,-38000000.0,477000000.0,1469000000.0,-8000000.0,3012000000.0,,8143000000.0,,811000000.0,304000000.0,2000000.0,5074000000.0,,296000000.0,304000000.0,19000000.0,1510000000.0,3012000000.0,12000000.0,811000000.0,-293000000.0,,296000000.0,19000000.0,,,605000000.0,,731000000.0,160000000.0,56000000.0,,603000000.0,,357000000.0,,,2000000.0,56000000.0,1469000000.0,5074000000.0,,682000000.0,56000000.0,,1080000000.0,37000000.0,,56000000.0,311000000.0,7233000000.0,,,-64000000.0,,9701000000.0,-81000000.0,548000000.0,56000000.0,4593000000.0,62000000.0,285000000.0,0.0,,,8143000000.0,334000000.0,,38000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828230400,,-8000000.0,,,9799000000.0,437000000.0,,,,,,6502000000.0,,,,214000000.0,,,,,,1275000000.0,327000000.0,212000000.0,144000000.0,6000000.0,,42000000.0,-11000000.0,106024096.0,,,,347000000.0,,,,,,,,-24000000.0,,-225000000.0,750000000.0,145000000.0,,,223000000.0,-411000000.0,,133000000.0,1541000000.0,,,,,,1039000000.0,,,,-4747000000.0,0.83,,,,,,,,,,,,88000000.0,88000000.0,349000000.0,,106024096.0,2241000000.0,135000000.0,-138000000.0,,,-110000000.0,,,,,,140000000.0,1000000.0,5052000000.0,,356000000.0,,57000000.0,,3318000000.0,105000000.0,806000000.0,,,,-14000000.0,,,577000000.0,,838000000.0,,,,,,,,1000000.0,,42000000.0,,,,,42000000.0,,,56000000.0,0.83,,,7293000000.0,,,,,,-84000000.0,135000000.0,,,62000000.0,239000000.0,0.0,,,8043000000.0,,,88000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,-8000000.0,,,9937000000.0,338000000.0,,,,,,6574000000.0,,,,156000000.0,,,,,,936000000.0,346000000.0,181000000.0,-7000000.0,11000000.0,,60000000.0,-6000000.0,94339623.0,,,,342000000.0,,,,,,,,-24000000.0,,-205000000.0,746000000.0,84000000.0,,,182000000.0,-385000000.0,,112000000.0,1575000000.0,,,,,,1136000000.0,,,,-4843000000.0,0.54,,4859000000.0,,,,,,,,,,50000000.0,50000000.0,137000000.0,,92592593.0,2309000000.0,239000000.0,86000000.0,,,-141000000.0,,,,,,215000000.0,0.0,5094000000.0,,290000000.0,,34000000.0,,3310000000.0,8000000.0,812000000.0,,,,18000000.0,,,551000000.0,,598000000.0,,,,,,,,1000000.0,,60000000.0,,,,,60000000.0,,,42000000.0,0.53,,,7403000000.0,,,,,,-73000000.0,239000000.0,,,63000000.0,-4000000.0,0.0,,,8149000000.0,,,50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,-7000000.0,,,10113000000.0,352000000.0,,,,,,6672000000.0,,,,166000000.0,,,,,,929000000.0,319000000.0,151000000.0,-121000000.0,8000000.0,,55000000.0,-5000000.0,89230769.0,,,,276000000.0,,,,,,,,-27000000.0,,-192000000.0,785000000.0,92000000.0,,,186000000.0,-354000000.0,,110000000.0,1619000000.0,,,,,,1365000000.0,,,,-4936000000.0,0.65,,4727000000.0,,,,,,,,,,58000000.0,58000000.0,34000000.0,,89230769.0,2329000000.0,539000000.0,153000000.0,,,-179000000.0,,,,,,360000000.0,-1000000.0,5177000000.0,,219000000.0,,34000000.0,,3188000000.0,13000000.0,814000000.0,,,,-5000000.0,,,507000000.0,,577000000.0,,,,,,,,1000000.0,,55000000.0,,,,,55000000.0,,,60000000.0,0.65,,,7506000000.0,,,,,,-27000000.0,539000000.0,,,64000000.0,-145000000.0,0.0,,,8291000000.0,,,58000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,821000000.0,-6000000.0,-4867000000.0,,10147000000.0,371000000.0,,0.0,,46000000.0,-1000000.0,6913000000.0,-659000000.0,2.45,2321000000.0,141000000.0,,1014000000.0,92000000.0,,,1183000000.0,411000000.0,283000000.0,-28000000.0,21000000.0,,56000000.0,-7000000.0,,0.0,570000000.0,0.0,268000000.0,240000000.0,742000000.0,2.45,,4333000000.0,,,-28000000.0,251000000.0,-219000000.0,1014000000.0,58000000.0,1498000000.0,,230000000.0,-338000000.0,7601000000.0,127000000.0,1702000000.0,-12000000.0,283000000.0,,6913000000.0,139000000.0,1723000000.0,,,,-4867000000.0,,240000000.0,4607000000.0,,-103000000.0,2835000000.0,56000000.0,742000000.0,240000000.0,2000000.0,97512438.0,-841000000.0,44000000.0,44000000.0,141000000.0,,,2321000000.0,742000000.0,79000000.0,482000000.0,1702000000.0,-229000000.0,3045000000.0,,8615000000.0,,859000000.0,302000000.0,-11000000.0,5280000000.0,-338000000.0,373000000.0,302000000.0,14000000.0,1723000000.0,3045000000.0,66000000.0,859000000.0,-212000000.0,,373000000.0,1000000.0,,1000000.0,570000000.0,,812000000.0,192000000.0,56000000.0,,677000000.0,,411000000.0,,1000000.0,-11000000.0,56000000.0,-6000000.0,5280000000.0,,661000000.0,56000000.0,,1159000000.0,55000000.0,,56000000.0,180000000.0,7601000000.0,,,-29000000.0,,10147000000.0,-28000000.0,742000000.0,56000000.0,4607000000.0,63000000.0,-88000000.0,0.0,,,8615000000.0,379000000.0,,44000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,-6000000.0,,,10270000000.0,446000000.0,,,,,,6628000000.0,,,,213000000.0,,,,,,1313000000.0,388000000.0,227000000.0,184000000.0,3000000.0,,57000000.0,-13000000.0,107692308.0,,,,352000000.0,,,,,,,,-28000000.0,,-157000000.0,769000000.0,134000000.0,,,233000000.0,-282000000.0,,139000000.0,1775000000.0,,,,,,1663000000.0,,,,-4991000000.0,0.79,,,,,,,,,,,,84000000.0,84000000.0,379000000.0,,106329114.0,2355000000.0,756000000.0,-221000000.0,,,-132000000.0,,,,,,184000000.0,-2000000.0,5279000000.0,,301000000.0,,50000000.0,,2828000000.0,17000000.0,847000000.0,,,,1000000.0,,,519000000.0,,867000000.0,,,,,,,,1000000.0,,57000000.0,,,,,57000000.0,,,56000000.0,0.78,,,7634000000.0,,,,,,-25000000.0,756000000.0,,,68000000.0,247000000.0,0.0,,,8403000000.0,,,84000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
