date,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,annualInterestExpense,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualRepaymentOfDebt,trailingDeferredIncomeTax,trailingOtherIncomeExpense,quarterlySaleOfInvestment,trailingGrossProfit,annualTotalNonCurrentAssets,annualCapitalExpenditure,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,trailingInterestExpense,trailingRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingCapitalExpenditure,annualOtherIncomeExpense,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCapitalExpenditure,annualStockBasedCompensation,quarterlyOperatingIncome,trailingTaxProvision,annualNetOtherFinancingCharges,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualOperatingExpense,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,trailingOtherNonCashItems,annualCapitalStock,annualCostOfRevenue,trailingSellingGeneralAndAdministration,annualTotalRevenue,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyOtherNonCashItems,quarterlyPretaxIncome,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyPurchaseOfBusiness,quarterlyDilutedEPS,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualInventory,quarterlyTaxProvision,trailingPurchaseOfBusiness,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualAccumulatedDepreciation,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,trailingOperatingExpense,annualNetOtherInvestingChanges,annualBasicAverageShares,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,trailingNetIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualTotalAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetIncome,trailingChangeInWorkingCapital,trailingPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,annualPurchaseOfInvestment,annualAccountsReceivable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,quarterlyFreeCashFlow,annualAccountsPayable,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,annualInvestingCashFlow,trailingOperatingIncome,quarterlyNetIncome,trailingSaleOfInvestment,quarterlySellingGeneralAndAdministration,annualFreeCashFlow,annualPretaxIncome,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyDilutedAverageShares,annualBasicEPS,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,trailingTotalRevenue,annualOtherNonCashItems,annualLongTermDebt,trailingPurchaseOfInvestment,annualOtherCurrentAssets,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualCurrentAccruedExpenses,quarterlyEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,trailingEndCashPosition,annualDilutedAverageShares,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyBasicEPS,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyBasicAverageShares,quarterlyOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualOtherIntangibleAssets,annualSaleOfInvestment,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualEbitda,annualCurrentAssets,trailingNetOtherInvestingChanges,annualOtherNonCurrentAssets,annualNetPPE,annualDilutedEPS,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualGoodwill,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBasicEPS
1970-01-01 00:00:00.904521600,127388.0,32253000.0,,0.0,15443000.0,191083.0,,,,,,,63694.0,,13055000.0,-170756000.0,,315283000.0,191083.0,,,,49257000.0,-367479000.0,,,382166.0,,,,,,-2229000.0,,,-1103000.0,,,,,,13055000.0,0.0,,191083.0,16752000.0,,,382166.0,,,,51488000.0,0.0,191083.0,62251000.0,509554.0,,,,,,318471.0,,,,,475984000.0,,63694.0,,-130577000.0,,,127389.0,,-132000.0,,,119373000.0,-63694.0,519418000.0,,63694.0,15443000.0,,,,63954000.0,,,,,15443000.0,,,636943.0,,,,9685000.0,28498000.0,,,,63694.0,,,,63694.0,20072000.0,,-63695.0,0.0,251329000.0,,16307000.0,,63694.0,,,254777.0,,,573248.0,,,834701000.0,,,-909000.0,0.0,,63694.0,,254777.0,,,,,-466104000.0,,151554000.0,,,,,,,,,,,,,,478213000.0,,,63694.0,,,,191083.0,191083.0,,,254777.0,,-63695.0,445860.0,-2044000.0,-63694.0,63694.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.912384000,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,260858.0,,,,130429.0,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,130429.0,,,,,,,,,,,,,,,,,,,,,,260858.0,,0.0,,,,,,,,,,130429.0,,,,,,,,,,130429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.920160000,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,260858.0,,,,132442.0,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,132442.0,,,,,,,,,,,,,,,,,,,,,,264883.0,,0.0,,,,,,,,,,132442.0,,,,,,,,,,132442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.928108800,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,264883.0,,,,136017.0,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,136017.0,,,,,,,,,,,,,,,,,,,,,,272035.0,,0.0,,,,,,,,,,136017.0,,,,,,,,,,136017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.936057600,134004.0,,,-67002.0,,-67002.0,,603015.0,,,,,268007.0,,,,,,201005.0,,134003.0,67002.0,,,0.0,,402010.0,,268007.0,268007.0,272035.0,0.0,,,126954.0,,,0.0,,,0.0,,,,0.0,,67002.0,-67002.0,402010.0,,0.0,,,0.0,201005.0,,603015.0,0.0,,,,-67002.0,402010.0,,,469012.0,,,67002.0,67002.0,134004.0,,,,134003.0,,,,,,-67002.0,,-67002.0,,,67002.0,,,,,,201005.0,,,67002.0,,670017.0,,,,,,670017.0,,,67002.0,,,0.0,67002.0,,,0.0,0.0,,,,-74051.0,0.0,,,201005.0,,,603015.0,,,,,,,0.0,,67002.0,67002.0,268007.0,,,,201005.0,,0.0,,,,,67002.0,,0.0,,,-74051.0,,134003.0,,,,,,0.0,,-74051.0,,,134003.0,,,268007.0,,0.0,469012.0,,0.0,67002.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.943920000,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,271463.0,,,,135731.0,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,135731.0,,,,,,,,,,,,,,,,,,,,,,271463.0,,0.0,,,,,,,,,,135731.0,,,,,,,,,,135731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.951782400,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,271463.0,,,,137941.0,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,137941.0,,,,,,,,,,,,,,,,,,,,,,275881.0,,0.0,,,,,,,,,,137941.0,,,,,,,,,,137941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.959731200,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,275881.0,,,,267308.0,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,267308.0,,,,,,,,,,,,,,,,,,,,,,267308.0,,0.0,,,,,,,,,,267308.0,,,,,,,,,,267308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.967680000,126682.0,,6594.0,2718.0,,-129721.0,,618520.0,,,,,209435.0,,,,,,343915.0,-2692.0,156059.0,64982.0,,,22690.0,,379591.0,,79714.0,79714.0,267308.0,0.0,,1.0,149172.0,,,-23845.0,,,-23845.0,,,-16594.0,0.0,,,-91721.0,397761.0,,0.0,6594.0,,0.0,309872.0,,683788.0,25866.0,,,,-129721.0,373916.0,,,342305.0,,,67700.0,67700.0,126682.0,,,,163769.0,,,,,,-91721.0,,2718.0,1103.0,,34961.0,-23638.0,,,-152895.0,1720000.0,343915.0,-23638.0,,76132.0,,686220.0,,,6594.0,,,686220.0,,,76132.0,,,23174.0,64982.0,,,-23845.0,-155587.0,,,,-155025.0,23174.0,-11074.0,,79714.0,,0.003834,618520.0,,,,-1.0,,,22690.0,18170.0,67700.0,,79714.0,,,,79714.0,,-155587.0,,1720000.0,-17668.0,,67700.0,,152895.0,,,-160700.0,,163769.0,,,,,,25866.0,,-136855.0,,,156059.0,,,79714.0,,-5675.0,342305.0,,152895.0,34961.0,0.003834,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.975542400,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,76417.0,,,,0.65142,,,-121273.34858,,,-121273.34858,,,,,,,,,,0.0,,,,,,,1076.0,,0.14325,87.94215,1076.0,,,2.8e-05,0.0,,,0.0,,,,1027.0,,,39.0854,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1076.0,,,48.85675,,,,48.85675,,121274.0,,,,,1720000.0,,,,,,,,,,,,,,,,,77493.0,,0.0,,,,,,48.85675,,2.8e-05,,0.65142,,,-0.05785,,,,,,1720000.0,121274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
