date,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,annualInterestExpense,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualRepaymentOfDebt,trailingDeferredIncomeTax,trailingOtherIncomeExpense,quarterlySaleOfInvestment,trailingGrossProfit,annualTotalNonCurrentAssets,annualCapitalExpenditure,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,trailingInterestExpense,trailingRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingCapitalExpenditure,annualOtherIncomeExpense,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCapitalExpenditure,annualStockBasedCompensation,quarterlyOperatingIncome,trailingTaxProvision,annualNetOtherFinancingCharges,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualOperatingExpense,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,trailingOtherNonCashItems,annualCapitalStock,annualCostOfRevenue,trailingSellingGeneralAndAdministration,annualTotalRevenue,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyOtherNonCashItems,quarterlyPretaxIncome,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyPurchaseOfBusiness,quarterlyDilutedEPS,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualInventory,quarterlyTaxProvision,trailingPurchaseOfBusiness,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualAccumulatedDepreciation,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,trailingOperatingExpense,annualNetOtherInvestingChanges,annualBasicAverageShares,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,trailingNetIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualTotalAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetIncome,trailingChangeInWorkingCapital,trailingPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,annualPurchaseOfInvestment,annualAccountsReceivable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,quarterlyFreeCashFlow,annualAccountsPayable,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,annualInvestingCashFlow,trailingOperatingIncome,quarterlyNetIncome,trailingSaleOfInvestment,quarterlySellingGeneralAndAdministration,annualFreeCashFlow,annualPretaxIncome,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyDilutedAverageShares,annualBasicEPS,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,trailingTotalRevenue,annualOtherNonCashItems,annualLongTermDebt,trailingPurchaseOfInvestment,annualOtherCurrentAssets,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualCurrentAccruedExpenses,quarterlyEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,trailingEndCashPosition,annualDilutedAverageShares,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyBasicEPS,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyBasicAverageShares,quarterlyOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualOtherIntangibleAssets,annualSaleOfInvestment,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualEbitda,annualCurrentAssets,trailingNetOtherInvestingChanges,annualOtherNonCurrentAssets,annualNetPPE,annualDilutedEPS,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualGoodwill,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBasicEPS
1970-01-01 00:00:00.983318400,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,77493.0,,,,0.65083,,,-166828.34917,,,-166828.34917,,,,,,,,,,0.0,,,,,,,9687.0,,,863.0,9687.0,,,0.000281,0.0,,,0.0,,,,9203.0,,,379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,9687.0,,,484.0,,,,484.0,,166829.0,,,,,1720000.0,,,,,,,,,,,,,,,,,87110.0,,0.0,,,,,,484.0,,0.000281,,0.65083,,,288944.0,,,,,,1720000.0,166829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.991267200,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,87110.0,,,,0.65041,,,-143511.34959,,,-143511.34959,,,,,,,,,,0.0,,,,,,,1716.0,,,-1716.0,1716.0,,,-0.000755,0.0,,,0.0,,,,3015.0,,,-418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1716.0,,,-1298.0,,,,-1298.0,,143512.0,,,,,1720000.0,,,,,,,,,,,,,,,,,88777.0,,0.0,,,,,,-1298.0,,-0.000755,,0.65041,,,141795.0,,,,,,1720000.0,143512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.999216000,136097.0,,-6970.0,1.0,,6535.0,,580417.0,,,,,75701.0,,,,,,322438.0,-15791.0,138507.0,42590.0,,,11442.0,,377189.0,,82237.0,82237.0,88777.0,0.0,,4706.0,577767.34959,,,419639.34959,,,419639.34959,,,,0.0,,,-94138.0,393919.0,,0.0,-6970.0,,0.0,195525.0,,577768.0,6621.0,,,,-5944.0,382243.0,,,303150.0,,,45172.0,45172.0,136097.0,,-3906.0,,122932.0,,,,,,-94138.0,,1.0,9339.0,,41959.0,-29418.0,,,-1.0,1720000.0,322438.0,-29418.0,,83134.0,,625589.0,,,-6970.0,,,625589.0,,,83134.0,,,-9170.0,42590.0,,-6204.0,-11676.0,-12565.0,,-6204.0,,-54127.0,3309.0,,,82237.0,,-0.00419,580417.0,,,,1.0,,,11442.0,16730.0,45172.0,,82237.0,,,,82237.0,,-12565.0,,1720000.0,,,45172.0,-6204.0,141972.0,,,382242.34959,,122932.0,-425845.0,,,,,19100.0,,-37397.0,,,138507.0,3227.0,,82237.0,,5054.0,303150.0,,141972.0,41959.0,-0.00419,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.007078400,,,,,,,,576839.0,,,,,,,,,,,,,136438.0,29801.0,,,11270.0,,,,89504.0,89504.0,81008.0,0.0,,,138915.0,,,9094.0,,,9094.0,,,,,,,,,,0.0,,,,,,,8496.0,,1.0,9094.0,8496.0,,,0.00296,291561.0,,,32344.0,,41332.0,,3403.0,,,4001.0,,,,,,,0.0,,,41332.0,-23886.0,,,,,317621.0,,,59830.0,,,,,,,,609183.0,,,,,,8496.0,,,5092.0,,,,5092.0,,129821.0,,,,,1720000.0,,,,,,,,,,,,,,,,,89504.0,,0.0,,,,,32344.0,5092.0,139851.0,0.00296,,138915.0,,127602.0,0.0,,,,,,1720000.0,129821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.014854400,,,,,,,,421492.0,,,,,,,,,,,,,,24829.0,,,0.0,,,,77818.0,77818.0,89504.0,0.0,,,117999.0,,,-11460.0,,,-11460.0,,,,,,,-91042.0,,,0.0,,,,,,,-147513.0,,,,-10210.0,,,-0.08737,280660.0,,,27326.0,,125248.0,,-2585.0,,,,,,,,,,1.0,,,34206.0,-168285.0,,,,,168158.0,,,64854.0,133952.0,,,,,,,448818.0,,,,,,-147513.0,,,-148762.0,,,,-148762.0,,129459.0,,,,,1720000.0,,,,,,,,,,,,,,,,,77818.0,,137303.0,,,,,27326.0,-148762.0,0.0,-0.08737,,117999.0,,135848.0,-274606.0,,,,,,1720000.0,129459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.022803200,,,,,,,0.0,446691.0,,,,,,,,,6582.0,,,,140373.0,25972.0,,,1.0,,,,67925.0,67925.0,77818.0,0.0,,,159542.0,,,4993.0,,,4993.0,,,,,,,-95406.0,,,0.0,,,,,,,-20288.0,,,,-13706.0,,,0.00294,304413.0,,,28588.0,,125899.0,,-18577.0,,,,,,,,,,0.0,,,30493.0,-171360.0,,,,,170867.0,,,80810.0,,,,,,,,475279.0,,,,,,-20288.0,,,4993.0,,,,4993.0,,154549.0,,,,,1720000.0,,,,,,,,,,,,,,,,,67925.0,,6582.0,,,,,28588.0,4993.0,1.0,0.00294,,159542.0,,150614.0,,,,,,,1720000.0,154549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.030752000,135284.0,,-121021.0,0.0,,-7637.0,,455933.0,,,,,81746.0,,,,,,168239.0,,128042.0,38640.0,,,0.0,,348920.0,,74109.0,74109.0,67925.0,0.0,,-254579.0,136439.0,,,356.0,,,356.0,,,,0.0,,,-100155.0,365138.0,,0.0,-121021.0,,0.0,194724.0,,562558.0,149294.0,-2566.0,,,7783.0,367834.0,,,326335.0,,,38640.0,38640.0,135284.0,,-13179.0,,140707.0,,,,,,-100155.0,,0.0,-30938.0,,35129.0,-150264.0,,,2373.0,1720000.0,168239.0,-150264.0,,101827.0,,494573.0,,,-121021.0,,,494573.0,,,101827.0,,,149294.0,38640.0,,20524.0,2696.0,2373.0,,20524.0,,-74860.0,-10011.0,-123587.0,,74109.0,,-0.00289,455933.0,,,,,,,0.0,16218.0,38640.0,,74109.0,,,,74109.0,,-141512.0,,1720000.0,-2566.0,,38640.0,20524.0,5068.0,,,-58285.0,,140707.0,33191.0,,,,,-10011.0,,-58641.0,,,128042.0,,,74109.0,,18914.0,326335.0,,5068.0,35129.0,-0.00289,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.038614400,,,,,,,,463102.0,,,,,,,,,,,,,127567.0,36925.0,,,-1.0,,,,85625.0,85625.0,73834.0,0.0,,,164471.0,,,14551.0,,,14551.0,,,,,,,-99784.0,,,0.0,,,,,,,11791.0,,,14550.0,11791.0,,,0.00511,328386.0,,,36925.0,,134783.0,,2932.0,,,5692.0,,,,,,,0.0,,,34999.0,-140848.0,,,,,171641.0,,,95884.0,,,,,,,,500027.0,,,,,,11791.0,,,8859.0,,,,8859.0,,149920.0,,,,,1720000.0,,,,,,,,,,,,,,,,,85625.0,,0.0,,,,,36925.0,8859.0,9075.0,0.00511,,164471.0,,144919.0,0.0,,,,,,1720000.0,149920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.046390400,,,,,,,,479265.0,,,,,,,,,,,,,134395.0,39453.0,,,0.0,,,,82327.0,82327.0,85625.0,0.0,,,149982.0,,,-14170.0,,,-14170.0,,,,,,,-105125.0,,,0.0,,,,,,,897.0,,,-14170.0,-7250.0,,,-0.00505,342079.0,,,39453.0,,139222.0,,9048.0,,,-5545.0,,,,,,,0.0,,,34097.0,-157013.0,,,,,176640.0,,,103078.0,,,,,,,,518719.0,,,,,,897.0,,,-8625.0,,,,-8625.0,,164152.0,,,,,1720000.0,,,,,,,,,,,,,,,,,82327.0,,-8147.0,,,,,39453.0,-8625.0,8148.0,-0.00505,,149982.0,,155100.0,0.0,,,,,,1720000.0,164152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.054339200,,,,,,,834.0,551601.0,,,,,,,,,,,,,145963.0,39634.0,,,0.0,,,,127688.0,127688.0,82327.0,0.0,,,201922.0,,,30595.0,,,30595.0,,,,,,,-114173.0,,,0.0,,,,,,,37832.0,,,30595.0,38666.0,,,0.018073,404934.0,,,39634.0,,147200.0,,6685.0,,,-491.0,,,,,,,0.0,,,33027.0,-139441.0,,,,,186302.0,,,106329.0,,,,,,,,591236.0,,,,,,37832.0,,,31086.0,,,,31086.0,,171327.0,,,,,1720000.0,,,,,,,,,,,,,,,,,127688.0,,834.0,,,,,39634.0,31086.0,7312.0,0.018073,,201922.0,,166401.0,0.0,,,,,,1720000.0,171327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.062288000,213814.0,,55019.0,0.0,,-480.0,13372.0,423707.0,,,1893.0,0.0,83329.0,,,,,,86324.0,-25602.0,,49941.0,,,0.0,,411944.0,,82849.0,82849.0,127688.0,0.0,,3984.0,171542.0,,,21073.0,,,21073.0,,,-37064.0,0.0,,,-127490.0,426818.0,,0.0,55019.0,,0.0,244798.0,,724544.0,-32178.0,,,,-43687.0,479746.0,,,424141.0,,,58939.0,86758.0,213814.0,,-70216.0,,195278.0,,,,,,-127490.0,,0.0,-51551.0,,86324.0,-257914.0,,,6059.0,1720000.0,86324.0,-257914.0,,135216.0,,510465.0,,,55019.0,,,510465.0,,,135216.0,,,-57780.0,49941.0,,23165.0,52928.0,-18822.0,,23165.0,,-109203.0,-7260.0,,,82849.0,,0.0321,423707.0,27819.0,0.0,,,,,0.0,14874.0,58939.0,,82849.0,,,,82849.0,,-11509.0,,1720000.0,,,86758.0,23165.0,0.0,,,-73256.0,,195278.0,,,,,,18342.0,,-94329.0,27819.0,,,,,82849.0,,67802.0,424141.0,,0.0,86324.0,0.0321,,,,,,,,,,,,,,,,,,,,,,
