date,trailingRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualCapitalExpenditure,annualBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualSellingGeneralAndAdministration,trailingDeferredIncomeTax,trailingCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,trailingInterestExpense,annualTaxProvision,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualTotalRevenue,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,annualInterestExpense,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,trailingCommonStockIssuance,annualChangeInWorkingCapital,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualDilutedAverageShares,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,trailingNetIncome,trailingTaxProvision,annualNetIncome,annualDilutedEPS,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualCurrentDebt,annualCashDividendsPaid,annualFreeCashFlow,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,trailingInvestingCashFlow,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,annualLongTermDebt,trailingPurchaseOfInvestment,trailingStockBasedCompensation,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualStockholdersEquity,quarterlyTaxProvision,annualGoodwill,quarterlyNetPPE,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,trailingChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualStockBasedCompensation,annualCommonStockIssuance,annualOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,annualNetPPE,quarterlyBeginningCashPosition,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,annualAccountsPayable,annualChangeInAccountPayable,annualRepaymentOfDebt,annualOperatingCashFlow,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,trailingTotalRevenue,annualOperatingIncome,annualEndCashPosition,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualBasicAverageShares,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,trailingPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,annualInventory,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,trailingResearchAndDevelopment,annualCurrentAssets,trailingDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyEbitda,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingChangesInAccountReceivables,annualResearchAndDevelopment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,annualOtherIncomeExpense,trailingDilutedAverageShares,annualOtherNonCurrentLiabilities,annualGrossProfit,trailingOperatingExpense,annualCurrentDeferredRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingGrossProfit,trailingChangeInInventory,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
,,,978787879.0,,,,,,202077000000.0,,,,,,511000000.0,1880000000.0,,,,,,,,,,-1619000000.0,,,,,,,,,,,,,,3200000000.0,,5780000000.0,,,,,0.33,,-1461000000.0,,9852000000.0,647000000.0,504000000.0,,,,,,,,,,,,,,,,,,,,29244000000.0,346000000.0,,346000000.0,-1115000000.0,,,,,,,,,,,,,158000000.0,,,,,,5773000000.0,,,978787879.0,-234000000.0,,,,,,,,,,,,,,,3434000000.0,,1475000000.0,,,,,,18815000000.0,,,,,,,,,,,,,-1115000000.0,2088000000.0,0.33,,,,,,323000000.0,211929000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,982352941.0,,,,,,212124000000.0,,,,,,576000000.0,1832000000.0,,,,,,,,,,-7361000000.0,,,,,,,,,,,,,,4206000000.0,,6141000000.0,,,,,0.34,,268000000.0,,10532000000.0,637000000.0,565000000.0,,,,,,,,,,,,,,,,,,,,29424000000.0,358000000.0,,358000000.0,626000000.0,,,,,,,,,,,,,207000000.0,,,,,,6164000000.0,,,982352941.0,1006000000.0,,,,,,,,,,,,,,,3200000000.0,,1775000000.0,,,,,,19109000000.0,,,,,,,,,,,,,626000000.0,2240000000.0,0.34,,,,,,334000000.0,222656000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-155000000.0,-259000000.0,1.32,222601000000.0,,,2501000000.0,,,574000000.0,1841000000.0,,,,,,,2575000000.0,,,-8246000000.0,,341000000.0,,762000000.0,1297000000.0,,,2201000000.0,2575000000.0,,7235000000.0,,,4431000000.0,8714000000.0,6414000000.0,222601000000.0,,,-445000000.0,,,3000000000.0,981828000.0,10814000000.0,635000000.0,563000000.0,,,,,1394000000.0,1.32,,1394000000.0,,2230000000.0,,,304000000.0,-490000000.0,-53000000.0,21000000.0,,,,29500000000.0,359000000.0,-28137000000.0,359000000.0,1485000000.0,,,,,686000000.0,248000000.0,5482000000.0,,,,,10814000000.0,204000000.0,,1759000000.0,233588000000.0,30132000000.0,,5482000000.0,,6414000000.0,,225000000.0,1775000000.0,,,2550000000.0,,2575000000.0,2550000000.0,,,,387000000.0,,,1759000000.0,4206000000.0,,1775000000.0,2575000000.0,,-920000000.0,206000000.0,,22900000000.0,,2194000000.0,4431000000.0,,,,-27899000000.0,,,22900000000.0,,304000000.0,1226000000.0,2405000000.0,,,,2156000000.0,981828000.0,29500000000.0,332000000.0,233588000000.0,387000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,988405797.0,,,,,,221501000000.0,,,,,,594000000.0,1989000000.0,,,,,,,,,,-1245000000.0,,,,,,,,,,,,,,5047000000.0,,6582000000.0,,,,,0.345,,-366000000.0,,10996000000.0,634000000.0,583000000.0,,,,,,,,,,,,,,,,,,,,30899000000.0,368000000.0,,368000000.0,2000000.0,,,,,,,,,,,,,215000000.0,,,,,,5236000000.0,,,988405797.0,720000000.0,,,,,,,,,,,,,,,4431000000.0,,1775000000.0,,,,,,20745000000.0,,,,,,,,,,,,,2000000.0,2354000000.0,0.345,,,,,,341000000.0,232497000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,978082192.0,,,,,,210325000000.0,,,,,,615000000.0,1912000000.0,,,,,,,,,,5441000000.0,,,,,,,,,,,,,,3493000000.0,,6723000000.0,,,,,0.365,,103000000.0,,11151000000.0,659000000.0,602000000.0,,,,,,,,,,,,,,,,,,,,32149000000.0,384000000.0,,384000000.0,487000000.0,,,,,,,,,,,,,218000000.0,,,,,,5037000000.0,,,978082192.0,-1308000000.0,,,,,,,,,,,,,,,5047000000.0,,1775000000.0,,,,,,17445000000.0,,,,,,,,,,,,,487000000.0,2157000000.0,0.365,,,,,,357000000.0,221476000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,986666667.0,,,,,,215858000000.0,,,,,,638000000.0,1942000000.0,,,,,,,,,,-4152000000.0,,,,,,,,,,,,,,3854000000.0,,7101000000.0,,,,,0.375,,930000000.0,,11541000000.0,679000000.0,625000000.0,,,,,,,,,,,,,,,,,,,,33350000000.0,397000000.0,,397000000.0,1327000000.0,,,,,,,,,,,,,228000000.0,,,,,,5451000000.0,,,986666667.0,143000000.0,,,,,,,,,,,,,,,3493000000.0,,1775000000.0,,,,,,19626000000.0,,,,,,,,,,,,,1327000000.0,2101000000.0,0.375,,,,,,370000000.0,227399000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-26000000.0,-216000000.0,1.465,211087000000.0,,,2627000000.0,,,617000000.0,2012000000.0,,,,,,,3223000000.0,,,1351000000.0,,-228000000.0,,867000000.0,1443000000.0,,,52000000.0,3223000000.0,,7855000000.0,,,2826000000.0,8799000000.0,6953000000.0,211087000000.0,,,859000000.0,,,1122000000.0,986272000.0,11406000000.0,655000000.0,608000000.0,,,,,1551000000.0,1.465,,1551000000.0,,2950000000.0,,,60000000.0,-507000000.0,1983000000.0,20601000000.0,,,,33969000000.0,402000000.0,1395000000.0,402000000.0,383000000.0,,,,,1789000000.0,277000000.0,5374000000.0,,,,,11406000000.0,206000000.0,,1681000000.0,222691000000.0,-3542000000.0,,5374000000.0,,6953000000.0,,497000000.0,1775000000.0,-22713000000.0,,2288000000.0,,3223000000.0,2288000000.0,,,,362000000.0,,,1681000000.0,3854000000.0,,1775000000.0,3223000000.0,,-360000000.0,2199000000.0,,17115000000.0,,2464000000.0,2826000000.0,,,,3723000000.0,,,17115000000.0,,60000000.0,167000000.0,2187000000.0,,,,2418000000.0,986272000.0,33969000000.0,375000000.0,222691000000.0,362000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,984810127.0,-60000000.0,,,,,220794000000.0,,,,,,659000000.0,1980000000.0,,,,,,,,,,-5136000000.0,-3932000000.0,,,,,,,,,,,-137000000.0,,1107000000.0,,7163000000.0,,,,,0.395,,-2376000000.0,,11627000000.0,667000000.0,648000000.0,,,,,,,,,,,,,,,,,,,,36946000000.0,416000000.0,,416000000.0,-2031000000.0,7114000000.0,,-118000000.0,,,,,,,,,,232000000.0,,,,,,5341000000.0,,,984810127.0,-53000000.0,,,,,,,,,,,,,,,1208000000.0,,1775000000.0,,,,,,17911000000.0,,,,,,,,,-1086000000.0,,,,-2149000000.0,2351000000.0,0.395,,335000000.0,,,,389000000.0,232421000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,995454545.0,,,,,,232747000000.0,,,,,,742000000.0,2251000000.0,,,,,,,,,,-8028000000.0,-10194000000.0,,,,,,,,,,,-137000000.0,,1503000000.0,,7552000000.0,,,,,0.44,,-2125000000.0,,12030000000.0,761000000.0,728000000.0,,,,,,,,,,,,,,,,,,,,37968000000.0,465000000.0,,465000000.0,-1807000000.0,10183000000.0,,0.0,,,,,,,,,,263000000.0,,,,,,5362000000.0,,,995454545.0,348000000.0,,,,,,,,,,,,,,,1107000000.0,,1775000000.0,,,,,,21082000000.0,,,,,,,,,,,,,-1807000000.0,2380000000.0,0.44,,223000000.0,,,,438000000.0,244777000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,992380952.0,,,,,,230630000000.0,,,,,,838000000.0,2375000000.0,,,,,,,,,,-120000000.0,784000000.0,,,,,,,,,,,-140000000.0,,1466000000.0,,7992000000.0,,,,,0.525,,4800000000.0,,12494000000.0,752000000.0,820000000.0,-25000000.0,,,,,,,,,,,,,,,,,,,36891000000.0,548000000.0,,548000000.0,1461000000.0,-1376000000.0,,0.0,,,,,,,,,,272000000.0,,,,,,5327000000.0,,,992380952.0,-35000000.0,,,,,,,,,,,,,,,1503000000.0,,1775000000.0,,,,,,19043000000.0,,,,,,,,,,,,,1461000000.0,2626000000.0,0.525,554000000.0,290000000.0,,,,521000000.0,243124000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,34000000.0,-100000000.0,1.835,239467000000.0,,,2944000000.0,,,741000000.0,2258000000.0,,,,,,,3307000000.0,,,-4665000000.0,-5528000000.0,1013000000.0,,990000000.0,1818000000.0,,,-152000000.0,3307000000.0,,8864000000.0,-154000000.0,,734000000.0,10132000000.0,8435000000.0,239467000000.0,,,-560000000.0,,,1063000000.0,1041938000.0,12975000000.0,764000000.0,720000000.0,-27000000.0,,,,1926000000.0,1.81,,1926000000.0,,888000000.0,,,82000000.0,-568000000.0,-4828000000.0,29493000000.0,,,,41386000000.0,497000000.0,-17949000000.0,497000000.0,-2351000000.0,6604000000.0,,18000000.0,,1362000000.0,295000000.0,5288000000.0,,,,,12975000000.0,223000000.0,,1631000000.0,253171000000.0,22525000000.0,,5288000000.0,,8435000000.0,,-412000000.0,1775000000.0,-28472000000.0,,2939000000.0,,3307000000.0,2939000000.0,,,,496000000.0,,,1631000000.0,1466000000.0,,1775000000.0,3307000000.0,,-66000000.0,-4728000000.0,,17441000000.0,,2980000000.0,734000000.0,,,,-18870000000.0,,-27014000000.0,17441000000.0,,82000000.0,-2333000000.0,2775000000.0,,27859000000.0,165000000.0,2916000000.0,990944000.0,41386000000.0,470000000.0,253171000000.0,496000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1006250000.0,,,,,,259529000000.0,,,,,,723000000.0,2383000000.0,,,,,,,,,,-2059000000.0,394000000.0,,,,,,,,,,,-154000000.0,,815000000.0,,8657000000.0,,,,,0.485,,-726000000.0,,13235000000.0,732000000.0,699000000.0,,,,,,,,,,,,,,,,,,,,46522000000.0,510000000.0,,510000000.0,-289000000.0,2440000000.0,,-72000000.0,,,,,,,,,,189000000.0,,,,,,5317000000.0,,,995876289.0,92000000.0,,,,,,,,,,,,,,,734000000.0,,1775000000.0,,,,,,21779000000.0,,,,,,,,,-2381000000.0,,,,-361000000.0,2829000000.0,0.48,,-732000000.0,,,,483000000.0,272764000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1013861386.0,,,,,,261237000000.0,,,,,,805000000.0,2549000000.0,,,,,,,,,,3527000000.0,1811000000.0,,,,,,,,,,,-171000000.0,,1168000000.0,,9103000000.0,,,,,0.51,,-2807000000.0,,13707000000.0,772000000.0,771000000.0,,,,,,,,,,,,,,,,,,,,49498000000.0,539000000.0,,539000000.0,-2377000000.0,-818000000.0,,-56000000.0,,,,,,,,,,232000000.0,,,,,,5324000000.0,,,1003921569.0,332000000.0,,,,,,,,,,,,,,,815000000.0,,1775000000.0,,,,,,19281000000.0,,,,,,,,,428000000.0,,,,-2433000000.0,2882000000.0,0.505,,-228000000.0,,,,512000000.0,274944000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1013461538.0,,,,,,256056000000.0,,,,,,838000000.0,2681000000.0,,,,,,,,,,1938000000.0,1007000000.0,,,,,,,,,,,-172000000.0,,1478000000.0,,9416000000.0,,,,,0.525,,-47000000.0,,14069000000.0,884000000.0,797000000.0,-5000000.0,,,,,,,,,,,,,,,,,,,52566000000.0,554000000.0,,554000000.0,500000000.0,-2122000000.0,,18000000.0,,,,,,,,,,243000000.0,,,,,,5276000000.0,,,1003809524.0,316000000.0,,,,,,,,,,,,,,,1168000000.0,,1775000000.0,,,,,,14739000000.0,,,,,,,,,-2602000000.0,,,,518000000.0,2705000000.0,0.52,3515000000.0,281000000.0,,,,527000000.0,271178000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,107919378.0,-163466116.0,2.06,268731947310.0,,,3220123790.0,,,817621647.0,2658385494.0,,,,,,,2932867799.0,,,-3710713538.0,1822121567.0,1763212188.0,,876051420.0,2061577527.0,,,190445961.0,2932867799.0,,10271385494.0,-188605459.0,,961752103.0,10782415490.0,9912712268.0,268731947310.0,,,-104745279.0,,,3689506429.0,1017990000.0,14607205206.0,832123790.0,778548325.0,-77332328.0,,,,2169496905.0,2.025,,2169496905.0,,733216950.0,,,,-685605459.0,-620536422.0,-46573559752.0,,,,53283605777.0,566496905.0,-304713538.0,566496905.0,1708929694.0,1452229805.0,,-53466116.0,,109506429.0,295191239.0,5343596255.0,,,,,14607205206.0,212051420.0,,2325027773.0,284424694493.0,952229805.0,,5343596255.0,,9912712268.0,,-549554039.0,4694492938.0,41398190763.0,,2696397397.0,,2932867799.0,2696397397.0,,,,733216950.0,,,2325027773.0,1478000000.0,,4694492938.0,2932867799.0,,-106332328.0,-457070306.0,,18431994921.0,,3183621647.0,961752103.0,,,,5034121567.0,,45953190763.0,18431994921.0,,,1655463578.0,2366415490.0,,-51432559752.0,2442212188.0,3045548325.0,1001238000.0,53283605777.0,539577527.0,284424694493.0,733216950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1026442000.0,,,,,,279038492000.0,,,,,,240773008.0,2604150166.0,,,,,,,,,,-8530017424.0,-7077459211.0,,,,,,,,,,,-199588151.0,,513226675.0,,9649928719.0,,,,,0.0251,,-6084270553.0,,14368762870.0,874386187.0,198004118.0,-350071281.0,,,,,,,,,,,,,,,,,,,60868050055.0,52273087.0,,52273087.0,-6031997466.0,14134325994.0,,,,,,,,,,,,145731031.0,,2252494852.0,,,,4991287819.0,,,1008612000.0,-427688896.0,,,,,,,,,,,,,,,961507999.0,,4718834152.0,,,,,,19801995882.0,,,,,,,,,-1452558213.0,,,,-6031997466.0,1987961350.0,0.0251,,376999842.0,,,,25344527.0,294508157770.0,666877871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1026684000.0,,,,,,280468872511.0,,,,,,848361299.0,2703465580.0,,,,,,,,,,-3246680083.0,-5147725045.0,,,,,,,,,,,-212831482.0,,255606084.0,,10037635252.0,,,,,0.56556,,-1964968901.0,,14803198996.0,879724008.0,806021641.0,377067.0,,,,,,,,,,,,,,,,,,,61224713815.0,597459621.0,,597459621.0,-1366465761.0,4408876139.0,,,,,,,,,,,,208562020.0,,2157754430.0,,,,4969421358.0,,,1008676000.0,-202701570.0,,,,,,,,,,,,,,,513226675.0,,4765563745.0,,,,,,18743923475.0,,,,,,,,,,,,,-1366465761.0,1737494119.0,0.55555,,659537715.0,,,,570801317.0,297136584601.0,680570801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1027066000.0,,,,,,282935866984.0,,,,,,863024545.0,2658749011.0,,,,,,,,,,-935891567.0,-3713058025.0,,,,,,,,,,,-213075221.0,,490894695.0,,10365795724.0,,,,,0.53526,,2231345550.0,,14934283452.0,813935075.0,804433888.0,-1070733339.0,,,,,,,,,,,,,,,,,,,56790182106.0,563737134.0,,563737134.0,2795137811.0,-1618419869.0,,,,,,,,,,,,240696754.0,,2140934283.0,,,,3895486936.0,,,1009510000.0,239258241.0,,,,,,,,,,,,,,,255606084.0,,4568487728.0,,,,,,19431512272.0,,,,,,,,,,,,,2795137811.0,1821060966.0,0.52528,2777166458.0,-886102086.0,,,,536817102.0,299757719715.0,661916073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,104361371.0,-37383178.0,1.68,279690031152.0,,,3344236760.0,,,661213103.0,2653243650.0,,,,,,,2227414330.0,,,-2714202203.0,-1983876098.0,1197819314.0,,601246106.0,1693146417.0,,,-275700935.0,1.0,,10616822430.0,-210953744.0,,588785047.0,7693146417.0,10500000000.0,279690031152.0,,,-146417445.0,,,8324124434.0,1025504000.0,14777258567.0,775749032.0,590361178.0,-133195.0,,,,1797507788.0,1.65,,1797507788.0,,961059190.0,,,,-836448598.0,-3085669782.0,31967289720.0,,,,56193146417.0,582939300.0,-15426791277.0,582939300.0,1555038812.0,1274594683.0,,,,2506230530.0,271028037.0,3878504673.0,,,,,14777258567.0,7421878.0,,2101246106.0,296380062305.0,18199376947.0,,3878504673.0,,10500000000.0,,115431290.0,1275700935.0,-29434579440.0,,2118380062.0,,1.0,2118380062.0,,,,604361371.0,,,2101246106.0,490894695.0,,1275700935.0,2227414330.0,,-1420560748.0,-3048286604.0,,18246105919.0,,2613707165.0,588785047.0,,,,-17922118379.0,,,18246105919.0,,,1517655634.0,2146036362.0,,28741636513.0,1047383843.0,2398753894.0,1008680000.0,56193146417.0,559338024.0,296380062305.0,604361371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1024502000.0,,,,,,272963807786.0,,,,,,897201946.0,2577554744.0,,,,,,,,,,5641727494.0,5999087591.0,,,,,,,,,,,-220498783.0,,691909976.0,,10632603406.0,,,,,0.56402,,-822688565.0,,14704987835.0,805961071.0,822688565.0,,,,,,,,,,,,,,,,,,,,56794403893.0,594586375.0,,594586375.0,-1333637470.0,-4174270073.0,,-19768856.0,,,,,,,,,,228102190.0,,2069647202.0,,,,3851885645.0,,,1009006000.0,133819951.0,,,,,,,,,,,,,,,588503650.0,,1049270073.0,,,,,,15482055961.0,,,,,,,,,-337591241.0,,,,-1353406326.0,1934306570.0,0.55898,,431873478.0,,,,567214112.0,289587895377.0,588503650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1022504000.0,,,,,,274977803236.0,,,,,,824860375.0,2501790061.0,,,,,,,,,,-7862835900.0,-8674155613.0,,,,,,,,,,,-214844193.0,,899326937.0,,10539882572.0,,,,,0.57102,,1935390842.0,,14403551482.0,824860375.0,753257912.0,,,,,,,,,,,,,,,,,,,,58532149506.0,595732493.0,,595732493.0,-1012059222.0,9132024620.0,,-36081065.0,,,,,,,,,,157525419.0,,2053558642.0,,,,3073177717.0,,,1006988000.0,257129498.0,,,,,,,,,,,,,,,691909976.0,,800515538.0,,,,,,16865244164.0,,,,,,,,,,,,,-1048140287.0,1837319204.0,0.561,,-645248818.0,,,,571387656.0,291699842475.0,661606759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1027500000.0,,,,,,265092879257.0,,,,,,910498170.0,2564030397.0,,,,,,,,,,6863663993.0,6314246182.0,,,,,,,,,,,-233106222.0,,871094849.0,,10803546299.0,,,,,0.61043,,-1219654149.0,,14732620321.0,876723895.0,841542359.0,-343643255.0,,,,,,,,,,,,,,,,,,,59621446665.0,626231354.0,,626231354.0,-2917461203.0,-3950155335.0,,-21549460.0,,,,,,,,,,215311005.0,,2019420208.0,,,,2700534759.0,,,1010452000.0,-5359806.0,,,,,,,,,,,,,,,899326937.0,,799324514.0,,,,,,17075710667.0,,,,,,,,,,,,,-2939010663.0,1746411484.0,0.60042,570967271.0,-256649991.0,,,,616380524.0,282160146355.0,630453138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,-1073453778.0,,-108136621.0,-134511407.0,2.38,268951602268.0,,,3361466438.0,,,910554773.0,2524731372.0,,,,,,,2240538046.0,,,-6461097061.0,-4609770274.0,-416721614.0,,784649875.0,2405380456.0,,,456283793.0,2240538046.0,,10166161150.0,-232249734.0,,896742714.0,7096136094.0,11747329553.0,268951602268.0,,,406171700.0,,,361468554.0,1025738000.0,14614268759.0,853726500.0,842159787.0,720240.0,,,,2476592378.0,2.345,,2476592378.0,,589476461.0,,,,-900698932.0,-7245153633.0,25852564948.0,,,,63191349070.0,659817821.0,-1818541474.0,659817821.0,-1847484331.0,8376549542.0,,-57112026.0,,254516682.0,237373071.0,2661215878.0,,,,,14614268759.0,182341966.0,,1943821706.0,285892127126.0,9384148754.0,,2661215878.0,,11747329553.0,,70694150.0,800474746.0,-26566002901.0,,1668205196.0,,2240538046.0,1668205196.0,,,,553870500.0,,,1943821706.0,871094849.0,-1073453778.0,800474746.0,2240538046.0,,-1058947646.0,-7110642226.0,,18483449822.0,,3542133720.0,896742714.0,,,,-970592114.0,,,18483449822.0,,,-1904596357.0,1576856612.0,,24771788140.0,53303717.0,3261242253.0,1009566000.0,63191349070.0,649118142.0,285892127126.0,553870500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1027408000.0,-1049497088.0,,,,,264375330863.0,,,,,,944944415.0,2519851773.0,,,,,,,,,,7856008470.0,5598200106.0,,,,,,,,,,,-263366861.0,,1106405506.0,,12143991530.0,,,,,0.67854,,138962414.0,,14759131816.0,888035998.0,886712547.0,,,,,,,,,,,,,,,,,,,,62726310217.0,704076231.0,,704076231.0,-622022234.0,-7040762308.0,,-23822128.0,,,,,,,,,,182636316.0,,1863419799.0,,,,2664107994.0,,,1010784000.0,193223928.0,,,,,,,,,,,,,,,897300159.0,,550555850.0,,,,,,16723133933.0,,,,,,,,,,,,,-645844362.0,1602699841.0,0.66849,2281630492.0,-296453150.0,,,,684224457.0,281450502912.0,555849656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
