date,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,trailingFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccountsPayable,annualTotalLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,annualEndCashPosition,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,quarterlyRetainedEarnings,annualOperatingIncome,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingPretaxIncome,annualCashAndCashEquivalents,quarterlyBasicEPS,quarterlyTotalRevenue,trailingEndCashPosition,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualCurrentDeferredRevenue,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,annualPretaxIncome,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalAssets,annualNetIncome,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualLongTermDebt,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,annualCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlyStockholdersEquity,annualRetainedEarnings,annualBasicEPS,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyGrossProfit,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,trailingGrossProfit,annualNetPPE,annualOperatingCashFlow,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyRepaymentOfDebt,annualEbitda,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,annualGrossPPE,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualDilutedEPS,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,annualBeginningCashPosition,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingDeferredIncomeTax,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,annualChangesInAccountReceivables,quarterlyBasicAverageShares,trailingPurchaseOfInvestment,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingInterestExpense,quarterlyCommonStockIssuance,annualNonCurrentDeferredTaxesLiabilities,annualBasicAverageShares,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualNetOtherFinancingCharges,trailingStockBasedCompensation,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,quarterlyEbitda,trailingNetOtherFinancingCharges,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualPurchaseOfInvestment,annualTotalRevenue,trailingResearchAndDevelopment,trailingChangeInWorkingCapital,annualCapitalStock,trailingBasicAverageShares,quarterlyChangeInInventory,quarterlyInventory,annualInventory,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingChangeInInventory,annualCashDividendsPaid,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,annualChangeInInventory,quarterlyCashDividendsPaid,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDilutedAverageShares
1970-01-01 00:00:00.915062400,,-1500000.0,516574000.0,8300000.0,200000.0,-1500000.0,,,200000.0,,,700000.0,700000.0,,,973801000.0,6600000.0,2507000.0,600000.0,,100000.0,,2834857000.0,,-800000.0,,452950000.0,516114000.0,6600000.0,,,743593000.0,0.0,,61776000.0,,,,,-900000.0,,556005000.0,200000.0,,,,-900000.0,,0.0,,600000.0,1259360000.0,,6900000.0,,8200000.0,,,,,,,,700000.0,,,,,,,8900000.0,452950000.0,,300000.0,,-900000.0,-0.05,-900000.0,,,,,-415863000.0,,1062319000.0,,,,,2000000.0,,300000.0,6800000.0,,,1861056000.0,1500000.0,0.0,500000.0,,,,,-500000.0,,,,,,,,33056000.0,,,,441168000.0,-118828000.0,53493000.0,18000000.0,,,,-0.05,,,0.0,-22881000.0,,,934969000.0,1305051000.0,-1500000.0,,1100000.0,14014000.0,-906469000.0,,,,,,,-1700000.0,,,-1465174000.0,452950000.0,,,,-157417000.0,706571000.0,,47271000.0,,,18000000.0,-545745000.0,,,,,,0.0,185260000.0,6600000.0,,,,8300000.0,0.0,,-387059000.0,,,-54978000.0,-200000.0,100000.0,252809000.0,-84566000.0,8500000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.922838400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17,100000.0,,,,,,,,,,,,,-2900000.0,,,,-2900000.0,,,,,-2900000.0,,,,,,,,,,,,17058824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17058824.0,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.930700800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,400000.0,,,,,,,,,,,,,-6900000.0,,,,-6900000.0,,,,,-6900000.0,,,,,,,,,,,,20294118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20294118.0,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.938649600,9700000.0,,,,,,93600000.0,,,,,,,,13100000.0,,,,,200000.0,,12300000.0,,-29300000.0,,16300000.0,,,,-0.4,900000.0,,,,,,,22000000.0,,,,,,-19900000.0,,109900000.0,,-18500000.0,,,,,-18500000.0,,0.0,,,,1000000.0,,,,,,19215686.0,,,,,4400000.0,,,,,87900000.0,,,,12300000.0,,,,,,,,,5300000.0,23900000.0,,,,,400000.0,,,,,,,92000000.0,106600000.0,,,-0.4,91800000.0,,12800000.0,,,,,500000.0,,1200000.0,,,,,-1600000.0,,3100000.0,,,,,,,14400000.0,,,,,,,,,,,,,,,,19215686.0,,,-18600000.0,3000000.0,3300000.0,,,,,,,,,,,,6200000.0,-37500000.0,,,,,,,,,-11100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.946598400,18600000.0,-35600000.0,,317200000.0,,-58000000.0,273700000.0,4400000.0,11700000.0,800000.0,,9000000.0,19400000.0,,10000000.0,,269600000.0,,8000000.0,,2500000.0,800000.0,,-58600000.0,-46400000.0,27100000.0,,,269600000.0,,2700000.0,,-200000.0,,,,3300000.0,19400000.0,,-57600000.0,,,4900000.0,-29900000.0,-30300000.0,300800000.0,-57600000.0,-29300000.0,2800000.0,,29700000.0,,-29300000.0,273700000.0,100000.0,281400000.0,200000.0,,2500000.0,700000.0,,,,18600000.0,,-200000.0,,269600000.0,-13100000.0,-100000.0,300800000.0,,,13900000.0,281400000.0,-58600000.0,-1.98,-59800000.0,700000.0,,,,,,,,,2600000.0,20700000.0,27100000.0,-13400000.0,8900000.0,269600000.0,400000.0,,,23900000.0,-32300000.0,400000.0,91800000.0,269600000.0,900000.0,,-32500000.0,,269600000.0,,23900000.0,,,27300000.0,,3300000.0,-12900000.0,800000.0,,,,30177376.0,-3400000.0,208200000.0,2800000.0,-1.98,,-100000.0,6800000.0,,100000.0,27300000.0,,,-25700000.0,,55300000.0,,,177500000.0,,-3400000.0,-17400000.0,,,-25900000.0,,,,,-18100000.0,6300000.0,6300000.0,,,4100000.0,,220600000.0,,30177376.0,,,,,9000000.0,-35600000.0,-100000.0,,262700000.0,,,,321000000.0,6300000.0,-13700000.0,,2100000.0,,,,4000000.0,,,900000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.954460800,32166000.0,,,,,,237080000.0,14252000.0,,,,,,,23693000.0,,,,,198554000.0,,682000.0,,-93978000.0,,234733000.0,,,,-0.47,7222000.0,,,-191834000.0,,,,32848000.0,,,,,,-35397000.0,-36757000.0,471813000.0,,-35397000.0,,,,,-35397000.0,,0.0,,,,0.0,,,3136000.0,,,75029000.0,0.0,7026000.0,26612000.0,-225637000.0,6636000.0,,,,,438965000.0,,,,,,,3586000.0,,,,,,586000.0,39608000.0,,,,,186874000.0,,,,,,269554000.0,225166000.0,938000.0,,,-0.47,26612000.0,,43475000.0,,,,,652000.0,-22087000.0,,,,,,-6486000.0,-2629000.0,4384000.0,,,0.0,,,,49961000.0,,,,,,,,-242942000.0,,,-14670000.0,,,,,75029000.0,,,-39022000.0,3831000.0,6915000.0,,,6560000.0,,184000.0,,,,,,,17071000.0,-27046000.0,,,,,,,,,-24770000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.962323200,49676000.0,,,,,,537795000.0,205806000.0,,,,,,,49083000.0,,,,,161133000.0,,301424000.0,,-337214000.0,,2798018000.0,,,,-2.78,18144000.0,,,-85754000.0,,,,351100000.0,,,,,,-243236000.0,-68359000.0,3335813000.0,,-243236000.0,,,,,-243236000.0,,523000.0,,,,0.0,,,11650000.0,,,87374000.0,11716000.0,6031000.0,354540000.0,57668000.0,12647000.0,,,,,2984713000.0,,,,300000000.0,,,4437000.0,,,,-1372000.0,,5497000.0,251094000.0,,,,,2656074000.0,,,,,,26612000.0,515673000.0,1058000.0,,,-2.78,354540000.0,70000.0,92563000.0,-243166000.0,,,,1023000.0,-33537000.0,,,,,,-13791000.0,305092000.0,49381000.0,,,0.0,,,,106354000.0,,,,,,,,327928000.0,,,-34822000.0,,,,,87374000.0,,,-245597000.0,8973000.0,12931000.0,,,1322000.0,,14803000.0,,,,,,,29212000.0,-32137000.0,,,,,,,,,-39791000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.970272000,54562000.0,,,,,,473900000.0,264093000.0,,,,,,,59601000.0,,,,,67548000.0,,301469000.0,,-641289000.0,,2584426000.0,,,,-3.27,27156000.0,,,-4582000.0,,,,356031000.0,,,,,,-304075000.0,-89999000.0,3058326000.0,,-304075000.0,,,,,-304075000.0,,780000.0,,,,0.0,,,15592000.0,,,93099000.0,0.0,7995000.0,371195000.0,57558000.0,18182000.0,,,,,2702295000.0,,,,300000000.0,,,5073000.0,,,,0.0,,8974000.0,316653000.0,,,,,2425207000.0,,,,,,354540000.0,438743000.0,1073000.0,,,-3.27,371195000.0,20000.0,121812000.0,-304055000.0,,,,1067000.0,-40388000.0,,,,,,-24997000.0,8998000.0,37407000.0,,,0.0,,,,146809000.0,,,,,,,,16655000.0,102787000.0,,-49611000.0,,,,,93099000.0,,,-307679000.0,11544000.0,18352000.0,,,-9544000.0,,9223000.0,,,,,,,28883000.0,-30963000.0,,,,,,,,,-43586000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,84948000.0,-34899000.0,,322781000.0,159522000.0,-254733000.0,355344000.0,235440000.0,55606000.0,301430000.0,,52212000.0,386378000.0,,62424000.0,,150130000.0,,11031000.0,159522000.0,0.0,301430000.0,,-944366000.0,-898210000.0,2435433000.0,,,150130000.0,,37244000.0,,0.0,-209377000.0,,4335000.0,1080000.0,386378000.0,,-885785000.0,-885598000.0,,61502000.0,-303077000.0,-59618000.0,2790777000.0,-885785000.0,-303077000.0,106235000.0,290135000.0,194759000.0,,-303077000.0,355344000.0,1009000.0,2404399000.0,,,0.0,300000000.0,4327000.0,22670000.0,,84948000.0,,0.0,4327000.0,150130000.0,-205653000.0,24037000.0,2790777000.0,,187000.0,719591000.0,2404399000.0,-944366000.0,-10.07,-885785000.0,300000000.0,,,4335000.0,,,,0.0,22670000.0,13207000.0,319161000.0,2435433000.0,-1372000.0,28264000.0,309652000.0,2186157000.0,,,143041000.0,-122874000.0,2186157000.0,371195000.0,309652000.0,1082000.0,,-178619000.0,,150130000.0,55000.0,143041000.0,-303022000.0,,181997000.0,,1080000.0,-35847000.0,,,,,87959000.0,-38956000.0,8581000.0,106235000.0,-10.07,,765000.0,269554000.0,,1009000.0,181997000.0,,,-131859000.0,,926474000.0,,,-221065000.0,39571000.0,-38956000.0,-23771000.0,,,-316064000.0,,,,,-305954000.0,22994000.0,17408000.0,,,12693000.0,,298571000.0,,87959000.0,,,,,52212000.0,-34899000.0,765000.0,,-119424000.0,,,,320042000.0,22994000.0,-66625000.0,,8928000.0,,,-491547000.0,89766000.0,,,1082000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.985996800,79596000.0,,,,,,360030000.0,256128000.0,,,,,,,42276000.0,,,,,178968000.0,,301497000.0,,-3167146000.0,,216623000.0,,,,-22.5,40209000.0,,,-41490000.0,,,,381093000.0,,,,,,-2222780000.0,-68113000.0,576653000.0,,-2222780000.0,,,,,-2222780000.0,,1268000.0,,,,0.0,,,23865000.0,,,98780000.0,0.0,6205000.0,134146000.0,25369000.0,16160000.0,,,,,195560000.0,,,,300000000.0,,,6001000.0,,,,-18108000.0,,24049000.0,2233652000.0,,,,,35903000.0,,,,,,150130000.0,313114000.0,1092000.0,,,-22.5,134146000.0,164000.0,151089000.0,-2222616000.0,,,,1111000.0,-24330000.0,,,,,,-38956000.0,2429000.0,29631000.0,,,0.0,,,,190045000.0,,,,,,,,-15984000.0,91189000.0,,-43783000.0,,,,,98780000.0,,,-2209603000.0,17242000.0,18632000.0,,,-7998000.0,,2757000.0,,,,,,,49037000.0,-26334000.0,,,,,,,,,-41373000.0,,,,,,,,,,,,,,,,,,,,,,,,,
