date,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,annualCashAndCashEquivalents,annualAccumulatedDepreciation,trailingTaxProvision,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherFinancingCharges,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,annualCurrentDebt,annualCostOfRevenue,annualResearchAndDevelopment,annualCurrentAssets,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingOperatingExpense,trailingCostOfRevenue,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,trailingNetIncomeCommonStockholders,quarterlyGoodwill,annualNetIncomeCommonStockholders,annualEbitda,annualRetainedEarnings,quarterlyStockholdersEquity,annualCommonStockIssuance,annualNetIncome,annualOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlyAccountsReceivable,annualFreeCashFlow,annualCashDividendsPaid,annualOtherCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,annualTotalNonCurrentAssets,trailingCommonStockIssuance,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualTotalAssets,quarterlyOtherCurrentAssets,trailingSaleOfInvestment,annualTaxProvision,annualDilutedAverageShares,annualLongTermDebt,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,annualOtherNonCashItems,annualPurchaseOfBusiness,annualDepreciationAndAmortization,annualCurrentLiabilities,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,annualInventory,annualSaleOfInvestment,annualDilutedEPS,quarterlyInventory,annualBasicEPS,annualStockBasedCompensation,annualOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,annualNetPPE,annualGrossProfit,trailingNetIncome,quarterlyNetPPE,annualNonCurrentDeferredTaxesLiabilities,trailingPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,trailingPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualRepaymentOfDebt,annualChangeInWorkingCapital,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualGrossPPE,annualChangeInCashSupplementalAsReported,quarterlyTotalAssets,annualGoodwill,annualPretaxIncome,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingCapitalExpenditure,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualPurchaseOfInvestment,trailingResearchAndDevelopment,annualTotalRevenue,annualInvestingCashFlow,trailingGrossProfit,trailingInvestingCashFlow,annualAccountsPayable,annualCapitalExpenditure,trailingInterestExpense,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,annualOperatingIncome,trailingTotalRevenue,quarterlyAccountsPayable,annualEndCashPosition,annualNonCurrentDeferredRevenue,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,quarterlyChangeInInventory,trailingDilutedAverageShares
2012-12-31,6884562000.0,,,11809031000.0,-1679797000.0,,3682107000.0,97637740000.0,281611000.0,,,9096149000.0,26551479000.0,,95911156000.0,7744362000.0,,25700500000.0,28930412000.0,16306430000.0,0.0,95911156000.0,97637740000.0,,68707328000.0,14683928000.0,,,189520000.0,,,,6852651000.0,12248504000.0,16306430000.0,37577149000.0,2447635000.0,6852651000.0,,22632000.0,3625371000.0,-6389556000.0,0.0,39155431000.0,3625371000.0,,40610992000.0,,27816511000.0,924381000.0,189520000.0,3754338000.0,136522148000.0,39155431000.0,,4657351000.0,18367754463.0,27816511000.0,37577149000.0,28930412000.0,9096149000.0,147338000.0,-5000000.0,426871000.0,68707328000.0,18272771508.0,25700500000.0,39502945000.0,,0.374069,39502945000.0,0.375054,3000000.0,-2483202000.0,0.0,-1679797000.0,13004131000.0,15339505000.0,,13004131000.0,924381000.0,,11809031000.0,-98719000.0,,189520000.0,,,1771631000.0,-9043712000.0,-8122066000.0,0.0,0.0,14683928000.0,4075050000.0,136522148000.0,,11541913000.0,22632000.0,279720000.0,40610992000.0,11809031000.0,,,1771631000.0,11809031000.0,-200000000.0,,41890984000.0,-3968683000.0,,,11653984000.0,-3906354000.0,,,,11657398000.0,,11653984000.0,11809031000.0,189520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,,,,,113228960000.0,,,,,,,,,,,,18142310000.0,,109673545000.0,,,73112035000.0,14723211000.0,,,239520000.0,,,,,,,40158165000.0,,,,,4123009000.0,,,,,,,,38813777000.0,1063628000.0,239520000.0,,,46440078000.0,,,,,,40116925000.0,6823366000.0,,,,,,28657404000.0,,,,46862780000.0,,,,0.0,,,,,14723211000.0,,,,,,,,,1789737000.0,,,,,,,154886381000.0,,,23527000.0,,45212836000.0,15216311000.0,,,,15216311000.0,,,,,,,,,,,,,,12373658000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,8847980000.0,,,18909719000.0,-2157796000.0,,6315081000.0,160228261000.0,315009000.0,,,12434230000.0,43713256000.0,,146213683000.0,11809031000.0,,40080095000.0,45323978000.0,21590518000.0,,146213683000.0,160228261000.0,,114904283000.0,19851154000.0,,,239520000.0,,,,8514104000.0,14063922000.0,21590518000.0,43953620000.0,0.0,8514104000.0,,43477000.0,7165918000.0,-11156092000.0,-1709847000.0,67473799000.0,7165918000.0,,60025745000.0,,43814548000.0,1269910000.0,239520000.0,6337100000.0,206239428000.0,67473799000.0,,4625173000.0,18536925377.0,43814548000.0,43953620000.0,45323978000.0,12434230000.0,-290708000.0,-13163000.0,590769000.0,114904283000.0,18522543830.0,40080095000.0,68046662000.0,,0.459309,68046662000.0,0.459703,15167000.0,-5809383000.0,0.0,-2157796000.0,17693358000.0,18968619000.0,,17693358000.0,1269910000.0,,18909719000.0,-225349000.0,,239520000.0,,,1789737000.0,-14225736000.0,-10479920000.0,0.0,50000000.0,19851154000.0,7182056000.0,206239428000.0,,13473153000.0,43477000.0,0.0,60025745000.0,18909719000.0,,,1789737000.0,18909719000.0,0.0,,62681875000.0,-4993162000.0,,,18045410000.0,-5346709000.0,,,,12653538000.0,,18045410000.0,18909719000.0,239520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,,,187520899000.0,,,,,,,,,,,,25506518000.0,,168934384000.0,,,138037710000.0,18871493000.0,,,239520000.0,,,,,,,49320775000.0,,,,,7875530000.0,,,,,,,,46935372000.0,2308297000.0,239520000.0,,,89607194000.0,,,,,,49483189000.0,10575323000.0,,,,,,46772657000.0,,,,90350116000.0,,,,0.0,,,,,18871493000.0,,,,,,,,,1789737000.0,,,,,,,242319736000.0,,,21289000.0,,73385352000.0,15887047000.0,,,,15887047000.0,,,,,,,,,,,,,,22647407000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,10611900000.0,,,18760590000.0,-2820022000.0,,7378461000.0,205589783000.0,3521116000.0,,,14929436000.0,62493670000.0,,192617047000.0,18909719000.0,,44638652000.0,48966759000.0,28180710000.0,,192617047000.0,205589783000.0,,156623024000.0,23497062000.0,,,239520000.0,,,,10229159000.0,17158437000.0,28180710000.0,56686205000.0,2501427000.0,10229159000.0,,29247000.0,9959655000.0,-9448900000.0,-1507210000.0,105993980000.0,9959655000.0,,75415162000.0,,46139263000.0,2587976000.0,239520000.0,7516200000.0,268032209000.0,105993980000.0,,5757225000.0,19139433000.0,46139263000.0,56686205000.0,48966759000.0,14929436000.0,-254747000.0,-6000000.0,789312000.0,156623024000.0,19138531000.0,44638652000.0,108089123000.0,,0.5345,108089123000.0,0.5345,38168000.0,-4331865000.0,0.0,-2820022000.0,20677040000.0,22055133000.0,,20677040000.0,2587976000.0,,18760590000.0,-1522280000.0,,239520000.0,,,1940004000.0,-18244482000.0,-9151331000.0,0.0,0.0,23497062000.0,-106495000.0,268032209000.0,,16369125000.0,29247000.0,0.0,75415162000.0,18760590000.0,,,1940004000.0,18760590000.0,0.0,,84548803000.0,-4687277000.0,,,26875334000.0,-5117035000.0,,,,14676672000.0,,26875334000.0,18760590000.0,239520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,,,219534894000.0,,,,,,,,,,,,29777426000.0,,214641059000.0,,,171214510000.0,20767798000.0,,,239520000.0,,,,,,,63246758000.0,,,,,10995062000.0,,,,,,,,45199186000.0,2881678000.0,239520000.0,,,122926142000.0,,,,,,48320384000.0,19368736000.0,,,,,,41847032000.0,,,,125303202000.0,,,,0.0,,,,,20767798000.0,,,,,,,1650000.0,,2116865000.0,,,,,,,288559735000.0,,,25384000.0,,73918676000.0,17164167000.0,,,,17164167000.0,,,,,,,,,,,,,,28838017000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,9711681000.0,,,36240752000.0,-3367931000.0,,7643810000.0,272615921000.0,17557733000.0,,,22778038000.0,90359341000.0,,272016098000.0,18760590000.0,,52727068000.0,71020994000.0,32135960000.0,,272016098000.0,272615921000.0,,201594927000.0,25439942000.0,,,239520000.0,,,90274000.0,9276485000.0,15497402000.0,32135960000.0,65290710000.0,4950564000.0,9276485000.0,1188096000.0,31265000.0,15328211000.0,-19874734000.0,-4773575000.0,135107046000.0,15328211000.0,,89940229000.0,,66965757000.0,3815717000.0,239520000.0,7918719000.0,361956327000.0,135107046000.0,,5121428000.0,21813796000.0,66965757000.0,65290710000.0,71020994000.0,22778038000.0,-221079000.0,-2749678000.0,664293000.0,201594927000.0,21806325000.0,52727068000.0,137085483000.0,156401000.0,0.4253,137085483000.0,0.4254,30111000.0,-17589932000.0,0.0,-3367931000.0,22072011000.0,22863299000.0,,22072011000.0,3815717000.0,,37428848000.0,116706000.0,,239520000.0,1188096000.0,,2116865000.0,-29504863000.0,-22402481000.0,0.0,-1188096000.0,25439942000.0,17413849000.0,361956327000.0,90274000.0,14833109000.0,31265000.0,0.0,89940229000.0,36240752000.0,,,2116865000.0,37428848000.0,-1188096000.0,,113222640000.0,-6665787000.0,,,53478430000.0,-2284802000.0,,,,15219489000.0,,53478430000.0,36240752000.0,239520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,331733605000.0,,,,,,,,,,,,35743120000.0,,333739565000.0,,,246837945000.0,22539309000.0,,,238299000.0,,,,,,,68600111000.0,,,,,18244951000.0,,,,,,,,79143468000.0,5481995000.0,238299000.0,,,167077323000.0,,,,,,84895660000.0,17757524000.0,,,,,,46252789000.0,,,,169476443000.0,,,,6211000000.0,,,,,22539309000.0,,,,,,,1210110000.0,,2094776000.0,,,,,,,424208638000.0,,,113078000.0,,90469073000.0,30800244000.0,,,,32010354000.0,,,,,,,,,,,,,,46955450000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,13663223000.0,,,84646899000.0,-4226905000.0,,12286704000.0,509956431000.0,1960187000.0,,,38720202000.0,120850891000.0,,484835507000.0,36240752000.0,,52342374000.0,104642423000.0,39967106000.0,-3535394000.0,484835507000.0,509956431000.0,,405314008000.0,27640392000.0,,,237445000.0,,,207844000.0,11516815000.0,22310867000.0,39967106000.0,70128365000.0,0.0,11516815000.0,7321236000.0,31523000.0,13673129000.0,38791384000.0,-3005040000.0,228227240000.0,13673129000.0,,106736094000.0,,97476674000.0,6928304000.0,237445000.0,12353982000.0,591571601000.0,228227240000.0,,7727349000.0,22075611000.0,97476674000.0,70128365000.0,104642423000.0,38720202000.0,-389831000.0,-10672627000.0,777256000.0,405314008000.0,22075611000.0,52342374000.0,218586979000.0,0.0,0.5213,218586979000.0,0.5217,82834000.0,41262758000.0,7043440000.0,-4226905000.0,23413487000.0,32236086000.0,,23413487000.0,6928304000.0,,91968135000.0,-225290000.0,,237445000.0,7321236000.0,,2032379000.0,-40035403000.0,36405300000.0,7043440000.0,34419000.0,27640392000.0,48259571000.0,591571601000.0,207844000.0,21390572000.0,31523000.0,143039000.0,106736094000.0,84646899000.0,,,2032379000.0,91968135000.0,-6735102000.0,,153086977000.0,-20457345000.0,,,76074204000.0,-2471374000.0,,,,19949382000.0,,76074204000.0,84646899000.0,237445000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,,,700363989000.0,,,,,,,,,,,,48444141000.0,,665912815000.0,,,571203025000.0,24317144000.0,,,235986000.0,,,,,,,78401734000.0,,,,,16805150000.0,,,,,,,,115161397000.0,13710540000.0,235986000.0,,,9932187000.0,,,,,,129160964000.0,40628191000.0,,,,,,60529896000.0,,,,298418634000.0,,,,6642542000.0,,,,,24317144000.0,,,,,,,8517270000.0,,2008689000.0,,,,,,,794667680000.0,,,301385000.0,,128754865000.0,110113104000.0,,,,118630374000.0,,,,,,,,,,,,,,98706501000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,28751805000.0,,,137083948000.0,-4626523000.0,,17074729000.0,933057329000.0,4455365000.0,,,68281473000.0,168114404000.0,,867915450000.0,84646899000.0,,98840493000.0,163520519000.0,63267092000.0,-1216406000.0,867915450000.0,933057329000.0,,769536810000.0,28680102000.0,,,,,,273006000.0,26063518000.0,47346471000.0,63267092000.0,93670572000.0,-373746000.0,26063518000.0,24830435000.0,118507000.0,28943547000.0,20561896000.0,-5382105000.0,15737782000.0,28943547000.0,,181753808000.0,,146483554000.0,16447649000.0,233440000.0,17454627000.0,1049669258000.0,15737782000.0,,17770164000.0,21224060000.0,146483554000.0,93670572000.0,163520519000.0,68281473000.0,-1619973000.0,-23233147000.0,824502000.0,769536810000.0,21224060000.0,98840493000.0,365173323000.0,816000000.0,1.2246,365173323000.0,1.228,265268000.0,24083614000.0,1805104000.0,-4626523000.0,24053579000.0,58785382000.0,,24053579000.0,16447649000.0,,161914383000.0,-2047604000.0,,233440000.0,24830435000.0,,2003572000.0,-30178033000.0,10797444000.0,1805104000.0,,28680102000.0,52520669000.0,1049669258000.0,273006000.0,46521969000.0,118507000.0,0.0,181753808000.0,137083948000.0,,,2003572000.0,161914383000.0,-19096279000.0,,226899786000.0,-44384621000.0,,,165314939000.0,-3521718000.0,,,,41710653000.0,,165314939000.0,137083948000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,,,,,1260596000000.0,,,,,,,,,,,,69375000000.0,,1156414000000.0,,,1048667000000.0,25510000000.0,,,,,,,,,,104944000000.0,,,,,19059000000.0,,,,,,,,185817000000.0,25639000000.0,44000000.0,,,14141000000.0,,,,,,211929000000.0,108104000000.0,,,,,,,,,,518832000000.0,,,,794000000.0,,,,,25510000000.0,,,,,,,4293000000.0,,2040000000.0,,,,,,,1403043000000.0,,,561000000.0,,246629000000.0,196427000000.0,,,,200720000000.0,,,,,,,,,,,,,,214571000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,48542000000.0,,,228343000000.0,-6240000000.0,,27958000000.0,1456286000000.0,6111000000.0,,,126097000000.0,276603000000.0,1224000000.0,1399750000000.0,137084000000.0,,,236880000000.0,85202000000.0,-2965000000.0,1399750000000.0,1456286000000.0,,1219406000000.0,32157000000.0,,,,,,,34618000000.0,80607000000.0,85202000000.0,121330000000.0,5569000000.0,34618000000.0,12019000000.0,670000000.0,40597000000.0,25724000000.0,-12517000000.0,,40597000000.0,,229944000000.0,,202378000000.0,32224000000.0,249000000.0,27739000000.0,1629694000000.0,,,31021000000.0,22310000000.0,202378000000.0,121330000000.0,236880000000.0,126097000000.0,-2445000000.0,-26439000000.0,1044000000.0,1219406000000.0,21472000000.0,,635759000000.0,24918000000.0,1.55,635759000000.0,1.61,354000000.0,29381000000.0,794000000.0,-6240000000.0,25917000000.0,102476000000.0,,25917000000.0,32224000000.0,,240362000000.0,-4578000000.0,,249000000.0,12019000000.0,,2032000000.0,-72662000000.0,6845000000.0,794000000.0,,32157000000.0,90944000000.0,1629694000000.0,,79563000000.0,670000000.0,0.0,229944000000.0,228343000000.0,,,2032000000.0,240362000000.0,-12314000000.0,,379079000000.0,-12269000000.0,,,255053000000.0,-3657000000.0,,,,74518000000.0,,255053000000.0,228343000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,,,,1560395000000.0,,,,,,,,,,,,94554000000.0,,1472179000000.0,,,1312357000000.0,28079000000.0,,,,,,,,,,130860000000.0,,,,,42399000000.0,,,,,,,,217972000000.0,26751000000.0,176000000.0,,,,,,,,,248038000000.0,113917000000.0,,,,,,,,,,672286000000.0,,,,550000000.0,,,,,28079000000.0,,,,,,,15042000000.0,,2033000000.0,,,,,,,1746730000000.0,,,,,274551000000.0,208322000000.0,,,,223364000000.0,,,,,,,,,,,,,,272051000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
