date,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,annualCashAndCashEquivalents,annualAccumulatedDepreciation,trailingTaxProvision,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherFinancingCharges,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,annualCurrentDebt,annualCostOfRevenue,annualResearchAndDevelopment,annualCurrentAssets,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingOperatingExpense,trailingCostOfRevenue,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,trailingNetIncomeCommonStockholders,quarterlyGoodwill,annualNetIncomeCommonStockholders,annualEbitda,annualRetainedEarnings,quarterlyStockholdersEquity,annualCommonStockIssuance,annualNetIncome,annualOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlyAccountsReceivable,annualFreeCashFlow,annualCashDividendsPaid,annualOtherCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,annualTotalNonCurrentAssets,trailingCommonStockIssuance,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualTotalAssets,quarterlyOtherCurrentAssets,trailingSaleOfInvestment,annualTaxProvision,annualDilutedAverageShares,annualLongTermDebt,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,annualOtherNonCashItems,annualPurchaseOfBusiness,annualDepreciationAndAmortization,annualCurrentLiabilities,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,annualInventory,annualSaleOfInvestment,annualDilutedEPS,quarterlyInventory,annualBasicEPS,annualStockBasedCompensation,annualOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,annualNetPPE,annualGrossProfit,trailingNetIncome,quarterlyNetPPE,annualNonCurrentDeferredTaxesLiabilities,trailingPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,trailingPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualRepaymentOfDebt,annualChangeInWorkingCapital,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualGrossPPE,annualChangeInCashSupplementalAsReported,quarterlyTotalAssets,annualGoodwill,annualPretaxIncome,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingCapitalExpenditure,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualPurchaseOfInvestment,trailingResearchAndDevelopment,annualTotalRevenue,annualInvestingCashFlow,trailingGrossProfit,trailingInvestingCashFlow,annualAccountsPayable,annualCapitalExpenditure,trailingInterestExpense,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,annualOperatingIncome,trailingTotalRevenue,quarterlyAccountsPayable,annualEndCashPosition,annualNonCurrentDeferredRevenue,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,quarterlyChangeInInventory,trailingDilutedAverageShares
2005-12-31,615425000.0,55280000000.0,6174000000.0,824707000.0,,36914000000.0,536695000.0,,-559433000.0,208017000000.0,-2349000000.0,601500000.0,3469277000.0,,10058667000.0,546327000.0,36388000000.0,0.0,4357902000.0,,,,11704878000.0,23159000000.0,,,37003000000.0,326832000000.0,,196427000000.0,37314000000.0,,615425000.0,1185513000.0,,,,589513000.0,,2108815000.0,,-122671000.0,-41317000.0,6284498000.0,,28022000000.0,3968049000.0,-478000000.0,,,,487202000.0,14026716000.0,,12056000000.0,375019000.0,14017635707.0,3723210000.0,2304784000.0,,,124992000.0,-16076000.0,,7346976000.0,13804296578.0,,114041000.0,,0.043904,,0.044582,,124992000.0,,,1110382000.0,1722208000.0,37314000000.0,,634692000.0,92194000000.0,824707000.0,,-33111000000.0,17054000.0,,11590000000.0,,-1466500000.0,,3830050000.0,-672109000.0,,278380000.0,,,964532000.0,,,,,85356000000.0,-4863000000.0,,,-20000000.0,1513000000.0,5191485000.0,-955848000.0,122359000000.0,-43186000000.0,2287533000.0,-247663000.0,0.0,-83319000000.0,-23732000000.0,1185513000.0,449191000000.0,,824707000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,1519473000.0,,,1529689000.0,,,562877000.0,,-2996027000.0,,,1223092000.0,5296485000.0,,11407043000.0,824707000.0,,0.0,2989157000.0,,,,13836005000.0,,,,,,,,,,1519473000.0,2081575000.0,,,,1672479000.0,,2171614000.0,,3111680000.0,0.0,7406323000.0,,,3904324000.0,,,,,576001000.0,15311367000.0,,,144320000.0,14017635707.0,2858200000.0,1309827000.0,,,3454941000.0,-24048000.0,,10846848000.0,13804296578.0,,89955000.0,,0.108397,,0.110072,,3454941000.0,,,1157144000.0,2644452000.0,,,130957000.0,,1529689000.0,,,165535000.0,,,,-3690050000.0,,7481986000.0,799157000.0,,704982000.0,,,1816799000.0,,,,,,,,,0.0,,7940937000.0,499486000.0,,,1848859000.0,-343261000.0,,,,2081575000.0,,,1529689000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,4135908000.0,,,8483420000.0,,,1209429000.0,,7500000.0,,,2764370000.0,9560890000.0,,24545511000.0,1529689000.0,,0.0,4394187000.0,,-446124000.0,,19234895000.0,,,,,,,,,,4135908000.0,6964692000.0,3889828000.0,,14671195000.0,4203741000.0,,8200163000.0,,-9622134000.0,-512554000.0,9946632000.0,,,14088504000.0,,,,,1244069000.0,38634015000.0,,,2607141000.0,15760651655.0,4227400000.0,19158252000.0,,,-8421910000.0,-550000000.0,,14840708000.0,15760651655.0,,102787000.0,,0.26242,,0.26242,,-8421910000.0,,,5312229000.0,8174121000.0,,,166787000.0,,8483420000.0,,,240868000.0,,,,-3529500000.0,,7168686000.0,788965000.0,,7249361000.0,,,6810882000.0,,,,,,,,,,,17735011000.0,-959224000.0,,,2619771000.0,-1200224000.0,,,,6964692000.0,,,8483420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,1415015000.0,,,3006492000.0,-620149000.0,,1523659000.0,,2250000.0,,,2823064000.0,8687206000.0,,34442439000.0,8483420000.0,,3949275000.0,10602458000.0,,-303065000.0,,30734391000.0,,,,,,,,,,1378207000.0,4666811000.0,3554440000.0,,0.0,1378207000.0,,7610155000.0,,-8477772000.0,-1557472000.0,8770542000.0,,,15672621000.0,,,,,1574913000.0,50115060000.0,,,1846310000.0,16551303772.0,9021732000.0,19100743000.0,,,5260423000.0,-6674000.0,331654000.0,20131933000.0,16551303772.0,,18351942000.0,,0.083269,,0.083269,,-6379171000.0,,,2841970000.0,7025584000.0,,,339196000.0,,3006492000.0,-11199676000.0,,,,,,-3988579000.0,-9543803000.0,0.0,-9999000.0,3462119000.0,-5235426000.0,,,3261325000.0,,1073832000.0,,,,,14686574000.0,,,,15712790000.0,-2038663000.0,,,5485674000.0,-2098601000.0,,,,5501925000.0,,,3006492000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2125728000.0,,,4608708000.0,-799057000.0,,991454000.0,42398866000.0,45000000.0,,,3250661000.0,12935610000.0,,42657275000.0,3006492000.0,,5985318000.0,16000254000.0,4909984000.0,-60674000.0,42657275000.0,42398866000.0,,26398612000.0,4677417000.0,,,,,,,2079796000.0,4390010000.0,4909984000.0,20928816000.0,,2079796000.0,,10072099000.0,,-1846862000.0,-191049000.0,9960813000.0,,,21041265000.0,,14518937000.0,383413000.0,107780000.0,1180199000.0,63698540000.0,9960813000.0,,1132398000.0,16578840992.0,14518937000.0,20928816000.0,16000254000.0,3250661000.0,1531856000.0,,409459000.0,26398612000.0,16578840992.0,5985318000.0,19519348000.0,,0.125445,19519348000.0,0.125445,,-791270000.0,0.0,-799057000.0,3878360000.0,4650094000.0,,3878360000.0,383413000.0,,4608708000.0,-760090000.0,,107780000.0,,,14925651000.0,-6505225000.0,-2146233000.0,0.0,-2040000000.0,4677417000.0,1605015000.0,63698540000.0,,3258126000.0,10072099000.0,722425000.0,21041265000.0,4608708000.0,,,14925651000.0,4608708000.0,,,17585704000.0,-2987040000.0,,,6563231000.0,-1055592000.0,,,,3658640000.0,,6563231000.0,4608708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,,,,48682027000.0,,,,,,,,,,,,6174407000.0,,48547670000.0,,,30639186000.0,,,,107780000.0,,,,,,,21918330000.0,,,,,,,,,,,,,16366923000.0,387411000.0,0.0,,,23221527000.0,,,,,,18042841000.0,2631378000.0,,,,,,0.0,,,,251038000.0,,,,0.0,,,,,20311424000.0,,,,,,,,,14925651000.0,,,,,,,71163834000.0,,,1120633000.0,,22616164000.0,10145876000.0,,,,10145876000.0,,,,,,,,,,,,,,6739590000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,4317774000.0,,,5094298000.0,-1030981000.0,,1413730000.0,56663172000.0,0.0,,,6565590000.0,17452939000.0,,56661085000.0,4608708000.0,,17398573000.0,14332323000.0,8436305000.0,-6589000.0,56661085000.0,56663172000.0,,42330849000.0,6583464000.0,,,,,,,4290578000.0,7393229000.0,8436305000.0,24821421000.0,208600000.0,4290578000.0,,1114481000.0,,-1323966000.0,-267278000.0,4758815000.0,,,25420162000.0,,13552640000.0,671903000.0,107780000.0,1454680000.0,82081247000.0,4758815000.0,,2402011000.0,16820016048.0,13552640000.0,24821421000.0,14332323000.0,6565590000.0,2743629000.0,-217600000.0,310202000.0,42330849000.0,16820016048.0,17398573000.0,32046733000.0,105596000.0,0.255128,32046733000.0,0.255128,,775022000.0,0.0,-1030981000.0,5552483000.0,8351166000.0,,5552483000.0,671903000.0,,5094298000.0,-10031295000.0,,107780000.0,,,15392104000.0,-9521072000.0,-3974831000.0,0.0,0.0,6583464000.0,589581000.0,82081247000.0,,6719785000.0,1114481000.0,363242000.0,25420162000.0,5094298000.0,,,15392104000.0,5094298000.0,,,25804105000.0,-2020303000.0,,,9077248000.0,-2098988000.0,,,,6937436000.0,,9077248000.0,5094298000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,,68343418000.0,,,,,,,,,,,,9702090000.0,,64123119000.0,,,44926694000.0,,,,189520000.0,,,,,,,26057540000.0,,,,,,,,,,,,,22531002000.0,696202000.0,0.0,,,31396486000.0,,,,,,23416724000.0,4941830000.0,,,,,,21960569000.0,,,,248185000.0,,,,0.0,,,,,6644452000.0,,,,,,,,,15392104000.0,,,,,,,95253495000.0,,,1015011000.0,,31130376000.0,7781154000.0,,,,7781154000.0,,,,,,,,,,,,,,10327400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,5838153000.0,,,7744362000.0,-1319910000.0,,2404801000.0,77243161000.0,0.0,,,6468990000.0,22752634000.0,,69729152000.0,5094298000.0,,26551380000.0,23471559000.0,12240143000.0,-9908000.0,69729152000.0,77243161000.0,,53771602000.0,9375207000.0,,,,,,,5813180000.0,10140622000.0,12240143000.0,28990237000.0,455400000.0,5813180000.0,,1344574000.0,,-5309745000.0,-1604790000.0,4649017000.0,,,37581273000.0,,22496876000.0,785163000.0,189520000.0,2447916000.0,107310425000.0,4649017000.0,,3768582000.0,16856049069.0,22496876000.0,28990237000.0,23471559000.0,6468990000.0,10149805000.0,0.0,312323000.0,53771602000.0,16856049069.0,26551380000.0,41495186000.0,0.0,0.3449,41495186000.0,0.3449,,-2486862000.0,0.0,-1319910000.0,8055297000.0,11995671000.0,,8055297000.0,785163000.0,,7744362000.0,-18406719000.0,,189520000.0,,,15382196000.0,-7204754000.0,-7416401000.0,0.0,81740000.0,9375207000.0,2876955000.0,107310425000.0,,9606735000.0,1344574000.0,221564000.0,37581273000.0,7744362000.0,,,15382196000.0,7744362000.0,,,34748305000.0,-2629490000.0,,,12810345000.0,-2822883000.0,,,,9590870000.0,,12810345000.0,7744362000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,,,,,,83684241000.0,,,,,,,,,,,,12964309000.0,,92373686000.0,,,58465884000.0,,,,,,,,,,,33698369000.0,,,,,13591456000.0,,,,,,,,24537447000.0,491390000.0,189520000.0,,,4155751000.0,,,,,,25218357000.0,7090699000.0,,,,,,14276464000.0,,,,49657085000.0,,,,913737000.0,,,,,8806446000.0,,,,,,,,,1771631000.0,,,,,,,118423123000.0,,,1331769000.0,,26049437000.0,9459892000.0,,,,9459892000.0,,,,,,,,,,,,,,9327673000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
