,trailingNetIncomeCommonStockholders,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyBasicAverageShares,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingDeferredIncomeTax,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,trailingGrossProfit,trailingCapitalExpenditure,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccountsPayable,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyTotalRevenue,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,annualNetOtherFinancingCharges,annualOtherNonCashItems,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyCapitalExpenditure,annualInventory,trailingTaxProvision,trailingChangeInInventory,trailingNetOtherFinancingCharges,trailingDepreciationAndAmortization,annualBasicEPS,quarterlyEbitda,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualStockBasedCompensation,annualPurchaseOfBusiness,quarterlyDilutedAverageShares,annualCostOfRevenue,annualCapitalStock,trailingOtherNonCashItems,quarterlyOtherNonCashItems,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOperatingExpense,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualChangeInWorkingCapital,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCostOfRevenue,trailingNetIncome,trailingNetIncomeContinuousOperations,quarterlyTaxProvision,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyNetPPE,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyCostOfRevenue,annualRetainedEarnings,quarterlyGoodwill,trailingChangeInWorkingCapital,quarterlyDepreciationAndAmortization,quarterlyLongTermDebt,annualPretaxIncome,annualDilutedEPS,annualGoodwill,annualFreeCashFlow,annualCommonStockIssuance,quarterlyTotalNonCurrentAssets,annualDilutedAverageShares,annualAccountsReceivable,quarterlyTotalAssets,annualCashDividendsPaid,annualNetIncome,annualAccountsPayable,trailingOperatingIncome,trailingInvestingCashFlow,annualTotalRevenue,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualInvestingCashFlow,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,quarterlyDilutedEPS,annualTotalAssets,trailingTotalRevenue,annualStockholdersEquity,annualBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNonCurrentDeferredRevenue,annualLongTermDebt,annualOperatingIncome,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyCurrentDebt,annualCurrentAccruedExpenses,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingEndCashPosition,quarterlyInvestingCashFlow,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualOperatingCashFlow,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualEbitda,annualCurrentAssets,annualResearchAndDevelopment,trailingBasicAverageShares,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1072828800,,2321825000.0,,,-2165000.0,,38836000.0,,,142649000.0,73630000.0,737657000.0,26258000.0,,90909000.0,,1138877000.0,167271000.0,,-207740000.0,,1998766000.0,65094000.0,-3952000.0,,,,41851000.0,,65094000.0,153566000.0,,189603000.0,,,79150000.0,737657000.0,-10843000.0,0.0,210624000.0,1760000.0,73630000.0,-179000.0,57529000.0,43353000.0,35676000.0,,-90240000.0,16470000.0,,,,,1.0625,56765000.0,142649000.0,-712348000.0,,,,,,737657000.0,,12270000.0,,2321825000.0,,297277000.0,211815000.0,642264000.0,843080000.0,-14056000.0,5127000.0,,-712348000.0,45057000.0,,1917000.0,,1436154000.0,13259000.0,41851000.0,16527000.0,,142649000.0,,21003000.0,,,,6243000.0,,,294986000.0,1609477000.0,-19486000.0,1062000.0,130251000.0,,-45183000.0,,294986000.0,,,,1031358000.0,111866000.0,1.025,,-47106000.0,131292000.0,1998766000.0,71834146.0,130251000.0,2210581000.0,-36420000.0,73630000.0,153566000.0,,,843080000.0,0.0,,-71029000.0,1138877000.0,-308006000.0,,14760000.0,14760000.0,,65094000.0,38236000.0,,2210581000.0,,737657000.0,69236000.0,,,1031358000.0,200816000.0,65094000.0,,297277000.0,142649000.0,1062000.0,29279000.0,0.0,,,1436154000.0,,14760000.0,178511000.0,,,-93831000.0,,,16470000.0,65094000.0,-1704000.0,,210624000.0,-1842000.0,,,-10843000.0,1609477000.0,160634000.0,-9401000.0,,178511000.0,65094000.0,,,,263569000.0,211815000.0,,,,,,,,,,,,,,,,,
1080691200,,,,,-692000.0,,,0.29,69785100.0,,,800513000.0,,86653000.0,,,,198030000.0,,,,,44809000.0,,,,,37221000.0,,44809000.0,141927000.0,,,,,65094000.0,800513000.0,-9803000.0,0.0,250793000.0,49004000.0,,,,52763000.0,-15822000.0,,-28034000.0,,,,,,,72195000.0,,-712348000.0,,,,69785100.0,,,,17259000.0,,2332267000.0,,240820000.0,202825000.0,,,-20285000.0,,,,23940000.0,,-2860000.0,,,-13236000.0,,,,87732000.0,,28771000.0,,,,8490000.0,,,305822000.0,1619919000.0,,1176000.0,141074000.0,,-4094000.0,,,,,,1030674000.0,,,,,,2010795000.0,,,2213620000.0,,,,,,,,,,-1068012000.0,,,20281000.0,20281000.0,,,,0.28,,,,,,,,,,,,87732000.0,,21496000.0,,,,1375769000.0,,20281000.0,174677000.0,,,-28723000.0,,,16942000.0,44809000.0,-2118000.0,,250793000.0,528000.0,,,,,,-11563000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,3529000.0,,,0.305,78379920.0,,,1150655000.0,,,,,,188513000.0,,,,,51112000.0,,,,,20583000.0,,51112000.0,214340000.0,,,,,44809000.0,1150655000.0,-8824000.0,38688000.0,254513000.0,332296000.0,,,,66000000.0,756966000.0,,-51102000.0,,,,,,,91240000.0,,-712348000.0,,,,78379920.0,,,,25337000.0,,3432653000.0,,1365291000.0,276902000.0,,,6303000.0,,,,50554000.0,,2141000.0,,,-4844000.0,,,,1094833000.0,,36928000.0,,,,12982000.0,,,316904000.0,2720305000.0,,42101000.0,158274000.0,,-548000.0,,,,,,1177902000.0,,,,,,3603004000.0,,,3879906000.0,,,,,,,,,,1327060000.0,,,23946000.0,23946000.0,,,,0.2875,,,,,,,,,,,,1094833000.0,,25098000.0,,,,2692351000.0,,23946000.0,204622000.0,,,-801918000.0,,,28828000.0,51112000.0,-2312000.0,,254513000.0,926000.0,,,,,,-15175000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,3131000.0,,,0.2675,95326756.0,,,1307414000.0,,,,,,227709000.0,,,,,40051000.0,,,,,23401000.0,,40051000.0,225999000.0,,,,,51112000.0,1307414000.0,-11167000.0,0.0,303653000.0,146250000.0,,,,75944000.0,-66774000.0,,-61931000.0,,,,,,,110113000.0,,-712348000.0,,,,95326756.0,,,,20182000.0,,3337466000.0,,1157703000.0,216176000.0,,,-11061000.0,,,,114404000.0,,4851000.0,,,59097000.0,,,,887984000.0,,39666000.0,,,,14214000.0,,,329495000.0,2625118000.0,,29524000.0,147666000.0,,52473000.0,,,,,,1176343000.0,,,,,,3510222000.0,,,3726398000.0,,,,,,,,,,1225003000.0,,,25452000.0,25452000.0,,,,0.25,,,,,,,,,,,,887984000.0,,31456000.0,-4000.0,,,2382706000.0,,25452000.0,204715000.0,,,-57161000.0,,,28459000.0,40051000.0,-3793000.0,,303653000.0,529000.0,,,,,,-16655000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,5241032000.0,,,-17692000.0,,-27891000.0,,,228920000.0,90855000.0,1319642000.0,65094000.0,,118275000.0,,1943238000.0,268032000.0,,-278669000.0,,3581460000.0,37203000.0,-11090000.0,,,,34771000.0,,37203000.0,270055000.0,,743657000.0,,,40051000.0,1319642000.0,-13947000.0,19449000.0,337169000.0,7219000.0,90855000.0,16163000.0,121110000.0,69137000.0,69287000.0,,-137602000.0,30235000.0,,,,,1.0725,105952000.0,228920000.0,-2552896000.0,,,,,,1319642000.0,,58332000.0,,5241032000.0,,537629000.0,256536000.0,882284000.0,1146128000.0,-2848000.0,9006000.0,,-2552896000.0,82421000.0,,4874000.0,,2480867000.0,9331000.0,34771000.0,50348000.0,,228920000.0,,32417000.0,,,,11241000.0,,,337013000.0,2688136000.0,-11724000.0,23657000.0,169649000.0,,-55181000.0,,337013000.0,,,,1878639000.0,137782000.0,1.01,,-7350000.0,534769000.0,3581460000.0,89955446.0,169649000.0,3837996000.0,-48828000.0,90855000.0,270055000.0,,,1146128000.0,19449000.0,,-8000.0,1943238000.0,-1042434000.0,,21176000.0,21176000.0,,37203000.0,46927000.0,,3837996000.0,,1319642000.0,84736000.0,,,1878639000.0,263844000.0,37203000.0,,537629000.0,228920000.0,23657000.0,40225000.0,0.0,,,2480867000.0,,21176000.0,216130000.0,,,-154632000.0,,,30235000.0,37203000.0,-2867000.0,,337169000.0,14180000.0,,,-13947000.0,2688136000.0,271319000.0,-5435000.0,,216130000.0,37203000.0,,,,379500000.0,256536000.0,,,,,,,,,,,,,,,,,
1112227200,,,,,9318000.0,,,0.4,98004660.0,,,1474505000.0,,531575000.0,,,,293741000.0,,,,,64204000.0,,,,,32191000.0,,64204000.0,282860000.0,,,,,37203000.0,1474505000.0,-13872000.0,19507000.0,381789000.0,127688000.0,,,,88048000.0,96771000.0,,-158763000.0,,,,,,,128476000.0,,-2552896000.0,,,,98004660.0,,,,41142000.0,,5348049000.0,,516477000.0,303490000.0,,,27001000.0,,,,79338000.0,,-1189000.0,,,189000.0,,,,192532000.0,,57398000.0,,,,18202000.0,,,361566000.0,2795153000.0,,25073000.0,189967000.0,,-79425000.0,,,,,,1901082000.0,,,,,,3696032000.0,,,3999522000.0,,,,,,,,,,-1939448000.0,,,39196000.0,39196000.0,,,,0.3625,,,,,,,,,,,,192532000.0,,36729000.0,,,,2486651000.0,,39196000.0,217073000.0,,,-149227000.0,,,29812000.0,64204000.0,5451000.0,,381789000.0,-108000.0,,,,,,-14643000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,10062000.0,,,0.37,102865172.0,,,1502105000.0,,,,,,262094000.0,,,,,26847000.0,,,,,49283000.0,,26847000.0,251934000.0,,,,,64204000.0,1502105000.0,-13301000.0,21572000.0,364946000.0,2626000.0,,,,102852000.0,10440000.0,,-104606000.0,,,,,,,145101000.0,,-2552896000.0,,,,102865172.0,,,,44025000.0,,5415583000.0,,450887000.0,262283000.0,,,-37357000.0,,,,49886000.0,,10623000.0,,,-42950000.0,,,,170187000.0,,61831000.0,,,,23643000.0,,,385111000.0,2862687000.0,,12760000.0,183424000.0,,-54720000.0,,,,,,1955711000.0,,,,,,3827057000.0,,,4089340000.0,,,,,,,,,,2039014000.0,,,38188000.0,38188000.0,,,,0.34,,,,,,,,,,,,170187000.0,,36359000.0,,,,2549309000.0,,38188000.0,280413000.0,,,-97656000.0,,,30440000.0,26847000.0,-5113000.0,,364946000.0,-1745000.0,,,,,,-14643000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,6925000.0,,,0.36,103009732.0,,,1523996000.0,,,,,,249002000.0,,,,,18622000.0,,,,,45688000.0,,18622000.0,277784000.0,,,,,26847000.0,1523996000.0,-14680000.0,16898000.0,341650000.0,2013000.0,,,,92648000.0,-11329000.0,,-103935000.0,,,,,,,129632000.0,,-2552896000.0,,,,103009732.0,,,,31976000.0,,5459746000.0,,385714000.0,248210000.0,,,-8225000.0,,,,99806000.0,,-152000.0,,,30532000.0,,,,86029000.0,,56985000.0,,,,19535000.0,,,406020000.0,2906850000.0,,4027000.0,183885000.0,,-4129000.0,,,,,,2026027000.0,,,,,,3862021000.0,,,4110231000.0,,,,,,,,,,2105895000.0,,,37450000.0,37450000.0,,,,0.33,,,,,,,,,,,,86029000.0,,36259000.0,,,,2548372000.0,,37450000.0,273652000.0,,,-96432000.0,,,28805000.0,18622000.0,-387000.0,,341650000.0,-362000.0,,,,,,-16541000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,5128552000.0,,,17275000.0,,-3787000.0,,,91260000.0,137097000.0,1532905000.0,37203000.0,,148940000.0,,2233653000.0,280173000.0,,-508629000.0,,4003498000.0,33416000.0,-4271000.0,,,,44718000.0,,33416000.0,265223000.0,,159917000.0,,,18622000.0,1532905000.0,-14812000.0,43075000.0,353084000.0,2926000.0,137097000.0,-2399000.0,163214000.0,72911000.0,64035000.0,,-141325000.0,32033000.0,,,,,1.35,111965000.0,91260000.0,-2107883000.0,,,,,,1532905000.0,,46071000.0,,5128552000.0,,423298000.0,312693000.0,1085010000.0,1441471000.0,14794000.0,12322000.0,0.0,-2107883000.0,74395000.0,,3040000.0,,2743731000.0,3021000.0,44718000.0,-9208000.0,,91260000.0,,31299000.0,,,,9036000.0,,,411742000.0,3020669000.0,43580000.0,48891000.0,204169000.0,,-66930000.0,,411742000.0,,,,2124674000.0,207513000.0,1.24,,-205204000.0,135253000.0,4003498000.0,110562097.0,204169000.0,4316191000.0,-62368000.0,137097000.0,265223000.0,,,1441471000.0,43075000.0,,-193000.0,2233653000.0,-466944000.0,,22263000.0,22263000.0,,33416000.0,70416000.0,,4316191000.0,,1532905000.0,101750000.0,,,2124674000.0,356461000.0,33416000.0,,423298000.0,91260000.0,48891000.0,39593000.0,,,,2743731000.0,,22263000.0,308523000.0,,,-123629000.0,,,32033000.0,33416000.0,-4222000.0,,353084000.0,-184000.0,,,-14812000.0,3020669000.0,303425000.0,-16541000.0,,308523000.0,33416000.0,,-38000.0,,515176000.0,312693000.0,,,,,,,,,,,,,,,,,
1143763200,,,,,9079000.0,,,0.35,103287270.0,,,1557064000.0,,525114000.0,,,,297582000.0,,,,,21523000.0,,,,,45070000.0,,21523000.0,267526000.0,,,,,33416000.0,1557064000.0,-14697000.0,43848000.0,390827000.0,3585000.0,,,,93245000.0,40434000.0,,-110944000.0,,,,,,,137559000.0,,-2107883000.0,,,,103287270.0,,,,46542000.0,,5179895000.0,,409326000.0,315899000.0,,,-11893000.0,,,,49398000.0,,-3499000.0,,,-30250000.0,,,,100064000.0,,50553000.0,,,,13948000.0,,,431815000.0,3072012000.0,,23798000.0,214232000.0,,-61546000.0,,,,,,2171879000.0,,,,,,4060020000.0,,,4375919000.0,,,,,,,,,,-2211760000.0,,,36605000.0,36605000.0,,,,0.34,,,,,,,,,,,,100064000.0,,39211000.0,-387000.0,,,2778974000.0,,36605000.0,313075000.0,,,-101759000.0,,,36296000.0,21523000.0,-4473000.0,,390827000.0,-163000.0,,,,,,-16532000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,,3292000.0,,,0.37,103421531.0,,,1579623000.0,,,,,,266449000.0,,,,,27365000.0,,,,,44185000.0,,27365000.0,240403000.0,,,,,21523000.0,1579623000.0,-16199000.0,45169000.0,345851000.0,2279000.0,,,,79402000.0,58000000.0,,-116710000.0,,,,,,,124022000.0,,-2107883000.0,,,,103421531.0,,,,33715000.0,,5246045000.0,,386825000.0,288798000.0,,,5842000.0,,,,57759000.0,,-880000.0,,,-13022000.0,,,,108184000.0,,40327000.0,,,,2381000.0,,,453211000.0,3138162000.0,,20291000.0,194473000.0,,-58951000.0,,,,,,2213701000.0,,,,,,4092189000.0,,,4380987000.0,,,,,,,,,,2328445000.0,,,37946000.0,37946000.0,,,,0.35,,,,,,,,,,,,108184000.0,,39139000.0,-1506000.0,,,2752757000.0,,37946000.0,269849000.0,,,-109508000.0,,,21791000.0,27365000.0,-303000.0,,345851000.0,8403000.0,,,,,,-16550000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,13547000.0,,,0.37,103645612.0,,,1724613000.0,,,,,,251688000.0,,,,,61394000.0,,,,,46904000.0,,61394000.0,264243000.0,,,,,27365000.0,1724613000.0,-16338000.0,50791000.0,341947000.0,124394000.0,,,,90259000.0,117087000.0,,-118316000.0,,,,,,,132706000.0,,-2107883000.0,,,,103645612.0,,,,41889000.0,,5357997000.0,,420313000.0,345114000.0,,,34029000.0,,,,96482000.0,,-979000.0,,,16822000.0,,,,103507000.0,,45469000.0,,,,6719000.0,,,472211000.0,3250114000.0,,31443000.0,207306000.0,,-21834000.0,,,,,,2254017000.0,,,,,,4261849000.0,,,4606963000.0,,,,,,,,,,2378082000.0,,,38750000.0,38750000.0,,,,0.36,,,,,,,,,,,,103507000.0,,40955000.0,0.0,,,2831946000.0,,38750000.0,288065000.0,,,-179505000.0,,,25623000.0,61394000.0,-3783000.0,,341947000.0,-182000.0,,,,,,-19750000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,530465000.0,,,2618000.0,,7505000.0,,,182455000.0,147187000.0,1717594000.0,33416000.0,,168329000.0,,2695187000.0,-239621000.0,,-499990000.0,,5038302000.0,40921000.0,2088000.0,,,,57737000.0,,40921000.0,333755000.0,,378362000.0,,,61394000.0,1717594000.0,-44333000.0,49924000.0,393111000.0,6083000.0,148772000.0,9535000.0,177211000.0,92247000.0,162841000.0,,-154020000.0,32675000.0,,,,,1.42,138377000.0,182455000.0,-61481000.0,,,,,540485000.0,1717594000.0,,55065000.0,,530465000.0,,565254000.0,409139000.0,576098000.0,931251000.0,-20473000.0,10257000.0,,-61481000.0,59498000.0,,15615000.0,,3599342000.0,-46653000.0,57737000.0,-73103000.0,,182455000.0,,44961000.0,,,,9490000.0,,,486297000.0,468984000.0,28536000.0,27339000.0,285619000.0,,-94522000.0,,486297000.0,,,,2558463000.0,181310000.0,1.37,,-236853000.0,136341000.0,5038302000.0,107435766.0,285619000.0,5447441000.0,-76624000.0,148772000.0,333755000.0,,,1471736000.0,49924000.0,,-1893000.0,2695187000.0,-634082000.0,,35471000.0,35471000.0,,40921000.0,32538000.0,,5447441000.0,,1717594000.0,103578000.0,,,2558463000.0,355153000.0,40921000.0,,565254000.0,182455000.0,27339000.0,49024000.0,0.0,,,3599342000.0,,33886000.0,3723353000.0,,,-243310000.0,,,32675000.0,40921000.0,10647000.0,,-147374000.0,1477000.0,,,-44333000.0,468984000.0,263137000.0,-23792000.0,,3723353000.0,40921000.0,,,,532664000.0,409139000.0,,,,,,,,,,,,,,,,,
1175299200,,,,,20756000.0,,,0.38,109367000.0,,,1874876000.0,,667049000.0,,,,169560000.0,,,,,43223000.0,,,,,49505000.0,,43223000.0,336195000.0,,,,,40921000.0,1874876000.0,-56276000.0,68805000.0,483046000.0,147582000.0,,,,98820000.0,26682000.0,,-137460000.0,,,,,,,152915000.0,,-61481000.0,,,,133928000.0,,,,59785000.0,,529941000.0,,514012000.0,412729000.0,,,2302000.0,,,,93557000.0,,-1488000.0,,,-7811000.0,,,,130325000.0,,49930000.0,,,,6859000.0,,,503877000.0,468460000.0,,22589000.0,268588000.0,,-43903000.0,214666000.0,,,,,2517183000.0,,,,,,5086671000.0,,,5499400000.0,,,,,,,,,,-2644984000.0,,,43071000.0,43071000.0,,,,0.35,,,,,,,,,,,,130325000.0,,45620000.0,,,,3496723000.0,,41540000.0,3779561000.0,,,-117785000.0,,,32113000.0,43223000.0,-4179000.0,,268380000.0,-28228000.0,,,,,,-25491000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,15244000.0,,,0.31,131100000.0,,,2670100000.0,,,,,,203500000.0,,,,,63500000.0,,,,,54200000.0,,63500000.0,685800000.0,,,,,43223000.0,2670100000.0,-74300000.0,182300000.0,565900000.0,1106618000.0,,,,119900000.0,1382918000.0,,-195140000.0,,,,,,,184600000.0,,-61481000.0,,,,131100000.0,,,,67615000.0,,7001681000.0,,1621100000.0,894900000.0,,,20298000.0,,,,68243000.0,,988000.0,,,-43389000.0,,,,819600000.0,,49200000.0,,,,6100000.0,,,513000000.0,6940200000.0,,81500000.0,471100000.0,,-126897000.0,242500000.0,,,,,4429600000.0,,,,,,8936200000.0,,,9831100000.0,,,,,,,,,,5106900000.0,,,43100000.0,43100000.0,,,,0.27,,,,,,,,,,,,819600000.0,,69500000.0,,,,7041500000.0,,41500000.0,260700000.0,,,-1428915000.0,,,178000000.0,63500000.0,-200000.0,,323400000.0,20228000.0,,,,,,-33909000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,,12900000.0,,,0.2,154500000.0,,,2673600000.0,,,,,,247300000.0,,,,,50700000.0,,,,,57200000.0,,50700000.0,718800000.0,,,,,63500000.0,2673600000.0,-82800000.0,208300000.0,651000000.0,8200000.0,,,,131500000.0,181700000.0,,-215600000.0,,,,,,,207100000.0,,-61481000.0,,,,156700000.0,,,,90000000.0,,7136181000.0,,1466800000.0,960600000.0,,,-12800000.0,,,,59000000.0,,2000000.0,,,-65300000.0,,,,664800000.0,,34400000.0,,,,2100000.0,,,511200000.0,7074700000.0,,48800000.0,423200000.0,,-156600000.0,272200000.0,,,,,4746000000.0,,,,,,9045400000.0,,,10006000000.0,,,,,,,,,,5377400000.0,,,32300000.0,32300000.0,,,,0.2,,,,,,,,,,,,664800000.0,,90100000.0,,,,7218900000.0,,30800000.0,238900000.0,,,-252700000.0,,,278400000.0,50700000.0,-4400000.0,,378800000.0,-3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,9726000000.0,,,-52900000.0,,17000000.0,,,911000000.0,193000000.0,2723000000.0,41000000.0,,293000000.0,,5259000000.0,269600000.0,,-803000000.0,,9209000000.0,58000000.0,-10000000.0,,,,55000000.0,,58000000.0,793000000.0,,1680000000.0,,,50700000.0,2723000000.0,-82000000.0,138000000.0,1018100000.0,4600000.0,199000000.0,-15000000.0,280000000.0,190800000.0,88700000.0,,-254800000.0,233000000.0,,,,,1.4,269400000.0,911000000.0,-2485000000.0,,,,,1287000000.0,2723000000.0,,62600000.0,,9726000000.0,,1804000000.0,1064000000.0,890000000.0,1431000000.0,7200000.0,,,-2485000000.0,152200000.0,,,,7435000000.0,10500000.0,55000000.0,-106000000.0,,911000000.0,,101500000.0,,,,20900000.0,,,551000000.0,7241000000.0,-4000000.0,57000000.0,635000000.0,,-102600000.0,557700000.0,551000000.0,,,,4623000000.0,235000000.0,1.32,,-430000000.0,1267000000.0,9209000000.0,146212121.0,635000000.0,10273000000.0,-134000000.0,199000000.0,793000000.0,,,2718000000.0,138000000.0,,,5259000000.0,-2033000000.0,,80600000.0,80600000.0,,58000000.0,36000000.0,,10273000000.0,,2723000000.0,137857143.0,,,4623000000.0,541000000.0,58000000.0,,1804000000.0,911000000.0,57000000.0,92000000.0,,,,7435000000.0,,79200000.0,275000000.0,,,-233600000.0,,,233000000.0,58000000.0,2900000.0,,460400000.0,-3100000.0,,,-82000000.0,7241000000.0,373000000.0,,,275000000.0,58000000.0,,,,814000000.0,1064000000.0,,,,,,,,,,,,,,,,,
1206921600,,,,,7000000.0,,,0.58,156600000.0,,,2794000000.0,,1562000000.0,,,,262000000.0,,,,,67000000.0,,,,,56000000.0,,67000000.0,697000000.0,,,,,58000000.0,2794000000.0,-79000000.0,20000000.0,1146000000.0,6000000.0,,,,216000000.0,-36000000.0,,-165000000.0,,,,,,,299000000.0,,-2485000000.0,,,,172300000.0,,,,84000000.0,,9836000000.0,,1827000000.0,1051000000.0,,,9000000.0,,,,188000000.0,,3000000.0,,,9000000.0,,,,936000000.0,,121000000.0,,,,29000000.0,,,603000000.0,7351000000.0,,153000000.0,792000000.0,,23000000.0,668000000.0,,,,,4611000000.0,,,,,,9325000000.0,,,10376000000.0,,,,,,,,,,-4731000000.0,,,92000000.0,92000000.0,,,,0.55,,,,,,,,,,,,936000000.0,,90000000.0,,,,7462000000.0,,91000000.0,227000000.0,,,-143000000.0,,,172000000.0,67000000.0,-4000000.0,,478000000.0,0.0,,,,,,-43000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,,8000000.0,,,0.19,157000000.0,,,3015000000.0,,,,,,268000000.0,,,,,59000000.0,,,,,62000000.0,,59000000.0,685000000.0,,,,,67000000.0,3015000000.0,-79000000.0,100000000.0,848000000.0,228000000.0,,,,141000000.0,-37000000.0,,-224000000.0,,,,,,,227000000.0,,-2485000000.0,,,,161111111.0,,,,199000000.0,,9966000000.0,,1659000000.0,1087000000.0,,,-8000000.0,,,,244000000.0,,12000000.0,,,1000000.0,,,,617000000.0,,51000000.0,,,,19000000.0,,,592000000.0,7481000000.0,,315000000.0,736000000.0,,20000000.0,439000000.0,,,,,4704000000.0,,,,,,9442000000.0,,,10529000000.0,,,,,,,,,,5356000000.0,,,32000000.0,32000000.0,,,,0.18,,,,,,,,,,,,617000000.0,,90000000.0,,,,7398000000.0,,29000000.0,201000000.0,,,-215000000.0,,,192000000.0,59000000.0,0.0,,409000000.0,0.0,,,,,,-45000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
