,trailingSaleOfInvestment,annualBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,annualBasicEPS,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyDilutedAverageShares,annualLongTermDebt,quarterlyLongTermDebt,annualDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,annualStockholdersEquity,trailingCashDividendsPaid,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,trailingPretaxIncome,annualRetainedEarnings,quarterlyNetPPE,annualChangeInInventory,quarterlyInventory,annualCurrentLiabilities,annualGoodwill,trailingNetIncome,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyCommonStockIssuance,annualOperatingCashFlow,quarterlyCostOfRevenue,annualInventory,quarterlyAccountsReceivable,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,annualNetPPE,quarterlyOtherIntangibleAssets,annualOperatingIncome,trailingGrossProfit,quarterlyCapitalStock,annualTotalRevenue,quarterlyBeginningCashPosition,quarterlyBasicEPS,trailingRepaymentOfDebt,annualCapitalStock,trailingResearchAndDevelopment,quarterlyFreeCashFlow,trailingTotalRevenue,annualRepaymentOfDebt,annualEndCashPosition,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualOtherNonCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCashAndCashEquivalents,annualPretaxIncome,quarterlyCurrentDebt,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlySaleOfInvestment,annualOperatingExpense,annualSellingGeneralAndAdministration,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualCapitalExpenditure,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyGrossProfit,trailingNetIncomeContinuousOperations,trailingOperatingExpense,quarterlyOperatingIncome,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyTotalRevenue,trailingInterestExpense,trailingNetOtherFinancingCharges,quarterlyGrossPPE,quarterlyEndCashPosition,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyInvestingCashFlow,quarterlyChangeInInventory,quarterlyBasicAverageShares,annualCurrentAssets,annualEbitda,quarterlyOtherNonCashItems,annualInterestExpense,annualResearchAndDevelopment,annualNetIncomeCommonStockholders,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyPurchaseOfBusiness,annualCommonStockIssuance,annualGrossProfit,quarterlyCurrentAssets,quarterlyPretaxIncome,annualOtherShortTermInvestments,annualTotalNonCurrentAssets,quarterlyCurrentLiabilities,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,quarterlyOperatingExpense,quarterlyRetainedEarnings,trailingCostOfRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,trailingNetIncomeCommonStockholders,annualTaxProvision,trailingFreeCashFlow,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,trailingTaxProvision,annualTotalAssets,annualCurrentDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualOtherNonCashItems,annualCashDividendsPaid,quarterlyDilutedEPS,trailingRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1348963200,,,,,22480000.0,,,,,7871873098.0,,8660497458.08,,0.0,-612404904.72,,,,1377700702.18,,,1338218426.58,,,6165211023.81,,12088380520.6,,,,226117827.47,3282451015.17,-2248352647.61,1159148.75,,,33000000.0,,6436199560.97,,19679619044.92,,,,,2673380669.0,,,7705954050.0,,18841855104.67,0.17,,,,-1019105883.04,,,,,,25163990476.21,86919812957.43,1338218426.58,,,,,18792582636.75,164024013.34,18791423488.0,,6055505506.44,,,,,0.0,,,30000.0,,,,,,46153455956.18,,15414193548.62,,,3552771146.2,,,1957665641.3,,,,9988970707.17,,,6165211023.81,16593502457.06,,,-707359129.83,,7871873098.0,,,,,,,,-1792084269.26,1767842542.99,,,,61755822481.22,1603818529.65,,,35211883047.27,,10941572908.91,,1595105504.9,16218342396.52,,450758214.95,1557850643.52,40433595273.97,-4391951069.51,,,,1837858471.54,,-96266231.95,,,,8118957051.76,,,,399149912.86,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,7715842105.0,439580000.0,6520000.0,-945076.28,,0.95,18900350000.0,-257110000.0,,10054820000.0,10054820000.0,0.95,0.0,-405464200.4,40802140000.0,,501336548.03,402391915.85,,-3399460000.0,370067903.07,,15938090000.0,6111850000.0,-2264104571.63,11732530000.0,34765980000.0,1842940000.0,,153467391.39,5555200000.0,3490466036.7,1030000.0,-6305401046.38,,22160000.0,2960289862.91,6901169157.27,11732530000.0,18900350000.0,2731120000.0,23207190000.0,7715842105.0,6111850000.0,2731120000.0,9952830000.0,,7705950000.0,48071170000.0,16593502457.06,,,7705950000.0,,2375772577.99,,-15367900000.0,20083970000.0,5555200000.0,-1379880000.0,21944890000.0,88974460000.0,370067903.07,,,,901800000.0,23207190000.0,376491349.79,23206160000.0,8858140000.0,4204640000.0,13510100000.0,,,6111850000.0,-89148000.0,,,6426400.0,5572730000.0,5311810000.0,,0.0,-1835070000.0,47785500000.0,,13510100000.0,,,2061526272.25,,,658823557.7,23206160000.0,7528960000.0,,8962695429.52,,,6111850000.0,20083970000.0,-47910000.0,4081760000.0,-1360273427.05,,,67029570000.0,10115666548.03,,756190000.0,,7330050000.0,13019520000.0,-419490056.86,932350657.03,,56160000.0,15525560000.0,67029570000.0,555859307.24,1030000.0,21944890000.0,34765980000.0,1125219862.91,13019520000.0,32545610000.0,1402702714.55,15938090000.0,,439580000.0,1324878839.27,40802140000.0,-3192088315.77,,1329180000.0,,1842940000.0,47785500000.0,-924264906.59,,88974460000.0,4204640000.0,9506070000.0,7330050000.0,16002210000.0,,901800000.0,9506070000.0,604980352.24,-2643860000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,,-7597248.36,,,,,7397435849.0,,10806383281.1,,0.0,-361941422.91,,,,634793162.43,,,591794867.9,,,6266670660.33,,13737255274.02,,,,148866972.69,5043194817.42,-4649458857.58,19878.09,,,,,3837080734.67,,20907568814.63,,,,,2729926116.73,,,7705954050.0,,20083971225.53,0.08,,,,-3235254515.07,,,,,,19998999927.0,86438511928.5,591794867.9,,,,,19215706147.68,138377176.56,19215686269.59,,3877212092.02,,,,,-23161270.35,,,3600.0,,,,,,44642034023.57,,12811825932.19,,,2125525309.3,,,1050506965.88,,,,5962606043.97,,,6266670660.33,15434512367.95,,,-1023656698.27,,7397435849.0,,,,,,,,-97172266.67,922037311.68,,,,66439512001.5,783660135.12,,,31795131123.45,,12846902900.12,,1075018343.42,16529883884.36,,436608463.38,1031499592.64,41388949919.08,-2084550488.9,,,,1793696683.25,,-658985119.16,,,,9313348243.69,,,,283662977.33,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,-11897089.28,,,,,,,13549871963.76,,0.0,-216847541.85,,,,2354183579.19,,,2314119452.6,,,6593291327.54,,11414660492.64,,,,450870157.57,1003595102.96,2471819604.16,4094337.78,,,,,9853685475.78,,24399093497.17,,,,,2807651297.17,,,7705954050.0,,15434512367.95,,,,,3813181826.28,,,,,,20477711555.79,88903940442.1,2314119452.6,,,,,20646531262.29,312275213.54,20642436924.51,,3120508075.86,,,,,1515606.8,,,406400.0,,,,,,46331067340.75,,15468596305.98,,,4348465676.31,,,2929341811.47,,,,14202151152.09,,,6593291327.54,17906331972.11,,,838362523.33,,,,,,,,,,-389185516.03,3117328950.3,,,,68426228886.31,2805053736.76,,,30896424860.91,,15434642479.84,,1419123864.84,17302812526.96,,447496854.22,1342283974.01,42116176218.8,-4562575984.2,,,,1796292528.25,,1045068949.25,,,,9266119223.43,,,,331871693.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,,,-1453216032.0,,,,,8081831949.0,,12551129521.17,,0.0,-328625718.98,,,,913925064.98,,,889001514.39,,,6742115002.72,,11080972337.14,,,,130023158.75,2740745473.24,-2798534023.75,8460193.41,,,,,6132923495.93,,25627912029.18,,,,,2906904485.19,,,7705954050.0,,17906331972.11,0.11,,,,-1476986794.31,,,,,,20267471136.85,88956766946.54,889001514.39,,,,,18836224951.19,55807588.18,18827764757.78,,4804502438.75,,,,,-424609.33,,,3461712.2,,,,,,46947179147.83,,15790561636.83,,,2599397194.36,,,1243694874.15,,,,8732320690.29,,,6742115002.72,15107797948.36,,,-1295120437.81,,8081831949.0,,,,,,,,-1420703997.03,1099755811.91,,,,68689295809.69,1043948223.73,,,32583724409.55,,14363454738.28,,1355702320.21,18191814041.35,,467762469.26,1264528081.75,41579113647.67,-2680893356.03,,,,1839580319.72,,-983861857.02,,,,10696460579.71,,,,305975840.03,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,7677945594.0,468138205.04,13417016.48,-833865.39,,0.5,27806307708.9,-22293783.43,,12749581421.72,12749581421.72,0.5,0.0,-230162436.44,41619087301.05,,561851068.55,48979527.67,,-1385796457.57,44056962.26,,17947323289.73,6846725713.91,2984004462.86,8747198355.13,33023248362.08,1835733016.54,,-159730834.24,3304561444.66,1549621435.38,4458007.6,-5183683336.83,,6405.87,736769778.08,7476400136.68,8747198355.13,27806307708.9,2930977945.18,20076676960.84,7677945594.0,6846725713.91,2930977945.18,5386214146.79,,7705954050.0,38541775254.36,15107797948.36,,,7705954050.0,,498252141.0,,-10923647639.38,16657419383.74,3304561444.66,-292610787.01,20007199206.47,89537157719.77,44056962.26,,,,285724671.13,20076676960.84,885363515.09,20072218953.24,4521910789.04,5208330375.22,15679108808.01,,,6846725713.91,-223510.55,,,9545304.28,5855471264.51,5584616006.79,,0.0,-1137577120.18,47485587398.53,,15679108808.01,,,2168297231.33,,,162670495.29,20072218953.24,3951881334.27,,9644697368.01,,,6846725713.91,16657419383.74,-1473544235.03,-3426551841.79,94618155.18,,,69529958513.3,6054247166.7,,970485309.11,,3838972797.15,14462339036.45,-589927902.02,774612208.52,,1615194.0,11241685411.3,69529958513.3,-110751306.57,4458007.6,20007199206.47,33023248362.08,-400807342.1,14462339036.45,27300089843.06,2005626736.04,17947323289.73,,468138205.04,1946304358.39,41619087301.05,-1595627810.25,,570029454.77,,1835733016.54,47485587398.53,305167239.92,,89537157719.77,5208330375.22,10940443065.22,3838972797.15,20083971225.53,,285724671.13,10940443065.22,502491780.85,-2496989681.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,,,0.0,,,,,7916050809.0,,14971733238.87,,0.0,-253164129.17,,,,403976098.06,,,395802540.45,,,6821815858.09,,10789684557.3,,,,52205140.7,2149758980.91,-2825154358.06,,,,,,3691313324.58,,30931345736.96,,,,,2985858349.02,,,7705954050.0,,16657419383.74,0.05,,,,-5168197011.23,,,,,,19019680761.15,90630982824.41,395802540.45,,,,,17393358229.53,230218346.32,17393358229.53,,6386753494.02,,,,,-296134409.55,,,6063234.13,,,,,,48154882305.01,,15497165408.81,,,1674552962.68,,,738419885.06,,,,5365866287.26,,,6821815858.09,13832265025.68,,,-689275101.54,,7916050809.0,,,,,,,,-116559095.25,686399585.08,,,,71611302063.26,456181238.76,,,31475438189.26,,16679444115.75,,936133077.62,18343125830.18,,469825625.46,915665985.19,42034865519.74,-223633476.5,,,,1880495115.83,,-146293634.35,,,,10269251926.58,,,,198547708.94,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,0.0,,,,,,,15713836052.05,,0.0,-143471665.15,,,,518589152.28,,,504255611.23,,,6833171039.19,,11133068608.88,,,,143809061.18,2190452146.21,2074454753.46,822468.0,,,,,6246107176.88,,28256353232.85,,,,,3161496286.01,,,7705954050.0,,13832265025.68,,,,,166824824.54,,,,,,18741993632.14,92119994298.19,504255611.23,,,,,18801457857.27,347618317.13,18800635389.27,,8047291344.53,,,,,,,,0.0,,,,,,50273229021.06,,15997351679.32,,,2376814398.33,,,1190002302.19,,,,8622921575.21,,,6833171039.19,15906719779.14,,,600246949.33,,,,,,,,,,-490868157.61,1010016530.59,,,,73378000666.05,662398213.46,,,33117691444.41,,17155537576.65,,1186812096.14,17691488333.91,,525851794.41,1095035205.43,41392762079.74,-3204434482.88,,,,1865294744.68,,667177593.72,,,,13041849984.03,,,,185419619.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,,,0.0,,,,,10020181520.0,,16738827768.14,,0.0,-308400496.67,,,,104161254.11,,,100201815.2,,,6756759766.66,,11345173115.98,,,,43730718.62,2037707138.63,-3256009121.3,,,,,,4180573228.58,,28254451683.19,,,,,3250186379.2,,,7705954050.0,,15906719779.14,0.01,,,,-893267609.42,,,,,,18352479884.99,90360750263.34,100201815.2,,,,,15343551686.56,173875287.13,15343551686.56,,7849031500.1,,,,,,,,33060000.0,,,,,,48489375685.26,,14222404100.18,,,1596729870.86,,,383071206.92,,,,5777303099.44,,,6756759766.66,12650710657.84,,,-2249199519.47,,10020181520.0,,,,,,,,-1230156898.95,321767259.86,-48225376.89,,,72008270378.35,147891972.73,,,30176555133.32,,18312820551.94,,1213658663.94,17791690149.11,,493798141.5,1193203328.68,41425373409.17,-5176720030.65,,,,1761190114.74,,201074581.41,,,,13089952741.58,,,,242321041.15,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,7425853028.0,475486767.04,48961610.29,-42510117.0,,0.08,30439389650.59,-2134292576.0,,25925033274.0,25925033274.0,0.08,2088000000.0,-269817255.48,40830793317.8,,645814740.37,-398851735.87,,-2611401906.46,-406191724.68,,17380906242.37,6780755854.17,-1696175213.74,10376228112.31,25262443566.51,1701211875.09,,-4480793.05,1881088674.08,1832706334.53,,-10983435759.36,,,-7690132991.82,4523601754.32,10376228112.31,30439389650.59,3306973711.34,16894349723.42,7425853028.0,6780755854.17,3306973711.34,2016086672.22,,7705954050.0,25851195135.57,12650710657.84,,,7705954050.0,,-2770346742.18,,-12707053065.67,14483416992.37,1881088674.08,653866838.45,19675991667.88,93757955793.25,-406191724.68,251374318.48,,,2803732.1,16894349723.42,693203809.36,16894349723.42,863138896.03,3864448242.81,13492830370.94,,,6780755854.17,7067228.49,,,9838376.16,5193512978.99,4965383754.87,,2088000000.0,-974853546.47,52510047091.41,,13492830370.94,251374318.48,,1561502419.34,,,-295406721.95,16894349723.42,627874768.58,,6085104173.66,,,6780755854.17,14483416992.37,-42510117.0,-2174002391.37,-273174234.78,,,74081964125.37,2769472781.12,,1260519144.72,,594068242.2,27247603524.9,-452104310.05,289871280.44,48735935.2,2000000.0,7209599651.21,74081964125.37,-403332528.92,,19675991667.88,25262443566.51,-8664986538.29,27247603524.9,18641595484.36,1856909141.29,17380906242.37,,475486767.04,1761479235.57,40830793317.8,-4102265075.64,,235264127.45,,1701211875.09,52510047091.41,-68091702.33,,93757955793.25,3864448242.81,13233658133.96,594068242.2,16657419383.74,-234462486.49,2803732.1,13233658133.96,1401486933.42,-2289688461.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,,,-435409550.17,,,,,7667105321.0,,26221618347.46,,12322898.45,-14423096.58,,,,-389848997.57,,,-383355266.05,,,8173388889.68,,13023755542.35,,,,5712638.99,2844119556.35,-291947.37,3936476.66,,,,,2841004786.72,,31638208964.6,,,,,4649836976.31,,,7705954050.0,,14483416992.37,-0.05,,,,-3739787418.12,,,,,,19982888003.98,99263183742.56,-383355266.05,,,,,16896184792.65,225335308.99,16892248315.99,,7050895267.61,,,,,,,,6647534.28,,,,,,58010589329.85,,14299926428.01,251667722.74,,941832023.06,,,-77534145.38,,,,3782836809.78,,,8173388889.68,14483125045.0,,,1421877298.63,,7667105321.0,,,,,,,,-160129300.2,-158801049.59,,,,79280295738.58,-384136358.58,,,30377936233.33,,27632653096.52,,1019366168.44,16997550976.32,,562269100.26,1002188694.66,40363440679.8,-1446460131.46,,,,1960420228.16,,1411659769.01,,,,14238019311.32,,,,2647081.82,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,0.0,,,,,,,22468983000.31,,0.0,-145851886.48,,,,54972276.68,,,73522700.02,,,8306347014.45,,13404116941.45,,,,14167978.49,5119514300.22,-411582045.9,4877482.96,,,,,5201257382.2,,31578960625.71,,,,,4600373242.63,,,7705954050.0,,14483125045.0,,,,,-601085599.36,,,,,,20024937193.39,100788488692.08,73522700.02,,,,,16313082102.54,625836777.48,16308204619.58,,9601147834.08,,,,,,,,936397.06,,,,,,59788663199.42,,14614546587.16,252273018.41,,1587255816.72,,,502024183.85,,,,6788513198.92,,,8306347014.45,14071542999.1,,,-659764837.11,,,,,,,,,,-441425728.2,694977032.65,,,,80763551498.69,69140255.17,,,36003112316.61,,23785550882.81,,1085231632.87,16685775973.83,,564381500.62,1045171408.04,40133241785.05,-3240228205.42,,,,2011097922.39,,-527538349.49,,,,15464212827.07,,,,1422447.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,,-290518182.39,,,,,6945516476.0,,23106327891.66,,162914607.0,-239815393.79,,,,-206734759.89,,,-208365494.27,,,8191554440.39,,14277613344.97,,,,-48269244.7,4362132526.88,-380002536.35,,,,,,3108090454.63,,31056693827.36,,,,,4593107127.11,,,7705954050.0,,14071542999.1,-0.03,,,,843208324.63,,,,,,19199881451.65,98126812137.67,-208365494.27,,,,,15553274621.6,764366074.24,15553274621.6,,9009593804.68,,,,,,,,109756.2,,,,,,57812260643.39,,14529183071.08,254649668.86,,1273674322.59,,,216122328.16,,,,4381764777.22,,,8191554440.39,13691540462.75,,,1088049228.21,,6945516476.0,,,,,,,,-558336122.04,509362069.65,,,,78926930686.02,-255004004.59,,,33571617631.11,,24240643012.28,,1057551994.43,16477410479.57,,586970175.75,1038121839.06,39461495382.2,-5519373215.39,,,,2063904503.05,,1326505782.35,,,,14866180743.72,,,,168026.3,,,,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,8346742487.0,439151964.56,1367392685.47,-63157070.0,,0.01,29744509323.58,-1000000000.0,,21881309860.4,21881309860.4,0.01,0.0,-281824111.3,39936600440.37,,830031025.43,632768902.01,,2392625295.35,601665485.17,,17068112514.12,8520204015.03,-3238449447.5,14082903073.89,30182657465.58,2032523498.75,,-29482460.7,5467480472.86,-2204789614.36,15646907.05,-6711581621.45,,,-3334495101.94,3995603314.04,14082903073.89,29744509323.58,4733199682.13,13550997370.58,8346742487.0,8520204015.03,4733199682.13,1302189540.81,,7664132250.0,20753346644.02,13691540462.75,,,7664132250.0,,-518744897.24,,-19084934684.58,11486750848.39,5467480472.86,2670446908.88,19138167824.28,93723020007.67,601665485.17,255435571.86,,,255435571.86,13550997370.58,522232174.23,13535350463.53,33286333.31,7818558712.56,12067457657.93,,,8520204015.03,,,,1359698997.93,4305201165.62,4202442356.55,,0.0,-681914488.15,53113915069.48,,12067457657.93,255435571.86,,1804628544.06,,,661577174.18,13535350463.53,91157421.23,,5800231858.1,,,8520204015.03,11486750848.39,-789084802.56,-2996666143.98,542463605.62,,,74584852183.39,2569693233.91,,1706375875.17,,83467424.87,22931257603.9,-892555113.96,1125518615.54,,,5607390706.43,74584852183.39,603286441.31,15646907.05,19138167824.28,30182657465.58,-4016409590.09,22931257603.9,15145955937.59,1143051369.88,17068112514.12,,439151964.56,1116960414.79,39936600440.37,-8878873132.31,,-57871087.92,,2032523498.75,53113915069.48,459819707.01,,93723020007.67,7818558712.56,14249878266.91,83467424.87,14483416992.37,,255435571.86,14249878266.91,2156906314.29,-2052446264.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,,,0.0,,,,,7336930211.0,,20619542573.32,,70000000.0,-53280950.41,,,,-643599893.48,,,-660323718.98,,,8397707983.6,,15064878218.49,,,,-134604978.34,8395142191.91,-986253534.73,1888298.9,,,,,2224634875.91,,29714297000.9,,,,,4725214379.96,,,7664132250.0,,11486750848.39,-0.09,,,,-1283225562.48,,,,,,19121902076.82,92927610699.98,-660323718.98,,,,,12160091411.83,481325294.56,12158203112.93,,6227529891.52,,,,,,,,69293.58,,,,,,52940445184.11,,12582985361.6,255797873.35,,799060950.89,,,-272396167.39,,,,3023695826.8,,,8397707983.6,10500497313.66,,,338622000.65,,7336930211.0,,,,,,,,-114830012.62,-296879577.26,,,,73805708623.16,-778204871.82,,,31371074119.46,,21569371064.65,,1071457118.28,16407788795.14,,442486955.22,1037398948.04,39297937192.55,-10098829250.71,,,,2073981465.46,,390909715.87,,,,14367319729.08,,,,255797873.35,,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,-51414792.07,,,,,,,19307314791.39,,30000000.0,-221170295.69,,,,-188559190.38,,,-176198479.03,,,8501658100.74,,14250545113.08,,,,-9261570.05,9162950729.55,-1545732093.45,21957236.66,,,,,4555735555.98,,30580773280.35,,,,,5042678878.88,,,7664132250.0,,10500497313.66,,,,,706901234.9,,,,,,19416821328.81,93636653813.72,-176198479.03,,,,,11187136655.39,336170207.42,11165179418.73,,6290833156.63,,,,,,,,66696.99,,,,,,55298890159.57,,13016371730.59,307402824.16,,1424361745.24,,,409715590.53,,,,5980097301.22,,,8501658100.74,8954765220.21,,,-807803528.24,,,,,,,,,,-417869376.79,138349446.99,,,,74219832484.91,-197820760.43,,,34518554488.79,,20780335670.78,,1014646154.71,15081970478.61,,529845095.16,977243429.3,37353930544.37,-3844356739.66,,,,2119343252.79,,-560888544.87,,,,14771920430.94,,,,331923717.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,,0.0,,,,,3423782989.0,,21194107763.06,,30000000.0,-142781210.12,,,,51308187.22,,,34237829.89,,,8321565989.38,,13975294915.13,,,,13041317.44,7435441871.37,-1301637142.63,14672775.36,,,,,3740187353.84,,31036553035.14,,,,,5019034717.77,,,7664132250.0,,8954765220.21,0.01,,,,514761120.71,,,,,,19481053857.9,92658610231.63,34237829.89,,,,,9802133947.06,309643048.23,9787461171.7,,5758662361.7,,,,,-5564522.37,,,10608339.25,,,,,,54277181226.93,,13139773167.56,330270244.41,,1358856689.68,,,402965637.57,,,,5099044043.52,,,8321565989.38,7653128077.58,,,18546416.22,,3423782989.0,,,,,,,,-1319669324.83,373992552.89,1.0,,,73177556373.73,64349504.66,,,31649137869.11,,22628043357.82,,955891052.11,15116208308.51,,538648454.76,933879879.73,37377477968.37,-9836891039.2,,,,2139487098.13,,86634499.33,,,,14212851213.4,,,,331923717.08,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,7780812380.0,537127627.25,410993976.4,90034545.49,,-0.12,30116268197.79,-1250400981.26,,23084525208.51,23084525208.51,-0.12,761684.06,-64424849.18,36813562701.24,,985165971.59,-123957502.83,,-771008813.92,-131413117.53,,14963558535.38,8069019527.78,1078528132.96,12770071738.4,26899210169.32,2116469682.98,,20408199.09,5063045738.12,-1078465299.27,132464361.98,423855991.42,,,2168560151.68,4724129096.26,12770071738.4,30116268197.79,4883327074.83,8326150797.83,7780812380.0,8069019527.78,4883327074.83,372478385.61,,7664132250.0,20022516698.58,7653128077.58,,,7664132250.0,,1748466053.15,,-26551606451.57,6574662778.31,5063045738.12,390784653.58,20221253313.53,89141023453.16,-131413117.53,325995540.38,,,265229298.58,8326150797.83,621262470.45,8193686435.85,-1015225431.33,4911543099.49,12190809214.93,,,8069019527.78,-1175264118.89,,,400249646.58,4405351430.98,4179948279.72,,761684.06,-481657305.4,51346062946.46,,12190809214.93,325995540.38,,1195550430.78,,,-167806675.1,8193686435.85,-904808399.47,,5919679527.04,,,8069019527.78,6574662778.31,38619753.42,-4912088070.08,-320373702.55,,,68919770139.63,1588203574.3,,1618263034.04,,-933697485.65,24446852777.14,-838431181.22,517713166.71,-125099754.42,90099753.42,4777829816.59,68919770139.63,-103549303.74,132464361.98,20221253313.53,26899210169.32,1686902846.28,24446852777.14,15244686881.99,1363357105.88,14963558535.38,,537127627.25,1231426022.65,36813562701.24,-2771529422.0,,-110417031.86,,2116469682.98,51346062946.46,474128983.25,,89141023453.16,4911543099.49,13933200337.91,-933697485.65,11486750848.39,-159591110.61,265229298.58,13933200337.91,1415004663.62,-2690799895.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
