,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualCapitalStock,annualOtherIncomeExpense,quarterlyTaxProvision,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualChangeInInventory,quarterlyNetPPE,quarterlyPretaxIncome,trailingGrossProfit,quarterlyPurchaseOfBusiness,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualCashCashEquivalentsAndMarketableSecurities,trailingStockBasedCompensation,annualRepaymentOfDebt,annualEbitda,quarterlyStockholdersEquity,trailingPurchaseOfBusiness,trailingNetIncomeCommonStockholders,quarterlyBasicAverageShares,annualGrossProfit,quarterlyInventory,quarterlyOperatingExpense,annualNetPPE,annualCurrentLiabilities,annualStockBasedCompensation,trailingChangesInAccountReceivables,annualInventory,trailingChangeInInventory,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,quarterlyLongTermDebt,trailingBeginningCashPosition,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,annualAccountsReceivable,trailingOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualRetainedEarnings,quarterlyNetIncome,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualTotalAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyIncomeTaxPayable,quarterlyGoodwill,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualSellingGeneralAndAdministration,quarterlyDilutedEPS,annualTotalNonCurrentAssets,annualFreeCashFlow,trailingTaxProvision,annualBasicAverageShares,quarterlyDilutedAverageShares,trailingCostOfRevenue,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualCurrentDebt,annualEndCashPosition,quarterlyOtherNonCashItems,trailingOperatingIncome,annualTotalRevenue,annualBasicEPS,annualOtherCurrentAssets,annualOperatingIncome,annualCostOfRevenue,annualCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualCashAndCashEquivalents,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,trailingFreeCashFlow,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOperatingIncome,trailingNetOtherInvestingChanges,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingChangeInWorkingCapital,quarterlyGrossProfit,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualGoodwill,quarterlyStockBasedCompensation,quarterlyEndCashPosition,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyCurrentAccruedExpenses,annualDeferredIncomeTax,quarterlyBasicEPS,annualPretaxIncome,annualInterestExpense,trailingCapitalExpenditure,annualCurrentAssets,annualChangeInCashSupplementalAsReported,annualDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,trailingPretaxIncome,trailingDeferredIncomeTax,trailingInterestExpense,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualInvestingCashFlow,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,annualDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyTotalAssets,trailingInvestingCashFlow,annualAccountsPayable,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,trailingChangeInAccountPayable,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualSaleOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,annualCommonStockIssuance,quarterlyCommonStockIssuance,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
1341014400,,669000000.0,669000000.0,,-7000000.0,,,,,,27000000.0,,4000000.0,,1992000000.0,77000000.0,,,,,,,,,994000000.0,,,49500000.0,,357000000.0,176000000.0,,,,,,,,,,,,413000000.0,118000000.0,500000000.0,,1808000000.0,,,0.0,20000000.0,,,0.0,,,,,50000000.0,,,,,151000000.0,50000000.0,,844000000.0,,-3000000.0,,-30000000.0,,3601000000.0,,,,,1.0,,,,,50100000.0,,,176000000.0,,,,10000000.0,,,,,,,,,1217000000.0,2167000000.0,,,,,1721000000.0,,,,102000000.0,,45000000.0,,,278000000.0,-58000000.0,,,,,151000000.0,878000000.0,0.0,1443000000.0,-30000000.0,,,8000000.0,669000000.0,,,361000000.0,,1.01,,,,,,,-821000000.0,,,,,,,,4000000.0,29000000.0,52000000.0,36000000.0,,4818000000.0,314000000.0,0.0,121000000.0,,551000000.0,,3645000000.0,76000000.0,,,5812000000.0,,,50000000.0,557000000.0,,,45000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,766000000.0,766000000.0,,-7000000.0,,,,,,24000000.0,,7000000.0,,1988000000.0,37000000.0,,,,,,,,,1038000000.0,,,49600000.0,,332000000.0,164000000.0,,,,,,,,,,,,436000000.0,97000000.0,534000000.0,,1794000000.0,,,0.0,32000000.0,,,0.0,,,,,13000000.0,,,,,137000000.0,13000000.0,,844000000.0,,-5000000.0,,-35000000.0,,3586000000.0,,,,,0.26,,,,,50300000.0,,,164000000.0,,,,0.0,,,,,,,,,1239000000.0,2226000000.0,,,,,1596000000.0,,,,59000000.0,,24000000.0,,,223000000.0,-45000000.0,,,,,111000000.0,883000000.0,0.0,1373000000.0,-35000000.0,,,9000000.0,766000000.0,,,366000000.0,,0.26,,,,,,,-804000000.0,,,,,,,,0.0,29000000.0,80000000.0,43000000.0,,4825000000.0,292000000.0,0.0,102000000.0,,669000000.0,,3637000000.0,-5000000.0,,,5863000000.0,,,13000000.0,552000000.0,,,45000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,1057000000.0,1057000000.0,-1313000000.0,-7000000.0,,332000000.0,134000000.0,0.0,18000000.0,27000000.0,,5000000.0,116000000.0,2034000000.0,77000000.0,,,-28000000.0,184000000.0,1057000000.0,,-29000000.0,542000000.0,667000000.0,,,,1079000000.0,288000000.0,233000000.0,2034000000.0,1384000000.0,41000000.0,,288000000.0,,146000000.0,548000000.0,1779000000.0,915000000.0,-5000000.0,59000000.0,291000000.0,205000000.0,-194000000.0,1779000000.0,,146000000.0,0.0,59000000.0,191000000.0,,0.0,3347000000.0,739000000.0,,0.0,50000000.0,,,,6392000000.0,373000000.0,50000000.0,,881000000.0,667000000.0,-12000000.0,11000000.0,-70000000.0,,4341000000.0,146000000.0,,,739000000.0,,3908000000.0,170000000.0,,49400000.0,,,134000000.0,233000000.0,,51000000.0,1057000000.0,10000000.0,,6708000000.0,2.96,0.0,340000000.0,5629000000.0,401000000.0,-1226000000.0,1384000000.0,2484000000.0,5725000000.0,95000000.0,1057000000.0,,1823000000.0,,,-129000000.0,101000000.0,,221000000.0,35000000.0,,334000000.0,0.0,-1000000.0,77000000.0,0.0,,153000000.0,191000000.0,-5000000.0,1489000000.0,-70000000.0,,881000000.0,16000000.0,1057000000.0,4341000000.0,-1313000000.0,401000000.0,79000000.0,,241000000.0,117000000.0,,2484000000.0,142000000.0,50100000.0,-1226000000.0,-162000000.0,,,,0.0,205000000.0,-162000000.0,-1000000.0,29000000.0,77000000.0,51000000.0,2.91,5725000000.0,377000000.0,0.0,303000000.0,59000000.0,766000000.0,,3908000000.0,-22000000.0,,3347000000.0,6392000000.0,,377000000.0,50000000.0,548000000.0,,,47000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,652000000.0,652000000.0,,-13000000.0,,,114000000.0,,,21000000.0,,2000000.0,,2004000000.0,65000000.0,,,,,,,,,707000000.0,,,49800000.0,,310000000.0,170000000.0,,,,,,,,,,,,61000000.0,-405000000.0,191000000.0,,1779000000.0,,,0.0,-17000000.0,,,0.0,,,,,44000000.0,,,,,-362000000.0,44000000.0,,881000000.0,,-13000000.0,,-30000000.0,,4367000000.0,,,,,0.87,,,,,50300000.0,,,170000000.0,,,,2000000.0,,,,,,,,,1177000000.0,2391000000.0,,,,,1562000000.0,,,,93000000.0,,-477000000.0,14000000.0,,263000000.0,39000000.0,,,,,144000000.0,1199000000.0,-5000000.0,1299000000.0,-30000000.0,,,9000000.0,652000000.0,,,587000000.0,,0.88,,,,,,,-1224000000.0,,,,,,,,3000000.0,30000000.0,116000000.0,38000000.0,,5544000000.0,247000000.0,1000000.0,-392000000.0,,1057000000.0,,3860000000.0,-294000000.0,,,6251000000.0,,,44000000.0,542000000.0,,,49000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,623000000.0,623000000.0,,0.0,,,108000000.0,,,30000000.0,,2000000.0,,1990000000.0,87000000.0,,,,,,,,,873000000.0,,,50200000.0,,321000000.0,185000000.0,,,,,,,,,,,,64000000.0,-29000000.0,209000000.0,,1765000000.0,,,0.0,-8000000.0,,,0.0,,,,,57000000.0,,,,,25000000.0,57000000.0,,881000000.0,,-29000000.0,,-25000000.0,,3954000000.0,,,,,1.12,,,,,50700000.0,,,185000000.0,,,,2000000.0,,,,,,,,,1220000000.0,2269000000.0,,,,,1683000000.0,,,,114000000.0,,-102000000.0,14000000.0,,299000000.0,91000000.0,,,,,160000000.0,1101000000.0,-5000000.0,1384000000.0,-25000000.0,,,10000000.0,623000000.0,,,564000000.0,,1.14,,,,,,,-1096000000.0,,,,,,,,0.0,29000000.0,117000000.0,52000000.0,,5174000000.0,287000000.0,1000000.0,0.0,,652000000.0,,3778000000.0,98000000.0,,,6047000000.0,,,57000000.0,537000000.0,,,44000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,895000000.0,895000000.0,,-9000000.0,,,139000000.0,,,30000000.0,,9000000.0,,1964000000.0,99000000.0,,,,,,,,,935000000.0,,,49900000.0,,340000000.0,186000000.0,,,,,,,,,,,,52000000.0,272000000.0,260000000.0,,1743000000.0,,,0.0,-77000000.0,,,58000000.0,,,,,69000000.0,,,,,281000000.0,69000000.0,73000000.0,881000000.0,,-37000000.0,,-30000000.0,,3942000000.0,,,,,1.36,,,,,50600000.0,,,186000000.0,,,,5000000.0,,,,,,,,,1402000000.0,2531000000.0,,,,,1637000000.0,,,,118000000.0,,189000000.0,-47000000.0,,304000000.0,155000000.0,,,,-28000000.0,185000000.0,1055000000.0,-5000000.0,1333000000.0,28000000.0,,,9000000.0,895000000.0,,,578000000.0,,1.38,,,,,,,-1078000000.0,,,,,,,,2000000.0,28000000.0,123000000.0,65000000.0,,5344000000.0,287000000.0,1000000.0,251000000.0,,623000000.0,,3748000000.0,46000000.0,,,6279000000.0,,,69000000.0,532000000.0,,,58000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,83000000.0,1043000000.0,1043000000.0,-1404000000.0,-29000000.0,,236000000.0,115000000.0,1000000.0,14000000.0,52000000.0,,1000000.0,51000000.0,1897000000.0,143000000.0,,,-169000000.0,226000000.0,1043000000.0,,-51000000.0,738000000.0,1521000000.0,,,,1237000000.0,311000000.0,198000000.0,1897000000.0,1392000000.0,44000000.0,,311000000.0,,261000000.0,528000000.0,1700000000.0,1057000000.0,-25000000.0,104000000.0,148000000.0,262000000.0,-218000000.0,1700000000.0,,261000000.0,0.0,153000000.0,171000000.0,,0.0,3301000000.0,739000000.0,,236000000.0,91000000.0,,83000000.0,,6225000000.0,292000000.0,91000000.0,,881000000.0,1521000000.0,-90000000.0,-44000000.0,-54000000.0,,3312000000.0,261000000.0,,,739000000.0,,3549000000.0,97000000.0,,49700000.0,,,115000000.0,198000000.0,,79000000.0,1043000000.0,-53000000.0,,6820000000.0,5.25,0.0,498000000.0,5583000000.0,599000000.0,-521000000.0,1392000000.0,2676000000.0,4704000000.0,133000000.0,1043000000.0,,1938000000.0,,,-199000000.0,173000000.0,,191000000.0,-9000000.0,,371000000.0,236000000.0,-119000000.0,119000000.0,19000000.0,-66000000.0,249000000.0,171000000.0,-10000000.0,1567000000.0,-54000000.0,,881000000.0,16000000.0,1043000000.0,3312000000.0,-1404000000.0,599000000.0,-28000000.0,,394000000.0,118000000.0,,2676000000.0,-14000000.0,50400000.0,-521000000.0,-139000000.0,,,,58000000.0,262000000.0,-81000000.0,14000000.0,31000000.0,119000000.0,79000000.0,5.18,4704000000.0,337000000.0,1000000.0,238000000.0,104000000.0,895000000.0,,3549000000.0,-68000000.0,,3301000000.0,6225000000.0,,337000000.0,91000000.0,528000000.0,,,75000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,92000000.0,742000000.0,742000000.0,-1456000000.0,0.0,,,78000000.0,,,42000000.0,,2000000.0,,1856000000.0,132000000.0,,-46000000.0,,,,,,,1561000000.0,,,49100000.0,,315000000.0,150000000.0,,,,,,,,,,,,106000000.0,-301000000.0,255000000.0,,1700000000.0,,,0.0,-2000000.0,,,0.0,3312000000.0,,,,90000000.0,,,,,-214000000.0,90000000.0,,922000000.0,,-17000000.0,,-24000000.0,,3306000000.0,,,,,1.81,,,,,49700000.0,,,150000000.0,,,,3000000.0,,,,,,,,,1240000000.0,2544000000.0,,,,,1594000000.0,,,,157000000.0,,-378000000.0,8000000.0,,307000000.0,316000000.0,,,,-10000000.0,219000000.0,1299000000.0,-10000000.0,1287000000.0,-70000000.0,,,5000000.0,742000000.0,,,565000000.0,,1.83,,,,,,,-515000000.0,,,,,,,,2000000.0,27000000.0,131000000.0,79000000.0,,4546000000.0,263000000.0,1000000.0,-238000000.0,,1043000000.0,,3563000000.0,-162000000.0,,,6107000000.0,,,90000000.0,528000000.0,,,60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,112000000.0,592000000.0,592000000.0,-1492000000.0,-14000000.0,,,58000000.0,,,52000000.0,,1000000.0,,1850000000.0,152000000.0,,-227000000.0,,,,,,,1569000000.0,,,48800000.0,,294000000.0,170000000.0,,,,,,,,,,,,110000000.0,-150000000.0,244000000.0,,1679000000.0,,,0.0,20000000.0,,,0.0,3342000000.0,,,,100000000.0,,,,,272000000.0,100000000.0,,1089000000.0,,-168000000.0,,-27000000.0,,3244000000.0,,,,,2.04,,,,,49100000.0,,,170000000.0,,,,2000000.0,,,,,,,,,1267000000.0,2327000000.0,,,,,1719000000.0,,,,180000000.0,,140000000.0,-12000000.0,,350000000.0,406000000.0,,,,-94000000.0,230000000.0,1216000000.0,-10000000.0,1369000000.0,-254000000.0,,,6000000.0,592000000.0,,,582000000.0,,2.05,,,,,,,-509000000.0,,,,,,,,-51000000.0,29000000.0,130000000.0,86000000.0,,4511000000.0,297000000.0,1000000.0,245000000.0,,742000000.0,,3753000000.0,124000000.0,,,6080000000.0,,,100000000.0,557000000.0,,,49000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,118000000.0,769000000.0,769000000.0,-1525000000.0,-22000000.0,,,53000000.0,,,48000000.0,,7000000.0,,1852000000.0,144000000.0,,1000000.0,,,,,,,1662000000.0,,,48700000.0,,272000000.0,189000000.0,,,,,,,,,,,,99000000.0,177000000.0,222000000.0,,1650000000.0,,,0.0,23000000.0,,,0.0,3377000000.0,,,,96000000.0,,,,,256000000.0,96000000.0,,1086000000.0,,-40000000.0,,-40000000.0,,3229000000.0,,,,,1.96,,,,,49000000.0,,,189000000.0,,,,4000000.0,,,,,,,,,1234000000.0,2380000000.0,,,,,1717000000.0,,,,164000000.0,,83000000.0,15000000.0,,353000000.0,492000000.0,,,,-8000000.0,218000000.0,1144000000.0,-10000000.0,1364000000.0,-39000000.0,,,11000000.0,769000000.0,,,598000000.0,,1.97,,,,,,,-506000000.0,,,,,,,,0.0,27000000.0,127000000.0,93000000.0,,4463000000.0,268000000.0,1000000.0,216000000.0,,592000000.0,,3745000000.0,72000000.0,,,6125000000.0,,,96000000.0,551000000.0,,,47000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,0.0,990000000.0,990000000.0,-1351000000.0,-674000000.0,,716000000.0,74000000.0,1000000.0,-35000000.0,27000000.0,,-45000000.0,53000000.0,1792000000.0,79000000.0,,0.0,-332000000.0,194000000.0,990000000.0,,-710000000.0,850000000.0,1365000000.0,,,,1417000000.0,339000000.0,217000000.0,1792000000.0,1312000000.0,34000000.0,,339000000.0,,338000000.0,547000000.0,1592000000.0,1043000000.0,-49000000.0,105000000.0,221000000.0,249000000.0,140000000.0,1592000000.0,,338000000.0,0.0,12000000.0,244000000.0,,0.0,3143000000.0,726000000.0,,525000000.0,52000000.0,,0.0,,6269000000.0,402000000.0,52000000.0,,1026000000.0,1365000000.0,-107000000.0,17000000.0,-74000000.0,,3592000000.0,338000000.0,-272000000.0,,726000000.0,,3723000000.0,551000000.0,,48800000.0,,,74000000.0,217000000.0,,108000000.0,990000000.0,8000000.0,,6957000000.0,6.93,0.0,691000000.0,5540000000.0,612000000.0,-862000000.0,1312000000.0,2546000000.0,4904000000.0,169000000.0,990000000.0,,1927000000.0,,,110000000.0,190000000.0,,265000000.0,-33000000.0,,407000000.0,525000000.0,-138000000.0,129000000.0,-37000000.0,-26000000.0,183000000.0,244000000.0,-19000000.0,1520000000.0,-74000000.0,,1026000000.0,12000000.0,990000000.0,3592000000.0,-1351000000.0,612000000.0,-22000000.0,,507000000.0,149000000.0,,2546000000.0,-53000000.0,49300000.0,-862000000.0,-165000000.0,,,,0.0,249000000.0,-437000000.0,12000000.0,66000000.0,129000000.0,108000000.0,6.86,4904000000.0,269000000.0,1000000.0,328000000.0,105000000.0,769000000.0,,3723000000.0,106000000.0,,3143000000.0,6269000000.0,,269000000.0,52000000.0,547000000.0,,,38000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,904000000.0,904000000.0,-1388000000.0,,,,78000000.0,,,46000000.0,,1000000.0,,1768000000.0,133000000.0,,-6000000.0,,,,,,,1380000000.0,,,48400000.0,,336000000.0,150000000.0,,,,,,,,,,,,104000000.0,-86000000.0,290000000.0,,1592000000.0,,,0.0,3000000.0,,,32000000.0,3156000000.0,,,,87000000.0,,,,,-3000000.0,87000000.0,,1032000000.0,,-89000000.0,,-20000000.0,,3607000000.0,,,,,1.79,,,,,48700000.0,,,150000000.0,,,,2000000.0,,,,,,,,,1332000000.0,2628000000.0,,,,,1570000000.0,,,,155000000.0,,-128000000.0,-1000000.0,,305000000.0,593000000.0,,,,-29000000.0,202000000.0,1219000000.0,-19000000.0,1265000000.0,6000000.0,,,4000000.0,904000000.0,,,549000000.0,,1.8,,,,,,,-849000000.0,,,,,,,,-41000000.0,23000000.0,127000000.0,108000000.0,,4939000000.0,307000000.0,1000000.0,-23000000.0,,990000000.0,,3691000000.0,-189000000.0,,,6319000000.0,,,87000000.0,540000000.0,,,46000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,960000000.0,960000000.0,-1416000000.0,,,,117000000.0,,,88000000.0,,-57000000.0,,1757000000.0,244000000.0,,0.0,,,,,,,1485000000.0,,,48500000.0,,319000000.0,173000000.0,,,,,,,,,,,,102000000.0,56000000.0,264000000.0,,1305000000.0,,,0.0,17000000.0,,,21000000.0,3173000000.0,,,,156000000.0,,,,,166000000.0,156000000.0,,973000000.0,,-102000000.0,,-29000000.0,,3238000000.0,,,,,3.2,,,,,48800000.0,,,173000000.0,,,,-19000000.0,,,,,,,,,1589000000.0,2694000000.0,,,,,1745000000.0,,,,326000000.0,,-80000000.0,-11000000.0,,499000000.0,729000000.0,,,,-61000000.0,313000000.0,1244000000.0,-20000000.0,1246000000.0,-8000000.0,,,17000000.0,960000000.0,,,565000000.0,,3.22,,,,,,,-836000000.0,,,,,,,,0.0,25000000.0,125000000.0,374000000.0,,4827000000.0,269000000.0,1000000.0,137000000.0,,904000000.0,,3618000000.0,-22000000.0,,,6312000000.0,,,156000000.0,534000000.0,,,44000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,671000000.0,671000000.0,-1453000000.0,-374000000.0,,,141000000.0,,,64000000.0,,6000000.0,,1750000000.0,175000000.0,,0.0,,,,,,,1490000000.0,,,48000000.0,,308000000.0,150000000.0,,,,,,,,,,,,103000000.0,-289000000.0,272000000.0,,1305000000.0,,,0.0,11000000.0,,,0.0,3203000000.0,,,,111000000.0,,,,,254000000.0,111000000.0,,973000000.0,,-506000000.0,,-37000000.0,,3258000000.0,,,,,2.29,,,,,48400000.0,,,150000000.0,,,,5000000.0,,,,,,,,,1294000000.0,2419000000.0,,,,,1800000000.0,,,,194000000.0,,62000000.0,17000000.0,,344000000.0,821000000.0,,,,-102000000.0,245000000.0,1278000000.0,-19000000.0,1456000000.0,-37000000.0,,,8000000.0,671000000.0,,,585000000.0,,2.31,,,,,,,-826000000.0,,,,,,,,-11000000.0,25000000.0,156000000.0,0.0,,4552000000.0,296000000.0,1000000.0,217000000.0,,960000000.0,,3623000000.0,-34000000.0,,,6042000000.0,,,111000000.0,528000000.0,,,45000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,894000000.0,894000000.0,-1489000000.0,-633000000.0,,828000000.0,125000000.0,1000000.0,-65000000.0,30000000.0,,-15000000.0,54000000.0,1827000000.0,80000000.0,,0.0,-783000000.0,180000000.0,894000000.0,,-1028000000.0,949000000.0,1490000000.0,,,,1503000000.0,285000000.0,196000000.0,1827000000.0,1274000000.0,43000000.0,,285000000.0,,404000000.0,495000000.0,1273000000.0,990000000.0,-81000000.0,103000000.0,223000000.0,247000000.0,-41000000.0,1273000000.0,,404000000.0,0.0,23000000.0,236000000.0,,0.0,3316000000.0,669000000.0,,848000000.0,50000000.0,,,,6024000000.0,411000000.0,50000000.0,,956000000.0,1490000000.0,-86000000.0,-8000000.0,-102000000.0,,3260000000.0,404000000.0,-6000000.0,,669000000.0,,3740000000.0,640000000.0,,47900000.0,,,125000000.0,196000000.0,,,894000000.0,4000000.0,,7020000000.0,8.43,0.0,834000000.0,5517000000.0,585000000.0,-845000000.0,1274000000.0,2284000000.0,4534000000.0,228000000.0,894000000.0,,1905000000.0,,,111000000.0,159000000.0,,257000000.0,-20000000.0,,355000000.0,848000000.0,-232000000.0,126000000.0,-42000000.0,-40000000.0,189000000.0,236000000.0,-23000000.0,1550000000.0,-102000000.0,,956000000.0,14000000.0,894000000.0,3260000000.0,-1489000000.0,585000000.0,-15000000.0,,632000000.0,137000000.0,,2284000000.0,-96000000.0,48300000.0,-845000000.0,-188000000.0,,,,53000000.0,247000000.0,-141000000.0,10000000.0,64000000.0,126000000.0,,8.36,4534000000.0,317000000.0,1000000.0,309000000.0,103000000.0,671000000.0,,3740000000.0,204000000.0,,3316000000.0,6024000000.0,,317000000.0,50000000.0,495000000.0,,,45000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,793000000.0,793000000.0,-1519000000.0,,,,72000000.0,,,41000000.0,,-2000000.0,,1809000000.0,177000000.0,,0.0,,,,,,,1521000000.0,,,47000000.0,,283000000.0,137000000.0,,,,,,,,,,,,100000000.0,-101000000.0,274000000.0,,1275000000.0,,,0.0,2000000.0,,,0.0,3328000000.0,,,,136000000.0,,,,,54000000.0,136000000.0,,956000000.0,,-118000000.0,,-37000000.0,,3220000000.0,,,,,2.87,,,,,47400000.0,,,137000000.0,,,,4000000.0,,,,,,,,,1155000000.0,2203000000.0,,,,,1763000000.0,,,,198000000.0,,-152000000.0,15000000.0,,335000000.0,960000000.0,,,,-44000000.0,242000000.0,1086000000.0,-24000000.0,1428000000.0,-37000000.0,,,5000000.0,793000000.0,,,557000000.0,,2.89,,,,,,,-833000000.0,,,,,,,,-50000000.0,19000000.0,125000000.0,,,4375000000.0,252000000.0,1000000.0,17000000.0,,894000000.0,,3693000000.0,-12000000.0,,,5896000000.0,,,136000000.0,490000000.0,,,46000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,852000000.0,852000000.0,-1555000000.0,,,,100000000.0,,,66000000.0,,1000000.0,,1813000000.0,199000000.0,,0.0,,,,,,,1612000000.0,,,47000000.0,,280000000.0,151000000.0,,,,,,,,,,,,88000000.0,59000000.0,222000000.0,,1276000000.0,,,0.0,3000000.0,,,4000000.0,3368000000.0,,,,133000000.0,,,,,169000000.0,133000000.0,,956000000.0,,-66000000.0,,-48000000.0,,3106000000.0,,,,,2.8,,,,,47500000.0,,,151000000.0,,,,-2000000.0,,,,,,,,,1141000000.0,2197000000.0,,,,,1700000000.0,,,,216000000.0,,-40000000.0,24000000.0,,367000000.0,1069000000.0,,,,-42000000.0,265000000.0,1022000000.0,-24000000.0,1333000000.0,-44000000.0,,,6000000.0,852000000.0,,,567000000.0,,2.83,,,,,,,-821000000.0,,,,,,,,0.0,18000000.0,127000000.0,,,4247000000.0,252000000.0,1000000.0,121000000.0,,793000000.0,,3663000000.0,64000000.0,,,5859000000.0,,,133000000.0,485000000.0,,,48000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,957000000.0,957000000.0,-1592000000.0,0.0,,,99000000.0,,,50000000.0,,7000000.0,,1841000000.0,157000000.0,,0.0,,,,,,,1652000000.0,,,46900000.0,,268000000.0,147000000.0,,,,,,,,,,,,99000000.0,105000000.0,255000000.0,,1277000000.0,,,0.0,12000000.0,,,0.0,3433000000.0,,,,107000000.0,,,,,254000000.0,107000000.0,,956000000.0,,-89000000.0,,-60000000.0,,3128000000.0,,,,,2.27,,,,,47200000.0,,,147000000.0,,,,2000000.0,,,,,,,,,1228000000.0,2344000000.0,,,,,1683000000.0,,,,169000000.0,,69000000.0,20000000.0,,316000000.0,1154000000.0,,,,-66000000.0,221000000.0,1046000000.0,-22000000.0,1367000000.0,-60000000.0,,,11000000.0,957000000.0,,,581000000.0,,2.28,,,,,,,-808000000.0,,,,,,,,-1000000.0,19000000.0,135000000.0,,,4356000000.0,293000000.0,1000000.0,194000000.0,,852000000.0,,3664000000.0,-24000000.0,,,6008000000.0,,,107000000.0,479000000.0,,,45000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
