date,annualCurrentLiabilities,annualChangeInInventory,annualDepreciationAndAmortization,annualDilutedAverageShares,quarterlyNetPPE,quarterlyInventory,annualOtherNonCashItems,annualInventory,quarterlyCurrentDebt,annualPurchaseOfBusiness,annualStockBasedCompensation,annualSaleOfInvestment,annualGrossProfit,annualOtherIntangibleAssets,annualDilutedEPS,quarterlyOtherCurrentLiabilities,annualOperatingCashFlow,annualNetPPE,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,trailingPurchaseOfBusiness,trailingPretaxIncome,trailingNetIncome,annualCashCashEquivalentsAndMarketableSecurities,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,annualBasicEPS,annualChangeInWorkingCapital,annualRepaymentOfDebt,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualGoodwill,annualCapitalExpenditure,trailingGrossProfit,annualOtherIncomeExpense,annualOperatingIncome,annualInvestingCashFlow,annualCapitalStock,trailingResearchAndDevelopment,annualTotalRevenue,trailingCapitalExpenditure,annualAccountsPayable,trailingInvestingCashFlow,annualPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingTotalRevenue,quarterlyAccountsPayable,annualEndCashPosition,trailingTaxProvision,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,trailingEndCashPosition,annualInvestmentsAndAdvances,annualNetOtherFinancingCharges,trailingOperatingIncome,trailingOperatingExpense,trailingSellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyGrossPPE,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualCostOfRevenue,annualOperatingExpense,annualResearchAndDevelopment,annualOtherNonCurrentAssets,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyStockholdersEquity,annualEbitda,trailingNetIncomeCommonStockholders,quarterlyLongTermDebt,annualCashDividendsPaid,annualBeginningCashPosition,annualNetIncome,annualBasicAverageShares,annualOtherShortTermInvestments,annualCommonStockIssuance,annualFreeCashFlow,annualOtherCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,annualTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualLongTermDebt,annualTotalAssets,annualTaxProvision,annualStockholdersEquity,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,trailingCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,trailingPurchaseOfInvestment,quarterlyChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingSaleOfInvestment,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyEndCashPosition,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,trailingRepaymentOfDebt,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyCostOfRevenue,trailingChangeInAccountPayable,quarterlyBeginningCashPosition,annualRetainedEarnings,annualInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,trailingChangesInAccountReceivables,quarterlyRetainedEarnings,trailingBasicAverageShares,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherInvestingChanges,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCapitalExpenditure,trailingInterestExpense
1970-01-01 00:00:00.859766400,114000000.0,-30300000.0,20300000.0,204694836.0,,,56500000.0,73200000.0,,,,200000.0,,,0.213,,76800000.0,86400000.0,,,400000.0,223600000.0,199200000.0,25900000.0,-168700000.0,,28200000.0,,8800000.0,0.0,107300000.0,,0.215,-20400000.0,-44600000.0,50600000.0,,,,,,-34600000.0,684700000.0,-200000.0,731000000.0,-31000000.0,10500000.0,79600000.0,731000000.0,-32100000.0,,-31000000.0,,,,,2282500000.0,,19700000.0,24400000.0,25900000.0,67900000.0,6700000.0,,115600000.0,200000.0,-100000.0,227800000.0,456900000.0,385800000.0,219500000.0,,8600000.0,,,,,200000.0,74300000.0,122600000.0,205200000.0,199200000.0,,1597800000.0,,,,43600000.0,,,751300000.0,199200000.0,,-15900000.0,10900000.0,43600000.0,202790698.0,,25700000.0,42200000.0,106100000.0,251600000.0,,,,,86600000.0,,,,291800000.0,-7000000.0,168400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.891302400,191300000.0,-52700000.0,26200000.0,211963190.0,,,80200000.0,119500000.0,,,,0.0,,,0.326,,106400000.0,112600000.0,,,,,,55000000.0,,,,,31500000.0,0.0,186700000.0,,0.327,18900000.0,-3100000.0,80000000.0,,,,,,-56600000.0,,0.0,841700000.0,-54200000.0,10600000.0,,841700000.0,,,,,,,,,,51200000.0,,55000000.0,86500000.0,4600000.0,,,200000.0,-100000.0,,,,,,6100000.0,,,,,200000.0,,197400000.0,293600000.0,,,,,,,69100000.0,,,867900000.0,,,-19000000.0,19700000.0,69100000.0,211314985.0,,500000.0,49800000.0,119100000.0,,,,,,112800000.0,,,,406400000.0,-10900000.0,208100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.922838400,180300000.0,-29700000.0,34000000.0,213246753.0,,,57000000.0,91900000.0,,,,,,,0.385,,91000000.0,109100000.0,,,,,,97300000.0,,1700000.0,,,39300000.0,0.0,166500000.0,,0.387,-29700000.0,-600000.0,87700000.0,14800000.0,,,,,-33100000.0,,,960600000.0,-33000000.0,10600000.0,,960600000.0,,,,,,,,,,90500000.0,,97300000.0,82200000.0,13800000.0,,,200000.0,-300000.0,,,,,,15800000.0,,,,,200000.0,,196100000.0,338000000.0,,,,,,,82100000.0,,,994600000.0,,,-31800000.0,51200000.0,82100000.0,212144703.0,,100000.0,57900000.0,148800000.0,,,,,,114700000.0,,,14100000.0,452700000.0,5500000.0,255900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.954460800,262000000.0,-72500000.0,35300000.0,215311005.0,,,-25000000.0,256800000.0,,-124300000.0,,,330500000.0,,0.209,,10300000.0,172800000.0,,,,,,79600000.0,,1400000.0,,,-23000000.0,0.0,16200000.0,,0.21,-72500000.0,-100000.0,47600000.0,170500000.0,,,,-32200000.0,-29900000.0,,-100000.0,276600000.0,-155200000.0,10700000.0,,1045900000.0,,242400000.0,,-1300000.0,,,,,,67500000.0,,79600000.0,45100000.0,16200000.0,,,1800000.0,152600000.0,,,,,,171100000.0,,715400000.0,53900000.0,50500000.0,1800000.0,,433100000.0,584000000.0,,,,,,,45000000.0,,,311900000.0,,,-30400000.0,90500000.0,45000000.0,214285714.0,,100000.0,-19600000.0,247600000.0,,,,,,146700000.0,,,169700000.0,730700000.0,2500000.0,296800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.985996800,421700000.0,52200000.0,44900000.0,222337125.0,,,-84200000.0,187500000.0,,-10400000.0,,,321300000.0,,-0.967,,-39300000.0,102800000.0,,,,,,56200000.0,,1300000.0,,,-14100000.0,0.0,308000000.0,,-0.967,52200000.0,-4300000.0,-213100000.0,137800000.0,,,,,-30700000.0,,-500000.0,252100000.0,-34000000.0,11300000.0,,1334900000.0,,,,0.0,,,,,,53400000.0,,56200000.0,-214900000.0,112700000.0,,,500000.0,73000000.0,,,,,,138200000.0,,1013600000.0,69200000.0,66600000.0,500000.0,,559900000.0,533300000.0,,,,,,,-215000000.0,,,297000000.0,,,-10800000.0,67500000.0,-215000000.0,222337125.0,,0.0,-70000000.0,286000000.0,,,,275200000.0,,107300000.0,,,136900000.0,640600000.0,1800000.0,79800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.017532800,259700000.0,91400000.0,33800000.0,224000000.0,,,113000000.0,94400000.0,,-500000.0,,,288800000.0,,0.05,,146800000.0,58000000.0,,,,,,63300000.0,,1200000.0,,,9700000.0,18900000.0,39100000.0,,0.05,28000000.0,-41300000.0,13900000.0,66000000.0,,,,,-13300000.0,,-500000.0,223800000.0,14200000.0,11300000.0,,959800000.0,,187900000.0,,,,,,,,63100000.0,,63300000.0,11400000.0,30600000.0,,,400000.0,-151200000.0,,,,,,66400000.0,,671000000.0,65000000.0,33000000.0,3100000.0,,326100000.0,350500000.0,,,,,,,11200000.0,,,257600000.0,,,0.0,53400000.0,11300000.0,224000000.0,,100000.0,133500000.0,27500000.0,,,,153800000.0,,65800000.0,,,65200000.0,416300000.0,2600000.0,89400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.049068800,227300000.0,-10400000.0,24100000.0,225414365.0,,,86500000.0,84000000.0,,0.0,,,289000000.0,,0.181,,110600000.0,48000000.0,,,,,,70400000.0,,800000.0,,,7300000.0,7700000.0,40400000.0,,0.181,-18100000.0,-63000000.0,58300000.0,3000000.0,,,,,-14100000.0,,-200000.0,223300000.0,-4500000.0,11300000.0,,866500000.0,,171400000.0,,,,,,,,70400000.0,,70400000.0,41000000.0,500000.0,,,200000.0,-100000.0,,,,,,3000000.0,,577500000.0,65700000.0,31000000.0,2700000.0,,230300000.0,303800000.0,,,,,,,40800000.0,,,247400000.0,,,-3400000.0,63100000.0,40900000.0,225414365.0,,0.0,96500000.0,147900000.0,,,,166800000.0,,54800000.0,,,2200000.0,358600000.0,17400000.0,127500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.080691200,256000000.0,-12100000.0,17900000.0,225853659.0,,,47300000.0,96100000.0,,,,,281300000.0,,0.205,,65200000.0,48700000.0,,,,,,105200000.0,,1600000.0,,,34800000.0,0.0,40700000.0,,0.205,16800000.0,,49900000.0,2000000.0,,,,,-19500000.0,,0.0,233400000.0,-17100000.0,11300000.0,,915200000.0,,200300000.0,,,,,,,,105200000.0,,105200000.0,46300000.0,600000.0,,,200000.0,-800000.0,,,,,,3600000.0,,633900000.0,47900000.0,33200000.0,1800000.0,,259600000.0,367800000.0,,,,,,,46300000.0,,,251300000.0,,,-11300000.0,70400000.0,46300000.0,225853659.0,,,45700000.0,161900000.0,,,,150700000.0,,54400000.0,,,2000000.0,422200000.0,3600000.0,162600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.112227200,279300000.0,-28100000.0,18200000.0,228514056.0,,,31400000.0,124200000.0,,,,,328800000.0,,0.249,,49600000.0,52600000.0,,,,,,123900000.0,,700000.0,,,18700000.0,8800000.0,41200000.0,,0.252,2900000.0,,63700000.0,100000.0,,,,,-21500000.0,,0.0,277100000.0,-11400000.0,11300000.0,,1022000000.0,,231300000.0,,,,,,,,123900000.0,,123900000.0,56900000.0,100000.0,,,200000.0,-2400000.0,,,,,,800000.0,,693200000.0,51700000.0,38500000.0,1800000.0,,280100000.0,426200000.0,,,,,,,56900000.0,,,295300000.0,,,-18100000.0,105200000.0,56900000.0,225793651.0,,,28100000.0,175700000.0,,,,182600000.0,,57200000.0,,,100000.0,483400000.0,6800000.0,203300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.143763200,324900000.0,-9600000.0,19000000.0,237200737.0,,,157200000.0,133800000.0,,,,,446700000.0,,0.543,,176200000.0,64600000.0,,,,,,242400000.0,,4100000.0,,,118300000.0,-600000.0,49300000.0,,0.549,26800000.0,,140100000.0,0.0,,,,,-31500000.0,,,385700000.0,-31900000.0,11900000.0,,1204600000.0,,267700000.0,,,,,,,,242400000.0,,242400000.0,128800000.0,0.0,,,200000.0,16500000.0,,,,,,4100000.0,,757900000.0,61000000.0,40300000.0,3700000.0,,329000000.0,561600000.0,,,,,,,128800000.0,,,404700000.0,,,-42300000.0,123900000.0,128800000.0,234608379.0,,,144700000.0,183600000.0,,,,209200000.0,,73600000.0,,,0.0,635200000.0,11300000.0,306200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
