date,annualCurrentDeferredRevenue,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualCurrentDebt,annualEndCashPosition,trailingCostOfRevenue,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInAccountPayable,trailingTaxProvision,trailingEndCashPosition,trailingFreeCashFlow,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualAccountsPayable,quarterlyOtherNonCashItems,annualOtherCurrentAssets,quarterlyRetainedEarnings,annualOperatingIncome,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyDepreciationAndAmortization,annualCashAndCashEquivalents,annualInvestmentsAndAdvances,annualNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyOperatingIncome,annualDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualNetIncomeContinuousOperations,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyFreeCashFlow,annualBeginningCashPosition,annualCostOfRevenue,annualCashDividendsPaid,quarterlyLongTermDebt,annualLongTermDebt,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,annualTotalAssets,trailingPretaxIncome,quarterlyNetOtherInvestingChanges,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualBasicEPS,trailingNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualEbitda,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualSaleOfInvestment,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,annualOtherIntangibleAssets,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyNetIncomeContinuousOperations,quarterlyOperatingExpense,quarterlyCostOfRevenue,annualCommonStockIssuance,quarterlyDilutedAverageShares,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyGrossProfit,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInventory,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,annualInventory,trailingCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualTotalNonCurrentAssets,annualCurrentLiabilities,annualOtherIncomeExpense,annualGrossProfit,trailingStockBasedCompensation,quarterlyPretaxIncome,annualNetPPE,quarterlyPurchaseOfBusiness,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualOtherNonCashItems,quarterlyNetPPE,quarterlyBeginningCashPosition,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDebt,quarterlyBasicAverageShares,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualInterestExpense,annualChangesInAccountReceivables,annualBasicAverageShares,annualPretaxIncome,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingBeginningCashPosition,annualGoodwill,trailingCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyGrossPPE,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,trailingNetIncome,trailingInvestingCashFlow,annualGrossPPE,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualRepaymentOfDebt,annualChangeInWorkingCapital,annualAccumulatedDepreciation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,trailingGrossProfit,annualCapitalExpenditure,annualStockBasedCompensation,trailingDeferredIncomeTax,annualTotalRevenue,trailingChangeInWorkingCapital,annualCapitalStock,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
2008-06-30,,,18658000.0,,,,30988000.0,,,,,,,,144526000.0,,,669778000.0,634294000.0,,-4449000.0,,26709000.0,,0.36,,,-48510000.0,21574000.0,,,,1512503000.0,122952000.0,,,,,,,1344888000.0,1979182000.0,,,1490520000.0,,-24355000.0,,,,481910000.0,,-40196000.0,52910000.0,,,0.0,,,,,0.0,,,,478062000.0,,820742000.0,,,,18710000.0,,,,30988000.0,83775000.0,137136000.0,,30988000.0,39738000.0,1349813000.0,,86158791.0,,20616000.0,-23479000.0,,6995000.0,162690000.0,,-79054000.0,328738000.0,,,285922000.0,,20616000.0,-181655000.0,,,,,,,,,,35039000.0,,,,4051000.0,20616000.0,,,1189921000.0,25179000.0,,2124000.0,861000.0,-23479000.0,19792000.0,70766000.0,,,41032000.0,86141291.0,,9460000.0,,0.36,,426000.0,,,,,,,,,-4563000.0,,,,-876000.0,,,1371576000.0,,,,,,,,163373000.0,439668000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,,,,99655000.0,,,,,,,,92618000.0,,,534312000.0,607911000.0,,-24299000.0,,126364000.0,,1.16,,26041000.0,-39492000.0,19620000.0,,,,1580911000.0,72009000.0,,,,,,,1317570000.0,1925481000.0,,,1344956000.0,,63687000.0,,,,480705000.0,,60465000.0,33677000.0,,,0.0,,,,,0.0,,,,569925000.0,,810644000.0,,,,41370000.0,,,,99655000.0,83775000.0,130086000.0,,99655000.0,11972000.0,1496930000.0,,86158791.0,,59862000.0,-17838000.0,,15359000.0,83981000.0,,85771000.0,258911000.0,,,296262000.0,,59862000.0,-202116000.0,,,,,,,,,,140066000.0,,,,40411000.0,59862000.0,,,1185801000.0,20616000.0,,-3396000.0,861000.0,-17838000.0,-24441000.0,47576000.0,,,19937000.0,86141291.0,,9334000.0,,1.16,,418000.0,,,,,,,,,39246000.0,,,,81525000.0,,,1387917000.0,,,,,,,,192282000.0,265364000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,5748000.0,,14800000.0,16368000.0,8923000.0,,11071000.0,,775507000.0,63911000.0,,,,,-110734000.0,,,244909000.0,373411000.0,105861000.0,75962000.0,44386000.0,137435000.0,148741000.0,,,31818000.0,-161784000.0,22844000.0,8923000.0,,0.0,699686000.0,-133578000.0,1.9,1020416000.0,405554000.0,,,-3254000.0,1237072000.0,1610483000.0,163935000.0,163935000.0,1020416000.0,86224209.0,-40624000.0,30509000.0,4461808000.0,,479503000.0,479503000.0,109362000.0,6854000.0,1610483000.0,,0.0,16728000.0,35239000.0,1.9,,44386000.0,,373411000.0,232909000.0,579467000.0,,775507000.0,579467000.0,,163935000.0,24191000.0,84168000.0,410000.0,24191000.0,11071000.0,40969000.0,33316000.0,,11071000.0,314949000.0,518315000.0,,,137435000.0,8923000.0,-18985000.0,,5748000.0,181371000.0,,-112961000.0,148424000.0,33316000.0,,289150000.0,,8923000.0,-220719000.0,-18332000.0,148424000.0,,97989000.0,1237072000.0,244909000.0,-171415000.0,554295000.0,,23671000.0,1178965000.0,,,12600000.0,8923000.0,83204000.0,47037000.0,1178965000.0,59862000.0,,4122025000.0,862000.0,-18985000.0,-10315000.0,16728000.0,,289150000.0,16368000.0,,,10221000.0,8923000.0,,,410000.0,,6854000.0,,40313000.0,,86145543.0,227846000.0,,-50939000.0,,40969000.0,,-21639000.0,,,1399684000.0,55846000.0,,,,,1399684000.0,,105861000.0,92741000.0,,,,-267782000.0,-220719000.0,,92741000.0,-86458000.0,-21586000.0,4118608000.0,,-86458000.0,,,5016103000.0,,862000.0,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,75740000.0,,,,30661000.0,,,,,,,,75047000.0,3854000.0,,179915000.0,354842000.0,,4389000.0,,168096000.0,,0.36,,,-19479000.0,20909000.0,,,,609395000.0,91141000.0,,,,,,,1220961000.0,1575803000.0,,,953117000.0,,20755000.0,,,,478304000.0,,-24632000.0,1263000.0,,,0.0,,,,,0.0,,,,612086000.0,-25392000.0,773202000.0,,,,13776000.0,,,,30661000.0,40969000.0,65609000.0,,30661000.0,96649000.0,421605000.0,,86322411.0,,28427000.0,-15918000.0,,8418000.0,187790000.0,,-37017000.0,173056000.0,,,289695000.0,-73451000.0,28427000.0,-241468000.0,,,,,,,,,,42668000.0,,,,12007000.0,28427000.0,,,1170328000.0,8923000.0,,0.0,862000.0,-15918000.0,-1251000.0,2481000.0,,,12634000.0,86243745.0,,11470000.0,,0.36,-32478000.0,402000.0,,,,,,,,,19504000.0,,,,36673000.0,,,1411796000.0,,,,,,,,76713000.0,32162000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,21772000.0,,,,42669000.0,,,,,,,,100467000.0,5625000.0,,176529000.0,423869000.0,,6167000.0,,210765000.0,,0.49,,,-15770000.0,21107000.0,,,,793304000.0,108343000.0,,,,,,,1204919000.0,1628788000.0,,,960410000.0,,46141000.0,,,,477109000.0,,-49684000.0,3874000.0,,,0.0,,,,,0.0,,,,657778000.0,20360000.0,783881000.0,,,,20943000.0,,,,42669000.0,40969000.0,68187000.0,,42669000.0,42879000.0,642082000.0,,86333349.0,,73341000.0,-8657000.0,,2808000.0,151222000.0,,-29636000.0,222740000.0,,,299361000.0,-1227000.0,73341000.0,-262405000.0,,,,,,,,,,68169000.0,,,,25500000.0,73341000.0,,,1156808000.0,28427000.0,,0.0,862000.0,-8657000.0,-1227000.0,3165000.0,,,8928000.0,86244152.0,,11191000.0,,0.49,-2515000.0,394000.0,,,,,,,,,44914000.0,,,,54798000.0,,,1419213000.0,,,,,,,,95873000.0,28611000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,29165000.0,,,,-13439000.0,,,,,,,,14523000.0,15921000.0,,205486000.0,449367000.0,,16354000.0,,197326000.0,,-0.16,,,2288000.0,21634000.0,,,,811693000.0,-10255000.0,,,,,,,1197240000.0,1646607000.0,,,983913000.0,,14771000.0,,,,475916000.0,,-5962000.0,3874000.0,,,0.0,,,,,0.0,,,,652094000.0,6410000.0,778427000.0,,,,30376000.0,,,,-13439000.0,40969000.0,54082000.0,,-13439000.0,50799000.0,771149000.0,,86244245.0,,86870000.0,-11920000.0,,8240000.0,40544000.0,,2669000.0,228702000.0,,,295281000.0,-1225000.0,86870000.0,-283789000.0,,,,,,,,,,-18043000.0,,,,-4604000.0,86870000.0,,,1147779000.0,73341000.0,,-17000.0,862000.0,-11920000.0,-1242000.0,4957000.0,,,18989000.0,86244245.0,,10932000.0,,-0.16,14268000.0,385000.0,,,,,,,,,13529000.0,,,,26691000.0,,,1431568000.0,,,,,,,,102812000.0,27238000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,10289000.0,,-1525000.0,16551000.0,36905000.0,,9463000.0,,759455000.0,29235000.0,5650000.0,,,,39603000.0,-17465000.0,,190624000.0,425976000.0,106471000.0,-17465000.0,0.0,206789000.0,208800000.0,,,,-48654000.0,23164000.0,36905000.0,,0.0,921937000.0,19571000.0,0.8,950079000.0,153791000.0,,,36501000.0,1188518000.0,1614494000.0,69354000.0,69354000.0,950079000.0,86342433.0,-45166000.0,8923000.0,2773738000.0,,474726000.0,474726000.0,-46136000.0,3893000.0,1614494000.0,,481000.0,5777000.0,68918000.0,0.8,,0.0,-100000.0,425976000.0,229640000.0,653815000.0,4272000.0,759455000.0,653815000.0,,69354000.0,14916000.0,86814000.0,377000.0,14916000.0,9463000.0,40969000.0,45729000.0,,9463000.0,19698000.0,882668000.0,,,206789000.0,36905000.0,-11797000.0,,10289000.0,39269000.0,,-3707000.0,274838000.0,45729000.0,,278008000.0,-20197000.0,36905000.0,-304794000.0,-9000000.0,274838000.0,,-126414000.0,1188518000.0,190624000.0,-67691000.0,362591000.0,,5795000.0,1137910000.0,,,-3668000.0,36905000.0,85274000.0,644000.0,1137910000.0,86870000.0,,-83000.0,863000.0,-12278000.0,-5280000.0,5777000.0,,278008000.0,16551000.0,,,10644000.0,36905000.0,,7668000.0,377000.0,,3893000.0,,44237000.0,-13057000.0,86248205.0,98589000.0,,-49965000.0,,40969000.0,,-32888000.0,,,1442704000.0,,,,,,1442704000.0,,106471000.0,26493000.0,,,-96100000.0,-81615000.0,-304794000.0,,26493000.0,-48292000.0,27982000.0,0.0,,-48773000.0,7935000.0,,3136329000.0,,863000.0,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,21394000.0,,,,-12363000.0,,,,,,,,11114000.0,7279000.0,,215205000.0,434760000.0,,7741000.0,,194426000.0,,-0.14,,2667000.0,26228000.0,21260000.0,,,,894512000.0,-11594000.0,,,,,,,1178201000.0,1612961000.0,,,957029000.0,,32045000.0,,,,453304000.0,,19226000.0,3949000.0,,,0.0,,,,,0.0,,,,645332000.0,10878000.0,741824000.0,,,,18927000.0,,,,-12363000.0,40969000.0,61537000.0,,-12363000.0,42654000.0,863452000.0,,86329237.0,,37536000.0,-11416000.0,,30080000.0,31060000.0,,1032000.0,255612000.0,,,281817000.0,-66219000.0,37536000.0,-325501000.0,,,,,,,,,,-20068000.0,,,,-7705000.0,37536000.0,,,1126443000.0,36905000.0,,-5195000.0,863000.0,-11416000.0,-31414000.0,4998000.0,,,8099000.0,86329237.0,,9922000.0,,-0.14,-16073000.0,369000.0,,,,,,,,,631000.0,,,,43461000.0,,,1451944000.0,,,,,,,,115892000.0,20611000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,10793000.0,,,,1152000.0,,,,,,,,35046000.0,-2845000.0,,186320000.0,451732000.0,,-1680000.0,,195578000.0,,0.01,,1995000.0,-34379000.0,21553000.0,,,,1005898000.0,19421000.0,,,,,,,1168959000.0,1620691000.0,,,964745000.0,,-3205000.0,,,,496090000.0,,3990000.0,3748000.0,,,0.0,,,,,0.0,,,,645346000.0,1782000.0,778425000.0,,,,22512000.0,,,,1152000.0,40969000.0,84451000.0,,1152000.0,32346000.0,954131000.0,,86506590.0,,63269000.0,-5410000.0,,1133000.0,51767000.0,,-6571000.0,251622000.0,,,275743000.0,-482061000.0,63269000.0,-346822000.0,,,,,,,,,,727000.0,,,,-425000.0,63269000.0,,,1109273000.0,37536000.0,,5146000.0,864000.0,-5410000.0,28938000.0,4334000.0,,,4841000.0,86336125.0,,12766000.0,,0.01,-22162000.0,361000.0,,,,,,,,,25733000.0,,,,2205000.0,,,1456095000.0,,,,,,,,117785000.0,20713000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,16397000.0,,,,23207000.0,,,,,,,,71945000.0,3923000.0,,219769000.0,529539000.0,,-3583000.0,,218785000.0,,0.27,,-4484000.0,61715000.0,21943000.0,,,,1031174000.0,50450000.0,,,,,,,1154516000.0,1684055000.0,,,1002448000.0,,99205000.0,,,,496212000.0,,13684000.0,3799000.0,,,11000.0,,,,,0.0,,,,671007000.0,-2378000.0,782679000.0,,,,25923000.0,,,,23207000.0,40969000.0,73747000.0,,23207000.0,38340000.0,942384000.0,,87013575.0,,162386000.0,-6166000.0,,7890000.0,88790000.0,,-997000.0,237938000.0,,,279814000.0,-99000.0,162386000.0,-368383000.0,,,,,,,,,,36139000.0,,,,12932000.0,162386000.0,,,1092688000.0,63269000.0,,0.0,864000.0,-6177000.0,-99000.0,4854000.0,,,9870000.0,86343102.0,,13863000.0,,0.27,14287000.0,353000.0,,,,,,,,,99117000.0,,,,105382000.0,5260000.0,,1461071000.0,,0.0,,,,,,114953000.0,34512000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,18685000.0,,43450000.0,8014000.0,200049000.0,,2294000.0,,774296000.0,13783000.0,47938000.0,,,,46997000.0,28887000.0,,265715000.0,599357000.0,155220000.0,3515000.0,0.0,221079000.0,93064000.0,,,-948000.0,11633000.0,22005000.0,200049000.0,,1114000.0,1148184000.0,34787000.0,0.16,1040011000.0,178795000.0,2000.0,,193019000.0,1140827000.0,1740184000.0,14290000.0,14290000.0,1040011000.0,86789179.0,64974000.0,36905000.0,3807909000.0,,468954000.0,468954000.0,-9234000.0,3847000.0,1740184000.0,,1103000.0,4031000.0,92034000.0,0.17,,0.0,-889000.0,599357000.0,165102000.0,689573000.0,37656000.0,774296000.0,689573000.0,,14290000.0,29151000.0,86761000.0,344000.0,29151000.0,2294000.0,40969000.0,80169000.0,,2294000.0,65455000.0,1047942000.0,,,221079000.0,200049000.0,-8266000.0,,18685000.0,100242000.0,,-10398000.0,247172000.0,80169000.0,,298943000.0,-27592000.0,200049000.0,-389409000.0,-31026000.0,247172000.0,,27666000.0,1140827000.0,265715000.0,-16934000.0,271859000.0,,11275000.0,1081312000.0,,,8981000.0,200049000.0,225428000.0,-555000.0,1081312000.0,162386000.0,,141000.0,864000.0,-9406000.0,-28451000.0,4031000.0,7983000.0,298943000.0,8014000.0,,,13717000.0,200049000.0,,-10078000.0,344000.0,,3847000.0,,50268000.0,-34026000.0,86340342.0,28073000.0,,37663000.0,,40969000.0,,74380000.0,7983000.0,,1470721000.0,-770000.0,-840000.0,,,,1470721000.0,,155220000.0,25396000.0,2000.0,,-575971000.0,65197000.0,-389409000.0,,25396000.0,-31258000.0,163144000.0,141000.0,,-32409000.0,37244000.0,,4079768000.0,,864000.0,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,33262000.0,,,,45788000.0,,,,,,,,108108000.0,19101000.0,,363645000.0,765846000.0,,123000.0,,266867000.0,,0.52,,3760000.0,-113564000.0,22011000.0,,,,1167265000.0,109714000.0,,,,,,,1126116000.0,1891962000.0,,,1138139000.0,,-23285000.0,,,,469075000.0,,-147904000.0,3898000.0,,,225000.0,,,,,0.0,,,,743223000.0,73157000.0,774494000.0,,,,19451000.0,,,,45788000.0,40969000.0,113988000.0,,45788000.0,52403000.0,1005148000.0,,87783857.0,,165896000.0,-7093000.0,,26726000.0,162117000.0,,-23891000.0,395076000.0,,,299177000.0,-4796000.0,165896000.0,-410325000.0,,,,,,,,,,72907000.0,,,,27119000.0,165896000.0,,,1063831000.0,200049000.0,,-6316000.0,864000.0,-7337000.0,-11112000.0,4461000.0,,,1495000.0,86413781.0,,13190000.0,,0.53,-33942000.0,336000.0,,,,,,,,,-34153000.0,,,,-15948000.0,23141000.0,,1474156000.0,,,,,,,,226073000.0,41840000.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,18200000.0,,,,124900000.0,,,,,,,,247100000.0,2119000.0,,270896000.0,1222280000.0,,3430000.0,,391732000.0,,1.42,,4362000.0,19253000.0,22043000.0,,,,1447700000.0,217900000.0,,,,,,,1127626000.0,2349906000.0,,,1230052000.0,,164943000.0,,,,591535000.0,,79130000.0,17725000.0,,,0.0,,,,,0.0,,,,973402000.0,-67970000.0,959156000.0,,,,13954000.0,,,,124900000.0,40969000.0,98152000.0,,134200000.0,40200000.0,1189600000.0,,87789351.0,,747977000.0,-13628000.0,,2988000.0,258100000.0,,7200000.0,315946000.0,,,348099000.0,-2759000.0,747977000.0,-433486000.0,,,,,,,,,,210900000.0,,,,76700000.0,747977000.0,,,1061342000.0,165896000.0,,419953000.0,865000.0,-13642000.0,417124000.0,4687000.0,,,186000.0,86422881.0,,14200000.0,,1.44,15795000.0,328000.0,,,,,,,,,582081000.0,,,,178585000.0,38122000.0,,1494828000.0,,,,,,,,165648000.0,29235000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,17700000.0,,,,109300000.0,,,,,,,,224700000.0,2416000.0,,304090000.0,1363461000.0,,3736000.0,,500997000.0,,1.25,,32798000.0,-4118000.0,22025000.0,,,,1352000000.0,212200000.0,,,,,,,1144834000.0,2508295000.0,,,1276730000.0,,157629000.0,,,,591662000.0,,7017000.0,19256000.0,,,2557000.0,,,,,0.0,,,,1083581000.0,5635000.0,972640000.0,,,,16260000.0,,,,109300000.0,40969000.0,83370000.0,,120300000.0,39200000.0,1100600000.0,,87743600.0,,898456000.0,-23128000.0,,20565000.0,251400000.0,,-9500000.0,308929000.0,,,360122000.0,-21000.0,898456000.0,-455276000.0,,,,,,,,,,188900000.0,,,,68600000.0,898456000.0,,,1079601000.0,747977000.0,,-7966000.0,866000.0,-25652000.0,-9674000.0,4674000.0,,,165000.0,86549846.0,,13800000.0,,1.26,14756000.0,320000.0,,,,,,,,,150479000.0,,,,183281000.0,0.0,,1534877000.0,,-1687000.0,,,,,,185553000.0,61148000.0,-1016000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,9026000.0,,29000000.0,9880000.0,388328000.0,,65900000.0,,1232029000.0,209500000.0,5805000.0,,,,154300000.0,3537000.0,,587559000.0,1356783000.0,466559000.0,4808000.0,0.0,566855000.0,566600000.0,0.75,,21768000.0,-105246000.0,24242000.0,388328000.0,,2745000.0,1062200000.0,26900000.0,3.94,1819588000.0,184900000.0,-1008000.0,,187331000.0,1762508000.0,3119291000.0,378600000.0,345800000.0,1819588000.0,87766573.0,-111956000.0,200049000.0,4277600000.0,,853903000.0,853903000.0,-113786000.0,19194000.0,3119291000.0,,-37000.0,23871000.0,98000000.0,4.0,,0.0,-3535000.0,1356783000.0,734200000.0,1151612000.0,-5017000.0,1232029000.0,1151612000.0,,345800000.0,20849000.0,90321000.0,312000.0,20849000.0,65900000.0,40969000.0,182619000.0,,78300000.0,53200000.0,982100000.0,,87746843.0,566855000.0,388328000.0,-630560000.0,,9026000.0,80100000.0,,103200000.0,636221000.0,182619000.0,,357473000.0,-21000.0,388328000.0,-478325000.0,584133000.0,636221000.0,,-175543000.0,1762508000.0,587559000.0,77300000.0,751500000.0,,115400000.0,1672961000.0,,,37100000.0,388328000.0,278555000.0,-1709000.0,1672961000.0,898456000.0,,64594000.0,869000.0,-44593000.0,187795000.0,23871000.0,2400000.0,357473000.0,9880000.0,86582800.0,,14700000.0,388328000.0,0.76,58826000.0,312000.0,,19194000.0,-585987000.0,55800000.0,55435000.0,86493735.0,588100000.0,,-510128000.0,,40969000.0,,-67363000.0,2400000.0,,2151286000.0,62688000.0,-1778000.0,,,,2151286000.0,,466559000.0,34427000.0,-1008000.0,,-7597000.0,-203675000.0,-478325000.0,,34427000.0,-674409000.0,188279000.0,470265000.0,,-91224000.0,27173000.0,,5029100000.0,,869000.0,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,45300000.0,,,,-25200000.0,,,,,,,,25500000.0,4036000.0,,700887000.0,1442103000.0,,5193000.0,,541653000.0,,-0.29,,-5309000.0,41565000.0,32112000.0,,,,1968600000.0,140500000.0,,,,,,,1761339000.0,3203442000.0,,,1928751000.0,,126814000.0,,,,852904000.0,,46114000.0,24350000.0,,,0.0,,,,,0.0,,,,1130068000.0,49797000.0,1227864000.0,,,,48728000.0,,,,-25200000.0,40969000.0,246650000.0,,-16000000.0,77400000.0,1750700000.0,,86800000.0,,500903000.0,-59376000.0,,16029000.0,217900000.0,,-147100000.0,590107000.0,,,349247000.0,-245000.0,500903000.0,-509522000.0,,,,,,,,,,-25800000.0,,,,-9800000.0,500903000.0,,,1692134000.0,388328000.0,,-14143000.0,869000.0,-59525000.0,-14388000.0,4990000.0,,,6589000.0,86800000.0,,19200000.0,,-0.29,-63521000.0,304000.0,,,,,,,,,112575000.0,,,,186339000.0,3727000.0,,2201656000.0,,,,,,,,508103000.0,61329000.0,-1009000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,72000000.0,,,,154700000.0,,,,,,,,307600000.0,17886000.0,,609490000.0,1513987000.0,,19171000.0,,696387000.0,,1.75,,-7170000.0,86574000.0,32190000.0,,,,2308300000.0,235800000.0,,,,,,,1770727000.0,3284714000.0,,,1863860000.0,,203895000.0,,,,851911000.0,,75798000.0,20947000.0,,,0.0,,,,,0.0,,,,1276472000.0,-77380000.0,1254370000.0,,,,57384000.0,,,,154700000.0,40969000.0,214296000.0,,165300000.0,104200000.0,1968300000.0,,88500000.0,,692588000.0,-45420000.0,,4375000.0,340000000.0,,39600000.0,514309000.0,,,380139000.0,-322000.0,692588000.0,-539950000.0,,,,,,,,,,256400000.0,,,,91100000.0,692588000.0,,,1701305000.0,500903000.0,,-12515000.0,869000.0,-45634000.0,-12424000.0,6643000.0,,,3309000.0,86800000.0,,19000000.0,,1.78,32301000.0,297000.0,,,,,,,,,191685000.0,,,,249529000.0,30840000.0,,2241255000.0,,,,,,,,426818000.0,21186000.0,-1216000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,30390000.0,,,,208896000.0,,,,,,,,398143000.0,6547000.0,,728075000.0,1865817000.0,,7804000.0,,905283000.0,,2.41,,26295000.0,-54112000.0,33109000.0,,,,2409624000.0,533744000.0,,,,,,,1786560000.0,3652377000.0,,,2026265000.0,,308040000.0,,,,850937000.0,,-10050000.0,36979000.0,,,1026000.0,,,,,0.0,,,,1485117000.0,-15217000.0,1298190000.0,,,,83733000.0,,,,208896000.0,40969000.0,280620000.0,,218454000.0,63499000.0,1812381000.0,,86831050.0,,988197000.0,-38810000.0,,10373000.0,597243000.0,,-169002000.0,524359000.0,,,408943000.0,-212000.0,988197000.0,-572483000.0,,,,,,,,,,346072000.0,,,,127618000.0,988197000.0,,,1722019000.0,692588000.0,,-13303000.0,869000.0,-39894000.0,-13515000.0,3718000.0,,,1127000.0,86831050.0,,18962000.0,,2.41,-66811000.0,291000.0,,,,,,,,,295609000.0,,,,347934000.0,14999000.0,,2294502000.0,,0.0,,,,,,425632000.0,115038000.0,-1266000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
