,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyFreeCashFlow,quarterlyAccountsReceivable,annualDilutedAverageShares,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualTotalAssets,annualNetIncome,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,quarterlyGoodwill,annualNetOtherInvestingChanges,annualRetainedEarnings,annualCostOfRevenue,trailingOperatingIncome,annualOtherCurrentAssets,annualLongTermDebt,annualOperatingIncome,annualPretaxIncome,annualEndCashPosition,trailingTotalRevenue,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,trailingEndCashPosition,annualNonCurrentDeferredRevenue,trailingTaxProvision,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,annualBasicAverageShares,trailingOtherNonCashItems,trailingPurchaseOfBusiness,trailingStockBasedCompensation,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,annualCurrentDeferredRevenue,trailingNetOtherFinancingCharges,annualOperatingExpense,quarterlyCapitalExpenditure,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualTotalRevenue,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,trailingChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyDilutedEPS,trailingBeginningCashPosition,annualInterestExpense,quarterlyTaxProvision,annualGoodwill,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyStockBasedCompensation,annualDeferredIncomeTax,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualRepaymentOfDebt,annualOtherCurrentLiabilities,trailingGrossProfit,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyBasicEPS,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyInterestExpense,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyGrossProfit,annualBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,annualTaxProvision,annualCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,annualDilutedEPS,annualCashAndCashEquivalents,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualAccountsReceivable,annualCurrentAssets,trailingOperatingCashFlow,quarterlyOperatingExpense,annualCommonStockIssuance,quarterlyInvestingCashFlow,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualCurrentLiabilities,annualNetPPE,annualOtherNonCurrentAssets,annualNetIncomeCommonStockholders,annualEbitda,annualChangeInAccountPayable,trailingChangeInInventory,annualIncomeTaxPayable,annualInventory,annualResearchAndDevelopment,trailingCashDividendsPaid,quarterlyInventory,quarterlyResearchAndDevelopment,annualSaleOfInvestment,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingBasicEPS,quarterlyChangeInInventory,trailingPurchaseOfInvestment,annualChangeInInventory,quarterlyIncomeTaxPayable,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualInvestmentsAndAdvances
1333152000,,,13301000.0,-8641000.0,54235000.0,,60175000.0,1494000.0,,51505000.0,274610000.0,,,,,,,,8459000.0,,,,,,,,,,,,8964000.0,,,,,2211000.0,,1211000.0,,,31171000.0,,,13784000.0,,94383000.0,,,,,,,,,-23000.0,-20191000.0,,,,,,,,-3896000.0,,,31309000.0,,,12082000.0,,-4745000.0,,0.0,,,,,223105000.0,47109000.0,,,14340000.0,,0.27,,,2241000.0,,,86607000.0,37200000.0,1550000.0,,15995000.0,-50000.0,,23940000.0,,,,6368000.0,177000.0,,,,,226007000.0,,112736000.0,,,,,1111000.0,4060000.0,,0.0,30197000.0,-1902000.0,,88796000.0,,,42000.0,,,0.3,,112736000.0,,,,,188000.0,112736000.0,1394000.0,,34208000.0,,48603000.0,80000.0,,,33957000.0,12099000.0,283000.0,17627000.0,12099000.0,2944000.0,,,,,,5479000.0,,,,20424000.0,,-3719000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,10296000.0,628000.0,68186000.0,,63803000.0,1487000.0,,63222000.0,287994000.0,,,,,,,,12436000.0,,,,,,,,,,,,13321000.0,,,,,2423000.0,,1218000.0,,,1193000.0,,,16830000.0,,103800000.0,,,,,,,,,62000.0,-12089000.0,,,,,,,,-5746000.0,,,-212000.0,,,13838000.0,,6374000.0,,0.0,,,,,224772000.0,43901000.0,,,15896000.0,,0.29,,,2575000.0,,,99928000.0,40219000.0,1773000.0,,19253000.0,0.0,,-7806000.0,,,,-13171000.0,-83000.0,,,,,242606000.0,,104930000.0,,,,,6227000.0,4345000.0,,0.0,42475000.0,-4366000.0,,112736000.0,,,43000.0,,,0.31,,104930000.0,,,,,-1405000.0,104930000.0,-1045000.0,,39997000.0,,45388000.0,-1394000.0,,,46382000.0,13321000.0,269000.0,20711000.0,13321000.0,2474000.0,,,,,,4607000.0,,,,23167000.0,,-12819000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,13485000.0,-2980000.0,67867000.0,,69099000.0,1497000.0,,75048000.0,312720000.0,,,,,,,,11305000.0,,,,,,,,,,,,14065000.0,,,,,3040000.0,,1228000.0,,,0.0,,,16736000.0,,110078000.0,,,,,,,,,-413000.0,-6574000.0,,,,,,,,-14091000.0,,,3570000.0,,,14640000.0,,11111000.0,,0.0,,,,,237672000.0,46072000.0,0.0,,16587000.0,,0.3,,,2522000.0,,,113993000.0,52948000.0,2046000.0,,19776000.0,-11000.0,,955000.0,,,,720000.0,-734000.0,,,,,265151000.0,,105885000.0,,,,,6014000.0,2558000.0,,1545000.0,42952000.0,-1662000.0,,104930000.0,,,43000.0,,,0.33,,105885000.0,,,,,1086000.0,105885000.0,-2447000.0,,40979000.0,,47569000.0,-635000.0,,,46501000.0,14065000.0,269000.0,21153000.0,14065000.0,1252000.0,,,,,,3847000.0,,,,24243000.0,,-14825000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,1006000.0,19814000.0,32415000.0,78906000.0,43821000.0,77284000.0,5182000.0,,99859000.0,350814000.0,350814000.0,54484000.0,,64534000.0,,-1021000.0,,22698000.0,401000.0,128992000.0,270361000.0,,956000.0,,66006000.0,65863000.0,118112000.0,,21422000.0,14999000.0,,,1263000.0,,3208000.0,,1228000.0,,6095000.0,0.0,54484000.0,,18656000.0,-32951000.0,125538000.0,,40190000.0,,,,1532000.0,6826000.0,1263000.0,-3559000.0,21155000.0,2691000.0,38847000.0,,-59627000.0,6369000.0,,97432000.0,-3344000.0,-27077000.0,,4180000.0,-21854000.0,433799000.0,-39986000.0,44000.0,35759000.0,,1608000.0,,53135000.0,-12664000.0,,250955000.0,59352000.0,-25961000.0,,19040000.0,,0.32,,,4041000.0,22698000.0,-21854000.0,128992000.0,53135000.0,1457000.0,-3933000.0,21864000.0,61000.0,-17699000.0,12227000.0,163438000.0,,1228000.0,-6581000.0,1041000.0,119118000.0,0.0,1608000.0,,286280000.0,29316000.0,118112000.0,,,88796000.0,0.0,16834000.0,6095000.0,,956000.0,43294000.0,-1021000.0,,105885000.0,-2084000.0,99859000.0,44000.0,,53135000.0,0.35,85868000.0,119118000.0,,,574000.0,10882000.0,1663000.0,118112000.0,3505000.0,286280000.0,48254000.0,1.27,64534000.0,-135000.0,11379000.0,19814000.0,46604000.0,14999000.0,2691000.0,26377000.0,14999000.0,1099000.0,1.17,118112000.0,48499000.0,5182000.0,,6369000.0,78906000.0,250955000.0,,29598000.0,32364000.0,-28264000.0,1006000.0,16834000.0,0.0,59352000.0,53135000.0,1099000.0,51143000.0,76888000.0,1407000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,1562000.0,7636000.0,-15433000.0,75665000.0,,77937000.0,4920000.0,,101349000.0,356746000.0,,,,,,,,22575000.0,,,,,,,,,,,,12680000.0,,,,,3617000.0,,1228000.0,,,0.0,,,15536000.0,,124198000.0,,,,,,,,621000.0,268000.0,-30097000.0,,,,,,,,-3695000.0,,,4039000.0,,,586000.0,,-11738000.0,,15129000.0,,53265000.0,,,255397000.0,48367000.0,,,15667000.0,,0.27,,,2987000.0,,,141672000.0,53265000.0,2576000.0,,19153000.0,0.0,,-15306000.0,,,,1664000.0,-2779000.0,,,,,303459000.0,,102806000.0,,,,,16030000.0,9728000.0,,0.0,44812000.0,-3364000.0,,118112000.0,,,45000.0,,,0.28,,104368000.0,,,,,1529000.0,102806000.0,3009000.0,,46261000.0,,53287000.0,-499000.0,,,47646000.0,12680000.0,3071000.0,27083000.0,12680000.0,1087000.0,,,,,,4920000.0,,,,30725000.0,,-6474000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,977000.0,7017000.0,1649000.0,82817000.0,,83547000.0,1944000.0,,101048000.0,374517000.0,,,,,,,,22304000.0,,,,,,,,,,,,14118000.0,,,,,3854000.0,,1228000.0,,,0.0,,,17535000.0,,133184000.0,,,,,,,,312000.0,262000.0,-13600000.0,,,,,,,,-6309000.0,,,4564000.0,,,553000.0,,7958000.0,,13744000.0,,55400000.0,,,273469000.0,47340000.0,,,17435000.0,,0.29,,,3317000.0,,,155790000.0,55400000.0,3850000.0,,21389000.0,0.0,,4669000.0,,,,-8227000.0,-1183000.0,,,,,325233000.0,,107475000.0,,,,,15115000.0,8376000.0,,0.0,45486000.0,-4409000.0,,102806000.0,,,46000.0,,,0.31,,108452000.0,,,,,1721000.0,107475000.0,-379000.0,,49637000.0,,49284000.0,-869000.0,,,47977000.0,14118000.0,404000.0,28541000.0,14118000.0,1291000.0,,,,,,4041000.0,,,,32102000.0,,-7512000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,0.0,8866000.0,11143000.0,87611000.0,,88539000.0,1737000.0,,100268000.0,405464000.0,,,,,,,,22411000.0,,,,,,,,,,,,16437000.0,,,,,3906000.0,,1228000.0,,,0.0,,,20230000.0,,140150000.0,,,,,,,,155000.0,205000.0,-6850000.0,,,,,,,,-4432000.0,,,4104000.0,,,1000.0,,15575000.0,,14530000.0,,54062000.0,,,305196000.0,52115000.0,0.0,,20356000.0,,0.34,,,3919000.0,,,172227000.0,54062000.0,3365000.0,,24136000.0,0.0,,15504000.0,,,,-4526000.0,-457000.0,,,,,351612000.0,,122979000.0,,,,,14539000.0,8195000.0,,0.0,46162000.0,-1434000.0,,107475000.0,,,46000.0,,,0.36,,122979000.0,,,,,1674000.0,122979000.0,-155000.0,,51611000.0,,53852000.0,-720000.0,,,48720000.0,16437000.0,354000.0,27893000.0,16437000.0,1215000.0,,,,,,2583000.0,,,,31381000.0,,-4889000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,1188000.0,20175000.0,44946000.0,95431000.0,48358000.0,97627000.0,2112000.0,,101909000.0,432877000.0,432877000.0,61994000.0,,56776000.0,,-1832000.0,,22268000.0,-5880000.0,190986000.0,347650000.0,,1670000.0,,76493000.0,76770000.0,169207000.0,,42305000.0,18759000.0,,,533000.0,,3743000.0,,1228000.0,,2835000.0,0.0,61994000.0,,23192000.0,-20000.0,157585000.0,,45754000.0,,,,6201000.0,13150000.0,533000.0,-694000.0,23134000.0,351000.0,15501000.0,,-21820000.0,4543000.0,,130974000.0,-1484000.0,-15920000.0,,2794000.0,-30164000.0,555117000.0,59000.0,46000.0,46430000.0,,2287000.0,,53315000.0,-17302000.0,,330968000.0,54664000.0,0.0,,23312000.0,,0.38,,,4553000.0,22268000.0,-30164000.0,190986000.0,53315000.0,3359000.0,41000.0,26935000.0,,-27413000.0,46228000.0,207467000.0,,1228000.0,-6213000.0,-1461000.0,170395000.0,0.0,2287000.0,,376101000.0,51095000.0,169207000.0,,,118112000.0,,13734000.0,2835000.0,,1670000.0,46532000.0,-1832000.0,,122979000.0,-2800000.0,101909000.0,46000.0,,53315000.0,0.4,116497000.0,170395000.0,,,1199000.0,15120000.0,1277000.0,169207000.0,-5375000.0,376101000.0,59958000.0,1.35,56776000.0,-712000.0,14776000.0,20175000.0,49066000.0,18759000.0,351000.0,32980000.0,18759000.0,3634000.0,1.28,169207000.0,58225000.0,2112000.0,,4543000.0,95431000.0,330968000.0,,36766000.0,0.0,-2945000.0,1188000.0,13734000.0,,54664000.0,53315000.0,3634000.0,61994000.0,91613000.0,-2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,6884000.0,15314000.0,12543000.0,89932000.0,,102454000.0,1902000.0,,106373000.0,458637000.0,,,,,,,,26392000.0,,,,,,,,,,,,17364000.0,,,,,3689000.0,,1228000.0,,,,,,21857000.0,,160384000.0,,,,,,,,340000.0,97000.0,-7837000.0,,,,,,,,-3645000.0,,,3134000.0,,,294000.0,,16188000.0,,17305000.0,,53072000.0,,,352264000.0,60455000.0,-2419000.0,,21592000.0,,0.35,,,4228000.0,,,208350000.0,53072000.0,3208000.0,,25546000.0,,,4859000.0,,,,4908000.0,-5612000.0,,,,,396280000.0,,174066000.0,,,,,12957000.0,11812000.0,,0.0,46797000.0,-5409000.0,,169207000.0,,,47000.0,,,0.37,,180950000.0,,,,,995000.0,174066000.0,8563000.0,,57930000.0,,62357000.0,-1241000.0,,,49207000.0,17364000.0,334000.0,32359000.0,17364000.0,5013000.0,,,,,,4539000.0,,,,36073000.0,,-11676000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,1142000.0,23280000.0,13757000.0,108179000.0,,110102000.0,33674000.0,,163125000.0,537964000.0,,,,,,,,42547000.0,,,,,,,,,,,,14814000.0,,,,,5451000.0,,31892000.0,,,,,,18476000.0,,174695000.0,,,,,,,,228000.0,98000.0,-10692000.0,,,,,,,,-3082000.0,,,4440000.0,,,2042000.0,,16839000.0,,21006000.0,,54523000.0,,,374839000.0,77643000.0,-24079000.0,,18401000.0,,0.3,,,3587000.0,,,223164000.0,54523000.0,5891000.0,,23927000.0,,,1009000.0,,,,-12080000.0,5626000.0,,,,,426647000.0,,175075000.0,,,,,49381000.0,12500000.0,,0.0,47068000.0,-2515000.0,,174066000.0,,,48000.0,,,0.31,,176217000.0,,,,,1166000.0,175075000.0,-2664000.0,,64593000.0,,111317000.0,-1239000.0,,,49559000.0,14814000.0,326000.0,38671000.0,14814000.0,3074000.0,,,,,,4244000.0,,,,46117000.0,,-21535000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,1061000.0,31665000.0,18164000.0,113940000.0,,122509000.0,35263000.0,,163091000.0,565031000.0,,,,,,,,39055000.0,,,,,,,,,,,,19040000.0,,,,,5510000.0,,31672000.0,,,,,,21835000.0,,192764000.0,,,,,,,,113000.0,80000.0,-8971000.0,,,,,,,,-4978000.0,,,1785000.0,,,271000.0,,23142000.0,,22371000.0,,54665000.0,,,401940000.0,84068000.0,0.0,,22378000.0,,0.38,,,3338000.0,,,242204000.0,54665000.0,7425000.0,,27345000.0,,,16171000.0,,,,-10954000.0,-219000.0,,,,,445700000.0,,191246000.0,,,,,46280000.0,6027000.0,,0.0,47315000.0,-10774000.0,,175075000.0,,,48000.0,,,0.4,,192307000.0,,,,,390000.0,191246000.0,-6163000.0,,70255000.0,,119331000.0,-718000.0,,,49829000.0,19040000.0,3478000.0,42875000.0,19040000.0,3955000.0,,,,,,2282000.0,,,,48420000.0,,-5197000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,0.0,32203000.0,44570000.0,124483000.0,49723000.0,121465000.0,4563000.0,,178939000.0,594026000.0,594026000.0,69641000.0,,129976000.0,,-22054000.0,,57417000.0,4000.0,260598000.0,456530000.0,,959000.0,,88424000.0,86953000.0,220534000.0,,89034000.0,18423000.0,,,0.0,,2833000.0,,0.0,,4641000.0,,69641000.0,,26256000.0,-37093000.0,202184000.0,,47189000.0,,,,-224000.0,24620000.0,0.0,-3545000.0,18217000.0,4563000.0,10347000.0,,-52929000.0,3220000.0,,185073000.0,-4135000.0,-15840000.0,,988000.0,-34532000.0,730027000.0,-1872000.0,48000.0,48705000.0,,35524000.0,,55134000.0,-30410000.0,,415087000.0,125413000.0,-10595000.0,,24582000.0,,0.37,,,6159000.0,57417000.0,-34532000.0,260598000.0,55134000.0,8096000.0,-3270000.0,29089000.0,,-9283000.0,29288000.0,273497000.0,,0.0,-12284000.0,209000.0,220534000.0,,35524000.0,,464050000.0,51327000.0,220534000.0,,,169207000.0,,47689000.0,4641000.0,,959000.0,47620000.0,-22054000.0,,191246000.0,-6240000.0,178939000.0,48000.0,,55134000.0,0.39,163666000.0,220534000.0,,,735000.0,17483000.0,-2775000.0,220534000.0,-2339000.0,464050000.0,80719000.0,1.48,129976000.0,-3042000.0,17312000.0,32203000.0,50339000.0,18423000.0,4563000.0,49761000.0,18423000.0,3524000.0,1.4,220534000.0,104874000.0,4563000.0,,3220000.0,124483000.0,415087000.0,,54463000.0,0.0,-14521000.0,0.0,47689000.0,,125413000.0,55134000.0,3524000.0,69641000.0,105907000.0,-2603000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,30000000.0,20579000.0,3407000.0,104714000.0,,125887000.0,4106000.0,,175719000.0,609534000.0,,,,,,,,56346000.0,,,,,,,,,,,,14714000.0,,,,,4200000.0,,0.0,,,,,,22820000.0,,200045000.0,,,,,,,,,95000.0,-26314000.0,,,,,,,,-3464000.0,,,1490000.0,,,4964000.0,,6871000.0,,34011000.0,,55115000.0,,,433815000.0,117597000.0,-30000.0,,18224000.0,,0.29,,,3510000.0,,,275312000.0,55115000.0,9134000.0,,27020000.0,,,-28171000.0,,,,15262000.0,-30388000.0,,,,,487831000.0,,192363000.0,,,,,45091000.0,13366000.0,,30000000.0,47886000.0,-24784000.0,,220534000.0,,,48000.0,,,0.31,,222363000.0,,,,,-2365000.0,192363000.0,9669000.0,,74158000.0,,121703000.0,-5754000.0,,,51000000.0,14714000.0,4106000.0,46938000.0,14714000.0,3908000.0,,,,,,3061000.0,,,,51338000.0,,-33882000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,30000000.0,26841000.0,-3227000.0,134941000.0,,134256000.0,2432000.0,,179527000.0,636493000.0,,,,,,,,61159000.0,,,,,,,,,,,,19231000.0,,,,,3903000.0,,0.0,,,,,,23606000.0,,217781000.0,,,,,,,,,277000.0,-28863000.0,,,,,,,,-5390000.0,,,-15427000.0,,,-2879000.0,,2163000.0,,87000.0,,58446000.0,,,456966000.0,90001000.0,0.0,,24440000.0,,0.37,,,5209000.0,,,294539000.0,58446000.0,12253000.0,,27509000.0,,,-16646000.0,,,,-28471000.0,-207000.0,,,,,544060000.0,,175717000.0,,,,,38868000.0,11993000.0,,30000000.0,48584000.0,-21110000.0,,192363000.0,,,49000.0,,,0.4,,205717000.0,,,,,-25527000.0,175717000.0,-1926000.0,,83525000.0,,92433000.0,-465000.0,,,51917000.0,19231000.0,2432000.0,55976000.0,19231000.0,3672000.0,,,,,,2615000.0,,,,59919000.0,,-5597000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,30000000.0,42487000.0,50170000.0,125683000.0,,148479000.0,18492000.0,,203668000.0,703728000.0,,,,,,,15000000.0,84229000.0,,,,,,,,,,,,22873000.0,,,,,4393000.0,,0.0,,,,,,27776000.0,,236049000.0,,,,,,,,,163000.0,16382000.0,,,,,,,,-5350000.0,,,19388000.0,,,273000.0,,55520000.0,,28666000.0,,60552000.0,,,500060000.0,112368000.0,-27624000.0,,28673000.0,,0.44,,,5800000.0,,,317412000.0,60552000.0,11963000.0,,32169000.0,,,38726000.0,,,,9634000.0,-722000.0,,,,,572868000.0,,214443000.0,,,,,37176000.0,12061000.0,,30000000.0,49043000.0,-29451000.0,,175717000.0,,,49000.0,,,0.47,,244443000.0,,,,,736000.0,214443000.0,385000.0,,87570000.0,,130860000.0,32000.0,,,52344000.0,22873000.0,3492000.0,55431000.0,22873000.0,3528000.0,,,,,,2345000.0,,,,59794000.0,,-33696000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,30181000.0,60384000.0,8079000.0,174617000.0,51986000.0,158291000.0,37402000.0,,249601000.0,778536000.0,778536000.0,84456000.0,,165313000.0,,-35150000.0,35000000.0,115930000.0,-30457000.0,345054000.0,566913000.0,,1697000.0,35000000.0,105967000.0,106070000.0,199449000.0,,58429000.0,27638000.0,,,,,4899000.0,,0.0,,2576000.0,,84456000.0,,31765000.0,-76908000.0,260253000.0,,48721000.0,,,,-21911000.0,45833000.0,,-15863000.0,-12912000.0,2402000.0,33764000.0,,-125494000.0,3047000.0,,241248000.0,-3760000.0,-17964000.0,,28313000.0,-39776000.0,914128000.0,1525000.0,49000.0,11839000.0,-165000.0,4347000.0,,60499000.0,-47694000.0,,528935000.0,127911000.0,-49254000.0,,34733000.0,,0.52,,,7095000.0,115930000.0,-39776000.0,345054000.0,60499000.0,12483000.0,-15328000.0,36664000.0,,-51707000.0,-14994000.0,347215000.0,,0.0,-44119000.0,860000.0,229630000.0,,4347000.0,,613223000.0,-21085000.0,199449000.0,,,220534000.0,,46860000.0,2576000.0,,1697000.0,49360000.0,-35150000.0,,214443000.0,-4628000.0,249601000.0,49000.0,,60499000.0,0.56,222759000.0,229630000.0,,,3883000.0,17395000.0,5245000.0,199449000.0,-10909000.0,613223000.0,101962000.0,1.73,165313000.0,1559000.0,21614000.0,60384000.0,52670000.0,27638000.0,2402000.0,64414000.0,27638000.0,4351000.0,1.62,199449000.0,76393000.0,37402000.0,,3047000.0,174617000.0,528935000.0,,70197000.0,,-52319000.0,30181000.0,46860000.0,,127911000.0,60499000.0,4351000.0,84456000.0,123362000.0,-2781000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,0.0,28646000.0,4676000.0,157457000.0,,167381000.0,42699000.0,,255627000.0,807865000.0,,,,,,,40116000.0,118615000.0,,,,,,,,,,,,23899000.0,,,,,5102000.0,-91000.0,0.0,,,,,,30331000.0,,264482000.0,,,,,,,,,-482000.0,-27184000.0,,,,,,,,-6185000.0,,,9789000.0,,,50000.0,,10861000.0,,39368000.0,,64294000.0,,,552238000.0,107544000.0,0.0,,30252000.0,,0.45,,,6353000.0,,,368953000.0,64294000.0,10964000.0,,35433000.0,,,45428000.0,,,,16993000.0,29696000.0,,,,,657622000.0,,244877000.0,,,,-15031000.0,45765000.0,3562000.0,,0.0,49714000.0,-30451000.0,,199449000.0,,,49000.0,,,0.48,,244877000.0,,,,,1712000.0,244877000.0,671000.0,,97101000.0,,150243000.0,-1290000.0,,,52883000.0,23899000.0,2583000.0,61494000.0,23899000.0,5273000.0,,,,,,3099000.0,,,,66770000.0,,23420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,0.0,29557000.0,31089000.0,178796000.0,,180782000.0,42907000.0,,270366000.0,843888000.0,,,,,,,40088000.0,110668000.0,,,,,,,,,,,,24430000.0,,,,,6123000.0,50000.0,0.0,,,,,,32080000.0,,283832000.0,,,,,,,,,551000.0,-5162000.0,,,,,,,,-7404000.0,,,9954000.0,,,953000.0,,38493000.0,,33421000.0,,66751000.0,,,573522000.0,92014000.0,-2515000.0,,30923000.0,,0.46,,,6493000.0,,,393383000.0,66751000.0,12730000.0,,38203000.0,,,35847000.0,,,,-22459000.0,-1733000.0,,,,,708967000.0,,280724000.0,,,,-29000.0,55962000.0,3005000.0,,0.0,50211000.0,-32837000.0,,244877000.0,,,50000.0,,,0.49,,280724000.0,,,,,513000.0,280724000.0,-210000.0,,103050000.0,,134921000.0,-2295000.0,,,53271000.0,24430000.0,2819000.0,64241000.0,24430000.0,7516000.0,,,,,,3356000.0,,,,70970000.0,,-11602000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,34856000.0,55420000.0,187833000.0,,190797000.0,36657000.0,,273476000.0,909199000.0,,,,,,,33062000.0,111722000.0,,,,,,,,,,,,26174000.0,,,,,5925000.0,-50000.0,268000.0,,,,,,33902000.0,,298293000.0,,,,,,,,,-80000.0,15595000.0,,,,,,,,-6392000.0,,,-3345000.0,,,831000.0,,61812000.0,,800000.0,,70284000.0,,,635723000.0,122430000.0,-1984000.0,,33241000.0,,0.49,,,7067000.0,,,419557000.0,70284000.0,13826000.0,,39827000.0,,,49903000.0,,,,-9335000.0,-386000.0,,,,,750112000.0,,330627000.0,,,,-7036000.0,53867000.0,4661000.0,,0.0,51131000.0,-32479000.0,,280724000.0,,,50000.0,,,0.51,,330627000.0,,,,,419000.0,330627000.0,1550000.0,,107496000.0,,159087000.0,-1728000.0,,,53864000.0,26174000.0,3327000.0,67491000.0,26174000.0,7722000.0,,,,,,3685000.0,,,,73594000.0,,-8708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
