,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualBasicAverageShares,quarterlyEndCashPosition,trailingCostOfRevenue,trailingTotalRevenue,annualOtherCurrentAssets,annualCostOfRevenue,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,trailingOperatingIncome,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,annualChangeInWorkingCapital,annualOperatingExpense,annualFreeCashFlow,trailingNetIncomeContinuousOperations,quarterlyFreeCashFlow,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyDilutedAverageShares,annualCashAndCashEquivalents,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCurrentAssets,annualBasicEPS,trailingFreeCashFlow,trailingPretaxIncome,annualTotalAssets,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,annualBeginningCashPosition,annualCashDividendsPaid,annualLongTermDebt,quarterlyChangeInInventory,annualDilutedAverageShares,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,annualNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyGrossProfit,annualDepreciationAndAmortization,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,annualDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,quarterlyInventory,trailingOperatingCashFlow,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,annualCapitalStock,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualNetPPE,quarterlyCommonStockIssuance,annualOtherIntangibleAssets,quarterlyInterestExpense,annualGrossProfit,quarterlyBasicAverageShares,quarterlyCurrentDebt,annualInventory,annualCurrentLiabilities,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,trailingPurchaseOfBusiness,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,trailingOtherNonCashItems,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,quarterlyTotalAssets,annualInterestExpense,annualGoodwill,trailingNetIncome,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,annualChangesInAccountReceivables,annualGrossPPE,trailingInvestingCashFlow,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyAccountsPayable,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,quarterlyDilutedEPS,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualTotalRevenue,trailingStockBasedCompensation,trailingGrossProfit,annualPurchaseOfInvestment,annualChangeInCashSupplementalAsReported,annualInvestingCashFlow,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyIncomeTaxPayable,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
599529600,0.0,35400000.0,23600000.0,,,,196000000.0,,,,56100000.0,487200000.0,,,169500000.0,,,,,,,,,,,-548700000.0,930600000.0,,,930600000.0,,,,309500000.0,0.0,,,,145300000.0,248000000.0,,,148600000.0,,,215100000.0,761100000.0,39200000.0,-548700000.0,819800000.0,0.2,,,1135400000.0,114500000.0,,819800000.0,0.0,,114500000.0,,201025641.0,39200000.0,56100000.0,,,,56900000.0,280900000.0,41600000.0,,39200000.0,,169500000.0,,,,,204800000.0,,,,,,,,145300000.0,,204800000.0,,,,0.195,15700000.0,,,,-96400000.0,13400000.0,,30000000.0,,118700000.0,,,,13900000.0,315600000.0,148600000.0,148600000.0,0.0,118700000.0,,140000000.0,,394100000.0,,23600000.0,30000000.0,761100000.0,,,,56900000.0,,113200000.0,13400000.0,,,,140000000.0,,,,41600000.0,,,148600000.0,,,,,,1135400000.0,15000000.0,,,74600000.0,,737500000.0,315600000.0,,215100000.0,,,,,,,,-96400000.0,,,,,,,,,,84600000.0,,,881300000.0,,,,,0.0,,737500000.0,,,,,,,,,,,,,,,,
607305600,,,,,,,,,,,,,,,,,,,,,,,,,,216400000.0,,,,,,,,,,,,,,216400000.0,,201400000.0,,,,,,,216400000.0,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,8200000.0,,,,,,,,,,,,,,,,,,,,,,,201400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615168000,,,,,,,,,,,,,,,,,,,,,,,,,,232000000.0,,,,,,,,,,,,,,232000000.0,,197576000.0,,,,,,,232000000.0,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,,,,14100000.0,,,,,,,,,,,,,,,,,,,,,,,197576000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623116800,,,,,5600000.0,,,,,,,,,,,,,,,,,,,,,21400000.0,1165600000.0,,,,,,,,,,,,156900000.0,246600000.0,,186666667.0,,,,266800000.0,797600000.0,,13500000.0,825900000.0,,,,,331200000.0,,,,,,,,,150900000.0,,,78500000.0,,,21300000.0,0.03,,,368000000.0,,,,,,,154600000.0,168100000.0,,,,,,146700000.0,221400000.0,,,,,5600000.0,5600000.0,,,-120600000.0,15500000.0,,,,146200000.0,5800000.0,4300000.0,,,,51300000.0,51300000.0,,,,,7800000.0,,186666667.0,9400000.0,,,,,,73700000.0,,,,,,9900000.0,364000000.0,,,,,,,,,,,,,1409800000.0,,,,,,247300000.0,583900000.0,,,,,,,,,,,,,540900000.0,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631065600,0.0,40700000.0,33300000.0,,17100000.0,-13800000.0,203478261.0,0.0,,,103000000.0,541000000.0,711600000.0,,302400000.0,,,-7600000.0,,,-100000.0,,12100000.0,,,49300000.0,1283500000.0,124100000.0,-8900000.0,1283500000.0,-4200000.0,,38500000.0,363700000.0,-158600000.0,,131500000.0,,167700000.0,292600000.0,0.0,,86700000.0,,,277900000.0,981100000.0,46800000.0,37200000.0,937300000.0,0.23,,,1547600000.0,267300000.0,,937300000.0,84400000.0,-29900000.0,267300000.0,,217674419.0,46800000.0,103000000.0,,,325300000.0,80600000.0,328000000.0,23400000.0,,46800000.0,,302400000.0,,39800000.0,3700000.0,,238100000.0,,-69900000.0,-32700000.0,35700000.0,,,,167700000.0,-82000000.0,238100000.0,,100000.0,,0.215,17100000.0,17100000.0,,86500000.0,-124900000.0,11700000.0,,48400000.0,,153000000.0,6700000.0,14700000.0,,20300000.0,610300000.0,86700000.0,86700000.0,124500000.0,153000000.0,2200000.0,376700000.0,8400000.0,466200000.0,,33300000.0,48400000.0,981100000.0,,,,80600000.0,,138200000.0,11700000.0,,,31800000.0,376700000.0,,,-100000.0,23400000.0,151900000.0,-20400000.0,86700000.0,-6800000.0,-104300000.0,,,,1547600000.0,24200000.0,,,87500000.0,,236200000.0,610300000.0,,277900000.0,,-1100000.0,,,,,35400000.0,-124900000.0,-1300000.0,-3600000.0,711600000.0,,,0.0,,,,102500000.0,,-283100000.0,1007200000.0,,,,2300000.0,-208100000.0,,236200000.0,,,,,,,,,,,,,,,,
638841600,,,,,10800000.0,-1500000.0,,0.0,,,,,,,,,,-6500000.0,,,,,10500000.0,,,36000000.0,1253800000.0,-100300000.0,,,1400000.0,,,,,,-97600000.0,,172400000.0,274300000.0,,216000000.0,,,,285500000.0,901200000.0,,25500000.0,892200000.0,,,,,317500000.0,,,,,,-16900000.0,,,83600000.0,,,75400000.0,,,21900000.0,0.055,,,352600000.0,,,,,,,173400000.0,198900000.0,,,,,,162900000.0,239800000.0,,0.0,,,10800000.0,10800000.0,,,-130800000.0,13200000.0,,66700000.0,,154700000.0,4900000.0,9900000.0,,,,58900000.0,58900000.0,,,700000.0,,7700000.0,,196363636.0,10900000.0,,,,,,82400000.0,,,,,,20700000.0,394500000.0,,,-200000.0,,-77900000.0,-19700000.0,,,51600000.0,,,,1523800000.0,,,,,,251800000.0,631600000.0,,,,18200000.0,,,,,-27800000.0,,-7600000.0,,638500000.0,,,86700000.0,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646704000,,,,,17400000.0,-19900000.0,,0.0,,,,,,,,,,-8300000.0,,,,,10700000.0,,,53200000.0,1254900000.0,-2300000.0,,,1000000.0,,,,,,-6200000.0,,182800000.0,298500000.0,,217500000.0,,,,294100000.0,906100000.0,,42500000.0,883500000.0,,,,,308800000.0,,,,,,-5300000.0,,,77600000.0,,,82100000.0,,,24700000.0,0.085,,,348800000.0,,,,,,,173900000.0,216400000.0,,,,,,163200000.0,264900000.0,,0.0,,,17400000.0,17400000.0,,,-133500000.0,15300000.0,,73400000.0,,160600000.0,1900000.0,16500000.0,,,,51400000.0,51400000.0,,,1400000.0,,6400000.0,,204705882.0,10000000.0,,,,,,88600000.0,,,,,,33900000.0,417700000.0,,,200000.0,,33000000.0,-39200000.0,,,-22600000.0,,,,1550400000.0,,,,,,254600000.0,666900000.0,,,,-1100000.0,,,,,-7500000.0,,-3600000.0,,641500000.0,,,0.0,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654652800,,,,,6700000.0,-24700000.0,,0.0,,,,,,,,,,-8600000.0,,,,,11800000.0,,,33700000.0,1299600000.0,-21400000.0,,,-2000000.0,,,,,,-30000000.0,,182400000.0,281600000.0,,191428571.0,,,,302000000.0,915700000.0,,21900000.0,904500000.0,,,,,346900000.0,,,,,,1300000.0,,,84900000.0,,,80300000.0,,,23700000.0,0.035,,,383900000.0,,,,,,,179400000.0,201300000.0,,,,,,167600000.0,280100000.0,,100000.0,,,6700000.0,6700000.0,,,-140900000.0,13300000.0,,73000000.0,,161100000.0,1800000.0,7100000.0,,,,65800000.0,65800000.0,,,600000.0,,7900000.0,,191428571.0,10300000.0,,,,,,100700000.0,,,,,,13800000.0,443900000.0,,,-100000.0,,-9100000.0,-20900000.0,,,49100000.0,,,,1610200000.0,,,,,,285500000.0,705700000.0,,,,-4000000.0,,,,,14300000.0,,-300000.0,,619900000.0,,,0.0,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662601600,0.0,45900000.0,31900000.0,,17100000.0,5900000.0,203921569.0,0.0,,,95200000.0,319800000.0,793800000.0,,310900000.0,,-200000.0,-9800000.0,,,-100000.0,,13400000.0,,,50300000.0,1416900000.0,137100000.0,-12800000.0,1416900000.0,-6900000.0,,13100000.0,731600000.0,25300000.0,,159100000.0,,192400000.0,323800000.0,-100000.0,,112300000.0,,,302600000.0,1106000000.0,52000000.0,36900000.0,1027300000.0,0.255,,,1748500000.0,279000000.0,,1027300000.0,86700000.0,-33200000.0,279000000.0,28100000.0,212244898.0,52000000.0,95200000.0,,,82000000.0,99600000.0,685200000.0,25300000.0,,52000000.0,,310900000.0,,21300000.0,3800000.0,-100000.0,298300000.0,,204900000.0,241800000.0,46400000.0,,,,192400000.0,191500000.0,298300000.0,,-200000.0,,0.245,17100000.0,17100000.0,,-46400000.0,-139900000.0,6600000.0,,46700000.0,,162700000.0,19500000.0,12400000.0,,25100000.0,721200000.0,112300000.0,112300000.0,111600000.0,162700000.0,1100000.0,458900000.0,21000000.0,858400000.0,,31900000.0,46700000.0,1106000000.0,,,,99600000.0,,173200000.0,6600000.0,,,29500000.0,458900000.0,,,0.0,25300000.0,165600000.0,-6500000.0,112300000.0,7200000.0,-124500000.0,,,,1748500000.0,40100000.0,,,97900000.0,,280300000.0,721200000.0,,302600000.0,,8200000.0,,,,,46500000.0,-139900000.0,-1300000.0,-6500000.0,793800000.0,,,0.0,,,,126800000.0,,-86300000.0,1178200000.0,,,,25500000.0,-40200000.0,,280300000.0,,,,,,,,,,,,,,,,
670377600,,,,,10500000.0,-30500000.0,,0.0,,,,,,,,,200000.0,-7500000.0,,,,,13200000.0,-1300000.0,,40700000.0,1316400000.0,-108900000.0,,,2100000.0,,,,,,-109100000.0,,195300000.0,282800000.0,,210000000.0,,,,288900000.0,991800000.0,,27500000.0,965600000.0,,,,,289300000.0,,,,,,-21800000.0,,,98900000.0,,,73200000.0,,,26900000.0,0.05,,,324600000.0,,,,,,,182100000.0,209600000.0,,,,,,168900000.0,311800000.0,,0.0,,,10500000.0,10500000.0,,,-135500000.0,8400000.0,,64600000.0,,153400000.0,1000000.0,9400000.0,,,,87700000.0,87700000.0,,,45800000.0,,6400000.0,,210000000.0,12000000.0,,,,,,117700000.0,,,,,,19900000.0,423300000.0,,,-100000.0,,-79400000.0,-29700000.0,,,92600000.0,,,,1660000000.0,,,,,,296700000.0,694400000.0,,,,,,,,,-24600000.0,,-2700000.0,,683100000.0,,,112300000.0,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,,,,18600000.0,-21200000.0,,0.0,,,,,,,,,0.0,-10500000.0,,,,,10600000.0,-3800000.0,,49400000.0,1329300000.0,27100000.0,,,1200000.0,,,,,,40700000.0,,206400000.0,301800000.0,,232500000.0,,,,288600000.0,1021300000.0,,38800000.0,966900000.0,,,,,271400000.0,,,,,,-6700000.0,,,83400000.0,,,83900000.0,,,26600000.0,0.085,,,308000000.0,,,,,,,179100000.0,217900000.0,,,,,,168500000.0,291200000.0,,100000.0,,,18600000.0,18600000.0,,,-139500000.0,10000000.0,,69500000.0,,149100000.0,2900000.0,15800000.0,,,,90500000.0,90500000.0,,,2900000.0,,5000000.0,,218823529.0,26000000.0,,,,,,128300000.0,,,,,,34400000.0,404600000.0,,,200000.0,,58300000.0,-17600000.0,,,-29200000.0,,,,1648900000.0,,,,,,265200000.0,682000000.0,,,,,,,,,2900000.0,,-13600000.0,,730100000.0,,,0.0,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,,,,7700000.0,-7800000.0,,0.0,,,,,,,,,-100000.0,-12100000.0,,,,,10400000.0,,,35700000.0,1267800000.0,-44400000.0,,,800000.0,,,,,,-32900000.0,,206600000.0,275400000.0,,220000000.0,,,,300400000.0,905100000.0,,25300000.0,902100000.0,,,,,322500000.0,,,,,,-300000.0,,,86400000.0,,,78100000.0,,,29800000.0,0.035,,,362700000.0,,,,,,,172000000.0,197300000.0,,,,,,161600000.0,319700000.0,,-100000.0,,,7700000.0,7700000.0,,,-149100000.0,10400000.0,,72900000.0,,151300000.0,100000.0,9700000.0,,,,87000000.0,87000000.0,,,1100000.0,,6100000.0,,220000000.0,,,,,,,115900000.0,,,,,,17400000.0,446300000.0,,,-200000.0,,-16200000.0,-16700000.0,,,15400000.0,,,,1615600000.0,,,,,,280000000.0,713500000.0,,,,,,,,,-3600000.0,,-1200000.0,,625100000.0,,,0.0,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,0.0,49200000.0,63800000.0,,20300000.0,-74000000.0,219615385.0,0.0,,,107600000.0,333000000.0,829000000.0,,285500000.0,,21400000.0,-9100000.0,,,5900000.0,,12000000.0,,,55700000.0,1482500000.0,144200000.0,-17500000.0,1482500000.0,-1500000.0,,18000000.0,768000000.0,111500000.0,,212800000.0,,219200000.0,376300000.0,-109700000.0,,113700000.0,,,314100000.0,1197000000.0,57100000.0,43700000.0,1110800000.0,0.26,,,1885900000.0,245200000.0,,1110800000.0,112300000.0,-39200000.0,245200000.0,27300000.0,223921569.0,57100000.0,107600000.0,,,97800000.0,169100000.0,721800000.0,31400000.0,,57100000.0,,285500000.0,,8300000.0,44300000.0,21500000.0,366200000.0,,234800000.0,278500000.0,46200000.0,,,,219200000.0,222800000.0,366200000.0,,-109700000.0,,0.255,20300000.0,20300000.0,,-8100000.0,-155300000.0,8900000.0,,48400000.0,,158800000.0,23500000.0,14300000.0,,27500000.0,775100000.0,113700000.0,113700000.0,143600000.0,158800000.0,-5500000.0,447200000.0,24000000.0,903200000.0,,63800000.0,48400000.0,1197000000.0,,,,169100000.0,,181400000.0,8900000.0,,,34600000.0,447200000.0,,,6000000.0,31400000.0,180900000.0,31900000.0,113700000.0,-1500000.0,-86900000.0,,,,1885900000.0,41400000.0,,,106300000.0,,304200000.0,775100000.0,,314100000.0,,7200000.0,,,,,26700000.0,-155300000.0,0.0,2600000.0,829000000.0,,,0.0,,,,135200000.0,,-32100000.0,1236200000.0,,,,1400000.0,-133500000.0,,304200000.0,,,,,,,,,,,,,,,,
702000000,,,,,12700000.0,9300000.0,,0.0,,,,,,,,,3800000.0,-8600000.0,,,,,11500000.0,,,34600000.0,1444000000.0,-134800000.0,,,-6900000.0,,,,,,-132300000.0,,214700000.0,308900000.0,,211666667.0,,,,310000000.0,1084000000.0,,23100000.0,1028500000.0,,,,,317300000.0,,,,,,-20900000.0,,,100300000.0,,,85200000.0,,,42700000.0,0.06,,,360000000.0,,,,,,,200600000.0,223700000.0,,,,,,189100000.0,327400000.0,,-100000.0,,,8900000.0,12700000.0,,,-156400000.0,,,68300000.0,,153600000.0,2100000.0,7700000.0,,,,76500000.0,76500000.0,,,2500000.0,,5700000.0,,211666667.0,,,,,,,185400000.0,,,,,,16600000.0,440500000.0,,,0.0,,-106400000.0,-25900000.0,,,64300000.0,,,,1808000000.0,,,,,,364800000.0,779500000.0,,,,34200000.0,,,,,-37300000.0,,-12000000.0,,719200000.0,,,113700000.0,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,,,,22400000.0,-23500000.0,,0.0,,,,,,,,,-200000.0,-10400000.0,,,,,11800000.0,,,57100000.0,1538300000.0,27600000.0,,,3700000.0,,,,,,45000000.0,,228400000.0,347600000.0,,248888889.0,,,,326900000.0,1188900000.0,,45300000.0,1103500000.0,,,,,307000000.0,,,,,,-2100000.0,,,112500000.0,,,97300000.0,,,42400000.0,0.1,,,349400000.0,,,,,,,205000000.0,250300000.0,,,,,,193200000.0,362500000.0,,0.0,,,22400000.0,22400000.0,,,-167700000.0,,,73000000.0,,159200000.0,4100000.0,17000000.0,,,,84900000.0,84900000.0,,,1800000.0,,5800000.0,,224000000.0,,,,,,,191100000.0,,,,,,39400000.0,486600000.0,,,0.0,,61300000.0,-16300000.0,,,-31200000.0,,,,1940400000.0,,,,,,370400000.0,836900000.0,,,,-7400000.0,,,,,8500000.0,,-11500000.0,,818500000.0,,,0.0,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,,,,10400000.0,-6500000.0,,0.0,,,,,,,,,7800000.0,-9900000.0,,,,,12800000.0,,,43000000.0,1490600000.0,-38200000.0,,,300000.0,,,,,,9600000.0,,230200000.0,327800000.0,,208000000.0,,,,332400000.0,1129800000.0,,30200000.0,1056200000.0,,,,,317700000.0,,,,,,,,,188900000.0,,,95300000.0,,,43100000.0,0.05,,,360800000.0,,,,,,,202300000.0,232500000.0,,,,,,190300000.0,351800000.0,,-32400000.0,,,10400000.0,10400000.0,,,-175100000.0,,,,,157300000.0,100000.0,10600000.0,,,,76100000.0,76100000.0,,,500000.0,,7100000.0,,208000000.0,86500000.0,,,,,,194800000.0,,,,,,21000000.0,476500000.0,,,0.0,,-10300000.0,19900000.0,,,7000000.0,,,,1884800000.0,,,,,,297500000.0,828600000.0,,,,7300000.0,,,,,-8800000.0,,-800000.0,,745800000.0,,,0.0,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,0.0,53300000.0,36600000.0,,23800000.0,-46800000.0,223548387.0,0.0,,,140000000.0,384100000.0,926800000.0,,295500000.0,,1700000.0,-12900000.0,,,100000.0,,13700000.0,,,61700000.0,1606100000.0,173600000.0,-30100000.0,1606100000.0,2000000.0,,28200000.0,854700000.0,146800000.0,,224500000.0,,245400000.0,401000000.0,-57700000.0,,112500000.0,,,316300000.0,1310600000.0,65500000.0,48000000.0,1136700000.0,0.31,,,1952000000.0,235100000.0,,1136700000.0,113700000.0,-41800000.0,235100000.0,,238965517.0,69300000.0,140000000.0,,,100400000.0,183500000.0,804900000.0,52000000.0,,69300000.0,,295500000.0,,30500000.0,7600000.0,13100000.0,308900000.0,,252600000.0,300600000.0,49800000.0,,,,245400000.0,238900000.0,308900000.0,,-25200000.0,,0.29,23800000.0,23800000.0,,-107100000.0,-163100000.0,8400000.0,,57500000.0,,153200000.0,20100000.0,18000000.0,,26400000.0,815300000.0,112500000.0,112500000.0,181700000.0,153200000.0,2800000.0,478600000.0,22300000.0,1001100000.0,,36600000.0,57500000.0,1310600000.0,,,,183500000.0,,196200000.0,8400000.0,,,41800000.0,478600000.0,,,100000.0,52000000.0,237100000.0,-12600000.0,112500000.0,-8300000.0,-147200000.0,,,,1952000000.0,40900000.0,,,118800000.0,,347200000.0,815300000.0,,316300000.0,,-3600000.0,,,,,36300000.0,-163100000.0,-5800000.0,-900000.0,926800000.0,,,0.0,,,,146400000.0,,-34900000.0,1385200000.0,,,-5400000.0,-1300000.0,-67500000.0,,347200000.0,,,,,,,,,,,,,,,,
733536000,,,,,14700000.0,-16000000.0,,0.0,,,,,,,,,3000000.0,-8700000.0,,,,,11700000.0,-6500000.0,,43000000.0,1575100000.0,-200900000.0,,,1700000.0,,,,,,-177400000.0,,251500000.0,321200000.0,,226153846.0,,,,321000000.0,1133900000.0,,31300000.0,1092800000.0,,,,,376100000.0,,,,,,-18600000.0,,,188400000.0,,,89200000.0,,,54900000.0,0.065,,,441200000.0,,,,,,,200700000.0,232000000.0,,,,,,189000000.0,310900000.0,,-9600000.0,,,14700000.0,14700000.0,,,-167700000.0,10200000.0,,,,153300000.0,4400000.0,10700000.0,,,,78100000.0,78100000.0,,,4400000.0,,9100000.0,,226153846.0,68500000.0,,,,,,197200000.0,,,,,,25400000.0,479700000.0,,,0.0,,-169500000.0,-7900000.0,,,151000000.0,,,,1923000000.0,,,,,,302100000.0,830200000.0,,,,7500000.0,,,,,-34400000.0,,-16500000.0,,763300000.0,,,112500000.0,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,,,,27300000.0,7700000.0,,0.0,,,,,,,,,4900000.0,-8500000.0,,,,,13100000.0,4000000.0,,69700000.0,1793100000.0,49200000.0,,,-2200000.0,,,,,,85100000.0,,263200000.0,381800000.0,,260000000.0,,,,334300000.0,1448500000.0,,56600000.0,1276400000.0,,,,,283700000.0,,,,,,-8300000.0,,,209500000.0,,,100500000.0,,,60900000.0,0.115,,,344600000.0,,,,,,,224700000.0,281300000.0,,,,,,211600000.0,324800000.0,,5500000.0,,,27300000.0,27300000.0,,,-178600000.0,,,,,155700000.0,5600000.0,20700000.0,,,,124300000.0,124300000.0,,,-3800000.0,,10200000.0,,237391304.0,136000000.0,,,,,,220400000.0,,,,,,48000000.0,503500000.0,,,5600000.0,,93700000.0,-8600000.0,,,-46900000.0,,,,2156000000.0,,,,,,327600000.0,879600000.0,,,,7300000.0,,,,,46200000.0,,0.0,,984900000.0,,,0.0,,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,,,,12800000.0,-25400000.0,,0.0,,,,,,,,,2800000.0,-9000000.0,,,,,13400000.0,-1200000.0,,39500000.0,1711900000.0,-59200000.0,,,300000.0,,,,,,-43100000.0,,266700000.0,339500000.0,,232727273.0,,,,345500000.0,1318600000.0,,26100000.0,1155800000.0,,,,,322300000.0,,,,,,800000.0,,,121500000.0,,,13400000.0,,,71000000.0,0.055,,,393300000.0,,,,,,,326800000.0,352900000.0,,,,,,313400000.0,334500000.0,,-17200000.0,,,12800000.0,12800000.0,,,-187500000.0,,,,,158000000.0,1800000.0,8200000.0,,,,101200000.0,101200000.0,,,8600000.0,,6500000.0,,232727273.0,158900000.0,,,,,,232600000.0,,,,,,21000000.0,535400000.0,,,-12800000.0,,-34100000.0,-9000000.0,,,33000000.0,,,,2081800000.0,,,,,,326500000.0,926000000.0,,,,2000000.0,,,,,-23100000.0,,-6800000.0,,833200000.0,,,0.0,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
