,timestamp,quarterlyNetIncomeContinuousOperations,trailingInvestingCashFlow,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,annualLongTermDebt,quarterlyResearchAndDevelopment,annualSaleOfInvestment,annualOtherNonCashItems,annualPretaxIncome,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyCostOfRevenue,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,annualDepreciationAndAmortization,annualGoodwill,annualStockBasedCompensation,quarterlyOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyInventory,trailingChangeInWorkingCapital,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualTotalAssets,annualRetainedEarnings,annualInvestingCashFlow,quarterlyNetIncome,annualDilutedAverageShares,annualOperatingIncome,annualOtherIncomeExpense,annualAccountsPayable,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,quarterlyOtherIntangibleAssets,trailingOperatingIncome,trailingOperatingCashFlow,trailingTotalRevenue,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyNetIncomeCommonStockholders,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualChangeInAccountPayable,trailingCashFlowFromContinuingFinancingActivities,annualCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,annualBasicEPS,trailingDeferredIncomeTax,trailingCapitalExpenditure,quarterlyGrossPPE,annualOtherNonCurrentAssets,trailingSellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualOperatingExpense,trailingRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyDeferredIncomeTax,annualBeginningCashPosition,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,annualChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,annualInterestExpense,trailingChangesInAccountReceivables,annualBasicAverageShares,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,annualDilutedEPS,quarterlyPurchaseOfInvestment,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualGrossPPE,annualNetOtherFinancingCharges,trailingChangeInCashSupplementalAsReported,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,annualEndCashPosition,annualRepaymentOfDebt,annualTaxProvision,trailingInterestExpense,trailingChangeInAccountPayable,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentAssets,trailingFreeCashFlow,annualResearchAndDevelopment,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingGrossProfit,annualFreeCashFlow,annualOtherCurrentAssets,quarterlyRetainedEarnings,annualCapitalStock,annualCostOfRevenue,quarterlyPurchaseOfBusiness,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyBasicEPS,annualCurrentDebt,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualGrossProfit,annualInventory,quarterlyEbitda,trailingTaxProvision,quarterlyTotalRevenue,quarterlyStockBasedCompensation,annualChangeInInventory,quarterlyCommonStockIssuance,trailingNetIncome,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,quarterlyTaxProvision,annualNetIncome,quarterlyNetPPE,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyAccumulatedDepreciation,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingChangeInInventory,quarterlyInvestmentsAndAdvances,annualCashDividendsPaid,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,quarterlyCashDividendsPaid,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingDilutedAverageShares
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1293753600,,,,,,,,820000.0,-7306000.0,,,,,,,,,,,,1270000.0,,820000.0,,,,,,,,11713000.0,,-340000.0,,,-4764000.0,,53068000.0,-7294000.0,172000.0,,-614000.0,,,,,,,,,,,,,,,,,-5852000.0,,,,,,1406000.0,,,,,,,,,,,,,,0.0,-4424000.0,,,0.0,-0.137691,,,,,,,35064000.0,,,,4802000.0,,,-195000.0,,,,184000.0,,53068000.0,,27856000.0,,-0.137691,,,,-7307000.0,,,0.0,,,,,,11137000.0,-1017000.0,1000.0,,,,,6335000.0,,,,,7208000.0,,,,-5038000.0,,,,22452000.0,,50222000.0,,,,,,4515000.0,,,27770000.0,,,,,,-161000.0,,,,,,,-7307000.0,,,,,,,,,-7307000.0,,,,,,,,,,,,,,,,,,,,,,,
2,1325289600,,,,395000.0,0.0,,,1188000.0,-13888000.0,,,,,,,,,,,,3546000.0,,1188000.0,,,,,,,1452000.0,9887000.0,,0.0,27362000.0,-48267000.0,-6664000.0,,53068000.0,-13839000.0,109000.0,5962000.0,-779000.0,,-20000.0,9293000.0,0.0,,,,,,,,,,,,,-10184000.0,,,,3922000.0,,2193000.0,,21988000.0,,,,,431000.0,,,,13577000.0,13577000.0,,0.0,-6664000.0,,,,-0.261985,,,,1228000.0,,,59718000.0,,16841000.0,,11137000.0,,,-239000.0,,,,158000.0,,53068000.0,-6138000.0,47519000.0,,-0.261985,,0.0,,-13903000.0,1771000.0,15431000.0,-310000.0,,,,,,13577000.0,-1315000.0,15000.0,,,,,2440000.0,,,10521000.0,,12199000.0,,,,-7443000.0,0.0,,44109000.0,32998000.0,,78877000.0,,,,,617000.0,8390000.0,,,45879000.0,1602000.0,,,,,-1442000.0,,,,,,,-13903000.0,,,,,,25910000.0,9042000.0,,-13903000.0,,,,,,,,,,,,,,,,,,,,,,,
3,1348963200,-9568000.0,,,,,6544000.0,,,,553000.0,,3947000.0,,,-0.180297,11232000.0,,,,,,,,48000.0,53068000.0,,,-1575000.0,,,,,,,,,-9568000.0,,,,,,,,,,,,,,,,27394000.0,,,12786000.0,,-9568000.0,,,,1733000.0,,,,,,-263000.0,-4210000.0,,,,-576000.0,,,,,,,,,,,,,,,,,53068000.0,,,,,,,18356000.0,,,,-265000.0,,,,,,,,0.0,,,,,,,,-1057000.0,16733000.0,,356000.0,,,,,,0.0,,,,20850000.0,,,,,,,,,,,,,,,-9543000.0,,-0.180297,,,,138000.0,,,-7257000.0,,29588000.0,769000.0,,,,,,,25000.0,,,,,,3802000.0,,,-1057000.0,,-9038000.0,8157000.0,-3153000.0,,,,,,,,,,,,,,,,,,,,
4,1356912000,-7083000.0,,0.0,2683000.0,12428000.0,6868000.0,,265000.0,-35298000.0,719000.0,,21131000.0,7636000.0,996000.0,,12370000.0,,13691000.0,,2683000.0,6191000.0,,3102000.0,12000.0,,833000.0,,-2416000.0,18004000.0,71000.0,49475000.0,12428000.0,0.0,63354000.0,-83657000.0,-10172000.0,-7083000.0,53068000.0,-33827000.0,32000.0,4553000.0,-15015000.0,37864000.0,-85000.0,17008000.0,,,11291000.0,,,,,27096000.0,,74020000.0,16733000.0,,-7083000.0,-27604000.0,37864000.0,,1802000.0,18004000.0,,-1392000.0,,45279000.0,-1507000.0,-6518000.0,63354000.0,18559000.0,996000.0,30487000.0,1551000.0,63283000.0,37864000.0,37864000.0,,0.0,-10172000.0,,,-56000.0,-0.66688,,,28433000.0,1551000.0,,,103450000.0,,44795000.0,,13577000.0,,20755000.0,-2256000.0,-85000.0,4553000.0,1995000.0,1503000.0,,53068000.0,-11425000.0,79000000.0,,-0.66688,0.0,0.0,,-35390000.0,13691000.0,28433000.0,0.0,,-3552000.0,37864000.0,0.0,334000.0,37864000.0,-6031000.0,92000.0,,,0.0,,24287000.0,71000.0,20228000.0,18559000.0,,24450000.0,44795000.0,45279000.0,,-25187000.0,0.0,-83657000.0,74020000.0,44903000.0,,114526000.0,,-7048000.0,,,7636000.0,10847000.0,,96000.0,69623000.0,833000.0,-4527000.0,,33125000.0,1118000.0,769000.0,,,,,,35000.0,-35390000.0,17008000.0,,,-11425000.0,1131000.0,63283000.0,11291000.0,-3552000.0,-35390000.0,-6341000.0,27648000.0,-2966000.0,,,,,,,,,,,,,,,,,,,,
5,1364688000,-10262000.0,,,,,7504000.0,,,,639000.0,,-15544000.0,,,-0.193375,13737000.0,,,,,,,,-203000.0,53068000.0,,,-2114000.0,,,,,,,,,-10262000.0,,,,,,,,,,,,,,,,31196000.0,,,37864000.0,,-10262000.0,,,,2156000.0,,,,,,-797000.0,-13427000.0,,,,-68000.0,,,,,,,,,,,,,,,,,53068000.0,,,,,,,21788000.0,,,,-1695000.0,,,,,,,,-130000.0,,,,,,,,-4064000.0,22320000.0,,-274000.0,,,,,,0.0,,,,23692000.0,,,,,,,,,,,,,,,-10250000.0,,-0.193375,,,,82000.0,,,-7455000.0,,35525000.0,1114000.0,,0.0,,,,,12000.0,,,,,,-2583000.0,,,-3934000.0,,-9408000.0,-1985000.0,-9493000.0,,,,,,,,,,,,,,,,,,,,
6,1372550400,-13619000.0,,0.0,,,8606000.0,,,,588000.0,,-2954000.0,9121000.0,1758000.0,-0.224186,14662000.0,,13892000.0,,1698000.0,,,,-44000.0,60748648.0,1150000.0,,-2053000.0,17037000.0,,,10795000.0,,,,,-13619000.0,,,,,,19366000.0,,,,,13707000.0,,,,,36161000.0,,0.0,22320000.0,,-13619000.0,,19366000.0,,2195000.0,,,,,,1525000.0,-4881000.0,48500000.0,19088000.0,,-164000.0,2038000.0,69225000.0,,,,,,,,,,,,32829000.0,,,60748648.0,,,,,,,23042000.0,,159000.0,5140000.0,1828000.0,,,,,,,,0.0,,,,,,,,-2017000.0,19366000.0,0.0,-44000.0,,,,,,0.0,,,-20725000.0,27555000.0,,,,29412000.0,52188000.0,,,,-107538000.0,,,,,,-13751000.0,,-0.224186,,,,76000.0,,,-10968000.0,,37704000.0,1222000.0,,,,,,,-132000.0,,17050000.0,,,-15779000.0,7307000.0,,,-2017000.0,,-13119000.0,1935000.0,-2864000.0,,,,,,,,,,,,,,,,,,,,
7,1380499200,-8852000.0,,0.0,,,8150000.0,,,,995000.0,,6086000.0,9617000.0,1422000.0,-0.36,15968000.0,,20484000.0,,2492000.0,,,,-647000.0,24452000.0,2034000.0,,-2073000.0,33567000.0,,,27777000.0,,,,,-8852000.0,,,,,,25452000.0,,,,,15573000.0,,,,,34117000.0,,5000.0,19366000.0,,-8852000.0,,25452000.0,,2255000.0,,,,,,-530000.0,-11306000.0,60763000.0,19129000.0,,-1541000.0,1828000.0,86073000.0,,,,,,,,,,,,35337000.0,,,24452000.0,,,,,,,25966000.0,,-154000.0,6494000.0,1519000.0,,,,,,,,0.0,,,,,,,,-3073000.0,25452000.0,288000.0,-884000.0,,,,,,0.0,,,-25310000.0,25967000.0,,,,41634000.0,52506000.0,,,,-116389000.0,,,,,,-8798000.0,,-0.36,,,,254000.0,,,-8151000.0,,41934000.0,2210000.0,,,,,,,54000.0,,17301000.0,,,-18036000.0,-4146000.0,,,-3073000.0,,-8151000.0,17404000.0,-8233000.0,,,,,,,,,,,,,,,,,,,,
8,1388448000,-13365000.0,,0.0,3045000.0,24043000.0,9139000.0,,2014000.0,-46143000.0,3162000.0,,90926000.0,10184000.0,1336000.0,-0.22,17151000.0,,20559000.0,,3045000.0,8980000.0,,7540000.0,-2990000.0,62098000.0,2111000.0,,-20491000.0,29614000.0,63515000.0,113233000.0,24043000.0,-130000.0,145185000.0,-129755000.0,-10919000.0,-13365000.0,33155000.0,-41033000.0,-5110000.0,4414000.0,-23771000.0,116378000.0,-310000.0,16660000.0,103309000.0,,16552000.0,,,,,38547000.0,,6000.0,25452000.0,,-13365000.0,-32053000.0,116378000.0,,2374000.0,29614000.0,,-453000.0,,52056000.0,-553000.0,-4946000.0,145185000.0,18437000.0,1336000.0,-1947000.0,1777000.0,81670000.0,116378000.0,116378000.0,,0.0,-10789000.0,,,-16000.0,-1.39,,,37071000.0,1777000.0,,62098000.0,140019000.0,,126748000.0,,37864000.0,,28192000.0,-355000.0,-310000.0,4414000.0,-2105000.0,5384000.0,,33155000.0,-20411000.0,106620000.0,,-1.39,0.0,0.0,,-46098000.0,20559000.0,37071000.0,-3720000.0,,-1765000.0,116378000.0,0.0,-77000.0,116378000.0,-26731000.0,-45000.0,,,0.0,,78514000.0,63515000.0,29408000.0,18437000.0,,33399000.0,126748000.0,52056000.0,,-34560000.0,0.0,-129755000.0,6000.0,61519000.0,,160505000.0,,-13345000.0,,-0.22,10184000.0,3471000.0,,1602000.0,98986000.0,2111000.0,-7981000.0,,45343000.0,2994000.0,-1279000.0,,,,,,20000.0,-46098000.0,16660000.0,,,-20411000.0,2893000.0,81670000.0,16552000.0,-1765000.0,-46098000.0,-10355000.0,95879000.0,-3181000.0,,,,,,,,,,,,,,,,,,,,
9,1396224000,-12904000.0,,0.0,,,9673000.0,,,,601000.0,,50448000.0,9714000.0,1786000.0,-0.2,17903000.0,,29826000.0,,3873000.0,,,,-638000.0,63800000.0,2301000.0,,-2443000.0,28120000.0,,,22257000.0,,,,,-12904000.0,,,,,,166826000.0,,,,,18315000.0,,,,,42597000.0,,7000.0,116378000.0,,-12904000.0,,166826000.0,,2119000.0,,,,,,-828000.0,-5972000.0,200799000.0,21024000.0,,-246000.0,1860000.0,89037000.0,,,,,,,,,,,,41490000.0,,,63800000.0,,,,,,,30359000.0,,-410000.0,2706000.0,-1353000.0,,,,,,,,0.0,,,,,,,,-3509000.0,166826000.0,0.0,-190000.0,,,,,,0.0,,,111762000.0,32924000.0,,,,179775000.0,60917000.0,,,,-142659000.0,,,,,,-12876000.0,,-0.2,,,,73000.0,,,-10119000.0,,48262000.0,3177000.0,,57167000.0,,,,,28000.0,,19164000.0,,,-22326000.0,5068000.0,,,-3509000.0,,-12238000.0,56421000.0,-2463000.0,,,,,,,,,,,,,,,,,,,,
