date,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualChangeInWorkingCapital,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualTotalAssets,trailingFreeCashFlow,quarterlyGoodwill,trailingPretaxIncome,annualRetainedEarnings,annualNetOtherInvestingChanges,annualOtherCurrentAssets,annualCostOfRevenue,trailingOperatingIncome,annualCurrentDeferredRevenue,annualPretaxIncome,annualCurrentDebt,annualOperatingIncome,annualEndCashPosition,annualNetIncome,annualCashDividendsPaid,trailingTotalRevenue,trailingTaxProvision,trailingEndCashPosition,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualIncomeTaxPayable,annualBasicAverageShares,annualAccountsPayable,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyInterestExpense,annualDepreciationAndAmortization,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualDilutedAverageShares,quarterlyOtherIncomeExpense,annualTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,annualDilutedEPS,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualAccountsReceivable,annualCurrentAssets,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyEndCashPosition,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyBasicAverageShares,annualOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,annualNetPPE,annualCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyBasicEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,annualEbitda,quarterlyBeginningCashPosition,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,trailingInterestExpense,trailingGrossProfit,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,annualSellingGeneralAndAdministration,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualTotalNonCurrentAssets,annualNetIncomeContinuousOperations,quarterlyCurrentDebt,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyAccountsPayable,quarterlyNetPPE,annualCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualInvestingCashFlow,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,quarterlyOtherCurrentLiabilities,trailingBeginningCashPosition,annualInterestExpense,trailingOperatingExpense,trailingCostOfRevenue,quarterlyPretaxIncome,annualChangesInAccountReceivables,annualGoodwill,quarterlyRetainedEarnings,annualStockBasedCompensation,quarterlyTaxProvision,annualNetOtherFinancingCharges,annualDeferredIncomeTax,annualGrossProfit,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualAccumulatedDepreciation,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyRepaymentOfDebt,quarterlyChangeInInventory,trailingDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlySaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,quarterlyLongTermDebt,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingOtherNonCashItems,trailingDilutedEPS,quarterlyPurchaseOfInvestment,trailingNetOtherInvestingChanges,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,quarterlyOtherNonCashItems,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyChangeInWorkingCapital,annualLongTermDebt,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
2014-12-31,,,,684489000.0,,,,4623264000.0,1578422000.0,0.0,0.555677,,,4974125000.0,1864844000.0,,5615833000.0,401440000.0,-217025000.0,0.0,2770530000.0,5006402000.0,220247000.0,602911000.0,250000000.0,600301000.0,163359000.0,406426000.0,0.0,20890962000.0,969597000.0,5017349000.0,,281670000.0,,218215000.0,731406440.0,152059000.0,-4951381000.0,,,64014000.0,0.0,,-184000000.0,3368810000.0,,,,731406440.0,,202486000.0,,,,0.555677,163359000.0,166240000.0,,,49164000.0,752614000.0,5846120000.0,,1071751000.0,,,,500000000.0,,416283000.0,23362000.0,,,,,,1342151000.0,1531294000.0,406426000.0,,47128000.0,110025000.0,0.0,4623264000.0,-50000000.0,667723000.0,,163359000.0,,0.0,6175287000.0,281911000.0,126516000.0,,,,1796000.0,,25980000.0,36843000.0,,,534537000.0,,389557000.0,,-1211807000.0,1411367000.0,4221511000.0,406003000.0,,-109193000.0,4633276000.0,,,,171064000.0,47128000.0,-4950000.0,,1430446000.0,532741000.0,-790081000.0,,-1116299000.0,,,,,390000.0,-95400000.0,3903572000.0,,6271359000.0,798000.0,1168885000.0,14715675000.0,,-40656000.0,2379182000.0,,0.0,,-394936000.0,-80309000.0,1133042000.0,,,4950000.0,-69216000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,391224000.0,731406440.0,,972723000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203752000.0,,,,,,4293000.0,,,,,,,944610000.0,439699000.0,,20245000.0,,,213147000.0,,,,,213344000.0,156171000.0,,,,,,,135926000.0,-438012000.0,,1276923000.0,,,,,731406440.0,,,,,,0.278576,,,,,,,379101000.0,,-438012000.0,,,,,,,,,,,,,0.278576,,,,,,,,,,,,303773000.0,,,,,,,,,,,,1412422000.0,,944610000.0,391224000.0,,,,,,,,,301779000.0,,,,,90323000.0,,,,306072000.0,897822000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,-422484000.0,,469825000.0,1354735000.0,85059000.0,7144103000.0,,2736002000.0,-13749000.0,1.765,2650943000.0,3438120000.0,10582223000.0,,4091219000.0,,1589420000.0,240525000.0,0.0,3998737000.0,,298865000.0,1752076000.0,300000000.0,1529229000.0,2452359000.0,1331755000.0,-115000000.0,,,,10582223000.0,391674000.0,671065000.0,301932000.0,731406440.0,294199000.0,,0.0,3663000.0,158056000.0,116800000.0,377431000.0,0.0,7834237000.0,15720000.0,,833238000.0,731406440.0,222859000.0,419999000.0,2736002000.0,703051000.0,20730000.0,1.765,2452359000.0,417777000.0,702405000.0,186384000.0,58494000.0,3438120000.0,,85059000.0,1867538000.0,298865000.0,187673000.0,-775012000.0,0.0,2452359000.0,821131000.0,20730000.0,58494000.0,,,,417777000.0,2573717000.0,2650943000.0,1290823000.0,,85059000.0,142139000.0,0.0,,-300000000.0,1926524000.0,1276923000.0,2452359000.0,915259000.0,,,603037000.0,2289000000.0,7834237000.0,2452359000.0,2452359000.0,224148000.0,0.0,,163359000.0,-13749000.0,,591738000.0,821131000.0,377431000.0,1977245000.0,,2795336000.0,7144103000.0,1331618000.0,300000000.0,-214407000.0,,645565000.0,294199000.0,2573717000.0,1869331000.0,85059000.0,-10770000.0,2795336000.0,,558489000.0,-1475864000.0,301932000.0,-1449746000.0,2187973000.0,-221619000.0,895191000.0,1053380000.0,1977245000.0,-193803000.0,6086455000.0,603037000.0,,16392000.0,,,875672000.0,-11918000.0,4091219000.0,1589420000.0,116800000.0,166214000.0,0.0,5047000.0,2087718000.0,879335000.0,1175436000.0,15720000.0,-221619000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,263580000.0,731406440.0,,1357100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300100000.0,,,,,,3644000.0,,,,,,,98000000.0,601448000.0,,9551000.0,,,338814000.0,,,,,338775000.0,162631000.0,,,,,,,146991000.0,-645935000.0,,2428536000.0,,,,,731406440.0,,,,,,0.410305,,,,,,,2718762000.0,,-645935000.0,,,,,,,,,,,,,0.410305,,,,,,,,,,,,454457000.0,,,,,,,,,,,,1958548000.0,,98000000.0,263580000.0,,,,,,,,,469421000.0,,,,,122018000.0,,,,473065000.0,-290226000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,278480000.0,618384686.0,,1458810000.0,109352000.0,8396556000.0,,,,,2630230000.0,3316958000.0,,,4157111000.0,,,,,,,,,,,,,,,,,11713514000.0,,386771000.0,,,,,0.0,4742000.0,,,389197000.0,,,19037000.0,,827819000.0,,-7617000.0,,2739582000.0,425802000.0,49554000.0,,,,427819000.0,218097000.0,,,,109352000.0,,243345000.0,225714000.0,-462792000.0,,2269780000.0,,,117091000.0,,618384686.0,,439635000.0,,,,0.625454,,,,,,,2428536000.0,,-462792000.0,,,,,8963926000.0,2058231000.0,2058231000.0,,0.0,,,12080000.0,0.625454,,1018425000.0,,422000.0,,,,,406943000.0,,,602105000.0,381793000.0,3678732000.0,,,,4010219000.0,,,,248497000.0,,2286629000.0,-331487000.0,0.0,278480000.0,,,,430041000.0,,,,,609117000.0,,,2276291000.0,,171954000.0,,,,613859000.0,-158756000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,831709000.0,618384686.0,,1500596000.0,131255000.0,9300895000.0,,,,,2788103000.0,3156434000.0,,,4157111000.0,,,,,,,,,,,,,,,,,12457329000.0,,506793000.0,,,,,0.0,3766000.0,,,476238000.0,,,28194000.0,-26754000.0,852476000.0,,17375000.0,,2919358000.0,547177000.0,49553000.0,,,,547062000.0,128396000.0,,,,131255000.0,,238274000.0,111021000.0,-888202000.0,,1977716000.0,,,117225000.0,,618384686.0,,,,,,0.819543,,,,,,,2058231000.0,,-888202000.0,,,,,9537868000.0,1977716000.0,1977716000.0,,0.0,,,15781000.0,0.819543,,1187005000.0,,2097249000.0,,,,,300000000.0,,,741455000.0,450480000.0,4485828000.0,,,,4485828000.0,,,,228605000.0,,2353072000.0,,-26754000.0,831709000.0,,,,1473857000.0,,,,,747406000.0,,,2783083000.0,,186468000.0,,,,751172000.0,-80515000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,1107921000.0,691734407.0,37831000.0,2029393000.0,130520000.0,10217700000.0,,3652991000.0,294649000.0,2.91,3522471000.0,13186038000.0,23403738000.0,,4157111000.0,,3509707000.0,-298215000.0,0.0,6345899000.0,,229724000.0,2820311000.0,450000000.0,2768978000.0,11287789000.0,2053855000.0,0.0,,,,23403738000.0,2536544000.0,726623000.0,418310000.0,634581307.0,636422000.0,,0.0,834000.0,324978000.0,122502000.0,537175000.0,0.0,19745033000.0,33959000.0,-49457000.0,1161126000.0,634581307.0,4955000.0,731987000.0,3652991000.0,739811000.0,45953000.0,2.91,11287789000.0,483888000.0,740200000.0,196870000.0,197803000.0,13186038000.0,,130520000.0,2536544000.0,229724000.0,185142000.0,-1088111000.0,9195636000.0,11287789000.0,1302869000.0,45953000.0,197803000.0,,691687671.0,,483888000.0,5368431000.0,3522471000.0,1920287000.0,1.04,130520000.0,342223000.0,0.0,,-409943000.0,2833297000.0,1977716000.0,11287789000.0,1698714000.0,,,1656590000.0,8835430000.0,19745033000.0,11287789000.0,11287789000.0,19528000.0,0.0,,2452359000.0,294649000.0,1.04,705995000.0,1302869000.0,537175000.0,471000.0,,5368431000.0,10217700000.0,2051603000.0,450000000.0,-430880000.0,,975984000.0,636422000.0,5368431000.0,9415093000.0,130520000.0,-18239000.0,5368431000.0,,673891000.0,-2689209000.0,418310000.0,-3085040000.0,3190519000.0,-550257000.0,9343847000.0,1107921000.0,471000.0,-315426000.0,9788768000.0,1656590000.0,,12986000.0,,,994368000.0,-141845000.0,4157111000.0,3509707000.0,122502000.0,251547000.0,10000000.0,-30553000.0,3442869000.0,995202000.0,9310073000.0,33959000.0,-550257000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,4818240000.0,331508000.0,721326067.0,,1883945000.0,161333000.0,10931772000.0,,,,,3515434000.0,12909850000.0,,,4157111000.0,,,,,,,,,,,,,,,,,23841622000.0,,503551000.0,,,,,31548000.0,5708000.0,,,525370000.0,,,31941000.0,250000000.0,730649000.0,,-2972000.0,,3676767000.0,502870000.0,50953000.0,,,,503551000.0,161974000.0,,,,129785000.0,,169990000.0,73935000.0,-5305894000.0,,7074589000.0,,,167888000.0,,720564604.0,,,,,,0.7,,,,,,,11923155000.0,,-5305894000.0,,,,,20159822000.0,11146812000.0,6328572000.0,,0.0,,,205636000.0,0.7,,1452923000.0,,471000.0,,,,,700000000.0,,,656714000.0,675359000.0,6051998000.0,,,,6051998000.0,,,,253750000.0,,2614594000.0,,250000000.0,331508000.0,,,,1620808000.0,,,,,676658000.0,,,4013258000.0,,166609000.0,,,,682366000.0,-4848566000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,5186165000.0,903248000.0,719908261.0,,1847525000.0,204431000.0,11542028000.0,,,,,3098727000.0,12255601000.0,,,4157111000.0,,,,,,,,,,,,,,,,,23797629000.0,,716835000.0,,,,,75381000.0,5029000.0,,,526987000.0,,,28677000.0,-706390000.0,1123909000.0,,-2872000.0,,3303158000.0,716923000.0,42953000.0,,,,716835000.0,202664000.0,,,,129050000.0,,187842000.0,202646000.0,-1137348000.0,,6064090000.0,,,184466000.0,,719716569.0,,,,,,1.0,,,,,,,7074589000.0,,-1137348000.0,,,,,20489350000.0,10900251000.0,5714086000.0,,0.0,,,61227000.0,1.0,,1468888000.0,,471000.0,,,,,250000000.0,,,921263000.0,491921000.0,6624681000.0,,,,6624681000.0,,,,329352000.0,,2971434000.0,,-706390000.0,903248000.0,,,,1687661000.0,,,,,952935000.0,,,4730093000.0,,233323000.0,,,,957964000.0,-1010499000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,5522239000.0,1024381000.0,716478593.0,,2005323000.0,202295000.0,12373629000.0,,,,,3645468000.0,12099099000.0,,,4157111000.0,,,,,,,,,,,,,,,,,24472728000.0,,716970000.0,,,,,73980000.0,2479000.0,,,556556000.0,,,28549000.0,-403295000.0,1137768000.0,,-27542000.0,,3847763000.0,717230000.0,123550000.0,,,,716970000.0,193422000.0,,,,128315000.0,,247824000.0,193024000.0,-1128970000.0,,5438289000.0,,,198908000.0,,716138386.0,,,,,,1.0,,,,,,,6064090000.0,,-1128970000.0,,,,,20620073000.0,10702583000.0,5180344000.0,,0.0,,,-118759000.0,1.0,,1512024000.0,,471000.0,,,,,250000000.0,,,944744000.0,572145000.0,7351215000.0,,,,7351215000.0,,,,290269000.0,,3143091000.0,,-403295000.0,1024381000.0,,,,2191011000.0,,,,,959900000.0,,,5447063000.0,,237670000.0,,,,962379000.0,-625801000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
