,quarterlyCurrentAccruedExpenses,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualRetainedEarnings,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,trailingChangeInWorkingCapital,annualPretaxIncome,annualNetIncome,quarterlyTotalAssets,quarterlyFreeCashFlow,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,annualOperatingIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingSaleOfInvestment,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,annualOtherCurrentAssets,trailingTotalRevenue,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,annualTaxProvision,trailingEndCashPosition,annualDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualNetPPE,quarterlyOperatingExpense,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,annualSaleOfInvestment,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,quarterlyDilutedEPS,annualEbitda,annualBasicAverageShares,annualCurrentAssets,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualBasicEPS,quarterlyChangeInInventory,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,trailingOtherIncomeExpense,trailingGrossProfit,annualTotalNonCurrentAssets,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOtherIntangibleAssets,annualSellingGeneralAndAdministration,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingNetOtherFinancingCharges,trailingChangeInInventory,quarterlyEbitda,quarterlyStockBasedCompensation,annualStockBasedCompensation,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualInventory,trailingTaxProvision,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalRevenue,annualDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualDilutedAverageShares,annualCapitalStock,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualResearchAndDevelopment,annualGrossProfit,quarterlyPretaxIncome,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyNetPPE,annualChangeInWorkingCapital,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingCommonStockIssuance,trailingPurchaseOfBusiness,annualCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,annualInterestExpense,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingInterestExpense,quarterlyCashDividendsPaid,trailingNetOtherInvestingChanges,trailingCashDividendsPaid,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
709862400,,,900000.0,5800000.0,,,,,,,,,,,24600000.0,-1400000.0,,,,,,-1100000.0,-1100000.0,,,,,,900000.0,,100000.0,,8400000.0,12222222.0,,,,,,,,,,,,,,1000000.0,0.0,,,,,4900000.0,9400000.0,0.0,-1100000.0,,,200000.0,,1000000.0,-300000.0,,,,,,1000000.0,,,,,,,,,,,,-0.09,,,,,,,,,,15200000.0,,100000.0,,,-200000.0,,,,12222222.0,1000000.0,,,,,,200000.0,,,,13000000.0,300000.0,-0.09,4300000.0,,4300000.0,,4700000.0,,,,-1200000.0,,,-100000.0,,,,,,,,-1300000.0,600000.0,,100000.0,-1400000.0,,,,,,,,,,,,,-1300000.0,,,1000000.0,,,,100000.0,-300000.0,,,18800000.0,,2100000.0,,,,,,-400000.0,,,,-18100000.0,,100000.0,700000.0,,,700000.0,,,,,,,,,,,,,,,,,,
717811200,,,1000000.0,6000000.0,,,,,,,,,,,23500000.0,-1200000.0,,,,,,-1200000.0,-1200000.0,,,,,,1000000.0,,0.0,,8500000.0,12000000.0,,,,,,,,,,,,,,-100000.0,0.0,,,,,5100000.0,9500000.0,,-1200000.0,,,200000.0,,1000000.0,-300000.0,,,,,,1100000.0,,,,,,,,,,,,-0.1,,,,,,,,,,14000000.0,,0.0,,,0.0,,,,12000000.0,0.0,,,,,,200000.0,,,,12800000.0,300000.0,-0.1,3200000.0,,3200000.0,,0.0,,,,-1300000.0,,,-100000.0,,,,,,,,-1400000.0,700000.0,,-100000.0,-1500000.0,,,,,,,,,,,,,-1100000.0,,,1000000.0,,,,0.0,-1200000.0,,,17500000.0,,2200000.0,,,,,,100000.0,,,,-19300000.0,,0.0,700000.0,,,700000.0,,,,,,,,,,,,,,,,,,
725760000,,,1000000.0,6000000.0,,,,,,,,,,,22800000.0,-1200000.0,,,,,,-800000.0,-800000.0,,,,,,900000.0,,100000.0,,8600000.0,11428571.0,,,,,,,,,,,,,,1500000.0,0.0,,,,,5100000.0,9600000.0,0.0,-800000.0,,,100000.0,,1200000.0,100000.0,,,,,,1000000.0,,,,,,,,,,,,-0.07,,,,,,,,,,13200000.0,,-200000.0,,,-200000.0,,,,11428571.0,1700000.0,,,,,,200000.0,,,,11200000.0,300000.0,-0.07,3500000.0,,3500000.0,,0.0,,,,-800000.0,,,0.0,,,,,,,,-900000.0,1100000.0,,0.0,-1500000.0,,,,,,,,,,,,,-1200000.0,,,1000000.0,,,,100000.0,300000.0,,,16800000.0,,2200000.0,,,,,,-600000.0,,,,-20100000.0,,0.0,700000.0,,,700000.0,,,,,,,,,,,,,,,,,,
733536000,,100000.0,0.0,10400000.0,,-20900000.0,,22400000.0,,,,,,-3900000.0,22400000.0,-800000.0,-4300000.0,,,-4500000.0,400000.0,-800000.0,-800000.0,,,500000.0,,-4600000.0,1800000.0,,100000.0,0.0,8700000.0,,,12500000.0,100000.0,9000000.0,,,,,,,1200000.0,700000.0,,-2000000.0,0.0,,,,300000.0,9500000.0,9900000.0,0.0,-800000.0,,,100000.0,,1500000.0,1000000.0,,,,,700000.0,1900000.0,,,-4300000.0,9500000.0,8700000.0,700000.0,100000.0,,4900000.0,200000.0,,,-4200000.0,13000000.0,12000000.0,700000.0,-3900000.0,,,-4000000.0,2300000.0,12500000.0,,200000.0,,-0.3,-300000.0,,,4700000.0,,2200000.0,,,10400000.0,-300000.0,,200000.0,4600000.0,,,9000000.0,500000.0,,700000.0,,700000.0,,0.0,600000.0,,,-800000.0,,,-100000.0,,1500000.0,,-100000.0,0.0,,-700000.0,-900000.0,1000000.0,-0.3,0.0,-1600000.0,,13000000.0,,,-3900000.0,4900000.0,,,3000000.0,3400000.0,,,-700000.0,,,1200000.0,,400000.0,,-100000.0,-2800000.0,,-1600000.0,12000000.0,,2300000.0,9900000.0,,,,,100000.0,,,,-20900000.0,,0.0,700000.0,-800000.0,,700000.0,,,,,,,,,,,,,,,,,,
741398400,,,1000000.0,17100000.0,,,,,,,,,,,21500000.0,-1200000.0,,,,,,-800000.0,-800000.0,,,,,,1200000.0,,100000.0,,8700000.0,13333333.0,,,,,,,,-6700000.0,,,,,,2100000.0,0.0,,,,,16300000.0,9800000.0,,-800000.0,,,100000.0,,1700000.0,400000.0,,,,,,1300000.0,,,,,,,,,,,,-0.06,,,,,,,,,,11700000.0,,0.0,,,-200000.0,,,,13333333.0,8800000.0,,,,,,200000.0,,,,100000.0,300000.0,-0.06,1600000.0,,1600000.0,,700000.0,,,,-800000.0,,,,,,,,,,,-900000.0,1400000.0,,0.0,-1700000.0,,,,,,,,,,,,,-1200000.0,,,1100000.0,,,,100000.0,900000.0,,,4400000.0,,2300000.0,,,,,,-600000.0,,,,-21700000.0,,,600000.0,,,800000.0,,,,,,,,,,,,,,,,,,
749347200,,,1000000.0,17200000.0,,,,,,,,,,,21100000.0,-1200000.0,,,,,,-400000.0,-400000.0,,,,,,1200000.0,,100000.0,,8700000.0,13333333.0,,,,,,,,-100000.0,,,,,,-200000.0,0.0,,,,,16500000.0,9700000.0,,-400000.0,,,100000.0,,1900000.0,800000.0,,,,,,1300000.0,,,,,,,,,,,,-0.03,,,,,,,,,,11400000.0,,-100000.0,,,-100000.0,,,,13333333.0,0.0,,,,,,100000.0,,,,200000.0,200000.0,-0.03,400000.0,,400000.0,,0.0,,,,-400000.0,,,,,,,,,,,-500000.0,1800000.0,,100000.0,-1700000.0,,,,,,,,,,,,,-1100000.0,,,1000000.0,,,,-300000.0,-1200000.0,,,3900000.0,,2300000.0,,,,,,-500000.0,,,,-22100000.0,,,600000.0,,,800000.0,,,,,,,,,,,,,,,,,,
757296000,,,1400000.0,16600000.0,,,,,,,,,,,21200000.0,-300000.0,,,,,,-400000.0,-400000.0,,,,,,900000.0,,0.0,,8900000.0,13333333.0,,,,,,,,,,,,,,700000.0,0.0,,,,,15900000.0,10200000.0,0.0,-400000.0,,,100000.0,,2000000.0,400000.0,,,,,,900000.0,,,,,,,,,,,,-0.03,,,,,,,,,,11000000.0,,-6100000.0,,,-200000.0,,,,13333333.0,0.0,,,,,,100000.0,,,,200000.0,300000.0,-0.03,700000.0,,700000.0,,0.0,,,,-500000.0,,,0.0,,,,,,,,-500000.0,1800000.0,,0.0,-1800000.0,,,,,,,,,,,,,-300000.0,,,1300000.0,,,,,300000.0,,,4600000.0,,2400000.0,,,,,,-200000.0,,,,-22400000.0,,0.0,600000.0,,,1000000.0,,,,,,,,,,,,,,,,,,
765072000,,0.0,-1400000.0,8300000.0,,-22900000.0,,15400000.0,,,,,,-2000000.0,15400000.0,-900000.0,-2900000.0,,,-2300000.0,3100000.0,-500000.0,-500000.0,,,400000.0,,-3600000.0,1000000.0,,100000.0,0.0,3700000.0,,,10600000.0,100000.0,2700000.0,,,,,,,1100000.0,500000.0,,500000.0,0.0,,,,300000.0,7600000.0,4800000.0,0.0,-500000.0,,,0.0,,2200000.0,3100000.0,,,,,600000.0,3500000.0,,,-3400000.0,7600000.0,3700000.0,500000.0,100000.0,,6200000.0,100000.0,,,-2000000.0,12500000.0,7100000.0,700000.0,-2000000.0,,,-200000.0,2500000.0,10600000.0,,6100000.0,,-0.16,-200000.0,,,700000.0,,-2600000.0,,,8300000.0,-200000.0,,100000.0,4400000.0,,,2700000.0,400000.0,,500000.0,,500000.0,,0.0,400000.0,,,-300000.0,,,-100000.0,,2200000.0,,0.0,100000.0,,-700000.0,-400000.0,1700000.0,-0.16,0.0,-1900000.0,,12500000.0,,,-2000000.0,7100000.0,,,1900000.0,6700000.0,,,-800000.0,,,1100000.0,2400000.0,4800000.0,,,-200000.0,,-1900000.0,7100000.0,,2500000.0,4800000.0,,,,,-500000.0,,,,-22900000.0,,0.0,600000.0,-1800000.0,,700000.0,,,,,,,,,,,,,,,,,,
772934400,,,500000.0,8300000.0,,,,,,,,,,,15100000.0,-1300000.0,,,,,,-200000.0,-200000.0,,,,,,1000000.0,,100000.0,,3700000.0,10000000.0,,,,,,,,,,,,,,2600000.0,0.0,,,,,7700000.0,4700000.0,,-200000.0,,,100000.0,,2400000.0,1400000.0,,,,,,1700000.0,,,,,,,,,,,,-0.02,,,,,,,,,,10400000.0,,0.0,,,-200000.0,,,,10000000.0,2600000.0,,,,,,100000.0,,,,200000.0,1000000.0,-0.02,1800000.0,,1800000.0,,500000.0,,,,-200000.0,,,,,,,,,,,-300000.0,1900000.0,,0.0,-1900000.0,,,,,,,,,,,,,-1300000.0,,,1000000.0,,,,-100000.0,1300000.0,,,6800000.0,,2400000.0,,,,,,-1200000.0,,,,-23100000.0,,,500000.0,,,0.0,,600000.0,,,,,,,,,,,,,,,,
780883200,,,400000.0,8100000.0,,,,,,,,,,,14700000.0,800000.0,,,,,,-100000.0,-100000.0,,,,,,1100000.0,,100000.0,,3600000.0,10000000.0,,,,,,,,,,,,,,-2200000.0,0.0,,,,,7500000.0,4400000.0,,-100000.0,,,100000.0,,2500000.0,1600000.0,,,,,,1700000.0,,,,,,,,,,,,-0.01,,,,,,,,,,10300000.0,,100000.0,,,-100000.0,,,,10000000.0,-2300000.0,,,,,,100000.0,,,,2400000.0,800000.0,-0.01,400000.0,,400000.0,,0.0,,,,0.0,,,,,,,,,,,-100000.0,2000000.0,,0.0,-2000000.0,,,,,,,,,,,,,800000.0,,,800000.0,,,,0.0,-1400000.0,,,6600000.0,,2500000.0,,,,,,900000.0,,,,-23200000.0,,,500000.0,,,0.0,,500000.0,,,,,,,,,,,,,,,,
788832000,,,1100000.0,7500000.0,,,,,,,,,,,14900000.0,300000.0,,,,,,,,,,,,,1200000.0,,0.0,,3500000.0,10000000.0,,,,,,,,,,,,,,-100000.0,0.0,,,,,7000000.0,4600000.0,,,,,100000.0,,2000000.0,1700000.0,,,,,,1700000.0,,,,,,,,,,,,,,,,,,,,,,10300000.0,,500000.0,,,600000.0,,,,10000000.0,,,,,,,,,,,2900000.0,1100000.0,,600000.0,,600000.0,,0.0,,,,0.0,,,,,,,,,,,0.0,2800000.0,,0.0,-2000000.0,,,,,,,,,,,,,300000.0,,,1100000.0,,,,-100000.0,200000.0,,,7400000.0,,2500000.0,,,,,,400000.0,,,,-23200000.0,,,500000.0,,,0.0,,500000.0,,,,,,,,,,,,,,,,
796608000,,700000.0,900000.0,7000000.0,,-23200000.0,,14700000.0,,,,,,-400000.0,14700000.0,1000000.0,-1300000.0,,,-900000.0,-700000.0,-100000.0,-100000.0,,,200000.0,,800000.0,900000.0,,200000.0,0.0,,,,13300000.0,-200000.0,3900000.0,,,,-1000000.0,,,1400000.0,600000.0,,-1000000.0,0.0,,,,400000.0,6500000.0,1400000.0,,-100000.0,,,100000.0,,1400000.0,1700000.0,,,,,500000.0,1900000.0,,,900000.0,6500000.0,,600000.0,,,,,,,-500000.0,13023554.0,7700000.0,1200000.0,-400000.0,,,100000.0,2600000.0,13300000.0,,100000.0,,-0.025,500000.0,,,500000.0,,,,,7000000.0,-100000.0,,,4300000.0,,,3900000.0,200000.0,,600000.0,,600000.0,,0.0,400000.0,,,0.0,,,,,1400000.0,,,0.0,,800000.0,-200000.0,2600000.0,-0.025,0.0,-2100000.0,,13023554.0,,,-400000.0,7200000.0,,,2900000.0,9200000.0,,,1100000.0,,,1400000.0,2500000.0,6300000.0,,0.0,0.0,,-2100000.0,7700000.0,,2600000.0,1400000.0,,,,,1000000.0,,,,-23200000.0,,,500000.0,1100000.0,,1200000.0,,800000.0,,,,,,,,,,,,,,,,
804470400,1244584.0,,914893.0,5944773.0,,,,,,2014350.0,,,,,15352264.0,210595.0,,,,,,84061.0,84061.0,,,,,,1216914.0,,47367.0,,,6953000.0,,,,,,,,-1492393.0,,,,,,-239023.0,614877.0,,,,,5495906.0,1963474.0,,84061.0,,,,,1270202.0,1828597.0,,,,,,1875773.0,,,,,,,,,,,,0.01,,,,,,,,,,13388790.0,,-155000.0,,,139078.0,,,,6953000.0,1437584.0,,,,,,,,69259.0,,0.0,473890.0,0.01,5984213.0,,614877.0,,614091.0,,,,191.0,,,-29214.0,,,,,,,,-47176.0,2743490.0,,0.0,-2171601.0,,,,,,,,,,,,,239809.0,,,1963474.0,,,,,786.0,,,9407491.0,,2620468.0,,,,,,108381.0,,,,-23157239.0,5369336.0,,448867.0,,,245000.0,,658859.0,,,,,,,,,,,,,,,,
812419200,1229556.0,,907876.0,1834262.0,,,,,,2340771.0,,,,,15485606.0,-101693.0,,,,,,48448.0,48448.0,,,,,,1414585.0,,118384.0,,,6972000.0,,,,,,,,,,,,,,-367132.0,333775.0,,,,,1360998.0,1931891.0,,48448.0,,,,,1253351.0,2198723.0,,,,,,2274763.0,,,,,,,,,,,,0.01,,,,,,,,,,13553715.0,,-615000.0,,,16851.0,,,,6972000.0,-1173281.0,,,,,,,,69418.0,,0.0,702335.0,0.01,9817368.0,,333775.0,,614877.0,,,,42344.0,,,-71244.0,,,,,,,,-76040.0,3106599.0,,116479.0,-2218449.0,,,,,,,,,,,,,-30449.0,,,1931891.0,,,,,-281102.0,,,13651344.0,,2691713.0,,,,,,-197281.0,,,,-23108791.0,9483593.0,,473264.0,,,0.0,,860178.0,,,,,,,,,,,,,,,,
820368000,1498808.0,,997157.0,2711625.0,,,,,,2377114.0,,,,,16212900.0,403910.0,,,,,,189063.0,189063.0,,,,,,1484048.0,,82619.0,,,6994000.0,,,,,,,,,,,,,,866108.0,1719315.0,,,,,2188156.0,2451652.0,0.0,189063.0,,,,,1540070.0,2514138.0,,,,,,2456614.0,,,,,,,,,,,,0.02,,,,,,,,,,13761248.0,,0.0,,,-286719.0,,,,6994000.0,963162.0,,,,,,,,69455.0,,0.0,952844.0,0.02,9376820.0,,1719315.0,,333775.0,,,,140143.0,,,-97054.0,,,,,,,,57524.0,3511295.0,,18468.0,-2265297.0,,,,,,,,,,,,,500964.0,,,2451652.0,,,,,1385540.0,,,13501275.0,,2788766.0,,,,,,229282.0,,,,-22919728.0,7657505.0,18468.0,523469.0,,,0.0,,972566.0,,,,,,,,,,,,,,,,
828230400,,-770000.0,1111837.0,1209906.0,,-22750176.0,,16209429.0,,2606289.0,,,,491124.0,16209429.0,-268546.0,,,2606289.0,-36750.0,1608681.0,169552.0,169552.0,,,777943.0,,244266.0,1606838.0,,101386.0,2938332.0,,,,13944505.0,,0.0,,,,,,,2264924.0,2938332.0,,1348728.0,2938332.0,,,,349756.0,627154.0,2264924.0,0.0,169552.0,,,,,1653512.0,2370389.0,,,,,582752.0,2333446.0,,,566908.0,627154.0,,10647442.0,148652.0,7709110.0,2701323.0,,,,313006.0,13991328.0,14999523.0,1486981.0,491124.0,,,2324241.0,2913897.0,13944505.0,,0.0,,0.035,-113442.0,,,614091.0,,1473858.0,,,1209906.0,-322642.0,,,5740830.0,69460.0,,0.0,777943.0,,10647442.0,,2938332.0,,1719315.0,,,,138329.0,,,-125130.0,,1653512.0,,0.0,148652.0,,-244232.0,36943.0,3482226.0,0.035,13705.0,-2331145.0,,13991328.0,69460.0,,491124.0,8959041.0,,,3921319.0,12843610.0,,,-143416.0,,,2264924.0,3218211.0,8922291.0,,,1219017.0,,-2331145.0,14999523.0,,2913897.0,2264924.0,,,,,-414354.0,,,,-22750176.0,7709110.0,13705.0,582752.0,-273972.0,,1486981.0,,726608.0,,,,,,,,,,,,,,,,
836092800,1256328.0,,1048699.0,1257557.0,,,,,,2411877.0,,,,,16389783.0,13956.0,,,,,,383229.0,383229.0,,,,,,1519593.0,,96084.0,,,7206000.0,,,,,,,,-1767851.0,,,,,,-1911586.0,1381852.0,,,,,591615.0,1864634.0,0.0,383229.0,,,,,1682179.0,2636573.0,,,,,,2383568.0,,,,,,,,,,,,0.03,,,,,,,,,,14525149.0,,0.0,,,-28667.0,,,,7206000.0,,,,,,,,,69653.0,,0.0,608306.0,0.03,10858813.0,,1381852.0,,2938332.0,,,,349089.0,,,-143735.0,,,,,,,,253005.0,3685272.0,,197415.0,-2391690.0,,,,,,,,,,,,,157691.0,,,1864634.0,,,,,-1556480.0,,,15132226.0,,3057632.0,,,,,,-321622.0,,,,-22366947.0,9476961.0,197415.0,665942.0,,,0.0,,863975.0,,,,,,,,,,,,,,,,
844041600,1234546.0,,1074154.0,1549611.0,,,,,,2943575.0,,,,,17009443.0,-433998.0,,,,,,253887.0,253887.0,,,,,,1709642.0,,96084.0,,,7199000.0,,,,,,,,,,,,,,5899371.0,7304349.0,,,,,556077.0,2161421.0,0.0,253887.0,,,,,1818103.0,2753978.0,,,,,,2626404.0,,,,,,,,,,,,0.02,,,,,,,,,,14848022.0,,0.0,,,-135924.0,,,,7199000.0,,,,,,,,,69271.0,,0.0,926875.0,0.02,10493801.0,,7304349.0,,1381852.0,,,,223658.0,,,-388138.0,,,,,,,,127574.0,3828132.0,,68986.0,-2452236.0,,,,,,,,,,,,,-45860.0,,,2161421.0,,,,,5922497.0,,,15459832.0,,3445770.0,,,,,,-395831.0,,,,-22113060.0,3189452.0,68986.0,993534.0,,,0.0,,916762.0,,,,,,,,,,,,,,,,
851990400,,,1500180.0,1848214.0,,,,,,3213835.0,,,,,16768460.0,-1093157.0,,,,,,-380581.0,-380581.0,,,,,,1612332.0,,102085.0,,,6976000.0,,,,,,,,,,,,,,-5343223.0,1341094.0,,,,,520538.0,2228582.0,0.0,-380581.0,,,,,2049899.0,1820787.0,,,,,,2351811.0,,,,,,,,,,,,-0.03,,,,,,,,,,14539878.0,,0.0,,,-231796.0,,,,6976000.0,,,,,,,,,69823.0,,0.0,834230.0,-0.03,9473081.0,,1341094.0,,7304349.0,,,,-428939.0,,,-400688.0,,,,,,,,-531024.0,3320967.0,,72437.0,-2518782.0,,,,,,,,,,,,,-692469.0,,,2228582.0,,,,,-5963255.0,,,14920246.0,,3846458.0,,,,,,-413973.0,,,,-22493641.0,8131987.0,72437.0,1327676.0,,,1394352.0,,739479.0,,,,,,,,,,,,,,,,
859766400,2032506.0,0.0,1737416.0,2374775.0,,-22014912.0,,18546590.0,,4816500.0,,,,735264.0,18546590.0,-318177.0,-35554.0,,4816500.0,200160.0,-1630038.0,478729.0,478729.0,,,1289024.0,,-1831376.0,2226836.0,,135359.0,1616696.0,-3.0,,,15225063.0,,0.0,,,,387323.0,2032506.0,,3321530.0,1616696.0,,-274600.0,1616696.0,,,,429612.0,484997.0,3321527.0,0.0,478729.0,,,,,1820783.0,3890143.0,,,,,1889778.0,3689538.0,,,-236892.0,484997.0,-3.0,9361360.0,545294.0,7744664.0,,,,,629772.0,14324694.0,16171815.0,0.0,735264.0,,,-1321636.0,4508381.0,15225063.0,,0.0,,0.05,229116.0,,,2938332.0,,,,,2374775.0,-1594484.0,,,7068403.0,70082.0,,0.0,1289024.0,,9361360.0,,1616696.0,,1341094.0,,,,335964.0,,,-661923.0,,1820783.0,,0.0,545294.0,,-167271.0,200605.0,5627559.0,0.05,206456.0,-2618603.0,,14324694.0,70082.0,,735264.0,10901321.0,,,5360449.0,16461930.0,,,343746.0,,,3321530.0,3832918.0,11101481.0,,,275602.0,,-2618603.0,16171815.0,,4508381.0,3321527.0,,,,,-270342.0,,,,-22014912.0,7744664.0,206456.0,1889778.0,-1401768.0,,0.0,,1312702.0,,,,,,,,,,,,,,,,
867628800,,,1529278.0,2871490.0,,,,,,5860089.0,,,,,19714524.0,-661765.0,,,,,,870961.0,870961.0,,,,,,2116545.0,,151422.0,,,7601000.0,,,,,,,,,,,,,,-143735.0,1605276.0,,,,,449462.0,3552256.0,0.0,870961.0,,,,,2013944.0,4506510.0,,,,,,3760044.0,,,,,,,,,,,,0.06,,,,,,,,,,16162268.0,,-79702.0,,,-193161.0,,,,7601000.0,584101.0,,,,,,,,70179.0,,0.0,1216225.0,0.06,8765839.0,,1605276.0,,1616696.0,,,,897888.0,,,-648134.0,,,,,,,,746466.0,6035788.0,,66244.0,-2734487.0,,,,,,,,,,,,,-13631.0,,,3552256.0,,,,-27000.0,-11420.0,,,16843034.0,,5156515.0,,,,,,-1009014.0,,,,-21143951.0,7160563.0,66244.0,2422028.0,,,2336031.0,,1643499.0,,,,,,,,,,,,,,,,
875577600,2567027.0,,1908525.0,3539885.0,,,,,,6257797.0,,,,,36348203.0,-452499.0,,,,,,488004.0,488004.0,,,,,,2853605.0,,289954.0,,,8607000.0,,,,,,,,,,,,,,-16827810.0,711425.0,,,,,904286.0,3699757.0,0.0,488004.0,,,,,1847624.0,5060144.0,,,,,,4864287.0,,,,,,,,,,,,0.03,,,,,,,,,,32648446.0,,79702.0,,,166320.0,,,,8607000.0,,,,,,,,,82646.0,,0.0,1132730.0,0.03,24311514.0,,711425.0,,1605276.0,,,,485811.0,,,-467986.0,,,,,,,,195857.0,6968669.0,,15998174.0,-2988902.0,,,,,,,,,,,,,15487.0,,,3699757.0,,,,,-893851.0,,,32808318.0,,5624501.0,,,,,,-789471.0,,,,-20655947.0,23600089.0,15998174.0,2635599.0,,,0.0,,2010682.0,,,,,,,,,,,,,,,,
883526400,2700018.0,,1757126.0,3862665.0,,,,,,4594281.0,,,,,39688802.0,313590.0,,,,,,-1225829.0,-1225829.0,,,,,,2366500.0,,154029.0,,,8458000.0,,,,,,,,-5112840.0,,,,,,-5747170.0,37830.0,,,,,711227.0,4140530.0,0.0,-1225829.0,,,,,2116125.0,3089887.0,,,,,,4720076.0,,,,,,,,,,,,-0.07,,,,,,,,,,35548272.0,,0.0,,,-268501.0,,,,8458000.0,,,,,,,,,85546.0,,0.0,1440512.0,-0.07,28750759.0,,37830.0,,711425.0,,,,-1476160.0,,,-634330.0,,,,,,,,-1630189.0,4847013.0,,4125655.0,-3107393.0,,,,,,,,,,,,,947920.0,,,4140530.0,,,,,-673595.0,,,35826137.0,,6258831.0,,,,,,2019720.0,,,,-21881776.0,28712929.0,4125655.0,3151438.0,,,0.0,,2353576.0,,,,,,,,,,,,,,,,
