date,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingInterestExpense,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualInterestExpense,trailingChangesInAccountReceivables,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyChangeInInventory,annualBeginningCashPosition,quarterlyBasicAverageShares,annualCapitalExpenditure,annualOtherIncomeExpense,annualSellingGeneralAndAdministration,trailingGrossProfit,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualChangeInInventory,annualNetOtherFinancingCharges,annualInventory,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,trailingChangeInInventory,trailingTaxProvision,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,annualNetIncomeContinuousOperations,annualTotalRevenue,annualCostOfRevenue,trailingResearchAndDevelopment,annualPurchaseOfBusiness,annualCapitalStock,trailingOtherNonCashItems,trailingFreeCashFlow,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualGrossProfit,quarterlyPurchaseOfBusiness,annualOperatingExpense,quarterlyCurrentAssets,annualResearchAndDevelopment,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,trailingPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,trailingBeginningCashPosition,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyRetainedEarnings,trailingOperatingExpense,quarterlyTaxProvision,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetIncome,annualGoodwill,annualTotalAssets,quarterlyDilutedAverageShares,annualNetOtherInvestingChanges,trailingPretaxIncome,annualBasicAverageShares,quarterlyGoodwill,annualCashDividendsPaid,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualPretaxIncome,quarterlyTotalAssets,quarterlyFreeCashFlow,annualAccountsReceivable,annualNetIncome,trailingChangeInWorkingCapital,quarterlyNetIncome,annualFreeCashFlow,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingSaleOfInvestment,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingPurchaseOfInvestment,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualOtherNonCashItems,annualOtherCurrentAssets,annualBasicEPS,annualOperatingIncome,trailingTotalRevenue,annualLongTermDebt,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCashAndCashEquivalents,trailingEndCashPosition,annualDepreciationAndAmortization,quarterlyCurrentDebt,annualTaxProvision,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,trailingChangeInAccountPayable,annualInvestmentsAndAdvances,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyBasicEPS,trailingOtherIncomeExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlyGrossProfit,quarterlyOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCommonStockIssuance,annualNetPPE,annualDilutedEPS,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,trailingNetOtherInvestingChanges,annualEbitda,annualCurrentAssets,annualRepurchaseOfCapitalStock,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingBasicEPS,trailingCommonStockIssuance,trailingStockBasedCompensation,trailingBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
2010-09-30,-1282000000.0,10986000000.0,,,,,,2654979000000.0,,,,,,,-44105000000.0,,1238333031.0,,,,,163298000000.0,,,217000000.0,771697000000.0,1276000000.0,174762000000.0,759399000000.0,818266000000.0,,0.0,400904000000.0,,-349989000000.0,181098000000.0,,,,,-39952000000.0,,,913151000000.0,,,-1920904000000.0,-117353000000.0,,,,,,,,,,-27881000000.0,,55.07,940857000000.0,108826000000.0,85077000000.0,3156289000000.0,,,,2134868000000.0,,,,170852000000.0,,,77074000000.0,,,104424000000.0,131138000000.0,-12298000000.0,,,,961000000.0,,58867000000.0,,,-1323000000.0,1235385000000.0,2917861000000.0,,39904000000.0,1895683000000.0,,541538000000.0,316089000000.0,466240000000.0,,,,1238333031.0,,,,,,5185000000.0,,,4030551000000.0,130900000000.0,,,,68195000000.0,,,,72065000000.0,,,265413000000.0,68922000000.0,,,,69883000000.0,258471000000.0,,,,,,,,,,,-66220000000.0,759399000000.0,,,,7649000000.0,,-25492000000.0,,207000000.0,-23291000000.0,1199328000000.0,398616000000.0,,,,68195000000.0,55.07,,,22512000000.0,3065000000.0,,81301000000.0,470717000000.0,446911000000.0,342487000000.0,,-68206000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,-80757000000.0,-33255000000.0,45545000000.0,,3111671000000.0,,,2645782000000.0,134298000000.0,246603000000.0,1931000000.0,,-80672000000.0,75502000000.0,76449000000.0,795034000000.0,,-199152000000.0,1220000000.0,1079719000000.0,,27832000000.0,1853391000000.0,,3669000000.0,759399000000.0,-2536000000.0,174762000000.0,840579000000.0,937394000000.0,,0.0,383251000000.0,,-390459000000.0,161465000000.0,-17532000000.0,-7828000000.0,384777000000.0,,-62417000000.0,-279897000000.0,,1067866000000.0,,,-1909703000000.0,-11939000000.0,7200000000.0,252703000000.0,3706901000000.0,1923813000000.0,,-55686000000.0,174762000000.0,,,-28293000000.0,,,896941000000.0,82534000000.0,72482000000.0,3111671000000.0,1783088000000.0,-82000000.0,1395536000000.0,2130429000000.0,315817000000.0,1174183000000.0,-1909703000000.0,224986000000.0,29381000000.0,-6671000000.0,85918000000.0,,,82847000000.0,134298000000.0,81180000000.0,,,,64337000000.0,150869000000.0,96815000000.0,,,25793000000.0,1201968000000.0,2965237000000.0,,26281000000.0,1853391000000.0,2965237000000.0,557504000000.0,299710000000.0,575620000000.0,,125189000000.0,3983820000000.0,,-81662000000.0,,1234805468.0,125189000000.0,-136103000000.0,4131000000.0,-12846000000.0,392863000000.0,3983820000000.0,162569000000.0,557504000000.0,246603000000.0,,53959000000.0,545261000000.0,,383251000000.0,78160000000.0,72482000000.0,,323481000000.0,56253000000.0,-342133000000.0,,2645782000000.0,75502000000.0,277242000000.0,840579000000.0,1288000000.0,0.0,199.71,387552000000.0,,4131000000.0,299710000000.0,896941000000.0,1234867301.0,-98931000000.0,840579000000.0,840579000000.0,,276193000000.0,7200000000.0,140160000000.0,39019000000.0,,771000000.0,16844000000.0,1174183000000.0,400102000000.0,,81529000000.0,,53959000000.0,,,,5219000000.0,-1277000000.0,,81529000000.0,384777000000.0,492246000000.0,409399000000.0,-390459000000.0,0.0,96815000000.0,,1201968000000.0,199.7,744413000000.0,400102000000.0,3910000000.0,115726000000.0,277242000000.0,937394000000.0,27832000000.0,,670987000000.0,2130429000000.0,-61196000000.0,,,,,,,,,,,,,,
2011-03-31,2660000000.0,88409000000.0,,,,,,2659422000000.0,,,,,,,-38104000000.0,,1228466302.0,,,,,155192000000.0,,,1148000000.0,840579000000.0,-1161000000.0,174762000000.0,816615000000.0,922610000000.0,,0.0,376468000000.0,,-352596000000.0,144198000000.0,,,,,-50310000000.0,,,839191000000.0,,,-1987142000000.0,-73857000000.0,,,,,,,,,,-8000000.0,,45.14,855731000000.0,82032000000.0,40397000000.0,3189887000000.0,,0.0,,2109461000000.0,,,,71930000000.0,,,70095000000.0,,,82502000000.0,122832000000.0,-23964000000.0,,,,-45864000000.0,,105995000000.0,,,-1335000000.0,1202745000000.0,2998779000000.0,,26052000000.0,1855274000000.0,,496608000000.0,300925000000.0,432954000000.0,,,,1228582132.0,,,,,,3856000000.0,,,3964735000000.0,21620000000.0,,,,55462000000.0,,,,61728000000.0,,,253640000000.0,55980000000.0,,,,79733000000.0,285796000000.0,,,,,,,,,,,-46516000000.0,816615000000.0,,,,15109000000.0,,-415000000.0,,438000000.0,-1351000000.0,1141527000000.0,414966000000.0,,,,55462000000.0,45.15,,,-32317000000.0,-1668000000.0,,65531000000.0,435921000000.0,406237000000.0,323735000000.0,,-79850000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,26904000000.0,2816000000.0,,,,,,2645115000000.0,,,,,,,-45874000000.0,,1224317625.0,,,,,150404000000.0,,,321000000.0,816615000000.0,-1184000000.0,174762000000.0,848619000000.0,926867000000.0,,0.0,392809000000.0,,-371103000000.0,147720000000.0,,,,,-53997000000.0,,,836574000000.0,,,-2016701000000.0,-52577000000.0,,,,,,,,,,-49835000000.0,,43.99,900137000000.0,81627000000.0,58391000000.0,3220854000000.0,,17000000.0,,2155414000000.0,,,,118895000000.0,,,76079000000.0,,,78411000000.0,161993000000.0,32004000000.0,,,,-5585000000.0,,78248000000.0,,,-292000000.0,1204153000000.0,3052078000000.0,,26207000000.0,1839330000000.0,,478741000000.0,274584000000.0,418075000000.0,,,,1224361747.0,,,,,,5572000000.0,,,3994744000000.0,64898000000.0,,,,53861000000.0,,,,65859000000.0,,,264009000000.0,55420000000.0,,,,77837000000.0,283877000000.0,,,,,,,,,,,-26792000000.0,848619000000.0,,,,12360000000.0,,-252000000.0,,234000000.0,-220000000.0,1184014000000.0,406409000000.0,,,,53861000000.0,43.99,,,22458000000.0,1326000000.0,,61833000000.0,478719000000.0,418499000000.0,340088000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,-74457000000.0,-28378000000.0,,,,,,2521160000000.0,,,,,,,-67569000000.0,,1208538274.0,,,,,139497000000.0,,,117000000.0,848619000000.0,-1708000000.0,174762000000.0,711631000000.0,858078000000.0,,0.0,423347000000.0,,-450172000000.0,181361000000.0,,,,,-55012000000.0,,,916911000000.0,,,-2034757000000.0,-125135000000.0,,,,,,,,,,-49992000000.0,,64.42,958426000000.0,118265000000.0,68345000000.0,3223522000000.0,,,,2122761000000.0,,,,151758000000.0,,,77984000000.0,,,122548000000.0,146014000000.0,-136988000000.0,,,,14643000000.0,,146447000000.0,,,-6390000000.0,1188765000000.0,3057001000000.0,,39733000000.0,1787258000000.0,,468818000000.0,308843000000.0,464405000000.0,,,,1208604507.0,,,,,,4954000000.0,,,3910019000000.0,96746000000.0,,,,77864000000.0,,,,62941000000.0,,,251974000000.0,78532000000.0,,,,69529000000.0,266836000000.0,,,,,,,,,,,-128692000000.0,711631000000.0,,,,11877000000.0,,-1419000000.0,,155000000.0,-1517000000.0,1225262000000.0,385654000000.0,,,,77864000000.0,64.43,,,81419000000.0,-6184000000.0,,56531000000.0,518039000000.0,452506000000.0,329958000000.0,,-72934000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,23776000000.0,-52856000000.0,-67352000000.0,,3229518000000.0,,,2551132000000.0,159651000000.0,248630000000.0,988000000.0,,-4670000000.0,70240000000.0,41564000000.0,840579000000.0,,-238129000000.0,-10991000000.0,1050892000000.0,,138030000000.0,1777422000000.0,,348000000.0,711631000000.0,-617000000.0,174762000000.0,773227000000.0,898744000000.0,,0.0,380532000000.0,,-481773000000.0,163576000000.0,-109983000000.0,-3484000000.0,476704000000.0,,-78810000000.0,-257513000000.0,,964757000000.0,,,-2038682000000.0,-5944000000.0,8343000000.0,254109000000.0,3557433000000.0,1820670000000.0,,,174762000000.0,,,69000000.0,,,893848000000.0,92600000000.0,45900000000.0,3229518000000.0,1736763000000.0,,1358692000000.0,2153305000000.0,307800000000.0,1217060000000.0,-2038682000000.0,126979000000.0,29129000000.0,9991000000.0,83642000000.0,,,94610000000.0,159651000000.0,61596000000.0,,,,-63246000000.0,-100052000000.0,125517000000.0,,,37146000000.0,1190836000000.0,3118302000000.0,,28423000000.0,1777422000000.0,3118302000000.0,533208000000.0,299422000000.0,505236000000.0,,,3930727000000.0,,-21117000000.0,,1215854076.0,,-152784000000.0,3368000000.0,-2533000000.0,374524000000.0,3930727000000.0,48169000000.0,533208000000.0,248630000000.0,,61443000000.0,231433000000.0,,380532000000.0,70815000000.0,45900000000.0,,281269000000.0,64177000000.0,-256543000000.0,,2551132000000.0,70240000000.0,323212000000.0,773227000000.0,598000000.0,0.0,204.49,378071000000.0,,3368000000.0,299422000000.0,893848000000.0,1215913537.0,-54543000000.0,773227000000.0,773227000000.0,,261343000000.0,8343000000.0,120415000000.0,-447000000.0,,161000000.0,-396000000.0,1217060000000.0,379994000000.0,,51790000000.0,,61443000000.0,,,,-35794000000.0,-4465000000.0,,51790000000.0,476704000000.0,459521000000.0,364911000000.0,-481773000000.0,0.0,125517000000.0,,1190836000000.0,204.48,469562000000.0,379994000000.0,1934000000.0,35766000000.0,323212000000.0,898744000000.0,138030000000.0,,636855000000.0,2153305000000.0,-99766000000.0,,,,,,,,,,,,,,
2012-03-31,-595000000.0,50816000000.0,,,,,,2556380000000.0,,,,,,,-50537000000.0,,1194271942.0,,,,,139685000000.0,,,105000000.0,773227000000.0,-465000000.0,174762000000.0,645484000000.0,777071000000.0,,0.0,392414000000.0,,-413574000000.0,152706000000.0,,,,,-77271000000.0,,,829240000000.0,,,-2081622000000.0,-131316000000.0,,,,,,,,,,-49992000000.0,,51.53,901717000000.0,92724000000.0,43532000000.0,3304448000000.0,,,,2120593000000.0,,,,56126000000.0,,,72031000000.0,,,82679000000.0,155709000000.0,-127743000000.0,,,,-73666000000.0,,131587000000.0,,,610000000.0,1222826000000.0,3107744000000.0,,29114000000.0,1829088000000.0,,496717000000.0,298759000000.0,438342000000.0,,,,1194324747.0,,,,,,3237000000.0,,,3949681000000.0,-21145000000.0,,,,61538000000.0,,,,59873000000.0,,,236188000000.0,63610000000.0,,,,74231000000.0,333375000000.0,,,,,,,,,,,-77875000000.0,645484000000.0,,,,11303000000.0,,-178000000.0,,109000000.0,-10987000000.0,1235092000000.0,392634000000.0,,,,61538000000.0,51.53,,,-26698000000.0,8592000000.0,,57705000000.0,553864000000.0,390898000000.0,308219000000.0,,-72092000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,940000000.0,-18583000000.0,,,,,,2499617000000.0,,,,,,,-13049000000.0,,1183055213.0,,,,,134258000000.0,,,50082000000.0,645484000000.0,-716000000.0,174762000000.0,674047000000.0,751595000000.0,,0.0,375617000000.0,,-472222000000.0,146844000000.0,,,,,-85210000000.0,,,899205000000.0,,,-2064046000000.0,-56225000000.0,,,,,,,,,,-49978000000.0,,43.71,878633000000.0,85545000000.0,63061000000.0,3289211000000.0,,,,2051281000000.0,,,,145841000000.0,,,77322000000.0,,,92596000000.0,172781000000.0,28563000000.0,,,,32009000000.0,,77548000000.0,,,-2038000000.0,1225165000000.0,3099617000000.0,,32389000000.0,1810155000000.0,,501303000000.0,262394000000.0,459284000000.0,,,,1183084703.0,,,,,,2553000000.0,,,3861436000000.0,60631000000.0,,,,51714000000.0,,,,61033000000.0,,,270003000000.0,53156000000.0,,,,72308000000.0,324609000000.0,,,,,,,,,,,-33902000000.0,674047000000.0,,,,4780000000.0,,-233000000.0,,266000000.0,-84000000.0,1203242000000.0,381756000000.0,,,,51714000000.0,43.71,,,25425000000.0,-8797000000.0,,52845000000.0,542245000000.0,439921000000.0,347325000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,77172000000.0,40927000000.0,,,,,,2427216000000.0,,,,,,,-49780000000.0,,1161979751.0,,,,,129457000000.0,,,-49964000000.0,674047000000.0,-2451000000.0,174762000000.0,567610000000.0,615949000000.0,,0.0,334534000000.0,,-474531000000.0,139640000000.0,,,,,-70934000000.0,,,799949000000.0,,,-2087108000000.0,-125569000000.0,,,,,,,,,,-49996000000.0,,43.15,820371000000.0,75180000000.0,48550000000.0,3313697000000.0,,,,1917052000000.0,,,,63848000000.0,,,72475000000.0,,,70877000000.0,141078000000.0,-106437000000.0,,,,-40442000000.0,,48339000000.0,,,465000000.0,1226589000000.0,3078233000000.0,,24021000000.0,1811336000000.0,,454494000000.0,281918000000.0,413194000000.0,,,,1161979751.0,,,,,,2121000000.0,,,3728388000000.0,-7086000000.0,,,,50139000000.0,,,,64322000000.0,,,243403000000.0,51159000000.0,,,,70455000000.0,322911000000.0,,,,,,,,,,,-43256000000.0,567610000000.0,,,,14291000000.0,,-685000000.0,,138000000.0,-1921000000.0,1143282000000.0,383774000000.0,,,,50139000000.0,43.15,,,-28300000000.0,2926000000.0,,53149000000.0,591121000000.0,386755000000.0,315878000000.0,,-70270000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,-80471000000.0,-68130000000.0,-106549000000.0,,3419817000000.0,,,2598026000000.0,165929000000.0,224564000000.0,1022000000.0,,-3732000000.0,82518000000.0,88561000000.0,773227000000.0,1152791291.0,-316211000000.0,19723000000.0,1029646000000.0,,135736000000.0,1873247000000.0,,103258000000.0,567610000000.0,-100000000.0,174762000000.0,666678000000.0,695000000000.0,,0.0,325235000000.0,,-305586000000.0,162522000000.0,-24805000000.0,-19236000000.0,551623000000.0,,-82796000000.0,-319739000000.0,,951394000000.0,,,-2159453000000.0,-6629000000.0,1866000000.0,232445000000.0,3479788000000.0,1829822000000.0,,-704000000.0,174762000000.0,,,-2000000.0,,53.065113,844435000000.0,89108000000.0,60057000000.0,3419817000000.0,1649966000000.0,0.0,1326110000000.0,2082256000000.0,296464000000.0,1201201000000.0,-2159453000000.0,118262000000.0,7487000000.0,5030000000.0,74636000000.0,,,77704000000.0,165929000000.0,99068000000.0,,,,-52116000000.0,-134215000000.0,28322000000.0,21919000000.0,,8450000000.0,1260364000000.0,3138976000000.0,,24588000000.0,1873247000000.0,3138976000000.0,573375000000.0,291348000000.0,519002000000.0,,,3955503000000.0,1152791291.0,-2954000000.0,,1173638549.0,,-142362000000.0,2117000000.0,-1213000000.0,342557000000.0,3955503000000.0,35466000000.0,573375000000.0,224564000000.0,,61173000000.0,67866000000.0,,325235000000.0,72905000000.0,60057000000.0,,280052000000.0,64520000000.0,-212740000000.0,,2598026000000.0,82518000000.0,356766000000.0,666678000000.0,8061000000.0,0.0,191.34,323856000000.0,,2117000000.0,291348000000.0,844435000000.0,1173638549.0,-57707000000.0,666678000000.0,666678000000.0,,258133000000.0,1866000000.0,110112000000.0,-117000000.0,,509000000.0,-6244000000.0,1201201000000.0,400828000000.0,,56617000000.0,,61173000000.0,53.065113,,,-72720000000.0,17002000000.0,,56617000000.0,551623000000.0,432392000000.0,354688000000.0,-305586000000.0,0.0,28322000000.0,,1260364000000.0,191.34,384077000000.0,400828000000.0,103481000000.0,-102293000000.0,356766000000.0,695000000000.0,135736000000.0,,601712000000.0,2082256000000.0,-149968000000.0,,,,,,,,,,,,,,
2013-03-31,-338000000.0,88732000000.0,,,,,,2643526000000.0,,,,,,,-7022000000.0,,1152790956.0,,,,,137363000000.0,,,1662000000.0,666678000000.0,-988000000.0,174762000000.0,592992000000.0,630662000000.0,,0.0,314144000000.0,,-219518000000.0,124700000000.0,,,,,-62826000000.0,,,816653000000.0,,,-2230979000000.0,-84061000000.0,,,,,,,,,,-4000000.0,,35.49,767101000000.0,60255000000.0,34435000000.0,3511965000000.0,,-4914000000.0,,2019999000000.0,,,,55414000000.0,,,73516000000.0,,,54773000000.0,139022000000.0,-73686000000.0,,,,-15985000000.0,,37670000000.0,-37254000000.0,,460000000.0,1280986000000.0,3098776000000.0,,18528000000.0,1914094000000.0,,512031000000.0,277810000000.0,430740000000.0,,,,1152806047.0,,,,,,1784000000.0,,,3934093000000.0,-7412000000.0,,,,40913000000.0,,,,64340000000.0,,,257624000000.0,41727000000.0,,,,87166000000.0,366394000000.0,,,,,,,,,,,-73403000000.0,592992000000.0,,,,1690000000.0,,-7772000000.0,,105000000.0,-2332000000.0,1133495000000.0,418230000000.0,,,,40913000000.0,35.49,,,-43565000000.0,5587000000.0,,56729000000.0,588633000000.0,385913000000.0,331140000000.0,,-80695000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,200000000.0,-17375000000.0,,,,,,2690371000000.0,,,,,,,25291000000.0,,1152843273.0,,,,,138251000000.0,,,1479000000.0,592992000000.0,-357000000.0,174762000000.0,707774000000.0,755123000000.0,,0.0,322859000000.0,,-164049000000.0,166327000000.0,,,,,-56983000000.0,,,966880000000.0,,,-2278548000000.0,-1293000000.0,,,,,,,,,,,,57.68,887732000000.0,98868000000.0,53634000000.0,3562606000000.0,,0.0,,2174263000000.0,,,,162475000000.0,,,77645000000.0,,,98354000000.0,235549000000.0,114782000000.0,,,,3072000000.0,,47349000000.0,22003000000.0,,-799000000.0,1284058000000.0,3090303000000.0,,30242000000.0,1935263000000.0,,544888000000.0,274067000000.0,489522000000.0,,,,1152843273.0,,,,,,1641000000.0,,,4109526000000.0,105492000000.0,,,,66496000000.0,,,,67313000000.0,,,301359000000.0,68626000000.0,,,,88025000000.0,373511000000.0,,,,,,,,,,,-65863000000.0,707774000000.0,,,,1623000000.0,,-10836000000.0,,146000000.0,-1533000000.0,1261243000000.0,431614000000.0,,,,66496000000.0,57.68,,,-12068000000.0,660000000.0,,60741000000.0,582461000000.0,477358000000.0,379004000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,107000000.0,28687000000.0,,,,,,2709442000000.0,,,,,,,-23015000000.0,,1148847212.0,,,,,139343000000.0,,,79000000.0,707774000000.0,-644000000.0,174762000000.0,640521000000.0,695099000000.0,,0.0,321281000000.0,,-153433000000.0,157561000000.0,,,,,-61123000000.0,,,913149000000.0,,,-2317714000000.0,-126713000000.0,,,,,,,,,,,,51.2,813559000000.0,88056000000.0,38446000000.0,3587439000000.0,,0.0,,2119005000000.0,,,,125437000000.0,,,77398000000.0,,,90610000000.0,151418000000.0,-67253000000.0,,,,870000000.0,,54578000000.0,-7037000000.0,,-1659000000.0,1269725000000.0,3149047000000.0,,27215000000.0,1926154000000.0,,519893000000.0,300439000000.0,466017000000.0,,,,1148847212.0,,,,,,1364000000.0,,,4045159000000.0,64314000000.0,,,,58822000000.0,,,,69399000000.0,,,279124000000.0,60841000000.0,,,,89639000000.0,363024000000.0,,,,,,,,,,,-68343000000.0,640521000000.0,,,,1975000000.0,,-7722000000.0,,106000000.0,-2018000000.0,1176583000000.0,434110000000.0,,,,58822000000.0,51.2,,,-3972000000.0,-2448000000.0,,64210000000.0,607705000000.0,447132000000.0,356522000000.0,,-74932000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,167000000.0,-55004000000.0,122231000000.0,,3662260000000.0,,,2910262000000.0,171119000000.0,230483000000.0,550000000.0,,-2334000000.0,96514000000.0,90323000000.0,666678000000.0,1136999404.0,-233175000000.0,10877000000.0,1154820000000.0,,145075000000.0,1956768000000.0,,1308000000.0,640521000000.0,-345000000.0,174762000000.0,788909000000.0,836823000000.0,,0.0,307157000000.0,,-17555000000.0,174739000000.0,85577000000.0,-15149000000.0,553773000000.0,,-52243000000.0,-222181000000.0,,1034698000000.0,,,-2383530000000.0,-10114000000.0,1299000000.0,239516000000.0,3731380000000.0,1932959000000.0,,-4914000000.0,174762000000.0,,,-15000000.0,,56.510144,848307000000.0,100425000000.0,53196000000.0,3662260000000.0,1798421000000.0,0.0,1461144000000.0,2285942000000.0,306324000000.0,1175933000000.0,-2383530000000.0,164316000000.0,16791000000.0,45040000000.0,77765000000.0,,,93540000000.0,171119000000.0,148388000000.0,,,,-6597000000.0,-18640000000.0,47914000000.0,5749000000.0,,18789000000.0,1278730000000.0,3212692000000.0,,32103000000.0,1956768000000.0,3212692000000.0,608741000000.0,315536000000.0,546680000000.0,,161640000000.0,4242710000000.0,1136999404.0,136000000.0,,1147933835.0,161640000000.0,-155627000000.0,1448000000.0,-18550000000.0,347604000000.0,4242710000000.0,112073000000.0,608741000000.0,230483000000.0,,64252000000.0,274467000000.0,,307157000000.0,74121000000.0,53196000000.0,,316713000000.0,68322000000.0,-250212000000.0,,2910262000000.0,96514000000.0,327626000000.0,788909000000.0,-16539000000.0,0.0,200.78,337277000000.0,,1448000000.0,315536000000.0,848307000000.0,1147942301.0,-42603000000.0,788909000000.0,788909000000.0,,275173000000.0,1299000000.0,108088000000.0,7780000000.0,,193000000.0,-9266000000.0,1175933000000.0,443329000000.0,,70358000000.0,,64252000000.0,56.510144,,,-49017000000.0,7078000000.0,,70358000000.0,553773000000.0,488018000000.0,394478000000.0,-17555000000.0,0.0,47914000000.0,,1278730000000.0,200.78,507642000000.0,443329000000.0,4528000000.0,-108622000000.0,327626000000.0,836823000000.0,145075000000.0,,623327000000.0,2285942000000.0,-50007000000.0,,,,,,,,,,,,,,
