date,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,annualInvestmentsAndAdvances,annualDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCapitalExpenditure,trailingOperatingExpense,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,trailingDeferredIncomeTax,annualTaxProvision,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInInventory,trailingBeginningCashPosition,annualChangesInAccountReceivables,trailingChangesInAccountReceivables,trailingCostOfRevenue,annualInterestExpense,annualDilutedEPS,quarterlyDilutedEPS,trailingChangeInAccountPayable,annualTotalRevenue,trailingResearchAndDevelopment,annualCurrentAssets,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyEbitda,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualResearchAndDevelopment,annualOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyOtherNonCashItems,quarterlyInvestingCashFlow,annualAccumulatedDepreciation,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,annualBasicAverageShares,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyPretaxIncome,annualRetainedEarnings,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,trailingNetIncome,quarterlyStockholdersEquity,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyBasicAverageShares,annualCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualOtherCurrentAssets,annualNetIncome,quarterlyOtherCurrentAssets,annualBeginningCashPosition,annualLongTermDebt,annualCostOfRevenue,annualFreeCashFlow,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingTaxProvision,trailingPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualOtherNonCashItems,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualNonCurrentDeferredTaxesLiabilities,quarterlyBasicEPS,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyLongTermDebt,trailingCashDividendsPaid,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,quarterlyInventory,quarterlyOtherCurrentLiabilities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualNetPPE,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyOperatingExpense,trailingChangeInInventory,quarterlyCostOfRevenue,annualGrossProfit,annualOperatingCashFlow,annualStockBasedCompensation,annualGoodwill,annualSaleOfInvestment,annualInventory,annualOtherIntangibleAssets,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,annualRepaymentOfDebt,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,trailingRepaymentOfDebt,annualOperatingIncome,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,trailingGrossProfit,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualPretaxIncome,trailingInterestExpense,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingTotalRevenue,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,trailingOperatingIncome,annualGrossPPE,quarterlyOtherIntangibleAssets,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCurrentDebt,trailingEndCashPosition,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualBasicEPS,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,trailingBasicAverageShares,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingDilutedAverageShares
1992-12-31,,6100000.0,1200000.0,,,,500000.0,,,1700000.0,,,,,,,,,,5500000.0,,,,,,-4800000.0,1000000.0,,,,,,,,-0.008125,,,,,,,,-4100000.0,,,,,,0.0,,7600000.0,,,,,,1100000.0,,-22600000.0,,,,5000000.0,,,,,,138700000.0,141200000.0,5800000.0,,,0.0,,,480000000.0,,0.0,,,,-2300000.0,,,93400000.0,,,,,,,,,,0.0,40800000.0,,400000.0,40900000.0,,,,,,-3900000.0,,,-3900000.0,-2900000.0,-800000.0,,-0.008125,,,,,1100000.0,,,45600000.0,,,3200000.0,,,,3300000.0,,900000.0,,,,,,6500000.0,,700000.0,,,,,,,,,0.0,,,,-3700000.0,,480000000.0,,,,,,,,,,,,,144800000.0,,-3900000.0,47800000.0,47800000.0,,,,,,,,-66000000.0,3600000.0,,,,,,500000.0,,,,,,500000.0,,,,,,
1993-03-31,,7400000.0,1100000.0,,512727273.0,,600000.0,,,1400000.0,-14100000.0,24100000.0,,,,-4400000.0,,,,9600000.0,,,2100000.0,,,-6900000.0,1000000.0,,,,,,200000.0,-0.0275,,,4200000.0,,140200000.0,,-14100000.0,,-6500000.0,,1100000.0,,,300000.0,0.0,,-47200000.0,-3300000.0,47200000.0,,,0.0,1100000.0,3500000.0,-28400000.0,,512727273.0,,6300000.0,,-28400000.0,,,,139400000.0,140200000.0,7900000.0,146800000.0,7400000.0,100000.0,,,,,-100000.0,,600000.0,,-3300000.0,900000.0,-14100000.0,900000.0,87900000.0,1200000.0,1700000.0,-13300000.0,6600000.0,,22400000.0,,,-100000.0,6100000.0,139400000.0,300000.0,6200000.0,,,,,,-5700000.0,,-124100000.0,-5700000.0,-4600000.0,-3100000.0,,,,47200000.0,1700000.0,,1200000.0,,,-45700000.0,,,6300000.0,,-203400000.0,,4600000.0,,1400000.0,,6300000.0,,,6300000.0,8300000.0,,400000.0,5900000.0,-8900000.0,,,83600000.0,,,,0.0,,-16500000.0,,-7700000.0,-100000.0,,,-18200000.0,4600000.0,100000.0,,,-85800000.0,2100000.0,,,,,146800000.0,0.0,-5700000.0,2100000.0,2100000.0,,,,,4300000.0,,,-53400000.0,6600000.0,,9600000.0,,1100000.0,,600000.0,,,,-0.0275,,400000.0,9200000.0,,,,,
1993-06-30,,6400000.0,900000.0,,,,-1300000.0,,,1500000.0,,,,,,,,,,10900000.0,,,,,,-5800000.0,1000000.0,,,,,,,,-0.008125,,,,,,,,-5300000.0,,,,,,0.0,200000.0,7300000.0,,,,,,1400000.0,,-33100000.0,,,,5000000.0,,,,,,135200000.0,133400000.0,6800000.0,,,0.0,,,590769231.0,,0.0,,,,-3300000.0,,,129900000.0,,,,,,,,,,0.0,200000.0,,600000.0,400000.0,,,,,,-4800000.0,,,-4800000.0,-6100000.0,-1200000.0,,-0.008125,,,,,1400000.0,,,1400000.0,,,7600000.0,,,,3400000.0,,1100000.0,,,,,,7300000.0,,500000.0,,,,,,,,,2100000.0,,,,-7300000.0,,590769231.0,,,,,,,,,,,,,141600000.0,,-4800000.0,3500000.0,3500000.0,,,,,,,,-37700000.0,8200000.0,,,,,,700000.0,,,,,,500000.0,46200000.0,,,,,
1993-09-30,,10200000.0,1000000.0,,,,1500000.0,,,1600000.0,,,,,,,,,,12200000.0,,,,,,-6800000.0,1000000.0,,,,,,,,-0.01,,,,,,,,-6100000.0,,,,,,0.0,0.0,1400000.0,,,,,,2000000.0,,-38900000.0,,,,8200000.0,,,,,,129600000.0,130200000.0,7800000.0,,,0.0,,,580000000.0,,0.0,,,,-3300000.0,,,128100000.0,,,,,,,,,,0.0,400000.0,,700000.0,0.0,,,,,,-5800000.0,,,-5800000.0,-3200000.0,-1300000.0,,-0.01,,,,,2000000.0,,,-1500000.0,,,8900000.0,,,,6300000.0,,1000000.0,,,,,,8400000.0,,600000.0,,,,,,,,,0.0,,,,-4500000.0,,580000000.0,,,,,,,,,,,,,139800000.0,,-5800000.0,2100000.0,2100000.0,,,,,,,,-28000000.0,9600000.0,,,,,,900000.0,,,,,,700000.0,30700000.0,,,,,
1993-12-31,,10500000.0,900000.0,,,,-100000.0,,,2000000.0,,,,,,,,,,12300000.0,,,,,,-7600000.0,1100000.0,,,,,,,,-0.01125,,,,,,,,-6700000.0,,,,,,0.0,-600000.0,12000000.0,,,,,,2700000.0,,-45700000.0,,,,7800000.0,,,,,,123400000.0,124100000.0,8700000.0,,,0.0,,,595555556.0,,100000.0,,,,-3300000.0,,,115500000.0,,,,,,,,,,0.0,900000.0,,800000.0,400000.0,,,,,,-6700000.0,,,-6700000.0,-6300000.0,-400000.0,,-0.01125,,,,,2600000.0,,,6600000.0,,,9000000.0,,,,5800000.0,,900000.0,,,,,,9600000.0,,900000.0,,,,,,,,,0.0,,,,-6700000.0,,595555556.0,,,,,,,,,,,,,133900000.0,,-6700000.0,8600000.0,8600000.0,,,,,,,,-59700000.0,9800000.0,,,,,,1100000.0,,,,,,800000.0,72100000.0,,,,,
1994-03-31,,11300000.0,1100000.0,,595942029.0,,900000.0,,,1900000.0,-25700000.0,36400000.0,,,,-3200000.0,,,,12200000.0,,,13000000.0,,,-9100000.0,1100000.0,,,,,,300000.0,-0.043125,,,4100000.0,,116900000.0,,-25700000.0,,-8300000.0,,2500000.0,,26000000.0,800000.0,0.0,300000.0,11400000.0,-3300000.0,800000.0,,,0.0,2500000.0,1000000.0,-54100000.0,,595942029.0,,8800000.0,,-54100000.0,,,,115300000.0,116900000.0,-15800000.0,126600000.0,11300000.0,0.0,,,,,0.0,,1100000.0,,-3300000.0,103900000.0,-25700000.0,103900000.0,2100000.0,2500000.0,2800000.0,-25600000.0,9700000.0,,7600000.0,,,0.0,-300000.0,115300000.0,800000.0,0.0,-100000.0,,,,,-8400000.0,,32100000.0,-8400000.0,-6800000.0,-300000.0,,,,1200000.0,2800000.0,,2500000.0,,,4400000.0,,,8900000.0,,-171900000.0,,6600000.0,,1200000.0,,8900000.0,,,8800000.0,11000000.0,,800000.0,6900000.0,-22400000.0,,,207200000.0,,,,0.0,,-26700000.0,,-7100000.0,0.0,,,-29500000.0,6600000.0,0.0,,,10900000.0,13000000.0,,,,,126600000.0,0.0,-8400000.0,13000000.0,13000000.0,,,,,4200000.0,,,-46500000.0,9700000.0,,12200000.0,,1100000.0,,1100000.0,,,,-0.043125,,800000.0,58200000.0,,,,,
1994-06-30,,14900000.0,700000.0,,,,-2100000.0,,,2000000.0,,,,,,,,,,11900000.0,,,,,,-8100000.0,1100000.0,,,,,,,,-0.011875,,,,,,,,-7200000.0,,,,,,0.0,,32800000.0,,,,,,6900000.0,,-61200000.0,,,,8000000.0,,,,,,108700000.0,114000000.0,2100000.0,,,0.0,,,606315789.0,,100000.0,,,,-3300000.0,,,70300000.0,,,,,,,,,,0.0,6400000.0,,1000000.0,400000.0,,,,7100000.0,,-7200000.0,,,-7200000.0,-8600000.0,-300000.0,,-0.011875,,,,,6800000.0,,,30700000.0,,,8600000.0,,,,4400000.0,,1000000.0,,,,,,10100000.0,,900000.0,,,,,,,,,13000000.0,,,,-8900000.0,,606315789.0,,,,,,,,,,,,,123600000.0,,-7200000.0,43700000.0,43700000.0,,,,,,,,-56900000.0,9600000.0,,,,,,2900000.0,,,,,,900000.0,90000000.0,,,,,
1994-09-30,,17200000.0,600000.0,,,,2500000.0,,,-4600000.0,,,,,,,,,,13600000.0,,,,,,-7900000.0,1600000.0,,,,,,,,-0.011875,,,,,,,,-7000000.0,,,,,,0.0,,-13200000.0,,,,,,6500000.0,,-68300000.0,,,,10700000.0,,,,,,102000000.0,107900000.0,2400000.0,,,0.0,,,589473684.0,,0.0,,,,-3300000.0,,,81300000.0,,,,,,,,,,0.0,-400000.0,,1000000.0,100000.0,,,,,,-7000000.0,,,-7000000.0,-3400000.0,-2100000.0,,-0.011875,,,,,6500000.0,,,-17100000.0,,,10300000.0,,,,7200000.0,,900000.0,,,,,,3300000.0,,6200000.0,,,,,,,,,0.0,,,,-5500000.0,,589473684.0,,,,,,,,,,,,,119200000.0,,-7000000.0,26600000.0,26600000.0,,,,,,,,-28700000.0,11300000.0,,,,,,2900000.0,,,,,,900000.0,17600000.0,,,,,
1994-12-31,,16600000.0,800000.0,,,,-600000.0,,,4100000.0,,,,,,,,,,14000000.0,,,,,,-9200000.0,1300000.0,,,,,,,,-0.01375,,,,,,,,-6400000.0,,,,,,0.0,,-3400000.0,,,,,,6200000.0,,-76500000.0,,,,10400000.0,,,,,,94500000.0,98900000.0,2400000.0,,,0.0,,,596363636.0,,0.0,,,,-2900000.0,,,83600000.0,,,,,,,,,,100000.0,0.0,,1100000.0,500000.0,,,,8100000.0,,-8200000.0,,,-8200000.0,-7900000.0,-1300000.0,,-0.01375,,,,,6200000.0,,,-11300000.0,,,11100000.0,,,,6600000.0,,1000000.0,,,,,,13300000.0,,2800000.0,,,,,,,,,0.0,,,,-9200000.0,,596363636.0,,,,,,,,,,,,,111100000.0,,-8200000.0,15300000.0,15300000.0,,,,,,,,-3200000.0,12200000.0,,,,,,3000000.0,,,,,,1000000.0,1100000.0,,,,,
1995-03-31,,16300000.0,1000000.0,,607072000.0,,200000.0,,,2000000.0,-31300000.0,44000000.0,,,,-3900000.0,,,,18700000.0,,,30400000.0,,,-10000000.0,900000.0,,,,,,900000.0,-0.05,,,4900000.0,,91100000.0,,-31300000.0,,-8900000.0,,5400000.0,,30400000.0,900000.0,0.0,,23200000.0,-8300000.0,1100000.0,,,100000.0,5400000.0,0.0,-85300000.0,,607072000.0,,10900000.0,,-85300000.0,,,,86100000.0,91100000.0,2800000.0,102400000.0,16300000.0,100000.0,,,,,0.0,,3000000.0,,-8300000.0,60700000.0,-31300000.0,60700000.0,13000000.0,5400000.0,3900000.0,-31300000.0,11300000.0,,9700000.0,,,0.0,-600000.0,86100000.0,900000.0,100000.0,,,,8100000.0,,-8900000.0,,39400000.0,-8900000.0,-7500000.0,-200000.0,,,,5400000.0,3900000.0,,5400000.0,,,15100000.0,,,10400000.0,,-111600000.0,,6900000.0,,2000000.0,,10400000.0,,,10900000.0,12000000.0,,1100000.0,8800000.0,-27400000.0,,,154800000.0,,,,0.0,,-31300000.0,,-7700000.0,0.0,,,-35200000.0,6900000.0,100000.0,,,17400000.0,30400000.0,,,,,102400000.0,0.0,-8900000.0,30400000.0,30400000.0,,,,,4800000.0,,,-22800000.0,11300000.0,,18700000.0,,1000000.0,,3000000.0,,,,-0.05,,1100000.0,46100000.0,,,,,
1995-06-30,,14300000.0,700000.0,,,,-1200000.0,,,2000000.0,,,,,,,,,,17900000.0,,,,,,-9000000.0,900000.0,,,,,,,,-0.013125,,,,,,,,-7900000.0,,,,,,0.0,-100000.0,-14200000.0,,,,,,4700000.0,,-93300000.0,,,,9600000.0,,,,,,79500000.0,83300000.0,2400000.0,,,200000.0,,,601904762.0,,-100000.0,,,,-8300000.0,,,74800000.0,,,,,,,,,,0.0,400000.0,,900000.0,,,,,7500000.0,,-7900000.0,,,-7900000.0,-8100000.0,-100000.0,,-0.013125,,,,,4800000.0,,,-21900000.0,,,9600000.0,,,,5900000.0,,1000000.0,,,,,,11000000.0,,1100000.0,,,,,,,,,30400000.0,,,,-8200000.0,,601904762.0,,,,,,,,,,,,,93800000.0,,-7900000.0,8500000.0,8500000.0,,,,,,,,-47300000.0,10500000.0,,,,,,3000000.0,,,,,,1100000.0,33000000.0,,,,,
1995-09-30,,15200000.0,900000.0,,,,1600000.0,,,2200000.0,,,,,,,,,,17300000.0,,,,,,-9900000.0,1100000.0,,,,,,,,-0.0125,,,,,,,,-8800000.0,,,,,,0.0,,-19300000.0,,,,,,4200000.0,,-101700000.0,,,,11000000.0,,,,,,160800000.0,166000000.0,2800000.0,,,-300000.0,,,672000000.0,,100000.0,,,,-8300000.0,,,93600000.0,,,,,,,,,,90700000.0,88900000.0,,1000000.0,,,,,8200000.0,,-8400000.0,,,-8400000.0,-5700000.0,-200000.0,,-0.0125,,,,,4100000.0,,,63900000.0,,,9000000.0,,,,7100000.0,,1500000.0,,,,,,12100000.0,,1100000.0,,,,,,,,,0.0,,,,-5900000.0,,672000000.0,,,,,,,,,,,,,176000000.0,,-8400000.0,72400000.0,72400000.0,,,,,,,,-54500000.0,10000000.0,,,,,,3000000.0,,,,,,1100000.0,35700000.0,,,,,
1995-12-31,,,,,680768000.0,,,,,,-27400000.0,37900000.0,,,,-600000.0,,,,,,,27400000.0,,,,,,,,,,600000.0,-0.04,,,2700000.0,,157200000.0,,-27400000.0,,,,3500000.0,,,1100000.0,,,,-10300000.0,92100000.0,,,0.0,,1100000.0,,,680768000.0,,,,-112800000.0,,,,,,,166700000.0,15200000.0,,,,,,,,2900000.0,,,129800000.0,-27400000.0,,30400000.0,3500000.0,3200000.0,-23600000.0,9500000.0,,34700000.0,,,,,151500000.0,,,100000.0,,,,,,,-69900000.0,,,,,,,90000000.0,3200000.0,,,,,,,,,,-174000000.0,,,,,,8400000.0,,,11700000.0,,,,5900000.0,-23000000.0,,,104600000.0,,,,,,-28800000.0,,,0.0,,,-32000000.0,6400000.0,100000.0,,,-3000000.0,27400000.0,,,,,,0.0,,,,,,,,5200000.0,,,,,,18700000.0,,2400000.0,,,,,,-0.04,,,,,,,,
1996-03-31,,17700000.0,800000.0,,,,2200000.0,,,1900000.0,,,,,,,,,,16200000.0,,,,,,-13300000.0,800000.0,,,,,,,,-0.013125,,,,,,,,-12200000.0,,,,,,0.0,,-126900000.0,,,,,,2700000.0,,-123600000.0,,,,15000000.0,,,,,,297700000.0,306300000.0,4800000.0,,,0.0,,,822857143.0,,-100000.0,,,,-8300000.0,,,256900000.0,,,,,,,,,,100000.0,156400000.0,,1200000.0,157000000.0,,,,9300000.0,,-10800000.0,,,-10800000.0,-7500000.0,-400000.0,,-0.013125,,,,,2800000.0,,,21900000.0,,,7900000.0,,,,11300000.0,,2600000.0,,,,,,15200000.0,,1100000.0,,,,,,,,,27400000.0,,,,-7900000.0,,822857143.0,,,,,,,,,,,,,315400000.0,,-10800000.0,49400000.0,49400000.0,,,,,,,,-158600000.0,9100000.0,,,,,,2900000.0,,,,,,1100000.0,32100000.0,,,,,
1996-06-30,,16700000.0,1100000.0,,,,-2500000.0,,,3900000.0,,,,,,,,,,16100000.0,,,,,,-15900000.0,2200000.0,,,,,,,,-0.01375,,,,,,,,-14100000.0,,,,,,0.0,,145700000.0,,,,,,2100000.0,,-135700000.0,,,,14600000.0,,,,,,287300000.0,295200000.0,7400000.0,,,-100000.0,,,887272727.0,,0.0,,,,-8300000.0,,,110800000.0,,,,,,,,,,-100000.0,600000.0,,1000000.0,1400000.0,,,,10600000.0,,-12200000.0,,,-12200000.0,-12900000.0,-700000.0,,-0.01375,,,,,2100000.0,,,133600000.0,,,7800000.0,,,,10600000.0,,3700000.0,,,,,,19800000.0,,1700000.0,,,,,,,,,0.0,,,,-13600000.0,,887272727.0,,,,,,,,,,,,,304000000.0,,-12200000.0,182900000.0,182900000.0,,,,,,,,-66900000.0,8800000.0,,,,,,2900000.0,,,,,,1800000.0,213400000.0,,,,,
1996-09-30,,17500000.0,1900000.0,,,,-10200000.0,,,25100000.0,,,,,,,,,,15900000.0,,,,,,5500000.0,24700000.0,,,,,,,,0.009375,,,,,,,,6300000.0,,,,,,0.0,,-26500000.0,,,,,,1400000.0,,-126400000.0,,,,16100000.0,,,,,,297900000.0,306600000.0,7600000.0,,,200000.0,,,875294118.0,,-100000.0,,,,-8300000.0,,,147600000.0,,,,,,,,,,0.0,-200000.0,,1200000.0,400000.0,,,,11200000.0,,9300000.0,,,9300000.0,0.0,-500000.0,,0.010625,,,,,1500000.0,,,-26900000.0,,,7600000.0,,,,11300000.0,,3900000.0,,,,,,19600000.0,,400000.0,,,,,,,,,0.0,,,,-500000.0,,992000000.0,,,,,,,,,,,,,315400000.0,,9300000.0,156000000.0,156000000.0,,,,,,,,-99300000.0,8800000.0,,,,,,2900000.0,,,,,,800000.0,73100000.0,,,,,
1996-12-31,,19000000.0,2500000.0,,889152000.0,,11300000.0,,,6200000.0,-21700000.0,73100000.0,,,,-3700000.0,,,,22200000.0,,,132000000.0,,,-12300000.0,5800000.0,,,,,,700000.0,-0.024375,,,33400000.0,,300300000.0,,-21700000.0,,-11500000.0,,2900000.0,,41900000.0,1200000.0,0.0,-200000.0,-31800000.0,-13000000.0,160400000.0,,,0.0,2900000.0,800000.0,-134500000.0,,889152000.0,,16100000.0,,-134500000.0,,,,291700000.0,300300000.0,6800000.0,310700000.0,19000000.0,-100000.0,,,,,0.0,,3600000.0,,-13000000.0,168300000.0,-21700000.0,168300000.0,27400000.0,2900000.0,3600000.0,-20200000.0,10400000.0,,26700000.0,,,0.0,3800000.0,291700000.0,1200000.0,1600000.0,-100000.0,,,10900000.0,,-8000000.0,,-39500000.0,-8000000.0,3900000.0,-2100000.0,,,,160600000.0,4500000.0,,2900000.0,,,-24000000.0,,,9200000.0,,-437600000.0,,10000000.0,,4800000.0,,9200000.0,,,16100000.0,18500000.0,,400000.0,37000000.0,-16500000.0,,,401800000.0,,,,0.0,,-31600000.0,,1800000.0,0.0,,,-36100000.0,10000000.0,0.0,,,104600000.0,132000000.0,,,,,310700000.0,0.0,-8000000.0,132000000.0,132000000.0,,,,,15000000.0,,,-112800000.0,10400000.0,,22200000.0,,2500000.0,,3600000.0,,,,-0.024375,,800000.0,83200000.0,,,,,
1997-03-31,,27100000.0,3500000.0,,,,9700000.0,,,5800000.0,,,,,,,,,,23300000.0,,,,,,-11900000.0,5500000.0,,,,,,,,-0.00875,,,,,,,,-11100000.0,,,,,,0.0,-100000.0,-31100000.0,,,,,,2200000.0,,-142400000.0,,,,24900000.0,,,,,,285300000.0,300700000.0,6100000.0,,,-100000.0,,,902857143.0,,0.0,,,,-13000000.0,,,196000000.0,,,,,,,,,,0.0,1300000.0,,1400000.0,2100000.0,,,,10800000.0,,-7900000.0,,,-7900000.0,2500000.0,-1800000.0,,-0.00875,,,,,2200000.0,,,-27200000.0,,,10300000.0,,,,17900000.0,,4000000.0,,,,,,17700000.0,,300000.0,,,,,,,,,132000000.0,,,,700000.0,,902857143.0,,,,,,,,,,,,,312400000.0,,-7900000.0,104700000.0,104700000.0,,,,,,,,-113400000.0,11700000.0,,,,,,3500000.0,,,,,,800000.0,84200000.0,,,,,
1997-06-30,,23400000.0,2300000.0,,,,-4300000.0,,,20100000.0,,,,,,,,,,23500000.0,,,,,,-1400000.0,19700000.0,,,,,,,,0.003125,,,,,,,,-700000.0,,,,,,0.0,,-6100000.0,,,,,,1900000.0,,-139700000.0,,,,21500000.0,,,,,,330600000.0,342000000.0,6100000.0,,,100000.0,,,902857143.0,,100000.0,,,,-13000000.0,,,203000000.0,,,,,,,,,,100000.0,41200000.0,,1500000.0,42000000.0,,,,14700000.0,,2700000.0,,,2700000.0,-800000.0,-900000.0,,0.004375,,,,,1800000.0,,,34200000.0,,,10500000.0,,,,16100000.0,,4200000.0,,,,,,21500000.0,,400000.0,,,,,,,,,0.0,,,,-1700000.0,,902857143.0,,,,,,,,,,,,,354000000.0,,2700000.0,139000000.0,139000000.0,,,,,,,,-50800000.0,12000000.0,,,,,,3100000.0,,,,,,700000.0,45500000.0,,,,,
1997-09-30,,22400000.0,1600000.0,,,,300000.0,,,5500000.0,,,,,,,,,,23200000.0,,,,,,-15100000.0,4900000.0,,,,,,,,-0.01125,,,,,,,,-14300000.0,,,,,,0.0,,-88200000.0,,,,,,1600000.0,,-150100000.0,,,,20800000.0,,,,,,325800000.0,336500000.0,6200000.0,,,-100000.0,,,915555556.0,,0.0,,,,-13000000.0,,,290800000.0,,,,,,,,,,-100000.0,4200000.0,,1500000.0,5100000.0,,,,13600000.0,,-10300000.0,,,-10300000.0,-9400000.0,-400000.0,,-0.01125,,,,,1600000.0,,,-93300000.0,,,10200000.0,,,,16800000.0,,4700000.0,,,,,,20600000.0,,600000.0,,,,,,,,,0.0,,,,-9800000.0,,915555556.0,,,,,,,,,,,,,348200000.0,,-10300000.0,45700000.0,45700000.0,,,,,,,,-169000000.0,11700000.0,,,,,,2400000.0,,,,,,800000.0,81300000.0,,,,,
1997-12-31,,34800000.0,3300000.0,,938432000.0,,-500000.0,,,10400000.0,-28000000.0,87700000.0,,,,-3900000.0,,,,25900000.0,,,32000000.0,,,-17400000.0,9900000.0,,,,,,500000.0,-0.029688,,,40000000.0,,340300000.0,,-28000000.0,,-16700000.0,,1400000.0,,59200000.0,1500000.0,0.0,0.0,-4500000.0,-15600000.0,53200000.0,,,0.0,1400000.0,5200000.0,-162500000.0,,938432000.0,,33400000.0,,-162500000.0,,,,317300000.0,340300000.0,7000000.0,352100000.0,34800000.0,200000.0,,,,,100000.0,,1900000.0,,-15600000.0,308300000.0,-28000000.0,308300000.0,132000000.0,1300000.0,1800000.0,-23800000.0,11800000.0,,25500000.0,,,0.0,3100000.0,317300000.0,1500000.0,4000000.0,-100000.0,,,20100000.0,,-12400000.0,,-129900000.0,-12400000.0,-12200000.0,-800000.0,,,,49800000.0,3000000.0,,1300000.0,,,-13700000.0,,,10300000.0,,-411000000.0,,28200000.0,,5400000.0,,10300000.0,,,33400000.0,27800000.0,,500000.0,41800000.0,-19900000.0,,,284900000.0,,,,0.0,,-42900000.0,,-13000000.0,100000.0,,,-45900000.0,28200000.0,100000.0,,,-100000000.0,32000000.0,,,,,352100000.0,0.0,-12400000.0,32000000.0,32000000.0,,,,,18300000.0,,,-77800000.0,11800000.0,,25900000.0,,3300000.0,,1900000.0,,,,-0.029688,,700000.0,73900000.0,,,,,
