date,quarterlyOperatingIncome,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyChangeInWorkingCapital,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGrossProfit,trailingNetIncomeContinuousOperations,annualOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,quarterlyDeferredIncomeTax,annualCapitalExpenditure,quarterlyTotalRevenue,annualEndCashPosition,annualTaxProvision,trailingNetOtherFinancingCharges,quarterlyGrossPPE,quarterlyDilutedEPS,trailingCostOfRevenue,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualChangesInAccountReceivables,annualResearchAndDevelopment,trailingBeginningCashPosition,trailingDeferredIncomeTax,annualInterestExpense,quarterlyChangeInInventory,annualTotalRevenue,trailingOperatingExpense,annualCurrentAssets,quarterlyEndCashPosition,annualCommonStockIssuance,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,quarterlyEbitda,annualOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyStockholdersEquity,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyPretaxIncome,annualRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualTotalAssets,trailingNetIncome,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,annualBeginningCashPosition,annualLongTermDebt,quarterlyRepaymentOfDebt,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualNetIncome,quarterlyOtherCurrentAssets,trailingSellingGeneralAndAdministration,annualCostOfRevenue,annualOtherCurrentAssets,annualCurrentDeferredRevenue,annualFreeCashFlow,annualSellingGeneralAndAdministration,trailingTaxProvision,annualTotalNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCurrentDebt,quarterlyCommonStockIssuance,annualBasicEPS,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyDilutedAverageShares,quarterlyResearchAndDevelopment,trailingOtherNonCashItems,trailingSaleOfInvestment,annualChangeInInventory,annualBasicAverageShares,quarterlyNetIncome,quarterlyNetPPE,annualCashFlowFromContinuingFinancingActivities,quarterlyNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingCashFlow,annualInvestingCashFlow,trailingStockBasedCompensation,annualDepreciationAndAmortization,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,trailingGrossProfit,quarterlyOperatingExpense,quarterlyTaxProvision,quarterlyLongTermDebt,annualCapitalStock,trailingOperatingCashFlow,annualAccountsReceivable,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,annualOtherIntangibleAssets,annualGrossProfit,annualCurrentLiabilities,annualInventory,annualNetPPE,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInInventory,annualSaleOfInvestment,quarterlyAccountsReceivable,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyBasicEPS,annualEbitda,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,trailingRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,trailingPretaxIncome,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,quarterlyBasicAverageShares,annualNonCurrentDeferredRevenue,trailingCapitalExpenditure,annualOperatingIncome,trailingOtherIncomeExpense,annualGainsLossesNotAffectingRetainedEarnings,trailingPurchaseOfInvestment,annualOtherIncomeExpense,annualDilutedEPS,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,annualGrossPPE,quarterlyPurchaseOfInvestment,annualDilutedAverageShares,annualPretaxIncome,quarterlyChangesInAccountReceivables,trailingEndCashPosition,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,trailingInterestExpense,trailingCashDividendsPaid,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualCashDividendsPaid,trailingBasicEPS,annualIncomeTaxPayable,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,trailingPurchaseOfBusiness,trailingDilutedEPS
1970-01-01 00:00:01.483142400,-37270000.0,-119217000.0,87514000.0,6697000.0,405813000.0,4546000.0,,0.0,11957000.0,-28933000.0,,20097000.0,-946000.0,18317000.0,,-23502000.0,0.0,87514000.0,54000.0,,33450000.0,-0.947542,,,8337000.0,3000.0,,98033000.0,,,,,1070000.0,,374399000.0,87514000.0,368877000.0,4669000.0,,-7473000.0,-2218000.0,-37270000.0,280660000.0,3947000.0,-170719000.0,,2707000.0,17848000.0,-119217000.0,,352907000.0,280660000.0,14120000.0,,17848000.0,-237412000.0,,0.0,-37850000.0,-237412000.0,374399000.0,35058000.0,405813000.0,,,,,405813000.0,564000.0,17869000.0,17284000.0,0.0,0.0,-7473000.0,-119217000.0,0.0,,98033000.0,0.0,0.0,-113015000.0,20097000.0,,31414000.0,198692000.0,0.0,,,121000.0,0.0,200946000.0,-3.004498,4669000.0,352907000.0,-8062000.0,-2218000.0,39679508.0,28933000.0,,,,39679508.0,-37598000.0,25977000.0,380902000.0,-37598000.0,,-26140000.0,-221848000.0,,1909000.0,0.0,1982000.0,,-382093000.0,-89513000.0,0.0,,8337000.0,-252000.0,17284000.0,52000.0,,,10625000.0,,-627000.0,,-96963000.0,35058000.0,,25977000.0,,18317000.0,28933000.0,,183743000.0,,0.0,564000.0,-0.947542,-117060000.0,52000.0,,85532000.0,-34202000.0,,,69645000.0,368174000.0,0.0,0.0,,,368174000.0,87514000.0,,11957000.0,,39679508.0,,,-117060000.0,,-946000.0,,-2486000.0,-3.004498,,405813000.0,,-37598000.0,31414000.0,33450000.0,-188097000.0,39679508.0,-119163000.0,,,25436000.0,473000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,-51542000.0,,,10217000.0,68312000.0,8474000.0,,,20482000.0,-42773000.0,,,-868000.0,,-2160000.0,,0.0,,,,39115000.0,-1.3,,,8769000.0,5992000.0,,,,,,,,,,97750000.0,,,,,,-50678000.0,,5992000.0,43543000.0,,,,,,308417000.0,229726000.0,,,18327000.0,-288035000.0,,-2319000.0,-50443000.0,,336178000.0,49985000.0,,,,,,,893000.0,,,,,-8392000.0,,0.0,,,,,,,,,2533000.0,,,,,2470000.0,0.0,,6900000.0,,-7387000.0,0.0,39725977.0,42773000.0,,,,,-50623000.0,30723000.0,,-50623000.0,,-35711000.0,,,,0.0,10236000.0,,,,,,8769000.0,180000.0,17434000.0,,,,,,913000.0,,,,,,,21569000.0,42773000.0,,,,,,-1.3,,52000.0,,87514000.0,-43098000.0,,,,,,,,,327476000.0,97750000.0,,,,39725977.0,,,,,,,,,,376729000.0,,-50623000.0,40551000.0,,-14683000.0,,,,,65613000.0,864000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,-58022000.0,,,841000.0,203803000.0,4768000.0,,,24419000.0,-47245000.0,,,-322000.0,,-1899000.0,,0.0,,,,42843000.0,-1.56,,,10777000.0,7082000.0,,,,,,,,,,261006000.0,,,,,,-57482000.0,,7082000.0,69706000.0,,,,,,255753000.0,146424000.0,,,153851000.0,-348580000.0,,-9805000.0,-60479000.0,,418691000.0,49952000.0,,,,,,,1123000.0,,,,,-9073000.0,,0.0,,,,,,,,,145067000.0,,,,,,,,16687000.0,,-13618000.0,14780000.0,39820287.0,47245000.0,,,,,-60545000.0,33770000.0,,-60680000.0,,-51886000.0,,,,0.0,163256000.0,,,,,,10777000.0,201000.0,152728000.0,,,,,,-475000.0,,,,,,,17899000.0,47245000.0,,,,,,-1.56,,52000.0,,97750000.0,-65504000.0,,,,,,,,,407430000.0,261006000.0,,,,39820287.0,,,,,,,,,,473975000.0,,-60545000.0,55284000.0,,-12963000.0,,,,,96287000.0,540000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,114905000.0,,,-126141000.0,284570000.0,8178000.0,29477000.0,,35168000.0,130609000.0,,,38000.0,,-1812000.0,,220213000.0,,,,80211000.0,2.6,,,15641000.0,2557000.0,,,,,,,,,,208510000.0,,,,,,116205000.0,,13327000.0,-401326000.0,,,,,,750140000.0,548925000.0,,,181409000.0,-231194000.0,,-30145000.0,114223000.0,,962330000.0,103161000.0,,,,,1984000.0,,744000.0,,,0.0,,-12638000.0,,0.0,,,,,,,,,339708000.0,,,,,9018000.0,,,2051000.0,,-18790000.0,-674000.0,46200975.0,87660000.0,,,,,117386000.0,67573000.0,,117284000.0,,6600000.0,,,,0.0,-52496000.0,1859000.0,,,9132000.0,,15704000.0,-3061000.0,149329000.0,,,,,5712000.0,1103000.0,,,,,,,37649000.0,89604000.0,,,10521000.0,,,2.73,,59000.0,,261006000.0,-12190000.0,,,,,,,,,757435000.0,208510000.0,,,,42118974.0,,,,,,,,,,1049059000.0,7437000.0,117386000.0,86729000.0,,-486480000.0,,,,,84028000.0,1300000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,-103798000.0,-93299000.0,239602000.0,172282000.0,362248000.0,33878000.0,56612000.0,0.0,69779000.0,-76196000.0,,62852000.0,-480000.0,32547000.0,26000.0,-58728000.0,18174000.0,239602000.0,2235000.0,,88828000.0,-2.180813,,,27415000.0,2205000.0,-29428000.0,269018000.0,,,,-5218000.0,238387000.0,,913497000.0,239602000.0,339119000.0,42915000.0,,-13795000.0,13853000.0,-103611000.0,597914000.0,16462000.0,-68242000.0,,55298000.0,212260000.0,-93105000.0,-5845000.0,684231000.0,597914000.0,57199000.0,,212260000.0,-330517000.0,0.0,50061000.0,-94365000.0,-330517000.0,913497000.0,149988000.0,1046479000.0,,,,109000.0,362248000.0,155000.0,87514000.0,155493000.0,0.0,9222000.0,-13795000.0,-93105000.0,0.0,,273992000.0,0.0,12233000.0,-45976000.0,62602000.0,,132982000.0,3048000.0,19916000.0,,,6991000.0,9222000.0,0.0,-2.044286,42915000.0,684231000.0,-18933000.0,0.0,45544025.0,91340000.0,,,-10930000.0,45544025.0,-99323000.0,75033000.0,490356000.0,-99280000.0,,93749000.0,-356319000.0,,4758000.0,0.0,31092000.0,,-741296000.0,12752000.0,12233000.0,,27602000.0,4915000.0,155493000.0,59000.0,,29428000.0,42863000.0,10930000.0,9960000.0,7250000.0,-35605000.0,149988000.0,10930000.0,75033000.0,109000.0,32547000.0,94370000.0,,423789000.0,29428000.0,-2470000.0,155000.0,-2.180813,-98207000.0,59000.0,,208510000.0,74816000.0,,,152088000.0,837516000.0,,0.0,,,837516000.0,239602000.0,,69779000.0,,45544025.0,56612000.0,,-98457000.0,,-480000.0,,11501000.0,-2.044286,,1046479000.0,7250000.0,-99323000.0,132982000.0,88828000.0,-227170000.0,45544025.0,-91064000.0,-18907000.0,,177861000.0,2054000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,-110809000.0,,,-26465000.0,350205000.0,-18487000.0,43918000.0,,52719000.0,-81706000.0,,,320000.0,,-4090000.0,,32544000.0,,,,106220000.0,-2.08,,,28915000.0,11530000.0,,,,,,3432000.0,,,,508094000.0,,,,,,-108565000.0,,17396000.0,-394352000.0,,,,,,1344381000.0,973381000.0,,,208309000.0,-438042000.0,,,-108528000.0,,1585702000.0,141896000.0,,,,,109000.0,,275000.0,,,,,-16367000.0,,5763000.0,,,,,,,,,763901000.0,,,,,9565000.0,758001000.0,,,,-19696000.0,-414000.0,51577739.0,109700000.0,,,,,-104596000.0,89853000.0,,-105116000.0,,-104501000.0,,,,,268492000.0,,,,14011000.0,,29103000.0,-3412000.0,164116000.0,,,,,7498000.0,729000.0,,,,,,,43287000.0,114250000.0,,,23485000.0,,,-2.08,,70000.0,,239602000.0,-124197000.0,,,,,,,,,1464015000.0,490634000.0,,,,51577739.0,,,,,,,,,,1708927000.0,7062000.0,-104596000.0,123225000.0,,-632224000.0,,,5943000.0,,257568000.0,2244000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,-163050000.0,,,23675000.0,427188000.0,28795000.0,39746000.0,,85878000.0,-117703000.0,,,3114000.0,,-4323000.0,,52804000.0,,,,120168000.0,-2.86,,,45160000.0,249000.0,,,,,,1176000.0,,,,470011000.0,,,,,,-160714000.0,,18641000.0,34132000.0,,,,,,1213197000.0,931208000.0,,,240753000.0,-594929000.0,,,-161083000.0,,1516707000.0,186435000.0,,,,,109000.0,,323000.0,,,,,-17526000.0,,5310000.0,,,,,,,,,46583000.0,,,,,9067000.0,0.0,,,,-10613000.0,0.0,53731299.0,164251000.0,,,,,-156887000.0,102642000.0,,-157715000.0,,-117137000.0,,,,,-38083000.0,,,,15302000.0,,45347000.0,-3368000.0,200684000.0,,,,,6322000.0,75000.0,,,,,,,56836000.0,170507000.0,,,33171000.0,,,-2.86,,70000.0,,508094000.0,-127750000.0,,,,,,,,,1369628000.0,438420000.0,,,,53731299.0,,,,,,,,,,1653856000.0,6875000.0,-156887000.0,137149000.0,,-566698000.0,,,-9686000.0,,611443000.0,2336000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,-151102000.0,,,-13807000.0,425196000.0,-4731000.0,48912000.0,,85552000.0,-102094000.0,,,-724000.0,,-386000.0,,54202000.0,,,,142023000.0,-2.47,,,48820000.0,-256000.0,,,,,,-13377000.0,,,,710796000.0,,,,,,-150914000.0,,25132000.0,-490636000.0,,,,,,1983431000.0,1390276000.0,,,236772000.0,-738960000.0,,,-144964000.0,,2180195000.0,188424000.0,,,,,109000.0,,627000.0,,,-8736000.0,,-19132000.0,,7482000.0,,,,,,,,,871250000.0,,,,,8736000.0,875368000.0,,52751000.0,,-26941000.0,-5659000.0,56906867.0,147590000.0,,,,,-144031000.0,122891000.0,,-144492000.0,,-132185000.0,,,,,240785000.0,,,,16705000.0,,49008000.0,-472000.0,187233000.0,,,,,19699000.0,1585000.0,,,,,,,75882000.0,156296000.0,,,37372000.0,,,-2.47,,77000.0,,470011000.0,-159126000.0,,,,,,,,,2101072000.0,643485000.0,,,,56906867.0,,,,,,,,,,2408627000.0,7299000.0,-144031000.0,228432000.0,,-917588000.0,,,-4201000.0,,461839000.0,2445000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,-280808000.0,-674033000.0,712937000.0,-617000.0,496037000.0,17893000.0,47693000.0,,113283000.0,-207987000.0,,196279000.0,1526000.0,100414000.0,-13150000.0,-140836000.0,58670000.0,740713000.0,-15796000.0,,222484000.0,-4.55,,,72490000.0,58263000.0,-11628000.0,679005000.0,,,,3457000.0,198220000.0,,1943842000.0,740713000.0,1633369000.0,38425000.0,,-20365000.0,-6073000.0,-280477000.0,1068509000.0,25958000.0,213243000.0,,23470000.0,249585000.0,-673769000.0,-21949000.0,1753647000.0,1068509000.0,-17214000.0,,249585000.0,-1007215000.0,,-30352000.0,-275254000.0,-1007215000.0,1943842000.0,246452000.0,2249684000.0,,,,109000.0,496037000.0,1080000.0,239602000.0,189673000.0,0.0,8727000.0,-20365000.0,-673769000.0,5585000.0,,707710000.0,5585000.0,18140000.0,-688553000.0,195385000.0,,305842000.0,8803000.0,,,,69786000.0,8727000.0,0.0,-12.09,38425000.0,1753647000.0,-83586000.0,0.0,59383247.0,257464000.0,,,-5312000.0,55442601.0,-268255000.0,202119000.0,1690537000.0,-266710000.0,11139000.0,-193894000.0,-637613000.0,,10388000.0,,29917000.0,11139000.0,-2635686000.0,-547717000.0,18140000.0,,72821000.0,-8544000.0,189673000.0,77000.0,,41056000.0,87127000.0,16242000.0,-396000.0,7172000.0,-509490000.0,246452000.0,16242000.0,202119000.0,109000.0,100414000.0,266657000.0,,2177207000.0,41056000.0,-8736000.0,1080000.0,-4.55,-704875000.0,77000.0,,710796000.0,-277480000.0,,,501111000.0,1809222000.0,-38298000.0,,,,1809222000.0,712937000.0,,113283000.0,,59383247.0,47693000.0,,-705769000.0,,1526000.0,,1993000.0,-12.09,,2249684000.0,7172000.0,-268255000.0,305842000.0,222484000.0,-519176000.0,55442601.0,-689829000.0,-3684000.0,,846357000.0,3363000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.553990400,-173755000.0,,,-60371000.0,549553000.0,-20364000.0,47016000.0,,105320000.0,-115779000.0,,,6072000.0,,-983000.0,,77833000.0,,,,293697000.0,-2.86,,,57645000.0,28450000.0,,,,,,3102000.0,,,,788383000.0,,,,,,-170339000.0,,26392000.0,172416000.0,,,,,,1608769000.0,849167000.0,,,310744000.0,-1174855000.0,,,-167550000.0,,1796730000.0,238809000.0,,,,,109000.0,,196000.0,,,,,-23267000.0,,,,,,,,,,,42964000.0,,,,,8940000.0,0.0,,34800000.0,,-50828000.0,,59596173.0,,,,,,-167640000.0,270430000.0,,-168069000.0,,-171975000.0,,,,9451000.0,47670000.0,11333000.0,,,17504000.0,,57976000.0,519000.0,232654000.0,,,,,13140000.0,1728000.0,,,,,,,63571000.0,193612000.0,,,58976000.0,,,-2.86,,78000.0,,740713000.0,-222803000.0,,,,,,,,,1613659000.0,764492000.0,,,,59596173.0,,,,,,,,,,2172232000.0,6841000.0,-167640000.0,375502000.0,,-487354000.0,,,-17920000.0,,710598000.0,3416000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.561852800,-85833000.0,,,-15632000.0,579054000.0,41795000.0,37910000.0,,148536000.0,-3253000.0,,,-225000.0,,-473000.0,,243346000.0,,,,313471000.0,-1.43,,,82248000.0,20657000.0,,,,,,-35908000.0,,,,942676000.0,,,,,,-85501000.0,,32602000.0,192009000.0,,,,,,1553877000.0,618803000.0,,,307375000.0,-1260425000.0,,,-83825000.0,,1755680000.0,271679000.0,,,,,109000.0,,191000.0,,,,,-26159000.0,,,,,,,,,,,15382000.0,,,,,8740000.0,0.0,,34393000.0,,-41447000.0,,59808392.0,,,,,,-85570000.0,287312000.0,,-85954000.0,,-46101000.0,,,,,154293000.0,11802000.0,,,0.0,,82580000.0,2129000.0,238810000.0,,,,,49048000.0,-878000.0,,,,,,,103061000.0,246599000.0,,,58108000.0,,,-1.43,,78000.0,,788383000.0,-87548000.0,,,,,,,,,1561479000.0,918948000.0,,,,59808392.0,,,,,,,,,,2150318000.0,6509000.0,-85570000.0,394638000.0,,-223437000.0,,,868000.0,,456893000.0,3695000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.569801600,-312266000.0,,,15720000.0,586833000.0,-29582000.0,36411000.0,,112282000.0,-206933000.0,,,-14830000.0,,-11878000.0,,50141000.0,,,,375834000.0,-5.07,,,105002000.0,1666000.0,,,,,,11536000.0,,,,900823000.0,,,,,,-308244000.0,,36818000.0,213630000.0,,,,,,1278478000.0,375768000.0,,,321099000.0,-1567782000.0,,,-311877000.0,,1435550000.0,265734000.0,,,,,109000.0,,169000.0,,,,,-73996000.0,,,,,,,,,,,25136000.0,,,,,700000.0,0.0,,54635000.0,,-30873000.0,0.0,60114035.0,,,,,,-307357000.0,301838000.0,,-308660000.0,,-265012000.0,,,,,-41853000.0,10681000.0,,,0.0,,105333000.0,-3217000.0,254991000.0,,,,,37512000.0,-1817000.0,,,,,,,89917000.0,257074000.0,,,55912000.0,,,-5.07,,78000.0,,942676000.0,-295885000.0,,,,,,,,,1231919000.0,856151000.0,,,,60114035.0,,,,,,,,,,1881070000.0,6178000.0,-307357000.0,445520000.0,,-140034000.0,,,2196000.0,,384537000.0,4022000.0,,,,,,,,,,,,,,,,
