date,quarterlyOperatingIncome,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyChangeInWorkingCapital,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGrossProfit,trailingNetIncomeContinuousOperations,annualOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,quarterlyDeferredIncomeTax,annualCapitalExpenditure,quarterlyTotalRevenue,annualEndCashPosition,annualTaxProvision,trailingNetOtherFinancingCharges,quarterlyGrossPPE,quarterlyDilutedEPS,trailingCostOfRevenue,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualChangesInAccountReceivables,annualResearchAndDevelopment,trailingBeginningCashPosition,trailingDeferredIncomeTax,annualInterestExpense,quarterlyChangeInInventory,annualTotalRevenue,trailingOperatingExpense,annualCurrentAssets,quarterlyEndCashPosition,annualCommonStockIssuance,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,quarterlyEbitda,annualOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyStockholdersEquity,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyPretaxIncome,annualRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualTotalAssets,trailingNetIncome,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,annualBeginningCashPosition,annualLongTermDebt,quarterlyRepaymentOfDebt,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualNetIncome,quarterlyOtherCurrentAssets,trailingSellingGeneralAndAdministration,annualCostOfRevenue,annualOtherCurrentAssets,annualCurrentDeferredRevenue,annualFreeCashFlow,annualSellingGeneralAndAdministration,trailingTaxProvision,annualTotalNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCurrentDebt,quarterlyCommonStockIssuance,annualBasicEPS,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyDilutedAverageShares,quarterlyResearchAndDevelopment,trailingOtherNonCashItems,trailingSaleOfInvestment,annualChangeInInventory,annualBasicAverageShares,quarterlyNetIncome,quarterlyNetPPE,annualCashFlowFromContinuingFinancingActivities,quarterlyNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingCashFlow,annualInvestingCashFlow,trailingStockBasedCompensation,annualDepreciationAndAmortization,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,trailingGrossProfit,quarterlyOperatingExpense,quarterlyTaxProvision,quarterlyLongTermDebt,annualCapitalStock,trailingOperatingCashFlow,annualAccountsReceivable,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,annualOtherIntangibleAssets,annualGrossProfit,annualCurrentLiabilities,annualInventory,annualNetPPE,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInInventory,annualSaleOfInvestment,quarterlyAccountsReceivable,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyBasicEPS,annualEbitda,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,trailingRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,trailingPretaxIncome,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,quarterlyBasicAverageShares,annualNonCurrentDeferredRevenue,trailingCapitalExpenditure,annualOperatingIncome,trailingOtherIncomeExpense,annualGainsLossesNotAffectingRetainedEarnings,trailingPurchaseOfInvestment,annualOtherIncomeExpense,annualDilutedEPS,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,annualGrossPPE,quarterlyPurchaseOfInvestment,annualDilutedAverageShares,annualPretaxIncome,quarterlyChangesInAccountReceivables,trailingEndCashPosition,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,trailingInterestExpense,trailingCashDividendsPaid,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualCashDividendsPaid,trailingBasicEPS,annualIncomeTaxPayable,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,trailingPurchaseOfBusiness,trailingDilutedEPS
1970-01-01 00:00:01.388448000,,-7894000.0,3926000.0,,,,,,,,-829393000.0,3143000.0,,839000.0,,-264000.0,,3926000.0,,4000000.0,,,963942000.0,9742000.0,,,,13463000.0,710796000.0,-26485000.0,3155000.0,,11148000.0,318710000.0,4434000.0,,,312000.0,,-3430000.0,-482000.0,,0.0,,,-18540000.0,-768000.0,17023000.0,-7494000.0,,,,7745000.0,-828822000.0,,,,,,-42815000.0,,,11798000.0,-828822000.0,0.0,-883716000.0,,48757000.0,,626000.0,15238000.0,,12126000.0,,-7494000.0,,317385000.0,13463000.0,0.0,7860000.0,3809000.0,3143000.0,-9113000.0,7364000.0,,,14496000.0,,2766000.0,,,-0.142308,,-38726000.0,,,,,109036000.0,2398385000.0,,52660468.0,,,-482000.0,,,,-250000.0,121770000.0,1592000.0,,,,,4073000.0,,-533952000.0,,,,9000.0,-676982000.0,,-24000.0,,,,-2315000.0,31734000.0,,7052000.0,,,,-17813000.0,,,-731000.0,226000.0,,-3147000.0,,190027000.0,,,-60900000.0,-8394000.0,3300000.0,3926000.0,0.0,50000.0,-838506000.0,429990000.0,,,-852662000.0,2063000.0,791298000.0,,,-206734000.0,-5458000.0,-1363000.0,309000.0,-1370001000.0,717000.0,-0.142308,92285000.0,,,,,10482000.0,,52660468.0,-7894000.0,,917397000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,-5720000.0,,,3442000.0,,749000.0,,,,-1918000.0,,,,,,,6496000.0,,,,,,,,3802000.0,1492000.0,,,,,,,,,,23332000.0,,,,,,-7904000.0,,6014000.0,-133000.0,,,,,,,,,,,,,0.0,-9808000.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,17578000.0,,,1507000.0,,,,,,,-79000.0,-31000.0,,8414000.0,,,,,-9759000.0,,,-9808000.0,,4250000.0,,,,,21667000.0,,,,,,3802000.0,0.0,,,,,,,-2583000.0,,,,,,,,8414000.0,,,,,,,,,,1665000.0,4171000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-9759000.0,,,0.0,,,,,0.0,397000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,-6453000.0,-18546000.0,13898000.0,-5003000.0,27853000.0,-60000.0,,-80000.0,2794000.0,-4827000.0,,6930000.0,100000.0,901000.0,,-654000.0,1381000.0,13898000.0,0.0,,10768000.0,,,,1626000.0,175000.0,,21862000.0,,,3552000.0,,13035000.0,,47188000.0,13898000.0,,502000.0,-80000.0,-4837000.0,-1182000.0,-3052000.0,30497000.0,548000.0,-33376000.0,,731000.0,14482000.0,-18278000.0,,25768000.0,30497000.0,-1537000.0,,14482000.0,-61093000.0,,0.0,-3738000.0,-61093000.0,47188000.0,13371000.0,53621000.0,,,,,27853000.0,168000.0,3926000.0,13516000.0,,322000.0,-4837000.0,-18278000.0,0.0,,21862000.0,0.0,8906000.0,-9348000.0,6930000.0,,6433000.0,34332000.0,-2443000.0,,313000.0,3265000.0,322000.0,,-1.04,502000.0,25768000.0,-386000.0,-1084000.0,,6208000.0,,,,16664857.0,-3751000.0,5931000.0,52165000.0,-3738000.0,,-10545000.0,-33641000.0,,1557000.0,347000.0,-9434000.0,,-30646000.0,-8694000.0,8906000.0,,1626000.0,0.0,13516000.0,23000.0,,,6637000.0,,2992000.0,,-8827000.0,13371000.0,,5931000.0,,901000.0,6208000.0,,102000.0,,,168000.0,,-13437000.0,23000.0,,23332000.0,-10931000.0,,,9972000.0,44395000.0,0.0,347000.0,,,44395000.0,13898000.0,,2794000.0,,,,,-15757000.0,,100000.0,,723000.0,-1.04,,53621000.0,,-3751000.0,6433000.0,10768000.0,-30646000.0,16664857.0,-18546000.0,,,102000.0,373000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.427760000,-9812000.0,,,3373000.0,,-628000.0,,,,-8680000.0,,,,,,,1379000.0,,,,,-0.190057,,,1132000.0,261000.0,,,,,,,,,,13367000.0,,,,,,-9593000.0,,2314000.0,3231000.0,,,,,,,,,,,,,0.0,-10212000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,267000.0,,,0.0,,,,-3232000.0,,53731299.0,10059000.0,,,,,-10212000.0,,,-10212000.0,,-3711000.0,,,,,-531000.0,,,,,,1132000.0,0.0,,,,,,,-250000.0,,,,,,,,10059000.0,,,,,,-0.190057,,,,13898000.0,-6943000.0,,,,,,,,,,,,,,53731299.0,,,,,,,,,,,,-10212000.0,,,-3996000.0,,,,,10459000.0,352000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,-6565000.0,,,-5358000.0,27052000.0,1906000.0,,,4072000.0,-5357000.0,,,-402000.0,,,,1380000.0,,,,11766000.0,-0.104985,,,1208000.0,279000.0,,,,,,,,,,25156000.0,,,,,,-4995000.0,,910000.0,-75693000.0,,,,,,109913000.0,101509000.0,,,938000.0,-76946000.0,,0.0,-5641000.0,,130200000.0,26114000.0,,,,,,,140000.0,,,,,-5532000.0,,0.0,,,,,,,,,96953000.0,,,273000.0,,14049000.0,,,531000.0,,2204000.0,,53731299.0,6737000.0,,,,,-5641000.0,6234000.0,,-5641000.0,,-9491000.0,,,,549000.0,11789000.0,,,,6145000.0,,1208000.0,0.0,0.0,,,,,,788000.0,,,,,,,1181000.0,6737000.0,,,,,,-0.104985,,31000.0,,13367000.0,-7287000.0,,,,,,,,,126665000.0,25156000.0,,,,53731299.0,,,,,,,,,,136965000.0,,-5641000.0,6765000.0,,-86119000.0,,,,,8219000.0,373000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.443571200,-13992000.0,,,-2050000.0,35531000.0,229000.0,,,4301000.0,-11971000.0,,,-1133000.0,,,,1380000.0,,,,12326000.0,-0.260537,,,2021000.0,293000.0,,,,,,,,,,27450000.0,,,0.0,,,-13297000.0,,4819000.0,6254000.0,,,,,,100077000.0,93894000.0,,,7214000.0,-90945000.0,,0.0,-13999000.0,,128211000.0,28317000.0,,,,,,,129000.0,,,0.0,,-5785000.0,,0.0,,,,,,,,,6371000.0,,,300000.0,,14323000.0,,,856000.0,,-864000.0,0.0,53731299.0,13351000.0,,,,,-13999000.0,6541000.0,,-13999000.0,,-9879000.0,,,,841000.0,2294000.0,,,,4765000.0,,2021000.0,0.0,6306000.0,,,,,,-467000.0,,,,,,,3952000.0,13351000.0,,,,,,-0.260537,,32000.0,,25156000.0,-10743000.0,,,,,,,,,121344000.0,27450000.0,,,,53731299.0,,,,,,,,,,135608000.0,,-13999000.0,7397000.0,,-13177000.0,,,,,20295000.0,402000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,-26376000.0,-57102000.0,17869000.0,6298000.0,116764000.0,4679000.0,,-75000.0,8980000.0,-23426000.0,,7311000.0,-1809000.0,8076000.0,,-5314000.0,4677000.0,17869000.0,,,12696000.0,-0.864608,,,2950000.0,262000.0,,58250000.0,,,1229000.0,,8816000.0,,106269000.0,17869000.0,,3883000.0,0.0,-6084000.0,-75000.0,-26376000.0,82617000.0,2168000.0,7302000.0,,6186000.0,7273000.0,-57102000.0,,-101765000.0,82617000.0,2263000.0,,7273000.0,-118195000.0,,0.0,-27250000.0,-118195000.0,106269000.0,35172000.0,116764000.0,,,,,116764000.0,105000.0,13898000.0,6188000.0,0.0,14598000.0,-6084000.0,-57102000.0,0.0,,58250000.0,0.0,1070000.0,-45157000.0,7311000.0,,10495000.0,-119000.0,,,389000.0,1095000.0,14598000.0,,-1.811775,3883000.0,-101765000.0,-3422000.0,0.0,31517155.0,28103000.0,,,,31517155.0,-27250000.0,6612000.0,103205000.0,-27250000.0,,-16762000.0,-58906000.0,,1545000.0,2173000.0,-9581000.0,,-119291000.0,-39843000.0,1070000.0,,2950000.0,,6188000.0,176096000.0,,,10211000.0,,-987000.0,,-49434000.0,35172000.0,,6612000.0,,8076000.0,28103000.0,,65698000.0,,-322000.0,105000.0,-0.864608,-56745000.0,176096000.0,,27450000.0,-20184000.0,,,3971000.0,100486000.0,0.0,2173000.0,,,100486000.0,17869000.0,,8980000.0,,31517155.0,,,-56745000.0,,-1809000.0,,-916000.0,-1.811775,,116764000.0,,-27250000.0,10495000.0,12696000.0,-15999000.0,31517155.0,-57102000.0,,,26725000.0,418000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.459382400,-20334000.0,,,-3212000.0,22129000.0,-5322000.0,,,3823000.0,-17200000.0,,,-1251000.0,,,,677000.0,,,,14259000.0,-0.91,,,3134000.0,93000.0,,,,,,,,,,208506000.0,,,,,,-21314000.0,,2614000.0,40343000.0,,,,,,243099000.0,38720000.0,,,6303000.0,-140195000.0,,0.0,-21957000.0,,251782000.0,15826000.0,,,,,,,89000.0,,,,,-6557000.0,,0.0,,,,,,,,,170049000.0,,,204000.0,,0.0,167931000.0,,5744000.0,,-3303000.0,0.0,22618659.0,17877000.0,,,,,-22001000.0,7702000.0,,-22001000.0,,-19841000.0,,,,0.0,190637000.0,,,,393000.0,,3134000.0,44000.0,6214000.0,,,,,,-1913000.0,,,,,,,11142000.0,17877000.0,,,,,,-0.91,,43000.0,,17869000.0,-23144000.0,,,,,,,,,247226000.0,208506000.0,,,,22618659.0,,,,,,,,,,265228000.0,,-22001000.0,13446000.0,,0.0,,,,,43646000.0,439000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,-24628000.0,,,2863000.0,31183000.0,2247000.0,,,6071000.0,-20724000.0,,,-1463000.0,,,,393000.0,,,,16597000.0,-0.78,,,3904000.0,0.0,,,,,,,,,,58084000.0,,,,,,-23356000.0,,1285000.0,-135548000.0,,,,,,220047000.0,168535000.0,,,10718000.0,-164320000.0,,0.0,-23989000.0,,232754000.0,20465000.0,,,,,,,165000.0,,,,,-6845000.0,,0.0,,,,,,,,,4521000.0,,,141000.0,,0.0,0.0,,8724000.0,,-5455000.0,0.0,32903593.0,21117000.0,,,,,-24124000.0,9752000.0,,-24124000.0,,-19256000.0,,,,0.0,-150422000.0,,,,0.0,,3904000.0,135000.0,10553000.0,,,,,,518000.0,,,,,,,14058000.0,21117000.0,,,,,,-0.78,,43000.0,,208506000.0,-24711000.0,,,,,,,,,226619000.0,58084000.0,,,,32903593.0,,,,,,,,,,251230000.0,,-24124000.0,18476000.0,,-176993000.0,,,,,46900000.0,492000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,-34828000.0,,,7772000.0,47593000.0,1236000.0,,,7307000.0,-30106000.0,,,-965000.0,,,,0.0,,,,23881000.0,-1.04,,,4722000.0,25000.0,,,,,,,,,,85532000.0,,,,,,-34578000.0,,2779000.0,44076000.0,,,,,,187832000.0,118086000.0,,,18277000.0,-199814000.0,,0.0,-35367000.0,,209953000.0,29316000.0,,,,,,,247000.0,,,0.0,,-7327000.0,,0.0,,,,,,,,,7640000.0,,,284000.0,,0.0,0.0,,8918000.0,,-6682000.0,0.0,32933655.0,30106000.0,,,,,-35494000.0,16554000.0,,-35494000.0,,-24276000.0,,,,0.0,27448000.0,,,,0.0,,4722000.0,127000.0,18030000.0,,,,,,-464000.0,,,,,,,21510000.0,30106000.0,,,,,,-1.04,,43000.0,,58084000.0,-30958000.0,,,,,,,,,203618000.0,85532000.0,,,,32933655.0,,,,,,,,,,235425000.0,,-35494000.0,25472000.0,,-17003000.0,,,,,67761000.0,505000.0,,,,,,,,,,,,,,,,
