date,annualPurchaseOfBusiness,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,annualStockholdersEquity,quarterlyBasicEPS,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingOperatingCashFlow,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyNetPPE,annualOtherIntangibleAssets,quarterlyTaxProvision,annualGoodwill,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetPPE,annualOperatingCashFlow,annualInventory,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualOtherNonCurrentLiabilities,annualEbitda,trailingNetOtherInvestingChanges,annualRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyFreeCashFlow,annualBasicEPS,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingInterestExpense,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,trailingGrossProfit,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,trailingTotalRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,trailingCapitalExpenditure,annualEndCashPosition,annualOperatingIncome,annualPretaxIncome,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,trailingOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualOtherIncomeExpense,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,trailingInvestingCashFlow,annualGrossPPE,annualAccountsPayable,quarterlyCurrentDebt,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,annualDilutedAverageShares,annualOperatingExpense,quarterlyGrossProfit,quarterlyGrossPPE,annualTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCurrentAssets,quarterlyOtherNonCashItems,annualTotalRevenue,annualDilutedEPS,trailingBeginningCashPosition,trailingOperatingExpense,annualInterestExpense,trailingCostOfRevenue,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyEndCashPosition,annualOtherNonCurrentAssets,quarterlyDilutedEPS,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,annualBasicAverageShares,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyCurrentLiabilities,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualBeginningCashPosition,annualLongTermDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualCurrentDebt,quarterlyRepaymentOfDebt,annualNetIncome,annualCashDividendsPaid,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,annualSellingGeneralAndAdministration,annualFreeCashFlow,trailingTaxProvision,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,annualStockBasedCompensation,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,annualChangeInAccountPayable,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,annualChangesInAccountReceivables,trailingDilutedAverageShares,annualCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1998-09-30,,44107280.052407,,11060418.888743,,,,,0.028435,-13091428.174673,,1002437.602358,,,,,,28372522.138117,33080459.875532,,33080459.875532,,43022711.834441,202462647.209444,,,,,,2403846755.977727,,,98238941.369145,38092650.507697,,,5012190.632165,,,,,,,,,-106193117.164523,,,,,,951835148.0,236134896.875638,71395233.972559,,,,7426062039.305601,,,,,,,,,,,,,,,,,,27065830.985915,7426062039.305601,,,,,,,,,-38001188.127529,,479165450.376679,,,,,,,105256009.171307,,,,,,,,,,203494950.540452,,,3581711618.080576,,203494950.540452,,,,,,3905223.936579,,,,,,,,,-338028857.610036,,122297458.237799,,0.028435,-30201939.152837,,,,,105256009.171307,,,,2804822028.169014,,,,3581711618.080576,,0.0,,,,0.0,,,-343050381.316948,,,,,,,,,,,,,,951835148.0,,,,,,1177864862.10285,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,,31647639.264994,-7042251.900955,5134517.039377,,,,2781689581.464873,,-27324874.523057,,-130316962.987226,,,,148893330.083837,,71109707.906873,26025174.350901,-474848999.155131,26025174.350901,,-30184678.139507,-37560171.390123,,,,,475855034.769611,2405432111.522714,,,128167291.474584,26082739.872529,,,57565.521628,,125754501.852213,,,,262575400.012998,,0.0,7792841.980027,1045271419.379996,901408269.318256,525150799.376097,,,,122297458.237799,40925029.767366,0.27044,,,7111668589.068694,,,,,-569416384.610385,,,-63380269.058296,,,,,,97585493.598492,525150799.376097,285714228.244622,,18918161.564361,7111668589.068694,,,,,,,0.0,,114727681.675338,,475855034.769611,,,,,269617651.913953,,208380334.259818,,,,,,,,903957908.0,520120620.003899,336547625.734402,,16096576.330669,3306840380.84097,,336547625.734402,,,,-31187116.396958,0.0,45084533.555972,1045271419.379996,0.27044,,,159959726.392409,,34205224.540196,,-25756694.536723,1182092317.540781,97585493.598492,,,-39591590.413047,-72434593.488009,903957908.0,,244466751.80347,208380334.259818,,,3306840380.84097,2781689581.464873,,,,3306840380.84097,,0.0,,,,0.0,7111668589.068694,3306840380.84097,-110299698.072554,,,1182092317.540781,,160965762.656788,2405432111.522714,,,,,269617651.913953,-138832970.039644,,,,231388283.61604,,7111668589.068694,,901408269.318256,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,50015041.948866,,7002106.058397,,,,,0.035477,-42012635.024984,,0.0,,,,,,70021058.595873,38011432.225742,,38011432.225742,,,-14004211.454095,,,,,,2503753004.015958,,,102030685.628703,45013538.284139,,,7002106.058397,,,,,,,,,-15004512.31958,,,,,,874080691.0,99029783.032247,70021058.595873,,,,7183160335.458389,,,,,,,,,,,,,,,,,,31009326.167345,7183160335.458389,,,,,,,,,8002406.923882,,485145907.83178,,,,,,,111033393.41807,,,,,,,,,,213064079.046773,,,3310995781.918912,,213064079.046773,,,,,,32009626.370131,,,,,,,,,-70021058.595873,1209363715.887553,85025571.578152,,0.035477,-34010228.763801,,,,,111033393.41807,,,,2844855590.531352,,,,3310995781.918912,,0.0,,,,0.0,,,-78023465.519755,,,,,,,,,,,,,,874080691.0,,,,,,807242777.902954,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,47756959.509419,,29810550.555155,,,,,0.047394,-54496221.484103,,-994936.811901,,,,,,75239694.234534,48751896.32132,,48751896.32132,,,-225775524.261596,,,,,,2405756848.260377,,,85564552.934872,62681009.652889,,,13929113.33157,,,,,,,,,-18823333.858269,,,,,,881702906.0,85025571.578152,75239694.234534,,,,7232194594.924602,,,,,,,,,,,,,,,,,,41787339.994709,7232194594.924602,,,,,,,,,5926706.407687,,496473394.520306,,,,,,,135311386.068093,,,,,,,,,,220875939.002964,,,3267371997.123805,,220875939.002964,,,,,,24701763.768049,,,,,,,,,130712195.303308,1322270823.582083,67655693.034046,,0.047394,-39615084.463303,,,,,135311386.068093,,,,2954961885.671259,,,,3267371997.123805,,0.0,,,,0.0,,,124785488.895621,,,,,,,,,,,,,,881702906.0,,,,,,861615148.863428,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,36970053.931115,,-35813466.261229,,,,,0.060709,25566321.065721,,-0.680948,,,,,,75560379.723014,60950629.196345,,60950629.196345,,,77910850.973021,,,,,,2502972567.311752,,,75938489.247824,63948200.934261,,,2997571.737917,,,,,,,,,16841605.421724,,,,,,888771895.0,67655693.034046,27599228.511607,,,,7448966263.091233,,,,,,,,,,,,,,,,,,53956294.68724,7448966263.091233,,,,,,,,,62009375.916255,,498596132.212946,,,,,,,122900449.42596,,,,,,,,,,198838938.673785,,,3420229580.399581,,198838938.673785,,,,,,14231145.305186,,,,,,,,,-137628816.307582,2989578411.892083,84931205.142523,,0.060709,-32288895.442731,,,,,122900449.42596,,,,2990577602.244406,,,,3420229580.399581,,0.0,,,,0.0,,,-151677041.01243,,,,,,,,,,,,,,888771895.0,,,,,,917257013.087829,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,43914583.750773,-15982647.60103,-275.049871,,,,3080655345.121623,,-4975041.351978,,-998915.302452,,,,-144842745.092624,,54879540.635701,141804723.680097,-164821054.593912,141804723.680097,,-30953171.491292,17026139.650046,,-31965295.20206,,,505451233.489605,2586192181.339888,,,121794495.059872,147791613.012024,,,5986889.331927,,,,,,275700673.189121,,0.0,-17975801.043741,980935003.072504,700239752.680674,593355795.985721,,,,84931205.142523,23926369.144409,0.300007,,,7468891054.524867,,,,,-53941436.689152,,,-34962041.799866,,,,,,68925168.29728,593355795.985721,321650785.387308,,133818902.862834,7468891054.524867,,,,,,,-998915.302452,,,,505451233.489605,,,,,291683320.790151,,219658494.58433,,,,,,,,899847566.0,387579207.086783,341452989.644201,,29967464.597157,3286431934.020562,,341452989.644201,,,,-78914322.702699,0.0,-86925183.044396,980935003.072504,-0.202041,,,180803702.194942,,998915.302452,,-87883374.993765,1338546744.87168,68925168.29728,,,-43923113.625498,-75917576.795344,899847566.0,,263713686.797898,219658494.58433,,,3286431934.020562,3080655345.121623,,,,3286431934.020562,,0.0,,,,0.0,7468891054.524867,3286431934.020562,50973580.947412,,,1338546744.87168,,103887210.097146,2586192181.339888,,,,,291683320.790151,-149837322.295333,,,,196786350.486422,,7468891054.524867,,700239752.680674,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,44918390.543462,,998186.624809,,,,,0.257049,-31941966.486293,,171688070.552274,,,,,6184763287.069547,70871238.657799,238566563.399287,,238566563.399287,-226588325.966927,-43920203.918653,-256533919.203602,,,,,,2390656564.363116,0.0,,,244555682.459691,1292651461.57765,,5989119.060405,,,,,,,,,-3992745.810787,,,,,,879256374.0,68874865.408182,26951034.739147,,,,7477414748.647197,,,,,,,,,,64882119.597395,64882119.597395,,,,,,,231579257.714073,7542296868.244592,,,,,,,,,451180278.684236,,505082347.47408,,,,,,,139746104.065981,404265514.891156,,,,,,,,,139746104.065981,1519239787.544577,,3161256508.59873,,238566563.399287,,,,,,-167695324.741487,,,,,,,,,181669935.423465,1538205329.973701,64882119.597395,,0.257049,-37931085.546698,,,,,139746104.065981,,,,3274051578.614014,,,98820459.333306,2756990993.707574,,64882119.597395,,,,404265514.891156,,,-225590139.342118,,,,,,,,,,,,,0.0,879256374.0,,,,,,366334429.344459,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,16986189.109813,,,,,,,0.071242,-38001166.214649,,19983751.814468,,,,,2654841467.778415,86001215.178746,69943132.700942,,69943132.700942,-226815586.537488,-35015616.896254,-257295.73074,,,,,,2463996635.047092,0.0,,1998374.911386,80934196.401445,1331917077.94619,,10991063.700503,,,,,,,,,6990308.515442,,,,,,1326969810.0,64882119.597395,50985598.282492,,,,3986758545.724606,,,,,,,,,,70942319.81906,1725596994.227458,,,,,,,62948818.823212,7524881857.34058,,,,,,,,,-10538544.896301,,505588928.197684,,,,,,,88927697.397293,424654732.47139,,,,,,,,,90926072.308679,1558732664.483678,,3178415772.879182,,2330105496.404821,,,,,,19815559.018907,,,,,,,,,-78753612.296165,1643663611.383047,70942319.81906,,0.071242,-36008796.977017,,,,,88927697.397293,,,,3252355656.078047,,1654654674.408399,2239179424.096142,2753761040.407791,,3538123310.940823,,,,424654732.47139,,,-33199450.50361,,,,1998374.911386,,,,,,,,,-0.675151,1303626007.0,,,,,,289764405.360699,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,91027585.197018,,,,,,,0.071326,-231148109.977439,,183055473.242812,,,,,2668808755.990415,67195447.521282,71021522.231097,,71021522.231097,-227068811.235357,-2088732.566349,-98316396.886745,,,,,,2385722969.249201,0.0,,281085180.378062,148044863.551651,1313398011.84771,,77023341.320554,,,,,,,,,20009409.473194,,,,,,858668104.0,70942319.81906,65106714.954932,,,,3982206767.838126,,,,,,,,,,89026978.833866,1760533512.380192,,,,,,,71021522.231097,7464261970.181044,,,,,,,,,-43521390.337456,,487147625.13312,,,,,,,114034556.709265,421127618.477103,,,,,,,,,395119737.087327,1540466823.083067,,3159957593.84984,,2050621420.394036,,,,,,,,,,,,,,,51130358.848206,1711518658.812567,89026978.833866,,0.071326,,,,,,114034556.709265,,,,3186965778.088392,,1671506533.546326,1655501683.306709,2738829975.372737,,3482055201.677316,,,,421127618.477103,,,96740481.752011,,,,281085180.378062,,,,,,,,,-0.665602,858668104.0,,,,,,353107006.123536,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,,57986353.961438,-1000133.377793,,31004136.045348,,,3276437077.025675,,328094845.879448,,-130082005.381586,,,,-325043360.453484,2689358760.253418,70971457.09499,-112077906.542197,194025883.294431,60945174.484812,-1346179580.526842,-52993324.578063,30064251.367602,,-171022814.271424,1889252026.00867,,488065107.702568,2521336346.115372,0.0,,119967641.572572,-102092016.580829,1346179580.526842,,9985889.961368,,263035089.029677,,1889252026.00867,1346179580.526842,295039358.452818,,541072178.726242,142015041.826819,796106200.733578,264035222.407469,422056302.767589,,,,89026978.833866,17978132.516927,0.449203,,,4035538340.78026,,,1812241753.251084,0.0,236031486.495498,,,165022014.004668,,231030819.606536,1812241753.251084,,,231030819.606536,391052166.722241,360048030.676892,,53946616.760743,7737032120.040013,,,,,,,251033487.829276,,-134085254.420803,,488065107.702568,,2692359161.053685,541072178.726242,,259034555.518506,,104965470.769099,541072178.726242,,-61008138.712904,,,,,915075417.0,405054034.011337,224933112.341672,2692359161.053685,101013475.158386,3326443747.915972,,2422204007.034738,,231030819.606536,,-134017877.95932,3701493779.259753,,9019203161.720573,0.449203,,,184024548.849617,,,1581210933.644548,39979201.318926,1578210533.51117,231030819.606536,2689358760.253418,,,27003603.201067,915075417.0,,411054834.944982,104965470.769099,,-1346179580.526842,2785371568.522841,3276437077.025675,,1581210933.644548,2197270894.693066,2785371568.522841,,3701493779.259753,,,,541072178.726242,7737032120.040013,3326443747.915972,398080594.589215,,,1578210533.51117,119967641.572572,67008938.97966,2521336346.115372,8223096960.986996,0.0,,,432057636.545515,-142018945.64855,0.0,,405054034.011337,161021480.493498,,4035538340.78026,,264035222.407469,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,46015792.51269,,,,,,,0.055165,-112038451.77665,,42014419.416244,,,,,2598891939.720812,70024032.360406,56019225.888325,,56019225.888325,-212072783.629442,-80027465.736041,-219075186.548223,,,,,,2398823276.015228,0.0,,105036048.22335,74025405.456853,1361467255.71066,,18006179.568528,,,,1721590850.253807,,,,,-94032271.573604,,,,,,888350811.0,220075529.822335,-10003433.375635,,,,3960359195.431472,,,,,,,,,,126043258.248731,1615554458.756345,,,,,,,49016822.335025,7298504847.081218,,,,63021628.807107,,,,-61020942.258883,75025748.730964,,464159299.492386,,,,,,,101034675.126904,509174748.730964,,,,,,,,,206070723.350254,1573540039.340102,,3159084197.969543,,2037699338.19797,,,,,,14004806.472081,,,,,,,,,56019225.888325,1523522873.096447,126043258.248731,,0.055165,-34011672.588832,,,,,101034675.126904,-11003776.649746,,,3191095184.010152,,1489511200.507614,1831628614.847716,2649909449.238579,,3338145651.649746,,,,509174748.730964,,,122041885.152284,,,,105036048.22335,,,,,,,,,1000342.639594,872645967.0,,,,,,251086173.22335,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,40982643.54146,,,,,,,0.073432,-5911596.455924,,55976294.020482,,,,,2723846451.271886,87909082.935266,70969944.499504,,70969944.499504,-220906445.986125,-8934858.67757,-58807130.597465,,,,,,2444964557.647836,0.0,,91961054.509415,83964441.361084,1426395921.374298,,12994496.861579,,,,1605320146.679881,,,,,36056823.935679,,,,,,871660480.0,126043258.248731,78974224.257696,,,,4150242372.646184,,,,,,,,,,170927612.157251,1790241832.837793,,,,,,,63972907.168814,7546803928.64222,,,,,,,,-83917676.17521,16935305.778451,,483795112.652792,,,,,,,91961054.509415,499788339.610175,,,,,,,,,183922109.018831,1647302367.360423,,3201644103.733069,,2218060651.470102,,,,,,13983340.2078,,,,,,,,,4954951.845405,1622312950.776346,170927612.157251,,0.073432,-35958694.77159,,,,,91961054.509415,-3989873.829276,,,3355578912.454575,,1619314220.680542,2034138542.451272,2701855764.122894,,3396561555.996036,,,,499788339.610175,,,80872180.919734,,,,91961054.509415,,,,,,,,,999576.478361,871660480.0,,,,,,256891206.475058,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,44028843.373494,,,,,,,0.045576,117950048.232574,,15009833.227647,,,,,2721783039.949271,69215690.030897,44028843.373494,,44028843.373494,-221144871.908687,-96018.00871,37724989.942138,,,,,,2391566715.282181,0.0,,94061619.530755,51033431.832594,1388909875.079264,,7004588.4591,,,,1727131443.880786,,,,,-93123537.143305,,,,,,871660480.0,170927612.157251,69119672.022187,,,,4110692915.028535,,,,,,,,,,69045231.452124,1665090800.887762,,,,,,,44028843.373494,7502915159.797083,,,,63041298.668358,,,,-83210842.567809,11106465.46522,,3292156691.819911,,,,,,,101066208.62397,801525079.264426,,,,,,,,,195127828.154724,1610054746.987952,,3192091138.871275,,2010316958.782498,,,,,,-41997324.232196,,,,,,,,,-199064640.637978,,69045231.452124,,0.043598,-31095841.263547,,,,,101066208.62397,-35039126.312354,,,3354197334.812936,,1596045569.435637,1815189130.627774,2390566059.606848,,3392222244.768548,,,,801525079.264426,,,-126864245.526679,,,,94061619.530755,,,,,,,,,0.0,871660480.0,,,,,,-1000655.675333,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,,37901771.532836,,110874413.914346,,,,3679698868.076232,,28997626.854609,,-30078654.99839,,,,76993699.041445,1350889448.988053,41829182.462222,25873258.740485,-182985024.937499,25873258.740485,-532956385.130466,-234915144.681788,317151026.244996,,-53995580.974635,1382886830.236561,,1002917925.476451,7307401991.231046,0.0,,-256190673.432954,-16151323.949709,10659127699.468586,,-42024582.690194,,,,1382886830.236561,10659127699.468586,268977987.788791,,1078911706.177213,314085646.673968,381968741.441475,0.0,374969314.312994,,,,69045231.452124,-193085962.219567,0.191081,,,12010017148.456638,,,380968823.100793,0.0,194984043.141245,,,162986661.892737,,380968823.100793,380968823.100793,,,380968823.100793,350971277.905501,190984370.406663,,12884646.119556,13774872719.506527,,,,,,,79993453.435345,174153880.027267,,,1002917925.476451,,11192084084.599052,1078911706.177213,,194984043.141245,,59780518.869357,1078911706.177213,,-172985843.415118,,,,,890702761.0,30997463.535974,-196410154.563598,11192084084.599052,-3999672.734582,8386313697.408259,,-5404109099.986877,,380968823.100793,,-323973487.104109,1764855571.049888,,771936827.723966,0.1886,,,166986334.627319,,268977987.788791,,-44894562.033251,1536874228.319451,380968823.100793,1350889448.988053,,-36922499.148741,28997626.854609,879135193.0,,167986252.968002,59780518.869357,-122953066.623742,-532956385.130466,7307401991.231046,3679698868.076232,48995990.527519,,-5207698945.423279,7307401991.231046,,1764855571.049888,,,,1078911706.177213,13774872719.506527,8386313697.408259,118934222.595906,,,1536874228.319451,-280188709.840447,217982161.208055,7307401991.231046,389968086.282491,999917.712534,,,194984043.141245,-137988707.772711,999917.712534,,6999427.128482,-54995499.315318,,12010017148.456638,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,111892667.878864,,,,,,,0.064589,43957833.719982,,999041.946204,,,,,1335718724.684933,213794919.430685,63938667.628064,,63938667.628064,,-259750836.416076,18981791.961878,,,,,,7376923759.483353,0.0,,-12987541.538654,92910876.543984,10867575387.17161,,28972208.915919,,,,1390666017.30516,,,,,-25975083.704307,,,,,,842151249.0,380634879.929776,-45955916.985391,,,,12203294111.856543,,,,,,,,,,354659796.225469,354659796.225469,,,,,,,63938667.628064,13948619926.01417,,,,61940584.362656,,,,,,,1001039762.367547,,,,,,,314698129.036303,1189858640.040128,99904167.659414,,,,,,,,301710587.497649,10867575387.17161,,8564784316.258073,,709319592.450937,,,,,,,,,,,,,,,-258751795.096871,1563500228.227475,354659796.225469,,0.063344,-34966458.712145,,,,,342671296.006019,-72930042.635902,,,3638509795.59847,,,407609004.953289,7374925676.217945,,1745325813.530629,,,,1189858640.040128,,,-2997125.211612,,,,,,,,,,,,,0.0,842151249.0,,,,,,-1998083.265408,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,118912201.121002,,,,,,,0.071999,25990520.384864,,14988933.069568,,,,,1407960432.575008,16035385.218177,73945402.571711,,73945402.571711,-532606749.75272,-382774754.747788,373728250.899974,,,,,,7960122643.587207,0.0,,-14988933.069568,98926957.467854,11500508599.406528,,24981554.896142,,,,1512882962.743159,,,,,-5733.308551,,,,,,1439999210.0,354659796.225469,-366739369.529611,,,,12908469031.981537,,,,,,,,,,373724060.666007,373724060.666007,,,,,,,73945402.571711,14796075317.507418,,,,64952042.861853,,,,,,,1176131603.0333,,,,,,,298779395.97758,1134162590.834158,-61932204.586549,,,,,,,,283790462.908012,12033115349.159248,,9095284496.53808,,745449597.098582,,,,,,,,,,,,,,,-390768631.543419,1675762700.296736,373724060.666007,,0.070689,-40977468.092998,,,,,330755786.350148,-245834597.65424,,,4218884986.482031,,,461659134.19057,7961121905.04451,,1887606286.185295,,,,1134162590.834158,,,-3997710.264814,,,,,,,,,,,,,999262.776129,901038490.0,,,,,,999261.457303,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,120019022.7151,,169100289.38179,,,,,0.049824,31067656.732871,,-18002853.722315,,,,,1328210521.407643,154230569.299658,57009035.632148,,57009035.632148,-534084652.657446,-282621044.417876,96367475.804856,,,,,,8006268993.415456,0.0,,1000158.785167,83013157.115403,11438813051.888723,,26004121.483255,,,,1574249518.288649,,,,,26980975.798026,,,,,,940836526.0,373724060.666007,-128390475.118217,,,,12767023573.296368,,,,,,,,,,384060873.948521,384060873.948521,,,,,,,57009035.632148,14724333806.74837,,,,62009828.297785,,,,,,,1148181986.704893,,,,,,,312049459.059261,1210191815.632778,27038340.950323,,,,,,,,313049617.844428,11972897704.546171,,9218461126.618568,,680107796.855802,,,,,,,,,,,,,,,-221617649.034704,1617256335.339151,384060873.948521,,0.048581,-36073828.149017,,,,,342054215.053086,-155310500.379654,,,4045641234.365647,,,367058179.011373,8008269310.985791,,1957310233.452002,,,,1210191815.632778,,,-17008969.696694,,,,12001902.27151,,,,,,,,,-1000158.785167,889713645.0,,,,,,2000317.570335,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,115797514.36768,-30990189.352796,67859255.114192,,,,3824789171.128939,,104918795.521894,,-175942400.845854,,,,486845877.241458,1909395535.186844,-61163095.239118,-109056704.354891,-862726882.888376,-109056704.354891,-636798406.285928,49423866.87672,-2231641.425251,,-322897778.709403,1352571811.142659,,1180626244.513469,7922491945.04259,0.0,,48924642.84091,-84102141.056676,9544978307.957136,,24954563.298215,,142954743.983078,,1352571811.142659,9544978307.957136,322897778.709403,,1266599027.510465,-52983702.051741,1210616750.195324,-999683.670942,1154634472.880182,,,,384060873.948521,-11739228.362398,0.041466,,,11454373843.143982,-25991771.633287,,913710743.119208,0.0,0.0,,,-51983543.266574,,333894297.819362,913710743.119208,,,333894297.819362,1035672133.188508,186940819.152518,,-109056704.354891,14474417775.406368,,,,-25991771.633287,,,-179943034.726325,,,,1180626244.513469,,10181776714.243065,1266599027.510465,,82973732.61937,,247547215.259016,1266599027.510465,-178974225.995353,-451856953.840095,,,,,919994319.0,174944617.006816,296471858.099927,10181776714.243065,103967086.533148,9188091288.882113,,956700270.68413,,333894297.819362,,-875722768.70502,3020043932.897587,,3055032856.29895,0.041466,,,464852839.656739,,318899044.660836,579816445.299846,8411192.786618,1450540796.285357,333894297.819362,1909395535.186844,,-43932874.845562,205934806.359612,869445177.0,,82973732.61937,278495604.53955,22218186.829701,-636798406.285928,7921492261.371649,3824789171.128939,-113963921.972166,579816445.299846,660228412.584204,7921492261.371649,,3020043932.897587,,,,1266599027.510465,14474417775.406368,9188091288.882113,-155939229.553205,,,1450540796.285357,17976253.560376,385877841.085936,7922491945.04259,1844416106.103626,0.0,,,82973732.61937,-155950629.799722,0.0,,55982277.315141,-552824989.995617,,11454373843.143982,,-999683.670942,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,116102419.981196,,117103303.628609,,,,,0.047582,43037966.180218,,12010594.912044,,,,,1255107197.945196,133117430.405102,56049444.058374,,56049444.058374,-637562428.293068,-381336397.143986,398351407.567892,,,,,,8337354831.105479,0.0,,-30026488.302062,84074166.428211,11290960365.994904,,28024722.369837,,,,1342184013.271744,,,,,134118312.689913,,,,,,920993251.0,332293133.848397,-248218966.738885,,,,12546067563.9401,,,,,,,,,,466411446.53831,466411446.53831,,,,,,,56049444.058374,15094315510.49885,,,,57050327.024486,,,,,,,1314159290.901906,,,,,,,307271060.376896,1232086890.405919,-24021190.505389,,,,,,,,277244572.074834,11928522794.287971,,9569441721.511398,,667588915.913829,,,,,,27023840.085026,,,,,,,,,-397350524.60178,1490314686.805925,466411446.53831,,0.045597,-43037966.180218,,,,,342301962.828217,-92081230.157108,,,4052574995.571543,,,390344343.838995,8337354831.105479,,2548247947.24005,,,,1232086890.405919,,,-16014127.457793,,,,14012360.844268,,,,,,,,,739652487.429996,865158996.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
