,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualBasicAverageShares,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyGoodwill,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyTotalAssets,annualGoodwill,annualPretaxIncome,annualCommonStockIssuance,annualAccountsReceivable,annualPurchaseOfInvestment,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,annualCashDividendsPaid,trailingChangeInWorkingCapital,annualNetIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualEndCashPosition,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualTotalAssets,annualBasicEPS,annualOtherNonCashItems,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,annualLongTermDebt,annualOperatingIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentLiabilities,quarterlyInterestExpense,trailingEndCashPosition,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEndCashPosition,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualNetPPE,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualEbitda,annualCurrentAssets,annualDilutedEPS,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyOperatingExpense,annualBeginningCashPosition,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,trailingCapitalExpenditure,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualSellingGeneralAndAdministration,trailingInterestExpense,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,trailingChangeInInventory,trailingStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,annualInventory,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyEbitda,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,annualPurchaseOfBusiness,annualOperatingExpense,annualCostOfRevenue,annualTotalRevenue,trailingOtherNonCashItems,annualCapitalStock,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAssets,quarterlyDilutedEPS,annualAccumulatedDepreciation,annualGrossProfit,trailingFreeCashFlow,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingNetIncome,annualChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,quarterlyNetPPE,trailingNetIncomeContinuousOperations,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyTaxProvision,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
912384000,100000.0,,,54884000.0,234400000.0,,309300000.0,,,300100000.0,1046200000.0,,34800000.0,,,,-102800000.0,588300000.0,-91500000.0,-10900000.0,,16000000.0,,129700000.0,,,86500000.0,103300000.0,14300000.0,9000000.0,9000000.0,-145700000.0,0.0,18800000.0,403400000.0,,1046200000.0,0.29,-6300000.0,,341400000.0,51800000.0,300100000.0,87900000.0,49500000.0,4600000.0,285200000.0,7500000.0,,63700000.0,,55376000.0,,,688600000.0,70700000.0,,,,,,9000000.0,,-25400000.0,,0.0,,-600000.0,,-2000000.0,,158600000.0,126700000.0,,403400000.0,,-2800000.0,70700000.0,52000000.0,414500000.0,103100000.0,4600000.0,-100000.0,137400000.0,457900000.0,0.2875,713900000.0,,,,341400000.0,1900000.0,87800000.0,91800000.0,16000000.0,27000000.0,,,103100000.0,,100800000.0,2700000.0,5300000.0,103300000.0,,,-154800000.0,-26100000.0,588300000.0,,,,4600000.0,4600000.0,333900000.0,,129700000.0,,,300000.0,95500000.0,0.0,51800000.0,,361100000.0,,,,,16000000.0,,-113200000.0,-5500000.0,3500000.0,-4500000.0,25900000.0,158600000.0,,,40200000.0,63700000.0,,-299400000.0,,,383400000.0,875900000.0,1347200000.0,,300000.0,21700000.0,,,713900000.0,285200000.0,-6500000.0,,300000.0,457900000.0,,-299400000.0,471300000.0,,,,,19400000.0,688600000.0,,,,,-18000000.0,,,414500000.0,,16400000.0,,91800000.0,,,309300000.0,7400000.0,,,,,,,,,,,,,
920160000,,,,,210100000.0,,,,,313600000.0,1035000000.0,,,,,,,588300000.0,-6300000.0,,,,,,,,81900000.0,102500000.0,12500000.0,7600000.0,7600000.0,,,,416100000.0,55272727.0,,,,,,,,,,,,6900000.0,,59400000.0,,,,,673200000.0,71900000.0,,0.1375,,,,7600000.0,,-18900000.0,,0.0,,-2600000.0,,-1200000.0,,160900000.0,117100000.0,,,,-2800000.0,,,,,,,,,,,,,,345400000.0,,0.0,,,,,,101100000.0,55272727.0,94400000.0,,-2500000.0,,,,,,,,,,5800000.0,5800000.0,,,122700000.0,,,300000.0,,4600000.0,54600000.0,,327200000.0,,,,,,,-18900000.0,,7500000.0,,22700000.0,,,,35200000.0,,,-346100000.0,,,,,,,,12600000.0,,,761400000.0,257100000.0,,,1200000.0,446700000.0,0.1375,,,,,,,-1100000.0,,,-1000000.0,,,,,,415300000.0,,13100000.0,,75000000.0,,,314100000.0,5500000.0,,,,,,,,,,,,,
928108800,,,,,222400000.0,,,,,280400000.0,1039500000.0,,,,,,,589100000.0,15800000.0,,,,,,,,81800000.0,80400000.0,13300000.0,10000000.0,10000000.0,,,,388900000.0,55555556.0,,,,,,,,,,,,6600000.0,,75000000.0,,,,,673200000.0,77700000.0,,0.1825,,,,10000000.0,,-13400000.0,28100000.0,0.0,,-6500000.0,,1900000.0,,155900000.0,125800000.0,,,,-2900000.0,,,,,,,,,,,,,,349500000.0,,0.0,,,,,,100100000.0,54794521.0,95100000.0,,4400000.0,,,,,,,,,,5900000.0,5900000.0,,,120600000.0,,,300000.0,,0.0,45600000.0,,348200000.0,,,,,,,-13400000.0,,-15900000.0,,30700000.0,,,,44000000.0,,,-345800000.0,,,,,,,,29200000.0,,,757100000.0,284300000.0,,,100000.0,450400000.0,0.18,,,,,,,1700000.0,,,100000.0,,,,,,411300000.0,,17400000.0,,88700000.0,,,321100000.0,7400000.0,,,,,,,,,,,,,
936057600,,,,,211200000.0,,,,,281500000.0,1032000000.0,,,,,,,590400000.0,15600000.0,,,,,,,,78400000.0,81100000.0,12000000.0,12100000.0,12100000.0,,,,384200000.0,56279070.0,,,,,,,,,,,,6500000.0,,62400000.0,,,,,650100000.0,143400000.0,,0.2175,,,,12100000.0,,-15300000.0,21600000.0,5600000.0,,-3200000.0,,2000000.0,,152500000.0,120700000.0,,,,-2900000.0,,,,,,,,,,,,,,365000000.0,,100000.0,,,,,,31600000.0,55632184.0,90400000.0,,3300000.0,,,,,,,,,,5600000.0,5600000.0,,,118200000.0,,,14300000.0,,0.0,52700000.0,-12700000.0,331900000.0,,,,,,,-15400000.0,,-15800000.0,,30300000.0,,,,42300000.0,,,-353200000.0,,,,,,,,31000000.0,,,768600000.0,265900000.0,,,-300000.0,441600000.0,0.215,,,,,,,9900000.0,,,600000.0,,,,,,415400000.0,,20900000.0,,85300000.0,,,330200000.0,8800000.0,,,,,,,,,,,,,
943920000,100000.0,,,55232000.0,226700000.0,,341400000.0,,,263700000.0,1025600000.0,,75900000.0,,,,52900000.0,585500000.0,27800000.0,-11400000.0,,43400000.0,,132300000.0,,,80000000.0,102100000.0,13000000.0,13700000.0,14400000.0,-49800000.0,5800000.0,31800000.0,365800000.0,,1025600000.0,0.785,100000.0,,376400000.0,41000000.0,263700000.0,121000000.0,50800000.0,5800000.0,265900000.0,6800000.0,,51400000.0,,55912000.0,,,631700000.0,74300000.0,,,,,,13700000.0,,-2200000.0,,5800000.0,,-3600000.0,,-10200000.0,,148600000.0,130500000.0,,365800000.0,-13400000.0,-2800000.0,74300000.0,113700000.0,412500000.0,98700000.0,5800000.0,-600000.0,171800000.0,440100000.0,0.775,767300000.0,,,,376400000.0,1200000.0,0.0,82200000.0,43400000.0,26800000.0,,,98700000.0,,93000000.0,4600000.0,4200000.0,102100000.0,,,-60800000.0,-17200000.0,585500000.0,,,,5800000.0,5800000.0,322200000.0,,132300000.0,,,14300000.0,-62700000.0,5600000.0,41000000.0,-13400000.0,357200000.0,,,,,44100000.0,,-13100000.0,-7500000.0,-38500000.0,9400000.0,37500000.0,148600000.0,,,50500000.0,51400000.0,,-354800000.0,,,373000000.0,870500000.0,1364500000.0,,14300000.0,40900000.0,,,767300000.0,265900000.0,,,200000.0,440100000.0,,-354800000.0,494000000.0,,,,,4300000.0,631700000.0,,,,,14800000.0,,,412500000.0,,24600000.0,,82200000.0,,,341400000.0,10200000.0,,,,,,,,,,,,,
951782400,,,,,206535000.0,,,,,279561000.0,1020127000.0,,,,,,,578053000.0,-16186000.0,,,,,,,,78001000.0,74912000.0,13165000.0,9730000.0,9730000.0,,,,380448000.0,56404000.0,,,,,,,,,,,,6041000.0,,52183000.0,,,,,621584000.0,145385000.0,,0.175,,,,9730000.0,,-7778000.0,25975000.0,4555000.0,,-1439000.0,,-3131000.0,,166428000.0,114671000.0,,,,-2884000.0,,,,,,,,,,,,,,380904000.0,,0.0,,,,,,27367000.0,55448000.0,91166000.0,,-19316000.0,,,,,,,,,,4555000.0,4555000.0,,,122646000.0,,,14366000.0,,5821000.0,39286000.0,-16231000.0,321206000.0,,,,,,,-10068000.0,,12609000.0,,23505000.0,,,,36670000.0,,,-360905000.0,,,,,,,,-6118000.0,,,766206000.0,241136000.0,,,-1266000.0,442074000.0,0.1725,,,,,,,-27564000.0,,,,,,,,,405301000.0,,15697000.0,,66307000.0,,,347739000.0,5967000.0,,,,,,,,,,,,,
959731200,,,,,226059000.0,,,,,265936000.0,1022321000.0,,,,,,,583475000.0,11124000.0,,,,,,,,76465000.0,73043000.0,12751000.0,17772000.0,17772000.0,,,,371682000.0,56344000.0,,,,,,,,,,,,6068000.0,,50254000.0,,,,,610318000.0,87252000.0,,0.32,,,,17772000.0,,-10177000.0,32703000.0,3520000.0,,2484000.0,,-6027000.0,,158167000.0,121133000.0,,,,-2965000.0,,,,,,,,,,,,,,393609000.0,,0.0,,,,,,96573000.0,55636000.0,89216000.0,,6121000.0,,,,,,,,,,3520000.0,3520000.0,,,117028000.0,,,14420000.0,,4555000.0,43730000.0,-19724000.0,347192000.0,,,,,,,-18157000.0,,-19889000.0,,31917000.0,,,,44668000.0,,,-361077000.0,,,,,,,,29281000.0,,,760727000.0,238636000.0,,,-1035000.0,438846000.0,0.315,,,,,,,-6805000.0,,,,,,,,,399650000.0,,27683000.0,,71354000.0,,,362356000.0,9911000.0,,,,,,,,,,,,,
967680000,,,,,216590000.0,,,,,250579000.0,1008735000.0,,,,,,,579311000.0,20586000.0,,,,,,,,75217000.0,71225000.0,12289000.0,7394000.0,7394000.0,,,,355873000.0,56408000.0,,,,,,,,,,,,5802000.0,,51467000.0,,,,,592650000.0,87555000.0,,0.1325,,,,7394000.0,,-10892000.0,34069000.0,5521000.0,,-1239000.0,,1500000.0,,156964000.0,106519000.0,,,,-2968000.0,,,,,,,,,,,,,,397637000.0,,-5498000.0,,,,,,93563000.0,55752000.0,87506000.0,,434000.0,,,,,,,,,,5521000.0,5521000.0,,,118541000.0,,,14421000.0,,3520000.0,42314000.0,-20146000.0,323109000.0,,,,,,,-5884000.0,,-13563000.0,,19013000.0,,,,31302000.0,,,-365559000.0,,,,,,,,26470000.0,,,763752000.0,236777000.0,,,2001000.0,429424000.0,0.13,,,,,,,12707000.0,,,,,,,,,398193000.0,,11687000.0,,66769000.0,,,366727000.0,4293000.0,,,,,,,,,,,,,
975542400,0.0,,220796000.0,55656000.0,238003000.0,,377846000.0,,,250464000.0,1010361000.0,,77618000.0,,220796000.0,,28930000.0,575297000.0,13406000.0,-11786000.0,,49163000.0,,126713000.0,,,81327000.0,109379000.0,13960000.0,14267000.0,14267000.0,-38738000.0,10489000.0,28455000.0,359843000.0,,1010361000.0,0.8825,,,404710000.0,49994000.0,250464000.0,102201000.0,52165000.0,10489000.0,226725000.0,5815000.0,,40261000.0,,56412000.0,,,586568000.0,88903000.0,,,,,,14267000.0,,-9891000.0,,10489000.0,,1164000.0,,-3242000.0,,153785000.0,123053000.0,,359843000.0,-24265000.0,-2969000.0,88903000.0,77974000.0,394689000.0,91705000.0,10489000.0,,154366000.0,435064000.0,0.87,757242000.0,,,,404710000.0,4668000.0,0.0,59751000.0,49163000.0,23814000.0,,,91705000.0,,95287000.0,5821000.0,1619000.0,109379000.0,,,-49044000.0,1057000.0,575297000.0,,,,10489000.0,10489000.0,311010000.0,,126713000.0,,,14422000.0,-34204000.0,5521000.0,49994000.0,-24265000.0,361056000.0,,,,,49163000.0,,-14935000.0,-10900000.0,-13361000.0,-11142000.0,27766000.0,153785000.0,,,41726000.0,40261000.0,,-362553000.0,,,363175000.0,887186000.0,1352562000.0,,14422000.0,28341000.0,,,757242000.0,226725000.0,,,4968000.0,435064000.0,,-362553000.0,465376000.0,,,,,-956000.0,586568000.0,,,,,-22618000.0,,,394689000.0,,22551000.0,,59751000.0,,,377846000.0,8284000.0,,,,,,,,,,,,,
983318400,,,,,211390000.0,,,,,253410000.0,1008230000.0,,,,,,,578289000.0,-3885000.0,,,,,,,,68291000.0,69849000.0,12969000.0,5550000.0,5550000.0,,,,362636000.0,56504000.0,,,,,,,,,,,,5663000.0,,42711000.0,,,,,578366000.0,93181000.0,,0.1,,,,5550000.0,,-7953000.0,39377000.0,7446000.0,,-59000.0,,-1375000.0,,159180000.0,95544000.0,,,,-2969000.0,,,,,,,,,,,,,,410806000.0,,0.0,,,,,,90758000.0,55864000.0,81260000.0,,-4456000.0,,,,,,,,,,7446000.0,7446000.0,,,119434000.0,,,14426000.0,,10489000.0,48983000.0,-20791000.0,306934000.0,,,,,,,-8004000.0,,707000.0,,14284000.0,,,,27253000.0,,,-375984000.0,,,,,,,,4119000.0,,,770334000.0,215730000.0,,,-3043000.0,429941000.0,0.0975,,,,,,,-12638000.0,,,,,,,,,394350000.0,,8547000.0,,53585000.0,,,380427000.0,2997000.0,,,,,,,,,,,,,
991267200,,46157000.0,220856000.0,,226919000.0,,,64005000.0,,242654000.0,985940000.0,,,,,,,567260000.0,17837000.0,,,,,,,,64600000.0,64151000.0,13375000.0,11860000.0,11860000.0,,,,345454000.0,56540000.0,,,,,,,,,,,,5503000.0,,36851000.0,,,,,550863000.0,97285000.0,,0.2125,,,,11860000.0,,-3798000.0,38649000.0,8477000.0,,362000.0,,-3907000.0,,148943000.0,101588000.0,,,,-3041000.0,,,,,,,,,,,,,,415540000.0,,0.0,,,,,,23470000.0,55908000.0,77975000.0,,7842000.0,,,,,,,,,,8477000.0,8477000.0,,,112480000.0,,,14432000.0,,7446000.0,47839000.0,-25331000.0,328507000.0,,,,,,,-7596000.0,,-20509000.0,,23613000.0,,,,36988000.0,,,-375630000.0,,,,,,,,25433000.0,,,758130000.0,205409000.0,,,1031000.0,418680000.0,0.21,,,,,,,6026000.0,,,,,,,,,382500000.0,,17977000.0,,9921000.0,,,389247000.0,6117000.0,,,,,,,,,,,,,
999216000,,49007000.0,221770000.0,,229789000.0,,,,,230824000.0,990867000.0,,,,,,,571780000.0,16652000.0,,,,,,,,61173000.0,62686000.0,13079000.0,14588000.0,14588000.0,,,,335849000.0,56792000.0,,,,,,,,,,,,5198000.0,,36580000.0,,,,,540419000.0,104253000.0,,0.26,,,,14588000.0,,-11862000.0,42339000.0,11077000.0,,-1111000.0,,5004000.0,,147315000.0,85923000.0,,,,-3041000.0,,,,,,,,,,,,,,430693000.0,,-1950000.0,,,,,,86697000.0,55940000.0,61173000.0,,3333000.0,,,,,,,,,,11077000.0,11077000.0,,,111130000.0,,,14442000.0,,8477000.0,46929000.0,-22220000.0,315712000.0,,,,,,,-8861000.0,,-11322000.0,,24750000.0,,,,37829000.0,,,-383592000.0,,,,,,,,25513000.0,,,764422000.0,204570000.0,,,2600000.0,419087000.0,0.2575,,,,,,,-10392000.0,,,,,,,,,380830000.0,,18015000.0,,7853000.0,,,400793000.0,3676000.0,,,,,,,,,,,,,
1007078400,0.0,,211590000.0,55924000.0,234064000.0,,396048000.0,,,203001000.0,966173000.0,,64773000.0,,211590000.0,-3517000.0,58943000.0,562300000.0,28339000.0,-12095000.0,,44439000.0,,114155000.0,,,63382000.0,105425000.0,14978000.0,12441000.0,12942000.0,-25366000.0,11454000.0,19833000.0,308426000.0,,966173000.0,0.795,,,434026000.0,39619000.0,203001000.0,88107000.0,54401000.0,11454000.0,204163000.0,4883000.0,,31080000.0,,56660000.0,-2022000.0,,512589000.0,107432000.0,,,,,1567000.0,12441000.0,,-1753000.0,,11454000.0,,-406000.0,,20000.0,,141210000.0,88842000.0,,308426000.0,-28439000.0,-3044000.0,107432000.0,89668000.0,371113000.0,83755000.0,11454000.0,,142508000.0,403873000.0,0.785,759374000.0,,,,434026000.0,965000.0,2022000.0,58928000.0,44439000.0,21247000.0,,,83755000.0,,63382000.0,10489000.0,5273000.0,105425000.0,0.0,,-30725000.0,-1214000.0,562300000.0,,,,11454000.0,11454000.0,257446000.0,,114155000.0,,,28587000.0,-63512000.0,11077000.0,39619000.0,-28439000.0,322906000.0,,,,,44940000.0,,-6264000.0,-258000.0,-32388000.0,11992000.0,25460000.0,141210000.0,,,40438000.0,31080000.0,,-388261000.0,,,257446000.0,928506000.0,1274059000.0,,28587000.0,34603000.0,,,759374000.0,204163000.0,,,377000.0,403873000.0,,-388261000.0,345553000.0,,,,,8584000.0,512589000.0,,,,,-8420000.0,,,371113000.0,,20719000.0,,58928000.0,,,396048000.0,7043000.0,,,,,,,,,,,,,
1014854400,,60798000.0,205546000.0,,218062000.0,,,61813000.0,,196774000.0,955480000.0,,,,,,,550964000.0,3366000.0,,,,,,,,68832000.0,101744000.0,14283000.0,666000.0,666000.0,,,,298518000.0,56874000.0,,,,,,,,,,,,4716000.0,,29293000.0,,,,,503934000.0,109360000.0,,0.01,,,,666000.0,,-3623000.0,,5498000.0,,-243000.0,,317000.0,,144593000.0,75178000.0,,,,-3045000.0,,,,,,,,,,,,,,431705000.0,,0.0,,,,,,21077000.0,56012000.0,68832000.0,,-4335000.0,,,,,,,,,,5498000.0,5498000.0,,,107844000.0,,,28604000.0,,11454000.0,48879000.0,-28862000.0,293240000.0,,,,,,,-4367000.0,,-9914000.0,,6346000.0,,,,20629000.0,,,-388261000.0,,,,,,,,7733000.0,,,746975000.0,205416000.0,217000.0,,-5956000.0,404516000.0,0.01,,,,,,,-7433000.0,,,,,,,,,358714000.0,,1004000.0,,7481000.0,,,393669000.0,442000.0,,,,,,,,,,,,,
1022803200,,70468000.0,218525000.0,,231965000.0,,,,,173298000.0,969766000.0,,,,,,,554451000.0,15794000.0,,,,,,,,71382000.0,103200000.0,15348000.0,7935000.0,7935000.0,,,,276498000.0,57286000.0,,,,,,,,,,,,4420000.0,,37249000.0,,,,,507680000.0,112312000.0,,0.14,,,,7935000.0,,-7850000.0,,2184000.0,,706000.0,,275000.0,,149243000.0,87437000.0,,,,-3124000.0,,,,,,,,,,,,,,441964000.0,,0.0,,,,,,84384000.0,56142000.0,71382000.0,,-1842000.0,,,,,,,,,,2184000.0,2184000.0,,,112286000.0,,,28334000.0,,5498000.0,45363000.0,-23849000.0,319402000.0,,,,,,,-8081000.0,,-19662000.0,,16055000.0,,,,31403000.0,,,-388261000.0,,,,,,,,23875000.0,,,746016000.0,231182000.0,,,-3314000.0,415315000.0,0.14,,,,,,,809000.0,,,,,,,,,357755000.0,,11806000.0,,11179000.0,,,398480000.0,4078000.0,,,,,,,,,,,,,
1030752000,,,218971000.0,,229752000.0,,,,,170091000.0,962200000.0,,,,,,,552349000.0,18385000.0,,,,,,,,67673000.0,105714000.0,14122000.0,9199000.0,9199000.0,,,,275805000.0,57264000.0,,,,,,,,,,,,4353000.0,,24054000.0,,,,,487841000.0,107460000.0,,0.165,,,,9199000.0,,-10399000.0,,2660000.0,,1843000.0,,-182000.0,,148638000.0,84184000.0,,,,-3118000.0,,,,,,,,,,,,,,454118000.0,,0.0,,,,,,85825000.0,56270000.0,67673000.0,,2040000.0,,,,,,,,,,2660000.0,2660000.0,,,112321000.0,,,28359000.0,,2184000.0,39582000.0,-18356000.0,313936000.0,,,,,,,-12822000.0,,-20193000.0,,16511000.0,,,,30633000.0,,,-388261000.0,,,,,,,,31207000.0,,,747325000.0,212036000.0,,,476000.0,409851000.0,0.16,,,,,,,7087000.0,,,,,,,,,359064000.0,,13752000.0,,75661000.0,,,404560000.0,4728000.0,,,,,,,,,,,,,
1038614400,0.0,,212342000.0,56190000.0,238449000.0,,411818000.0,,,161763000.0,961439000.0,,40312000.0,,212342000.0,,46046000.0,552565000.0,8501000.0,-12406000.0,,28176000.0,,113297000.0,,,73673000.0,121925000.0,13791000.0,10376000.0,10376000.0,-26184000.0,3666000.0,12973000.0,283688000.0,,961439000.0,0.5,-1492000.0,,448330000.0,49854000.0,161763000.0,56422000.0,57544000.0,3666000.0,214846000.0,3777000.0,,21382000.0,,57202000.0,,,498534000.0,106456000.0,,,,,,10376000.0,,-4312000.0,,3666000.0,,676000.0,,-183000.0,,143012000.0,91183000.0,,283688000.0,-31515000.0,-3119000.0,106456000.0,82324000.0,354964000.0,91145000.0,3666000.0,,113966000.0,408874000.0,0.49,776997000.0,,,,448330000.0,-7788000.0,0.0,80167000.0,28176000.0,17266000.0,,,91145000.0,,73673000.0,11454000.0,5806000.0,121925000.0,,,-36278000.0,2982000.0,552565000.0,,,,3666000.0,3666000.0,281560000.0,,113297000.0,,,28362000.0,-63858000.0,2660000.0,49854000.0,-31515000.0,329632000.0,,,,,28176000.0,,-11008000.0,227000.0,-14089000.0,1669000.0,17510000.0,143012000.0,,,31301000.0,21382000.0,,-422033000.0,,,281560000.0,918228000.0,1256210000.0,,28362000.0,19509000.0,,,776997000.0,214846000.0,-2291000.0,,1006000.0,408874000.0,,-422033000.0,337982000.0,,,-217000.0,,2015000.0,498534000.0,,,,,2478000.0,,,354964000.0,,13750000.0,,80167000.0,,,411818000.0,3725000.0,,,,,,,,,,,,,
1046390400,,48996000.0,209897000.0,,212440000.0,,,,,178246000.0,982660000.0,,,,,,,559799000.0,-24941000.0,,,,,,,,70944000.0,131569000.0,13016000.0,3246000.0,3246000.0,,,,309815000.0,57318000.0,,,,,,,,,,,,3765000.0,,30192000.0,,,,,509140000.0,108074000.0,,0.06,,,,3246000.0,,-8335000.0,,1592000.0,,-2301000.0,,202000.0,,152438000.0,82148000.0,,,,-3122000.0,,,,,,,,,,,,,,458692000.0,,0.0,,,,,,93724000.0,56402000.0,70944000.0,,-7258000.0,,,,,,,,,,1592000.0,1592000.0,,,102388000.0,,,28381000.0,,3666000.0,58934000.0,-21745000.0,294588000.0,,,,,,,-8513000.0,,21969000.0,,11204000.0,,,,24220000.0,,,-422033000.0,,,,,,,,-16428000.0,,,780034000.0,199325000.0,550000.0,,-2074000.0,422861000.0,0.055,,,,,,,-33240000.0,,,,,,,,,358001000.0,,4759000.0,,17749000.0,,,411942000.0,1634000.0,,,,,,,,,,,,,
1054339200,,61137000.0,222882000.0,,234909000.0,,,,,167322000.0,1004841000.0,,,,,,,555181000.0,28718000.0,,,,,,,,73129000.0,134707000.0,12470000.0,9766000.0,9766000.0,,,,302029000.0,57296000.0,,,,,,,,,,,,3602000.0,,24034000.0,,,,,515191000.0,103103000.0,,0.175,,,,9766000.0,,-9855000.0,,5872000.0,,-119000.0,,98000.0,,155949000.0,89572000.0,,,,-3194000.0,,,,,,,,,,,,,,474524000.0,,-2742000.0,,,,,,97453000.0,56446000.0,73129000.0,,67000.0,,,,,,,,,,5872000.0,5872000.0,,,112374000.0,,,28387000.0,,1592000.0,64957000.0,-12561000.0,324481000.0,,,,,,,-7262000.0,,-20431000.0,,16443000.0,,,,28913000.0,,,-422033000.0,,,,,,,,35980000.0,,,776658000.0,213162000.0,,,4280000.0,449660000.0,0.17,,,,,,,14294000.0,,,,,,,,,354625000.0,,12227000.0,,15617000.0,,,418514000.0,2664000.0,,,,,,,,,,,,,
