,timestamp,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualTotalRevenue,annualCurrentDeferredRevenue,trailingResearchAndDevelopment,annualCostOfRevenue,annualCurrentDebt,annualOperatingIncome,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,trailingCostOfRevenue,annualEndCashPosition,trailingOperatingIncome,trailingTaxProvision,annualFreeCashFlow,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,annualOtherShortTermInvestments,quarterlyEbitda,annualNetOtherFinancingCharges,trailingEndCashPosition,annualDilutedEPS,quarterlyDepreciationAndAmortization,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,annualAccountsPayable,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyFreeCashFlow,annualChangeInWorkingCapital,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyChangeInWorkingCapital,trailingNetIncome,quarterlyDilutedEPS,annualOperatingExpense,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,trailingFreeCashFlow,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualBasicAverageShares,annualLongTermDebt,annualBeginningCashPosition,annualCurrentAssets,annualAccountsReceivable,annualNetIncome,quarterlyOtherCurrentAssets,annualCashDividendsPaid,annualSellingGeneralAndAdministration,annualSaleOfInvestment,quarterlyAccountsReceivable,annualRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualStockholdersEquity,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,annualRetainedEarnings,annualTotalAssets,quarterlyBasicEPS,annualTaxProvision,quarterlyGoodwill,trailingSaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyLongTermDebt,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyTaxProvision,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,annualNetPPE,annualGrossProfit,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyInterestExpense,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,trailingDepreciationAndAmortization,quarterlyCommonStockIssuance,annualEbitda,trailingOtherNonCashItems,quarterlyResearchAndDevelopment,annualPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,trailingPurchaseOfInvestment,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,trailingInterestExpense,annualPretaxIncome,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualInterestExpense,annualGoodwill,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,trailingOperatingExpense,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,annualDeferredIncomeTax,trailingInvestingCashFlow,annualGrossPPE,quarterlyBeginningCashPosition,trailingChangeInWorkingCapital,trailingStockBasedCompensation,quarterlyAccountsPayable,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingGrossProfit,annualCapitalExpenditure,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingBasicAverageShares,annualChangeInInventory,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,annualIncomeTaxPayable,annualInventory,trailingDeferredIncomeTax,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingDilutedEPS,trailingChangesInAccountReceivables,quarterlyInventory,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
10,954460800,,,17315000.0,,,,,,,64109000.0,,-26155000.0,,,,,,,27020000.0,-73607000.0,,2038000.0,,,,63187000.0,,-2000000.0,,,,,,15257000.0,,,-61149000.0,-715000.0,,34071000.0,,,,1720938000.0,,-1749000.0,,-0.24,,167606000.0,,,26878000.0,,,64109000.0,,,,,,,,,,10094000.0,,,,,,,,0.0,1824454000.0,,,,0.0,,10289000.0,,108383000.0,,23782000.0,,,-0.24,,,,-40563000.0,32234000.0,-26155000.0,-26155000.0,,,,,123640000.0,,,,,84931000.0,,108847000.0,,1471823000.0,,14697000.0,,,,115000.0,,,,,108383000.0,,,,,-3330000.0,,,8230000.0,,,4429000.0,,,45000.0,,,2615000.0,8275000.0,234418000.0,-12181000.0,,38001000.0,57320000.0,,,,,,,,,1888544000.0,,,,78702000.0,,,,72913000.0,,108847000.0,,,,70382000.0,,,6789000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,962323200,,,37039000.0,,,,,,,625138000.0,,-452938000.0,,,,,,,833169000.0,-526545000.0,,9263000.0,,,,414948000.0,,-96642000.0,,,,,,31288000.0,,,-405685000.0,50526000.0,,70254000.0,,,,20322826000.0,,48349000.0,,-3.37,,1212151000.0,,,102003000.0,,,894584000.0,,,,,,,,,,111651000.0,,,,,,,,95296000.0,20640393000.0,,,,269446000.0,,16838000.0,,1013527000.0,,53416000.0,,,-3.37,,,,882010000.0,-54124000.0,-452938000.0,-452938000.0,,,,,1044815000.0,174150000.0,,,,459101000.0,,134437000.0,,19993020000.0,,88223000.0,,,,194000.0,,,,,1013527000.0,,,,,-13916000.0,,,6981000.0,,,7114000.0,,,466000.0,,,64442000.0,7447000.0,241583000.0,-13780000.0,,905144000.0,475535000.0,,,,,,,,,21534977000.0,,,,41151000.0,,,,61717000.0,,134437000.0,,,,108383000.0,,,149603000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,970272000,,,81843000.0,,,,,,,663714000.0,,-1324185000.0,,,,,,,-645552000.0,-1850731000.0,,24654000.0,,,,1370306000.0,,-644439000.0,,,,,,593751000.0,,,-1345787000.0,69102000.0,,173086000.0,,,,19262487000.0,,39541000.0,,-6.78,,1262992000.0,,,133741000.0,,,865577000.0,,,,,,,,,,88185000.0,,,,,,,,68694000.0,19659902000.0,,,,201863000.0,,52104000.0,,497549000.0,,120982000.0,,,-6.78,,,,-1254000.0,-1268000.0,-1324185000.0,-1324185000.0,,,,,1091300000.0,133169000.0,,,,1466769000.0,,195346000.0,,18930810000.0,,86479000.0,,,,197000.0,,,,,497549000.0,,,,,-14900000.0,,,45348000.0,,,14485000.0,,,13000.0,,,84002000.0,45361000.0,245198000.0,-47262000.0,,-515978000.0,502317000.0,,,,,,,,,20525479000.0,,,,18262000.0,,,,15041000.0,,195346000.0,,,,1013527000.0,,,161397000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,978220800,32146000.0,,91623000.0,474766000.0,,,133472000.0,,-3146309000.0,665479000.0,,-1312195000.0,,460362000.0,,,133219000.0,71687000.0,-90633000.0,-3162926000.0,565913000.0,36398000.0,1767000.0,,-19.57,1370086000.0,159169000.0,-462089000.0,59135000.0,41256000.0,,,193952000.0,565913000.0,,-3115474000.0,-1333688000.0,14306000.0,62289000.0,197355000.0,,,,18008790000.0,,-23852000.0,,,3487603000.0,1186432000.0,,724614000.0,140387000.0,,747149000.0,724614000.0,,-37312000.0,460362000.0,159169000.0,,70382000.0,1186432000.0,,-3115474000.0,32146000.0,,227820000.0,640803000.0,,,-3115474000.0,246547000.0,,18470608000.0,,3218527000.0,,59135000.0,,54106000.0,18470608000.0,460362000.0,,143249000.0,-3162926000.0,19195222000.0,,,,,-93044000.0,35153000.0,-1312195000.0,-1312195000.0,,,,199000.0,1026275000.0,,,,,1476937000.0,,,,17656641000.0,,105602000.0,,17656641000.0,,199000.0,-20482000.0,105602000.0,341294000.0,191997000.0,460362000.0,18008790000.0,,665479000.0,,-26632000.0,,,11128000.0,72218000.0,,15228000.0,,,1243000.0,,1026275000.0,40938000.0,12371000.0,246547000.0,-34785000.0,-1205170000.0,-37187000.0,471527000.0,,,,,,,,,19195222000.0,,,-19.57,-37312000.0,-34785000.0,,,491132000.0,,,,,140387000.0,497549000.0,,,193952000.0,,73454000.0,,-58778000.0,471527000.0,124004000.0,,389980000.0,,,,,,,,,,,,,,,,,,,,
14,985996800,,,95617000.0,,,,,,,651722000.0,,-1377377000.0,,,,,,,-187173000.0,-4540303000.0,,39155000.0,,,,1390355000.0,,-589476000.0,,,,,,546281000.0,,,-1351200000.0,45735000.0,,213413000.0,,,-27196000.0,16785059000.0,,5361000.0,,-6.9,,1100262000.0,,,149521000.0,,,761377000.0,,,,,,,,,,0.0,,,,161150000.0,,,,,17123944000.0,,,,109655000.0,,74340000.0,,363649000.0,,139073000.0,,,-6.9,,,,-1136000.0,37000.0,-1377377000.0,-1377377000.0,,,,,909930000.0,,435340000.0,,,1490273000.0,,199520000.0,,16286314000.0,-1404363000.0,114736000.0,-27196000.0,,,200000.0,,,,,363649000.0,,,,53200000.0,-20308000.0,,,26030000.0,,,19887000.0,,,-3000.0,,,66043000.0,26027000.0,362437000.0,-34785000.0,,-96713000.0,12004000.0,,,,,,,,,17885321000.0,,,,-35740000.0,,,,423747000.0,,199520000.0,,,,460362000.0,,,204378000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,993859200,,,100179000.0,,,,,,,657907000.0,,-11190730000.0,,,,,,,1594000.0,-15731033000.0,,46473000.0,,,,11285458000.0,,-381368000.0,,,,,,348160000.0,,,-11238985000.0,24134000.0,,231197000.0,,,-29413000.0,5751887000.0,,-14007000.0,,-55.49,,1016861000.0,,,167858000.0,,,796294000.0,,,,,,,,,,0.0,,,,189622000.0,,,,,5972454000.0,,,,138387000.0,,80308000.0,,450014000.0,,150889000.0,,,-55.49,,,,-21178000.0,-14000.0,-11190730000.0,-11190730000.0,,,,,798174000.0,,435252000.0,,,11389874000.0,,201675000.0,,5067158000.0,-11219834000.0,133073000.0,-29413000.0,,,203000.0,,,,,450014000.0,,,,19165000.0,-25369000.0,,,35033000.0,,,20659000.0,,,-4000.0,,,49503000.0,35029000.0,488227000.0,-34785000.0,,86365000.0,0.0,,,,,,,,,6768748000.0,,,,-31393000.0,,,,429509000.0,,201675000.0,,,,363649000.0,,,222655000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1001808000,,,103053000.0,,,,,,,689817000.0,,-386735000.0,,,,,,,102411000.0,-16117768000.0,,55165000.0,,,,467954000.0,,-147938000.0,,,,,,149066000.0,,,-412789000.0,31763000.0,,255155000.0,,,-9903000.0,5410499000.0,,-29831000.0,,-1.91,,984167000.0,,,168422000.0,,,836020000.0,,,,,,,,,,0.0,,,,228376000.0,,,,,5558646000.0,,,,146203000.0,,83518000.0,,565717000.0,,171637000.0,,,-1.91,,,,4824000.0,-1753000.0,-386735000.0,-386735000.0,,,,,714783000.0,,442625000.0,,,584426000.0,,202894000.0,,4700764000.0,-396233000.0,133637000.0,-9903000.0,,,203000.0,,,,,565717000.0,,,,,-20222000.0,,,11389000.0,,,21649000.0,,,0.0,,,51985000.0,-38715000.0,509456000.0,-34785000.0,,115703000.0,0.0,,,,,,,,,6394666000.0,,,,-28175000.0,,,,332849000.0,,202894000.0,,,,450014000.0,,,247192000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1009756800,0.0,,104033000.0,983564000.0,471329000.0,,343721000.0,,-13410826000.0,833845000.0,,-401110000.0,,306054000.0,,,-152731000.0,80209000.0,-305918000.0,-16518878000.0,420643000.0,84699000.0,142000.0,,-65.64,492551000.0,203478000.0,-165265000.0,197589000.0,78134000.0,,,313447000.0,420643000.0,,-13355952000.0,-407852000.0,-254363000.0,-90097000.0,283799000.0,,,-11410000.0,6446949000.0,,-51620000.0,,,14050669000.0,1090559000.0,,1031434000.0,625781000.0,,-107799000.0,1031434000.0,,-26828000.0,306054000.0,203478000.0,,460362000.0,1090559000.0,314923000.0,-13355952000.0,0.0,,402882000.0,1383029000.0,314923000.0,-69514000.0,-13355952000.0,223234000.0,171036000.0,6506074000.0,,13636318000.0,,197589000.0,49069000.0,105555000.0,6506074000.0,306054000.0,,178244000.0,-16518878000.0,7537508000.0,,-77922000.0,5691169000.0,,-90309000.0,-58000.0,-401110000.0,-401110000.0,,49069000.0,,234000.0,726697000.0,26553000.0,471329000.0,,,586096000.0,,,,,-413444000.0,532546000.0,-11410000.0,,,234000.0,-1788000.0,532546000.0,639843000.0,227538000.0,306054000.0,6446949000.0,,833845000.0,4955000.0,-314370000.0,171036000.0,,7757000.0,225492000.0,,15939000.0,,,149000.0,26553000.0,726697000.0,60007000.0,-11504000.0,223234000.0,-93235000.0,-1284047000.0,-259663000.0,0.0,,,,,,-13433874000.0,,,7537508000.0,20681000.0,5691169000.0,-65.64,-26828000.0,-93235000.0,-19410000.0,,196924000.0,,,-77922000.0,,625781000.0,565717000.0,,,313447000.0,,10837000.0,,-380269000.0,0.0,-389086000.0,,-154308000.0,,,,,,,,,,,,,,,,,,,,
18,1017532800,,,105786000.0,,,,,,,795389000.0,,-39710000.0,,,,,,,-158116000.0,-16558588000.0,,87320000.0,,,,114695000.0,,-41935000.0,,,,,,119638000.0,,,-27375000.0,-49434000.0,,327816000.0,,,,6854285000.0,,-63408000.0,,-0.17,,674550000.0,,,705980000.0,,,1047542000.0,,,,,,,,,,0.0,,,,282702000.0,,,,167160000.0,6481293000.0,,,,252153000.0,46341000.0,149702000.0,,186117000.0,,178114000.0,,,-0.17,,,,-24606000.0,-838000.0,-39710000.0,-39710000.0,,,,,305755000.0,84993000.0,446896000.0,,,205489000.0,,235438000.0,,6029803000.0,,612745000.0,,,,236000.0,,,,,186117000.0,,,,11332000.0,-73604000.0,,,13321000.0,,,14780000.0,,,0.0,,,24170000.0,13321000.0,211737000.0,-93235000.0,,-119937000.0,0.0,,,,,,,,,7528835000.0,,,,-24952000.0,,,,323852000.0,,235438000.0,,,,306054000.0,,,302152000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1025395200,,,115903000.0,,,,,,,779198000.0,,-4802535000.0,,,,,,,-57924000.0,-21361123000.0,,69702000.0,,,,4713623000.0,,-10253000.0,,,,,,104359000.0,,,-4643921000.0,4968000.0,,317409000.0,,,,2081741000.0,,3380000.0,,-20.31,,610712000.0,,,702031000.0,,,1005185000.0,,,,,,,,,,0.0,,,,247098000.0,,,,143264000.0,1687268000.0,,,,225987000.0,,146296000.0,,177293000.0,,171113000.0,,,-20.31,,,,-23107000.0,-158442000.0,-4802535000.0,-4802535000.0,,,,,281652000.0,82723000.0,438326000.0,,,4815034000.0,,236435000.0,,1350764000.0,-4802535000.0,608796000.0,,,,237000.0,,,,,177293000.0,,,,,-41667000.0,,,2946000.0,,,13012000.0,,,0.0,,,46635000.0,2946000.0,122181000.0,-93235000.0,,-8824000.0,50125000.0,,,,,,,,,2692453000.0,,,,-19388000.0,,,,21622000.0,,236435000.0,,,,186117000.0,,,290747000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1033344000,,,113981000.0,,,,,,,737250000.0,,-79672000.0,,,,,,,-52907000.0,-21440795000.0,,57871000.0,,,,76311000.0,,-36976000.0,,,,,,114386000.0,,,-18440000.0,49461000.0,,301441000.0,,,,1991166000.0,,15521000.0,,-0.34,,607757000.0,,,713660000.0,,,981597000.0,,,,,,,,,,0.0,,,,206000000.0,,,,152469000.0,1617326000.0,,,,244347000.0,14791000.0,140086000.0,,212650000.0,,161355000.0,,,-0.34,,,,55000.0,-56753000.0,-79672000.0,-79672000.0,,,,,327036000.0,91878000.0,400191000.0,,,179795000.0,,236958000.0,,1305262000.0,-75430000.0,620425000.0,4242000.0,,,237000.0,,,,,212650000.0,,,,,-36640000.0,,,2985000.0,,,9613000.0,,,0.0,,,86101000.0,2985000.0,65479000.0,-93235000.0,,35357000.0,24961000.0,,,,,,,,,2598923000.0,,,,-12643000.0,,,,22955000.0,,236958000.0,,,,177293000.0,,,297307000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1041292800,0.0,,84623000.0,1221668000.0,357950000.0,,571367000.0,,-4713059000.0,665345000.0,,-39380000.0,,282288000.0,,,63858000.0,20670000.0,-13544000.0,-21480175000.0,121616000.0,91200000.0,268000.0,,-20.97,114523000.0,236552000.0,-42955000.0,146548000.0,48353000.0,,,278545000.0,121616000.0,,-4961297000.0,-23323000.0,58863000.0,-71449000.0,275002000.0,,,6133000.0,1787014000.0,,-26942000.0,,,5363360000.0,604304000.0,,811893000.0,802309000.0,,-397749000.0,811893000.0,,-12850000.0,282288000.0,236552000.0,,306054000.0,604304000.0,134124000.0,-4961297000.0,0.0,,420293000.0,423610000.0,134124000.0,,-4961297000.0,48058000.0,20655000.0,1579425000.0,,5019152000.0,,146548000.0,28850000.0,135283000.0,1579425000.0,282288000.0,,139719000.0,-21480175000.0,2391318000.0,,10375000.0,1129602000.0,,-350091000.0,138863000.0,-39380000.0,-39380000.0,,28850000.0,,238000.0,403904000.0,125893000.0,357950000.0,,,163042000.0,,,,,-32831000.0,609354000.0,6133000.0,,,238000.0,-88501000.0,609354000.0,650301000.0,240091000.0,282288000.0,1787014000.0,,665345000.0,,-24322000.0,20655000.0,,1418000.0,306093000.0,,10948000.0,,,-347000.0,125893000.0,403904000.0,83185000.0,1071000.0,48058000.0,-192955000.0,-132119000.0,69638000.0,0.0,,,,,,-4950506000.0,,,2391318000.0,148946000.0,1129602000.0,-20.97,-12850000.0,-192955000.0,,,55181000.0,,,10375000.0,,802309000.0,212650000.0,,,278545000.0,,20323000.0,,-176233000.0,0.0,-282491000.0,,-23766000.0,,,,,,,,,,,,,,,,,,,,
22,1049068800,,,99427000.0,,,,,,,653148000.0,,-53436000.0,,,,,,,-64858000.0,-21533611000.0,,74640000.0,,,,88817000.0,,-86754000.0,,,,,,157161000.0,,,-14177000.0,78102000.0,,269758000.0,,,3633000.0,1702210000.0,,35667000.0,,-0.22,,665982000.0,,,785607000.0,,,833019000.0,,,,,,,,,,0.0,,,,119423000.0,,,,19080000.0,1535173000.0,,,,179871000.0,,115829000.0,,317977000.0,,153929000.0,,,-0.22,,,,-4947000.0,-34407000.0,-53436000.0,-53436000.0,,,,,475138000.0,160791000.0,334633000.0,,,168106000.0,,238208000.0,,1075413000.0,-48584000.0,592652000.0,4852000.0,,,239000.0,,,,,317977000.0,,,,,-22215000.0,,,6126000.0,,,13777000.0,,,0.0,,,100317000.0,1844000.0,34145000.0,-192955000.0,,35689000.0,31067000.0,,,,,,,,,2368192000.0,,,,-9792000.0,,,,49058000.0,,238208000.0,,,,282288000.0,,,287448000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1056931200,,,92770000.0,,,,,,,636843000.0,,-142850000.0,,,,,,,-4076000.0,-21676461000.0,,74786000.0,,,,208238000.0,,-76453000.0,,,,,,114577000.0,,,-133452000.0,52923000.0,,265299000.0,,,-299000.0,1543091000.0,,15552000.0,,-0.6,,683320000.0,,,784403000.0,,,827900000.0,,,,,,,,,,0.0,,,,101122000.0,,,,16002000.0,1398511000.0,,,,191057000.0,28908000.0,115589000.0,,397626000.0,,149710000.0,,,-0.6,,,,-1478000.0,-8587000.0,-142850000.0,-142850000.0,,,,,512203000.0,175055000.0,326741000.0,,,283162000.0,,238898000.0,,897920000.0,-142039000.0,591448000.0,811000.0,,,239000.0,,,,,397626000.0,,,,,-27883000.0,,,4727000.0,,,13253000.0,,,0.0,,,80806000.0,4094000.0,53723000.0,-192955000.0,,79649000.0,0.0,,,,,,,,,2226411000.0,,,,-8331000.0,,,,101738000.0,,238898000.0,,,,317977000.0,,,281194000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1064880000,,,91084000.0,,,,,,,635342000.0,,-31303000.0,,,,,,,-122123000.0,-21707178000.0,,78760000.0,,,,107675000.0,,-135464000.0,,,,,,218014000.0,,,-28915000.0,76159000.0,,268123000.0,,,-13000.0,1453772000.0,,17199000.0,,-0.13,,761156000.0,,,771647000.0,,,834606000.0,,,,,,,,,,0.0,,,,99660000.0,,,,,1380322000.0,,,,199264000.0,27272000.0,114413000.0,,380824000.0,,153710000.0,,,-0.13,,,,-411000.0,1068000.0,-31303000.0,-31303000.0,,,,,598838000.0,,321042000.0,,,182625000.0,,240370000.0,,820225000.0,-27847000.0,578692000.0,3456000.0,,,241000.0,,,,,380824000.0,,,,,-17399000.0,,,11415000.0,,,13820000.0,,,0.0,,,93558000.0,10825000.0,54855000.0,-192955000.0,,-16802000.0,0.0,,,,,,,,,2214928000.0,,,,-9150000.0,,,,31151000.0,,240370000.0,,,,397626000.0,,,287028000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1072828800,0.0,,80429000.0,1054780000.0,245483000.0,,446207000.0,,-153617000.0,555206000.0,,-32290000.0,,393787000.0,,,250406000.0,31680000.0,-113094000.0,-21740054000.0,329899000.0,75567000.0,37403000.0,,-1.08,52640000.0,239780000.0,-147768000.0,132529000.0,55806000.0,,,45563000.0,329899000.0,,-259879000.0,22927000.0,43222000.0,104394000.0,251600000.0,,,0.0,1219810000.0,,35976000.0,,,762190000.0,880407000.0,,687735000.0,805204000.0,,-25343000.0,687735000.0,,-4630000.0,393787000.0,239780000.0,,282288000.0,880407000.0,100120000.0,-259879000.0,0.0,,363710000.0,218044000.0,100120000.0,,-259879000.0,81555000.0,132529000.0,1383653000.0,27634000.0,457370000.0,,132529000.0,264160000.0,100376000.0,1383653000.0,393787000.0,,151224000.0,-21740054000.0,2100217000.0,,23353000.0,,,-18507000.0,-39322000.0,-32290000.0,-32290000.0,,264160000.0,,242000.0,723686000.0,,245483000.0,,,128297000.0,,,,618036000.0,-18056000.0,520219000.0,14234000.0,618036000.0,,242000.0,-81248000.0,520219000.0,608573000.0,358440000.0,393787000.0,1219810000.0,,555206000.0,,-40537000.0,132529000.0,,9412000.0,303753000.0,,14956000.0,,,37403000.0,,723686000.0,83759000.0,39121000.0,81555000.0,-284985000.0,-446439000.0,12963000.0,0.0,,,,,,-236526000.0,,,2100217000.0,8830000.0,,-1.08,-4630000.0,-284985000.0,,,36097000.0,,,3321000.0,,805204000.0,380824000.0,,,45563000.0,,55884000.0,,-108034000.0,0.0,-304151000.0,,111499000.0,,,,,,,,,,,,,,,,,,,,
26,1080691200,,,75409000.0,,,,,,,541082000.0,,9070000.0,,,,,,,-50462000.0,-21730984000.0,,67663000.0,,,,37258000.0,,-61215000.0,,,,,,251183000.0,,,30405000.0,32793000.0,,229113000.0,,,-537000.0,1374241000.0,,-22637000.0,,0.04,,827397000.0,,,790436000.0,,,676542000.0,,,,,,,,,,0.0,,,,107209000.0,,,,135460000.0,1497114000.0,,,,135460000.0,17582000.0,91482000.0,,406684000.0,,137631000.0,,,0.04,,,,-72145000.0,-14768000.0,9070000.0,9070000.0,,,,,657867000.0,,268408000.0,,,107226000.0,,244362000.0,,746830000.0,15637000.0,505451000.0,6567000.0,,,248000.0,,,,,406684000.0,,,,,-14709000.0,,,17834000.0,,,16707000.0,,,0.0,,,47502000.0,15131000.0,121960000.0,-284985000.0,,12897000.0,0.0,,,,,,,,,2201638000.0,,,,-4008000.0,,,,97607000.0,,248162000.0,,,,393787000.0,,,255092000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1088553600,,,85442000.0,,,,,,,613810000.0,,21945000.0,,,,,,,-185815000.0,-21709039000.0,,75411000.0,,,,40519000.0,,-33871000.0,,,,,,247513000.0,,,34892000.0,77729000.0,,256045000.0,,,,1632190000.0,,15844000.0,,0.09,,796897000.0,,,789642000.0,,,769476000.0,,,,,,,,,,0.0,,,,147946000.0,,,,129134000.0,1627674000.0,,,,155666000.0,19228000.0,102235000.0,,326272000.0,,153810000.0,,,0.09,,,,-176909000.0,4328000.0,21945000.0,21945000.0,,,,,573785000.0,26532000.0,290793000.0,,,118918000.0,,249357000.0,,1017367000.0,39220000.0,504657000.0,17275000.0,,,254000.0,,,,,326272000.0,,,,,-20674000.0,,,8854000.0,,,15253000.0,,,0.0,,,98403000.0,8707000.0,110166000.0,-284985000.0,,-80412000.0,0.0,,,,,,,,,2429087000.0,,,,-9380000.0,,,,45639000.0,,253068000.0,,,,406684000.0,,,303789000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1096502400,,,122704000.0,,,,,,,647323000.0,,40398000.0,,,,,,,-154870000.0,-21668641000.0,,86106000.0,,,,45931000.0,,-174239000.0,,,,,,374260000.0,,,40175000.0,62855000.0,,325311000.0,,,,1599745000.0,,10882000.0,,0.16,,857764000.0,,,784207000.0,,,803073000.0,,,,,,,,,,0.0,,,,183418000.0,,,,131808000.0,1621399000.0,,,,155750000.0,12540000.0,121945000.0,,231447000.0,,203366000.0,,,0.16,,,,238886000.0,-7153000.0,40398000.0,40398000.0,,,,,605707000.0,23942000.0,299867000.0,,,163191000.0,,254146000.0,,992437000.0,33022000.0,499222000.0,-7376000.0,,,254000.0,,,,,231447000.0,,,,,-21622000.0,,,13666000.0,,,17697000.0,,,0.0,,,84477000.0,-22244000.0,108086000.0,-284985000.0,,-94825000.0,0.0,,,,,,,,,2457509000.0,,,,-9956000.0,,,,48461000.0,,259728000.0,,,,326272000.0,,,334916000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
