date,annualCurrentAssets,annualBeginningCashPosition,annualInterestExpense,trailingBeginningCashPosition,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,trailingSellingGeneralAndAdministration,trailingOperatingExpense,annualOtherNonCurrentAssets,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualGrossPPE,trailingRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBasicAverageShares,trailingNetIncomeCommonStockholders,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualDilutedAverageShares,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualTaxProvision,annualEndCashPosition,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualDilutedEPS,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,trailingGrossProfit,annualCostOfRevenue,annualCapitalStock,annualOtherCurrentAssets,annualTotalRevenue,annualStockBasedCompensation,annualGrossProfit,annualNetOtherFinancingCharges,annualFreeCashFlow,trailingTaxProvision,annualInventory,annualTotalNonCurrentAssets,trailingChangeInInventory,annualPurchaseOfBusiness,annualChangeInWorkingCapital,trailingPurchaseOfBusiness,annualNetIncomeContinuousOperations,quarterlyNonCurrentDeferredRevenue,trailingNetIncomeContinuousOperations,quarterlyCurrentAssets,quarterlyNetPPE,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,annualOperatingExpense,trailingNetIncome,trailingCashDividendsPaid,quarterlyGrossPPE,annualChangeInInventory,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,annualCashDividendsPaid,trailingInvestingCashFlow,annualNonCurrentDeferredRevenue,annualNetIncome,trailingPurchaseOfInvestment,annualAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualPretaxIncome,quarterlyAccountsReceivable,annualOtherNonCashItems,trailingDepreciationAndAmortization,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualRetainedEarnings,trailingStockBasedCompensation,annualTotalAssets,trailingCommonStockIssuance,annualInvestingCashFlow,annualDepreciationAndAmortization,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualAccountsPayable,annualOperatingIncome,annualOperatingCashFlow,trailingOperatingCashFlow,quarterlyInventory,annualCommonStockIssuance,annualNetPPE,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingEndCashPosition,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualBasicEPS,annualNetOtherInvestingChanges,trailingPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyGoodwill,trailingNetOtherInvestingChanges,annualNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,annualSaleOfInvestment,quarterlyFreeCashFlow,annualGoodwill,quarterlyCommonStockIssuance,annualRepaymentOfDebt,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,annualCurrentDebt,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,trailingSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyLongTermDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyOtherShortTermInvestments,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,trailingInterestExpense,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,trailingOtherIncomeExpense,annualOtherIntangibleAssets,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1970-01-01 00:00:01.356912000,12388000.0,665000.0,0.0,116602000.0,-197000.0,,23399000.0,39051000.0,87000.0,-2631000.0,2853000.0,29432000.0,-22897000.0,12867000.0,,355325000.0,46265000.0,,-19622000.0,,355325000.0,1260000.0,-52000.0,2523000.0,1925000.0,-620000.0,0.0,0.036212,45997000.0,,79292000.0,22294000.0,-10183000.0,35000.0,46639000.0,349000.0,24345000.0,,1269000.0,12016000.0,2160000.0,42186000.0,111000.0,-8000.0,-6324000.0,-23716000.0,12867000.0,,46265000.0,,,,,9078000.0,46265000.0,-9432000.0,,1015000.0,55483000.0,54458000.0,,,,,-39281000.0,15472000.0,12867000.0,-15153000.0,4680000.0,,,15390000.0,,-7727000.0,18999000.0,116000.0,,-4541000.0,10299000.0,1966000.0,54574000.0,651000.0,-60000.0,7301000.0,125289000.0,,,40241000.0,92000.0,15267000.0,1321000.0,55680000.0,,0.0,26801000.0,38986000.0,15472000.0,100186000.0,22691000.0,0.0,,1925000.0,,,0.036212,0.0,58281000.0,1925000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,31897000.0,1925000.0,0.0,,,,,,35000.0,-6176000.0,2586000.0,42546000.0,,17455000.0,,355325000.0,,,,,355325000.0,8289000.0,-105000.0,3495000.0,10214000.0,,0.0,0.049124,,,,23701000.0,-24522000.0,66000.0,55949000.0,973000.0,32248000.0,,20309000.0,,1113000.0,53441000.0,,-12013000.0,5739000.0,,17455000.0,,,,,,,11790000.0,,,,1345000.0,,82195000.0,,,,,,20810000.0,17455000.0,,12497000.0,,,20950000.0,,-6533000.0,,3143000.0,,,27754000.0,,85338000.0,,-12118000.0,8009000.0,,,,,282000.0,20458000.0,20414000.0,,,0.0,36370000.0,61385000.0,20810000.0,,28959000.0,0.0,,10214000.0,,,0.049124,0.0,,10214000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,83293000.0,10214000.0,10000.0,,,170000.0,,,4016000.0,-10026000.0,3278000.0,52842000.0,,22781000.0,26308000.0,355325000.0,,1437000.0,,-23939000.0,355325000.0,38106000.0,-213000.0,6285000.0,48320000.0,,0.0,0.064113,,-10026000.0,,31758000.0,-23939000.0,170000.0,78218000.0,1143000.0,46460000.0,0.0,28007000.0,,3432000.0,67883000.0,,-10640000.0,934000.0,,22781000.0,22517000.0,,83293000.0,42816000.0,62624000.0,50535000.0,16409000.0,,,52842000.0,-2704000.0,,124868000.0,26785000.0,0.0,,,,22517000.0,22781000.0,,11781000.0,67883000.0,151176000.0,29066000.0,11781000.0,5495000.0,,26308000.0,62244000.0,,50535000.0,,151176000.0,,-27515000.0,8557000.0,,48320000.0,48320000.0,,1437000.0,30051000.0,28220000.0,,3432000.0,40000000.0,42816000.0,62624000.0,62244000.0,,37633000.0,26785000.0,4016000.0,48320000.0,,124868000.0,0.064113,-16662000.0,,48320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,,,,,,1531000.0,,,,,,,,,-42394000.0,,,542000.0,,-24562000.0,,,,,,,,,,-12272000.0,,,,,,,,,,,,,,,,,,28830000.0,,130106000.0,47549000.0,59612000.0,-17412000.0,,,,59821000.0,,,,54191000.0,4353000.0,,,,,,,,73484000.0,203590000.0,,17048000.0,,,,186372000.0,,,,,,,,,79900000.0,79900000.0,,,,,,6342000.0,,,,,,,,4016000.0,,,245984000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,139231000.0,48320000.0,0.0,,,250000.0,,,4362000.0,-14780000.0,4183000.0,66770000.0,,-181865000.0,157722000.0,292780000.0,,1272000.0,,35000.0,292780000.0,42369000.0,-581000.0,10998000.0,90689000.0,,4152000.0,-0.62,,-14780000.0,,38311000.0,35000.0,250000.0,110591000.0,3020000.0,72280000.0,-52689000.0,-737000.0,,6364000.0,82931000.0,,-13481000.0,-27879000.0,,-181865000.0,29137000.0,,139231000.0,51990000.0,35303000.0,-178888000.0,24513000.0,,,66770000.0,-2932000.0,,64440000.0,0.0,4152000.0,,-47558000.0,,29137000.0,-181865000.0,,18176000.0,82931000.0,222162000.0,-170867000.0,18176000.0,3790000.0,,157722000.0,29137000.0,,-178888000.0,,222162000.0,,-14062000.0,10229000.0,,90689000.0,90689000.0,,1272000.0,47767000.0,-156000.0,,6364000.0,111291000.0,51990000.0,35303000.0,29137000.0,,-160638000.0,0.0,4362000.0,90689000.0,,64440000.0,-0.62,0.0,,90689000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,,,,,,1587000.0,,,,,,,,,174571000.0,,,1537000.0,,35000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17003000.0,,172323000.0,58222000.0,71312000.0,-161146000.0,,,,58222000.0,,,,0.0,5122000.0,,,,,,,,90563000.0,262886000.0,,24018000.0,,,,17003000.0,,,,,,,,,103205000.0,103205000.0,,,,,,12145000.0,,,,,,,,4381000.0,,,88315000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,158339000.0,90689000.0,,,,215000.0,,,386000.0,-19118000.0,7348000.0,88869000.0,,36088000.0,189153000.0,355834000.0,,4943000.0,,35000.0,362060000.0,15214000.0,-4624000.0,10336000.0,105903000.0,,10820000.0,0.1,,-19118000.0,,49235000.0,35000.0,215000.0,118532000.0,1890000.0,69297000.0,-845000.0,42099000.0,,5731000.0,106631000.0,,-24214000.0,3941000.0,,36088000.0,21067000.0,,158339000.0,69751000.0,54750000.0,-142800000.0,22946000.0,,,88869000.0,106000.0,,75817000.0,0.0,10820000.0,,0.0,,21067000.0,36088000.0,,18803000.0,106631000.0,264970000.0,46424000.0,18803000.0,-6839000.0,,189153000.0,21067000.0,,-142800000.0,,264970000.0,,-28838000.0,13442000.0,,105903000.0,105903000.0,,4943000.0,46351000.0,46723000.0,,5731000.0,1682000.0,69751000.0,54750000.0,21067000.0,,59793000.0,0.0,386000.0,105903000.0,-845000.0,75817000.0,0.1,0.0,,105903000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,,,,1743000.0,,,,,,,,,209772000.0,,,1515000.0,,35000.0,,,,,,,,,,-23354000.0,,,,,,,,,,,,,,,,,,9452000.0,,179641000.0,79857000.0,80475000.0,-126311000.0,,,,103211000.0,,,,0.0,8509000.0,,,,,,,,120058000.0,299699000.0,,15715000.0,,,,9452000.0,,,,,,,,,112937000.0,112937000.0,,,,,,10013000.0,,,,,,,,4911000.0,,,89927000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,189666000.0,105903000.0,,,,844000.0,,,4403000.0,-28767000.0,6281000.0,117387000.0,,43713000.0,244737000.0,356767000.0,,2732000.0,,36000.0,361507000.0,10775000.0,-206000.0,12117000.0,116678000.0,,333000.0,0.12,,-28767000.0,,49116000.0,36000.0,844000.0,126474000.0,2271000.0,77358000.0,-1081000.0,35132000.0,,5612000.0,135633000.0,,-24588000.0,-19889000.0,,43713000.0,23876000.0,,189666000.0,88620000.0,56686000.0,-99087000.0,22207000.0,,,117387000.0,762000.0,,80562000.0,0.0,333000.0,-106000.0,,,23876000.0,43713000.0,,31117000.0,135633000.0,325299000.0,55830000.0,31117000.0,-7136000.0,,244737000.0,23876000.0,,-99087000.0,,325299000.0,,-27452000.0,16215000.0,,116678000.0,116678000.0,,2732000.0,55151000.0,35338000.0,,5612000.0,2017000.0,88620000.0,56686000.0,23876000.0,,71366000.0,0.0,4403000.0,116678000.0,,80562000.0,0.12,0.0,,116678000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,,,,,2563000.0,,,,,,,,,252026000.0,,,1220000.0,,36000.0,,,,,,,,,,-33434000.0,,,,,,,,,,,,,,,,,,21763000.0,,186391000.0,90757000.0,53566000.0,-76524000.0,,,,124191000.0,,,,,329000.0,,,,,,,,140964000.0,327355000.0,,23270000.0,,,,21763000.0,,,,,,,,,116602000.0,116602000.0,,,,,,6474000.0,,,,,,,,8777000.0,,,75329000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
