date,trailingDeferredIncomeTax,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,annualInterestExpense,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualSellingGeneralAndAdministration,annualChangesInAccountReceivables,annualAccumulatedDepreciation,annualCurrentAssets,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,trailingInterestExpense,annualTaxProvision,trailingChangesInAccountReceivables,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyGrossProfit,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualTotalRevenue,trailingChangeInAccountPayable,trailingGrossProfit,annualCostOfRevenue,annualCapitalStock,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,quarterlyNetPPE,annualInventory,annualGrossProfit,annualChangeInWorkingCapital,annualBasicEPS,annualTotalNonCurrentAssets,annualOtherCurrentAssets,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualChangeInInventory,trailingNetIncome,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,annualCashDividendsPaid,annualBeginningCashPosition,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualPretaxIncome,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingPurchaseOfBusiness,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,trailingPurchaseOfInvestment,annualDilutedEPS,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyGoodwill,annualCurrentLiabilities,trailingChangeInInventory,annualBasicAverageShares,annualStockholdersEquity,annualStockBasedCompensation,trailingStockBasedCompensation,annualGoodwill,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlyInventory,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualAccountsPayable,annualChangeInAccountPayable,trailingOtherIncomeExpense,annualOperatingCashFlow,trailingOperatingIncome,quarterlyOperatingExpense,annualOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualOtherIntangibleAssets,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,trailingRepaymentOfDebt,quarterlyDepreciationAndAmortization,annualEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualNetPPE,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,annualDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,quarterlyInvestmentsAndAdvances,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:01.572480,-239000000.0,,24352000000.0,,,,,,,,,,,429000000.0,,,,,,,1444000000.0,-3073000000.0,116000000.0,1557000000.0,,,-48000000.0,,,3823500000.0,,,,,,604000000.0,,-20000000.0,,-48000000.0,,,,,,355000000.0,26455000000.0,,,94534000000.0,,,,,0.045,,42000000.0,1406000000.0,,685120000.0,,,,,464000000.0,,,,,,,,,,3823500000.0,,2575000000.0,3823500000.0,,1591000000.0,,,,,934000000.0,,,,,,,21777000000.0,,-2380000000.0,31000000.0,,,,,,-469000000.0,0.0,,,,,0.0,,,,,,,-389000000.0,,,,156000000.0,,,,,,,-115000000.0,,,,4479000000.0,,,,,,,,409000000.0,,2103000000.0,,,,120989000000.0,,,,,,,-1403000000.0,,,-1983000000.0,,,,-50000000.0,,,,,,,,,,,,,545000000.0,,,,,1908000000.0,,,685120000.0,0.045,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3991200000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,685120000.0,,,,,,,,,,,,,,,3991200000.0,,,3991200000.0,,,,,,,,,,,,,,,,,46700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685120000.0,0.07,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5061000000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,726560000.0,,,,,,,,,,,,,,,5061000000.0,,,5061000000.0,,,,,,,,,,,,,,,,,45000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726560000.0,0.065,,,,,,,,,,,,,,,,,,
,,,,,,,105100000.0,3108600000.0,,207400000.0,,,,,3426900000.0,,-1117100000.0,2001100000.0,185200000.0,,,,,,,,,180800000.0,1569600000.0,-12467800000.0,1188700000.0,,,,,,139800000.0,,,,,,,,17123500000.0,,,13079100000.0,,,2001100000.0,,,0.0,,,,,1727500000.0,,,,980000000.0,1261600000.0,,1991500000.0,1472800000.0,4044400000.0,,0.26,2176700000.0,207400000.0,,,4247800000.0,,,-12467800000.0,,,180800000.0,2989100000.0,157900000.0,-1117100000.0,,,0.0,3636500000.0,,,180800000.0,,,,57600000.0,0.0,,320600000.0,,,,,1569600000.0,,710900000.0,550700000.0,,0.26,,,,,1727500000.0,,695384615.0,1188700000.0,,,,4177800000.0,,,,,,,980000000.0,1472800000.0,,,,,,710900000.0,,,,0.0,,,407900000.0,1261600000.0,,,,,,,105500000.0,,,0.0,,617500000.0,105500000.0,17800000.0,,105500000.0,1991500000.0,,,105500000.0,3108600000.0,157900000.0,550700000.0,,,,2176700000.0,,695384615.0,,185200000.0,,,,4177800000.0,,,,2989100000.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4173100000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,695472000.0,,,,,,,,,,,,,,,4173100000.0,,,4173100000.0,,,,,,,,,,,,,,,,,32300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695472000.0,0.05,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4280800000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,694544000.0,,,,,,,,,,,,,,,4280800000.0,,,4280800000.0,,,,,,,,,,,,,,,,,51500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694544000.0,0.075,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4928400000.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,,,,,694544000.0,,,,,,,,,,,,,,,4928400000.0,,,4928400000.0,,,,,,,,,,,,,,,,,-39400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694544000.0,-0.08,,,,,,,,,,,,,,,,,,
,,,,,,,109500000.0,3103200000.0,,276400000.0,,,,,,,-1134700000.0,1950700000.0,157200000.0,,,,,,,,,48200000.0,1639600000.0,-12395700000.0,1029800000.0,,,,,,39800000.0,,,,,,,,17122500000.0,,,16560700000.0,,,1950700000.0,,,0.0,,,,,1773000000.0,,,,938800000.0,1273600000.0,,1968500000.0,1197200000.0,561800000.0,,0.065,2125700000.0,276400000.0,,,4376200000.0,,,-12395700000.0,,,51500000.0,3046600000.0,133400000.0,-1134700000.0,,,0.0,211200000.0,,,55800000.0,,,,19000000.0,0.0,,95600000.0,,292200000.0,,,1639600000.0,,758200000.0,223200000.0,,0.065,,,,,1773000000.0,,741538462.0,1029800000.0,,,,4076400000.0,,,,,,292200000.0,938800000.0,1197200000.0,,,,,,758200000.0,,,,0.0,,,350600000.0,1273600000.0,,,,,,,212200000.0,,,0.0,,561800000.0,212200000.0,-145500000.0,,212200000.0,1968500000.0,,,212200000.0,3103200000.0,133400000.0,223200000.0,,,,2125700000.0,,741538462.0,,157200000.0,,,,4076400000.0,,,,3046600000.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3955900000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,700872000.0,,,,,,,,,,,,,,,3955900000.0,,,3955900000.0,,,,,,,,,,,,,,,,,34100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700872000.0,0.05,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4142600000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,672512000.0,,,,,,,,,,,,,,,4142600000.0,,,4142600000.0,,,,,,,,,,,,,,,,,56500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672512000.0,0.085,,,,,,,,,,,,,,,,,,
