date,trailingDeferredIncomeTax,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,annualInterestExpense,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualSellingGeneralAndAdministration,annualChangesInAccountReceivables,annualAccumulatedDepreciation,annualCurrentAssets,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,trailingInterestExpense,annualTaxProvision,trailingChangesInAccountReceivables,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyGrossProfit,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualTotalRevenue,trailingChangeInAccountPayable,trailingGrossProfit,annualCostOfRevenue,annualCapitalStock,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,quarterlyNetPPE,annualInventory,annualGrossProfit,annualChangeInWorkingCapital,annualBasicEPS,annualTotalNonCurrentAssets,annualOtherCurrentAssets,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualChangeInInventory,trailingNetIncome,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,annualCashDividendsPaid,annualBeginningCashPosition,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualPretaxIncome,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingPurchaseOfBusiness,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,trailingPurchaseOfInvestment,annualDilutedEPS,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyGoodwill,annualCurrentLiabilities,trailingChangeInInventory,annualBasicAverageShares,annualStockholdersEquity,annualStockBasedCompensation,trailingStockBasedCompensation,annualGoodwill,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlyInventory,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualAccountsPayable,annualChangeInAccountPayable,trailingOtherIncomeExpense,annualOperatingCashFlow,trailingOperatingIncome,quarterlyOperatingExpense,annualOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualOtherIntangibleAssets,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,trailingRepaymentOfDebt,quarterlyDepreciationAndAmortization,annualEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualNetPPE,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,annualDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,quarterlyInvestmentsAndAdvances,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5152900000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,648784000.0,,,,,,,,,,,,,,,5152900000.0,,,5152900000.0,,,,,,,,,,,,,,,,,45300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648784000.0,0.07,,,,,,,,,,,,,,,,,,
,,,,,,,106900000.0,3436200000.0,,341300000.0,,,,,3328900000.0,,-1299300000.0,2155500000.0,167700000.0,,,,,,,,,183300000.0,1625300000.0,-12840000000.0,1008500000.0,,,,,,139800000.0,,,,,,,,17659700000.0,,,13696400000.0,,,2155500000.0,,,0.0,,,,,1962700000.0,,,,1094500000.0,1488900000.0,,2136900000.0,1448100000.0,3963300000.0,,0.275,2304600000.0,341300000.0,,,4408300000.0,,,-12840000000.0,,,183300000.0,3451600000.0,337400000.0,-1299300000.0,,,0.0,3551900000.0,,,183300000.0,,,,47400000.0,0.0,,323100000.0,,,,,1625300000.0,,757800000.0,731100000.0,,0.275,,,,,1962700000.0,,666545455.0,1008500000.0,,,,4460100000.0,,,,,,,1094500000.0,1448100000.0,,,,,,757800000.0,,,,0.0,,,411400000.0,1488900000.0,,,,,,,113500000.0,,,0.0,,634400000.0,113500000.0,18500000.0,,113500000.0,2136900000.0,,,113500000.0,3436200000.0,337400000.0,731100000.0,,,,2304600000.0,,666545455.0,,167700000.0,,,,4460100000.0,,,,3451600000.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4315900000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,634960000.0,,,,,,,,,,,,,,,4315900000.0,,,4315900000.0,,,,,,,,,,,,,,,,,40300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634960000.0,0.06,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4504700000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,629120000.0,,,,,,,,,,,,,,,4504700000.0,,,4504700000.0,,,,,,,,,,,,,,,,,57100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629120000.0,0.085,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5584500000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,629904000.0,,,,,,,,,,,,,,,5584500000.0,,,5584500000.0,,,,,,,,,,,,,,,,,56200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629904000.0,0.085,,,,,,,,,,,,,,,,,,
,,,,,,,208000000.0,3234700000.0,,725200000.0,,,,,3531100000.0,,-1324200000.0,2469800000.0,233700000.0,,,,,,,,,34500000.0,1817900000.0,-13960700000.0,-2928500000.0,,,,,,17300000.0,,,,,,,,19053000000.0,,,14823700000.0,,,2469800000.0,,,0.0,,,,,2165000000.0,,,,2516600000.0,5377500000.0,,1910500000.0,1275300000.0,4229300000.0,,0.03,2144200000.0,725200000.0,,,4647900000.0,,,-13960700000.0,,,34500000.0,7542500000.0,347100000.0,-1324200000.0,,,0.0,3784900000.0,,,34500000.0,,,,-119000000.0,0.0,,51800000.0,,302300000.0,,,1817900000.0,,4532400000.0,542800000.0,,0.03,,,,,2165000000.0,,647208000.0,-2928500000.0,,,,4614000000.0,,,,,,302300000.0,2516600000.0,1275300000.0,,,,,,4532400000.0,,,,0.0,,,444400000.0,5377500000.0,,,,,,,211000000.0,,,0.0,,698200000.0,211000000.0,-184500000.0,,211000000.0,1910500000.0,,,211000000.0,3234700000.0,347100000.0,542800000.0,,,,2144200000.0,,647208000.0,,233700000.0,,,,4614000000.0,,,,7542500000.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4490800000.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,,,643832000.0,,,,,,,,,,,,,,,4490800000.0,,,4490800000.0,,,,,,,,,,,,,,,,,-19000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643832000.0,-0.03,,,,,,,,,,,,,,,,,,
,,,,,,,,3333800000.0,1016800000.0,328800000.0,,,,,,,,,,,,,,,,,,,,235500000.0,-2950300000.0,,,,,,,,,,,1026000000.0,,,,,,,,,1945100000.0,790500000.0,4800000.0,,0.005,,,,1891100000.0,650400000.0,,3400000.0,-2540400000.0,5200100000.0,,1901700000.0,,,,,,,,,4425900000.0,,,154000000.0,,,,,,-1432100000.0,,,,,,,,,,,1400000.0,,1400000.0,,,,,,668900000.0,,,124200000.0,,,,,,,,,,,,,,,,,3399900000.0,,,307600000.0,,1265700000.0,,,3500000.0,,,4768300000.0,,,,,,872000000.0,,,,,,,,,,,,,,,129600000.0,,,129600000.0,,,,,,205400000.0,,,,152800000.0,2195800000.0,,,,294100000.0,1400000.0,,,4140900000.0,650400000.0,0.005,,7091200000.0,,,,,,,,,,,,,,,,
,,,,,,-300000.0,,3491500000.0,1095000000.0,213300000.0,,,-12100000.0,,,,,,,,,,,,,,,,,262200000.0,-2951800000.0,11200000.0,0.0,38100000.0,,,,,,,,1245800000.0,,,,,,,,,1906900000.0,997100000.0,-2900000.0,,-0.01,,,,1993500000.0,586666667.0,,1100000.0,-2545700000.0,5103800000.0,,1948400000.0,,,,,,,100000.0,,5533900000.0,-45600000.0,,160400000.0,,,,,,-1543100000.0,,,,,-196400000.0,,,,120800000.0,,-4000000.0,,-4000000.0,,,,,,684400000.0,-37500000.0,,118100000.0,,,3900000.0,,,,,,,,,,,,,,4288100000.0,,,305200000.0,,1355500000.0,,,30500000.0,,,4680500000.0,,,,,,1085400000.0,,,,,,,0.0,,,,101800000.0,,,,92200000.0,,,92200000.0,,0.0,,,,214100000.0,,53900000.0,,193800000.0,2238600000.0,,,,290200000.0,-4000000.0,,-71000000.0,4145500000.0,586666667.0,-0.01,75200000.0,7097300000.0,,,,,,,,,,,,,,,,
,,,,,-131300000.0,-300000.0,649000000.0,3261100000.0,1131800000.0,257100000.0,-250600000.0,,25000000.0,,3410500000.0,,-1349000000.0,2048200000.0,281700000.0,,,,,,,,,-16300000.0,753100000.0,145700000.0,-2965500000.0,10900000.0,0.0,-34200000.0,-131300000.0,,7500000.0,,,,-42500000.0,960300000.0,-95600000.0,,19103700000.0,,,14845600000.0,,,2048200000.0,814600000.0,17200000.0,276400000.0,,,,,2069200000.0,,,11900000.0,-2609100000.0,5138300000.0,,1912100000.0,1395100000.0,4258100000.0,25600000.0,-0.03,2193800000.0,257100000.0,157000000.0,,4653100000.0,-38100000.0,,169300000.0,-136900000.0,,-16300000.0,7207500000.0,184300000.0,-1349000000.0,,-2300000.0,211000000.0,3651700000.0,-77500000.0,,-16300000.0,,135000000.0,,5300000.0,166700000.0,5300000.0,-8800000.0,,293800000.0,,,753100000.0,23300000.0,4724400000.0,120100000.0,,-0.03,11200000.0,157200000.0,241200000.0,,2069200000.0,,543333333.0,-2965500000.0,,,,4242000000.0,,,3692800000.0,-670000000.0,,293800000.0,-2609100000.0,1395100000.0,,,-5500000.0,-15000000.0,,4724400000.0,1131800000.0,,,407700000.0,,791000000.0,606400000.0,5138300000.0,,,17400000.0,,0.0,,115500000.0,,-23600000.0,0.0,,847600000.0,115500000.0,33900000.0,,115500000.0,1912100000.0,0.0,,115500000.0,3261100000.0,184300000.0,120100000.0,-9100000.0,1100000.0,146500000.0,2193800000.0,,543333333.0,,281700000.0,5300000.0,,-60300000.0,4242000000.0,,,96900000.0,7207500000.0,,,,,,,,,,,,,,,,
,,2300000.0,,,,,,3227600000.0,1025400000.0,203100000.0,,,9600000.0,,,,,,,,,,,,,,,,,178500000.0,-2966200000.0,4000000.0,0.0,-22500000.0,,,,,,,36500000.0,1007300000.0,,,,,,,,,1886200000.0,828800000.0,-13100000.0,,-0.015,,,,1969300000.0,686666667.0,,-2800000.0,-2624300000.0,5061200000.0,,1878600000.0,,,,,,,43400000.0,,4558800000.0,-31200000.0,,120000000.0,,,,,,-1349000000.0,,,,,-87100000.0,,,,101200000.0,,-10300000.0,,-10300000.0,,,,,,747300000.0,-8400000.0,,116500000.0,,,6100000.0,,,,,,,,,,,,,,3551500000.0,,,292300000.0,,1345400000.0,,,800000.0,,,4652400000.0,,,,,,887300000.0,,,,,,,,,,,58500000.0,,,,107100000.0,,,107100000.0,,115500000.0,,,,196600000.0,,,,133800000.0,2178100000.0,,,,299500000.0,-10300000.0,,-6100000.0,4064300000.0,686666667.0,-0.015,70000000.0,7030500000.0,,,,,,,,,,,,,,,,
,,,,,,,,3201900000.0,1095000000.0,200100000.0,,,155300000.0,,,,,,,,,,,,,,,,,228300000.0,-2937500000.0,-4400000.0,0.0,-46200000.0,,,,,,,7200000.0,1087600000.0,,,,,,,,,1863600000.0,859300000.0,42200000.0,,0.04,,,,2094800000.0,632500000.0,,16900000.0,-2604300000.0,4848700000.0,,1852900000.0,,,,,,,48300000.0,,4742400000.0,-49800000.0,,171200000.0,,,,,,-1349000000.0,,,,,-243900000.0,,,,286000000.0,,25300000.0,,25300000.0,,,,,,807600000.0,-4100000.0,,123200000.0,,,5800000.0,,,,,,,,,,,,,,3654800000.0,,,291200000.0,,1325000000.0,,,1100000.0,,,4434300000.0,,,,,,916400000.0,,,,,,,,,,,57100000.0,,,,103000000.0,,,103000000.0,,0.0,,,,192200000.0,,,,130200000.0,2142400000.0,,,,289500000.0,25300000.0,,0.0,4006000000.0,632500000.0,0.04,236200000.0,6943500000.0,,,,,,,,,,,,,,,,
