,annualInvestmentsAndAdvances,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyAccountsPayable,annualOtherNonCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,quarterlyTotalRevenue,annualCapitalExpenditure,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,trailingInterestExpense,annualTaxProvision,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualTotalRevenue,annualNetIncomeCommonStockholders,quarterlyEbitda,annualChangeInAccountPayable,annualNetOtherFinancingCharges,annualInterestExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualGrossProfit,annualChangeInWorkingCapital,annualTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,annualDilutedAverageShares,trailingNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyGoodwill,quarterlyBasicAverageShares,trailingNetIncome,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyCurrentAssets,annualTotalAssets,quarterlyOtherCurrentAssets,annualNetIncome,annualCurrentDebt,quarterlyRepaymentOfDebt,trailingTaxProvision,annualLongTermDebt,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,annualOtherCurrentAssets,annualCurrentDeferredRevenue,annualCostOfRevenue,annualCashDividendsPaid,annualFreeCashFlow,annualDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualInvestingCashFlow,quarterlyNetIncome,annualBasicAverageShares,quarterlyOperatingCashFlow,annualStockholdersEquity,annualChangeInInventory,trailingSaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyNetPPE,annualInventory,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualCapitalStock,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualStockBasedCompensation,quarterlyCostOfRevenue,annualBasicEPS,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,trailingRepaymentOfDebt,annualRepaymentOfDebt,annualEbitda,quarterlyFreeCashFlow,trailingGrossProfit,annualNetPPE,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,annualOtherCurrentLiabilities,trailingTotalRevenue,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualNonCurrentDeferredRevenue,annualEndCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingCashFlowFromContinuingFinancingActivities,trailingPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,annualGrossPPE,trailingInvestingCashFlow,trailingOperatingIncome,quarterlySaleOfInvestment,annualAccountsPayable,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualPretaxIncome,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,trailingDeferredIncomeTax,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,trailingCommonStockIssuance,trailingChangeInInventory,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,quarterlyChangeInInventory,trailingDilutedAverageShares
962323200,,,,,403026602.88,561907792.32,,,2751989749.44,,,9024456527.04,,,,4681287352.32,,327580181.76,,22553107440.96,,,,,,,,,,,,327580181.76,,,,,,,,,,2381106931.2,686567399.04,,,,,,,75446421.12,13059325168.32,243640450.56,,,,,,16200000000.0,,6643349595.84,0.012877,7817793917.76,,998791742.4,,,,,,,111158058.24,-9055300653.12,,,,,,,,,960050328.0,16200000000.0,,,,,,,,207150673.92,,,207150673.92,,,,,,,36489776.64,13497806787.84,,,,1596560177.28,2586585432.96,-6051276.48,,,2269948872.96,,,,,,,75446421.12,,,4278260749.44,,,,,,,,,,,,,,7199942860.8,,,,,,,,,,22358580839.04,207150673.92,,,0.012877,2539127200.32,2539127200.32,,,,,,,,,4484881626.24,,73964644.8,,14540786921.28,82929805.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,,,,,,,,,,,,,,5272791400.8,,5272791400.8,,,,,,,,,,,,,,5272791400.8,,,,,,,,,,,,,,,,,,,,,,,,,,16033951441.0,,,0.013776,,,,,,,,,,,,,,,,,,,,,16033951441.0,,,,,,,,220878088.2,,,220878088.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220878088.2,,,0.013776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,-10383788260.8,,314458826.4,,767156848.2,1091660565.6,,2928991006.8,,855394808.4,7909140488.4,250436080.8,,1610100952.2,5267008253.4,-1570888674.0,-13210523270.4,,23814187828.2,,200575391.4,,,-936514537.2,,7061508768.6,1964970829.8,,19893009612.6,855394808.4,-13210523270.4,,-8267.4,355010423.4,,,,,,7909140488.4,1964970829.8,946766113.2,1665914169.6,134353517.4,14611629144.6,,16068408076.0,,,13484104597.8,,,,,,,,,5944169658.6,,7061508768.6,21673137913.2,937919995.2,855394808.4,3196094166.0,,,1861355505.6,2546623756.8,103615324.2,-10383788260.8,937919995.2,,18227095443.0,-369519710.4,898856530.2,0.053253,,,1091660565.6,,,,,,,-547252275.6,1511379928.8,220629769.8,,-911952091.8,220629769.8,16062823432.0,,13484104597.8,-1131889734.0,,-2493414770.4,,13430399567.4,3402258319.8,946766113.2,,1980918644.4,3402258319.8,,,568937665.8,1861355505.6,-328438999.8,,2469745204.2,7190653824.0,5944169658.6,,,76109684.4,,,0.053253,,,568937665.8,21999551.4,,,2926858017.6,,,13430399567.4,,9598451.4,7190653824.0,2928991006.8,1415478088.8,1980918644.4,,948138501.6,1610100952.2,,,1610100952.2,21673137913.2,220629769.8,,,,1610100952.2,1610100952.2,,,,23814187828.2,,,,767156848.2,3196094166.0,103615324.2,,,14611629144.6,76109684.4,1079242930.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,,,,,,,,,,,,,,4733266517.7,,4733266517.7,,,,,,,,,,,,,,4733266517.7,,,,,,,,,,,,,,,,,,,,,,,,,,16340857788.0,,,0.004883,,,,,,,,,,,,,,,,,,,,,16340857788.0,,,,,,,,79799840.4,,,79799840.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79799840.4,,,0.004883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,,,,,,,,,,,,,,4732694016.7,,4732694016.7,,,,,,,,,,,,,,4732694016.7,,,,,,,,,,,,,,,,,,,,,,,,,,16340857788.0,,,0.004883,,,,,,,,,,,,,,,,,,,,,16340857788.0,,,,,,,,79790188.4,,,79790188.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79790188.4,,,0.004883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,,,,,,,,,,,,,,5062687521.6,,5062687521.6,,,,,,,,,,,,,,5062687521.6,,,,,,,,,,,,,,,,,,,,,,,,,,16382231405.0,,,-0.001334,,,,,,,,,,,,,,,,,,,,,16382231405.0,,,,,,,,-21849152.4,,,-21849152.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21849152.4,,,-0.001334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,-11672001741.12,,363217316.16,,935547211.2,1484152128.96,,2947095816.96,,116050403.52,10903878697.92,654688512.96,,1487479917.12,5089419158.88,-4358144221.44,-14368166490.72,,28261853526.72,,1158931.2,,,-165520209.6,922625128.32,6309544297.92,3552645647.04,,19617609214.08,116050403.52,-14368166490.72,,49999603.2,278093819.52,,,,,,10903878697.92,3552645647.04,617718607.68,814712077.44,1146952818.24,18137712018.24,,16334313725.0,,,13185582444.48,,,,,,,,,7351233050.88,,6309544297.92,24447256316.16,203549709.12,116050403.52,4106010460.8,,,3463722511.68,1612180914.24,88923135.36,-11672001741.12,203549709.12,,18802897136.64,-433042920.96,-1970274098.88,0.007112,,,1484152128.96,,,,,,,-479259441.6,1358267366.4,-21682751.28,,-4688696233.92,-21682751.28,16318028971.0,,13185582444.48,617362650.24,,2136920127.36,,16589851785.6,2789290777.92,617718607.68,,1387050250.56,2789290777.92,,,523009094.4,3463722511.68,-455633801.28,,2387870122.56,7199942860.8,7351233050.88,,,62756124.48,,,0.007112,,922625128.32,523009094.4,47019494.4,,,1518290930.88,,,16589851785.6,,-69693155.52,7199942860.8,2947095816.96,160023564.48,1387050250.56,,69726267.84,1487479917.12,,,1446668982.72,24447256316.16,-21682751.28,,,,1487479917.12,1487479917.12,,,,28261853526.72,,,,935547211.2,4106010460.8,88923135.36,,,18137712018.24,62756124.48,117209334.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,,,,,,,,,,,,,,5424249407.4,,5424249407.4,,,,,,,,,,,,,,5424249407.4,,,,,,,,,,,,,,,,,,,,,,,,,,16606200000.0,,,0.013779,,,,,,,,,,,,,,,,,,,,,16606200000.0,,,,,,,,228816829.8,,,228816829.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228816829.8,,,0.013779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,,,,,,,,,,,,,5424052577.1,,5424052577.1,,,,,,,,,,,,,,5424052577.1,,,,,,,,,,,,,,,,,,,,,,,,,,16606200000.0,,,0.013779,,,,,,,,,,,,,,,,,,,,,16606200000.0,,,,,,,,228808526.7,,,228808526.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228808526.7,,,0.013779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,,,,,,,,,,,,,5422320470.46,,5422320470.46,,,,,,,,,,,,,,5422320470.46,,,,,,,,,,,,,,,,,,,,,,,,,,16606200000.0,,,0.013774,,,,,,,,,,,,,,,,,,,,,16606200000.0,,,,,,,,228735459.42,,,228735459.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228735459.42,,,0.013774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,-2358946511.04,,421246656.96,,794141048.64,3226265786.88,,,,916449680.64,11740055836.8,687792554.88,,1660690463.04,5458056561.24,-2404517341.44,-15085538681.64,,18169930305.6,,44180112.96,,,213880752.96,794141048.64,6974373458.88,4665443107.2,,21725009708.16,916449680.64,-15085538681.64,,0.0,154849764.48,,,,,,11740055836.8,4665443107.2,6780831948.48,1869207020.16,-719456210.88,19113995661.12,,16606200000.0,,,13981511558.4,,,,,,,,,7074612729.6,,6974373458.88,26088369120.0,1265718432.0,916449680.64,5453855724.48,,,4591321178.88,1446809710.08,74121928.32,-2358946511.04,1265718432.0,,19855802688.0,-35206674.24,-606021680.64,0.056453,,,3226265786.88,,,,,,,,1613944145.28,230243302.38,,-2578009342.08,230243302.38,16233902503.0,,13981511558.4,-503870173.44,,988187521.92,,15810983794.56,3293450684.16,6780831948.48,,32474907.84,3293450684.16,,,518762439.36,4591321178.88,,,1798495660.8,7200679609.92,7074612729.6,,,49312522.56,,,0.056453,,794141048.64,518762439.36,42516218.88,,,2795358610.56,,,15810983794.56,,-247978164.48,7200679609.92,,1181414465.28,32474907.84,,-239774587.2,1660690463.04,,,1660690463.04,26088369120.0,230243302.38,,,,1660690463.04,1660690463.04,,,,18169930305.6,,,,794141048.64,5453855724.48,74121928.32,,,19113995661.12,49312522.56,960629793.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,,,,,,,,,,,,,,6932280094.85,,6932280094.85,,,,,,,,,,,,,,6932280094.85,,,,,,,,,,,,,,,,,,,,,,,,,,16254818384.0,,,0.01489,,,,,,,,,,,,,,,,,,,,,16254818384.0,,,,,,,,242028271.55,,,242028271.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242028271.55,,,0.01489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,,,,,,,,,,,,,,6932280094.85,,6932280094.85,,,,,,,,,,,,,,6932280094.85,,,,,,,,,,,,,,,,,,,,,,,,,,16254818384.0,,,0.01489,,,,,,,,,,,,,,,,,,,,,16254818384.0,,,,,,,,242028271.55,,,242028271.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242028271.55,,,0.01489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,,,,,,,,,,,,,7539068489.85,,7539068489.85,,,,,,,,,,,,,,7539068489.85,,,,,,,,,,,,,,,,,,,,,,,,,,16130675204.0,,,0.028444,,,,,,,,,,,,,,,,,,,,,16130675204.0,,,,,,,,458816463.75,,,458816463.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458816463.75,,,0.028444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,-14501298931.4,,1742815475.8,,1033104841.85,2600059299.05,,5678264542.1,,1401689470.6,11738358752.95,540058227.85,,1840348639.1,7539060211.7,-1284868217.8,-16125058053.9,,30906787594.7,,145066300.6,,,179817974.3,776449079.25,8024424702.5,3256317918.45,101225218.2,28942697169.4,1401689470.6,-16125058053.9,,-8278.15,415935646.75,,,,,,11738358752.95,3256317918.45,2143626942.5,5818637131.65,-1144818476.1,19077071178.35,,16194170616.0,,,15021895228.6,,,,,,,,,8482040834.5,,8024424702.5,27101495880.85,808882870.95,1401689470.6,5574729720.05,,,3206847694.05,1660530664.8,49470224.4,-14501298931.4,808882870.95,,23124060037.75,-389528348.25,992086608.6,0.086681,,,2600059299.05,,,,,,,-520033383.0,1873924815.5,458816463.75,,-1578626648.7,458816463.75,16170585739.0,,15021895228.6,-120587811.05,,-518750269.75,,16405488663.3,3504256789.1,2143626942.5,,1097757193.35,3504256789.1,,,472119450.8,3206847694.05,-656391069.8,,2276954826.4,7200003744.0,8482040834.5,,,35860945.8,,,0.086681,,776449079.25,472119450.8,168932207.05,,,7152503719.3,,,16405488663.3,,-121804699.1,7200003744.0,5678264542.1,5278578903.8,1097757193.35,,76498384.15,1840348639.1,,,1840348639.1,27101495880.85,458816463.75,,,,1840348639.1,1840348639.1,,,,30906787594.7,,,,1033104841.85,5574729720.05,49470224.4,,,19077071178.35,35860945.8,1546755771.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,,,,,,,,,,,,,,8889069191.85,,8889069191.85,,,,,,,,,,,,,,8889069191.85,,,,,,,,,,,,,,,,,,,,,,,,,,16216807910.0,,,0.046887,,,,,,,,,,,,,,,,,,,,,16216807910.0,,,,,,,,760364633.8,,,760364633.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760364633.8,,,0.046887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,1165315175.5,1029462455.85,,,3257418912.4,,,11408673151.05,,,,8713944928.6,,1004329992.45,,31518418707.45,,,,,,,,,,,,1004329992.45,,,,,,,,,,2431102257.55,3088354254.95,,,,,,,114304695.2,15966622541.05,1819769158.2,,,,,,16200000000.0,,8977570893.5,0.046887,8608373681.65,,1482484214.6,,,,,,,43269890.05,-15316911938.3,,,,,,,,,2846259758.2,16200000000.0,,,,,,,,760364633.8,,,760364633.8,,,,,,,129064636.65,16201506769.15,,,,2315787628.05,3701748613.65,-55380823.5,,,2387832367.5,,,,,,,160985183.05,,,7548629753.1,,,,448427385.5,,,,,,,,,,7200003744.0,,,,,,,,,,27737464754.6,760364633.8,,,0.046887,1565836906.95,1565836906.95,,,,,,,,,5632320809.6,,85745077.7,,19129091072.95,29139088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,,,,,,,,,,,,10987331872.35,,10987331872.35,,,,,,,,,,,,,,10987331872.35,,,,,,,,,,,,,,,,,,,,,,,,,,16167730737.0,,,0.07578,,,,,,,,,,,,,,,,,,,,,16167730737.0,,,,,,,,1225191034.45,,,1225191034.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225191034.45,,,0.07578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,-15981796390.0,,692309962.65,,797757037.35,3575556495.05,,6472519922.0,,3971103058.35,9486528111.8,415306507.35,,1690497567.8,10248854667.15,-2205961412.0,-21574754596.35,,31995604386.05,,637061589.55,,,-149851071.3,,8615915076.3,2051706364.9,,38664076396.7,3971103058.35,-21574754596.35,,0.0,334842889.35,,,,,,9486528111.8,2051706364.9,4744480943.95,7255773640.55,-1221300303.95,19660697309.65,,16194522198.0,,,18416996331.8,,,,,,,,,7434821746.9,,8615915076.3,28276612385.95,1122897934.9,3971103058.35,5000308891.55,,,2014611974.75,1840348639.1,37094390.15,-15981796390.0,1122897934.9,,31408302756.15,-632218871.8,2383751239.55,0.245383,,,3575556495.05,,,,,,,-1001896216.35,1816399951.15,1225182756.3,,-2340605521.75,1225182756.3,16183300847.0,,18416996331.8,-223493493.7,,-2398983035.55,,16013807996.05,3727750282.8,4744480943.95,,1636755818.0,3727750282.8,,,395356165.85,2014611974.75,-713617920.75,,4589712651.55,7200003744.0,7434821746.9,,,22417230.2,,,0.245383,,,395356165.85,326680633.45,,,8669234640.45,,,16013807996.05,,253543178.2,7200003744.0,6472519922.0,6840467133.2,1636755818.0,,139346098.95,1690497567.8,,,1690497567.8,28276612385.95,1225182756.3,,,,1690497567.8,1690497567.8,,,,31995604386.05,,,,797757037.35,5000308891.55,37094390.15,,,19660697309.65,22417230.2,4696227607.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,,,,,,,,,,,,,,10754177777.6,,10754177777.6,,,,,,,,,,,,,,10754177777.6,,,,,,,,,,,,,,,,,,,,,,,,,,16194891202.0,,,0.054444,,,,,,,,,,,,,,,,,,,,,16194891202.0,,,,,,,,881722312.8,,,881722312.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881722312.8,,,0.054444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,1279205963.2,868063365.3,,,6682553143.8,,,9237604141.3,,,,10754177777.6,,132466956.3,,33135712594.8,,,,,,,,,,,,132466956.3,,,,,,,,,,650728815.2,4860432991.0,,,,,,,98443759.8,18742989878.8,1078891289.5,,,,,,16200000000.0,,8586875326.1,0.054444,8830956578.85,,411233657.55,,,,,,,28791405.7,-16798303437.1,,,,,,,,,3102584394.8,16200000000.0,,,,,,,,881722312.8,,,881722312.8,,,,,,,179983537.3,16337409157.7,,,,2564065902.85,4442742376.45,-45157308.25,,,621937409.5,,,,,,,1146739006.9,,,9474971814.4,,,,341399184.15,,,,,,,,,,7200003744.0,,,,,,,,,,28340056127.55,881722312.8,,,0.054444,1400257350.65,1400257350.65,,,,,,,,,5154746057.95,,56705327.5,,19509099548.7,22417230.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,,,,,,,,,,,,12141472647.69,,12141472647.69,,,,,,,,,,,,,,12141472647.69,,,,,,,,,,,,,,,,,,,,,,,,,,16200000000.0,,,0.004683,,,,,,,,,,,,,,,,,,,,,16200000000.0,,,,,,,,101246978.88,,,101246978.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101246978.88,,,0.004683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,-17557141730.5,,444631865.5,,1031946696.5,3820267171.0,,4394397976.5,,1851205109.0,7636045476.0,407501839.0,,1347790090.0,12042555830.38,-1143393290.5,-31270221557.62,,33001997509.0,,366448091.5,,,-343398249.0,680143934.0,7510623653.5,1500904017.5,,45208693540.0,1851205109.0,-31270221557.62,,0.0,276259023.0,,,,,,7636045476.0,1500904017.5,4818515078.5,2303417991.0,554060084.5,19310705930.5,,16423587287.0,,,18837687639.0,,,,,,22428183.0,,,6135141458.5,,7510623653.5,26821329584.0,561778350.5,1851205109.0,3928347115.5,,,1477862248.5,1691188339.0,23041769.0,-17557141730.5,561778350.5,,42905275549.0,-1537105591.5,2801795146.0,0.115602,,,3820267171.0,,,,,,,-64717176.0,1719211457.5,26170052.36,,-1189727107.0,26170052.36,16013641866.0,,18837687639.0,-387390750.5,,-3095484855.5,,15444855778.5,4116661503.0,4818515078.5,,494703712.5,4116661503.0,,,983772122.0,1477862248.5,-347313896.5,,3945188436.5,7202942568.5,6135141458.5,,,,,,0.115602,22428183.0,680143934.0,983772122.0,49716613.0,,,3615127609.5,,,15444855778.5,,666354396.0,7202942568.5,4394397976.5,1895916152.0,494703712.5,,119366697.5,1347790090.0,,,1347790090.0,26821329584.0,26170052.36,,,,1347790090.0,1347790090.0,,,,33001997509.0,,,,1031946696.5,3928347115.5,23041769.0,,,19310705930.5,,2288530457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,,,,,,,,,,,,,,11554625941.74,,11554625941.74,,,,,,,,,,,,,,11554625941.74,,,,,,,,,,,,,,,,,,,,,,,,,,12883064516.0,,,0.000221,,,,,,,,,,,,,,,,,,,,,12883064516.0,,,,,,,,2847266.85,,,2847266.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2847266.85,,,0.000221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,,96249347.48,1802344588.66,,,10918216393.92,,,9191348947.66,,,,11564817239.58,,-10066284.14,,33192480571.36,,,,,,,,,,,,-10066284.14,,,,,,,,,,1672842123.04,,,,,484964626.3,,,171598562.52,18119887125.12,26353036.16,,,,,22419269.84,16200000000.0,,7518506824.62,0.000224,7973800298.86,,663543225.4,,,,,,,17278189.06,-17557326559.52,,,,,,,,,3958288395.82,16200000000.0,,,,,,,,2846383.76,,,2846383.76,,,,,,,5692767.52,15635154011.84,,,,1982594238.9,4830609072.74,155383769.64,,,1655563933.98,,,,,,,106315631.62,,,11468567892.1,,,,1201245905.86,,,,,,,,,,7201670731.2,,,,,,,,,,27617102395.08,2846383.76,,,0.000224,1278402094.86,793437468.56,,,,,,,,,3733567997.06,,53681518.44,,19643302096.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,,,,,,,,,,,,13425962811.0,,13425962811.0,,,,,,,,,,,,,,13425962811.0,,,,,,,,,,,,,,,,,,,,,,,,,,16200000000.0,,,0.002668,,,,,,,,,,,,,,,,,,,,,16200000000.0,,,,,,,,435765116.7,,,435765116.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435765116.7,,,0.002668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,-18767568825.0,,520989962.5,,1382917815.0,4413431785.0,,4479616965.0,,842784990.0,8078163215.0,464231960.0,,892930712.5,13221929458.0,-2004924390.0,-36330106987.0,,34106366367.5,,53132165.0,,,-451724770.0,731545855.0,7548588205.0,1061614030.0,,49822282200.0,842784990.0,-36330106987.0,,1896157062.5,165073075.0,,,,,,8078163215.0,1061614030.0,4857920475.0,734477715.0,-289224870.0,19804854655.0,,16200000000.0,,,18939909170.0,,,,,,22371027.5,,,7016549185.0,,7548588205.0,27353442860.0,929734912.5,842784990.0,4262136892.5,,,1061614030.0,1344647685.0,0.0,-18767568825.0,929734912.5,,49087804485.0,-718617600.0,-311564707.5,0.053283,,,4413431785.0,,,,,,,-28788370.0,1849512417.5,365614329.4,,-1349942187.5,365614329.4,15817170732.0,,18939909170.0,-48188550.0,,-792670457.5,,15338797542.5,4155264357.5,4857920475.0,,639948622.5,4155264357.5,,,1567780945.0,1061614030.0,-54099055.0,,1693359682.5,7186176000.0,7016549185.0,,,,,,0.053283,22371027.5,731545855.0,1567780945.0,350505422.5,,,2119758172.5,,,15338797542.5,,890942350.0,7186176000.0,4479616965.0,270245755.0,639948622.5,,104221385.0,892930712.5,,,892930712.5,27353442860.0,365614329.4,,,,892930712.5,892930712.5,,,,34106366367.5,,,,1382917815.0,4262136892.5,0.0,,,19804854655.0,,962351855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
