date,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyGoodwill,annualBasicEPS,annualCommonStockIssuance,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyTotalAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualGoodwill,annualTotalRevenue,annualCostOfRevenue,annualNetIncome,trailingChangeInWorkingCapital,annualAccountsReceivable,annualPurchaseOfInvestment,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualDilutedEPS,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,trailingOperatingIncome,quarterlyLongTermDebt,annualPretaxIncome,trailingInvestingCashFlow,annualAccountsPayable,annualTaxProvision,quarterlyNetIncome,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingTaxProvision,annualBasicAverageShares,annualTotalAssets,annualEndCashPosition,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualLongTermDebt,annualOperatingIncome,quarterlyBasicEPS,quarterlyInterestExpense,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualStockholdersEquity,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,annualDepreciationAndAmortization,annualIncomeTaxPayable,annualCurrentLiabilities,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,trailingEndCashPosition,annualCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyInventory,annualCurrentAssets,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingPretaxIncome,annualOtherIntangibleAssets,quarterlyBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualOtherNonCurrentAssets,annualNetPPE,annualRepurchaseOfCapitalStock,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,annualEbitda,annualRepaymentOfDebt,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,trailingChangesInAccountReceivables,trailingGrossProfit,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualCapitalStock,annualBeginningCashPosition,quarterlyChangeInInventory,trailingOperatingCashFlow,quarterlyCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingInterestExpense,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetOtherInvestingChanges,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfBusiness,annualOtherNonCashItems,trailingNetIncomeContinuousOperations,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,trailingChangeInInventory,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyEbitda,trailingNetOtherFinancingCharges,annualOperatingExpense,annualStockBasedCompensation,annualNetOtherFinancingCharges,trailingSellingGeneralAndAdministration,annualCurrentDebt,trailingOtherNonCashItems,trailingCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualInterestExpense,annualCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlyAccumulatedDepreciation,trailingCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingFreeCashFlow,annualInventory,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualAccumulatedDepreciation,annualGrossProfit,quarterlyPretaxIncome,annualChangeInInventory,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyTaxProvision,quarterlyRetainedEarnings,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualOtherShortTermInvestments,trailingRepurchaseOfCapitalStock,trailingBasicEPS
2008-03-31,56000000.0,250000000.0,,,,577000000.0,,,561000000.0,48000000.0,3185000000.0,,,,7799000000.0,,10595000000.0,,,,,,,,,,,508000000.0,,,206000000.0,,,2427000000.0,,,,,95000000.0,,95000000.0,,,,,,,3933000000.0,,,0.38,48000000.0,612000000.0,,,,119000000.0,,,,-8000000.0,99000000.0,,,,95000000.0,,-2000000.0,5550000000.0,,,,-50000000.0,730000000.0,360000000.0,,,,,,,250000000.0,,,,,5045000000.0,,,,,,,,3611000000.0,,,,,534000000.0,,,,-35000000.0,,,,0.38,1300000000.0,99000000.0,99000000.0,,,,,,,37000000.0,,,,,982000000.0,,0.0,67000000.0,,0.0,-3000000.0,,,,,-44000000.0,-66000000.0,196000000.0,,,1307000000.0,,,,244000000.0,,,,,,,,,32000000.0,23000000.0,,,,-603000000.0,,100000000.0,,,,,,876000000.0,,2796000000.0,,,155000000.0,,1479000000.0,1617000000.0,,,-69000000.0,28000000.0,,,,,,60000000.0,,,,,,,,,,,,,,
2008-06-30,80000000.0,254000000.0,,,,706000000.0,,,625000000.0,51000000.0,3177000000.0,,,,8493000000.0,,10007000000.0,,,,,,,,,,,536000000.0,,,752000000.0,,,3643000000.0,,,,,108000000.0,,108000000.0,,,,,,,5657000000.0,,,0.42,92000000.0,220000000.0,,,,579000000.0,,,,-17000000.0,300000000.0,,,,108000000.0,,1238000000.0,6760000000.0,,,,-2028000000.0,851000000.0,348000000.0,,,,,,,254000000.0,,,,,3247000000.0,,,,,,,,3607000000.0,,,,,568000000.0,,,,13000000.0,,,,0.42,1262000000.0,300000000.0,300000000.0,,,,,,,1341000000.0,,,,,877000000.0,,3000000.0,99000000.0,,0.0,-10000000.0,,,,,-98000000.0,-1216000000.0,283000000.0,,,1557000000.0,,,,334000000.0,,,,,,,,,201000000.0,6000000.0,,,,-603000000.0,,178000000.0,,,,,,930000000.0,,1514000000.0,,,188000000.0,,1533000000.0,1103000000.0,,,-31000000.0,9000000.0,,,,,,80000000.0,85000000.0,,,,,,,,,,,,,
2008-09-30,184000000.0,254200000.0,,,,720000000.0,,386000000.0,589000000.0,47000000.0,3170000000.0,,,,8484000000.0,,9822000000.0,,,,,,,,,,,542000000.0,,,726000000.0,,,3587000000.0,,,,,106000000.0,,106000000.0,,,,,,,5589000000.0,,,0.41,59000000.0,35000000.0,,,,585000000.0,,,,6000000.0,239000000.0,,,,106000000.0,,-61000000.0,6492000000.0,,,,-1000000.0,785000000.0,330000000.0,,,,,,,254200000.0,,,,,3330000000.0,,,,,,,,3595000000.0,,,,,565000000.0,,,,16000000.0,,,,0.41,1276000000.0,239000000.0,239000000.0,,,,,,,0.0,,,,,296000000.0,,3000000.0,300000000.0,,0.0,-27000000.0,,,,,-61000000.0,-241000000.0,220000000.0,,,1505000000.0,,,,267000000.0,,,,,,,,,-61000000.0,186000000.0,,,2000000.0,-603000000.0,,245000000.0,,,,,,945000000.0,,1338000000.0,,,164000000.0,,1548000000.0,903000000.0,,,75000000.0,21000000.0,,,,,,59000000.0,191000000.0,,,,,,,,,,,,,
2008-12-31,85000000.0,,-37000000.0,,0.0,587000000.0,6031000000.0,86000000.0,532000000.0,62000000.0,2983000000.0,-1.23,,405000000.0,7401000000.0,-430000000.0,8638000000.0,-106000000.0,,2983000000.0,5710000000.0,2590000000.0,-312000000.0,,532000000.0,,,489000000.0,-1.23,0.0,727000000.0,-2065000000.0,,3522000000.0,-375000000.0,,234000000.0,-61000000.0,-621000000.0,,-621000000.0,1074000000.0,,254000000.0,8638000000.0,214000000.0,,5230000000.0,3522000000.0,-111000000.0,,58000000.0,5000000.0,214000000.0,2607000000.0,,576000000.0,208000000.0,,801000000.0,-1061000000.0,214000000.0,,86000000.0,,-621000000.0,,-101000000.0,6031000000.0,,254000000.0,,2063000000.0,754000000.0,263000000.0,1237000000.0,709000000.0,5230000000.0,,,2712000000.0,,214000000.0,576000000.0,990000000.0,,2607000000.0,727000000.0,,97000000.0,,1676000000.0,-312000000.0,476000000.0,2712000000.0,147000000.0,,,,1564000000.0,,3000000.0,67000000.0,63000000.0,,,,,981000000.0,214000000.0,214000000.0,,,,-1625000000.0,-304000000.0,,-1378000000.0,2075000000.0,7401000000.0,,,234000000.0,,3000000.0,239000000.0,-1080000000.0,0.0,-106000000.0,,1074000000.0,,,-101000000.0,-102000000.0,-810000000.0,,-312000000.0,1341000000.0,,,,-748000000.0,,3231000000.0,,-16000000.0,,5000000.0,,,-25000000.0,476000000.0,257000000.0,,1048000000.0,-686000000.0,,186000000.0,,,263000000.0,,-241000000.0,990000000.0,,1237000000.0,-686000000.0,3120000000.0,-882000000.0,57000000.0,1676000000.0,801000000.0,981000000.0,,-12000000.0,-299000000.0,,,,,,-260000000.0,-430000000.0,,,,,,,,,,,,,
2009-03-31,95000000.0,254300000.0,,,,531000000.0,,178000000.0,588000000.0,49000000.0,2982000000.0,,,,7389000000.0,,8640000000.0,,,,,,,,,,,499000000.0,,,725000000.0,,,3366000000.0,,,,,132000000.0,,132000000.0,,,,,,,5083000000.0,,,0.52,55000000.0,,,,,558000000.0,,,,3000000.0,219000000.0,,,,132000000.0,,-15000000.0,5904000000.0,12000000.0,,,-1000000.0,729000000.0,286000000.0,,,,,,,254200000.0,,,,,2736000000.0,,,,,,,,2704000000.0,,-9000000.0,,,464000000.0,,,,-24000000.0,,,,0.52,992000000.0,219000000.0,219000000.0,,68000000.0,,,,,0.0,,,-155000000.0,,281000000.0,,3000000.0,214000000.0,,0.0,-112000000.0,,,,,-83000000.0,-156000000.0,265000000.0,,,1260000000.0,,3000000.0,,318000000.0,,,,,,,,,7000000.0,0.0,,,1000000.0,,,178000000.0,17000000.0,,,,,1001000000.0,,1251000000.0,,,214000000.0,,,821000000.0,,,33000000.0,17000000.0,,,,,,82000000.0,-298000000.0,,,,,,,,,,,,,
2009-06-30,131000000.0,255100000.0,,,,596000000.0,,135000000.0,629000000.0,50000000.0,2983000000.0,,,,7420000000.0,,8730000000.0,,,,,,,,,,,550000000.0,,,751000000.0,,,3240000000.0,,,,,158000000.0,,158000000.0,,,,,,,4994000000.0,,,0.62,52000000.0,,,,,562000000.0,,,,2000000.0,235000000.0,,,,158000000.0,,-58000000.0,5810000000.0,14000000.0,,,0.0,885000000.0,284000000.0,,,,,,,254200000.0,,,,,2920000000.0,,,,,,,,2708000000.0,,-35000000.0,,,588000000.0,,,,3000000.0,,,,0.62,1003000000.0,235000000.0,235000000.0,,0.0,,,,,0.0,,,-125000000.0,,255000000.0,,3000000.0,219000000.0,,0.0,-86000000.0,,,,,-62000000.0,-125000000.0,297000000.0,,,1481000000.0,,5000000.0,,350000000.0,,,,,,,,,10000000.0,0.0,,,3000000.0,,,193000000.0,13000000.0,,,,,1013000000.0,,1310000000.0,,,248000000.0,,,816000000.0,,,-48000000.0,21000000.0,,,,,,91000000.0,-140000000.0,,,,,,,,,,,,,
2009-09-30,245000000.0,255500000.0,,,,579000000.0,,179000000.0,577000000.0,52000000.0,2982000000.0,,,,7457000000.0,,8740000000.0,,0.0,,,,,,,,,547000000.0,,,747000000.0,,,3039000000.0,,,,,151000000.0,,151000000.0,,,,,,,4790000000.0,,,0.59,51000000.0,,,,,566000000.0,,,,20000000.0,282000000.0,,,,151000000.0,,-84000000.0,5662000000.0,14000000.0,,,-2000000.0,855000000.0,275000000.0,,,,,,,254200000.0,,,,,3078000000.0,,,,,,,,2704000000.0,,44000000.0,,,583000000.0,,,,10000000.0,,,,0.59,1004000000.0,282000000.0,282000000.0,,0.0,,,,,0.0,,,-200000000.0,,258000000.0,,3000000.0,235000000.0,,0.0,-83000000.0,,,,,-85000000.0,-202000000.0,272000000.0,,,1434000000.0,,5000000.0,,345000000.0,,,,,,,,,44000000.0,0.0,,,0.0,,,330000000.0,21000000.0,,,,,1041000000.0,,1283000000.0,,,242000000.0,,,872000000.0,,,108000000.0,10000000.0,,,,,,92000000.0,11000000.0,,,,,,,,,,,,,
2009-12-31,77000000.0,,-22000000.0,,-8000000.0,528000000.0,5589000000.0,150000000.0,540000000.0,56000000.0,2983000000.0,2.18,,548000000.0,7497000000.0,87000000.0,8776000000.0,-59000000.0,0.0,2983000000.0,5531000000.0,2234000000.0,555000000.0,,540000000.0,-8000000.0,,539000000.0,2.17,32000000.0,737000000.0,0.0,,2960000000.0,868000000.0,,252000000.0,315000000.0,114000000.0,,114000000.0,-251000000.0,,254200000.0,8776000000.0,280000000.0,,4735000000.0,2960000000.0,1085000000.0,,85000000.0,,280000000.0,3187000000.0,,543000000.0,207000000.0,4000000.0,854000000.0,-3000000.0,280000000.0,,150000000.0,,114000000.0,9000000.0,-94000000.0,5589000000.0,9000000.0,255200000.0,,-2000000.0,828000000.0,262000000.0,1279000000.0,865000000.0,4735000000.0,,,2702000000.0,,280000000.0,543000000.0,1109000000.0,,3187000000.0,737000000.0,,1318000000.0,-1805000000.0,1898000000.0,555000000.0,448000000.0,2702000000.0,66000000.0,5000000.0,,,577000000.0,,3000000.0,214000000.0,14000000.0,,,,,1038000000.0,280000000.0,280000000.0,,,,-554000000.0,-317000000.0,,-76000000.0,2135000000.0,7497000000.0,-1325000000.0,,252000000.0,,3000000.0,282000000.0,22000000.0,32000000.0,-59000000.0,0.0,40000000.0,,,-87000000.0,-71000000.0,251000000.0,,555000000.0,1356000000.0,,6000000.0,,305000000.0,,2212000000.0,19000000.0,-5000000.0,,,,,5000000.0,448000000.0,243000000.0,,36000000.0,-789000000.0,,164000000.0,4000000.0,,262000000.0,,103000000.0,1109000000.0,,1279000000.0,-789000000.0,3297000000.0,164000000.0,3000000.0,1898000000.0,854000000.0,1038000000.0,,-115000000.0,55000000.0,,,,5000000.0,,50000000.0,87000000.0,,,,,,,,,,,,,
2010-03-31,932000000.0,255100000.0,,,,496000000.0,,118000000.0,561000000.0,54000000.0,2984000000.0,,,,7487000000.0,,9117000000.0,,-38000000.0,,,,,,,,,531000000.0,,,736000000.0,,,2566000000.0,,,,,89000000.0,,89000000.0,,,,,,,5205000000.0,,,0.35,34000000.0,,,,,543000000.0,,,,3000000.0,571000000.0,,,,89000000.0,,-55000000.0,6055000000.0,10000000.0,,,0.0,752000000.0,270000000.0,,,,,,,253300000.0,,,,,3062000000.0,,,,,,,,2702000000.0,,10000000.0,,,565000000.0,,,,-7000000.0,,36000000.0,,0.35,1042000000.0,571000000.0,571000000.0,,,,,,,0.0,,,-405000000.0,,289000000.0,,3000000.0,280000000.0,,0.0,-41000000.0,,,,,-55000000.0,-645000000.0,187000000.0,,,1248000000.0,,6000000.0,,245000000.0,,,,,,,,,287000000.0,0.0,,,3000000.0,,,987000000.0,16000000.0,,,-202000000.0,,1106000000.0,,1630000000.0,,,157000000.0,,,850000000.0,,,822000000.0,9000000.0,,,861000000.0,,,68000000.0,138000000.0,,,,,,,,,,,,,
2010-06-30,220000000.0,246700000.0,,,,593000000.0,,103000000.0,606000000.0,55000000.0,2983000000.0,,,,7475000000.0,,8978000000.0,,-38000000.0,,,,,,,,,587000000.0,,,734000000.0,,,2568000000.0,,,,,183000000.0,,183000000.0,,,,,,,5195000000.0,,,0.75,29000000.0,,,,,542000000.0,,,,2000000.0,411000000.0,,,,183000000.0,,-43000000.0,6155000000.0,10000000.0,,,0.0,926000000.0,269000000.0,,,,,,,244500000.0,,,,,2823000000.0,,,,,,,,2695000000.0,,-48000000.0,,,616000000.0,,,,0.0,,36000000.0,,0.74,1042000000.0,411000000.0,411000000.0,,,,,,,0.0,,,0.0,,313000000.0,,2000000.0,571000000.0,,0.0,-56000000.0,,,,,-59000000.0,-393000000.0,310000000.0,,,1519000000.0,,7000000.0,,368000000.0,,,,,,,,,-157000000.0,0.0,,,4000000.0,,,279000000.0,40000000.0,,,-355000000.0,,1110000000.0,,1503000000.0,,,284000000.0,,,960000000.0,,,27000000.0,4000000.0,,,851000000.0,,,102000000.0,260000000.0,,,,,,,,,,,,,
2010-09-30,217000000.0,240400000.0,,,,600000000.0,,,558000000.0,56000000.0,2984000000.0,,,,7491000000.0,,8790000000.0,,-60000000.0,,,,,,,,,564000000.0,,,724000000.0,,,2571000000.0,,,,,144000000.0,,144000000.0,,,,,,,5221000000.0,,,0.61,31000000.0,,,,,541000000.0,,,,2000000.0,224000000.0,,,,144000000.0,,-53000000.0,6205000000.0,11000000.0,,,4000000.0,857000000.0,283000000.0,,,,,,,238000000.0,,,,,2585000000.0,,,,,,,,2693000000.0,,47000000.0,,,597000000.0,,,,-14000000.0,,36000000.0,,0.6,1083000000.0,224000000.0,224000000.0,,,,,,,3000000.0,,,0.0,,947000000.0,,2000000.0,411000000.0,,0.0,-40000000.0,,,,,-56000000.0,-409000000.0,260000000.0,,,1457000000.0,,8000000.0,,318000000.0,,,,,,,,,-189000000.0,0.0,,,-13000000.0,,,273000000.0,1000000.0,,,-353000000.0,,1123000000.0,,1299000000.0,,,231000000.0,,,984000000.0,,,46000000.0,31000000.0,,,843000000.0,,,87000000.0,346000000.0,,,,,,,,,,,,,
2010-12-31,920000000.0,,1643000000.0,,4000000.0,554000000.0,6400000000.0,,536000000.0,58000000.0,2984000000.0,2.19,,2289000000.0,7550000000.0,400000000.0,8859000000.0,-28000000.0,-58000000.0,2984000000.0,5636000000.0,2243000000.0,528000000.0,,536000000.0,0.0,,551000000.0,2.17,0.0,777000000.0,-194000000.0,,1687000000.0,821000000.0,,851000000.0,294000000.0,112000000.0,,112000000.0,-225000000.0,,240400000.0,8859000000.0,315000000.0,1515000000.0,5062000000.0,1687000000.0,1033000000.0,,34000000.0,404000000.0,315000000.0,2459000000.0,,552000000.0,223000000.0,18000000.0,1338000000.0,-94000000.0,315000000.0,,,,112000000.0,11000000.0,-74000000.0,6400000000.0,11000000.0,242600000.0,,-5000000.0,858000000.0,244000000.0,1309000000.0,2535000000.0,5062000000.0,,,2691000000.0,,315000000.0,552000000.0,1168000000.0,-1113000000.0,2459000000.0,777000000.0,,1172000000.0,-978000000.0,2081000000.0,528000000.0,0.0,2691000000.0,30000000.0,,,,582000000.0,,2000000.0,280000000.0,,,65000000.0,,,1083000000.0,315000000.0,315000000.0,,,,-2280000000.0,-246000000.0,,0.0,2233000000.0,7550000000.0,-573000000.0,,851000000.0,,2000000.0,224000000.0,-87000000.0,0.0,-28000000.0,-1000000.0,-1000000.0,,,-76000000.0,-833000000.0,276000000.0,,528000000.0,1412000000.0,,8000000.0,,241000000.0,,2360000000.0,29000000.0,-1000000.0,,404000000.0,,,89000000.0,0.0,128000000.0,65000000.0,5000000.0,-913000000.0,,996000000.0,18000000.0,,244000000.0,-203000000.0,37000000.0,1168000000.0,0.0,1309000000.0,-913000000.0,3393000000.0,149000000.0,19000000.0,2081000000.0,1338000000.0,1083000000.0,,748000000.0,-7000000.0,,,1515000000.0,-2000000.0,,37000000.0,400000000.0,,,,,,,,,,,,,
2011-03-31,-3000000.0,226300000.0,,,,547000000.0,,107000000.0,561000000.0,57000000.0,2985000000.0,,,,7541000000.0,,9314000000.0,,-56000000.0,,,,,,,,,547000000.0,,,90000000.0,,,2288000000.0,,,,,114000000.0,,114000000.0,,,,,,,5471000000.0,,,0.51,27000000.0,,,,,116000000.0,,,,2000000.0,657000000.0,,,,114000000.0,,-54000000.0,6884000000.0,12000000.0,,,-1000000.0,784000000.0,264000000.0,,,,,,,223600000.0,,,,,2430000000.0,,,,,,,,2690000000.0,,-26000000.0,,,582000000.0,,,,-19000000.0,,65000000.0,,0.5,998000000.0,657000000.0,657000000.0,,,,,,,0.0,,,0.0,,331000000.0,,2000000.0,315000000.0,,0.0,-26000000.0,,,,,-54000000.0,343000000.0,202000000.0,,,1331000000.0,,8000000.0,,262000000.0,,,,,,,,,342000000.0,324000000.0,,,-3000000.0,,,51000000.0,128000000.0,,,-100000000.0,,1153000000.0,,1773000000.0,,,178000000.0,,,1413000000.0,,,-26000000.0,-86000000.0,,,1500000000.0,,,64000000.0,458000000.0,,,,,,,,,,,,,
2011-06-30,155000000.0,224400000.0,,,,662000000.0,,107000000.0,610000000.0,54000000.0,2985000000.0,,,,7533000000.0,,9228000000.0,,-55000000.0,,,,,,,,,598000000.0,,,89000000.0,,,2184000000.0,,,,,172000000.0,,172000000.0,,,,,,,5330000000.0,,,0.78,28000000.0,,,,,114000000.0,,,,3000000.0,550000000.0,,,,172000000.0,,-49000000.0,6891000000.0,12000000.0,,,4000000.0,920000000.0,275000000.0,,,,,,,221900000.0,,,,,2337000000.0,,,,,,,,2689000000.0,,-55000000.0,,,630000000.0,,,,-11000000.0,,65000000.0,,0.77,865000000.0,550000000.0,550000000.0,,,,,,,0.0,,,0.0,,299000000.0,,2000000.0,657000000.0,,44000000.0,-22000000.0,,,,,-50000000.0,-264000000.0,290000000.0,,,1582000000.0,,9000000.0,,347000000.0,,,,,,,,,-107000000.0,373000000.0,,,254000000.0,,,205000000.0,244000000.0,,,-225000000.0,,1147000000.0,,1695000000.0,,,265000000.0,,,1561000000.0,,,125000000.0,-143000000.0,,,1485000000.0,,,94000000.0,559000000.0,,,,,,,,,,,,,
2011-09-30,280000000.0,218200000.0,,,,672000000.0,,149000000.0,541000000.0,56000000.0,2981000000.0,,,,7494000000.0,,9189000000.0,,-72000000.0,,,,,,,,,559000000.0,,,103000000.0,,,2210000000.0,,,,,154000000.0,,154000000.0,,,,,,,5207000000.0,,,0.71,30000000.0,,,,,133000000.0,,,,4000000.0,651000000.0,,,,154000000.0,,-43000000.0,6933000000.0,11000000.0,,,1000000.0,857000000.0,260000000.0,,,,,,,216000000.0,,,,,2256000000.0,,,,,,,,2676000000.0,,54000000.0,,,596000000.0,,,,11000000.0,,65000000.0,,0.71,722000000.0,651000000.0,651000000.0,,,,,,,0.0,,,0.0,,288000000.0,,2000000.0,550000000.0,,48000000.0,-97000000.0,,,,,-44000000.0,-171000000.0,261000000.0,,,1529000000.0,,7000000.0,,322000000.0,,,,,,,,,107000000.0,372000000.0,,,-296000000.0,,,324000000.0,382000000.0,,,-100000000.0,,1121000000.0,,1695000000.0,,,236000000.0,,,1726000000.0,,,244000000.0,-132000000.0,,,1464000000.0,,,82000000.0,643000000.0,,,,,,,,,,,,,
2011-12-31,110000000.0,,427000000.0,,0.0,604000000.0,7020000000.0,52000000.0,585000000.0,65000000.0,2980000000.0,2.77,,542000000.0,7526000000.0,740000000.0,9283000000.0,-110000000.0,-68000000.0,2980000000.0,5903000000.0,2485000000.0,606000000.0,,585000000.0,-2000000.0,,553000000.0,2.74,50000000.0,814000000.0,-251000000.0,,2249000000.0,925000000.0,,265000000.0,320000000.0,166000000.0,,166000000.0,-217000000.0,,218700000.0,9283000000.0,701000000.0,1449000000.0,5105000000.0,2249000000.0,1035000000.0,,29000000.0,452000000.0,701000000.0,2263000000.0,,573000000.0,232000000.0,530000000.0,1915000000.0,-8000000.0,701000000.0,,52000000.0,,166000000.0,13000000.0,-71000000.0,7020000000.0,13000000.0,221200000.0,,-3000000.0,857000000.0,212000000.0,1757000000.0,760000000.0,5105000000.0,-30000000.0,,2677000000.0,,701000000.0,573000000.0,1152000000.0,-522000000.0,2263000000.0,814000000.0,,1271000000.0,-400000000.0,2190000000.0,606000000.0,385000000.0,2677000000.0,391000000.0,-46000000.0,,,575000000.0,,2000000.0,315000000.0,48000000.0,,65000000.0,,,586000000.0,701000000.0,701000000.0,,,,-152000000.0,-218000000.0,,-3000000.0,2257000000.0,7526000000.0,-400000000.0,,265000000.0,,2000000.0,651000000.0,1000000.0,50000000.0,-110000000.0,-2000000.0,24000000.0,,,-70000000.0,-60000000.0,282000000.0,,606000000.0,1461000000.0,,10000000.0,,340000000.0,,2383000000.0,34000000.0,1000000.0,,452000000.0,,,49000000.0,385000000.0,114000000.0,65000000.0,69000000.0,-1038000000.0,,180000000.0,530000000.0,,212000000.0,-97000000.0,-498000000.0,1152000000.0,-2000000.0,1757000000.0,-1038000000.0,3418000000.0,246000000.0,29000000.0,2190000000.0,1915000000.0,586000000.0,,84000000.0,-137000000.0,,,1449000000.0,-73000000.0,,80000000.0,740000000.0,,,,,,,,,,,,,
2012-03-31,-382000000.0,213900000.0,,,,584000000.0,,363000000.0,564000000.0,60000000.0,2983000000.0,,,,7523000000.0,,8784000000.0,,-68000000.0,,,,,,,,,553000000.0,,,54000000.0,,,2247000000.0,,,,,102000000.0,,102000000.0,,,,,,,5112000000.0,,,0.48,32000000.0,,,,,100000000.0,,,,3000000.0,192000000.0,,,,102000000.0,,-53000000.0,6524000000.0,14000000.0,,46000000.0,13000000.0,778000000.0,225000000.0,,,,,,,212600000.0,,,,,2260000000.0,,,,,,,,2687000000.0,,39000000.0,,,586000000.0,,,,-11000000.0,,65000000.0,,0.48,602000000.0,192000000.0,192000000.0,,,,,,,0.0,,,,,313000000.0,,2000000.0,701000000.0,,0.0,-86000000.0,,,,,-57000000.0,-134000000.0,192000000.0,,,1362000000.0,,8000000.0,,255000000.0,,,,,,,,,-512000000.0,106000000.0,,,70000000.0,,,-325000000.0,40000000.0,,,-85000000.0,,1149000000.0,,1261000000.0,,,163000000.0,,,1412000000.0,,,-491000000.0,28000000.0,,,1434000000.0,,,61000000.0,769000000.0,,,,,,,,,,,,,
2012-06-30,245000000.0,213300000.0,,,,685000000.0,,143000000.0,652000000.0,65000000.0,2982000000.0,,,,7516000000.0,,8907000000.0,,-73000000.0,,,,,,,,,599000000.0,,,675000000.0,,,2020000000.0,,,,,178000000.0,,178000000.0,,,,,,,4878000000.0,,,0.84,31000000.0,,,,,93000000.0,,,,1000000.0,303000000.0,,,,178000000.0,,-38000000.0,6612000000.0,13000000.0,,25000000.0,0.0,936000000.0,217000000.0,,,,,,,211900000.0,,,,,2295000000.0,,,,,,,,2683000000.0,,-55000000.0,,,636000000.0,,,,7000000.0,,271000000.0,,0.83,621000000.0,303000000.0,303000000.0,,,,,,,0.0,,,,,337000000.0,,2000000.0,192000000.0,,0.0,-105000000.0,,,,,-39000000.0,-134000000.0,300000000.0,,,1621000000.0,,9000000.0,,367000000.0,,,,,,,,,112000000.0,154000000.0,,,198000000.0,,,284000000.0,56000000.0,,,-67000000.0,,1141000000.0,,1391000000.0,,,271000000.0,,,1734000000.0,,,30000000.0,14000000.0,,,1417000000.0,,,93000000.0,874000000.0,,,,,,,,,,,,,
