date,annualOtherNonCashItems,annualPurchaseOfBusiness,annualDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyDilutedEPS,annualStockBasedCompensation,quarterlyInventory,annualSaleOfInvestment,annualOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualDilutedAverageShares,annualNetPPE,quarterlyAccumulatedDepreciation,annualGrossProfit,annualInventory,quarterlyNetPPE,trailingNetIncome,trailingPretaxIncome,annualChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherShortTermInvestments,annualDilutedEPS,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,annualChangeInWorkingCapital,quarterlyCapitalStock,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,annualGoodwill,annualPretaxIncome,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,annualInterestExpense,annualCapitalStock,annualPurchaseOfInvestment,quarterlyCashAndCashEquivalents,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalRevenue,annualCapitalExpenditure,trailingGrossProfit,annualInvestingCashFlow,annualAccountsPayable,trailingInvestingCashFlow,trailingInterestExpense,annualOperatingIncome,annualEndCashPosition,quarterlyAccountsPayable,trailingTotalRevenue,annualNonCurrentDeferredRevenue,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualAccumulatedDepreciation,trailingEndCashPosition,trailingTaxProvision,annualNetOtherFinancingCharges,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualCurrentDebt,annualCostOfRevenue,annualBeginningCashPosition,quarterlyBasicEPS,annualCurrentAssets,annualBasicEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualOtherNonCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingBeginningCashPosition,trailingOperatingExpense,quarterlyNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingNetIncomeCommonStockholders,annualEbitda,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyStockholdersEquity,annualRetainedEarnings,annualCommonStockIssuance,annualFreeCashFlow,annualOtherIntangibleAssets,quarterlyAccountsReceivable,annualOtherShortTermInvestments,annualNetIncome,annualCashDividendsPaid,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualTotalAssets,annualBasicAverageShares,annualTaxProvision,annualLongTermDebt,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyOperatingIncome,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,trailingNetOtherFinancingCharges,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,quarterlyNetIncomeContinuousOperations,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyChangeInInventory,quarterlyCommonStockIssuance,trailingOtherNonCashItems,annualInvestmentsAndAdvances,quarterlyDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyNetOtherInvestingChanges,trailingPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyCapitalExpenditure,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,trailingPurchaseOfInvestment,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,trailingBasicEPS,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyNetIncome,quarterlyGrossProfit,annualOtherIncomeExpense,quarterlyPretaxIncome,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingCapitalExpenditure,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,trailingBasicAverageShares,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems,quarterlyOperatingExpense
1970-01-01 00:00:00.978220800,3664000000.0,,,,12893000000.0,,,,,,3664000000.0,,2621795265.0,77237000000.0,,,3257000000.0,,6213000000.0,10351000000.0,,,-1981000000.0,,,0.951257,4026000000.0,,,,266000000.0,3875000000.0,,-4214000000.0,3090000000.0,,,0.0,3660000000.0,6289000000.0,,,,,,9685000000.0,,12023000000.0,-1456000000.0,12269000000.0,1640000000.0,,-6058000000.0,851000000.0,10036000000.0,,,21296000000.0,,3225000000.0,6283000000.0,,,19526000000.0,4068000000.0,-7066000000.0,1987000000.0,,1904000000.0,12627000000.0,,,,7390000000.0,0.951257,17634000000.0,,1003000000.0,30527000000.0,,12231000000.0,,,15651000000.0,2584000000.0,,9027000000.0,6213000000.0,11068000000.0,2494000000.0,,,,1000000.0,2208000000.0,,,,2494000000.0,-2453000000.0,12603000000.0,,,,3194000000.0,85113000000.0,,955000000.0,92503000000.0,2621795265.0,435000000.0,,,57950000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,2965000000.0,,,,12181000000.0,,,,,,2965000000.0,,2622366813.0,74445000000.0,,,2882000000.0,,,,,,,,,0.960583,3730000000.0,,,,182000000.0,,,633000000.0,1065000000.0,,,419000000.0,3566000000.0,,,,,,,,,11725000000.0,-1945000000.0,,-843000000.0,,,,9656000000.0,,,,,3163000000.0,,,,,,1192000000.0,2069000000.0,,,11999000000.0,,,,7637000000.0,0.960583,17908000000.0,,1486000000.0,30089000000.0,,,,,,,,,,10742000000.0,2519000000.0,,,,6000000.0,1020000000.0,,,,2519000000.0,-2687000000.0,,,,,3654000000.0,80827000000.0,,983000000.0,88464000000.0,2622366813.0,403000000.0,,,54645000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,4688000000.0,0.0,,,11420000000.0,,,,,,4688000000.0,,2627051470.0,69044000000.0,,,2885000000.0,,,,,479000000.0,,,,0.876648,292000000.0,,,,0.0,,,-2095000000.0,-1124000000.0,,,397000000.0,3657000000.0,,,,,,,,,11333000000.0,-2028000000.0,,-3144000000.0,4768000000.0,,,9151000000.0,757000000.0,,,,2975000000.0,,,,,,145000000.0,2182000000.0,,,6272000000.0,,2852000000.0,,5945000000.0,0.876648,17152000000.0,,1083000000.0,28572000000.0,,,,,,,,,,10359000000.0,2303000000.0,,,,7000000.0,2660000000.0,,,,2303000000.0,-2551000000.0,,,,,2043000000.0,75069000000.0,,974000000.0,81014000000.0,2627051470.0,682000000.0,16381000000.0,,48713000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,5358000000.0,,,,11160000000.0,,,,,,5358000000.0,,2631375123.0,71120000000.0,,,2695000000.0,,,,,1748000000.0,,,,1.15643,260000000.0,,,,0.0,,,755000000.0,2722000000.0,,,347000000.0,4755000000.0,,,,,,,,,11253000000.0,-1564000000.0,,1053000000.0,4193000000.0,,,7343000000.0,1512000000.0,,,,3803000000.0,,,,,,-10000000.0,3910000000.0,,,6329000000.0,,757000000.0,,5089000000.0,1.15643,14353000000.0,,1027000000.0,25513000000.0,,,,,,,,,,8635000000.0,3043000000.0,,,,,3794000000.0,,,,3043000000.0,-1667000000.0,,,,,1512000000.0,76073000000.0,,1034000000.0,81162000000.0,2631375123.0,952000000.0,12345000000.0,,51628000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,5670000000.0,,,,8604000000.0,,,,,,5670000000.0,,2622873811.0,82143000000.0,,,3025000000.0,,,,,2019000000.0,,,,1.436211,257000000.0,,,,0.0,,,697000000.0,778000000.0,,,297000000.0,5569000000.0,,,,,,,,,11953000000.0,-1346000000.0,,-553000000.0,4618000000.0,,,7749000000.0,2209000000.0,,,,5465000000.0,,,,,,1158000000.0,4204000000.0,,,,,1512000000.0,,6482000000.0,1.436211,15482000000.0,,1332000000.0,24086000000.0,,,,,,,,,,9150000000.0,3767000000.0,,,,,4324000000.0,,,,4616000000.0,-2185000000.0,,,,,2209000000.0,87127000000.0,,1111000000.0,93609000000.0,2622873811.0,953000000.0,13206000000.0,,65168000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,5041000000.0,,,,9873000000.0,,,,,170000000.0,5041000000.0,,2626389578.0,90658000000.0,,,4488000000.0,,,,,11672000000.0,,,,5.287867,263000000.0,,,,4403000000.0,,,143000000.0,-3256000000.0,,,297000000.0,17413000000.0,,,,,-6000000.0,,,,12543000000.0,-1757000000.0,,-4683000000.0,4848000000.0,,,8342000000.0,2352000000.0,,,,12946000000.0,,,,,,2079000000.0,4201000000.0,,,14000000.0,,2209000000.0,,8101000000.0,5.287867,26093000000.0,,1092000000.0,35966000000.0,,,,,,,,,,9548000000.0,13888000000.0,,,,5000000.0,3284000000.0,,,,13888000000.0,-2299000000.0,,,,,2508000000.0,96294000000.0,,620000000.0,104395000000.0,2626389578.0,2583000000.0,14158000000.0,,65313000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,3676000000.0,,,,9986000000.0,,,,,1008000000.0,3676000000.0,,2627417848.0,98536000000.0,,,5288000000.0,,,,,13116000000.0,,3781000000.0,,4.094134,254000000.0,,,,0.0,,,1417000000.0,933000000.0,,,,13823000000.0,,,,,-1327000000.0,,,,13364000000.0,-3608000000.0,,-2080000000.0,4926000000.0,,,6056000000.0,3769000000.0,,,,10757000000.0,,3769000000.0,,,,2363000000.0,7308000000.0,,,3000000.0,,2352000000.0,,11050000000.0,4.094134,29373000000.0,,4078000000.0,39359000000.0,,,,,,,,,,7322000000.0,10757000000.0,,,,,68000000.0,306000000.0,,12000000.0,11394000000.0,-279000000.0,,,,,0.0,108227000000.0,,1389000000.0,119277000000.0,2627417848.0,2429000000.0,16003000000.0,,75162000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,4126000000.0,,,,13925000000.0,,,,,5579000000.0,4126000000.0,,2533405374.0,114613000000.0,,,9332000000.0,,,,,15325000000.0,,54000000.0,,5.187879,261000000.0,,,,0.0,,,3262000000.0,-7771000000.0,,,,18209000000.0,,,,,-4295000000.0,,,,16208000000.0,-3623000000.0,,-9375000000.0,5678000000.0,,,7782000000.0,7031000000.0,,,,13143000000.0,,0.0,,,,10005000000.0,8426000000.0,,,107000000.0,,3769000000.0,,18499000000.0,5.207273,40244000000.0,,423000000.0,54169000000.0,,,,,,,,,,9055000000.0,13143000000.0,,,,,503000000.0,302000000.0,,54000000.0,13962000000.0,-341000000.0,,,,,7717000000.0,127672000000.0,,1493000000.0,146171000000.0,2523969972.0,4247000000.0,24658000000.0,,86364000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,,-3395000000.0,,,12792000000.0,,,,,1205000000.0,-431000000.0,,2830781250.0,21183000000.0,,10540000000.0,112000000.0,,,,,15185000000.0,,15894000000.0,,2.210909,154000000.0,-5859000000.0,-6877000000.0,,0.0,,34495000000.0,8151000000.0,-22000000.0,,,,7907000000.0,,,1521000000.0,2754000000.0,-17000000.0,,,,15940000000.0,-3568000000.0,,-5653000000.0,6924000000.0,,,7639000000.0,15281000000.0,,,262000000.0,6718000000.0,,15886000000.0,-13312000000.0,,,0.0,2901000000.0,,,4443000000.0,5400000000.0,7031000000.0,,35005000000.0,2.210909,49905000000.0,,132000000.0,62697000000.0,,,,,,,,,,10820000000.0,6247000000.0,,,,10071000000.0,-3999000000.0,297000000.0,,8000000.0,6247000000.0,-2529000000.0,,1727000000.0,,,0.0,133549000000.0,,1646000000.0,168554000000.0,2524500000.0,1189000000.0,33566000000.0,,99494000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,-208000000.0,-1354000000.0,1301000000.0,113000000.0,18249000000.0,8328000000.0,,,107000000.0,735000000.0,5933000000.0,0.0,2840062500.0,18510000000.0,-14033000000.0,11484000000.0,107000000.0,18510000000.0,,,-2000000.0,17215000000.0,,19206000000.0,794000000.0,6.157576,262000000.0,-5649000000.0,-2047000000.0,2754000000.0,0.0,,32543000000.0,431000000.0,-87000000.0,297000000.0,190461000000.0,,22061000000.0,,148604000000.0,338000000.0,2754000000.0,-3581000000.0,18412000000.0,,19206000000.0,17553000000.0,-2158000000.0,,-5443000000.0,8240000000.0,,,8554000000.0,15712000000.0,8240000000.0,,,18088000000.0,,18412000000.0,-14033000000.0,,,0.0,2930000000.0,68297000000.0,,8328000000.0,6069000000.0,15281000000.0,,41857000000.0,6.157576,50048000000.0,,113000000.0,68297000000.0,41857000000.0,,32543000000.0,18249000000.0,,,,,,23700000000.0,17501000000.0,,115210000000.0,,292000000.0,3775000000.0,297000000.0,4554000000.0,794000000.0,17501000000.0,-2471000000.0,,4554000000.0,17215000000.0,31516000000.0,193000000.0,148604000000.0,262000000.0,1629000000.0,190461000000.0,2840062500.0,3973000000.0,31516000000.0,193000000.0,115210000000.0,50048000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
