date,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,trailingNetIncome,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualNetIncome,quarterlyLongTermDebt,annualRetainedEarnings,annualAccountsReceivable,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfInvestment,trailingOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualCostOfRevenue,annualOperatingIncome,quarterlySellingGeneralAndAdministration,annualInvestingCashFlow,trailingTotalRevenue,annualLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,quarterlyBasicAverageShares,annualEndCashPosition,annualFreeCashFlow,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyCurrentDebt,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyGrossProfit,annualCurrentAccruedExpenses,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualSaleOfInvestment,annualBasicAverageShares,annualRepurchaseOfCapitalStock,quarterlyDilutedEPS,annualOtherNonCurrentAssets,annualCurrentAssets,annualCurrentLiabilities,annualNetPPE,trailingNetOtherInvestingChanges,annualEbitda,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualBasicEPS,annualOtherNonCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,trailingGrossProfit,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingInterestExpense,trailingRepaymentOfDebt,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyBasicEPS,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,trailingDepreciationAndAmortization,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyOperatingIncome,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCapitalExpenditure,annualDilutedAverageShares,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyOtherNonCashItems,annualTotalRevenue,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,annualInterestExpense,trailingBeginningCashPosition,annualDilutedEPS,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualCurrentDeferredRevenue,annualPurchaseOfBusiness,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1985-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127000000.0,,362630000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,362630000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,939200000.0,,,,939200000.0,,,939200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145600000.0,,366438000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.355,,,,,,,,366438000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.355,1057800000.0,,,,1057800000.0,,,1057800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,,,,,,,,,,,,,,544600000.0,,,,,,,,,,,4409100000.0,,,,,,120500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412575758.0,,,,,,,,4409100000.0,,,,544600000.0,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131200000.0,,,,1131200000.0,,,1131200000.0,,,,,,,412575758.0,544600000.0,,,4409100000.0,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168400000.0,,395034000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,395034000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,1310500000.0,,,,1310500000.0,,,1310500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900000.0,,400554000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,400554000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,1003500000.0,,,,1003500000.0,,,1003500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166800000.0,,400744000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415,,,,,,,,400744000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415,1055500000.0,,,,1055500000.0,,,1055500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,,,,,,,,,,,,,,429800000.0,,,,,,,,,,,4498400000.0,,,,,,-15400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400423280.0,,,,,,,,4498400000.0,,,,378400000.0,,,0.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128900000.0,,,,2128900000.0,,,2128900000.0,,,,,,,400423280.0,429800000.0,,,4498400000.0,,,,,,,,,,,0.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157500000.0,,404444000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,404444000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,1233500000.0,,,,1233500000.0,,,1233500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126200000.0,,404646000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,404646000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,915600000.0,,,,915600000.0,,,915600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159300000.0,,408482000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,408482000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,1004900000.0,,,,1004900000.0,,,1004900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,,,,,,,,,,,,,520500000.0,,,,,,,,,,,4211100000.0,,,,,,77500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408235294.0,,,,,,,,4211100000.0,,,,520500000.0,,,1.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041700000.0,,,,1041700000.0,,,1041700000.0,,,,,,,408235294.0,520500000.0,,,4211100000.0,,,,,,,,,,,1.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151500000.0,,410700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,410700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,1197800000.0,,,,1197800000.0,,,1197800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107300000.0,,410700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,410700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,915100000.0,,,,915100000.0,,,915100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185400000.0,,410700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,410700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1127300000.0,,,,1127300000.0,,,1127300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,,,,,,,,,,,,,528600000.0,,,,,,,,,,,4394700000.0,,,,,,84400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387003891.0,,,,,,,,4394700000.0,,,,497300000.0,,,1.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154500000.0,,,,1154500000.0,,,1154500000.0,,,,,,,387003891.0,528600000.0,,,4394700000.0,,,,,,,,,,,1.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154400000.0,,410700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,410700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,1296100000.0,,,,1296100000.0,,,1296100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113700000.0,,410700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275,,,,,,,,410700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275,1047700000.0,,,,1047700000.0,,,1047700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174700000.0,,422200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425,,,,,,,,422200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425,1155000000.0,,,,1155000000.0,,,1155000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,,,,,,,,,,,,,542100000.0,,,,,,,,,,,4804900000.0,,,,,,99300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391679389.0,,,,,,,,4804900000.0,,,,513100000.0,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306100000.0,,,,1306100000.0,,,1306100000.0,,,,,,,391679389.0,542100000.0,,,4804900000.0,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152000000.0,152000000.0,,419420290.0,,,,,,,,,,,,,,,,,,,,144700000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.345,,,,,,,,419420290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,1325200000.0,,,,1325200000.0,,,1325200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105600000.0,105600000.0,,418297872.0,,,,,,,,,,,,,,,,,,,,98300000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.235,,,,,,,,418297872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235,1074000000.0,,,,1074000000.0,,,1074000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189200000.0,189200000.0,,423023256.0,,,,,,,,,,,,,,,,,,,,181900000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,,,,423023256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,1190000000.0,,,,1190000000.0,,,1190000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
