date,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,annualCapitalStock,trailingOtherIncomeExpense,trailingGrossProfit,annualNetPPE,quarterlyAccumulatedDepreciation,annualTotalNonCurrentAssets,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualStockBasedCompensation,quarterlyOtherIncomeExpense,annualOtherIntangibleAssets,quarterlyOperatingExpense,annualCurrentLiabilities,annualGrossProfit,annualDilutedEPS,quarterlyInterestExpense,annualOtherNonCashItems,annualStockholdersEquity,trailingNetIncomeCommonStockholders,quarterlyCurrentDebt,quarterlyStockholdersEquity,trailingDepreciationAndAmortization,trailingRepaymentOfDebt,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualGrossPPE,quarterlyDilutedEPS,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyOtherCurrentAssets,quarterlyNetIncome,annualChangeInCashSupplementalAsReported,annualBasicAverageShares,quarterlyRepaymentOfDebt,annualOtherCurrentLiabilities,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualBeginningCashPosition,annualCashDividendsPaid,annualInterestExpense,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualChangesInAccountReceivables,annualCapitalExpenditure,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyOtherCurrentLiabilities,annualSellingGeneralAndAdministration,annualGoodwill,annualNetIncome,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,trailingChangesInAccountReceivables,annualDeferredIncomeTax,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,trailingNetIncomeContinuousOperations,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyNetPPE,quarterlyRetainedEarnings,annualOperatingExpense,quarterlyTaxProvision,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,trailingBeginningCashPosition,quarterlyBasicAverageShares,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyCurrentAssets,quarterlyGrossPPE,annualCostOfRevenue,trailingOperatingIncome,quarterlyOtherNonCashItems,trailingTotalRevenue,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingIncome,annualAccountsPayable,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualCurrentDeferredRevenue,annualOtherCurrentAssets,trailingTaxProvision,annualCommonStockIssuance,quarterlyInvestingCashFlow,annualFreeCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyStockBasedCompensation,annualCurrentDebt,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,trailingChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyAccountsPayable,trailingNetOtherFinancingCharges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,trailingCommonStockIssuance,annualEndCashPosition,annualTotalAssets,annualTaxProvision,annualAccountsReceivable,annualCurrentAssets,quarterlyDilutedAverageShares,trailingInvestingCashFlow,trailingCapitalExpenditure,annualOtherNonCurrentAssets,quarterlyLongTermDebt,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyChangeInAccountPayable,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,annualPretaxIncome,annualBasicEPS,annualIncomeTaxPayable,quarterlyAccountsReceivable,quarterlyChangesInAccountReceivables,annualOtherNonCurrentLiabilities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualEbitda,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,quarterlyInvestmentsAndAdvances,trailingChangeInAccountPayable,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualInvestmentsAndAdvances,annualInventory,trailingDeferredIncomeTax,annualSaleOfInvestment,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1970-01-01 00:00:01.238457600,,582866000.0,,,1101000.0,10826000.0,3960774000.0,142543000.0,,1749356000.0,-6207000.0,,-182000.0,71194560.0,23924000.0,,573712000.0,,309477000.0,,643585000.0,2061469000.0,-18.04,,578298000.0,1060343000.0,431723000.0,,,78524000.0,-111937000.0,484962000.0,,177872000.0,,-251050000.0,,,,442490000.0,71194560.0,,0.0,,-1765171000.0,91595000.0,,34840000.0,2111823000.0,92605000.0,7123000.0,0.0,99112000.0,1220502000.0,,,,-53440000.0,-46149000.0,3305549000.0,3227025000.0,,2390475000.0,1141615000.0,-1284698000.0,,-35329000.0,-105513000.0,-76383000.0,,-436327000.0,-1623683000.0,,48133000.0,433312000.0,,-3188000.0,,,2482070000.0,,433312000.0,,,,,,,211859000.0,,,2121906000.0,455549000.0,,-135650000.0,,,,,2289749000.0,655225000.0,,7274274000.0,3313500000.0,,1478321000.0,,-420601000.0,,4351218000.0,698000.0,18186000.0,53370000.0,135298000.0,956500000.0,,-52356000.0,,,,,15225000.0,,696821000.0,,-45039000.0,-19460000.0,,344409000.0,-38783000.0,,-81960000.0,,,14005000.0,449613000.0,3182249000.0,-78256000.0,925925000.0,1432893000.0,,-121828000.0,-127317000.0,43292000.0,,-108610000.0,,,,,,-1284698000.0,,-514583000.0,-18.04,,,,109041000.0,420902000.0,-153662000.0,,,-16422000.0,-323876000.0,,,420902000.0,568610000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,,,,,,,,,,,,,,,,,,-523000.0,,538418000.0,,,,36371000.0,,,,,,,,,,,0.06877,,420902000.0,,8425000.0,,,-3025000.0,,8425000.0,,,0.0,,,,,,,,,-61711000.0,-71304000.0,,,,,,,,,,,,,-6568000.0,,,-3025000.0,,,0.0,,,,,7547000.0,,0.0,6255000.0,15972000.0,,-127000000.0,1229459000.0,,109411287.0,,,,,,0.077003,52351000.0,,,,,26606000.0,,,514415000.0,,,,,,,,,,,-6568000.0,,349598000.0,8425000.0,76346000.0,24812000.0,,24003000.0,,0.0,,,,,,,,,,,,,,,,122509408.0,,,,,,590769000.0,,,,,,638690000.0,,,,,-69174000.0,,,,0.0,,,,-68279000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.254268800,,,,,,,,,,,,,,,,,,-239000.0,,555613000.0,,,,36741000.0,,,,,,,,,,,,,349598000.0,,10810000.0,,,-3025000.0,,10810000.0,,,38280000.0,,,,,,,,,178466000.0,84444000.0,,,,,,,,,,,,,-15144000.0,,,-117158000.0,,,0.0,,,,,10452000.0,,0.0,7583000.0,21262000.0,,119469000.0,1279257000.0,,,,,,,,,57938000.0,,,,,16579000.0,,,531588000.0,,,,,,,,,,,23136000.0,,434042000.0,10810000.0,82028000.0,14789000.0,,24025000.0,,-114912000.0,,,,,,,,,,,,,,,,,,,,,,613551000.0,,,,,,665706000.0,,,,,43473000.0,,,,0.0,,,,163322000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,,,,,,,,,,,,,,,,,,-571000.0,,559694000.0,,,,37445000.0,,,,,,,,,,,0.01,,434042000.0,,1294000.0,,,-4588000.0,,1294000.0,,,0.0,,,,,,,,,102645000.0,-159894000.0,,,,,,,,,,,,,-13154000.0,,,-249385000.0,,,0.0,,,,,1402000.0,,,,2696000.0,,70756000.0,1261353000.0,,107165542.0,,,,,,0.01,40712000.0,,,,,19788000.0,,,535049000.0,,,,,,,,,,,-13154000.0,,274148000.0,1294000.0,64786000.0,17749000.0,,24645000.0,,-497489000.0,,,,,,,,,,,,,,,,119310272.0,,,,,,600406000.0,,,,,,660947000.0,,,,,-1264000.0,,,,-93808000.0,,,,89491000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,307835000.0,,,307835000.0,1113000.0,,,136648000.0,-90129000.0,1692055000.0,270484000.0,9996000.0,-1292000.0,116228380.0,,268880000.0,71897000.0,41000.0,268880000.0,615211000.0,785920000.0,2468490000.0,0.22,40996000.0,78187000.0,509583000.0,,21850000.0,509583000.0,,,,1113000.0,226777000.0,,-16100000.0,274148000.0,11476000.0,4890000.0,-113067000.0,106477650.0,-5462000.0,0.0,4890000.0,-10991000.0,95763000.0,0.0,,-372560000.0,,420902000.0,-612401000.0,150734000.0,1546782000.0,149446000.0,51084000.0,33687000.0,-92386000.0,-49271000.0,,,0.0,2173173000.0,1163129000.0,25419000.0,,-90129000.0,,19837000.0,-14405000.0,25419000.0,0.0,-2992000.0,,,0.0,51278000.0,136648000.0,-13364000.0,2268936000.0,4174000.0,,,,9064000.0,,-11947000.0,1352564000.0,,,785920000.0,2552640000.0,,,,,48553000.0,1370168000.0,226777000.0,2654143000.0,,17129000.0,,,592121000.0,1766720000.0,,199554000.0,,5122633000.0,-3818000.0,9996000.0,11476000.0,,0.0,-14405000.0,221213000.0,307835000.0,4890000.0,73150000.0,14547000.0,21850000.0,23090000.0,,0.0,-91893000.0,,-3818000.0,385145000.0,-13364000.0,,,1766720000.0,1163129000.0,,307835000.0,3062223000.0,23575000.0,1018311000.0,1370168000.0,,,,53122000.0,1546782000.0,,663764000.0,1692055000.0,3062223000.0,,385145000.0,25419000.0,688800000.0,48994000.0,0.24,,1018311000.0,-65421000.0,149446000.0,307835000.0,38280000.0,1915000.0,53122000.0,,295491000.0,36679000.0,2552640000.0,307835000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,300611000.0,,,300611000.0,,,,,,,,10317000.0,,,,261722000.0,,-619000.0,,576089000.0,,,,40353000.0,,,,21850000.0,552676000.0,,,,150000.0,,0.229933,,307835000.0,8642000.0,28169000.0,,,-5463000.0,,28169000.0,,,1384000.0,,,,,,,,152584000.0,10011000.0,-7224000.0,,,,,0.0,,,,,,,,-16213000.0,,,-2406000.0,,,1002000.0,,140635000.0,14805000.0,,19916000.0,,0.0,17585000.0,48085000.0,,-72892000.0,1341929000.0,,109411287.0,695111000.0,,,,,0.25746,88745000.0,1343733000.0,,,,17765000.0,,,556705000.0,,,,,,,,,,,-14829000.0,,300611000.0,28169000.0,107822000.0,15660000.0,,19384000.0,,0.0,,,-3736000.0,,,,,1767475000.0,1161745000.0,,,,,,,122509408.0,,,,1542063000.0,,664834000.0,1671529000.0,3015262000.0,,305404000.0,,677095000.0,,,,994926000.0,23385000.0,,,,552000.0,53838000.0,,,-6202000.0,2462586000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.285804800,366526000.0,,,366526000.0,,,,,,,,9367000.0,,,,254561000.0,,-6803000.0,,596742000.0,,,,38830000.0,,,,21850000.0,601299000.0,,,,1154000.0,,0.12,,300611000.0,24500000.0,14817000.0,,,-90462000.0,,14817000.0,,,0.0,,,,,,,,179034000.0,160874000.0,65915000.0,,,,,0.0,,,,,,,,-22744000.0,,,-72215000.0,,,0.0,,150952000.0,29622000.0,,11459000.0,,0.0,9437000.0,26276000.0,,113871000.0,1367214000.0,,109411287.0,773171000.0,,,,,0.14,71909000.0,1405264000.0,,,,3161000.0,,,577154000.0,,,,,,,,,,,-22744000.0,,366526000.0,14817000.0,84694000.0,11635000.0,,19588000.0,,0.0,,,-3654000.0,,,,,1707634000.0,1152238000.0,,,,,,,122509408.0,,,,1453081000.0,,668651000.0,1676840000.0,3082104000.0,,361627000.0,,698563000.0,,,,972542000.0,22384000.0,,,,15227000.0,52100000.0,,,138130000.0,2480805000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,457772000.0,,,457772000.0,,,,,,,,,,,,247399000.0,,-291000.0,,595471000.0,,,,52897000.0,,,,263603000.0,884506000.0,,,,1315000.0,,0.18,,366526000.0,0.0,23638000.0,,,-248386000.0,,23638000.0,,,0.0,,,,,,,,274712000.0,109920000.0,91246000.0,,,,,34045000.0,,,,,,,,-22476000.0,,,3802000.0,,,251726000.0,,159794000.0,53260000.0,,-1695000.0,,,,21943000.0,,67038000.0,1389176000.0,,118804903.0,1073662000.0,,,,,0.2,75131000.0,1531964000.0,,,,25665000.0,,,574675000.0,,,,,,,,,,,-22476000.0,,457772000.0,23638000.0,95636000.0,11908000.0,,20796000.0,,0.0,,,-3572000.0,,,,,1240364000.0,1163457000.0,,,,,,,131215531.0,,,,965652000.0,,670602000.0,1666568000.0,3198532000.0,,412448000.0,,718574000.0,,,,1011662000.0,-39120000.0,,,,195000.0,95918000.0,,,87444000.0,2314026000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.301529600,192631000.0,,90474000.0,192631000.0,1315000.0,,,173430000.0,-138095000.0,1658374000.0,296339000.0,,-59488000.0,127448700.0,,240238000.0,48678000.0,-58250000.0,240238000.0,666595000.0,866135000.0,2754341000.0,0.66,-6351000.0,43177000.0,907250000.0,,30000000.0,907250000.0,,,,1315000.0,311525000.0,,-1637850000.0,457772000.0,23311000.0,18070000.0,-115204000.0,114478947.0,-1293539000.0,35475000.0,18070000.0,-87400000.0,80603000.0,0.0,,-324143000.0,,307835000.0,0.0,131892000.0,964328000.0,195836000.0,15534000.0,-265141000.0,-92693000.0,-88784000.0,,,35475000.0,2354294000.0,1163549000.0,84694000.0,,-138095000.0,,42763000.0,-27351000.0,84694000.0,0.0,-253324000.0,,,-1593000.0,2792000.0,173430000.0,71330000.0,2434897000.0,13690000.0,,,,31760000.0,,-105225000.0,1492977000.0,,,866135000.0,2116773000.0,,90474000.0,,,83659000.0,1365649000.0,311525000.0,2836955000.0,,59151000.0,,,645760000.0,1250638000.0,,319444000.0,,5591296000.0,-5453000.0,,23311000.0,,251135000.0,-27351000.0,207555000.0,192631000.0,18070000.0,46244000.0,9475000.0,30000000.0,20835000.0,,0.0,15974000.0,,-5453000.0,520859000.0,71330000.0,,,1250638000.0,1163549000.0,,192631000.0,3024023000.0,43370000.0,1111004000.0,1365649000.0,,,,81157000.0,964328000.0,,750254000.0,1658374000.0,3024023000.0,,520859000.0,84694000.0,742723000.0,128064000.0,0.74,,1111004000.0,-99342000.0,195836000.0,192631000.0,1384000.0,0.0,81157000.0,,340559000.0,-11817000.0,2116773000.0,192631000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,228513000.0,,90311000.0,228513000.0,,,,,-151298000.0,,,,,,,236147000.0,,-442000.0,,621883000.0,,,,12294000.0,,,,33125000.0,974162000.0,,,,1323000.0,,0.37,,192631000.0,0.0,51136000.0,,,-7500000.0,,51136000.0,,,0.0,,,,,,,,200963000.0,53844000.0,35882000.0,,,,,47754000.0,,,,,,,,-17601000.0,,,-361000.0,,,2418000.0,,177254000.0,122466000.0,,34250000.0,,,,85386000.0,,-24685000.0,1446836000.0,,127975481.0,808157000.0,,,,,0.4,98122000.0,1376788000.0,328552000.0,,,9525000.0,,,604025000.0,,,,,,,,,,,-17601000.0,,228513000.0,51136000.0,115538000.0,10677000.0,,17858000.0,,,,,-5346000.0,,,,,1245250000.0,1163712000.0,,,,,,,139922465.0,,,,953976000.0,,720005000.0,1650781000.0,3027569000.0,,314168000.0,,726831000.0,,,,1079944000.0,31060000.0,,,,2619000.0,73668000.0,,,36243000.0,2053407000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
