date,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualOperatingIncome,quarterlyRetainedEarnings,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualChangeInAccountPayable,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,annualAccountsPayable,trailingCostOfRevenue,quarterlyDilutedAverageShares,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,trailingTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashDividendsPaid,annualPretaxIncome,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyBasicEPS,quarterlyTotalAssets,trailingOperatingIncome,annualOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,annualLongTermDebt,annualOtherNonCashItems,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingPretaxIncome,quarterlyOtherCurrentAssets,annualTotalAssets,annualDilutedEPS,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,annualRetainedEarnings,quarterlyInventory,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingNetOtherInvestingChanges,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualGrossProfit,annualNetPPE,quarterlyOperatingExpense,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualEbitda,quarterlyStockholdersEquity,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualChangeInInventory,quarterlyChangesInAccountReceivables,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualGrossPPE,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualIncomeTaxPayable,quarterlyBasicAverageShares,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,trailingOperatingExpense,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualChangesInAccountReceivables,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyAccountsPayable,trailingInterestExpense,trailingCashDividendsPaid,trailingNetIncome,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyNetPPE,trailingChangeInInventory,trailingNetOtherFinancingCharges,annualBasicAverageShares,annualOtherCurrentLiabilities,trailingStockBasedCompensation,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualCapitalStock,trailingChangesInAccountReceivables,annualGoodwill,annualInterestExpense,annualStockBasedCompensation,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingDeferredIncomeTax,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.294278400,,,,,,10600000.0,,823700000.0,,,145800000.0,,-12800000.0,,,4730900000.0,,7650700000.0,,,4300000.0,,5400000.0,0.21495,,,,,186200000.0,50100000.0,,16200000.0,,5900000.0,,11300000.0,,107500000.0,,,5900000.0,,800000.0,,,1201300000.0,,,,,25400000.0,,,45000000.0,9200000.0,,52200000.0,,744900000.0,,,0.21495,,,39700000.0,,,5900000.0,,,,,,9100000.0,13800000.0,555700000.0,,,,1140800000.0,,,,,,,,,-3900000.0,38300000.0,16000000.0,,,16200000.0,1900000.0,,,,,2919800000.0,,,12900000.0,,-500000000.0,,,,,,,,,-952400000.0,-122400000.0,,,444200000.0,,,27448200.0,27800000.0,,,6300000.0,,,,,,-257200000.0,,,,,,27700000.0,1484900000.0,,,,1718500000.0,-317100000.0,-11800000.0,,,,,-309500000.0,,,,558700000.0,,900000.0,,199200000.0,-389600000.0,558700000.0,171200000.0,0.0,,,,,,-46900000.0,1000000.0,27448200.0,13000000.0,23900000.0,,21200000.0,,,,22000000.0,,40000000.0,,1100000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.325900800,,,,,,11100000.0,,,,,151000000.0,,,,,,,,,,3500000.0,24900000.0,5700000.0,0.244096,,,,,,,,16500000.0,,6700000.0,,12400000.0,,110200000.0,,,6700000.0,,800000.0,,,,900000.0,,,,27600000.0,,,48100000.0,8400000.0,,55000000.0,,,,73000000.0,0.244096,,,42900000.0,,,6700000.0,,,,,,,15500000.0,,,,,,,,,,,,,,,40800000.0,17100000.0,,,16500000.0,2300000.0,,,,,,,18000000.0,13200000.0,,,,,,,,,,,,,,,,,,27448200.0,29600000.0,,,,,1000000.0,,,,,,,,,,29700000.0,,,,,,,-12500000.0,,,,,,,,,,,900000.0,,,,,,,,,,,,,,27448200.0,14700000.0,,,25000000.0,,,,,,,,1000000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.357436800,,,,,,13900000.0,,,,,169400000.0,,,,,,,,,,1900000.0,23000000.0,6800000.0,0.280528,,,,,,,,9600000.0,,7700000.0,,14500000.0,,122200000.0,,,7700000.0,,800000.0,,,,1300000.0,,,,31000000.0,,,50300000.0,7600000.0,,52900000.0,,,,73300000.0,0.280528,,,44800000.0,,,7700000.0,,,,,,,14300000.0,,,,,,,,,,,,,,,47200000.0,19100000.0,,,9600000.0,1700000.0,,,,,,,20400000.0,16200000.0,,,,,,,,,,,,,,,,,,27448200.0,32300000.0,,,,,1100000.0,,,,,,,,,,33300000.0,,,,,,,-13200000.0,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,27448200.0,13500000.0,,,27300000.0,,,,,,,,1100000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.388972800,,,,,,18000000.0,,,,,190700000.0,,,,,,,,,,3600000.0,28300000.0,9000000.0,0.364323,,,,,,,,25600000.0,,10000000.0,,19000000.0,,134600000.0,,,10000000.0,,900000.0,,,,3400000.0,,,,35100000.0,,,58400000.0,6800000.0,,62300000.0,,,,86700000.0,0.364323,,,52900000.0,,,10000000.0,,,,,,,19800000.0,,,,,,,,,,,,,,,56100000.0,21000000.0,,,25600000.0,1900000.0,,,,,,,24400000.0,21000000.0,,,,,,,,,,,,,,,,,,27448200.0,32900000.0,,,,,1700000.0,,,,,,,,,,38100000.0,,,,,,,-11900000.0,,,,,,,,,,,1500000.0,,,,,,,,,,,,,,27448200.0,18900000.0,,,19300000.0,,,,,,,,900000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.420508800,,,,,,19700000.0,,,,,200400000.0,,,,,,,,,,2300000.0,32300000.0,10400000.0,0.448117,,,,,,,,26400000.0,,12300000.0,,22700000.0,,137200000.0,,,12300000.0,,900000.0,,,,2100000.0,,,,40300000.0,,,67600000.0,7900000.0,,70700000.0,,,,99900000.0,0.448117,,,62000000.0,,,12300000.0,,,,,,,22400000.0,,,,,,,,,,,,,,,63200000.0,27100000.0,,,26400000.0,3800000.0,,,,,,,29200000.0,22900000.0,,,,,,,,,,,,,,,,,,27448200.0,40800000.0,,,,,2000000.0,,,,,,,,,,43500000.0,,,,,,,-13700000.0,,,,,,,,,,,1700000.0,,,,,,,,,,,,,,27448200.0,21500000.0,,,27200000.0,,,,,,,,800000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.444355200,,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,,,,,,51400000.0,,,,,,,,3200000.0,,,,,0.116583,,,,3200000.0,3200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,,,,,,,,,,,,,51400000.0,,,,,,,,,,,,,51400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.452131200,23500000.0,78700000.0,,,,24000000.0,72500000.0,,,,214900000.0,,,,,,,,,,2900000.0,33200000.0,12300000.0,0.506408,,,32800000.0,,,,56400000.0,34100000.0,,13900000.0,,26200000.0,,143200000.0,4200000.0,,13900000.0,,800000.0,,111500000.0,,1800000.0,4200000.0,4200000.0,33200000.0,44000000.0,2700000.0,1800000.0,78300000.0,7000000.0,,78700000.0,,,2900000.0,111500000.0,0.506408,,,72500000.0,27900000.0,,13900000.0,,,,,,,23500000.0,,2200000.0,7000000.0,,,,,,,,,,,,71700000.0,31000000.0,,,34100000.0,2900000.0,,,,34100000.0,,34100000.0,32800000.0,27700000.0,78300000.0,,,,,,,,,,,,,,,800000.0,,27448200.0,46300000.0,-15300000.0,,,,2700000.0,,,,,,,46300000.0,,,47700000.0,,,,,,,-15300000.0,,,,,,,-134500000.0,22700000.0,,,2200000.0,,,,,,,,,-134500000.0,,31000000.0,,,27448200.0,22700000.0,,,27900000.0,,,,,,,,800000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.460080000,,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,,,,,,52700000.0,,,,,,,,3600000.0,,,,,0.131156,,,,3600000.0,3600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,,,,,,,,,,,,,52700000.0,,,,,,,,,,,,,52700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.468028800,,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,,,,,,60500000.0,,,,,,,,3600000.0,,,,,0.131156,,,,3600000.0,3600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,,,,,,,,,,,,,60500000.0,,,,,,,,,,,,,60500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.475977600,,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,,,,,,54300000.0,,,,,,,,3500000.0,,,,,0.127513,,,,3500000.0,3500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,,,,,,,,,,,,,54300000.0,,,,,,,,,,,,,54300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
