date,annualNetIncome,trailingPretaxIncome,trailingCashDividendsPaid,annualTotalAssets,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyCostOfRevenue,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualAccountsReceivable,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualPretaxIncome,annualGoodwill,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCurrentDebt,trailingInvestingCashFlow,annualAccountsPayable,annualOtherCurrentAssets,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,quarterlyGoodwill,trailingStockBasedCompensation,annualInvestingCashFlow,trailingCommonStockIssuance,annualLongTermDebt,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyTaxProvision,annualCurrentDeferredRevenue,quarterlyEbitda,trailingTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyAccumulatedDepreciation,trailingGrossProfit,trailingChangeInInventory,annualCapitalStock,annualTotalRevenue,annualPurchaseOfBusiness,annualCostOfRevenue,annualNetOtherFinancingCharges,annualCurrentDebt,annualFreeCashFlow,annualStockBasedCompensation,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,trailingOtherNonCashItems,trailingNetIncomeContinuousOperations,annualGrossProfit,annualChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,annualOperatingExpense,quarterlyDilutedEPS,trailingSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,trailingOperatingExpense,quarterlyIncomeTaxPayable,trailingFreeCashFlow,quarterlyTotalRevenue,annualChangeInInventory,quarterlyPretaxIncome,quarterlyOperatingIncome,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,quarterlyNetPPE,quarterlyGrossPPE,quarterlyCurrentAssets,trailingBeginningCashPosition,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,trailingChangesInAccountReceivables,trailingInterestExpense,quarterlyChangeInInventory,annualChangeInCashSupplementalAsReported,annualBasicEPS,annualGrossPPE,trailingDeferredIncomeTax,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,annualBeginningCashPosition,quarterlyChangesInAccountReceivables,annualOtherNonCurrentLiabilities,trailingRepurchaseOfCapitalStock,annualInterestExpense,annualBasicAverageShares,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,trailingRepaymentOfDebt,annualRepaymentOfDebt,quarterlyStockholdersEquity,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,annualTaxProvision,trailingEndCashPosition,quarterlyOtherIncomeExpense,quarterlyBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashFlowFromContinuingFinancingActivities,quarterlySellingGeneralAndAdministration,trailingChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCurrentLiabilities,quarterlyCashAndCashEquivalents,annualCurrentAccruedExpenses,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,trailingOperatingCashFlow,quarterlyInventory,annualCommonStockIssuance,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,trailingOperatingIncome,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualEbitda,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,annualDilutedAverageShares,annualOperatingCashFlow,annualNetOtherInvestingChanges,annualCurrentAssets,annualDilutedEPS,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualSaleOfInvestment,annualNonCurrentDeferredRevenue,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,quarterlySaleOfInvestment,trailingDepreciationAndAmortization,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,trailingDilutedEPS,annualDepreciationAndAmortization,trailingDilutedAverageShares,trailingResearchAndDevelopment
1970-01-01 00:00:01.262217600,136000000.0,971000000.0,0.0,10553000000.0,,,,,,-1000000.0,,,,,413000000.0,,,243000000.0,1003000000.0,,-24000000.0,,,,,11000000.0,,-1000000000.0,499000000.0,691000000.0,,742000000.0,,34000000.0,-1435000000.0,2000000.0,,2382000000.0,,34000000.0,5341000000.0,256000000.0,61000000.0,,,,239000000.0,,,,1149000000.0,1000000.0,5269000000.0,3681000000.0,0.0,1714000000.0,-14000000.0,1216000000.0,-253000000.0,,5148000000.0,1841000000.0,,-32000000.0,732000000.0,1967000000.0,-11000000.0,,,1225000000.0,,563000000.0,-3527000000.0,,,149000000.0,,,823000000.0,,-416000000.0,,24000000.0,,,1233000000.0,31000000.0,,,,,50000000.0,732000000.0,54000000.0,,,,,-191000000.0,159000000.0,,2000000.0,0.690005,11189000000.0,274000000.0,136000000.0,106000000.0,32000000.0,,327000000.0,-43000000.0,82000000.0,197100000.0,95000000.0,,,,,,-2690000000.0,,,-1434000000.0,251000000.0,9354000000.0,732000000.0,-18000000.0,-1553000000.0,0.0,-25000000.0,-7000000.0,,,,,94000000.0,32000000.0,,,,-155000000.0,,171000000.0,,2552000000.0,,231000000.0,804000000.0,2596000000.0,-17000000.0,,,,1137000000.0,,,,,,,,326000000.0,,,,,34000000.0,1219000000.0,150000000.0,72000000.0,7662000000.0,34000000.0,,197100000.0,1181000000.0,0.0,1199000000.0,0.690005,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,,,,,,,4000000.0,,,,622000000.0,45000000.0,,,,,,,,,,,,81000000.0,21000000.0,,,,,,83000000.0,,,,,,,,,,,,,44000000.0,,366000000.0,,,4000000.0,,,,,,,,,,,,,,,,,,,,-39000000.0,,0.410959,,,,-284000000.0,,,329000000.0,,,,1164000000.0,,127000000.0,257000000.0,,,,,,,,,,-5000000.0,,29000000.0,,,,11000000.0,,,,,,,,40000000.0,,,,,,-30000000.0,,,34000000.0,542000000.0,,,,,,,,,,,,,,0.0,,197100000.0,,,5000000.0,0.410959,,,61000000.0,,,,,,,,,,-2000000.0,197100000.0,,,,285000000.0,1000000.0,,,-286000000.0,,38000000.0,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,,,,,-4000000.0,,,,662000000.0,-70000000.0,,,,,,,,,,,,29000000.0,21000000.0,,,,,,32000000.0,,,,,,,,,,,,,18000000.0,,290000000.0,,,6000000.0,,,,,,,,,,,,,,,,,,,,67000000.0,,,,,,-267000000.0,,,197000000.0,,,,895000000.0,,50000000.0,-58000000.0,,,,,,,,,,-42000000.0,,-17000000.0,,,,-36000000.0,,,,,,,,55000000.0,,,,,,-35000000.0,,,38000000.0,233000000.0,,,,,,,,,,,,,,1000000.0,,,,,15000000.0,,,,61000000.0,,,,,,,,,,-2000000.0,,,,,291000000.0,37000000.0,,,-268000000.0,,34000000.0,29000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.285804800,,,,,,,1000000.0,,,,633000000.0,-583000000.0,,,,,,,,,,,,-1413000000.0,34000000.0,,,,,,-1410000000.0,,,,,,,,,,,,,-229000000.0,,-1381000000.0,,,1705000000.0,,,,,,,,,,,,,,,,,,,,554000000.0,,,,,,-909000000.0,,,326000000.0,,,,990000000.0,,-1639000000.0,56000000.0,,,,,,,,,,6000000.0,,-185000000.0,,,,0.0,,,,,,,,-6000000.0,,,,,,4000000.0,,,34000000.0,357000000.0,,,,,,,,,,,,,,32000000.0,,,,,-1661000000.0,,,,61000000.0,,,,,,,,,,-2000000.0,,,,,301000000.0,12000000.0,,,-879000000.0,,35000000.0,-1413000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,-1290000000.0,,,9846000000.0,,407000000.0,2000000.0,0.0,,-7000000.0,107000000.0,-192000000.0,158000000.0,422000000.0,422000000.0,8888000000.0,,-1424000000.0,0.0,9846000000.0,,,105000000.0,13000000.0,32000000.0,1734000000.0,2261000000.0,,515000000.0,422000000.0,21000000.0,828000000.0,0.0,,-2337000000.0,,,,2179000000.0,37000000.0,4428000000.0,1284000000.0,77000000.0,17000000.0,,291000000.0,,,19000000.0,-4115000000.0,,,4260000000.0,4034000000.0,-949000000.0,2024000000.0,239000000.0,2261000000.0,-800000000.0,,5346000000.0,1629000000.0,,,,2010000000.0,-89000000.0,,702000000.0,1182000000.0,,,-4115000000.0,,-396000000.0,-1274000000.0,,204000000.0,,,,985000000.0,-16000000.0,38000000.0,573000000.0,,28000000.0,3167000000.0,8449000000.0,12564000000.0,958000000.0,,,,-48000000.0,,6000000.0,422000000.0,,,9000000.0,3000000.0,-6.544901,12564000000.0,,-1290000000.0,-167000000.0,34000000.0,-61000000.0,407000000.0,,108000000.0,197100000.0,105000000.0,7000000.0,515000000.0,4260000000.0,35000000.0,878000000.0,,,4428000000.0,-1856000000.0,253000000.0,8888000000.0,,,,0.0,,-1660000000.0,168000000.0,442000000.0,,,-150000000.0,,-19000000.0,,1629000000.0,,70000000.0,,37000000.0,3167000000.0,37000000.0,158000000.0,,2179000000.0,-54000000.0,,-1000000.0,,,77000000.0,,305000000.0,189000000.0,,,-904000000.0,,37000000.0,13000000.0,,5346000000.0,37000000.0,-434000000.0,161000000.0,168000000.0,8449000000.0,37000000.0,161000000.0,197100000.0,1056000000.0,475000000.0,958000000.0,-6.544901,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.301529600,,,,,,395000000.0,3000000.0,0.0,,,519000000.0,-79000000.0,156000000.0,399000000.0,,8920000000.0,,,,9764000000.0,,,109000000.0,-3000000.0,45000000.0,,2364000000.0,,,,7000000.0,,,,,,,,2165000000.0,,,,,3000000.0,,273000000.0,,,24000000.0,-4286000000.0,,,,,,,,,,,,,,,,,,,105000000.0,,-0.015221,,,,-319000000.0,,,240000000.0,,,,984000000.0,,10000000.0,163000000.0,,,3159000000.0,8503000000.0,12789000000.0,844000000.0,,,,10000000.0,,-11000000.0,362000000.0,,,33000000.0,,,,,,,,6000000.0,,,,,,-18000000.0,438000000.0,4258000000.0,37000000.0,465000000.0,,,4366000000.0,,,,,,,,,,108000000.0,-19000000.0,,197100000.0,,,6000000.0,-0.015221,1612000000.0,,70000000.0,,40000000.0,,40000000.0,,,,,,-4000000.0,197100000.0,,43000000.0,,302000000.0,2000000.0,,,-342000000.0,,40000000.0,-3000000.0,,5324000000.0,,,,,,,141000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,,,,,94000000.0,-4000000.0,0.0,,,526000000.0,-81000000.0,155000000.0,436000000.0,,9014000000.0,,,,9895000000.0,,,114000000.0,25000000.0,44000000.0,,0.0,,,,30000000.0,,,,,,,,2151000000.0,,,,,17000000.0,,327000000.0,,,18000000.0,-4536000000.0,,,,,,,,,,,,,,,,,,,38000000.0,,0.13,,,0.0,-364000000.0,,,283000000.0,,,,953000000.0,,47000000.0,79000000.0,,,875000000.0,8654000000.0,13190000000.0,881000000.0,,,,7000000.0,,-6000000.0,70000000.0,,,-26000000.0,,,,,,,,-27000000.0,,,,,,81000000.0,562000000.0,6678000000.0,40000000.0,427000000.0,,,6793000000.0,,,,,,,,,,115000000.0,41000000.0,,197100000.0,,,12000000.0,0.13,1639000000.0,,63000000.0,,36000000.0,,36000000.0,,,,,,-2000000.0,197100000.0,,70000000.0,,348000000.0,-18000000.0,,,-325000000.0,,36000000.0,25000000.0,,3026000000.0,,,,,,,108000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.317340800,,,,,,103000000.0,14000000.0,0.0,,,559000000.0,-40000000.0,171000000.0,485000000.0,,9071000000.0,,,,10141000000.0,,,119000000.0,14000000.0,0.0,,0.0,,,,19000000.0,,,,,,,,2128000000.0,,,,,10000000.0,,279000000.0,,,78000000.0,-4756000000.0,,,,,,,,,,,,,,,,,,,38000000.0,,0.07,,,0.0,-405000000.0,,,365000000.0,,,,995000000.0,,29000000.0,22000000.0,,,1006000000.0,8729000000.0,13485000000.0,1070000000.0,,,,10000000.0,,11000000.0,65000000.0,,,-12000000.0,,,,,,,,-18000000.0,,,,,,15000000.0,635000000.0,6729000000.0,36000000.0,436000000.0,,,6929000000.0,,,,,,,,,,200000000.0,18000000.0,,197100000.0,,,7000000.0,0.07,1656000000.0,,70000000.0,,50000000.0,,50000000.0,,,,,,-2000000.0,197100000.0,,82000000.0,,414000000.0,38000000.0,,,-389000000.0,,50000000.0,14000000.0,,3134000000.0,,,,,,,105000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,-302000000.0,,,10432000000.0,,155000000.0,476000000.0,0.0,1503000000.0,-12000000.0,291000000.0,-166000000.0,107000000.0,509000000.0,509000000.0,8758000000.0,,-417000000.0,,10432000000.0,,,125000000.0,-338000000.0,19000000.0,694000000.0,0.0,,702000000.0,59000000.0,-326000000.0,183000000.0,,,-1556000000.0,,1503000000.0,,3517000000.0,526000000.0,5678000000.0,839000000.0,74000000.0,-174000000.0,,-234000000.0,,,579000000.0,-4036000000.0,,,2000000.0,3959000000.0,0.0,2112000000.0,-822000000.0,0.0,-366000000.0,,4673000000.0,1556000000.0,,,,1847000000.0,25000000.0,,658000000.0,1664000000.0,,,-4036000000.0,0.0,-484000000.0,-272000000.0,,318000000.0,,,,983000000.0,3000000.0,-500000000.0,50000000.0,,-90000000.0,1156000000.0,8476000000.0,12512000000.0,1674000000.0,,,,-2000000.0,,-170000000.0,59000000.0,,,8000000.0,489000000.0,-1.532995,12512000000.0,,-302000000.0,-176000000.0,37000000.0,-51000000.0,155000000.0,,108000000.0,197000000.0,125000000.0,53000000.0,702000000.0,2000000.0,50000000.0,692000000.0,,,5678000000.0,-1572000000.0,285000000.0,8758000000.0,,,,0.0,,-492000000.0,219000000.0,-12000000.0,,,-145000000.0,,-531000000.0,,1556000000.0,,77000000.0,,526000000.0,1156000000.0,526000000.0,107000000.0,,3517000000.0,131000000.0,,-4000000.0,,,74000000.0,,642000000.0,-844000000.0,0.0,,-500000000.0,,526000000.0,-338000000.0,,4673000000.0,526000000.0,642000000.0,147000000.0,219000000.0,8476000000.0,526000000.0,147000000.0,197000000.0,1206000000.0,28000000.0,1674000000.0,-1.532995,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.333152000,,,,,,151000000.0,-164000000.0,152000000.0,1509000000.0,,587000000.0,-176000000.0,261000000.0,414000000.0,,8585000000.0,,,,10269000000.0,,,132000000.0,-43000000.0,24000000.0,,,,,,-38000000.0,,,,,,,,3498000000.0,,,,,-25000000.0,,196000000.0,,,70000000.0,-4211000000.0,,,,,,,,,,,,,-43000000.0,,,,,,-21000000.0,,-0.216407,,,0.0,-428000000.0,,1000000.0,252000000.0,,,,896000000.0,,-63000000.0,-11000000.0,,,1062000000.0,8289000000.0,12500000000.0,1684000000.0,,,,24000000.0,,-37000000.0,331000000.0,,,11000000.0,,,,,,,,96000000.0,,,,,,-80000000.0,531000000.0,2000000.0,526000000.0,309000000.0,,,5625000000.0,,,,,,,,,,217000000.0,35000000.0,,198700000.0,,,-28000000.0,-0.216407,1516000000.0,,68000000.0,,362000000.0,,362000000.0,,,,,,-2000000.0,198700000.0,,61000000.0,,320000000.0,-28000000.0,,,-395000000.0,,362000000.0,-43000000.0,,4560000000.0,,,,,,,142000000.0,,,,,,,,,,,,,,,,,,,,,,,,
