date,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,annualOtherCurrentLiabilities,quarterlyEbitda,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualTaxProvision,annualEndCashPosition,trailingInterestExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,annualInterestExpense,trailingResearchAndDevelopment,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyChangeInInventory,trailingNetIncomeCommonStockholders,trailingDeferredIncomeTax,annualBasicAverageShares,annualTotalRevenue,annualRepaymentOfDebt,trailingChangeInAccountPayable,trailingFreeCashFlow,annualTotalNonCurrentAssets,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyPretaxIncome,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyTaxProvision,quarterlyOtherNonCashItems,annualInventory,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualResearchAndDevelopment,quarterlyDilutedAverageShares,annualChangeInInventory,quarterlyTotalRevenue,quarterlyNetPPE,trailingTaxProvision,annualBasicEPS,quarterlyOperatingIncome,annualCurrentDebt,trailingNetIncome,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCashDividendsPaid,annualNetIncome,annualBeginningCashPosition,annualCostOfRevenue,quarterlyCapitalExpenditure,annualOperatingExpense,annualNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualDilutedAverageShares,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInterestExpense,annualLongTermDebt,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,trailingInvestingCashFlow,quarterlyAccountsReceivable,quarterlyGoodwill,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyOtherIncomeExpense,trailingChangeInInventory,quarterlyInventory,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,annualDepreciationAndAmortization,annualStockBasedCompensation,quarterlyRepaymentOfDebt,quarterlyCostOfRevenue,annualGoodwill,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,trailingGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyOperatingExpense,quarterlyCashDividendsPaid,annualOtherIncomeExpense,annualOtherIntangibleAssets,annualChangeInAccountPayable,annualDilutedEPS,trailingOtherIncomeExpense,annualOperatingIncome,quarterlyDepreciationAndAmortization,trailingOperatingIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualCommonStockIssuance,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingTotalRevenue,quarterlyCashAndCashEquivalents,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGrossPPE,annualAccountsPayable,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualEbitda,annualOperatingCashFlow,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyBasicEPS,trailingEndCashPosition,annualPretaxIncome,quarterlyNetOtherFinancingCharges,trailingPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,trailingBasicAverageShares,annualInvestmentsAndAdvances,trailingCashDividendsPaid,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,annualPurchaseOfBusiness,trailingBasicEPS,trailingCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGainsLossesNotAffectingRetainedEarnings,annualIncomeTaxPayable,trailingDilutedAverageShares
1970-01-01 00:00:01.325289600,,292270000.0,380200000.0,-14867000.0,,,,,,-62331000.0,,,,-241000.0,908403000.0,166610000.0,,,,0.0,,-86722000.0,,36951000.0,,86191000.0,1146000.0,,,,,,-109207000.0,1430000.0,,7252000.0,1142000.0,,,-396000.0,134000.0,67609000.0,,,,166523000.0,21715000.0,47686326.0,57206000.0,0.0,-1680000.0,128665000.0,,,43932000.0,,,,-5782000.0,,,105051000.0,,,,,,2204000.0,1225000.0,,-75000.0,,,41057000.0,0.029988,,,166610000.0,34000.0,,,,-1443000.0,1430000.0,6106000.0,13274000.0,,42476000.0,1430000.0,,114200000.0,,,-102299000.0,,,48371489.0,-68665000.0,,,,,,,,39391000.0,,,165000.0,70850000.0,,,46190000.0,,,,,-431000.0,,,94360000.0,,5286000.0,,,,,,,215387000.0,,-60178000.0,,,589543000.0,,,,,108000.0,,-597000.0,0.029563,-534000.0,1456000.0,,209343000.0,,,,,,,-1775000.0,694594000.0,,,,,,112924000.0,6850000.0,9085000.0,,,,,-87441000.0,,-173313000.0,,,,1021327000.0,1430000.0,,207667000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,,,,-5971000.0,,,,,,,,,,-133000.0,,,,,340091000.0,0.0,,,-8015000.0,48627000.0,417000.0,71001000.0,6183000.0,,,5856000.0,324266000.0,,,-406000.0,-84000.0,13435000.0,,,,,6977000.0,,,,,,,47686326.0,76810000.0,-401000.0,,,85766000.0,,60484000.0,,,371186000.0,5003000.0,,,,,,714000.0,324266000.0,,5526000.0,1632000.0,,8000.0,,,,-0.008514,,2151000.0,,,1037000.0,,,-18965000.0,-406000.0,7252000.0,16326000.0,,54351000.0,-406000.0,,,,,-76983000.0,,0.0,48371489.0,,,54671000.0,,,,26399000.0,,,,,162000.0,,,,,,335664000.0,-8871000.0,,,,425857000.0,72192000.0,7356000.0,5522000.0,503000.0,,,51889000.0,,622000.0,,0.0,,,,,,,,,354000.0,8321000.0,1157000.0,-0.008514,,6133000.0,,,13435000.0,,324266000.0,,2409000.0,,,,,35522000.0,33154000.0,2354000.0,,,12009000.0,10974000.0,25139000.0,,,,-71118000.0,,,,,,,-490000.0,,,0.0,,13435000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.364688000,,,,,,,-1008000.0,,22732000.0,,,-411000.0,161000.0,,,,,,,,,,,,,,,-26030000.0,722000.0,,,7445000.0,,,,,,17227000.0,-27257000.0,,,,15854000.0,,-30000.0,,,,,,,,,,,3876000.0,,,,,,,1241000.0,57000.0,,,,,,48371489.0,,27577000.0,,,,5539000.0,,,,,,26525000.0,,,,,-1227000.0,,,2635000.0,,4524000.0,2635000.0,,,,,,455000.0,,,3792000.0,2274000.0,,,,,,,,,,,,,,611000.0,,,,,,,,-100000.0,4845000.0,,,,,,,0.054474,,,,,17193000.0,1603000.0,,,,,,,1295000.0,,,47686326.0,,,,13435000.0,,,,,,,,,,,,,147000.0,,,,,,2635000.0,0.055257,,,26030000.0,,,3297000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,,,,,,,0.0,,19146000.0,,,-224000.0,2208000.0,,,,,,,,,,,,,,,64797000.0,122000.0,,,4143000.0,,,,,,17776000.0,63185000.0,,,,14756000.0,,117000.0,,,,,,,,,,,529000.0,,,,,,,169000.0,59000.0,,,,,,48371489.0,,23914000.0,,,,3193000.0,,,,,,-67018000.0,,,,,-1612000.0,,,360000.0,,4382000.0,360000.0,,,,,,324000.0,,,549000.0,2326000.0,,,,,,,,,,,,,,-338000.0,,,,,,,,-97000.0,4768000.0,,,,,,,0.007442,,,,,15953000.0,-2123000.0,,,,,,,1288000.0,,,47686326.0,,,,17227000.0,,,,,,,,,,,,,-84000.0,,,,,,360000.0,0.007549,,,-64798000.0,,,2770000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,,,,,,,-53000.0,,20490000.0,,,476000.0,1760000.0,,,,,,,,,,,,,,,43526000.0,81000.0,,,3159000.0,,,,,,21138000.0,40122000.0,,,,17154000.0,,-208000.0,,,,,,,,,,,-623000.0,,,,,,,-199000.0,62000.0,,,,,,48371489.0,,25830000.0,,,,1839000.0,,,,,,-39950000.0,,,,,-3404000.0,,,-424000.0,,3190000.0,-424000.0,,,,,,538000.0,,,3362000.0,2329000.0,,0.0,,,,,,,,,,,,-133000.0,,,,,,,,,5340000.0,,,,,,,-0.008891,,,,,18651000.0,,,,,,,,1453000.0,,,47686326.0,,,,17776000.0,,,,,,,,,,,,,-148000.0,,,,,,-424000.0,-0.008891,,,-42364000.0,,,-214000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,50211000.0,,,-17176000.0,,,0.0,,24342000.0,,,2826000.0,6111000.0,-1083000.0,,,10990000.0,5020000.0,474260000.0,-1061000.0,455779000.0,,-11540000.0,71565000.0,461000.0,130866000.0,-162000.0,-213807000.0,,11057000.0,455779000.0,1255000.0,,1244000.0,,13273000.0,,13273000.0,-224492000.0,,2805000.0,,23801000.0,1752000.0,257000.0,,,47686326.0,107601000.0,0.0,,,97730000.0,482983000.0,86710000.0,3929000.0,-2315000.0,570238000.0,6545000.0,474260000.0,87255000.0,,,1014000.0,578000.0,455779000.0,455779000.0,10240000.0,2146000.0,,136000.0,30280000.0,38671000.0,,0.02,-1254000.0,9545000.0,,,1582000.0,-11540000.0,205002000.0,-12225000.0,7711000.0,13435000.0,20891000.0,-10933000.0,77393000.0,7711000.0,5140000.0,,11625000.0,5140000.0,-148442000.0,,2738000.0,48371489.0,,829000.0,1752000.0,0.0,-7865000.0,-4124000.0,72420000.0,,,9545000.0,455779000.0,1192000.0,,1705000.0,51889000.0,,11057000.0,482983000.0,-2315000.0,1059000.0,,578000.0,571990000.0,124559000.0,10990000.0,5486000.0,,,5938000.0,51889000.0,72420000.0,1705000.0,,17452000.0,,,1582000.0,,2738000.0,,25596000.0,,1199000.0,6709000.0,2667000.0,0.02,,9317000.0,1450000.0,,13273000.0,,455779000.0,6709000.0,,21138000.0,,,13273000.0,87255000.0,50211000.0,5020000.0,17452000.0,,16002000.0,23721000.0,38671000.0,13273000.0,-998000.0,97730000.0,-131514000.0,,,571990000.0,-1327000.0,,,7711000.0,211998000.0,,0.0,692000.0,13273000.0,570238000.0,461000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.396224000,55414000.0,,,,239000.0,,0.0,,30063000.0,,,-1710000.0,-578000.0,,,,11979000.0,3310000.0,,,409218000.0,,,,,,,46561000.0,93000.0,,,5631000.0,,,,,,13125000.0,41401000.0,,,,24949000.0,6054000.0,126000.0,,,,,,,,,438269000.0,,1843000.0,1060000.0,,,430951000.0,87908000.0,,783000.0,70000.0,,,409218000.0,,,50811059.0,,36985000.0,42514000.0,,,3141000.0,,,,,-12900000.0,-43369000.0,,,,,-5160000.0,,,1060000.0,,1731000.0,1060000.0,,,,,,882000.0,,0.0,-237000.0,2067000.0,,,,13941000.0,409218000.0,,,737000.0,51889000.0,,9594000.0,,,769000.0,,452000.0,,,,,,-105000.0,6922000.0,,72376000.0,,,,,0.020862,1967000.0,,3081000.0,,26922000.0,0.0,,,,,,,1721000.0,,,50811059.0,,6306000.0,,13362000.0,,,13125000.0,,,,457000.0,,,,,13125000.0,968000.0,101280000.0,,,,532231000.0,1060000.0,0.020862,,,-47655000.0,,,-3429000.0,,526177000.0,571000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,59458000.0,,,,,,0.0,,26941000.0,,,-690000.0,-689000.0,,,,13350000.0,2620000.0,,,315629000.0,,,,,,,93590000.0,181000.0,,,1317000.0,,,,,,13968000.0,89472000.0,,,,21838000.0,67838000.0,-67000.0,,,,,,,,,329398000.0,,-1037000.0,467000.0,,,336492000.0,42959000.0,,-444000.0,4000.0,,,315629000.0,,,50284362.0,,33306000.0,45358000.0,,,3094000.0,,,,,-14100000.0,-92791000.0,,,,,-4118000.0,,,-593000.0,,4162000.0,-593000.0,,,,,,937000.0,,26528000.0,843000.0,674000.0,,,,893000.0,315629000.0,,,906000.0,51889000.0,,8315000.0,,,-3457000.0,,519000.0,,,,,,-65102000.0,6365000.0,,26528000.0,,,,,-0.01,1941000.0,,3081000.0,,23847000.0,0.0,,,,,,,1680000.0,,,50284362.0,,5902000.0,,13125000.0,,,13968000.0,,,,510000.0,,,,,13968000.0,-169000.0,103703000.0,,,,440195000.0,-593000.0,-0.01,,,-92033000.0,,,44000.0,,372357000.0,554000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,62142000.0,,,,148000.0,,0.0,,30162000.0,,,-644000.0,2840000.0,,,,15048000.0,1976000.0,,,393633000.0,,,,,,,-78004000.0,88000.0,,,6514000.0,,,,,,18473000.0,-80674000.0,,,,23266000.0,70616000.0,136000.0,,,,,,,,,407892000.0,,4379000.0,3157000.0,,,418331000.0,44448000.0,,1689000.0,-7000.0,,,393633000.0,,,52978051.0,,36598000.0,46642000.0,,,4678000.0,,,,,-15500000.0,77771000.0,,,,,-2670000.0,,,2690000.0,,7408000.0,2690000.0,,,,,,1059000.0,,0.0,4505000.0,338000.0,,646000.0,,845000.0,393633000.0,,,1468000.0,51889000.0,,9104000.0,,,39000.0,,384000.0,,,,,,-235000.0,6436000.0,,26341000.0,,,,,0.05,2186000.0,,3059000.0,,25484000.0,,,,,,,,1797000.0,,,51056462.0,,5499000.0,,13968000.0,,,18473000.0,,,,510000.0,,,,,18473000.0,-562000.0,104625000.0,,,,522956000.0,2690000.0,0.05,,,77360000.0,,,4738000.0,,452340000.0,595000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,65008000.0,,,-14270000.0,,,0.0,,36445000.0,,,658000.0,4150000.0,-1089000.0,,,16802000.0,3042000.0,693393000.0,0.0,660557000.0,,-17100000.0,99048000.0,645000.0,204767000.0,11782000.0,-266927000.0,350000.0,11783000.0,660557000.0,6777000.0,,5663000.0,3993000.0,25144000.0,,25144000.0,-269249000.0,,3421000.0,,28995000.0,74138000.0,72000.0,,,49784154.0,150929000.0,-65650000.0,,,105549000.0,678772000.0,123611000.0,4471000.0,5663000.0,724804000.0,8067000.0,693393000.0,46032000.0,,1965000.0,66000.0,195000.0,660557000.0,660557000.0,5723000.0,4325000.0,,267000.0,44040000.0,47919000.0,,0.11,4787000.0,855000.0,,,2535000.0,-17089000.0,266884000.0,0.0,5663000.0,13362000.0,27318000.0,-2322000.0,107911000.0,5663000.0,2506000.0,,9036000.0,2506000.0,-219050000.0,,3107000.0,51857309.0,,1447000.0,74138000.0,0.0,6671000.0,342000.0,26123000.0,-2000.0,,855000.0,660557000.0,133000.0,,2794000.0,51889000.0,,11783000.0,678772000.0,5663000.0,26000.0,,195000.0,798942000.0,208495000.0,16802000.0,7162000.0,712000.0,-208000.0,7595000.0,51889000.0,26123000.0,2794000.0,,538000.0,,,2535000.0,,3107000.0,,31658000.0,,-2623000.0,5096000.0,-2386000.0,0.11,,15700000.0,1964000.0,,25144000.0,,660557000.0,5096000.0,62840000.0,18473000.0,,,25144000.0,46032000.0,65019000.0,3042000.0,538000.0,,20239000.0,22337000.0,47919000.0,25144000.0,-1326000.0,105549000.0,-204780000.0,,,798942000.0,2506000.0,,,9656000.0,267095000.0,,0.0,6714000.0,25144000.0,724804000.0,645000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.427760000,67512000.0,,,,3353000.0,,,,46941000.0,,-101000.0,-515000.0,4842000.0,,,,18114000.0,2527000.0,,,591563000.0,,,,,,,69365000.0,254000.0,,,12704000.0,,,,,,35673000.0,66863000.0,,,,33213000.0,80389000.0,-523000.0,,,,,,,,,613004000.0,,10239000.0,11658000.0,,,633551000.0,46196000.0,,4244000.0,13000.0,,,591563000.0,,,56562661.0,,55222000.0,48692000.0,,,10538000.0,,,,,-18820000.0,-69470000.0,,,,,-2502000.0,,,5995000.0,,13136000.0,5995000.0,,,,,,1867000.0,,0.0,10529000.0,332000.0,,,,862000.0,591563000.0,,,1684000.0,51889000.0,,12037000.0,,,33000.0,,718000.0,,,,,,-464000.0,8281000.0,,25652000.0,,,,,0.11,2662000.0,,2430000.0,,36403000.0,,,,,,,,2133000.0,,,54749951.0,,4693000.0,,25144000.0,,,35673000.0,,,,566000.0,,,,,35673000.0,1110000.0,106038000.0,,,,739589000.0,5995000.0,0.11,,,-69006000.0,,,10634000.0,,659200000.0,764000.0,,,,,,,,,,,,,,,
