date,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,annualOtherCurrentLiabilities,quarterlyEbitda,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualTaxProvision,annualEndCashPosition,trailingInterestExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,annualInterestExpense,trailingResearchAndDevelopment,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyChangeInInventory,trailingNetIncomeCommonStockholders,trailingDeferredIncomeTax,annualBasicAverageShares,annualTotalRevenue,annualRepaymentOfDebt,trailingChangeInAccountPayable,trailingFreeCashFlow,annualTotalNonCurrentAssets,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyPretaxIncome,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyTaxProvision,quarterlyOtherNonCashItems,annualInventory,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualResearchAndDevelopment,quarterlyDilutedAverageShares,annualChangeInInventory,quarterlyTotalRevenue,quarterlyNetPPE,trailingTaxProvision,annualBasicEPS,quarterlyOperatingIncome,annualCurrentDebt,trailingNetIncome,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCashDividendsPaid,annualNetIncome,annualBeginningCashPosition,annualCostOfRevenue,quarterlyCapitalExpenditure,annualOperatingExpense,annualNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualDilutedAverageShares,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInterestExpense,annualLongTermDebt,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,trailingInvestingCashFlow,quarterlyAccountsReceivable,quarterlyGoodwill,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyOtherIncomeExpense,trailingChangeInInventory,quarterlyInventory,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,annualDepreciationAndAmortization,annualStockBasedCompensation,quarterlyRepaymentOfDebt,quarterlyCostOfRevenue,annualGoodwill,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,trailingGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyOperatingExpense,quarterlyCashDividendsPaid,annualOtherIncomeExpense,annualOtherIntangibleAssets,annualChangeInAccountPayable,annualDilutedEPS,trailingOtherIncomeExpense,annualOperatingIncome,quarterlyDepreciationAndAmortization,trailingOperatingIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualCommonStockIssuance,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingTotalRevenue,quarterlyCashAndCashEquivalents,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGrossPPE,annualAccountsPayable,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualEbitda,annualOperatingCashFlow,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyBasicEPS,trailingEndCashPosition,annualPretaxIncome,quarterlyNetOtherFinancingCharges,trailingPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,trailingBasicAverageShares,annualInvestmentsAndAdvances,trailingCashDividendsPaid,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,annualPurchaseOfBusiness,trailingBasicEPS,trailingCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGainsLossesNotAffectingRetainedEarnings,annualIncomeTaxPayable,trailingDilutedAverageShares
1970-01-01 00:00:01.435622400,70816000.0,,,,1931000.0,,,,40952000.0,,-129000.0,-455000.0,1417000.0,,,,20077000.0,2968000.0,,,542807000.0,,,,,,,48756000.0,35000.0,,,13114000.0,,,,,,42667000.0,46336000.0,,,,26837000.0,86370000.0,392000.0,,,,,,,,,565495000.0,,10435000.0,17604000.0,,,591947000.0,47317000.0,,4489000.0,72000.0,,,542807000.0,,,58369083.0,,48973000.0,50115000.0,,,10808000.0,,,,,-20701000.0,-48985000.0,,,,,-2420000.0,,,5946000.0,,9643000.0,5946000.0,,,,,,1907000.0,,0.0,6994000.0,392000.0,,,,861000.0,542807000.0,,,2562000.0,51889000.0,,13970000.0,,,19000.0,,326000.0,,,,,,-218000.0,8021000.0,,25435000.0,,,,,0.1,2958000.0,,1805000.0,,30144000.0,,,,,,,,2287000.0,,,57038021.0,,4290000.0,,35673000.0,,,42667000.0,,,,571000.0,,,,,42667000.0,-868000.0,107235000.0,,,,699182000.0,5946000.0,0.1,,,-48767000.0,,,7223000.0,,612812000.0,941000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.443571200,76373000.0,,,,1608000.0,,,,46431000.0,,-1284000.0,120000.0,4844000.0,,,,22657000.0,3853000.0,,,615895000.0,,,,,,,-73088000.0,1518000.0,,,9355000.0,,,,,,48547000.0,-78316000.0,,,,35770000.0,91679000.0,376000.0,,,,,,,,,641576000.0,,6610000.0,21451000.0,,,671220000.0,48327000.0,,2763000.0,23000.0,,,615895000.0,,,58367830.0,,55340000.0,53674000.0,,,6855000.0,,,,,-22699000.0,72846000.0,,,,,-5228000.0,,,3847000.0,,11350000.0,3847000.0,,,,,,2349000.0,,0.0,5880000.0,343000.0,,0.0,,875000.0,615895000.0,,,3397000.0,51889000.0,,16016000.0,,,98000.0,,639000.0,,,,,,-215000.0,8909000.0,,25206000.0,,,,,0.07,3329000.0,,464000.0,,39576000.0,,,,,,,,2402000.0,,,57050684.0,,3886000.0,,42667000.0,,,48547000.0,,,,571000.0,,,,,48547000.0,-834000.0,110362000.0,,,,781582000.0,3847000.0,0.07,,,73061000.0,,,6122000.0,,689903000.0,913000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,83752000.0,,,-16549000.0,,,,-1021000.0,54856000.0,,493000.0,419000.0,-867000.0,440000.0,,,25310000.0,4899000.0,761138000.0,,696703000.0,,-24894000.0,140380000.0,1404000.0,36040000.0,25570000.0,-80808000.0,1412000.0,21320000.0,696703000.0,9200000.0,,20945000.0,12580000.0,50714000.0,,50714000.0,-87207000.0,,1427000.0,,44560000.0,98314000.0,-469000.0,,,56495170.0,224653000.0,-1118000.0,,,115635000.0,727534000.0,189180000.0,6241000.0,26608000.0,778459000.0,26423000.0,761138000.0,50925000.0,,1084000.0,49000.0,1093000.0,696703000.0,696703000.0,10236000.0,8627000.0,58365587.0,-224000.0,65118000.0,58858000.0,,0.37,6234000.0,886000.0,,,3726000.0,-24894000.0,80531000.0,,20945000.0,25144000.0,35473000.0,-6399000.0,154745000.0,20945000.0,5157000.0,,8843000.0,5157000.0,-52324000.0,,641000.0,57919700.0,,2504000.0,98314000.0,0.0,2167000.0,360000.0,24974000.0,0.0,,886000.0,696703000.0,157000.0,,2354000.0,51889000.0,,21320000.0,727534000.0,26608000.0,367000.0,,1093000.0,876773000.0,34922000.0,25310000.0,9421000.0,3219000.0,-221000.0,10262000.0,51889000.0,24974000.0,2354000.0,,571000.0,,0.09,3726000.0,,641000.0,,48622000.0,,517000.0,3484000.0,-431000.0,0.36,,34435000.0,2599000.0,,50714000.0,57109987.0,696703000.0,3484000.0,0.0,48547000.0,,,50714000.0,50925000.0,83752000.0,4899000.0,571000.0,,44373000.0,42972000.0,58858000.0,50714000.0,1032000.0,115635000.0,-35775000.0,,,876773000.0,5157000.0,0.09,,33525000.0,80752000.0,,0.0,2444000.0,50714000.0,778459000.0,1404000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.459382400,94389000.0,,,,6582000.0,,,,78155000.0,,-3644000.0,-1170000.0,10840000.0,,,,26825000.0,5694000.0,,,1125619000.0,,,,,,,-428916000.0,1223000.0,,,31647000.0,,,,,,72075000.0,-437279000.0,,,,43868000.0,118364000.0,423000.0,,,,,,,,,1161793000.0,,28427000.0,45196000.0,,,1205803000.0,51475000.0,,9839000.0,32000.0,,,1125619000.0,,,58362040.0,,90126000.0,66990000.0,,,28704000.0,,,,,-27399000.0,428692000.0,,,,,-8363000.0,,,18588000.0,,29948000.0,18588000.0,,,,,,3860000.0,,0.0,21361000.0,311000.0,,,,900000.0,1125619000.0,,,2580000.0,51889000.0,,19004000.0,,,34000.0,,736000.0,,,,,,-224000.0,11971000.0,,24650000.0,,,,,0.31,3994000.0,,0.0,,49451000.0,,,,,,,,2909000.0,,,57132909.0,,3081000.0,,50714000.0,,,72075000.0,,,,571000.0,,,,,72075000.0,-226000.0,125829000.0,,,,1331632000.0,18588000.0,0.32,,,428916000.0,,,21585000.0,,1213268000.0,866000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,106612000.0,,,,5371000.0,,,,62015000.0,,-1292000.0,3789000.0,8640000.0,,,,29322000.0,5530000.0,,,1034314000.0,,,,,,,91305000.0,3594000.0,,,19329000.0,,,,,,80893000.0,75328000.0,,,,39986000.0,128815000.0,229000.0,,,,,,,,,1072497000.0,,15950000.0,55617000.0,,,1122559000.0,57671000.0,,5529000.0,31000.0,,,1034314000.0,,,58697229.0,,73880000.0,76627000.0,,,16004000.0,,,,,-29985000.0,-91116000.0,,,,,-15977000.0,,,10421000.0,,24606000.0,10421000.0,,,,,,4202000.0,,0.0,8818000.0,170000.0,,,,911000.0,1034314000.0,,,2775000.0,51889000.0,,21982000.0,,,116000.0,,441000.0,,,,,,-224000.0,11865000.0,,28349000.0,,,,,0.18,4389000.0,,0.0,,46011000.0,,,,,,,,3209000.0,,,57591556.0,,2677000.0,,72075000.0,,,80893000.0,,,,576000.0,,,,,80893000.0,-195000.0,136424000.0,,,,1258983000.0,10421000.0,0.18,,,-91305000.0,,,8629000.0,,1130168000.0,936000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,120373000.0,,,,,,-4889000.0,,62577000.0,,3436000.0,-6277000.0,-7491000.0,,,,32064000.0,4850000.0,,,593041000.0,,,,,,,441273000.0,13925000.0,,,3922000.0,,,,,,74496000.0,433483000.0,,,,53731000.0,131037000.0,311000.0,,,,,,,,,628894000.0,,117000.0,61815000.0,,,677678000.0,61064000.0,,-6081000.0,33000.0,,,593041000.0,,,58907281.0,,77325000.0,87285000.0,,,582000.0,,,,,-33088000.0,-459761000.0,,,,,-7790000.0,,,6198000.0,,19881000.0,6198000.0,,,,,,6232000.0,,0.0,-6397000.0,252000.0,,,,1090000.0,593041000.0,,,1479000.0,51889000.0,,25092000.0,,,-213000.0,,355000.0,,,,,,-254000.0,14748000.0,,29000000.0,,,,,0.1,4821000.0,,,,61995000.0,,,,,,,,3553000.0,,,57819734.0,,2274000.0,,80893000.0,,,74496000.0,,,,584000.0,,,,,74496000.0,1296000.0,143317000.0,,,,820995000.0,6198000.0,0.11,,,-455715000.0,,,12091000.0,,689958000.0,1010000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,132681000.0,,,-43805000.0,,,-27182000.0,-1848000.0,72328000.0,,-348000.0,2087000.0,8809000.0,1015000.0,,,34481000.0,3737000.0,925583000.0,-35561000.0,858244000.0,,-35833000.0,188304000.0,1215000.0,147067000.0,9444000.0,-265203000.0,3729000.0,30570000.0,858244000.0,17013000.0,,43840000.0,13403000.0,60158000.0,,60158000.0,-276583000.0,,1036000.0,,50719000.0,116527000.0,-545000.0,,,57550204.0,329141000.0,-964000.0,,,153030000.0,898894000.0,275075000.0,12749000.0,70448000.0,962086000.0,55148000.0,925583000.0,63192000.0,,4116000.0,28000.0,675000.0,858244000.0,858244000.0,20798000.0,20966000.0,58882966.0,418000.0,87810000.0,96848000.0,,0.76,12681000.0,1113000.0,,,5230000.0,-35833000.0,237727000.0,,43840000.0,50714000.0,54066000.0,-11675000.0,217104000.0,43840000.0,8633000.0,,24518000.0,8633000.0,-205051000.0,,0.0,58968099.0,,6672000.0,116527000.0,0.0,-14338000.0,303000.0,28711000.0,,,1113000.0,858244000.0,124000.0,,1339000.0,51889000.0,,30570000.0,898894000.0,70448000.0,371000.0,,675000.0,1078613000.0,115542000.0,34481000.0,13632000.0,22471000.0,-262000.0,15482000.0,51889000.0,28711000.0,1339000.0,,585000.0,,0.15,5230000.0,,0.0,,59647000.0,,308000.0,1871000.0,-1571000.0,0.74,,57971000.0,3961000.0,,60158000.0,57652531.0,858244000.0,1871000.0,0.0,74496000.0,,,60158000.0,63192000.0,132681000.0,3737000.0,585000.0,,71911000.0,98953000.0,96848000.0,60158000.0,140000.0,153030000.0,-161541000.0,,,1078613000.0,8633000.0,0.15,,57243000.0,265171000.0,,0.0,12843000.0,60158000.0,962086000.0,1215000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,145887000.0,,,,16577000.0,,,,102362000.0,,-4480000.0,-1349000.0,11157000.0,,,,36555000.0,3134000.0,,,950980000.0,,,,,,,-92736000.0,3625000.0,,,43046000.0,,,,,,92915000.0,-101872000.0,,,,54674000.0,146179000.0,176000.0,,,,,,,,,1005429000.0,,38503000.0,96062000.0,,,1051654000.0,66944000.0,,12889000.0,23000.0,,,950980000.0,,,58525980.0,,119508000.0,106485000.0,,,38665000.0,,,,,-39402000.0,94404000.0,,,,,-9136000.0,,,25614000.0,,40225000.0,25614000.0,,,,,,6797000.0,,0.0,32757000.0,257000.0,,,,1126000.0,950980000.0,,,1847000.0,51889000.0,,28001000.0,,,95000.0,,499000.0,,,,,,-282000.0,17146000.0,,30389000.0,,,,,0.43,5611000.0,,,,63697000.0,,,,,,,,4286000.0,,,57307187.0,,1468000.0,,60158000.0,,,92915000.0,,,,585000.0,,,,,92915000.0,-508000.0,166898000.0,,,,1218552000.0,25614000.0,0.44,,,92593000.0,,,31089000.0,,1072373000.0,1369000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,160663000.0,,,,,,,,80351000.0,,-2280000.0,1030000.0,-15515000.0,,,,38964000.0,3439000.0,,,787015000.0,,,,,,,163965000.0,13899000.0,,,13945000.0,,,,,,68117000.0,151192000.0,,,,60727000.0,145048000.0,258000.0,,,,,,,,,828452000.0,,8957000.0,110283000.0,,,866739000.0,72443000.0,,-5264000.0,36000.0,,,787015000.0,,,58816442.0,,98227000.0,116957000.0,,,9089000.0,,,,,-43706000.0,-191058000.0,,,,,-12773000.0,,,14221000.0,,15068000.0,14221000.0,,,,,,8095000.0,,0.0,-24798000.0,281000.0,,,,1139000.0,787015000.0,,,1803000.0,51889000.0,,30819000.0,,,149000.0,,520000.0,,,,,,-280000.0,17876000.0,,33479000.0,,,,,0.24,6040000.0,,,,71262000.0,,,,,,,,4707000.0,,,57898914.0,,1065000.0,,92915000.0,,,68117000.0,,,,595000.0,,,,,68117000.0,44000.0,179204000.0,,,,1045943000.0,14221000.0,0.24,,,-178938000.0,,,2295000.0,,900895000.0,1326000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,182141000.0,,,,,,-4204000.0,,83461000.0,,2527000.0,-1144000.0,1341000.0,,,,41841000.0,2505000.0,,,792734000.0,,,,,,,-5719000.0,14233000.0,,,16460000.0,,,,,,66610000.0,-26736000.0,,,,61509000.0,157265000.0,-509000.0,,,,,,,,,837612000.0,,11335000.0,124350000.0,,,876490000.0,75059000.0,,-2732000.0,33000.0,,,792734000.0,,,58873502.0,,101287000.0,133765000.0,,,11437000.0,,,,,-48376000.0,-11898000.0,,,,,-21017000.0,,,14067000.0,,37127000.0,14067000.0,,,,,,8112000.0,,0.0,-1507000.0,220000.0,,,,1152000.0,792734000.0,,,1444000.0,51889000.0,,34695000.0,,,118000.0,,750000.0,,,,,,-281000.0,17826000.0,,33218000.0,,,,,0.24,6526000.0,,,,72024000.0,,,,,,,,4905000.0,,,58003222.0,,1011000.0,,68117000.0,,,66610000.0,,,,599000.0,,,,,66610000.0,359000.0,193446000.0,,,,1069936000.0,14067000.0,0.24,,,-7413000.0,,,16110000.0,,912671000.0,1341000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,201230000.0,,,-59389000.0,,,-37489000.0,-2087000.0,94845000.0,,2146000.0,1542000.0,9250000.0,-237000.0,,,44642000.0,6490000.0,1149862000.0,-56880000.0,1089201000.0,,-53525000.0,242159000.0,1456000.0,197763000.0,-14081000.0,-296467000.0,6785000.0,36591000.0,1089201000.0,23502000.0,,66807000.0,9840000.0,46077000.0,,46077000.0,-312930000.0,,911000.0,,65249000.0,135402000.0,537000.0,,,57839155.0,433047000.0,-36158000.0,,,205302000.0,1140152000.0,361019000.0,17852000.0,137255000.0,1219762000.0,71211000.0,1149862000.0,79610000.0,,4947000.0,1000.0,979000.0,1089201000.0,1089201000.0,6233000.0,30430000.0,58850271.0,462000.0,114025000.0,147705000.0,,1.15,19434000.0,888000.0,,,6982000.0,-53525000.0,254217000.0,,66807000.0,60158000.0,72028000.0,-16463000.0,282394000.0,66807000.0,12905000.0,,38180000.0,12905000.0,-290346000.0,,,58790019.0,,7426000.0,135402000.0,0.0,-20533000.0,153000.0,34414000.0,,,888000.0,1089201000.0,93000.0,,1576000.0,51889000.0,,36591000.0,1140152000.0,137255000.0,-1429000.0,,979000.0,1355164000.0,145665000.0,44642000.0,19395000.0,38542000.0,-35315000.0,19180000.0,51889000.0,34414000.0,1576000.0,,601000.0,,0.22,6982000.0,,,,75411000.0,,-1067000.0,958000.0,79000.0,1.13,,78625000.0,5497000.0,,46077000.0,58100141.0,1089201000.0,958000.0,,66610000.0,,,46077000.0,79610000.0,201230000.0,6490000.0,601000.0,,96953000.0,130600000.0,147705000.0,46077000.0,-132000.0,205302000.0,-230957000.0,,,1355164000.0,12905000.0,0.22,,76647000.0,291521000.0,,0.0,21717000.0,46077000.0,1219762000.0,1456000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,219101000.0,,,,,,-4999000.0,,130311000.0,,4272000.0,-710000.0,-16248000.0,,,,46419000.0,3421000.0,,,,,,,,,,-5959000.0,23222000.0,,,57089000.0,,,,,,68121000.0,-24667000.0,,,,65009000.0,333033000.0,-193000.0,,,,,,,,,1141342000.0,,52050000.0,299685000.0,,,1205019000.0,133755000.0,,10890000.0,-73000.0,,,1095160000.0,,,58738732.0,,153916000.0,159561000.0,,,51020000.0,,,,,-59540000.0,-10953000.0,,,,,-18708000.0,,,41160000.0,,57664000.0,41160000.0,,,,,,11250000.0,,,22044000.0,0.0,,,,1331000.0,1095160000.0,,,2350000.0,51889000.0,,34072000.0,,,1030000.0,,420000.0,,,,,,,23605000.0,,33935000.0,,,,,0.7,7358000.0,,53401000.0,,79291000.0,,,,,,,,6069000.0,,,57793023.0,,905000.0,,46077000.0,,,68121000.0,,,,604000.0,,,,,68121000.0,-774000.0,403111000.0,,,,1608130000.0,41160000.0,0.71,,,-5954000.0,,,38956000.0,,1275097000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,231570000.0,,,,,,-36690000.0,,107869000.0,,5962000.0,1303000.0,-9088000.0,,,,49322000.0,4995000.0,,,,,,,,,,194873000.0,3699000.0,,,50265000.0,,,,,,54630000.0,181708000.0,,,,50642000.0,329738000.0,250000.0,,,,,,,,,947056000.0,,43518000.0,335407000.0,,,1002032000.0,142171000.0,,7796000.0,-43000.0,,,900287000.0,,,58720785.0,,128800000.0,165370000.0,,,43037000.0,,,,,-66200000.0,-237892000.0,,,,,-13165000.0,,,35722000.0,,42693000.0,35722000.0,,,,,,10731000.0,,,-13491000.0,34000.0,,,,1775000.0,900287000.0,,,2414000.0,51889000.0,,32132000.0,,,515000.0,,477000.0,,,,,,,20931000.0,,33486000.0,,,,,0.61,7867000.0,,59363000.0,,64832000.0,,,,,,,,6713000.0,,,57837312.0,,852000.0,,68121000.0,,,54630000.0,,,,606000.0,,,,,54630000.0,-64000.0,416933000.0,,,,1418965000.0,35722000.0,0.62,,,-201202000.0,,,29528000.0,,1089227000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,242672000.0,,,,,,-1168000.0,,111163000.0,,4843000.0,1196000.0,302000.0,,,,52405000.0,6173000.0,,,,,,,,,,40461000.0,4587000.0,,,44956000.0,,,,,,85048000.0,-13991000.0,,,,59231000.0,360377000.0,-113000.0,,,,,,,,,958149000.0,,36444000.0,364176000.0,,,1037534000.0,149660000.0,,7675000.0,-28000.0,,,902747000.0,,,58545061.0,,133288000.0,168397000.0,,,36245000.0,,,,,-74275000.0,-1083000.0,,,,,-12391000.0,,,28769000.0,,45492000.0,28769000.0,,,,,,11526000.0,,,30418000.0,384000.0,,,,1775000.0,902747000.0,,,2213000.0,51889000.0,,39045000.0,,,583000.0,,574000.0,,,,,,,22125000.0,,33049000.0,,,,,0.49,8409000.0,,64206000.0,,74918000.0,,,,,,,,8128000.0,,,57726790.0,,798000.0,,54630000.0,,,85048000.0,,,,606000.0,,,,,85048000.0,201000.0,430652000.0,,,,1468186000.0,28769000.0,0.5,,,529000.0,,,33101000.0,,1107809000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,259931000.0,,,-59906000.0,,60000000.0,-62331000.0,21077000.0,126230000.0,,6000000.0,-710000.0,-12777000.0,-1838000.0,,,55671000.0,6288000.0,1064622000.0,-105188000.0,,,-82969000.0,240486000.0,,-141720000.0,-359000.0,-117338000.0,5068000.0,43852000.0,967787000.0,51794000.0,,137065000.0,37646000.0,45718000.0,,45718000.0,-80430000.0,,766000.0,,65604000.0,334753000.0,-250000.0,,,57711315.0,566336000.0,-888000.0,,,457304000.0,1028682000.0,475573000.0,42699000.0,395590000.0,1187173000.0,124911000.0,1064622000.0,158491000.0,,11285000.0,-12000.0,797000.0,,967787000.0,-37811000.0,46247000.0,58238231.0,-306000.0,150332000.0,176962000.0,,2.37,43413000.0,1775000.0,,,8980000.0,-82969000.0,2132000.0,,137065000.0,46077000.0,90763000.0,-15642000.0,301858000.0,137065000.0,31414000.0,,38968000.0,31414000.0,62620000.0,155500000.0,70206000.0,58582486.0,,12740000.0,334753000.0,,-39330000.0,348000.0,32614000.0,,,1775000.0,967787000.0,-156000.0,,3414000.0,51889000.0,,43852000.0,1028682000.0,395590000.0,-366000.0,,797000.0,1521926000.0,-247796000.0,55671000.0,29657000.0,36576000.0,-444000.0,24102000.0,51889000.0,32614000.0,3414000.0,,607000.0,,0.54,8980000.0,,70206000.0,-145011000.0,82817000.0,,1762000.0,745000.0,1079000.0,2.34,,173715000.0,8747000.0,,45718000.0,57491280.0,967787000.0,745000.0,,85048000.0,,,45718000.0,158491000.0,259931000.0,6288000.0,607000.0,,205134000.0,184817000.0,176962000.0,45718000.0,-1201000.0,457304000.0,112037000.0,-7450000.0,,1521926000.0,31414000.0,0.55,,174711000.0,64907000.0,,,23326000.0,45718000.0,1187173000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.553990400,279758000.0,,,,3526000.0,14500000.0,0.0,,170625000.0,,3722000.0,-1251000.0,-11379000.0,,,,57839000.0,4081000.0,,,,,,,,,,-435213000.0,31071000.0,,,71735000.0,,,,,,91307000.0,-452402000.0,,,,84843000.0,398553000.0,-11000.0,,,,,,,,,1483710000.0,,62112000.0,442872000.0,,,1549484000.0,180565000.0,,14830000.0,8000.0,,,1405465000.0,,,58316154.0,,199943000.0,187511000.0,,,62488000.0,,,,,-92247000.0,417565000.0,,,,,-14889000.0,,,47282000.0,,80426000.0,47282000.0,,,,,,18489000.0,,16619000.0,45589000.0,276000.0,,,,1775000.0,1405465000.0,,,3835000.0,51889000.0,,59191000.0,,,-100000.0,,910000.0,,,,,,-444000.0,29318000.0,,32179000.0,,,,,0.81,9672000.0,,73928000.0,,108137000.0,,,,,,,,9347000.0,,,57357490.0,,,,45718000.0,,,91307000.0,,,,609000.0,,,,,91307000.0,-421000.0,513344000.0,,-452013000.0,,2062828000.0,47282000.0,0.82,,,418009000.0,,,65537000.0,,1664275000.0,26809000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.561852800,298892000.0,,,,,19700000.0,0.0,,144074000.0,,5714000.0,-33000.0,-28699000.0,,,,59922000.0,3622000.0,,,,,,,,,,,5597000.0,,,62951000.0,,,,,,1181990000.0,405472000.0,,,,69035000.0,434762000.0,-237000.0,,,,,,,,,1201278000.0,,52365000.0,491634000.0,,,1287986000.0,190152000.0,,3603000.0,6000.0,,,1126808000.0,,,58410000.0,,169313000.0,196371000.0,,,52886000.0,,,,,-102521000.0,-297877000.0,,,,,-19816000.0,,,48762000.0,,42342000.0,48762000.0,,,,,,16775000.0,,18861000.0,149937000.0,258000.0,,,,1775000.0,1126808000.0,,,2850000.0,51889000.0,,58991000.0,,,-263000.0,,767000.0,,,,,,-444000.0,25239000.0,,31727000.0,,,,,0.83,10082000.0,,79642000.0,,91188000.0,,,,,,,,10328000.0,,,57569000.0,,,,91307000.0,,,94814000.0,,,,612000.0,,,,,94814000.0,985000.0,538206000.0,,405588000.0,,1826192000.0,48762000.0,0.85,,,-297433000.0,,,22526000.0,,1391430000.0,30705000.0,,,,,,,,,,,,,,,
