date,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualCapitalExpenditure,annualRepurchaseOfCapitalStock,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,quarterlyBasicAverageShares,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyChangeInInventory,annualCurrentAssets,annualTotalRevenue,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualInterestExpense,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,quarterlyRetainedEarnings,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalAssets,trailingTaxProvision,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,trailingDepreciationAndAmortization,annualCurrentDebt,annualBasicAverageShares,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,annualLongTermDebt,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualChangeInInventory,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualGoodwill,quarterlyTaxProvision,quarterlyOtherIncomeExpense,annualStockBasedCompensation,trailingNetIncome,quarterlyInventory,quarterlyNetPPE,annualRetainedEarnings,annualInventory,annualCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,annualBasicEPS,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingOperatingCashFlow,annualAccountsReceivable,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingChangeInInventory,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,annualDilutedAverageShares,quarterlyBeginningCashPosition,annualOperatingIncome,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualEbitda,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBasicEPS,annualNetOtherInvestingChanges,trailingTotalRevenue,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalAssets,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualPretaxIncome,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingOtherNonCashItems,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingDilutedEPS,trailingOtherIncomeExpense,annualResearchAndDevelopment,annualCashDividendsPaid,trailingDilutedAverageShares,quarterlyCashDividendsPaid,trailingInterestExpense,trailingBasicEPS
,,8318943.0,,,3681956.0,-84047.0,,29814609.0,,-1077689.0,-1191762.0,-814545.0,,,665731.0,30500344.0,16690044.0,,3915126.0,,,130665.0,,,-691361.0,596864.0,18386308.0,2940733.0,,41427.0,130665.0,-1878490.0,827127.0,,,-130236.0,19328051.0,79732709.0,,11006095.0,,-89386.0,3915126.0,382152.0,,,0.0,11150878.0,256639.0,-2314602.0,,385218.0,37400694.0,11006095.0,7722079.0,19416689.0,-5687101.0,,1705005.0,,,,7491816.0,22054696.0,,,,,19328051.0,2615986.0,16690044.0,234839.0,5683949.0,38744740.0,,3915126.0,1705005.0,-1077689.0,,,42332015.0,,2009155.0,0.0,,234655.0,477971664.0,,209748.0,0.0,,665731.0,,-205845.0,-303367.0,22054696.0,267461.0,9731956.0,,-7851166.0,209748.0,-1013481.0,685735.0,1274139.0,,175470.0,0.0,,,10907895.0,1863044.0,11150878.0,10907895.0,5683949.0,1767338.0,1274139.0,,9731956.0,,0.008125,50744.0,-1.0,,,,-1122840.0,5521.0,,10067365.0,,,,,230263.0,16887914.0,16887914.0,0.0,,1863044.0,499473744.0,125144.0,6900350.0,,,7586085.0,,,50744.0,,-6671837.0,,1767338.0,130665.0,7095516.0,130665.0,38744740.0,,,209748.0,,19416689.0,,,2940733.0,,-509212.0,130665.0,234655.0,0.0,,130665.0,0.007917,3681956.0,,213093.0,,6531112.0,,,,,,,,,,,,,,,,,,,,
,,8347979.0,,,4027810.0,,,,,,,,,,,,15512501.0,,,,480477840.0,,,,803326.0,7603892.0,18768796.0,1868088.0,,-127330.0,193626.0,,7824778.0,,,715107.0,,,,,,,,,,,,11476326.0,,,,542415.0,,9816207.0,744087.0,,,,,,,,7383006.0,22408765.0,,,,,18598133.0,,,-24632.0,5696294.0,,,,0.0,,0.000625,,,,,0.0,,,,,325448.0,0.0,,680354.0,,-102698.0,1349660.0,,-1159369.0,,,,325448.0,,,,,216967.0,-6762151.0,,,10192788.0,1868088.0,,,,935535.0,1274139.0,,8542068.0,,,,28621.0,,,,,62961.0,,10420817.0,,496396.0,494721552.0,6326432.0,220886.0,16774691.0,,,,,,130665.0,,,,,,,51259.0,0.000625,,,,,,,37921266.0,,,325448.0,,19323133.0,,,,,1246962.0,193626.0,236553.0,,,193626.0,,,,202956.0,,,,,,,,,,,,,,,,,,,,,,
,,11676793.0,,,6446065.0,,,,,,,,,,,,16576457.0,,,,482160144.0,,,,1273800.0,1975321.0,25715071.0,1935309.0,,-315910.0,403736.0,,2210772.0,,,243346.0,,,,,,,,,,,,12583851.0,,,,1845872.0,,8334921.0,9701472.0,,,,,,,,9575503.0,23516290.0,,,,,19731068.0,,,-150617.0,8241536.0,,,,0.0,,0.002292,,,,,0.0,,,,,1107525.0,0.0,,742578.0,,-188045.0,2605366.0,,-2079346.0,,,,1107525.0,,,,,738347.0,0.0,,,9949442.0,1935309.0,,,,513882.0,1274139.0,,7060782.0,,,,0.0,,,,,210110.0,,14038278.0,,893096.0,494031168.0,7690997.0,235451.0,17683792.0,,,,,,193626.0,,,,,,,51259.0,0.002292,,,,,,,40092747.0,,,1107525.0,,20361679.0,,,,,2417321.0,403736.0,388493.0,,,403736.0,,,,135347.0,,,,,,,,,,,,,,,,,,,,,,
,,11643058.0,,,5205942.0,,,,,,,,,,,,16641806.0,,,,482160144.0,,,,-2399084.0,2189354.0,26180069.0,3070881.0,,-205000.0,560336.0,,2434993.0,,,-1913956.0,,,,,,,,,,,,13842583.0,,,,2097888.0,,9589251.0,9453704.0,,,,,,,,9323880.0,24775022.0,,,,,21095788.0,,,78798.0,7052555.0,,,,0.0,-1077689.0,0.0025,,,,,0.0,,,,,1258732.0,-28621.0,,762182.0,,-283800.0,-894713.0,,1256313.0,,,,1258732.0,,,,,839156.0,0.0,,,11863398.0,1993192.0,,,,226779.0,1274139.0,,8315112.0,,,,,,,,,156600.0,,14537011.0,,1229358.0,495488448.0,6961942.0,245639.0,17565666.0,,,,,,403736.0,,,,,,,51259.0,0.002708,,,,,,,41416828.0,,,1258732.0,,20321040.0,,,,,-1178513.0,560336.0,390476.0,,,560336.0,,,,92624.0,,,,,,,,,,,,,,,,,,,,,,
,,9254328.0,,,3919741.0,,,34766159.0,,-1495239.0,-529905.0,,,,725825.0,35273647.0,13227733.0,,3019353.0,,,247657.0,,,872976.0,642095.0,21615775.0,3440385.0,,-33994.0,247657.0,116992.0,884066.0,1304737.0,,-93282.0,18540090.0,92279711.0,,7665383.0,,472581.0,3019353.0,527594.0,,,0.0,14170231.0,28621.0,4672801.0,,546080.0,40824504.0,7665383.0,8612233.0,20021192.0,551018.0,,0.0,,,,8483770.0,25333549.0,,,,,18540090.0,2012902.0,13227733.0,-82294.0,5562350.0,38561282.0,,3019353.0,0.0,-1495239.0,,,51455207.0,,130665.0,0.0,,337872.0,481754256.0,,327648.0,28621.0,,725825.0,,44638.0,2142393.0,25333549.0,-2421078.0,5851105.0,,-682234.0,327648.0,-1048785.0,943947.0,1814278.0,,218432.0,0.0,,,11956680.0,1945146.0,14170231.0,11956680.0,5562350.0,0.0,1814278.0,,5851105.0,,0.00625,51259.0,,,,4412422.0,5202706.0,-312679.0,,12361447.0,,1304737.0,,4412422.0,241971.0,17350221.0,17350221.0,0.0,,1945146.0,495115392.0,560336.0,5550857.0,,,6494804.0,,,51259.0,,-178745.0,,0.0,247657.0,-4403480.0,247657.0,38561282.0,,,327648.0,,20021192.0,,,3440385.0,,2187031.0,247657.0,337872.0,0.0,,247657.0,0.006042,3919741.0,,96667.0,,5032255.0,,,,,,,,,,,,,,,,,,,,
,,6810081.0,,,3724336.0,,,,,,,,,,,,12931285.0,,,,482442864.0,,,,-384813.0,765441.0,18592394.0,3427603.0,,-77033.0,451399.0,,897114.0,,,1782012.0,,,,,,,,,,,,14580876.0,,,,690149.0,,7793966.0,6044640.0,,,,,,,,6031864.0,25752194.0,,,,,18716927.0,,,47327.0,5137319.0,,,,0.0,-1495239.0,0.000833,,,,,0.0,,,,,410645.0,0.0,,678498.0,,-124360.0,157505.0,,123270.0,,,,410645.0,,,,,279504.0,0.0,,,10174668.0,1932364.0,,,,0.0,1814278.0,,5979688.0,,,,8000.0,,,,,203742.0,,11782313.0,,1088424.0,496307136.0,6204394.0,131673.0,17355690.0,,,,,,247657.0,,,,,,,51299.0,0.000833,,,,,,,38683479.0,,,410645.0,,19966552.0,,,,,33145.0,451399.0,324559.0,,,451399.0,,,,75357.0,,,,,,,,,,,,,,,,,,,,,,
,,9833837.0,,,6687509.0,,,,,,,,,,,,14427057.0,,,,482544144.0,,,,-409196.0,2192495.0,26264788.0,3410342.0,,70225.0,160626.0,,2324101.0,,,-1225285.0,,,,,,,,,,,,15851959.0,,,,2136284.0,,6437356.0,7641342.0,,,,,,,,7628446.0,27023277.0,,,,,21685615.0,,,153431.0,7989701.0,,,,0.0,-1495239.0,0.0025,,,,,0.0,,,,,1271083.0,0.0,,497404.0,,-83206.0,993495.0,,-1354493.0,,,,1271083.0,,,,,865201.0,0.0,,,11399953.0,1915103.0,,,,0.0,1814278.0,,4623078.0,,,,0.0,,,,,-290773.0,,16430951.0,,975516.0,496217328.0,7699875.0,131606.0,17352212.0,,,,,,451399.0,,,,,,,51299.0,0.002708,,,,,,,41450334.0,,,1271083.0,,19764719.0,,,,,910289.0,160626.0,326676.0,,,160626.0,,,,56970.0,,,,,,,,,,,,,,,,,,,,,,
,,9677851.0,,,5896773.0,,,,,,,,,,,,13640818.0,,,,482544144.0,,,,1346382.0,2186128.0,26985256.0,3396740.0,,-86058.0,2912236.0,,2322641.0,,,-493064.0,,,,,,,,,,,,17122184.0,,,,2134833.0,,6598632.0,7491723.0,,,,,,,,7478308.0,28293502.0,,,,,22220054.0,,,23436.0,7042186.0,,,,0.0,-1495239.0,0.0025,,,,,0.0,,,,,1270225.0,0.0,,458389.0,,-109494.0,2753118.0,,84550.0,,,,1270225.0,,,,,864608.0,0.0,,,11893017.0,1901501.0,,,,0.0,1814278.0,,4784354.0,,,,0.0,,,,,2751610.0,,17307405.0,,895463.0,498716160.0,5428853.0,136513.0,17354376.0,,,,,,160626.0,,,,,,,51299.0,0.002708,,,,,,,41934320.0,,,1270225.0,,19714266.0,,,,,2643624.0,2912236.0,249950.0,,,2912236.0,,,,51850.0,,,,,,,,,,,,,,,,,,,,,,
,,6921924.0,,,4732261.0,,,27896202.0,,-1917047.0,-416873.0,,,,336369.0,27950760.0,12092761.0,,3029195.0,,,537920.0,,,-1931131.0,148869.0,20203924.0,3779854.0,,657.0,537920.0,290263.0,297529.0,680959.0,,249283.0,20903874.0,92046362.0,,6138737.0,,522462.0,3029195.0,230732.0,,,0.0,17199426.0,8000.0,2309796.0,,103909.0,33243693.0,6138737.0,6773055.0,19559631.0,-1378758.0,,0.0,,,,6757584.0,28370744.0,,,,,20903874.0,2035980.0,12092761.0,100470.0,5954024.0,40463505.0,,3029195.0,0.0,-1917047.0,,,58802669.0,,247657.0,0.0,,230740.0,482519952.0,,77242.0,0.0,,336369.0,,-99813.0,-1177449.0,28370744.0,-1197524.0,3606040.0,,-92209.0,77242.0,312946.0,548452.0,2532697.0,,26667.0,0.0,,,11643734.0,1862807.0,17199426.0,11643734.0,5954024.0,310064.0,2532697.0,,3606040.0,,0.00625,51299.0,0.0,,,5949402.0,2726669.0,-2374316.0,,13282000.0,,680959.0,,5949402.0,148660.0,17360455.0,17360455.0,0.0,,1862807.0,496300992.0,2912236.0,5292933.0,,,5841385.0,,,51299.0,,324664.0,,310064.0,537920.0,-2344197.0,537920.0,40463505.0,,,77242.0,,19559631.0,,,3779854.0,,-1277262.0,537920.0,230740.0,0.0,,537920.0,0.006042,4732261.0,,46555.0,,5065175.0,,,,,,,,,,,,,,,,,,,,
,,8299821.0,,,6052991.0,,,,,,,,,,,,12509411.0,,,,489112656.0,,,,2015341.0,1097218.0,22086348.0,3934482.0,,-326633.0,2209312.0,,1233375.0,,,614089.0,,,,,,,,,,,,17832497.0,,,,1063987.0,,5125793.0,7202603.0,,,,,,,,7192187.0,29222059.0,,,,,21992724.0,,,-34903.0,7383618.0,,,,0.0,-1917047.0,0.00125,,,,,0.0,,,,,633071.0,0.0,,369137.0,,-311518.0,2795930.0,,-797905.0,,,,633071.0,,,,,430916.0,0.0,,,11029645.0,2017435.0,,,,0.0,2532697.0,,2593096.0,,,,218244.0,,,,,1671392.0,,13786527.0,,1103092.0,500925744.0,6667860.0,136157.0,17352174.0,,,,,,537920.0,,,,,,,52300.0,0.00125,,,,,,,41731470.0,,,633071.0,,19738746.0,,,,,2484412.0,2209312.0,227535.0,,,2209312.0,,,,33231.0,,,,,,,,,,,,,,,,,,,,,,
,,11448565.0,,,7492918.0,,,,,,,,,,,,11877564.0,,,,492153744.0,,,,-1045100.0,3337718.0,28409138.0,4353510.0,,-507497.0,754254.0,,3490687.0,,,-2100109.0,,,,,,,,,,,,19809681.0,,,,3322995.0,,3102730.0,8110847.0,,,,,,,,8100030.0,31199243.0,,,,,22983533.0,,,53683.0,8774834.0,,,,0.0,-1917047.0,0.003958,,,,,0.0,,,,,1977184.0,0.0,,313035.0,,-561180.0,1085053.0,,-2032614.0,,,,1977184.0,,,,,1345811.0,-14723.0,,,13129754.0,2436463.0,,,,0.0,2532697.0,,570033.0,,,,0.0,,,,,-1455058.0,,16960573.0,,1063932.0,501796032.0,7184947.0,152969.0,17343776.0,,,,,,2209312.0,,,,,,,52300.0,0.003958,,,,,,,43076807.0,,,1977184.0,,20093274.0,,,,,523873.0,754254.0,217984.0,,,754254.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13286852.0,,,9075716.0,,,,,,,,,,,,14087173.0,,,,492183264.0,,,,-1221887.0,3528389.0,33291088.0,4632738.0,,-834185.0,975976.0,,3692081.0,,,-479161.0,,,,,,,,,,,,21903516.0,,,,3519052.0,,2925169.0,9758463.0,,,,,,,,9743117.0,33476658.0,,,,,26800064.0,,,-406611.0,11162004.0,,,,0.0,-1917047.0,0.003958,,,,,0.0,,,,,2093835.0,0.0,,287082.0,,-427574.0,1035640.0,,20267.0,,,,2093835.0,,,,,1425217.0,-9337.0,,,13608915.0,2715691.0,,,,709370.0,2532697.0,,392472.0,,,,183580.0,,,,,221722.0,,20004236.0,,1144686.0,516279456.0,10156056.0,163692.0,17760994.0,,,,,,754254.0,,,,,,,52729.0,0.004167,,,,,,,47563831.0,,,2093835.0,,20763767.0,,,,,608066.0,975976.0,232232.0,,,975976.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10739790.0,,,6521402.0,,,33887045.0,,-2427281.0,-1627490.0,,,,222102.0,33948933.0,12947450.0,,5930404.0,,,1098785.0,,,-511897.0,1862770.0,26565622.0,5230563.0,,-769219.0,1098785.0,560865.0,2056037.0,2068801.0,,-4034871.0,26677940.0,110352196.0,,3465713.0,,-360524.0,5930404.0,72592.0,,,0.0,23129830.0,748430.0,3856924.0,,1853048.0,43775028.0,3465713.0,8877020.0,21319088.0,-763543.0,,0.0,,,,8851711.0,35049578.0,,,,,26677940.0,3828678.0,12947450.0,-493039.0,9481737.0,47997028.0,,5930404.0,0.0,-2427281.0,,,66577168.0,,537920.0,0.0,,244271.0,493378080.0,,1226314.0,0.0,,222102.0,,-327218.0,567791.0,35049578.0,324237.0,358064.0,,-2437534.0,1226314.0,-6000052.0,646085.0,3107649.0,,626734.0,-9722.0,,,17643786.0,2803282.0,23129830.0,17643786.0,9481737.0,647263.0,3107649.0,,358064.0,,0.012083,53124.0,346606.0,,,5372983.0,5484414.0,122809.0,,15825832.0,,2068801.0,,5372983.0,193267.0,18293704.0,18293704.0,0.0,,2803282.0,516583536.0,975976.0,9826095.0,,,10472180.0,,,53124.0,,-880870.0,,647263.0,1098785.0,-2486015.0,1098785.0,47997028.0,,,1226314.0,,21319088.0,,,5230563.0,,240573.0,1098785.0,244271.0,0.0,,1098785.0,0.011458,6521402.0,,,,9759082.0,,,,,,,,,,,,,,,,,,,,
,,13907821.0,86633.0,,8419135.0,,,,,,,,,,,,16438623.0,,,,500868960.0,,,,-454571.0,3644487.0,31298783.0,4895556.0,,-343747.0,2815121.0,,3852164.0,,,362677.0,,,,,,,,,,,,25313111.0,,,,3633873.0,,3630570.0,10263334.0,,,,,,,,10243238.0,37332339.0,,,,,32311343.0,,,-50640.0,12808053.0,,,,0.0,-1982287.0,0.003958,,,,,0.0,,,,,2183281.0,0.0,,265195.0,,-308180.0,2018559.0,,41524.0,,,,2183281.0,,,,,1450592.0,-10614.0,,,17281109.0,2913269.0,,,,2000441.0,3296964.0,,333606.0,,,,99480.0,,,,,1716336.0,,17390962.0,,2177704.0,550254384.0,9472723.0,207677.0,18281155.0,,,,,,1098785.0,,,,,,,53269.0,0.004375,,,,,,,53770962.0,,,2183281.0,,21459619.0,,,,,1710379.0,2815121.0,210773.0,,,2815121.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20758929.0,-1288195.0,,12890304.0,,,,,,,,,,,,23570734.0,,,,504992640.0,,,,483419.0,8404166.0,46063543.0,5450137.0,,-420242.0,7473017.0,,8592326.0,,,-2333202.0,,,,,,,,,,,,30391260.0,,,,8395732.0,,3811746.0,12354763.0,,,,,,,,12335494.0,43081698.0,,,,,44797572.0,,,-25916.0,19758988.0,,,,0.0,-2148274.0,0.008958,,,,,0.0,,,,,5078149.0,0.0,,285255.0,,-395103.0,4461125.0,,617013.0,,,,5078149.0,,,,,3317583.0,-8434.0,,,19614311.0,3301863.0,,,,3591544.0,3486279.0,,325467.0,,,,671210.0,,,,,4657896.0,,25304614.0,,2949674.0,560750880.0,13506903.0,188160.0,18267742.0,,,,,,2815121.0,,,,,,,54126.0,0.01,,,,,,,66652432.0,,,5078149.0,,21854860.0,,,,,4066022.0,7473017.0,327466.0,,,7473017.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23809208.0,228907.0,,17789810.0,,,,,,,,,,,,27546542.0,,,,519175536.0,,,,2944388.0,9924831.0,52641477.0,5592509.0,,-296291.0,17279468.0,,10138550.0,,,-88279.0,,,,,,,,,,,,36189908.0,,,,9916727.0,,3840635.0,13884377.0,,,,,,,,13865099.0,49693330.0,,,,,55274830.0,,,-52355.0,23705907.0,,,,0.0,-2213541.0,0.010208,,,,,0.0,,,,,5798648.0,0.0,,323445.0,,-252784.0,9416959.0,,685783.0,,,,5798648.0,,,,,4118079.0,-8104.0,,,19702590.0,3378968.0,,,,2932392.0,3689117.0,,151518.0,,,,812984.0,,,,,9806451.0,,28832269.0,,2567305.0,568454592.0,14319664.0,213719.0,18262629.0,,,,,,7473017.0,,,,,,,55443.0,0.01125,,,,,,,77239872.0,,,5798648.0,,21965042.0,,,,,9164175.0,17279468.0,416400.0,,,17279468.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,24990427.0,800112.0,,14542753.0,,,49507137.0,,-2345580.0,-1260068.0,,,,326312.0,49580183.0,23451088.0,,20386804.0,,,20976119.0,,,-4572205.0,11912718.0,50337332.0,5309644.0,,-410446.0,20976119.0,19877334.0,12146621.0,3414595.0,,-2703464.0,60380137.0,180341135.0,,4709925.0,,-172543.0,20386804.0,41988.0,,,0.0,43516634.0,1719928.0,18790449.0,,11991865.0,83466385.0,4709925.0,13077709.0,21642180.0,-1598969.0,,0.0,,,,13063306.0,58571229.0,,,,,60380137.0,13551393.0,23451088.0,-106445.0,18741163.0,82022317.0,,20386804.0,0.0,-2345580.0,,,96874750.0,,1098785.0,0.0,,437366.0,512010816.0,,7326726.0,0.0,,326312.0,,-304001.0,4153874.0,58571229.0,-46777.0,146486.0,,-1470726.0,7326726.0,-4762268.0,843459.0,4563439.0,,4665139.0,79147.0,,,22406054.0,2964064.0,43516634.0,22406054.0,18741163.0,346449.0,4563439.0,,146486.0,,0.039792,55599.0,136254.0,,,12650055.0,20050517.0,3696651.0,,25346905.0,,3414595.0,,12650055.0,233903.0,18351804.0,18351804.0,0.0,,2964064.0,566877120.0,17279468.0,33886202.0,,,34729661.0,,,55599.0,,-235356.0,,346449.0,20976119.0,1297543.0,20976119.0,82022317.0,,,7326726.0,,21642180.0,,,5309644.0,,3849873.0,20976119.0,437366.0,0.0,,20976119.0,0.036042,14542753.0,,,,33938197.0,,,,,,,,,,,,,,,,,,,,
,,30329318.0,666008.0,,18687590.0,,,,,,,,,,,,31917697.0,,,,524914032.0,,,,-160758.0,14723500.0,60014272.0,4525664.0,,-247692.0,30574477.0,,14921299.0,,,-1045362.0,,,,,,,,,,,,52361347.0,,,,14841018.0,,4922583.0,15605818.0,,,,,,,,15591572.0,67910263.0,,,,,77954878.0,,,38225.0,26995114.0,,,,0.0,-1727117.0,0.015208,,,,,0.0,,,,,8844713.0,0.0,,736977.0,,-364256.0,9594154.0,,251896.0,,,,8844713.0,,,,,5996305.0,117518.0,,,23451416.0,2798547.0,,,,5017170.0,4754507.0,,168076.0,,,,494321.0,,,,,9598358.0,,29684954.0,,2935345.0,578919984.0,20167901.0,197799.0,18337558.0,,,,,,20976119.0,,,,,,,56007.0,0.016875,,,,,,,99827960.0,,,8844713.0,,21873082.0,,,,,9229898.0,30574477.0,355009.0,,,30574477.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,44927078.0,-1114508.0,,26534330.0,,,,,,,,,,,,36950795.0,,,,526833696.0,,,,-11337517.0,25354838.0,85440555.0,5000104.0,,16891603.0,33428058.0,,25615931.0,,,-4349926.0,,,,,,,,,,,,67607045.0,,,,25608714.0,,5139098.0,19572240.0,,,,,,,,19558402.0,84065890.0,,,,,98612650.0,,,-58800.0,31811697.0,,,,0.0,-1689241.0,0.02625,,,,,0.0,,,,,15245698.0,0.0,,769452.0,,-449829.0,3282109.0,,-20131.0,,,,15245698.0,,,,,10363016.0,253876.0,,,27801342.0,3310863.0,,,,0.0,4973801.0,,165297.0,,,,201476.0,,,,,20153581.0,,40513477.0,,4607152.0,585245712.0,31704449.0,261093.0,18323720.0,,,,,,30574477.0,,,,,,,56192.0,0.02875,,,,,,,121016685.0,,,15245698.0,,22404035.0,,,,,2832280.0,33428058.0,670215.0,,,33428058.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,55343669.0,-249024.0,,29036921.0,,,,,,,,,,,,40085821.0,,,,530878776.0,,,,-3353315.0,33575255.0,105421454.0,5625091.0,,-9191864.0,41282143.0,,33864044.0,,,-1054787.0,,,,,,,,,,,,87796153.0,,,,33898707.0,,5277792.0,21768414.0,,,,,,,,21752406.0,105255391.0,,,,,122474466.0,,,-96100.0,34808029.0,,,,0.0,-1905904.0,0.034583,,,,,0.0,,,,,20245368.0,0.0,,736479.0,,-444220.0,17021725.0,,24224.0,,,,20245368.0,,,,,13653339.0,323452.0,,,28856129.0,3719187.0,,,,0.0,5264649.0,,13143.0,,,,340948.0,8651544.0,,,,7854085.0,,50077785.0,,5053316.0,584024208.0,34418030.0,288789.0,18411080.0,,,,,,33428058.0,,,,,,,112876.0,0.038333,,,,,,,145341212.0,,,20245368.0,,22866746.0,,,,,16577505.0,41282143.0,717792.0,,,49933687.0,,,,,-9642566.0,,991022.0,,,,,,,,,,,,,,,,,,,
